instrument,artifact_path,sha256,size_bytes,row_count,schema_hash,min_date,max_date,read_for_forward_outcome
SH600710,data/raw/akshare/day/qfq/SH600710.csv,dfaa31a2974a4f994c953ca890c1b34aeb018368a59377f09b071a0da6a076be,236864,2136,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-07-31,2026-05-29,False
SH600711,data/raw/akshare/day/qfq/SH600711.csv,934d89ffb5f97ab315d96b547e046c8c9c026bbc1b596a2ac0660be0f082b2d8,250240,2228,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-11,2026-05-29,False
SH600712,data/raw/akshare/day/qfq/SH600712.csv,54b4ed81313a9cd28fa2b3318dccafd48b1664fd6d4e7612af0e03b9453e76ad,251256,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600713,data/raw/akshare/day/qfq/SH600713.csv,b0ccf5278ec3ac3255c2484a52213b670f477d02314930faff5b0bab5ca39a5a,250642,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600714,data/raw/akshare/day/qfq/SH600714.csv,517db3b5504bc062a46b44a4bce7603dbdf5eb6e9ee2b940825a20b1014416b6,251756,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600715,data/raw/akshare/day/qfq/SH600715.csv,7d955595595312c5cc8594cae71faca8c1343dcb9f22ff61848bbc88268e7ca9,235965,2128,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600716,data/raw/akshare/day/qfq/SH600716.csv,4a30edd4ddccc81663f75888118aee10ba7d3ef5def9df1b86300b1a2daf039f,250758,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600717,data/raw/akshare/day/qfq/SH600717.csv,23867d8fc8526cc75c0c15f056ad8755905d8357edbf6d937687423015b15182,251981,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600718,data/raw/akshare/day/qfq/SH600718.csv,3c041e268637f652d14c2c174eb93313b755c88e24aeb72fd526143bc25b42aa,258043,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600719,data/raw/akshare/day/qfq/SH600719.csv,21c43a2656c01708d0754bdfd232297537a7a1b6ca6a1273c1b171042d10ae91,248093,2261,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600720,data/raw/akshare/day/qfq/SH600720.csv,9888390f4e9b275e2eef5006d43d661d6d229bbb96cfbb9a8eb3d273e0526ae3,254157,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600721,data/raw/akshare/day/qfq/SH600721.csv,fd8cdccb4131cbfe3331100d4b948ad4cad68c59164dae8dbcd5d8881e8dfb82,249993,2266,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600722,data/raw/akshare/day/qfq/SH600722.csv,016bb07ff7da3ffd22a92d448ba335eb007a7d2ab420732792ff6ddb0f04e5fb,252579,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600724,data/raw/akshare/day/qfq/SH600724.csv,b66b83fad60aa3ca81f6e35a8475247130a0499b58a45cc93c469d14465d1f8d,241452,2201,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600725,data/raw/akshare/day/qfq/SH600725.csv,11bd34c617ab6a0f896867886f0efcb3f05d2886a932ff8edebe83901f144755,224623,2047,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-12-01,2026-05-29,False
SH600726,data/raw/akshare/day/qfq/SH600726.csv,14b695a985eed50a0d0fbae7271a2c105088c413f331b679dcec34d9e91d82c1,249957,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600727,data/raw/akshare/day/qfq/SH600727.csv,254df8b24203d8bb3f6647dd2332a2c9cae03df057e3e677734e5405c2f0d92c,250042,2265,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600728,data/raw/akshare/day/qfq/SH600728.csv,1a4c624f1cd52bc9b86ed6b6eb70d67f2449a560aa19a6d4c848955efd410fea,254468,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600729,data/raw/akshare/day/qfq/SH600729.csv,0bec2d02b9dbf0d76833643f7f31de8e0ed59c3b591b0fab12e0f2da35fdd286,256114,2247,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600730,data/raw/akshare/day/qfq/SH600730.csv,50719cde0dc37df961a3a259050a8781b95d18e980e114b72c2d9670e4af4b5f,251367,2275,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600731,data/raw/akshare/day/qfq/SH600731.csv,f85c666ee7bbe69885749ba758659cc64ae2897bad46f6c1e2bc99423b86803e,250684,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600732,data/raw/akshare/day/qfq/SH600732.csv,937311a0c484bd2cbcdcc10e8f9d3cd21f1407379f8e53d4e8a5e974bd8620fc,245912,2177,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-06-06,2026-05-29,False
SH600733,data/raw/akshare/day/qfq/SH600733.csv,32b123bed61af86eb37f0900e590860fe66b64af7b233764ff87c767e279bb6f,208745,1857,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2018-02-01,2026-05-29,False
SH600734,data/raw/akshare/day/qfq/SH600734.csv,a841d31ba566956226519e72fa00cdf290915ad273835c2c3f84d016e2e98b0a,224223,2027,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-02-21,2026-05-29,False
SH600735,data/raw/akshare/day/qfq/SH600735.csv,56922df976cf2031840b3c3af223fdc7ee1b57f1ac0c65f32b5141a2dad8aa80,231248,2092,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-22,2026-05-29,False
SH600736,data/raw/akshare/day/qfq/SH600736.csv,7d0f78b3c9d17462c9bca81b80155d6121cfcf89d78431c8992b372eecc34ef9,247218,2239,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600737,data/raw/akshare/day/qfq/SH600737.csv,9e57766eb2e90204dda1747eed01cea2e45681441ad237cbcd75c2d4cbcd4d74,254416,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600738,data/raw/akshare/day/qfq/SH600738.csv,f6fff7c2fa8dca5edad81e69d818a855eadae1a7bbfc7735815b9058c3e672f6,250156,2272,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600739,data/raw/akshare/day/qfq/SH600739.csv,24a531cfda5a747ad772bcdbaba77e95cbcda64fc39f2c903b2236859d4f3e91,260095,2274,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600740,data/raw/akshare/day/qfq/SH600740.csv,5ea18941a874dba5eb3ad611f4d8edf507c0b400bd5c23706f53caea6e756854,252060,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600741,data/raw/akshare/day/qfq/SH600741.csv,080eabeb64c023729a2158b0baf1c79d117b3178ce836c50ac3a1a0edd2e5d51,262930,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600742,data/raw/akshare/day/qfq/SH600742.csv,cd5473ce0df67da98204d82f55347f5dc0d73344777aefe91073c61875345c0c,251596,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600743,data/raw/akshare/day/qfq/SH600743.csv,33c48428f1402db8b8261856b0096cfcaa66a1b944eb6479466ab80de4f44ee7,251556,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600744,data/raw/akshare/day/qfq/SH600744.csv,4e174c0a2f963d972cb48ff4eb527b664f9da87cdd884110dbee9ee1a59613db,252211,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600745,data/raw/akshare/day/qfq/SH600745.csv,68d5729a88dc813f9638e38f62f3050775ef6c281ab8b24d6d0011f680f14e1a,243615,2095,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600746,data/raw/akshare/day/qfq/SH600746.csv,499847083b6ce35b7064b37ca9876d2fe9f4e3d1d348f8381d6933dec72eafab,252102,2279,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600748,data/raw/akshare/day/qfq/SH600748.csv,6e791f6ef193e208bd34b76291b51eec0f0aa50deca8ae4d0a74de609998c77e,251534,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600749,data/raw/akshare/day/qfq/SH600749.csv,6e3971c10cc73e2f63e78d4db192d6e95fb39962c3102b3022cc7d4ed329f906,254326,2263,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600750,data/raw/akshare/day/qfq/SH600750.csv,bdcd0889a2d3016f246d95304059a343c465dab9910ee9c78a7d20889d1860b5,248516,2216,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600751,data/raw/akshare/day/qfq/SH600751.csv,36c0dc79341a07341a61fcdb4e2383a321394a2ff3179c9c07641bcb9d79f318,234094,2110,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600753,data/raw/akshare/day/qfq/SH600753.csv,54f38592a54bcf36c677b2dd1aeb522c564caa55ec1d2f44ef3fd6eadc31cb94,236401,2146,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-16,2026-05-29,False
SH600754,data/raw/akshare/day/qfq/SH600754.csv,ffc90ebe1bf24e7ee40fecad4097a98389e43c15e0cc4aa857d9cf58c78cbd11,261157,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600755,data/raw/akshare/day/qfq/SH600755.csv,466efdc26ff2af76393553f95ee63ed3ad207d4ad228d6fe282794b28d3b6414,253445,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600756,data/raw/akshare/day/qfq/SH600756.csv,91cda72620710b77225c8c50df2953072ab97e7acfd166e3ac648836441e9c5e,261262,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600757,data/raw/akshare/day/qfq/SH600757.csv,4b2cf41806933dc50ca173c7866f041f88bfb1ca97c5f3317fb3a135f75c631d,251468,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600758,data/raw/akshare/day/qfq/SH600758.csv,5b055e4a12c188e7d184986f1b20593bad7bc0721241ad5a76db7ddaf0dee92c,250460,2263,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600759,data/raw/akshare/day/qfq/SH600759.csv,fe6975e84cfe3e955e73bd3d7be42af38486fb8ea640fbb588a9a227e31b6600,237923,2140,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600760,data/raw/akshare/day/qfq/SH600760.csv,1f96e71ae299e8bf9fb584bebc5d02e1dafb6425ba3436e40b0d74cab45b02a1,261882,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600761,data/raw/akshare/day/qfq/SH600761.csv,9f178407ccc96fa9eb74777667e708fb77430bf1a8242dc2d87dbbbf3dfa27fa,256400,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600763,data/raw/akshare/day/qfq/SH600763.csv,9baf6d3389640a0a28c67c6ddd5eef9ceccfce07b379776c2cc6959d4fcce6ee,263453,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600764,data/raw/akshare/day/qfq/SH600764.csv,6200fc852d64effad22e38c54b40ce8796ef8531838cd224837c0c37cb5bb212,245347,2150,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600765,data/raw/akshare/day/qfq/SH600765.csv,78716628d6e1999d15a58dad0f8cebb138343cb1ca134128cfa251226db0e132,258130,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600768,data/raw/akshare/day/qfq/SH600768.csv,956a2aae07a5e8e990cc497236be4cc26eb13361b41f72df349a50ce3e804a2c,240907,2158,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-03-14,2026-05-29,False
SH600769,data/raw/akshare/day/qfq/SH600769.csv,1522efab42319eba50e5052670d81336f7f847311c3d43522c57c029c6aec527,250554,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600770,data/raw/akshare/day/qfq/SH600770.csv,1c49daa97ac3ed04fea191730aada81540ee1c666c528d89cbec2fbc4d3bb2f4,251151,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600771,data/raw/akshare/day/qfq/SH600771.csv,b9aeb0d6c181c9c1fc08ffac2f67b6dc20710b1606c4925c96fb33e50a22e904,260677,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600773,data/raw/akshare/day/qfq/SH600773.csv,c39856bdeb63e33f82c1e8099b4bf5b9580f5658e1d5563b9dd690ca7b7cc8ea,257618,2276,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600774,data/raw/akshare/day/qfq/SH600774.csv,7dca3291e97ce6cc7f0e216bb4bea81b6363c3bb868ce3ea24b0a0dc5ab5bcf8,253608,2262,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600775,data/raw/akshare/day/qfq/SH600775.csv,92086c50e46021fe28c18e0c1ab6ed2aa8014ec644929076ccff6093f0184ccb,255970,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600776,data/raw/akshare/day/qfq/SH600776.csv,697a195e14b1cf732868bbb5e824b4bf8020fa7ee610a4f8a105e94fff019ea2,258698,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600777,data/raw/akshare/day/qfq/SH600777.csv,66076a3dc8d8c51c4fde3444e9c34f2991e457674f9c9e40f5e29d9c3fd8b2d9,243598,2184,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600778,data/raw/akshare/day/qfq/SH600778.csv,0684692da73929f28242ac4168a473dd7a9a14996d5a39a8cc9f45d6a25f68f2,248797,2269,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600779,data/raw/akshare/day/qfq/SH600779.csv,73d087fc1ff50a7ae06f2bfedacee0ab08ea57968e8b65726260ff7681c098d7,261770,2279,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600780,data/raw/akshare/day/qfq/SH600780.csv,129c3d3799117c45b09bfc04a012daf1094e28f8cfab3525a475445100c47e6b,250551,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600782,data/raw/akshare/day/qfq/SH600782.csv,3119b139e2bc2fdccbdf775bdb2b55a3e5f60a733de30ef257ebf0451c8dcafb,254158,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600783,data/raw/akshare/day/qfq/SH600783.csv,b448d0c56607ac67501da23432647ba080229b2d102c876f3a0ee02919f5b8c7,259771,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600784,data/raw/akshare/day/qfq/SH600784.csv,b7281ac5082535abebb1801a8f02fb87679d0c495de4b5beb52c77d2516b67b0,237363,2164,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600785,data/raw/akshare/day/qfq/SH600785.csv,b8728b5653cf4c37909e124fd64c5b6db6dc12333bf59eb1f2afffb107e1bc2a,257044,2277,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600787,data/raw/akshare/day/qfq/SH600787.csv,f47a4ee08e0d4c557eb79331868f32eaca364407833d875860ad240d3185fcb1,252859,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600789,data/raw/akshare/day/qfq/SH600789.csv,0cecbd98d9fee670463ba79c8da8e37bb58c966655dc1be21b8944e074852813,254082,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600790,data/raw/akshare/day/qfq/SH600790.csv,daf0c266e7c1119d1acb0704391ade0c61418234c3f0bf598faef840e072a368,250752,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600791,data/raw/akshare/day/qfq/SH600791.csv,275afa573ef6c8b2f6b2ba5414964ea24558324c947ee6e4841c1ee0c4a796fe,251112,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600792,data/raw/akshare/day/qfq/SH600792.csv,ca29737a104aa5b4e9c81f2c271d0940cd6c8dd5f8421a7d21b6b1bb8aeaf3f5,251385,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600793,data/raw/akshare/day/qfq/SH600793.csv,4f170b2b759bda5f3afc90ca9df9da37a4162d7604ba4708f5c4e2c85eb3d25a,256633,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600794,data/raw/akshare/day/qfq/SH600794.csv,477b6bfd34a14006fcef18745b5250c44e782e8bd7e1cfd980db711838452ff8,239006,2166,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600795,data/raw/akshare/day/qfq/SH600795.csv,d0fad147cbfc3f67dc44c4a8c68329756edde0e173605b9aa36ab5c5f425a4a1,247992,2217,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600796,data/raw/akshare/day/qfq/SH600796.csv,2c2bc1e7e6dd1f438ff5420372869df1e69e33979957d350a970d5dc1fbbd3cc,235610,2147,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600797,data/raw/akshare/day/qfq/SH600797.csv,fb2b2237b086893197f005791f4705eaeb3af84da6b3a76f1ba726c48d9ef86c,254156,2266,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-06,2026-05-29,False
SH600798,data/raw/akshare/day/qfq/SH600798.csv,3066c666bf8284a83bd23fc1896c9f07f6ab219085321926e7997db5a2bab9bd,243024,2200,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600800,data/raw/akshare/day/qfq/SH600800.csv,510ac11312f057b4d135b4a778973264df045c3ec875897380b3f94218ab0577,237160,2151,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600801,data/raw/akshare/day/qfq/SH600801.csv,94b1862dd7ea3b7ccea0ad21946a6f8a1f13e35495410ce5ecd8166df6637bb1,260269,2279,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600802,data/raw/akshare/day/qfq/SH600802.csv,bf7af551ac698864c504270245140ba9a6fe6ec661ca13bdb1f30ad064d2ef89,251603,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600803,data/raw/akshare/day/qfq/SH600803.csv,fc188f2fa7e41ab302fe0bab748c75c8518fd12bee7a9f27b3fab82c62c03a66,254841,2239,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600805,data/raw/akshare/day/qfq/SH600805.csv,6efcc2f364e391f2b984c8f8e1b0fbf27830d553fc4b5f48ef9c9c0813826037,250776,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600807,data/raw/akshare/day/qfq/SH600807.csv,9a0994de7fc36a65bb85f54bec060627af7fa3ab7f38ecfcd682614f54f59387,231449,2097,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-05-12,2026-05-29,False
SH600808,data/raw/akshare/day/qfq/SH600808.csv,207c5b258f5e6b46e2a81c74d2c5375ede3446ed022bc9e0b8a7372aa9f2ba4c,253962,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600809,data/raw/akshare/day/qfq/SH600809.csv,42c4981aaed364f5757668997d9f1c2e6016f0c55688c6e45d3257238da24109,266734,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600810,data/raw/akshare/day/qfq/SH600810.csv,6378c3fe52b49bc350ddcdeadec855172ba4c6bcd72cba7a6f262ea211962231,233889,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600811,data/raw/akshare/day/qfq/SH600811.csv,c329176d651ff4dc44dd02a846a52d29fcaa1e18f60bf630c336ffc6a9adcf16,198327,1929,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2025-04-14,False
SH600812,data/raw/akshare/day/qfq/SH600812.csv,74304c3be7e35271e86d48a8335bd37f6c76691e0a71a16a132c5f377d7ac4f4,233510,2272,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600814,data/raw/akshare/day/qfq/SH600814.csv,de6a7ad25a67d89b2cc2b0568de2b11f87605a7357ec870d2e01acf9127acf04,231332,2277,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-09,2026-05-29,False
SH600815,data/raw/akshare/day/qfq/SH600815.csv,630eb0b7c8b525e879a44a6320cd87675d8a1d2808fe47ffce408927954cdd23,230600,2272,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600816,data/raw/akshare/day/qfq/SH600816.csv,bef2a74fc513a33ac68c5778d90be0d73c977e2982425b74505584a96df42240,228750,2225,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600817,data/raw/akshare/day/qfq/SH600817.csv,0c41b8683c47e8652d85a2e6518a10ec3d653f30cb499ed5efabc2311b1950f0,228435,2223,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600818,data/raw/akshare/day/qfq/SH600818.csv,914c790b5f5bec6d3040e6a6f96b6f752e5f42b87c7d8f126cd03cc7dcfcfbce,230425,2201,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600819,data/raw/akshare/day/qfq/SH600819.csv,627e4f0ddd2dd353aa752c206c02921da343d2540d1386069f0a57187846616d,231498,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600820,data/raw/akshare/day/qfq/SH600820.csv,196bb8cad7ebac956e87a26b6c493bd80201c74cf722629e756a5630da223393,253001,2281,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600821,data/raw/akshare/day/qfq/SH600821.csv,da7fe5c21999c248d19712cc3f55f46a62b06008bdaf55e78164fc6b01ae272d,250590,2266,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600822,data/raw/akshare/day/qfq/SH600822.csv,51a055807bc26e4010a6bd7eca9e736b325852e32e4c26cb592d0fd0de37c77e,255290,2280,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600824,data/raw/akshare/day/qfq/SH600824.csv,1cd958ebdb9d90d5e86aa3725958a0b9dc4f765bf82b8076ad37b0fcd3dca31b,249350,2271,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600825,data/raw/akshare/day/qfq/SH600825.csv,4df05dc1f252df27a7e0cba29ed0cf5867d7381dbc064bdcece2a378ea3a6c0a,244344,2217,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
SH600826,data/raw/akshare/day/qfq/SH600826.csv,3c416435a2292706dedaf2c6e06fecbafac52fd540ab6d04734b718e0cb6c7ec,250438,2270,7e53f7848158194ba082d23fdf61bc8348b8f50d705d40e16a40e24e86c16ac0,2017-01-03,2026-05-29,False
