family,factor_id,split,instrument_fold_id,stock_date_count,normalization_sample_pass_count,normalization_sample_fail_count,uses_future_data_flag,cross_stock_fill_flag,within_stock_lookback_excludes_future_data,within_stock_lookback_ends_at_D_minus_1,mid_rank_tie_handling_used,factor_value_tie_share_in_lookback,factor_value_at_tie_cluster_flag
volume_surge_money_flow,alpha181,train,2,40105,34040,6065,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,train,3,43223,36640,6583,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,train,4,41379,34435,6944,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,validation,0,19411,19302,109,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,validation,1,22853,22507,346,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,validation,2,21749,21620,129,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,validation,3,25402,25244,158,False,False,True,True,True,0.0,0.0
volume_surge_money_flow,alpha181,validation,4,20307,20180,127,False,False,True,True,True,0.0,0.0
volume_price_correlation,alpha185,robustness,0,18028,18028,0,False,False,True,True,True,0.0005759741761721671,0.0
volume_price_correlation,alpha185,robustness,1,23559,23559,0,False,False,True,True,True,0.0005626697093248367,0.0
volume_price_correlation,alpha185,robustness,2,21665,21665,0,False,False,True,True,True,0.0005779446219094098,0.0
volume_price_correlation,alpha185,robustness,3,26068,26068,0,False,False,True,True,True,0.0006027217605151236,0.0
volume_price_correlation,alpha185,robustness,4,21099,21093,6,False,False,True,True,True,0.0005857395590282977,0.0
volume_price_correlation,alpha185,train,0,31246,28834,2412,False,False,True,True,True,0.00011285312211839482,0.0
volume_price_correlation,alpha185,train,1,40299,35751,4548,False,False,True,True,True,0.00010461003694217652,0.0
volume_price_correlation,alpha185,train,2,40105,36355,3750,False,False,True,True,True,0.00011035252828150988,0.0
volume_price_correlation,alpha185,train,3,43223,38794,4429,False,False,True,True,True,0.00010488129919394851,0.0
volume_price_correlation,alpha185,train,4,41379,36912,4467,False,False,True,True,True,9.53029521042481e-05,0.0
volume_price_correlation,alpha185,validation,0,19411,19411,0,False,False,True,True,True,0.00042593636317178607,0.0
volume_price_correlation,alpha185,validation,1,22853,22812,41,False,False,True,True,True,0.00042244268115609884,0.0
volume_price_correlation,alpha185,validation,2,21749,21737,12,False,False,True,True,True,0.0004387316876091063,0.0
volume_price_correlation,alpha185,validation,3,25402,25396,6,False,False,True,True,True,0.00045117855188436806,0.0
volume_price_correlation,alpha185,validation,4,20307,20296,11,False,False,True,True,True,0.00043340001138858497,0.0
