replay_key,split_bucket,cost_bps,source_table,source_value_column,panel_groupby_columns,panel_value_column,source_value,panel_replay_value,abs_diff,tolerance,replay_status,blocking_reason
six_cell:late_rescue_context:continued_positive:incremental_return_sum,validation,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:drawdown_avoided_abs_sum,validation,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:cell_step_n,validation,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,79.0,79.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:continue_return_sum,validation,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-8.780167390150513,-8.780167390150513,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:policy_net_return_sum,validation,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-8.780167390150513,-8.780167390150513,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:incremental_return_sum,validation,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:drawdown_avoided_abs_sum,validation,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:cell_step_n,validation,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,103.0,103.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:continue_return_sum,validation,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-4.69539031474468,-4.69539031474468,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:policy_net_return_sum,validation,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-4.69539031474468,-4.69539031474468,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:incremental_return_sum,validation,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:drawdown_avoided_abs_sum,validation,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:cell_step_n,validation,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,55.0,55.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:continue_return_sum,validation,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,7.760854424141951,7.760854424141951,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:policy_net_return_sum,validation,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.55,-0.55,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:incremental_return_sum,validation,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-8.310854424141953,-8.310854424141953,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_positive:drawdown_avoided_abs_sum,validation,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,1.5744240725417256,1.5744240725417256,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:cell_step_n,validation,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,67.0,67.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:continue_return_sum,validation,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-7.22664236361401,-7.22664236361401,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:policy_net_return_sum,validation,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.67,-0.67,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:incremental_return_sum,validation,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,6.556642363614009,6.556642363614009,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_negative:drawdown_avoided_abs_sum,validation,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,10.795273189075376,10.795273189075377,1.7763568394002505e-15,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:cell_step_n,validation,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,18.0,18.0,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:continue_return_sum,validation,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-0.8354230016013402,-0.8354230016013402,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:policy_net_return_sum,validation,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.18,-0.18000000000000002,2.7755575615628914e-17,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:incremental_return_sum,validation,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.6554230016013403,0.6554230016013403,0.0,1e-09,pass,
six_cell:late_rescue_context:defended_neutral:drawdown_avoided_abs_sum,validation,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,1.140789952520706,1.1407899525207061,2.220446049250313e-16,1e-09,pass,
six_cell:late_rescue_context:continued_positive:cell_step_n,validation,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,167.0,167.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:continue_return_sum,validation,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,20.392351779763374,20.392351779763374,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:policy_net_return_sum,validation,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,20.392351779763374,20.392351779763374,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:incremental_return_sum,validation,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_positive:drawdown_avoided_abs_sum,validation,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:cell_step_n,validation,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,79.0,79.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:continue_return_sum,validation,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-8.780167390150513,-8.780167390150513,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:policy_net_return_sum,validation,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-8.780167390150513,-8.780167390150513,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:incremental_return_sum,validation,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_negative:drawdown_avoided_abs_sum,validation,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:cell_step_n,validation,100,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,103.0,103.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:continue_return_sum,validation,100,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-4.69539031474468,-4.69539031474468,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:policy_net_return_sum,validation,100,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-4.69539031474468,-4.69539031474468,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:incremental_return_sum,validation,100,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:late_rescue_context:continued_neutral:drawdown_avoided_abs_sum,validation,100,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:cell_step_n,validation,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,22.0,22.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:continue_return_sum,validation,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,5.069016879144438,5.069016879144438,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:policy_net_return_sum,validation,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:incremental_return_sum,validation,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-5.069016879144438,-5.069016879144438,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:drawdown_avoided_abs_sum,validation,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.8109079503205688,0.8109079503205688,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:cell_step_n,validation,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,14.0,14.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:continue_return_sum,validation,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.4999688893989789,-1.4999688893989789,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:policy_net_return_sum,validation,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:incremental_return_sum,validation,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,1.4999688893989789,1.4999688893989789,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:drawdown_avoided_abs_sum,validation,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,2.0300731478280403,2.0300731478280403,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:cell_step_n,validation,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7.0,7.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:continue_return_sum,validation,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-0.3238675172610804,-0.32386751726108043,5.551115123125783e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:policy_net_return_sum,validation,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:incremental_return_sum,validation,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.3238675172610804,0.32386751726108043,5.551115123125783e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:drawdown_avoided_abs_sum,validation,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.4539710383908302,0.4539710383908302,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:cell_step_n,validation,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,81.0,81.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:continue_return_sum,validation,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,10.795255278506298,10.795255278506298,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:policy_net_return_sum,validation,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,10.795255278506298,10.795255278506298,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:incremental_return_sum,validation,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:drawdown_avoided_abs_sum,validation,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:cell_step_n,validation,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,20.0,20.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:continue_return_sum,validation,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.9605546359356545,-1.9605546359356545,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:policy_net_return_sum,validation,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.9605546359356545,-1.9605546359356545,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:incremental_return_sum,validation,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:drawdown_avoided_abs_sum,validation,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:cell_step_n,validation,0,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,31.0,31.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:continue_return_sum,validation,0,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.236226150204689,-1.236226150204689,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:policy_net_return_sum,validation,0,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.236226150204689,-1.236226150204689,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:incremental_return_sum,validation,0,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:drawdown_avoided_abs_sum,validation,0,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:cell_step_n,validation,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,22.0,22.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:continue_return_sum,validation,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,5.069016879144438,5.069016879144438,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:policy_net_return_sum,validation,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.055,-0.055000000000000014,1.3877787807814457e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:incremental_return_sum,validation,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-5.124016879144437,-5.124016879144437,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:drawdown_avoided_abs_sum,validation,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.8109079503205688,0.8109079503205688,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:cell_step_n,validation,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,14.0,14.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:continue_return_sum,validation,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.4999688893989789,-1.4999688893989789,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:policy_net_return_sum,validation,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.0349999999999999,-0.034999999999999996,9.71445146547012e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:incremental_return_sum,validation,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,1.464968889398979,1.464968889398979,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:drawdown_avoided_abs_sum,validation,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,2.0300731478280403,2.0300731478280403,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:cell_step_n,validation,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7.0,7.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:continue_return_sum,validation,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-0.3238675172610804,-0.32386751726108043,5.551115123125783e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:policy_net_return_sum,validation,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.0175,-0.0175,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:incremental_return_sum,validation,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.3063675172610804,0.3063675172610804,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:drawdown_avoided_abs_sum,validation,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.4539710383908302,0.4539710383908302,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:cell_step_n,validation,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,81.0,81.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:continue_return_sum,validation,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,10.795255278506298,10.795255278506298,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:policy_net_return_sum,validation,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,10.795255278506298,10.795255278506298,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:incremental_return_sum,validation,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_positive:drawdown_avoided_abs_sum,validation,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:cell_step_n,validation,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,20.0,20.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:continue_return_sum,validation,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.9605546359356545,-1.9605546359356545,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:policy_net_return_sum,validation,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.9605546359356545,-1.9605546359356545,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:incremental_return_sum,validation,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_negative:drawdown_avoided_abs_sum,validation,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:cell_step_n,validation,25,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,31.0,31.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:continue_return_sum,validation,25,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.236226150204689,-1.236226150204689,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:policy_net_return_sum,validation,25,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-1.236226150204689,-1.236226150204689,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:incremental_return_sum,validation,25,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:continued_neutral:drawdown_avoided_abs_sum,validation,25,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.0,0.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:cell_step_n,validation,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,22.0,22.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:continue_return_sum,validation,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,5.069016879144438,5.069016879144438,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:policy_net_return_sum,validation,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.11,-0.11000000000000003,2.7755575615628914e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:incremental_return_sum,validation,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,-5.179016879144438,-5.179016879144438,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_positive:drawdown_avoided_abs_sum,validation,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,0.8109079503205688,0.8109079503205688,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:cell_step_n,validation,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,14.0,14.0,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:continue_return_sum,validation,50,six_cell_utility_reconciliation.csv,continue_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",continue_return_h20,-1.4999688893989789,-1.4999688893989789,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:policy_net_return_sum,validation,50,six_cell_utility_reconciliation.csv,policy_net_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",policy_net_return_h20,-0.0699999999999999,-0.06999999999999999,9.71445146547012e-17,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:incremental_return_sum,validation,50,six_cell_utility_reconciliation.csv,incremental_return_sum,"split_bucket,context_stratum,cost_bps,cell_id",incremental_net_return_h20,1.4299688893989788,1.4299688893989788,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_negative:drawdown_avoided_abs_sum,validation,50,six_cell_utility_reconciliation.csv,drawdown_avoided_abs_sum,"split_bucket,context_stratum,cost_bps,cell_id",drawdown_avoided_abs,2.0300731478280403,2.0300731478280403,0.0,1e-09,pass,
six_cell:non_late_rescue_context:defended_neutral:cell_step_n,validation,50,six_cell_utility_reconciliation.csv,cell_step_n,"split_bucket,context_stratum,cost_bps,cell_id",step_id,7.0,7.0,0.0,1e-09,pass,
