vintage_id,signal_month,first_holding_month,final_holding_month,split,grouping,J,K,skip_mode,vintage_month_count,expected_vintage_month_count,loser_cumulative_return,winner_cumulative_return,contrarian_cumulative_spread,momentum_cumulative_spread,vintage_holding_status,block_reason
decile_J48_K6_no_skip_2021-08,2021-08,2021-09,2022-02,train,decile,48,6,no_skip,6,6,0.07852454728778846,-0.17893628523790495,0.2574608325256934,-0.2574608325256934,complete,
decile_J48_K6_no_skip_2021-09,2021-09,2021-10,2022-03,train,decile,48,6,no_skip,6,6,-0.030398810585961833,-0.24755836076296023,0.2171595501769984,-0.2171595501769984,complete,
decile_J48_K6_no_skip_2021-10,2021-10,2021-11,2022-04,train,decile,48,6,no_skip,6,6,6.698695431128776e-05,-0.34634573232438115,0.34641271927869244,-0.34641271927869244,complete,
decile_J48_K6_no_skip_2021-11,2021-11,2021-12,2022-05,train,decile,48,6,no_skip,6,6,0.0005189566556540459,-0.22952488464006626,0.2300438412957203,-0.2300438412957203,complete,
decile_J48_K6_no_skip_2021-12,2021-12,2022-01,2022-06,validation,decile,48,6,no_skip,6,6,-0.04543993246030564,-0.08751846550078546,0.042078533040479815,-0.042078533040479815,complete,
decile_J48_K6_no_skip_2022-01,2022-01,2022-02,2022-07,validation,decile,48,6,no_skip,6,6,-0.09353804428069157,-0.09157924417082641,-0.0019588001098651553,0.0019588001098651553,complete,
decile_J48_K6_no_skip_2022-02,2022-02,2022-03,2022-08,validation,decile,48,6,no_skip,6,6,-0.0858805351474965,-0.1148244952611972,0.028943960113700706,-0.028943960113700706,complete,
decile_J48_K6_no_skip_2022-03,2022-03,2022-04,2022-09,validation,decile,48,6,no_skip,6,6,-0.05867512838111266,-0.04073949570225743,-0.01793563267885523,0.01793563267885523,complete,
decile_J48_K6_no_skip_2022-04,2022-04,2022-05,2022-10,validation,decile,48,6,no_skip,6,6,-0.07497074203424436,-0.05621731711249456,-0.018753424921749806,0.018753424921749806,complete,
decile_J48_K6_no_skip_2022-05,2022-05,2022-06,2022-11,validation,decile,48,6,no_skip,6,6,0.08346966760239116,-0.08817059622364565,0.1716402638260368,-0.1716402638260368,complete,
decile_J48_K6_no_skip_2022-06,2022-06,2022-07,2022-12,validation,decile,48,6,no_skip,6,6,0.013703264692980666,-0.21139654678027608,0.22509981147325675,-0.22509981147325675,complete,
decile_J48_K6_no_skip_2022-07,2022-07,2022-08,2023-01,validation,decile,48,6,no_skip,6,6,0.1280533569997382,-0.10838127882233595,0.23643463582207414,-0.23643463582207414,complete,
decile_J48_K6_no_skip_2022-08,2022-08,2022-09,2023-02,validation,decile,48,6,no_skip,6,6,0.12851892395316367,-0.07805911895771855,0.20657804291088222,-0.20657804291088222,complete,
decile_J48_K6_no_skip_2022-09,2022-09,2022-10,2023-03,validation,decile,48,6,no_skip,6,6,0.26863392849402357,-0.08885633037287077,0.35749025886689434,-0.35749025886689434,complete,
decile_J48_K6_no_skip_2022-10,2022-10,2022-11,2023-04,validation,decile,48,6,no_skip,6,6,0.5301712608444094,-0.09707302485724745,0.6272442857016568,-0.6272442857016568,complete,
decile_J48_K6_no_skip_2022-11,2022-11,2022-12,2023-05,validation,decile,48,6,no_skip,6,6,0.17990870517183932,-0.17641948679685326,0.3563281919686926,-0.3563281919686926,complete,
decile_J48_K6_no_skip_2022-12,2022-12,2023-01,2023-06,validation,decile,48,6,no_skip,6,6,0.23368207510446304,-0.04768438010266485,0.2813664552071279,-0.2813664552071279,complete,
decile_J48_K6_no_skip_2023-01,2023-01,2023-02,2023-07,validation,decile,48,6,no_skip,6,6,0.2968644560790663,-0.13358071621730294,0.43044517229636925,-0.43044517229636925,complete,
decile_J48_K6_no_skip_2023-02,2023-02,2023-03,2023-08,validation,decile,48,6,no_skip,6,6,0.1767339839187616,-0.1678535876750643,0.3445875715938259,-0.3445875715938259,complete,
decile_J48_K6_no_skip_2023-03,2023-03,2023-04,2023-09,validation,decile,48,6,no_skip,6,6,0.0344698240535537,-0.12088751305523437,0.15535733710878807,-0.15535733710878807,complete,
decile_J48_K6_no_skip_2023-04,2023-04,2023-05,2023-10,validation,decile,48,6,no_skip,6,6,-0.09373969782207803,-0.12909366951713774,0.035353971695059716,-0.035353971695059716,complete,
decile_J48_K6_no_skip_2023-05,2023-05,2023-06,2023-11,validation,decile,48,6,no_skip,6,6,-0.057212119578549214,-0.06013075728917894,0.0029186377106297234,-0.0029186377106297234,complete,
decile_J48_K6_no_skip_2023-06,2023-06,2023-07,2023-12,validation,decile,48,6,no_skip,6,6,-0.10770155955908389,-0.17437242468249214,0.06667086512340825,-0.06667086512340825,complete,
decile_J48_K6_no_skip_2023-07,2023-07,2023-08,2024-01,validation,decile,48,6,no_skip,6,6,-0.188219946337305,-0.2450614571050609,0.0568415107677559,-0.0568415107677559,complete,
decile_J48_K6_no_skip_2023-08,2023-08,2023-09,2024-02,validation,decile,48,6,no_skip,6,6,-0.052410797307044454,-0.08513986148174757,0.032729064174703115,-0.032729064174703115,complete,
decile_J48_K6_no_skip_2023-09,2023-09,2023-10,2024-03,validation,decile,48,6,no_skip,6,6,-0.06898257118352646,0.0565690115287536,-0.12555158271228006,0.12555158271228006,complete,
decile_J48_K6_no_skip_2023-10,2023-10,2023-11,2024-04,validation,decile,48,6,no_skip,6,6,-0.0579627803334114,0.05852868436132708,-0.11649146469473848,0.11649146469473848,complete,
decile_J48_K6_no_skip_2023-11,2023-11,2023-12,2024-05,validation,decile,48,6,no_skip,6,6,-0.003337360471364903,0.09554420349911652,-0.09888156397048142,0.09888156397048142,complete,
decile_J48_K6_no_skip_2023-12,2023-12,2024-01,2024-06,robustness,decile,48,6,no_skip,6,6,0.005832186507548132,0.041154039582663726,-0.035321853075115595,0.035321853075115595,complete,
decile_J48_K6_no_skip_2024-01,2024-01,2024-02,2024-07,robustness,decile,48,6,no_skip,6,6,0.07214254660081743,0.07254642994613558,-0.00040388334531815673,0.00040388334531815673,complete,
decile_J48_K6_no_skip_2024-02,2024-02,2024-03,2024-08,robustness,decile,48,6,no_skip,6,6,-0.06958231199374199,-0.059257050026707114,-0.010325261967034871,0.010325261967034871,complete,
decile_J48_K6_no_skip_2024-03,2024-03,2024-04,2024-09,robustness,decile,48,6,no_skip,6,6,0.1929492676842759,0.0701091507685827,0.12284011691569319,-0.12284011691569319,complete,
decile_J48_K6_no_skip_2024-04,2024-04,2024-05,2024-10,robustness,decile,48,6,no_skip,6,6,0.20309876636484803,0.01657204232216003,0.186526724042688,-0.186526724042688,complete,
decile_J48_K6_no_skip_2024-05,2024-05,2024-06,2024-11,robustness,decile,48,6,no_skip,6,6,0.17470632399971997,-0.04538271241815828,0.22008903641787825,-0.22008903641787825,complete,
decile_J48_K6_no_skip_2024-06,2024-06,2024-07,2024-12,robustness,decile,48,6,no_skip,6,6,0.19613496269574404,-0.00030904866194181313,0.19644401135768585,-0.19644401135768585,complete,
decile_J48_K6_no_skip_2024-07,2024-07,2024-08,2025-01,robustness,decile,48,6,no_skip,6,6,0.1469011949455501,0.024148423366592286,0.12275277157895781,-0.12275277157895781,complete,
decile_J48_K6_no_skip_2024-08,2024-08,2024-09,2025-02,robustness,decile,48,6,no_skip,6,6,0.21902693527694272,-0.001075975806496765,0.2201029110834395,-0.2201029110834395,complete,
decile_J48_K6_no_skip_2024-09,2024-09,2024-10,2025-03,robustness,decile,48,6,no_skip,6,6,-0.013143297120729147,-0.06224959609698533,0.04910629897625618,-0.04910629897625618,complete,
decile_J48_K6_no_skip_2024-10,2024-10,2024-11,2025-04,robustness,decile,48,6,no_skip,6,6,-0.04090041554820234,-0.1289383220342888,0.08803790648608645,-0.08803790648608645,complete,
decile_J48_K6_no_skip_2024-11,2024-11,2024-12,2025-05,robustness,decile,48,6,no_skip,6,6,-0.012920990892386741,0.013872076889053453,-0.026793067781440194,0.026793067781440194,complete,
decile_J48_K6_no_skip_2024-12,2024-12,2025-01,2025-06,robustness,decile,48,6,no_skip,6,6,0.0233562200471511,0.05118246611819588,-0.02782624607104478,0.02782624607104478,complete,
decile_J48_K6_no_skip_2025-01,2025-01,2025-02,2025-07,robustness,decile,48,6,no_skip,6,6,0.10701730148146726,0.07680698310217227,0.030210318379294998,-0.030210318379294998,complete,
decile_J48_K6_no_skip_2025-02,2025-02,2025-03,2025-08,robustness,decile,48,6,no_skip,6,6,0.16348348784255062,0.2632997490940303,-0.09981626125147969,0.09981626125147969,complete,
decile_J48_K6_no_skip_2025-03,2025-03,2025-04,2025-09,robustness,decile,48,6,no_skip,6,6,0.145972271564069,0.2933299418001767,-0.14735767023610769,0.14735767023610769,complete,
decile_J48_K6_no_skip_2025-04,2025-04,2025-05,2025-10,robustness,decile,48,6,no_skip,6,6,0.2785647956659463,0.28186477686993117,-0.003299981203984892,0.003299981203984892,complete,
decile_J48_K6_no_skip_2025-05,2025-05,2025-06,2025-11,robustness,decile,48,6,no_skip,6,6,0.20491993318431878,0.20986406899238097,-0.004944135808062189,0.004944135808062189,complete,
decile_J48_K6_no_skip_2025-06,2025-06,2025-07,2025-12,robustness,decile,48,6,no_skip,6,6,0.1883340727182421,0.24466018534844314,-0.05632611263020104,0.05632611263020104,complete,
decile_J48_K6_no_skip_2025-07,2025-07,2025-08,2026-01,robustness,decile,48,6,no_skip,6,6,0.18102991292553772,0.13965910998684672,0.041370802938691,-0.041370802938691,complete,
decile_J48_K6_no_skip_2025-08,2025-08,2025-09,2026-02,robustness,decile,48,6,no_skip,6,6,0.08655426220502838,0.18254482365200664,-0.09599056144697826,0.09599056144697826,complete,
decile_J48_K6_no_skip_2025-09,2025-09,2025-10,2026-03,robustness,decile,48,6,no_skip,6,6,-0.09622085538672831,0.05848370957757609,-0.1547045649643044,0.1547045649643044,complete,
decile_J48_K6_no_skip_2025-10,2025-10,2025-11,2026-04,robustness,decile,48,6,no_skip,6,6,-0.04263078373187923,0.2543154210715277,-0.29694620480340694,0.29694620480340694,complete,
decile_J6_K12_no_skip_2018-06,2018-06,2018-07,2019-06,train,decile,6,12,no_skip,12,12,0.2742116399929322,-0.01626800787209337,0.29047964786502556,-0.29047964786502556,complete,
decile_J6_K12_no_skip_2018-07,2018-07,2018-08,2019-07,train,decile,6,12,no_skip,12,12,0.24047007825294364,0.07243076859245523,0.1680393096604884,-0.1680393096604884,complete,
decile_J6_K12_no_skip_2018-08,2018-08,2018-09,2019-08,train,decile,6,12,no_skip,12,12,0.13834825720900823,0.11373089516632051,0.024617362042687718,-0.024617362042687718,complete,
decile_J6_K12_no_skip_2018-09,2018-09,2018-10,2019-09,train,decile,6,12,no_skip,12,12,0.10771870677723117,0.04499098205311691,0.06272772472411425,-0.06272772472411425,complete,
decile_J6_K12_no_skip_2019-01,2019-01,2019-02,2020-01,train,decile,6,12,no_skip,12,12,0.4508672146121555,0.4919639689851498,-0.041096754372994315,0.041096754372994315,complete,
decile_J6_K12_no_skip_2019-02,2019-02,2019-03,2020-02,train,decile,6,12,no_skip,12,12,0.06722662504252641,0.35403351664966975,-0.28680689160714334,0.28680689160714334,complete,
decile_J6_K12_no_skip_2019-03,2019-03,2019-04,2020-03,train,decile,6,12,no_skip,12,12,-0.1642981297141889,0.2684400953364996,-0.4327382250506885,0.4327382250506885,complete,
decile_J6_K12_no_skip_2019-04,2019-04,2019-05,2020-04,train,decile,6,12,no_skip,12,12,-0.09103232551636609,0.2579252891367676,-0.3489576146531337,0.3489576146531337,complete,
decile_J6_K12_no_skip_2019-05,2019-05,2019-06,2020-05,train,decile,6,12,no_skip,12,12,-0.04427900009549812,0.4586251108638515,-0.5029041109593496,0.5029041109593496,complete,
decile_J6_K12_no_skip_2019-06,2019-06,2019-07,2020-06,train,decile,6,12,no_skip,12,12,-0.1418884612899356,0.5190793750660463,-0.6609678363559819,0.6609678363559819,complete,
decile_J6_K12_no_skip_2019-07,2019-07,2019-08,2020-07,train,decile,6,12,no_skip,12,12,0.03861401489700045,0.9969533784509159,-0.9583393635539155,0.9583393635539155,complete,
decile_J6_K12_no_skip_2019-08,2019-08,2019-09,2020-08,train,decile,6,12,no_skip,12,12,0.0836028263667341,0.8582397219977977,-0.7746368956310636,0.7746368956310636,complete,
decile_J6_K12_no_skip_2019-09,2019-09,2019-10,2020-09,train,decile,6,12,no_skip,12,12,-0.060867040786165116,0.6512820531721151,-0.7121490939582802,0.7121490939582802,complete,
decile_J6_K12_no_skip_2019-10,2019-10,2019-11,2020-10,train,decile,6,12,no_skip,12,12,0.04035881338704583,0.5893128214776595,-0.5489540080906137,0.5489540080906137,complete,
decile_J6_K12_no_skip_2019-11,2019-11,2019-12,2020-11,train,decile,6,12,no_skip,12,12,0.11566266400898706,0.6092230385060446,-0.4935603744970576,0.4935603744970576,complete,
decile_J6_K12_no_skip_2019-12,2019-12,2020-01,2020-12,train,decile,6,12,no_skip,12,12,-0.09936324799221441,0.2785469428188001,-0.3779101908110145,0.3779101908110145,complete,
decile_J6_K12_no_skip_2020-01,2020-01,2020-02,2021-01,train,decile,6,12,no_skip,12,12,-0.00446683272392423,0.3236487530378094,-0.3281155857617336,0.3281155857617336,complete,
decile_J6_K12_no_skip_2020-02,2020-02,2020-03,2021-02,train,decile,6,12,no_skip,12,12,0.2756141976670472,0.22595523354904468,0.049658964118002524,-0.049658964118002524,complete,
decile_J6_K12_no_skip_2020-03,2020-03,2020-04,2021-03,train,decile,6,12,no_skip,12,12,0.25186804881000446,0.22534379139411964,0.026524257415884822,-0.026524257415884822,complete,
decile_J6_K12_no_skip_2020-04,2020-04,2020-05,2021-04,train,decile,6,12,no_skip,12,12,0.10921830704860169,0.10834887173621555,0.0008694353123861465,-0.0008694353123861465,complete,
decile_J6_K12_no_skip_2020-05,2020-05,2020-06,2021-05,train,decile,6,12,no_skip,12,12,0.2000873122351945,0.42721679767581144,-0.22712948544061695,0.22712948544061695,complete,
decile_J6_K12_no_skip_2020-06,2020-06,2020-07,2021-06,train,decile,6,12,no_skip,12,12,0.19484385983851227,0.052263991423610934,0.14257986841490133,-0.14257986841490133,complete,
decile_J6_K12_no_skip_2020-07,2020-07,2020-08,2021-07,train,decile,6,12,no_skip,12,12,-0.04275622365044707,0.003073386867670891,-0.04582961051811796,0.04582961051811796,complete,
decile_J6_K12_no_skip_2020-08,2020-08,2020-09,2021-08,train,decile,6,12,no_skip,12,12,-0.06736630788782727,-0.0006477177531709621,-0.06671859013465631,0.06671859013465631,complete,
decile_J6_K12_no_skip_2020-09,2020-09,2020-10,2021-09,train,decile,6,12,no_skip,12,12,-0.0323650821510848,0.6396890110061861,-0.6720540931572709,0.6720540931572709,complete,
decile_J6_K12_no_skip_2020-10,2020-10,2020-11,2021-10,train,decile,6,12,no_skip,12,12,-0.13331768969919722,0.6824657467901911,-0.8157834364893883,0.8157834364893883,complete,
decile_J6_K12_no_skip_2020-11,2020-11,2020-12,2021-11,train,decile,6,12,no_skip,12,12,-0.20595453246397455,0.4982647246257057,-0.7042192570896803,0.7042192570896803,complete,
decile_J6_K12_no_skip_2020-12,2020-12,2021-01,2021-12,train,decile,6,12,no_skip,12,12,-0.12364954524940786,0.34400420365685713,-0.467653748906265,0.467653748906265,complete,
decile_J6_K12_no_skip_2021-01,2021-01,2021-02,2022-01,train,decile,6,12,no_skip,12,12,-0.10561078962993198,0.02273671392883103,-0.128347503558763,0.128347503558763,complete,
decile_J6_K12_no_skip_2021-02,2021-02,2021-03,2022-02,train,decile,6,12,no_skip,12,12,-0.1001143724540483,0.13716579329139034,-0.23728016574543864,0.23728016574543864,complete,
decile_J6_K12_no_skip_2021-03,2021-03,2021-04,2022-03,train,decile,6,12,no_skip,12,12,-0.12000287077565541,0.06590326490014187,-0.18590613567579728,0.18590613567579728,complete,
decile_J6_K12_no_skip_2021-04,2021-04,2021-05,2022-04,train,decile,6,12,no_skip,12,12,-0.2512398425883583,-0.04622198950790901,-0.20501785308044929,0.20501785308044929,complete,
decile_J6_K12_no_skip_2021-05,2021-05,2021-06,2022-05,train,decile,6,12,no_skip,12,12,-0.22767618224446318,-0.17609387453009662,-0.05158230771436656,0.05158230771436656,complete,
decile_J6_K12_no_skip_2021-06,2021-06,2021-07,2022-06,train,decile,6,12,no_skip,12,12,-0.1775112564570639,0.09803098502191876,-0.27554224147898265,0.27554224147898265,complete,
decile_J6_K12_no_skip_2021-07,2021-07,2021-08,2022-07,train,decile,6,12,no_skip,12,12,-0.03555358710096801,-0.08947703089789194,0.05392344379692393,-0.05392344379692393,complete,
decile_J6_K12_no_skip_2021-08,2021-08,2021-09,2022-08,train,decile,6,12,no_skip,12,12,-0.1269439010571144,-0.23421531793490424,0.10727141687778985,-0.10727141687778985,complete,
decile_J6_K12_no_skip_2021-09,2021-09,2021-10,2022-09,train,decile,6,12,no_skip,12,12,-0.2166921989493873,-0.16765934819402206,-0.04903285075536523,0.04903285075536523,complete,
decile_J6_K12_no_skip_2021-10,2021-10,2021-11,2022-10,train,decile,6,12,no_skip,12,12,-0.26690886632892463,-0.3087957147065318,0.041886848377607144,-0.041886848377607144,complete,
decile_J6_K12_no_skip_2021-11,2021-11,2021-12,2022-11,train,decile,6,12,no_skip,12,12,-0.17387206529489008,-0.20344925766323563,0.02957719236834555,-0.02957719236834555,complete,
decile_J6_K12_no_skip_2021-12,2021-12,2022-01,2022-12,validation,decile,6,12,no_skip,12,12,-0.19077551685130345,-0.1799183769143402,-0.010857139936963245,0.010857139936963245,complete,
decile_J6_K12_no_skip_2022-01,2022-01,2022-02,2023-01,validation,decile,6,12,no_skip,12,12,-0.06452406005879163,0.043839742752372235,-0.10836380281116387,0.10836380281116387,complete,
decile_J6_K12_no_skip_2022-02,2022-02,2022-03,2023-02,validation,decile,6,12,no_skip,12,12,-0.030400403164873357,-0.013223032285216152,-0.017177370879657206,0.017177370879657206,complete,
decile_J6_K12_no_skip_2022-03,2022-03,2022-04,2023-03,validation,decile,6,12,no_skip,12,12,0.126873427070763,-0.05455116138020277,0.18142458845096576,-0.18142458845096576,complete,
decile_J6_K12_no_skip_2022-04,2022-04,2022-05,2023-04,validation,decile,6,12,no_skip,12,12,0.14649573675035188,0.053571284049435564,0.09292445270091632,-0.09292445270091632,complete,
decile_J6_K12_no_skip_2022-05,2022-05,2022-06,2023-05,validation,decile,6,12,no_skip,12,12,0.003422352434418574,-0.02260623323419675,0.026028585668615323,-0.026028585668615323,complete,
decile_J6_K12_no_skip_2022-06,2022-06,2022-07,2023-06,validation,decile,6,12,no_skip,12,12,-0.08372489844836095,-0.20582860351639443,0.12210370506803347,-0.12210370506803347,complete,
decile_J6_K12_no_skip_2022-07,2022-07,2022-08,2023-07,validation,decile,6,12,no_skip,12,12,0.09542304236523358,-0.18319668769732933,0.2786197300625629,-0.2786197300625629,complete,
decile_J6_K12_no_skip_2022-08,2022-08,2022-09,2023-08,validation,decile,6,12,no_skip,12,12,-0.10466633487766408,-0.1947556093550925,0.09008927447742843,-0.09008927447742843,complete,
decile_J6_K12_no_skip_2022-09,2022-09,2022-10,2023-09,validation,decile,6,12,no_skip,12,12,0.1025702333230405,-0.18783986422331012,0.2904100975463506,-0.2904100975463506,complete,
decile_J6_K12_no_skip_2022-10,2022-10,2022-11,2023-10,validation,decile,6,12,no_skip,12,12,0.11545955073934788,-0.20508581776559454,0.3205453685049424,-0.3205453685049424,complete,
decile_J6_K12_no_skip_2022-11,2022-11,2022-12,2023-11,validation,decile,6,12,no_skip,12,12,-0.19146944514982644,-0.1542891703738397,-0.03718027477598673,0.03718027477598673,complete,
decile_J6_K12_no_skip_2022-12,2022-12,2023-01,2023-12,validation,decile,6,12,no_skip,12,12,-0.1958131474401179,-0.04335094322853972,-0.1524622042115782,0.1524622042115782,complete,
decile_J6_K12_no_skip_2023-01,2023-01,2023-02,2024-01,validation,decile,6,12,no_skip,12,12,-0.3551050675219325,-0.12640155171025935,-0.22870351581167314,0.22870351581167314,complete,
decile_J6_K12_no_skip_2023-02,2023-02,2023-03,2024-02,validation,decile,6,12,no_skip,12,12,-0.2061557090120527,-0.002419280053809758,-0.20373642895824295,0.20373642895824295,complete,
decile_J6_K12_no_skip_2023-03,2023-03,2023-04,2024-03,validation,decile,6,12,no_skip,12,12,-0.11692683183452346,-0.17845342100508388,0.06152658917056042,-0.06152658917056042,complete,
decile_J6_K12_no_skip_2023-04,2023-04,2023-05,2024-04,validation,decile,6,12,no_skip,12,12,-0.16266868792968858,-0.0763370610377816,-0.08633162689190699,0.08633162689190699,complete,
decile_J6_K12_no_skip_2023-05,2023-05,2023-06,2024-05,validation,decile,6,12,no_skip,12,12,-0.11842191986180883,-0.04691765685625926,-0.07150426300554957,0.07150426300554957,complete,
decile_J6_K12_no_skip_2023-06,2023-06,2023-07,2024-06,validation,decile,6,12,no_skip,12,12,-0.26884993011514513,-0.15277714945498622,-0.11607278066015891,0.11607278066015891,complete,
decile_J6_K12_no_skip_2023-07,2023-07,2023-08,2024-07,validation,decile,6,12,no_skip,12,12,-0.3875350264489388,-0.04863440853399348,-0.3389006179149453,0.3389006179149453,complete,
decile_J6_K12_no_skip_2023-08,2023-08,2023-09,2024-08,validation,decile,6,12,no_skip,12,12,-0.307741305698915,0.09157224576578993,-0.39931355146470493,0.39931355146470493,complete,
decile_J6_K12_no_skip_2023-09,2023-09,2023-10,2024-09,validation,decile,6,12,no_skip,12,12,-0.11805533046218664,0.33198840849982436,-0.450043738962011,0.450043738962011,complete,
decile_J6_K12_no_skip_2023-10,2023-10,2023-11,2024-10,validation,decile,6,12,no_skip,12,12,-0.00589426540456417,0.08556505066097841,-0.09145931606554258,0.09145931606554258,complete,
decile_J6_K12_no_skip_2023-11,2023-11,2023-12,2024-11,validation,decile,6,12,no_skip,12,12,0.17064432811665853,0.09083317781809197,0.07981115029856656,-0.07981115029856656,complete,
decile_J6_K12_no_skip_2023-12,2023-12,2024-01,2024-12,robustness,decile,6,12,no_skip,12,12,0.07160228848241479,0.10586796870085524,-0.03426568021844045,0.03426568021844045,complete,
decile_J6_K12_no_skip_2024-01,2024-01,2024-02,2025-01,robustness,decile,6,12,no_skip,12,12,0.16404808667531157,0.0955189408710102,0.06852914580430136,-0.06852914580430136,complete,
decile_J6_K12_no_skip_2024-02,2024-02,2024-03,2025-02,robustness,decile,6,12,no_skip,12,12,0.01073898314473598,-0.003602257971084155,0.014341241115820136,-0.014341241115820136,complete,
decile_J6_K12_no_skip_2024-03,2024-03,2024-04,2025-03,robustness,decile,6,12,no_skip,12,12,0.10047517905102343,0.026962999038085966,0.07351218001293747,-0.07351218001293747,complete,
decile_J6_K12_no_skip_2024-04,2024-04,2024-05,2025-04,robustness,decile,6,12,no_skip,12,12,0.06358220896453082,-0.06937154475139795,0.13295375371592877,-0.13295375371592877,complete,
decile_J6_K12_no_skip_2024-05,2024-05,2024-06,2025-05,robustness,decile,6,12,no_skip,12,12,0.06002747055152269,-0.05129500534992393,0.11132247590144662,-0.11132247590144662,complete,
decile_J6_K12_no_skip_2024-06,2024-06,2024-07,2025-06,robustness,decile,6,12,no_skip,12,12,0.16053314863241575,-0.009509734220635613,0.17004288285305136,-0.17004288285305136,complete,
decile_J6_K12_no_skip_2024-07,2024-07,2024-08,2025-07,robustness,decile,6,12,no_skip,12,12,0.18448091905225872,0.3145975976507518,-0.13011667859849307,0.13011667859849307,complete,
decile_J6_K12_no_skip_2024-08,2024-08,2024-09,2025-08,robustness,decile,6,12,no_skip,12,12,0.3293129810619686,0.4778243970812037,-0.14851141601923512,0.14851141601923512,complete,
decile_J6_K12_no_skip_2024-09,2024-09,2024-10,2025-09,robustness,decile,6,12,no_skip,12,12,0.04217551188123814,0.33045062093719735,-0.2882751090559592,0.2882751090559592,complete,
decile_J6_K12_no_skip_2024-10,2024-10,2024-11,2025-10,robustness,decile,6,12,no_skip,12,12,0.20125681501072146,0.10012892059999334,0.10112789441072811,-0.10112789441072811,complete,
decile_J6_K12_no_skip_2024-11,2024-11,2024-12,2025-11,robustness,decile,6,12,no_skip,12,12,0.17096354749242715,0.14899563212710154,0.021967915365325608,-0.021967915365325608,complete,
decile_J6_K12_no_skip_2024-12,2024-12,2025-01,2025-12,robustness,decile,6,12,no_skip,12,12,0.39769539716610325,0.1660668796679261,0.23162851749817714,-0.23162851749817714,complete,
decile_J6_K12_no_skip_2025-01,2025-01,2025-02,2026-01,robustness,decile,6,12,no_skip,12,12,0.2645141945504512,0.470095288403628,-0.2055810938531768,0.2055810938531768,complete,
decile_J6_K12_no_skip_2025-02,2025-02,2025-03,2026-02,robustness,decile,6,12,no_skip,12,12,0.4233924638272537,0.2851480570753355,0.13824440675191818,-0.13824440675191818,complete,
decile_J6_K12_no_skip_2025-03,2025-03,2025-04,2026-03,robustness,decile,6,12,no_skip,12,12,0.22548660227862483,0.24326521844031856,-0.01777861616169374,0.01777861616169374,complete,
decile_J6_K12_no_skip_2025-04,2025-04,2025-05,2026-04,robustness,decile,6,12,no_skip,12,12,0.5424646636598449,0.17931718062246915,0.36314748303737576,-0.36314748303737576,complete,
decile_J6_K18_no_skip_2018-06,2018-06,2018-07,2019-12,train,decile,6,18,no_skip,18,18,0.30904906938101284,0.10013561448449537,0.20891345489651747,-0.20891345489651747,complete,
decile_J6_K18_no_skip_2018-07,2018-07,2018-08,2020-01,train,decile,6,18,no_skip,18,18,0.24130726083349874,0.06704160078239307,0.17426566005110566,-0.17426566005110566,complete,
decile_J6_K18_no_skip_2018-08,2018-08,2018-09,2020-02,train,decile,6,18,no_skip,18,18,0.2642819376816956,0.0436132494651873,0.2206686882165083,-0.2206686882165083,complete,
decile_J6_K18_no_skip_2018-09,2018-09,2018-10,2020-03,train,decile,6,18,no_skip,18,18,0.12546547628718074,-0.0234953103932104,0.14896078668039114,-0.14896078668039114,complete,
decile_J6_K18_no_skip_2019-01,2019-01,2019-02,2020-07,train,decile,6,18,no_skip,18,18,1.0657032768410097,0.8432588644452212,0.2224444123957885,-0.2224444123957885,complete,
decile_J6_K18_no_skip_2019-02,2019-02,2019-03,2020-08,train,decile,6,18,no_skip,18,18,0.331194184191254,0.7961003415791184,-0.46490615738786434,0.46490615738786434,complete,
decile_J6_K18_no_skip_2019-03,2019-03,2019-04,2020-09,train,decile,6,18,no_skip,18,18,-0.018974249533069476,0.694217011746113,-0.7131912612791825,0.7131912612791825,complete,
decile_J6_K18_no_skip_2019-04,2019-04,2019-05,2020-10,train,decile,6,18,no_skip,18,18,0.0075774016428942215,0.7171506901612619,-0.7095732885183677,0.7095732885183677,complete,
decile_J6_K18_no_skip_2019-05,2019-05,2019-06,2020-11,train,decile,6,18,no_skip,18,18,0.30907237932713194,1.06691091195318,-0.7578385326260482,0.7578385326260482,complete,
decile_J6_K18_no_skip_2019-06,2019-06,2019-07,2020-12,train,decile,6,18,no_skip,18,18,0.11287044995769624,1.003581949179753,-0.8907114992220568,0.8907114992220568,complete,
decile_J6_K18_no_skip_2019-07,2019-07,2019-08,2021-01,train,decile,6,18,no_skip,18,18,0.10658837199106741,1.2024862344540734,-1.095897862463006,1.095897862463006,complete,
decile_J6_K18_no_skip_2019-08,2019-08,2019-09,2021-02,train,decile,6,18,no_skip,18,18,0.16009013549153428,1.0746684811245522,-0.9145783456330179,0.9145783456330179,complete,
decile_J6_K18_no_skip_2019-09,2019-09,2019-10,2021-03,train,decile,6,18,no_skip,18,18,0.09474481295013892,0.6068094619203228,-0.5120646489701839,0.5120646489701839,complete,
decile_J6_K18_no_skip_2019-10,2019-10,2019-11,2021-04,train,decile,6,18,no_skip,18,18,0.2757136129651654,0.7104073643580673,-0.4346937513929019,0.4346937513929019,complete,
decile_J6_K18_no_skip_2019-11,2019-11,2019-12,2021-05,train,decile,6,18,no_skip,18,18,0.20675107452793662,0.5982625030435174,-0.39151142851558074,0.39151142851558074,complete,
