split,pool_id,entry_execution_date,daily_candidate_count,unique_instrument_count,volume_money_count,range_breakout_count,pullback_drawdown_count
robustness,r02_precision_range_breakout,2024-06-27,6,6,0,6,0
robustness,r02_precision_range_breakout,2024-11-07,8,8,0,8,0
robustness,r02_precision_range_breakout,2025-04-17,4,4,0,4,0
validation,r02_precision_range_breakout,2022-07-29,8,8,0,8,0
robustness,r02_precision_range_breakout,2025-02-19,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-03-27,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-07-16,2,2,0,2,0
train,r02_precision_range_breakout,2019-03-28,2,2,0,2,0
train,r02_precision_range_breakout,2019-06-28,5,5,0,5,0
train,r02_precision_range_breakout,2019-09-12,2,2,0,2,0
train,r02_precision_range_breakout,2020-08-04,1,1,0,1,0
train,r02_precision_range_breakout,2021-02-09,7,7,0,7,0
train,r02_precision_range_breakout,2021-09-22,2,2,0,2,0
train,r02_precision_range_breakout,2017-10-17,5,5,0,5,0
train,r02_precision_range_breakout,2017-11-29,2,2,0,2,0
train,r02_precision_range_breakout,2018-04-20,3,3,0,3,0
train,r02_precision_range_breakout,2019-05-22,6,6,0,6,0
train,r02_precision_range_breakout,2019-12-10,2,2,0,2,0
train,r02_precision_range_breakout,2020-07-06,5,5,0,5,0
train,r02_precision_range_breakout,2021-04-09,4,4,0,4,0
train,r02_precision_range_breakout,2021-07-07,4,4,0,4,0
train,r02_precision_range_breakout,2021-08-30,2,2,0,2,0
validation,r02_precision_range_breakout,2022-01-13,4,4,0,4,0
validation,r02_precision_range_breakout,2023-03-28,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-07-08,4,4,0,4,0
validation,r02_precision_range_breakout,2023-06-20,4,4,0,4,0
validation,r02_precision_range_breakout,2023-08-30,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-07-17,8,8,0,8,0
robustness,r02_precision_range_breakout,2025-11-18,1,1,0,1,0
train,r02_precision_range_breakout,2019-01-18,2,2,0,2,0
train,r02_precision_range_breakout,2019-03-19,2,2,0,2,0
train,r02_precision_range_breakout,2019-08-30,6,6,0,6,0
train,r02_precision_range_breakout,2020-03-05,3,3,0,3,0
train,r02_precision_range_breakout,2020-04-13,6,6,0,6,0
validation,r02_precision_range_breakout,2023-11-23,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-10-08,6,6,0,6,0
train,r02_precision_range_breakout,2018-05-09,12,12,0,12,0
train,r02_precision_range_breakout,2018-06-22,1,1,0,1,0
train,r02_precision_range_breakout,2021-08-18,3,3,0,3,0
train,r02_precision_range_breakout,2018-05-17,1,1,0,1,0
train,r02_precision_range_breakout,2021-08-06,3,3,0,3,0
train,r02_precision_range_breakout,2018-01-31,1,1,0,1,0
train,r02_precision_range_breakout,2018-08-29,6,6,0,6,0
train,r02_precision_range_breakout,2019-12-20,1,1,0,1,0
train,r02_precision_range_breakout,2020-06-15,2,2,0,2,0
train,r02_precision_range_breakout,2020-10-13,32,32,0,32,0
validation,r02_precision_range_breakout,2022-01-20,2,2,0,2,0
validation,r02_precision_range_breakout,2022-08-24,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-05-31,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-08-23,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-02-17,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-04-09,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-05-23,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-08-26,14,14,0,14,0
validation,r02_precision_range_breakout,2023-05-04,1,1,0,1,0
validation,r02_precision_range_breakout,2023-06-06,1,1,0,1,0
validation,r02_precision_range_breakout,2023-09-12,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-12-22,6,6,0,6,0
validation,r02_precision_range_breakout,2022-01-19,6,6,0,6,0
validation,r02_precision_range_breakout,2022-03-24,6,6,0,6,0
validation,r02_precision_range_breakout,2022-06-09,7,7,0,7,0
robustness,r02_precision_range_breakout,2024-04-01,6,6,0,6,0
robustness,r02_precision_range_breakout,2025-10-09,4,4,0,4,0
train,r02_precision_range_breakout,2018-03-21,1,1,0,1,0
train,r02_precision_range_breakout,2018-07-03,1,1,0,1,0
train,r02_precision_range_breakout,2018-09-27,3,3,0,3,0
train,r02_precision_range_breakout,2019-08-27,2,2,0,2,0
train,r02_precision_range_breakout,2020-03-06,4,4,0,4,0
train,r02_precision_range_breakout,2021-09-28,7,7,0,7,0
validation,r02_precision_range_breakout,2023-09-25,13,13,0,13,0
robustness,r02_precision_range_breakout,2024-04-24,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-07-16,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-09-02,12,12,0,12,0
train,r02_precision_range_breakout,2017-11-17,1,1,0,1,0
train,r02_precision_range_breakout,2018-05-08,9,9,0,9,0
train,r02_precision_range_breakout,2019-04-02,6,6,0,6,0
train,r02_precision_range_breakout,2019-07-24,3,3,0,3,0
train,r02_precision_range_breakout,2019-10-29,5,5,0,5,0
train,r02_precision_range_breakout,2019-12-02,1,1,0,1,0
train,r02_precision_range_breakout,2020-12-16,5,5,0,5,0
train,r02_precision_range_breakout,2021-06-25,8,8,0,8,0
validation,r02_precision_range_breakout,2022-02-23,2,2,0,2,0
validation,r02_precision_range_breakout,2023-09-28,5,5,0,5,0
validation,r02_precision_range_breakout,2023-12-26,9,9,0,9,0
robustness,r02_precision_range_breakout,2024-05-14,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-01-20,9,9,0,9,0
train,r02_precision_range_breakout,2021-05-25,1,1,0,1,0
train,r02_precision_range_breakout,2021-10-18,3,3,0,3,0
validation,r02_precision_range_breakout,2022-01-25,5,5,0,5,0
validation,r02_precision_range_breakout,2023-01-20,3,3,0,3,0
validation,r02_precision_range_breakout,2023-03-21,4,4,0,4,0
robustness,r02_precision_range_breakout,2024-11-12,4,4,0,4,0
validation,r02_precision_range_breakout,2023-06-29,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-09-13,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-03-11,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-06-18,1,1,0,1,0
train,r02_precision_range_breakout,2017-11-06,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-08-29,1,1,0,1,0
train,r02_precision_range_breakout,2020-07-28,1,1,0,1,0
validation,r02_precision_range_breakout,2023-08-25,3,3,0,3,0
validation,r02_precision_range_breakout,2023-10-27,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-06-20,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-03-13,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-05-27,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-11-20,2,2,0,2,0
train,r02_precision_range_breakout,2018-01-17,2,2,0,2,0
train,r02_precision_range_breakout,2017-12-26,2,2,0,2,0
train,r02_precision_range_breakout,2018-02-23,9,9,0,9,0
train,r02_precision_range_breakout,2019-03-01,1,1,0,1,0
train,r02_precision_range_breakout,2018-02-26,2,2,0,2,0
train,r02_precision_range_breakout,2019-06-17,2,2,0,2,0
validation,r02_precision_range_breakout,2023-03-27,6,6,0,6,0
robustness,r02_precision_range_breakout,2025-04-18,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-07-07,3,3,0,3,0
train,r02_precision_range_breakout,2020-07-09,4,4,0,4,0
train,r02_precision_range_breakout,2020-10-21,5,5,0,5,0
train,r02_precision_range_breakout,2020-12-07,2,2,0,2,0
validation,r02_precision_range_breakout,2022-01-27,3,3,0,3,0
validation,r02_precision_range_breakout,2022-10-19,3,3,0,3,0
validation,r02_precision_range_breakout,2022-12-28,6,6,0,6,0
validation,r02_precision_range_breakout,2023-05-16,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-08-18,4,4,0,4,0
train,r02_precision_range_breakout,2018-05-07,3,3,0,3,0
train,r02_precision_range_breakout,2020-07-10,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-10-14,5,5,0,5,0
train,r02_precision_range_breakout,2017-11-16,1,1,0,1,0
train,r02_precision_range_breakout,2018-05-31,1,1,0,1,0
train,r02_precision_range_breakout,2018-10-10,1,1,0,1,0
train,r02_precision_range_breakout,2019-03-26,1,1,0,1,0
train,r02_precision_range_breakout,2019-05-09,1,1,0,1,0
train,r02_precision_range_breakout,2019-11-25,1,1,0,1,0
train,r02_precision_range_breakout,2020-03-27,3,3,0,3,0
train,r02_precision_range_breakout,2020-06-29,1,1,0,1,0
train,r02_precision_range_breakout,2021-01-06,9,9,0,9,0
train,r02_precision_range_breakout,2021-02-23,6,6,0,6,0
validation,r02_precision_range_breakout,2022-01-06,2,2,0,2,0
validation,r02_precision_range_breakout,2022-07-26,1,1,0,1,0
validation,r02_precision_range_breakout,2022-09-09,1,1,0,1,0
validation,r02_precision_range_breakout,2023-05-29,3,3,0,3,0
validation,r02_precision_range_breakout,2023-11-30,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-02-06,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-08-21,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-11-14,5,5,0,5,0
robustness,r02_precision_range_breakout,2025-09-02,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-12-01,6,6,0,6,0
train,r02_precision_range_breakout,2019-02-27,2,2,0,2,0
train,r02_precision_range_breakout,2019-05-16,5,5,0,5,0
train,r02_precision_range_breakout,2019-12-11,2,2,0,2,0
train,r02_precision_range_breakout,2020-04-03,8,8,0,8,0
train,r02_precision_range_breakout,2021-06-30,2,2,0,2,0
train,r02_precision_range_breakout,2021-08-20,2,2,0,2,0
validation,r02_precision_range_breakout,2022-01-21,3,3,0,3,0
validation,r02_precision_range_breakout,2023-06-02,4,4,0,4,0
robustness,r02_precision_range_breakout,2024-10-21,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-02-06,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-08-19,4,4,0,4,0
train,r02_precision_range_breakout,2020-02-25,3,3,0,3,0
train,r02_precision_range_breakout,2020-05-20,2,2,0,2,0
train,r02_precision_range_breakout,2021-06-02,1,1,0,1,0
train,r02_precision_range_breakout,2021-09-13,6,6,0,6,0
robustness,r02_precision_range_breakout,2024-03-06,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-12-23,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-05-06,7,7,0,7,0
train,r02_precision_range_breakout,2017-10-20,3,3,0,3,0
train,r02_precision_range_breakout,2018-11-09,2,2,0,2,0
train,r02_precision_range_breakout,2019-01-11,3,3,0,3,0
train,r02_precision_range_breakout,2020-02-13,1,1,0,1,0
train,r02_precision_range_breakout,2020-07-02,7,7,0,7,0
train,r02_precision_range_breakout,2020-11-05,5,5,0,5,0
validation,r02_precision_range_breakout,2022-09-14,2,2,0,2,0
validation,r02_precision_range_breakout,2023-04-12,5,5,0,5,0
validation,r02_precision_range_breakout,2023-07-21,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-01-16,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-03-06,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-12-25,5,5,0,5,0
train,r02_precision_range_breakout,2018-03-02,3,3,0,3,0
train,r02_precision_range_breakout,2018-07-18,1,1,0,1,0
train,r02_precision_range_breakout,2019-02-12,5,5,0,5,0
train,r02_precision_range_breakout,2021-03-26,3,3,0,3,0
train,r02_precision_range_breakout,2021-09-27,6,6,0,6,0
train,r02_precision_range_breakout,2021-11-10,3,3,0,3,0
validation,r02_precision_range_breakout,2023-08-02,3,3,0,3,0
validation,r02_precision_range_breakout,2023-10-12,5,5,0,5,0
robustness,r02_precision_range_breakout,2025-02-12,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-07-30,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-09-26,1,1,0,1,0
train,r02_precision_range_breakout,2018-03-13,9,9,0,9,0
train,r02_precision_range_breakout,2019-01-30,2,2,0,2,0
train,r02_precision_range_breakout,2019-08-14,1,1,0,1,0
train,r02_precision_range_breakout,2020-03-26,1,1,0,1,0
train,r02_precision_range_breakout,2020-08-24,4,4,0,4,0
validation,r02_precision_range_breakout,2022-04-14,3,3,0,3,0
validation,r02_precision_range_breakout,2023-06-13,11,11,0,11,0
robustness,r02_precision_range_breakout,2025-05-29,3,3,0,3,0
train,r02_precision_range_breakout,2017-11-01,1,1,0,1,0
train,r02_precision_range_breakout,2017-12-28,1,1,0,1,0
train,r02_precision_range_breakout,2018-03-07,6,6,0,6,0
train,r02_precision_range_breakout,2018-06-19,5,5,0,5,0
train,r02_precision_range_breakout,2021-01-15,2,2,0,2,0
validation,r02_precision_range_breakout,2022-03-23,13,13,0,13,0
validation,r02_precision_range_breakout,2022-06-30,2,2,0,2,0
train,r02_precision_range_breakout,2021-05-21,4,4,0,4,0
train,r02_precision_range_breakout,2018-08-23,1,1,0,1,0
train,r02_precision_range_breakout,2018-12-19,1,1,0,1,0
train,r02_precision_range_breakout,2020-10-29,3,3,0,3,0
train,r02_precision_range_breakout,2021-08-04,3,3,0,3,0
train,r02_precision_range_breakout,2021-10-12,4,4,0,4,0
validation,r02_precision_range_breakout,2022-04-19,4,4,0,4,0
validation,r02_precision_range_breakout,2022-08-19,2,2,0,2,0
validation,r02_precision_range_breakout,2023-04-03,3,3,0,3,0
validation,r02_precision_range_breakout,2023-05-12,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-08-14,3,3,0,3,0
train,r02_precision_range_breakout,2017-10-19,5,5,0,5,0
train,r02_precision_range_breakout,2018-11-19,3,3,0,3,0
train,r02_precision_range_breakout,2019-07-26,1,1,0,1,0
train,r02_precision_range_breakout,2021-06-03,2,2,0,2,0
train,r02_precision_range_breakout,2021-03-11,1,1,0,1,0
train,r02_precision_range_breakout,2021-05-12,4,4,0,4,0
train,r02_precision_range_breakout,2021-08-25,3,3,0,3,0
train,r02_precision_range_breakout,2021-12-02,4,4,0,4,0
validation,r02_precision_range_breakout,2023-12-05,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-09-11,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-07-02,1,1,0,1,0
train,r02_precision_range_breakout,2018-12-14,3,3,0,3,0
train,r02_precision_range_breakout,2019-05-23,4,4,0,4,0
train,r02_precision_range_breakout,2020-03-10,1,1,0,1,0
train,r02_precision_range_breakout,2018-09-17,3,3,0,3,0
train,r02_precision_range_breakout,2020-11-04,4,4,0,4,0
train,r02_precision_range_breakout,2021-07-02,5,5,0,5,0
train,r02_precision_range_breakout,2021-10-25,4,4,0,4,0
validation,r02_precision_range_breakout,2022-06-21,2,2,0,2,0
validation,r02_precision_range_breakout,2023-11-22,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-09-04,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-11-15,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-10-24,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-09-19,1,1,0,1,0
train,r02_precision_range_breakout,2021-09-24,2,2,0,2,0
train,r02_precision_range_breakout,2021-11-17,9,9,0,9,0
validation,r02_precision_range_breakout,2022-02-16,6,6,0,6,0
validation,r02_precision_range_breakout,2023-03-24,7,7,0,7,0
train,r02_precision_range_breakout,2018-02-13,1,1,0,1,0
train,r02_precision_range_breakout,2019-02-19,2,2,0,2,0
train,r02_precision_range_breakout,2019-04-25,2,2,0,2,0
train,r02_precision_range_breakout,2019-09-10,3,3,0,3,0
train,r02_precision_range_breakout,2021-04-02,8,8,0,8,0
train,r02_precision_range_breakout,2021-10-11,7,7,0,7,0
validation,r02_precision_range_breakout,2022-02-24,16,16,0,16,0
validation,r02_precision_range_breakout,2023-05-17,6,6,0,6,0
train,r02_precision_range_breakout,2021-06-22,3,3,0,3,0
train,r02_precision_range_breakout,2017-10-18,1,1,0,1,0
train,r02_precision_range_breakout,2018-01-12,2,2,0,2,0
train,r02_precision_range_breakout,2018-03-19,2,2,0,2,0
validation,r02_precision_range_breakout,2022-06-06,4,4,0,4,0
train,r02_precision_range_breakout,2018-11-14,2,2,0,2,0
train,r02_precision_range_breakout,2020-12-29,1,1,0,1,0
train,r02_precision_range_breakout,2021-06-08,1,1,0,1,0
validation,r02_precision_range_breakout,2022-05-06,5,5,0,5,0
validation,r02_precision_range_breakout,2022-11-01,2,2,0,2,0
validation,r02_precision_range_breakout,2023-11-29,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-01-12,1,1,0,1,0
train,r02_precision_range_breakout,2019-09-23,2,2,0,2,0
validation,r02_precision_range_breakout,2022-02-18,6,6,0,6,0
validation,r02_precision_range_breakout,2022-08-05,5,5,0,5,0
validation,r02_precision_range_breakout,2022-11-02,6,6,0,6,0
robustness,r02_precision_range_breakout,2024-03-04,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-10-30,1,1,0,1,0
train,r02_precision_range_breakout,2021-09-06,2,2,0,2,0
validation,r02_precision_range_breakout,2022-08-29,3,3,0,3,0
validation,r02_precision_range_breakout,2023-01-31,1,1,0,1,0
validation,r02_precision_range_breakout,2023-07-27,2,2,0,2,0
train,r02_precision_range_breakout,2019-09-04,3,3,0,3,0
train,r02_precision_range_breakout,2020-11-20,4,4,0,4,0
validation,r02_precision_range_breakout,2022-05-10,3,3,0,3,0
validation,r02_precision_range_breakout,2023-04-14,3,3,0,3,0
validation,r02_precision_range_breakout,2023-08-15,1,1,0,1,0
validation,r02_precision_range_breakout,2023-10-26,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-02-19,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-04-11,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-12-26,6,6,0,6,0
train,r02_precision_range_breakout,2020-06-24,2,2,0,2,0
train,r02_precision_range_breakout,2021-11-19,2,2,0,2,0
train,r02_precision_range_breakout,2021-12-31,5,5,0,5,0
validation,r02_precision_range_breakout,2022-03-01,1,1,0,1,0
validation,r02_precision_range_breakout,2022-10-25,4,4,0,4,0
train,r02_precision_range_breakout,2021-04-22,3,3,0,3,0
train,r02_precision_range_breakout,2019-01-02,2,2,0,2,0
train,r02_precision_range_breakout,2021-09-03,4,4,0,4,0
validation,r02_precision_range_breakout,2022-04-28,2,2,0,2,0
validation,r02_precision_range_breakout,2023-03-02,7,7,0,7,0
robustness,r02_precision_range_breakout,2024-08-15,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-02-18,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-08-20,3,3,0,3,0
train,r02_precision_range_breakout,2019-12-27,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-11-10,2,2,0,2,0
train,r02_precision_range_breakout,2021-07-16,2,2,0,2,0
validation,r02_precision_range_breakout,2022-11-09,3,3,0,3,0
validation,r02_precision_range_breakout,2023-06-28,2,2,0,2,0
validation,r02_precision_range_breakout,2023-12-25,4,4,0,4,0
robustness,r02_precision_range_breakout,2024-05-28,6,6,0,6,0
robustness,r02_precision_range_breakout,2024-08-13,1,1,0,1,0
train,r02_precision_range_breakout,2017-12-19,1,1,0,1,0
train,r02_precision_range_breakout,2019-08-15,5,5,0,5,0
train,r02_precision_range_breakout,2021-07-09,2,2,0,2,0
validation,r02_precision_range_breakout,2022-04-15,10,10,0,10,0
robustness,r02_precision_range_breakout,2024-01-30,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-06-23,1,1,0,1,0
train,r02_precision_range_breakout,2017-12-06,3,3,0,3,0
train,r02_precision_range_breakout,2019-12-06,7,7,0,7,0
train,r02_precision_range_breakout,2021-03-24,8,8,0,8,0
validation,r02_precision_range_breakout,2023-06-07,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-01-25,6,6,0,6,0
robustness,r02_precision_range_breakout,2024-10-25,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-12-25,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-02-11,4,4,0,4,0
train,r02_precision_range_breakout,2020-02-07,2,2,0,2,0
train,r02_precision_range_breakout,2020-09-29,3,3,0,3,0
train,r02_precision_range_breakout,2021-08-23,5,5,0,5,0
validation,r02_precision_range_breakout,2022-01-05,3,3,0,3,0
validation,r02_precision_range_breakout,2022-10-21,3,3,0,3,0
validation,r02_precision_range_breakout,2023-05-26,2,2,0,2,0
validation,r02_precision_range_breakout,2023-11-09,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-04-11,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-09-05,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-07-09,3,3,0,3,0
train,r02_precision_range_breakout,2019-09-20,1,1,0,1,0
train,r02_precision_range_breakout,2020-07-08,4,4,0,4,0
train,r02_precision_range_breakout,2020-07-13,2,2,0,2,0
validation,r02_precision_range_breakout,2023-03-03,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-03-01,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-08-01,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-12-30,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-12-16,3,3,0,3,0
train,r02_precision_range_breakout,2021-07-13,2,2,0,2,0
train,r02_precision_range_breakout,2021-10-14,7,7,0,7,0
train,r02_precision_range_breakout,2018-07-17,4,4,0,4,0
train,r02_precision_range_breakout,2018-11-05,8,8,0,8,0
train,r02_precision_range_breakout,2019-03-20,1,1,0,1,0
train,r02_precision_range_breakout,2019-11-07,1,1,0,1,0
train,r02_precision_range_breakout,2020-03-25,1,1,0,1,0
train,r02_precision_range_breakout,2020-05-29,1,1,0,1,0
train,r02_precision_range_breakout,2021-03-05,2,2,0,2,0
validation,r02_precision_range_breakout,2023-03-01,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-11-19,7,7,0,7,0
robustness,r02_precision_range_breakout,2025-07-08,2,2,0,2,0
train,r02_precision_range_breakout,2019-08-29,1,1,0,1,0
train,r02_precision_range_breakout,2020-03-30,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-02-20,2,2,0,2,0
train,r02_precision_range_breakout,2018-01-26,1,1,0,1,0
train,r02_precision_range_breakout,2018-11-02,2,2,0,2,0
train,r02_precision_range_breakout,2020-01-03,4,4,0,4,0
train,r02_precision_range_breakout,2020-02-19,2,2,0,2,0
train,r02_precision_range_breakout,2021-03-03,1,1,0,1,0
train,r02_precision_range_breakout,2021-10-19,7,7,0,7,0
validation,r02_precision_range_breakout,2022-02-25,5,5,0,5,0
validation,r02_precision_range_breakout,2022-05-09,1,1,0,1,0
validation,r02_precision_range_breakout,2022-09-15,2,2,0,2,0
validation,r02_precision_range_breakout,2023-04-28,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-02-22,6,6,0,6,0
robustness,r02_precision_range_breakout,2025-09-22,3,3,0,3,0
train,r02_precision_range_breakout,2019-05-06,2,2,0,2,0
train,r02_precision_range_breakout,2021-06-01,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-04-09,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-05-29,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-07-04,3,3,0,3,0
train,r02_precision_range_breakout,2020-12-01,3,3,0,3,0
validation,r02_precision_range_breakout,2022-03-17,2,2,0,2,0
train,r02_precision_range_breakout,2017-12-08,2,2,0,2,0
train,r02_precision_range_breakout,2020-04-30,5,5,0,5,0
validation,r02_precision_range_breakout,2023-11-27,3,3,0,3,0
train,r02_precision_range_breakout,2020-10-16,1,1,0,1,0
validation,r02_precision_range_breakout,2022-01-11,1,1,0,1,0
validation,r02_precision_range_breakout,2022-04-01,4,4,0,4,0
validation,r02_precision_range_breakout,2022-06-08,8,8,0,8,0
validation,r02_precision_range_breakout,2022-08-26,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-04-28,5,5,0,5,0
validation,r02_precision_range_breakout,2023-12-01,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-11-14,3,3,0,3,0
robustness,r02_precision_range_breakout,2025-07-10,4,4,0,4,0
train,r02_precision_range_breakout,2018-08-24,3,3,0,3,0
train,r02_precision_range_breakout,2020-11-09,5,5,0,5,0
validation,r02_precision_range_breakout,2022-08-09,4,4,0,4,0
validation,r02_precision_range_breakout,2023-11-01,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-05-30,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-04-15,1,1,0,1,0
train,r02_precision_range_breakout,2019-11-20,1,1,0,1,0
robustness,r02_precision_range_breakout,2024-02-20,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-06-21,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-08-12,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-07-22,3,3,0,3,0
train,r02_precision_range_breakout,2017-11-22,3,3,0,3,0
train,r02_precision_range_breakout,2020-04-01,3,3,0,3,0
robustness,r02_precision_range_breakout,2024-04-19,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-06-18,3,3,0,3,0
train,r02_precision_range_breakout,2017-12-27,3,3,0,3,0
train,r02_precision_range_breakout,2018-04-25,4,4,0,4,0
train,r02_precision_range_breakout,2018-12-06,1,1,0,1,0
train,r02_precision_range_breakout,2019-07-25,5,5,0,5,0
train,r02_precision_range_breakout,2020-08-13,4,4,0,4,0
train,r02_precision_range_breakout,2021-07-01,4,4,0,4,0
validation,r02_precision_range_breakout,2022-07-05,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-03-28,2,2,0,2,0
train,r02_precision_range_breakout,2017-11-15,2,2,0,2,0
train,r02_precision_range_breakout,2019-05-27,1,1,0,1,0
train,r02_precision_range_breakout,2020-08-05,4,4,0,4,0
train,r02_precision_range_breakout,2021-04-30,4,4,0,4,0
robustness,r02_precision_range_breakout,2024-08-05,1,1,0,1,0
train,r02_precision_range_breakout,2018-01-24,2,2,0,2,0
train,r02_precision_range_breakout,2018-11-29,1,1,0,1,0
train,r02_precision_range_breakout,2019-07-17,1,1,0,1,0
train,r02_precision_range_breakout,2020-04-02,3,3,0,3,0
train,r02_precision_range_breakout,2020-11-30,3,3,0,3,0
validation,r02_precision_range_breakout,2023-09-06,2,2,0,2,0
robustness,r02_precision_range_breakout,2024-05-23,3,3,0,3,0
train,r02_precision_range_breakout,2018-09-14,1,1,0,1,0
train,r02_precision_range_breakout,2019-12-18,2,2,0,2,0
train,r02_precision_range_breakout,2020-09-09,3,3,0,3,0
train,r02_precision_range_breakout,2020-12-30,3,3,0,3,0
train,r02_precision_range_breakout,2021-08-26,5,5,0,5,0
train,r02_precision_range_breakout,2020-12-31,7,7,0,7,0
train,r02_precision_range_breakout,2021-09-02,2,2,0,2,0
validation,r02_precision_range_breakout,2022-06-28,2,2,0,2,0
validation,r02_precision_range_breakout,2023-02-10,1,1,0,1,0
validation,r02_precision_range_breakout,2023-03-30,7,7,0,7,0
robustness,r02_precision_range_breakout,2024-01-10,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-02-25,2,2,0,2,0
robustness,r02_precision_range_breakout,2025-07-24,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-12-19,7,7,0,7,0
robustness,r02_precision_range_breakout,2025-09-09,3,3,0,3,0
validation,r02_precision_range_breakout,2023-10-23,1,1,0,1,0
train,r02_precision_range_breakout,2021-04-07,6,6,0,6,0
train,r02_precision_range_breakout,2021-06-28,6,6,0,6,0
train,r02_precision_range_breakout,2021-10-26,6,6,0,6,0
validation,r02_precision_range_breakout,2022-02-22,6,6,0,6,0
robustness,r02_precision_range_breakout,2024-09-09,1,1,0,1,0
robustness,r02_precision_range_breakout,2025-04-07,4,4,0,4,0
robustness,r02_precision_range_breakout,2025-05-09,5,5,0,5,0
robustness,r02_precision_range_breakout,2024-11-28,2,2,0,2,0
train,r02_precision_range_breakout,2017-12-22,6,6,0,6,0
