policy_id,policy_family_id,hold_rule_id,exit_rule_family_id,sizing_rule_id,parameter_set_id,parameter_values_json,split,event_count,replay_complete_count,censored_count,censored_share,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,unweighted_net_return_mean,unweighted_net_return_p10,weighted_net_return_mean,weighted_net_return_p10,loss_le_minus5_rate,loss_le_minus10_rate,max_drawdown_p50,max_drawdown_p90,max_gain50_count,max_gain50_rate,max_gain50_retention_vs_volume_money_hold120,max_gain50_retention_wilson_lower,max_gain50_retention_wilson_upper,policy_retained_max_gain50_count,avg_holding_days,position_weight_mean,position_weight_p10,turnover_proxy,cost_bps_mean,net_return_metric_basis,volume_money_hold120_net_return_mean,volume_money_hold120_net_return_p10,volume_money_hold120_loss_le_minus5_rate,volume_money_hold120_max_gain50_rate,net_return_mean_delta_vs_volume_money_hold120,p10_delta_vs_volume_money_hold120,loss_le_minus5_delta_vs_volume_money_hold120,max_gain50_rate_delta_vs_volume_money_hold120,baseline_A_r04c_hold120_net_return_mean,baseline_A_r04c_hold120_net_return_p10,baseline_A_r04c_hold120_loss_le_minus5_rate,net_return_mean_delta_vs_baseline_A,denominator_status,winner_retention_status,matched_baseline_replay_complete_count,matched_comparator_effective_sample_size,matched_baseline_net_return_mean,matched_baseline_net_return_p10,matched_baseline_loss_le_minus5_rate,matched_comparator_status,volume_money_replay_complete_count,volume_money_net_return_mean,volume_money_net_return_p10,volume_money_loss_le_minus5_rate,net_return_mean_delta_vs_matched_baseline_A,p10_delta_vs_matched_baseline_A,loss_le_minus5_delta_vs_matched_baseline_A
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,fixed_stop__volatility_scaled,hold_60d,fixed_stop,volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3434,235,0.06405014990460615,0.005915193963401124,-0.04524834836519939,-0.07287937765178655,-0.058784850385188,0.006440930329836715,0.1707618256403913,0.006432999379388401,-0.08988849531311473,0.005915193963401124,-0.07287937765178655,0.4304018637157833,0.032906231799650555,-0.054551124572753906,-0.008587366342544553,482,0.13137094576178796,0.35684647302904565,0.3153643822580756,0.4005923408775459,172,30.264705882352942,0.8395514080257215,0.5487390165416005,8.326530612244898,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.036267024083506225,0.18137330611261637,0.009384686214941262,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.07050290638227368,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.013278942863260213,-0.07383497106198914,0.3733834183745392,sufficient,3434,0.005915193963401124,-0.07287937765178655,0.4304018637157833,-0.00736374889985909,0.0009555934102025848,0.05701844534124412
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,fixed_stop__volatility_scaled,hold_60d,fixed_stop,volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3389,280,0.07631507222676479,0.007528896893296073,-0.05148841439953185,-0.10087687527002494,-0.08352665316975738,0.0516896777466984,0.2044118968794035,0.007872909945096781,-0.1167733941377744,0.007528896893296073,-0.10087687527002494,0.5119504278548245,0.10357037474181174,-0.08172041177749634,-0.0083670377731323,482,0.13137094576178796,0.4087136929460581,0.3657166494862915,0.45315430439729315,197,38.846267335497195,0.839824260979702,0.548772674177421,6.487109760729206,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03465332115361128,0.15337580849437799,0.09093325035398242,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.06888920345237873,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.01650398199135287,-0.09849706162652888,0.5209745227430856,sufficient,3389,0.007528896893296073,-0.10087687527002494,0.5119504278548245,-0.008975085098056796,-0.0023798136434960565,-0.00902409488826117
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,fixed_stop__volatility_scaled,hold_60d,fixed_stop,volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3369,300,0.08176614881439084,0.008289547792411629,-0.05155056636528334,-0.11467294027954618,-0.09637054647096567,0.06211531955192249,0.21693322936793785,0.008753352781249439,-0.13470554161582848,0.008289547792411629,-0.11467294027954618,0.5069753636093797,0.22707034728406056,-0.09574466943740845,-0.00821473598480224,482,0.13137094576178796,0.42946058091286304,0.38599932532368314,0.47403732085908684,207,43.33095874146631,0.8400535164254886,0.548772674177421,5.815703305887027,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.033892670254495716,0.13957974348485674,0.08595818610853762,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.06812855255326317,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.019010212847456597,-0.11399430969862379,0.5210924729443075,sufficient,3369,0.008289547792411629,-0.11467294027954618,0.5069753636093797,-0.010720665055044968,-0.000678630580922393,-0.014117109334927824
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,fixed_stop__volatility_scaled,hold_120d,fixed_stop,volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3322,347,0.09457617879531208,0.0029334123065671127,-0.04982304833331333,-0.07690026499067884,-0.06104677816936022,-0.02890350001301564,0.18250089077221918,0.0033903700894002747,-0.09299810679254941,0.0029334123065671127,-0.07690026499067884,0.4963877182420229,0.04214328717639976,-0.056214094161987305,-0.01896641850471496,482,0.13137094576178796,0.5352697095435685,0.4906405739209965,0.5793411029876185,258,44.58458759783263,0.8389200248730889,0.5465119762049413,5.6521774356896906,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03924880574034023,0.17735241877372407,0.07537054074118082,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.07348468803910768,sufficient,passed,6372,5095.044024883503,0.01609041546048065,-0.0763599828603458,0.4179166697996721,sufficient,3322,0.0029334123065671127,-0.07690026499067884,0.4963877182420229,-0.013157003153913539,-0.0005402821303330391,0.07847104844235075
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,fixed_stop__volatility_scaled,hold_120d,fixed_stop,volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3245,424,0.11556282365767238,0.006746335183603943,-0.06401405240954863,-0.104671553891653,-0.08790598440945185,0.017833526445834254,0.24411007446232874,0.00765478565145855,-0.12093024931480108,0.006746335183603943,-0.104671553891653,0.6083204930662558,0.1275808936825886,-0.08460712432861328,-0.018366122245788607,482,0.13137094576178796,0.6597510373443983,0.616339198574521,0.7006366321292057,318,60.46009244992296,0.839218919232508,0.5464304907488803,4.168038615037234,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.0354358828633034,0.1495811298727499,0.18730331556541374,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.06967176516207085,sufficient,passed,6372,5095.044024883503,0.02030535626799705,-0.10248437293089113,0.607735504402157,sufficient,3245,0.006746335183603943,-0.104671553891653,0.6083204930662558,-0.013559021084393108,-0.0021871809607618697,0.00058498866409884
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,fixed_stop__volatility_scaled,hold_120d,fixed_stop,volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3204,465,0.1267375306623058,0.00794876698137994,-0.07084803928099223,-0.11974705401115891,-0.10441021310450815,0.04556952372725251,0.2630681468737432,0.009284160261836944,-0.140175902322838,0.00794876698137994,-0.11974705401115891,0.6145443196004994,0.3030586766541823,-0.10304254293441772,-0.017438709735870354,482,0.13137094576178796,0.7178423236514523,0.6760642911772751,0.7561754779641706,346,69.08426966292134,0.8399508617890594,0.5481218457806961,3.6477189558428886,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03423345106552741,0.13450562975324398,0.19352714209965732,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.06846933336429485,sufficient,passed,6372,5095.044024883503,0.024084203861776798,-0.11840563335498044,0.6167848753117752,sufficient,3204,0.00794876698137994,-0.11974705401115891,0.6145443196004994,-0.016135436880396856,-0.0013414206561784686,-0.0022405557112757934
hold_20d__no_exit__none__fixed_size,no_exit__fixed_size,hold_20d,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train,3669,3529,140,0.03815753611338239,0.005168267848550015,-0.007180475654940409,-0.13051201134170004,-0.06570083710580565,0.0634094849119402,0.1549075442097362,0.005168267848550015,-0.13051201134170004,0.005168267848550015,-0.13051201134170004,0.306035704165486,0.15386795126098043,-0.046680569648742676,0.0011379718780517856,482,0.13137094576178796,0.04149377593360996,0.027019012224649894,0.06321918796335499,20,21.0,1.0,1.0,12.0,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.037013950198357334,0.12374067242270287,-0.11498147333535608,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.07124983249712478,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.008291163545157163,-0.14335141934534568,0.3355717281978942,sufficient,3529,0.005168267848550015,-0.13051201134170004,0.306035704165486,-0.0031228956966071484,0.012839408003645636,-0.029536024032408237
hold_40d__no_exit__none__fixed_size,no_exit__fixed_size,hold_40d,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train,3669,3411,258,0.07031888798037612,0.0109165295562993,-0.012240414784362452,-0.16876666666666662,-0.08803968717859056,0.08359400897826008,0.21575989019016362,0.0109165295562993,-0.16876666666666662,0.0109165295562993,-0.16876666666666662,0.3679272940486661,0.21753151568454998,-0.07330000400543213,-0.004878044128417969,482,0.13137094576178796,0.2074688796680498,0.1736511016160809,0.2459126369654064,100,41.0,1.0,1.0,6.146341463414634,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03126568849060805,0.08548601709773629,-0.05308988345217597,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.06550157078937549,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.024219427169448027,-0.1805443424131984,0.39010230515391925,sufficient,3411,0.0109165295562993,-0.16876666666666662,0.3679272940486661,-0.013302897613148727,0.011777675746531768,-0.022175011105253162
hold_60d__no_exit__none__fixed_size,no_exit__fixed_size,hold_60d,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train,3669,3288,381,0.10384300899427637,0.02144046204385977,-0.01723246300685844,-0.18846371401908096,-0.11010310398833764,0.09830597740955321,0.28025763650948754,0.02144046204385977,-0.18846371401908096,0.02144046204385977,-0.18846371401908096,0.4023722627737226,0.2773722627737226,-0.09267827868461609,-0.007699203491210936,482,0.13137094576178796,0.45850622406639,0.4145263162380386,0.5031422991635909,221,61.0,1.0,1.0,4.131147540983607,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.020741756003047576,0.06578896974532195,-0.018644914727119433,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.05497763830181503,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.03732986883988949,-0.20639442490159599,0.41591949994322797,sufficient,3288,0.02144046204385977,-0.18846371401908096,0.4023722627737226,-0.015889406796029723,0.017930710882515022,-0.013547237169505344
volume_money_hold120_no_exit_fixed_size,no_exit__fixed_size,hold_120d,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train,3669,2969,700,0.19078768056691198,0.04218221804690735,-0.012538453263686532,-0.2542526837644029,-0.14057501707586906,0.1584165817919998,0.402948709693546,0.04218221804690735,-0.2542526837644029,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.32771977096665544,-0.12419700622558594,-0.015558815002441344,482,0.13137094576178796,0.8921161825726142,0.8612560535575524,0.91677553089705,430,121.0,1.0,1.0,2.0826446280991737,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,0.0,0.0,0.0,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.03423588229876745,sufficient,passed,6372,5095.044024883503,0.067429679251243,-0.26817629877049814,0.4217515593094476,sufficient,2969,0.04218221804690735,-0.2542526837644029,0.42101717750084205,-0.02524746120433566,0.013923615006095236,-0.000734381808605522
hold_20d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_20d,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3529,140,0.03815753611338239,0.005600842993407588,-0.006084059960658093,-0.10014620595139825,-0.054018755190851434,0.05133315406467866,0.1253357441883538,0.005168267848550015,-0.13051201134170004,0.005600842993407588,-0.10014620595139825,0.2672145083593086,0.1003117030320204,-0.046680569648742676,0.0011379718780517856,482,0.13137094576178796,0.04149377593360996,0.027019012224649894,0.06321918796335499,20,21.0,0.8405764437113592,0.5488949034548093,12.0,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03658137505349976,0.15410647781300466,-0.15380266914153345,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.07081725735226721,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.007667534974605224,-0.10382507608510375,0.28477344030623475,sufficient,3529,0.005600842993407588,-0.10014620595139825,0.2672145083593086,-0.002066691981197636,0.003678870133705492,-0.01755893194692615
hold_40d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_40d,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3411,258,0.07031888798037612,0.011146367969210206,-0.010610670763380969,-0.12488516406578941,-0.07127593430938106,0.06903726604892343,0.17137933642275222,0.0109165295562993,-0.16876666666666662,0.011146367969210206,-0.12488516406578941,0.33450600996775137,0.1562591615362064,-0.07330000400543213,-0.004878044128417969,482,0.13137094576178796,0.2074688796680498,0.1736511016160809,0.2459126369654064,100,41.0,0.8418719758281881,0.5500396309808295,6.146341463414634,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03103585007769714,0.1293675196986135,-0.08651116753309068,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.0652717323764646,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.020229385351324077,-0.1295834413558975,0.3452550401468466,sufficient,3411,0.011146367969210206,-0.12488516406578941,0.33450600996775137,-0.00908301738211387,0.004698277290108091,-0.010749030179095231
hold_60d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_60d,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3288,381,0.10384300899427637,0.01797401603867769,-0.014405023878212622,-0.15038250867583405,-0.088687669073095,0.08394706909097721,0.23253400304895927,0.02144046204385977,-0.18846371401908096,0.01797401603867769,-0.15038250867583405,0.38108272506082724,0.2183698296836983,-0.09267827868461609,-0.007699203491210936,482,0.13137094576178796,0.45850622406639,0.4145263162380386,0.5031422991635909,221,61.0,0.8448709763578406,0.5549340690092364,4.131147540983607,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.024208202008229658,0.10387017508856886,-0.03993445244001481,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.05844408430699711,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.02794199140509653,-0.15511007720512662,0.379065434790895,sufficient,3288,0.01797401603867769,-0.15038250867583405,0.38108272506082724,-0.00996797536641884,0.0047275685292925695,0.002017290269932248
hold_120d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_120d,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,2969,700,0.19078768056691198,0.03162503047057555,-0.01091146343838648,-0.21114589919641824,-0.12214788979715964,0.1306799458366282,0.327145323762389,0.04218221804690735,-0.2542526837644029,0.03162503047057555,-0.21114589919641824,0.4061973728528124,0.29639609296059277,-0.12419700622558594,-0.015558815002441344,482,0.13137094576178796,0.8921161825726142,0.8612560535575524,0.91677553089705,430,121.0,0.8557176968056498,0.5724627794276858,2.0826446280991737,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.010557187576331797,0.04310678456798467,-0.014819804648029677,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.04479306987509925,sufficient,passed,6372,5095.044024883503,0.0493239057027207,-0.20306875047355932,0.3928798739496136,sufficient,2969,0.03162503047057555,-0.21114589919641824,0.4061973728528124,-0.017698875232145153,-0.008077148722858918,0.013317498903198777
hold_20d__time_stop__time_stop_days10__fixed_size,time_stop__fixed_size,hold_20d,time_stop,fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",train,3669,3602,67,0.01826110656854729,0.0022558568460028616,-0.004116790245947863,-0.09323003593874765,-0.04531513215640186,0.04474678258484187,0.10157932388865783,0.0022558568460028616,-0.09323003593874765,0.0022558568460028616,-0.09323003593874765,0.23126041088284285,0.08772903942254304,-0.030026406049728394,0.0076846718788146995,482,0.13137094576178796,0.012448132780082987,0.0057172393571080955,0.026888991612037363,6,11.0,1.0,1.0,22.90909090909091,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.03992636120090449,0.16102264782565526,-0.1897567666179992,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.07416224349967193,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.004508305162728776,-0.10663284649187699,0.2726459695532637,sufficient,3602,0.0022558568460028616,-0.09323003593874765,0.23126041088284285,-0.002252448316725915,0.013402810553129335,-0.04138555867042085
hold_20d__time_stop__time_stop_days10__volatility_scaled,time_stop__volatility_scaled,hold_20d,time_stop,volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train,3669,3602,67,0.01826110656854729,0.0022046008989448683,-0.0035576015616503405,-0.07180764761174437,-0.03829897920341153,0.034873752225315,0.08051654740606966,0.0022558568460028616,-0.09323003593874765,0.0022046008989448683,-0.07180764761174437,0.18323153803442532,0.044697390338700724,-0.030026406049728394,0.0076846718788146995,482,0.13137094576178796,0.012448132780082987,0.0057172393571080955,0.026888991612037363,6,11.0,0.8414854865459535,0.5504031472332485,22.90909090909091,21.0,weighted_net_return,0.04218221804690735,-0.2542526837644029,0.42101717750084205,0.13137094576178796,-0.039977617147962476,0.18244503615265856,-0.23778563946641673,0.0,0.0764181003456748,-0.2675522891050917,0.4169920349836014,-0.07421349944672993,sufficient,failed_winner_retention_gate,6372,5095.044024883503,0.004023014362079231,-0.0764863000929478,0.2113014612516092,sufficient,3602,0.0022046008989448683,-0.07180764761174437,0.18323153803442532,-0.001818413463134363,0.00467865248120343,-0.02806992321718388
hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,break_even_after_gain__fixed_size,hold_20d,break_even_after_gain,fixed_size,dde4279792dd,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""position_weight"":1.0}}",validation,2074,1963,111,0.05351976856316297,-0.009553069766398442,-0.012270586305712216,-0.1323783815270811,-0.07154196563768483,0.0415369159507729,0.1063731378130701,-0.009553069766398442,-0.1323783815270811,-0.009553069766398442,-0.1323783815270811,0.3250127356087621,0.1619969434538971,-0.046257853507995605,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,20.62761079979623,1.0,1.0,12.216635384767361,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.011190753349829146,0.1338657568342791,-0.14437501949327874,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.05421975805751855,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.013155797277691115,-0.14756130838869408,0.3823879090903122,sufficient,1963,-0.009553069766398442,-0.1323783815270811,0.3250127356087621,0.003602727511292673,0.015182926861612989,-0.05737517348155008
hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,break_even_after_gain__fixed_size,hold_20d,break_even_after_gain,fixed_size,f02c6f7248ec,"{""exit"":{""activation_gain_pct"":0.15},""sizing"":{""position_weight"":1.0}}",validation,2074,1962,112,0.05400192864030858,-0.009572517713913509,-0.011333570100695977,-0.13510675900827085,-0.07349740572717528,0.0441732033232493,0.10840292256110787,-0.009572517713913509,-0.13510675900827085,-0.009572517713913509,-0.13510675900827085,0.33537206931702346,0.16768603465851173,-0.048443228006362915,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,20.954638124362894,1.0,1.0,12.02597718483205,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.011171305402314079,0.13113737935308933,-0.13401568578501738,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.05420031011000349,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.01347580219909327,-0.14947699320882768,0.4004098516408595,sufficient,1962,-0.009572517713913509,-0.13510675900827085,0.33537206931702346,0.003903284485179761,0.01437023420055683,-0.06503778232383606
hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,break_even_after_gain__fixed_size,hold_20d,break_even_after_gain,fixed_size,36c5c0691926,"{""exit"":{""activation_gain_pct"":0.1},""sizing"":{""position_weight"":1.0}}",validation,2074,1963,111,0.05351976856316297,-0.009746781030956088,-0.011854351690277497,-0.1337600915006498,-0.07197513624209279,0.042204826756252464,0.1063731378130701,-0.009746781030956088,-0.1337600915006498,-0.009746781030956088,-0.1337600915006498,0.33010697911360165,0.16454406520631687,-0.04732102155685425,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,20.777381558838513,1.0,1.0,12.128573530132888,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0109970420852715,0.13248404686071039,-0.1392807759884392,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.054026046792960906,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.013593033732289844,-0.14825380383101994,0.39180854865973536,sufficient,1963,-0.009746781030956088,-0.1337600915006498,0.33010697911360165,0.0038462527013337564,0.01449371233037014,-0.061701569546133705
hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,break_even_after_gain__fixed_size,hold_40d,break_even_after_gain,fixed_size,dde4279792dd,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""position_weight"":1.0}}",validation,2074,1884,190,0.09161041465766634,-0.022484157482971254,-0.02154586935713388,-0.17405575385703292,-0.0947652159224999,0.030746859061400334,0.11874752535350545,-0.022484157482971254,-0.17405575385703292,-0.022484157482971254,-0.17405575385703292,0.38057324840764334,0.2367303609341826,-0.0664609968662262,-0.0034195423126220656,113,0.05448408871745419,0.25663716814159293,0.18503799497941728,0.34423867996861246,29,38.6656050955414,1.0,1.0,6.517420311341734,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.0017403343667436663,0.09218838450432726,-0.0888145066943975,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04128867034094574,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.025187988328576785,-0.19282923791536644,0.40793380457494727,sufficient,1884,-0.022484157482971254,-0.17405575385703292,0.38057324840764334,0.002703830845605531,0.01877348405833351,-0.02736055616730393
hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,break_even_after_gain__fixed_size,hold_40d,break_even_after_gain,fixed_size,f02c6f7248ec,"{""exit"":{""activation_gain_pct"":0.15},""sizing"":{""position_weight"":1.0}}",validation,2074,1882,192,0.09257473481195758,-0.023559463148928473,-0.028273183343894066,-0.17750781664676368,-0.1021604263654381,0.039721777409328515,0.12492843865161095,-0.023559463148928473,-0.17750781664676368,-0.023559463148928473,-0.17750781664676368,0.41392136025504783,0.2555791710945802,-0.07538536190986633,-0.00470830202102661,113,0.05448408871745419,0.26548672566371684,0.19275639331543282,0.3536374934526686,30,40.57651434643996,1.0,1.0,6.210489098408957,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.002815640032700885,0.0887363217145965,-0.055466394846993006,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.040213364674988525,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.027774488841790287,-0.1982874691892753,0.4596154083269217,sufficient,1882,-0.023559463148928473,-0.17750781664676368,0.41392136025504783,0.004215025692861814,0.02077965254251163,-0.04569404807187388
hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,break_even_after_gain__fixed_size,hold_40d,break_even_after_gain,fixed_size,36c5c0691926,"{""exit"":{""activation_gain_pct"":0.1},""sizing"":{""position_weight"":1.0}}",validation,2074,1884,190,0.09161041465766634,-0.022977393982264633,-0.024509470125227868,-0.17633467491439891,-0.09700239635948843,0.03415841415132086,0.12104506046536137,-0.022977393982264633,-0.17633467491439891,-0.022977393982264633,-0.17633467491439891,0.39225053078556266,0.24416135881104034,-0.0691903829574585,-0.0037495374679565423,113,0.05448408871745419,0.26548672566371684,0.19275639331543282,0.3536374934526686,30,39.45488322717622,1.0,1.0,6.387042094359168,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.002233570866037045,0.08990946344696127,-0.07713722431647818,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.040795433841652365,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.02652756264826862,-0.19689887758801394,0.42787958918710645,sufficient,1884,-0.022977393982264633,-0.17633467491439891,0.39225053078556266,0.0035501686660039874,0.02056420267361503,-0.03562905840154379
