policy_id,policy_family_id,hold_rule_id,hold_rule_max_days,exit_rule_family_id,exit_rule_id,sizing_rule_id,parameter_set_id,parameter_values_json,is_train_selectable,is_validation_selectable,invalid_policy_reason,duplicate_policy_group_id,canonical_policy_id,formula_text,formula_hash
hold_60d__no_exit__none__fixed_size,no_exit__fixed_size,hold_60d,60,no_exit,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",True,True,,static_exit_offset_60__fixed_size,hold_60d__no_exit__none__fixed_size,hold=60;exit=no_exit;params={};sizing=fixed_size,0b9dbda7f254d404d86a530e5804c2b612763bb49dadf999b5c9236f11deda92
volume_money_hold120_no_exit_fixed_size,no_exit__fixed_size,hold_120d,120,no_exit,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",True,True,,,volume_money_hold120_no_exit_fixed_size,hold=120;exit=no_exit;params={};sizing=fixed_size,93b28956c6d021800f030e7e03d1a756b355c069c5d897e492317dc74b898c2c
hold_20d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_20d,20,no_exit,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",True,True,,static_exit_offset_20__volatility_scaled,hold_20d__no_exit__none__volatility_scaled,hold=20;exit=no_exit;params={};sizing=volatility_scaled,0dbc9a778bd3b3a92eb663fc4fdeda837c96518f6f6c030de3ee0225e3282383
hold_40d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_40d,40,no_exit,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",True,True,,static_exit_offset_40__volatility_scaled,hold_40d__no_exit__none__volatility_scaled,hold=40;exit=no_exit;params={};sizing=volatility_scaled,0178884e17dcd7495cc614e93f6d4907661e627d5f40fb2cafd39b189ac184fd
hold_60d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_60d,60,no_exit,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",True,True,,static_exit_offset_60__volatility_scaled,hold_60d__no_exit__none__volatility_scaled,hold=60;exit=no_exit;params={};sizing=volatility_scaled,43bc904c32da8f5826c6647762d6ce569a7abbf8739f8add66ce923382025b80
hold_120d__no_exit__none__volatility_scaled,no_exit__volatility_scaled,hold_120d,120,no_exit,no_exit,volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",True,True,,,hold_120d__no_exit__none__volatility_scaled,hold=120;exit=no_exit;params={};sizing=volatility_scaled,cb6693edaa977ba65882be3f93f2bd995c42d6967af18541130fdc02e41bd5a2
hold_20d__time_stop__time_stop_days10__fixed_size,time_stop__fixed_size,hold_20d,20,time_stop,time_stop__a70cbd2a,fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",True,True,,static_exit_offset_10__fixed_size,hold_20d__time_stop__time_stop_days10__fixed_size,"hold=20;exit=time_stop;params={""time_stop_days"":10};sizing=fixed_size",5fdeb394d6a1d8a3cf94b6761894e1b485b4e0e2c94750200345348ec2338dba
hold_20d__time_stop__time_stop_days20__fixed_size,time_stop__fixed_size,hold_20d,20,time_stop,time_stop__40c6fd84,fixed_size,aa46ffbc5fc6,"{""exit"":{""time_stop_days"":20},""sizing"":{""position_weight"":1.0}}",False,False,time_stop_days_ge_max_holding_days,,hold_20d__time_stop__time_stop_days20__fixed_size,"hold=20;exit=time_stop;params={""time_stop_days"":20};sizing=fixed_size",1347881a9a8e5b85481f6bf051b4b2377a94638db499bfa695cd52030bd89957
hold_20d__time_stop__time_stop_days40__fixed_size,time_stop__fixed_size,hold_20d,20,time_stop,time_stop__c38f5307,fixed_size,be8e08995d1c,"{""exit"":{""time_stop_days"":40},""sizing"":{""position_weight"":1.0}}",False,False,time_stop_days_ge_max_holding_days,,hold_20d__time_stop__time_stop_days40__fixed_size,"hold=20;exit=time_stop;params={""time_stop_days"":40};sizing=fixed_size",eca059180f7274b67d58aa4ed568b7610a844104d68769dea26b484c7f9c5b64
hold_20d__time_stop__time_stop_days60__fixed_size,time_stop__fixed_size,hold_20d,20,time_stop,time_stop__d0643376,fixed_size,553ac07d631b,"{""exit"":{""time_stop_days"":60},""sizing"":{""position_weight"":1.0}}",False,False,time_stop_days_ge_max_holding_days,,hold_20d__time_stop__time_stop_days60__fixed_size,"hold=20;exit=time_stop;params={""time_stop_days"":60};sizing=fixed_size",82b44286995befe4b7e48f5bdc7faf72547823c8a76809b1716f3c84077688bf
hold_40d__time_stop__time_stop_days10__fixed_size,time_stop__fixed_size,hold_40d,40,time_stop,time_stop__a70cbd2a,fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_10__fixed_size,hold_20d__time_stop__time_stop_days10__fixed_size,"hold=40;exit=time_stop;params={""time_stop_days"":10};sizing=fixed_size",325527d16d95b1e6f28ac2417b2894b558c91d6987419cb5d4b13e8da5b70cd2
hold_40d__time_stop__time_stop_days20__fixed_size,time_stop__fixed_size,hold_40d,40,time_stop,time_stop__40c6fd84,fixed_size,aa46ffbc5fc6,"{""exit"":{""time_stop_days"":20},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_20__fixed_size,hold_20d__no_exit__none__fixed_size,"hold=40;exit=time_stop;params={""time_stop_days"":20};sizing=fixed_size",b2150e98fe79720f986293ab4c72b456e4f785be00972a3eb15b59c9bb1a78f9
hold_40d__time_stop__time_stop_days40__fixed_size,time_stop__fixed_size,hold_40d,40,time_stop,time_stop__c38f5307,fixed_size,be8e08995d1c,"{""exit"":{""time_stop_days"":40},""sizing"":{""position_weight"":1.0}}",False,False,time_stop_days_ge_max_holding_days,,hold_40d__time_stop__time_stop_days40__fixed_size,"hold=40;exit=time_stop;params={""time_stop_days"":40};sizing=fixed_size",1c1cb278aa6ed5b469bc4200dd651d8e2f3f63158eaacc3e1c30c02968dd01f2
hold_40d__time_stop__time_stop_days60__fixed_size,time_stop__fixed_size,hold_40d,40,time_stop,time_stop__d0643376,fixed_size,553ac07d631b,"{""exit"":{""time_stop_days"":60},""sizing"":{""position_weight"":1.0}}",False,False,time_stop_days_ge_max_holding_days,,hold_40d__time_stop__time_stop_days60__fixed_size,"hold=40;exit=time_stop;params={""time_stop_days"":60};sizing=fixed_size",585acae4b1b082f886acb183acc7e8010d69912fd5f91740457b7b071393ac65
hold_60d__time_stop__time_stop_days10__fixed_size,time_stop__fixed_size,hold_60d,60,time_stop,time_stop__a70cbd2a,fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_10__fixed_size,hold_20d__time_stop__time_stop_days10__fixed_size,"hold=60;exit=time_stop;params={""time_stop_days"":10};sizing=fixed_size",ea842067d25372e5e5c83dc33b412900f307eff2bb3570f24f8de65c4ed05e46
hold_60d__time_stop__time_stop_days20__fixed_size,time_stop__fixed_size,hold_60d,60,time_stop,time_stop__40c6fd84,fixed_size,aa46ffbc5fc6,"{""exit"":{""time_stop_days"":20},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_20__fixed_size,hold_20d__no_exit__none__fixed_size,"hold=60;exit=time_stop;params={""time_stop_days"":20};sizing=fixed_size",1b51a80f5c8dcdbf725e826cdbd463e661589bb349fb8c0203e384cfef335540
hold_60d__time_stop__time_stop_days40__fixed_size,time_stop__fixed_size,hold_60d,60,time_stop,time_stop__c38f5307,fixed_size,be8e08995d1c,"{""exit"":{""time_stop_days"":40},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_40__fixed_size,hold_40d__no_exit__none__fixed_size,"hold=60;exit=time_stop;params={""time_stop_days"":40};sizing=fixed_size",7a47aca0ee99cdc68e49a6ef416625b660fd36afec1bf363c942a0aff8f5ddbe
hold_60d__time_stop__time_stop_days60__fixed_size,time_stop__fixed_size,hold_60d,60,time_stop,time_stop__d0643376,fixed_size,553ac07d631b,"{""exit"":{""time_stop_days"":60},""sizing"":{""position_weight"":1.0}}",False,False,time_stop_days_ge_max_holding_days,,hold_60d__time_stop__time_stop_days60__fixed_size,"hold=60;exit=time_stop;params={""time_stop_days"":60};sizing=fixed_size",1c51535033d9fd0b226f779be0d3e062346e7cd1f846858f923d8db5c10bc4b1
hold_120d__time_stop__time_stop_days10__fixed_size,time_stop__fixed_size,hold_120d,120,time_stop,time_stop__a70cbd2a,fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_10__fixed_size,hold_20d__time_stop__time_stop_days10__fixed_size,"hold=120;exit=time_stop;params={""time_stop_days"":10};sizing=fixed_size",c5122bf83dd22738be00ab62e93fabb87bf8278adaee6a7718dddba304a23e41
hold_120d__time_stop__time_stop_days20__fixed_size,time_stop__fixed_size,hold_120d,120,time_stop,time_stop__40c6fd84,fixed_size,aa46ffbc5fc6,"{""exit"":{""time_stop_days"":20},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_20__fixed_size,hold_20d__no_exit__none__fixed_size,"hold=120;exit=time_stop;params={""time_stop_days"":20};sizing=fixed_size",80a97000d1d8fd0259f1346e3d88b7b91593a5e3c3eab1cc59a1555007de9152
hold_120d__time_stop__time_stop_days40__fixed_size,time_stop__fixed_size,hold_120d,120,time_stop,time_stop__c38f5307,fixed_size,be8e08995d1c,"{""exit"":{""time_stop_days"":40},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_40__fixed_size,hold_40d__no_exit__none__fixed_size,"hold=120;exit=time_stop;params={""time_stop_days"":40};sizing=fixed_size",beedf4deff5a5814cbb7cb10e187e3cdf875046a0b99ae530c263559f6f9cee9
hold_120d__time_stop__time_stop_days60__fixed_size,time_stop__fixed_size,hold_120d,120,time_stop,time_stop__d0643376,fixed_size,553ac07d631b,"{""exit"":{""time_stop_days"":60},""sizing"":{""position_weight"":1.0}}",False,False,duplicate_equivalent_policy,static_exit_offset_60__fixed_size,hold_60d__no_exit__none__fixed_size,"hold=120;exit=time_stop;params={""time_stop_days"":60};sizing=fixed_size",deb0a02d06faa673e7135e7c45b13876c4f118481d9c9a0cf3e5943e68d9a9f4
hold_20d__time_stop__time_stop_days10__volatility_scaled,time_stop__volatility_scaled,hold_20d,20,time_stop,time_stop__a70cbd2a,volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",True,True,,static_exit_offset_10__volatility_scaled,hold_20d__time_stop__time_stop_days10__volatility_scaled,"hold=20;exit=time_stop;params={""time_stop_days"":10};sizing=volatility_scaled",01c922cf7ec76586e73c8cfb37bae3143222929f370ad8259753d1e0338647b0
hold_20d__time_stop__time_stop_days20__volatility_scaled,time_stop__volatility_scaled,hold_20d,20,time_stop,time_stop__40c6fd84,volatility_scaled,f83123351047,"{""exit"":{""time_stop_days"":20},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,time_stop_days_ge_max_holding_days,,hold_20d__time_stop__time_stop_days20__volatility_scaled,"hold=20;exit=time_stop;params={""time_stop_days"":20};sizing=volatility_scaled",c0a16deaa47c35275de503cac407965863284308af0bfd5dadd3d5865153d8b2
hold_20d__time_stop__time_stop_days40__volatility_scaled,time_stop__volatility_scaled,hold_20d,20,time_stop,time_stop__c38f5307,volatility_scaled,b826ab0d65e1,"{""exit"":{""time_stop_days"":40},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,time_stop_days_ge_max_holding_days,,hold_20d__time_stop__time_stop_days40__volatility_scaled,"hold=20;exit=time_stop;params={""time_stop_days"":40};sizing=volatility_scaled",dc89a24392de9eb549cb8f09d4ebf5b03f89c0369d3b635a36a643d5b923952e
hold_20d__time_stop__time_stop_days60__volatility_scaled,time_stop__volatility_scaled,hold_20d,20,time_stop,time_stop__d0643376,volatility_scaled,9cc6557834e7,"{""exit"":{""time_stop_days"":60},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,time_stop_days_ge_max_holding_days,,hold_20d__time_stop__time_stop_days60__volatility_scaled,"hold=20;exit=time_stop;params={""time_stop_days"":60};sizing=volatility_scaled",8b8e65c0f0fb09d1bacf8a20486d42907e6807f20da1a321525de1048621cf8e
hold_40d__time_stop__time_stop_days10__volatility_scaled,time_stop__volatility_scaled,hold_40d,40,time_stop,time_stop__a70cbd2a,volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_10__volatility_scaled,hold_20d__time_stop__time_stop_days10__volatility_scaled,"hold=40;exit=time_stop;params={""time_stop_days"":10};sizing=volatility_scaled",826bf9f26ff732175749a8c2d8b2ca41f9add3117c5c95cd14a2d1d8327f62ab
hold_40d__time_stop__time_stop_days20__volatility_scaled,time_stop__volatility_scaled,hold_40d,40,time_stop,time_stop__40c6fd84,volatility_scaled,f83123351047,"{""exit"":{""time_stop_days"":20},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_20__volatility_scaled,hold_20d__no_exit__none__volatility_scaled,"hold=40;exit=time_stop;params={""time_stop_days"":20};sizing=volatility_scaled",41638f48b9d9e9d842386caaaa4e694b09a5e1cbc8999cc9d77728d2e34ac0c0
hold_40d__time_stop__time_stop_days40__volatility_scaled,time_stop__volatility_scaled,hold_40d,40,time_stop,time_stop__c38f5307,volatility_scaled,b826ab0d65e1,"{""exit"":{""time_stop_days"":40},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,time_stop_days_ge_max_holding_days,,hold_40d__time_stop__time_stop_days40__volatility_scaled,"hold=40;exit=time_stop;params={""time_stop_days"":40};sizing=volatility_scaled",e0877bf813fe66d5aa44607fe69375e1c2426852a93fe6aec314f2474cf0db1e
hold_40d__time_stop__time_stop_days60__volatility_scaled,time_stop__volatility_scaled,hold_40d,40,time_stop,time_stop__d0643376,volatility_scaled,9cc6557834e7,"{""exit"":{""time_stop_days"":60},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,time_stop_days_ge_max_holding_days,,hold_40d__time_stop__time_stop_days60__volatility_scaled,"hold=40;exit=time_stop;params={""time_stop_days"":60};sizing=volatility_scaled",ec1f2bddff2ec55946603c08f09bcfcde425e8e578e9915f26d5e467220e1f12
hold_60d__time_stop__time_stop_days10__volatility_scaled,time_stop__volatility_scaled,hold_60d,60,time_stop,time_stop__a70cbd2a,volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_10__volatility_scaled,hold_20d__time_stop__time_stop_days10__volatility_scaled,"hold=60;exit=time_stop;params={""time_stop_days"":10};sizing=volatility_scaled",b02a8f2a7cd628822141bd4d4d41b12d22cc58214b4c20c272e48d2ee3ed6d95
hold_60d__time_stop__time_stop_days20__volatility_scaled,time_stop__volatility_scaled,hold_60d,60,time_stop,time_stop__40c6fd84,volatility_scaled,f83123351047,"{""exit"":{""time_stop_days"":20},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_20__volatility_scaled,hold_20d__no_exit__none__volatility_scaled,"hold=60;exit=time_stop;params={""time_stop_days"":20};sizing=volatility_scaled",17847bbb1040c2c6b90076a9a30c238ac9632562b4de105dd962b2a8bb7ccb66
hold_60d__time_stop__time_stop_days40__volatility_scaled,time_stop__volatility_scaled,hold_60d,60,time_stop,time_stop__c38f5307,volatility_scaled,b826ab0d65e1,"{""exit"":{""time_stop_days"":40},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_40__volatility_scaled,hold_40d__no_exit__none__volatility_scaled,"hold=60;exit=time_stop;params={""time_stop_days"":40};sizing=volatility_scaled",589599e1ac4dc3515630c5358f04207927726981a2138ec097b69688a407fdb2
hold_60d__time_stop__time_stop_days60__volatility_scaled,time_stop__volatility_scaled,hold_60d,60,time_stop,time_stop__d0643376,volatility_scaled,9cc6557834e7,"{""exit"":{""time_stop_days"":60},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,time_stop_days_ge_max_holding_days,,hold_60d__time_stop__time_stop_days60__volatility_scaled,"hold=60;exit=time_stop;params={""time_stop_days"":60};sizing=volatility_scaled",e298ab4e1199882544b8f47b40c5d1872626b4e9d724b09ceac33fa31f852334
hold_120d__time_stop__time_stop_days10__volatility_scaled,time_stop__volatility_scaled,hold_120d,120,time_stop,time_stop__a70cbd2a,volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_10__volatility_scaled,hold_20d__time_stop__time_stop_days10__volatility_scaled,"hold=120;exit=time_stop;params={""time_stop_days"":10};sizing=volatility_scaled",a60c37b0dd04c2f47d423c94746107df06f99de04211b882d0f28dbe7d1f34b2
hold_120d__time_stop__time_stop_days20__volatility_scaled,time_stop__volatility_scaled,hold_120d,120,time_stop,time_stop__40c6fd84,volatility_scaled,f83123351047,"{""exit"":{""time_stop_days"":20},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_20__volatility_scaled,hold_20d__no_exit__none__volatility_scaled,"hold=120;exit=time_stop;params={""time_stop_days"":20};sizing=volatility_scaled",9cf31a762cd3186e52efeacf1e1982b992fced1d537e4b3e95c705b1945c5a6d
hold_120d__time_stop__time_stop_days40__volatility_scaled,time_stop__volatility_scaled,hold_120d,120,time_stop,time_stop__c38f5307,volatility_scaled,b826ab0d65e1,"{""exit"":{""time_stop_days"":40},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_40__volatility_scaled,hold_40d__no_exit__none__volatility_scaled,"hold=120;exit=time_stop;params={""time_stop_days"":40};sizing=volatility_scaled",f15b8591ed7fd4c109f71911ac333d1ff2b33e17f34b1fe7b740298aef667972
hold_120d__time_stop__time_stop_days60__volatility_scaled,time_stop__volatility_scaled,hold_120d,120,time_stop,time_stop__d0643376,volatility_scaled,9cc6557834e7,"{""exit"":{""time_stop_days"":60},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",False,False,duplicate_equivalent_policy,static_exit_offset_60__volatility_scaled,hold_60d__no_exit__none__volatility_scaled,"hold=120;exit=time_stop;params={""time_stop_days"":60};sizing=volatility_scaled",95226686f14edc8e05b9d6b729bda706d0005d56818e63c41a99ed0780422c74
