same_day_bundle_key,same_day_family_count,context_bucket_id,split,year,checkpoint,survival_definition_version,pre_checkpoint_row_count,survivor_count,non_survivor_count,survivor_rate,survivor_label_denominator_count,survivor_P_good,survivor_P_bad,survivor_P_neutral,survivor_EV_R_diagnostic,non_survivor_label_denominator_count,non_survivor_P_good,non_survivor_P_bad,non_survivor_P_neutral,non_survivor_EV_R_diagnostic,survival_lift_good_vs_pre_checkpoint,survival_lift_bad_vs_pre_checkpoint,sample_sufficiency_status
momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,6,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=6|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,59,45,14,0.7627118644067796,31,0.3870967741935484,0.6129032258064516,0.0,,11,0.0,1.0,0.0,,0.10138248847926268,-0.10138248847926268,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|split=train|year=2017|family_count=5|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,0.0,1.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,4,4,0,1.0,4,0.5,0.5,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,0,,,,,,,unusable
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,0,,,,,0,,,,,,,unusable
momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,0,,,,,0,,,,,,,unusable
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,10,8,2,0.8,8,0.75,0.25,0.0,,2,0.0,1.0,0.0,,0.15000000000000002,-0.15000000000000002,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,14,9,5,0.6428571428571429,2,0.5,0.5,0.0,,2,0.0,1.0,0.0,,0.25,-0.25,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2018|family_count=5|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,2,2,0,1.0,2,0.0,1.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2019|family_count=5|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,2,4,0.3333333333333333,2,0.0,1.0,0.0,,4,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,11,4,7,0.36363636363636365,4,0.5,0.5,0.0,,7,0.0,1.0,0.0,,0.3181818181818182,-0.31818181818181823,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,5,2,0.7142857142857143,1,1.0,0.0,0.0,,1,0.0,1.0,0.0,,0.5,-0.5,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,10,6,0.625,10,0.7,0.3,0.0,,6,0.0,1.0,0.0,,0.26249999999999996,-0.2625,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,bundle=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,2,1,1,0.5,1,0.0,1.0,0.0,,1,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,11,5,6,0.45454545454545453,5,0.8,0.2,0.0,,6,0.0,1.0,0.0,,0.4363636363636364,-0.43636363636363634,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,13,5,0.7222222222222222,2,0.5,0.5,0.0,,2,0.0,1.0,0.0,,0.25,-0.25,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=train|year=2017|family_count=4|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=train|year=2018|family_count=4|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,5,2,0.7142857142857143,5,0.0,1.0,0.0,,2,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=train|year=2019|family_count=4|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,6,3,0.6666666666666666,6,0.5,0.5,0.0,,3,0.0,1.0,0.0,,0.16666666666666669,-0.16666666666666663,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=train|year=2020|family_count=4|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,20,11,9,0.55,11,0.45454545454545453,0.36363636363636365,0.18181818181818182,,9,0.0,1.0,0.0,,0.20454545454545453,-0.2863636363636364,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=train|year=2021|family_count=4|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,38,16,22,0.42105263157894735,11,0.5454545454545454,0.45454545454545453,0.0,,11,0.0,1.0,0.0,,0.2727272727272727,-0.27272727272727276,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,22,17,5,0.7727272727272727,17,0.5294117647058824,0.47058823529411764,0.0,,5,0.0,1.0,0.0,,0.12032085561497324,-0.1203208556149733,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout,4,bundle=momentum_rps|oscillator|price_trend|range_breakout|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,5,4,1,0.8,2,0.5,0.5,0.0,,1,0.0,1.0,0.0,,0.16666666666666669,-0.16666666666666663,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,13,3,0.8125,13,0.5384615384615384,0.46153846153846156,0.0,,3,0.0,1.0,0.0,,0.10096153846153844,-0.10096153846153844,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,11,8,3,0.7272727272727273,7,0.7142857142857143,0.2857142857142857,0.0,,1,0.0,1.0,0.0,,0.0892857142857143,-0.0892857142857143,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=train|year=2017|family_count=5|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,4,3,1,0.75,3,0.6666666666666666,0.3333333333333333,0.0,,1,0.0,1.0,0.0,,0.16666666666666663,-0.16666666666666669,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=train|year=2018|family_count=5|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,8,1,0.8888888888888888,8,0.25,0.625,0.125,,1,0.0,1.0,0.0,,0.02777777777777779,-0.04166666666666663,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=train|year=2019|family_count=5|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,3,4,0.42857142857142855,3,0.6666666666666666,0.3333333333333333,0.0,,4,0.0,1.0,0.0,,0.38095238095238093,-0.380952380952381,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,14,11,3,0.7857142857142857,11,0.45454545454545453,0.5454545454545454,0.0,,3,0.0,1.0,0.0,,0.09740259740259738,-0.09740259740259749,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,32,18,14,0.5625,8,0.5,0.5,0.0,,7,0.0,1.0,0.0,,0.23333333333333334,-0.23333333333333328,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,7,11,0.3888888888888889,7,0.42857142857142855,0.5714285714285714,0.0,,11,0.0,1.0,0.0,,0.26190476190476186,-0.261904761904762,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,8,8,0.5,6,0.3333333333333333,0.6666666666666666,0.0,,7,0.0,1.0,0.0,,0.17948717948717946,-0.17948717948717952,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,45,39,6,0.8666666666666667,39,0.3076923076923077,0.6410256410256411,0.05128205128205128,,6,0.0,1.0,0.0,,0.041025641025641046,-0.047863247863247804,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,73,51,22,0.6986301369863014,21,0.38095238095238093,0.5714285714285714,0.047619047619047616,,6,0.0,1.0,0.0,,0.08465608465608465,-0.09523809523809523,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=6|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,11,8,3,0.7272727272727273,8,0.75,0.25,0.0,,3,0.0,1.0,0.0,,0.20454545454545459,-0.20454545454545453,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=6|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,33,25,8,0.7575757575757576,25,0.32,0.68,0.0,,8,0.0,1.0,0.0,,0.07757575757575758,-0.07757575757575752,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=6|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,52,44,8,0.8461538461538461,44,0.6818181818181818,0.3181818181818182,0.0,,8,0.0,1.0,0.0,,0.1048951048951049,-0.1048951048951049,thin_bucket_report_only
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,71,53,18,0.7464788732394366,53,0.5849056603773585,0.39622641509433965,0.018867924528301886,,18,0.0,1.0,0.0,,0.14828594206749934,-0.15306935955354772,thin_bucket_report_only
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,86,65,21,0.7558139534883721,32,0.4375,0.5625,0.0,,10,0.0,1.0,0.0,,0.10416666666666669,-0.10416666666666663,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=6|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,65,42,23,0.6461538461538462,42,0.30952380952380953,0.5952380952380952,0.09523809523809523,,23,0.0,1.0,0.0,,0.10952380952380952,-0.14322344322344327,thin_bucket_report_only
momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=6|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,44,36,8,0.8181818181818182,22,0.36363636363636365,0.5454545454545454,0.09090909090909091,,8,0.0,1.0,0.0,,0.09696969696969698,-0.12121212121212122,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,28,25,3,0.8928571428571429,25,0.56,0.44,0.0,,3,0.0,1.0,0.0,,0.06000000000000005,-0.06,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,35,28,7,0.8,14,0.5714285714285714,0.42857142857142855,0.0,,1,0.0,1.0,0.0,,0.03809523809523807,-0.038095238095238126,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=train|year=2017|family_count=5|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,2,2,0,1.0,2,0.5,0.5,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=train|year=2018|family_count=5|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,24,19,5,0.7916666666666666,19,0.2631578947368421,0.631578947368421,0.10526315789473684,,5,0.0,1.0,0.0,,0.05482456140350875,-0.07675438596491235,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=train|year=2019|family_count=5|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,20,16,4,0.8,16,0.6875,0.3125,0.0,,4,0.0,1.0,0.0,,0.13749999999999996,-0.1375,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,39,25,14,0.6410256410256411,25,0.52,0.44,0.04,,14,0.0,1.0,0.0,,0.1866666666666667,-0.20102564102564108,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,51,33,18,0.6470588235294118,16,0.5625,0.375,0.0625,,7,0.0,1.0,0.0,,0.17119565217391303,-0.19021739130434778,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,54,40,14,0.7407407407407407,40,0.525,0.475,0.0,,14,0.0,1.0,0.0,,0.13611111111111113,-0.13611111111111118,thin_bucket_report_only
momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,bundle=momentum_rps|oscillator|price_trend|range_breakout|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,20,16,4,0.8,11,0.45454545454545453,0.5454545454545454,0.0,,3,0.0,1.0,0.0,,0.09740259740259738,-0.09740259740259749,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|volatility_band,4,bundle=momentum_rps|oscillator|price_trend|volatility_band|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|volatility_band,4,bundle=momentum_rps|oscillator|price_trend|volatility_band|split=train|year=2020|family_count=4|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,0.0,1.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|price_trend|volatility_band,4,bundle=momentum_rps|oscillator|price_trend|volatility_band|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
momentum_rps|oscillator|pullback_drawdown,3,bundle=momentum_rps|oscillator|pullback_drawdown|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,12,10,2,0.8333333333333334,10,0.5,0.4,0.1,,2,0.0,1.0,0.0,,0.08333333333333331,-0.09999999999999998,too_sparse_use_fallback
momentum_rps|oscillator|pullback_drawdown,3,bundle=momentum_rps|oscillator|pullback_drawdown|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,15,1,0.9375,9,0.4444444444444444,0.5555555555555556,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|pullback_drawdown,3,bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2017|family_count=3|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,3,0,1.0,3,0.6666666666666666,0.3333333333333333,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|oscillator|pullback_drawdown,3,bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2018|family_count=3|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,12,11,1,0.9166666666666666,11,0.6363636363636364,0.36363636363636365,0.0,,1,0.0,1.0,0.0,,0.05303030303030298,-0.05303030303030304,too_sparse_use_fallback
momentum_rps|oscillator|pullback_drawdown,3,bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2019|family_count=3|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,6,1,0.8571428571428571,6,0.8333333333333334,0.16666666666666666,0.0,,1,0.0,1.0,0.0,,0.11904761904761907,-0.11904761904761904,too_sparse_use_fallback
