original_bucket_key,original_sample_count,fallback_level,fallback_bucket_key,fallback_sample_count,fallback_reason
bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2018|family_count=3|risk=na,12,same_day_family_count,family_count=3|split=train|year=2018,12,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2019|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=train|year=2019,7,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2020|family_count=3|risk=na,9,same_day_family_count,family_count=3|split=train|year=2020,9,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|split=train|year=2021|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=train|year=2021,4,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|split=validation|year=2022|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=validation|year=2022,7,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|split=validation|year=2023|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=validation|year=2023,4,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volatility_band|split=robustness|year=2024|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2024,1,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2024,1,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2025,1,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=train|year=2018|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2018,1,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=train|year=2019|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2019,1,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=train|year=2020|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=train|year=2020,3,bucket_below_n_min
bundle=momentum_rps|oscillator|pullback_drawdown|volume_money|split=validation|year=2023|family_count=4|risk=na,0,same_day_family_count,family_count=4|split=validation|year=2023,0,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=robustness|year=2024|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=robustness|year=2024,3,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=robustness|year=2025|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=robustness|year=2025,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=train|year=2018|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=train|year=2018,5,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=train|year=2020|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2020,2,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=train|year=2021|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2021,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=validation|year=2022|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=validation|year=2022,2,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|split=validation|year=2023|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=validation|year=2023,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2024,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2025,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2018,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=validation|year=2022,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=validation|year=2023,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,1,same_day_family_count,family_count=5|split=robustness|year=2024,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,1,same_day_family_count,family_count=5|split=robustness|year=2025,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,1,same_day_family_count,family_count=5|split=train|year=2018,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,1,same_day_family_count,family_count=5|split=validation|year=2022,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,0,same_day_family_count,family_count=5|split=validation|year=2023,0,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=robustness|year=2024,7,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2025,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2018,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2019,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=train|year=2021,2,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=validation|year=2022,1,bucket_below_n_min
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=validation|year=2023,2,bucket_below_n_min
bundle=momentum_rps|oscillator|split=validation|year=2022|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=validation|year=2022,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=4|risk=na,306,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=4|risk=na,306,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=4|risk=na,109,same_day_family_count,family_count=4|split=robustness|year=2025,109,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2017|family_count=4|risk=na,74,same_day_family_count,family_count=4|split=train|year=2017,74,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2018|family_count=4|risk=na,205,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2018|family_count=4|risk=na,205,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2019|family_count=4|risk=na,285,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2019|family_count=4|risk=na,285,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2020|family_count=4|risk=na,589,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2020|family_count=4|risk=na,589,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2021|family_count=4|risk=na,408,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2021|family_count=4|risk=na,408,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=4|risk=na,538,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=4|risk=na,538,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=4|risk=na,209,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=4|risk=na,209,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,361,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,361,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=5|risk=na,143,same_day_family_count,family_count=5|split=robustness|year=2025,143,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=5|risk=na,112,same_day_family_count,family_count=5|split=train|year=2017,112,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=5|risk=na,221,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=5|risk=na,221,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=5|risk=na,359,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=5|risk=na,359,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,632,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,632,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,397,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,397,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,464,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,464,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,255,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,255,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,68,same_day_family_count,family_count=6|split=robustness|year=2024,68,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,40,same_day_family_count,family_count=6|split=robustness|year=2025,40,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=6|risk=na,17,same_day_family_count,family_count=6|split=train|year=2017,17,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=6|risk=na,45,same_day_family_count,family_count=6|split=train|year=2018,45,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=6|risk=na,70,same_day_family_count,family_count=6|split=train|year=2019,70,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,82,same_day_family_count,family_count=6|split=train|year=2020,82,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,64,same_day_family_count,family_count=6|split=train|year=2021,64,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=6|risk=na,103,same_day_family_count,family_count=6|split=validation|year=2022,103,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=6|risk=na,65,same_day_family_count,family_count=6|split=validation|year=2023,65,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=5|risk=na,29,same_day_family_count,family_count=5|split=robustness|year=2024,29,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=5|risk=na,14,same_day_family_count,family_count=5|split=robustness|year=2025,14,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=5|risk=na,1,same_day_family_count,family_count=5|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=5|risk=na,13,same_day_family_count,family_count=5|split=train|year=2018,13,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=5|risk=na,19,same_day_family_count,family_count=5|split=train|year=2019,19,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=5|risk=na,41,same_day_family_count,family_count=5|split=train|year=2020,41,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=5|risk=na,42,same_day_family_count,family_count=5|split=train|year=2021,42,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=5|risk=na,31,same_day_family_count,family_count=5|split=validation|year=2022,31,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=5|risk=na,12,same_day_family_count,family_count=5|split=validation|year=2023,12,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|split=robustness|year=2024|family_count=3|risk=na,263,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|split=robustness|year=2024|family_count=3|risk=na,263,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|split=robustness|year=2025|family_count=3|risk=na,115,same_day_family_count,family_count=3|split=robustness|year=2025,115,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2017|family_count=3|risk=na,52,same_day_family_count,family_count=3|split=train|year=2017,52,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2018|family_count=3|risk=na,149,same_day_family_count,family_count=3|split=train|year=2018,149,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2019|family_count=3|risk=na,220,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2019|family_count=3|risk=na,220,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2020|family_count=3|risk=na,433,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2020|family_count=3|risk=na,433,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2021|family_count=3|risk=na,342,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|split=train|year=2021|family_count=3|risk=na,342,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|split=validation|year=2022|family_count=3|risk=na,378,same_day_bundle_key,bundle=momentum_rps|price_trend|pullback_drawdown|split=validation|year=2022|family_count=3|risk=na,378,sufficient
bundle=momentum_rps|price_trend|pullback_drawdown|split=validation|year=2023|family_count=3|risk=na,171,same_day_family_count,family_count=3|split=validation|year=2023,171,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=robustness|year=2024|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=robustness|year=2024,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=robustness|year=2025|family_count=4|risk=na,0,same_day_family_count,family_count=4|split=robustness|year=2025,0,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2019|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2019,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2020|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=train|year=2020,3,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2021|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2021,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=validation|year=2023|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=validation|year=2023,2,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=4|risk=na,17,same_day_family_count,family_count=4|split=robustness|year=2024,17,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=robustness|year=2025,2,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2018|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=train|year=2018,7,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2019|family_count=4|risk=na,9,same_day_family_count,family_count=4|split=train|year=2019,9,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2020|family_count=4|risk=na,30,same_day_family_count,family_count=4|split=train|year=2020,30,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2021|family_count=4|risk=na,18,same_day_family_count,family_count=4|split=train|year=2021,18,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=validation|year=2022|family_count=4|risk=na,18,same_day_family_count,family_count=4|split=validation|year=2022,18,bucket_below_n_min
bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=validation|year=2023|family_count=4|risk=na,10,same_day_family_count,family_count=4|split=validation|year=2023,10,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=robustness|year=2024|family_count=3|risk=na,21,same_day_family_count,family_count=3|split=robustness|year=2024,21,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=robustness|year=2025|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=robustness|year=2025,5,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=train|year=2017|family_count=3|risk=na,8,same_day_family_count,family_count=3|split=train|year=2017,8,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=train|year=2018|family_count=3|risk=na,26,same_day_family_count,family_count=3|split=train|year=2018,26,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=train|year=2019|family_count=3|risk=na,18,same_day_family_count,family_count=3|split=train|year=2019,18,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=train|year=2020|family_count=3|risk=na,52,same_day_family_count,family_count=3|split=train|year=2020,52,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=train|year=2021|family_count=3|risk=na,38,same_day_family_count,family_count=3|split=train|year=2021,38,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=validation|year=2022|family_count=3|risk=na,73,same_day_family_count,family_count=3|split=validation|year=2022,73,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|split=validation|year=2023|family_count=3|risk=na,20,same_day_family_count,family_count=3|split=validation|year=2023,20,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,30,same_day_family_count,family_count=4|split=robustness|year=2024,30,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,13,same_day_family_count,family_count=4|split=robustness|year=2025,13,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=train|year=2017,7,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,19,same_day_family_count,family_count=4|split=train|year=2018,19,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,21,same_day_family_count,family_count=4|split=train|year=2019,21,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,31,same_day_family_count,family_count=4|split=train|year=2020,31,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,26,same_day_family_count,family_count=4|split=train|year=2021,26,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,54,same_day_family_count,family_count=4|split=validation|year=2022,54,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,11,same_day_family_count,family_count=4|split=validation|year=2023,11,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,62,same_day_family_count,family_count=5|split=robustness|year=2024,62,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,24,same_day_family_count,family_count=5|split=robustness|year=2025,24,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,13,same_day_family_count,family_count=5|split=train|year=2017,13,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,30,same_day_family_count,family_count=5|split=train|year=2018,30,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,46,same_day_family_count,family_count=5|split=train|year=2019,46,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,54,same_day_family_count,family_count=5|split=train|year=2020,54,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,49,same_day_family_count,family_count=5|split=train|year=2021,49,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,77,same_day_family_count,family_count=5|split=validation|year=2022,77,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,53,same_day_family_count,family_count=5|split=validation|year=2023,53,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,46,same_day_family_count,family_count=4|split=robustness|year=2024,46,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,17,same_day_family_count,family_count=4|split=robustness|year=2025,17,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,6,same_day_family_count,family_count=4|split=train|year=2017,6,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,25,same_day_family_count,family_count=4|split=train|year=2018,25,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,34,same_day_family_count,family_count=4|split=train|year=2019,34,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,68,same_day_family_count,family_count=4|split=train|year=2020,68,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,34,same_day_family_count,family_count=4|split=train|year=2021,34,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,69,same_day_family_count,family_count=4|split=validation|year=2022,69,bucket_below_n_min
bundle=momentum_rps|price_trend|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,32,same_day_family_count,family_count=4|split=validation|year=2023,32,bucket_below_n_min
bundle=momentum_rps|price_trend|split=robustness|year=2024|family_count=2|risk=na,46,same_day_family_count,family_count=2|split=robustness|year=2024,46,bucket_below_n_min
bundle=momentum_rps|price_trend|split=robustness|year=2025|family_count=2|risk=na,10,same_day_family_count,family_count=2|split=robustness|year=2025,10,bucket_below_n_min
bundle=momentum_rps|price_trend|split=train|year=2017|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|price_trend|split=train|year=2018|family_count=2|risk=na,38,same_day_family_count,family_count=2|split=train|year=2018,38,bucket_below_n_min
bundle=momentum_rps|price_trend|split=train|year=2019|family_count=2|risk=na,14,same_day_family_count,family_count=2|split=train|year=2019,14,bucket_below_n_min
bundle=momentum_rps|price_trend|split=train|year=2020|family_count=2|risk=na,74,same_day_family_count,family_count=2|split=train|year=2020,74,bucket_below_n_min
bundle=momentum_rps|price_trend|split=train|year=2021|family_count=2|risk=na,57,same_day_family_count,family_count=2|split=train|year=2021,57,bucket_below_n_min
bundle=momentum_rps|price_trend|split=validation|year=2022|family_count=2|risk=na,67,same_day_family_count,family_count=2|split=validation|year=2022,67,bucket_below_n_min
bundle=momentum_rps|price_trend|split=validation|year=2023|family_count=2|risk=na,10,same_day_family_count,family_count=2|split=validation|year=2023,10,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=robustness|year=2024|family_count=3|risk=na,14,same_day_family_count,family_count=3|split=robustness|year=2024,14,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=robustness|year=2025|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=robustness|year=2025,2,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=train|year=2017|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2017,2,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=train|year=2018|family_count=3|risk=na,18,same_day_family_count,family_count=3|split=train|year=2018,18,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=train|year=2019|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=train|year=2019,5,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=train|year=2020|family_count=3|risk=na,23,same_day_family_count,family_count=3|split=train|year=2020,23,bucket_below_n_min
