original_bucket_key,original_sample_count,fallback_level,fallback_bucket_key,fallback_sample_count,fallback_reason
bundle=oscillator|range_breakout|volume_money|split=train|year=2018|family_count=3|risk=na,109,same_day_family_count,family_count=3|split=train|year=2018,109,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=train|year=2019|family_count=3|risk=na,222,same_day_bundle_key,bundle=oscillator|range_breakout|volume_money|split=train|year=2019|family_count=3|risk=na,222,sufficient
bundle=oscillator|range_breakout|volume_money|split=train|year=2020|family_count=3|risk=na,120,same_day_family_count,family_count=3|split=train|year=2020,120,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=train|year=2021|family_count=3|risk=na,43,same_day_family_count,family_count=3|split=train|year=2021,43,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=validation|year=2022|family_count=3|risk=na,161,same_day_family_count,family_count=3|split=validation|year=2022,161,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=validation|year=2023|family_count=3|risk=na,121,same_day_family_count,family_count=3|split=validation|year=2023,121,bucket_below_n_min
bundle=oscillator|split=robustness|year=2024|family_count=1|risk=na,70,same_day_family_count,family_count=1|split=robustness|year=2024,70,bucket_below_n_min
bundle=oscillator|split=robustness|year=2025|family_count=1|risk=na,47,same_day_family_count,family_count=1|split=robustness|year=2025,47,bucket_below_n_min
bundle=oscillator|split=train|year=2017|family_count=1|risk=na,12,same_day_family_count,family_count=1|split=train|year=2017,12,bucket_below_n_min
bundle=oscillator|split=train|year=2018|family_count=1|risk=na,31,same_day_family_count,family_count=1|split=train|year=2018,31,bucket_below_n_min
bundle=oscillator|split=train|year=2019|family_count=1|risk=na,48,same_day_family_count,family_count=1|split=train|year=2019,48,bucket_below_n_min
bundle=oscillator|split=train|year=2020|family_count=1|risk=na,33,same_day_family_count,family_count=1|split=train|year=2020,33,bucket_below_n_min
bundle=oscillator|split=train|year=2021|family_count=1|risk=na,18,same_day_family_count,family_count=1|split=train|year=2021,18,bucket_below_n_min
bundle=oscillator|split=validation|year=2022|family_count=1|risk=na,55,same_day_family_count,family_count=1|split=validation|year=2022,55,bucket_below_n_min
bundle=oscillator|split=validation|year=2023|family_count=1|risk=na,53,same_day_family_count,family_count=1|split=validation|year=2023,53,bucket_below_n_min
bundle=oscillator|volatility_band|split=robustness|year=2025|family_count=2|risk=na,0,same_day_family_count,family_count=2|split=robustness|year=2025,0,bucket_below_n_min
bundle=oscillator|volatility_band|split=train|year=2017|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2017,3,bucket_below_n_min
bundle=oscillator|volatility_band|split=train|year=2020|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=train|year=2020,1,bucket_below_n_min
bundle=oscillator|volatility_band|split=validation|year=2023|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=validation|year=2023,1,bucket_below_n_min
bundle=oscillator|volume_money|split=robustness|year=2024|family_count=2|risk=na,10,same_day_family_count,family_count=2|split=robustness|year=2024,10,bucket_below_n_min
bundle=oscillator|volume_money|split=robustness|year=2025|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=robustness|year=2025,3,bucket_below_n_min
bundle=oscillator|volume_money|split=train|year=2017|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2017,3,bucket_below_n_min
bundle=oscillator|volume_money|split=train|year=2018|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=train|year=2018,1,bucket_below_n_min
bundle=oscillator|volume_money|split=train|year=2019|family_count=2|risk=na,8,same_day_family_count,family_count=2|split=train|year=2019,8,bucket_below_n_min
bundle=oscillator|volume_money|split=train|year=2020|family_count=2|risk=na,14,same_day_family_count,family_count=2|split=train|year=2020,14,bucket_below_n_min
bundle=oscillator|volume_money|split=train|year=2021|family_count=2|risk=na,7,same_day_family_count,family_count=2|split=train|year=2021,7,bucket_below_n_min
bundle=oscillator|volume_money|split=validation|year=2022|family_count=2|risk=na,11,same_day_family_count,family_count=2|split=validation|year=2022,11,bucket_below_n_min
bundle=oscillator|volume_money|split=validation|year=2023|family_count=2|risk=na,5,same_day_family_count,family_count=2|split=validation|year=2023,5,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=3|risk=na,91,same_day_family_count,family_count=3|split=robustness|year=2024,91,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=3|risk=na,28,same_day_family_count,family_count=3|split=robustness|year=2025,28,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=train|year=2017|family_count=3|risk=na,11,same_day_family_count,family_count=3|split=train|year=2017,11,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=train|year=2018|family_count=3|risk=na,48,same_day_family_count,family_count=3|split=train|year=2018,48,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=train|year=2019|family_count=3|risk=na,90,same_day_family_count,family_count=3|split=train|year=2019,90,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=train|year=2020|family_count=3|risk=na,198,same_day_family_count,family_count=3|split=train|year=2020,198,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=train|year=2021|family_count=3|risk=na,132,same_day_family_count,family_count=3|split=train|year=2021,132,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=3|risk=na,155,same_day_family_count,family_count=3|split=validation|year=2022,155,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=3|risk=na,36,same_day_family_count,family_count=3|split=validation|year=2023,36,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,152,same_day_family_count,family_count=4|split=robustness|year=2024,152,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,20,same_day_family_count,family_count=4|split=robustness|year=2025,20,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,22,same_day_family_count,family_count=4|split=train|year=2017,22,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,58,same_day_family_count,family_count=4|split=train|year=2018,58,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,102,same_day_family_count,family_count=4|split=train|year=2019,102,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,203,same_day_bundle_key,bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,203,sufficient
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,114,same_day_family_count,family_count=4|split=train|year=2021,114,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,93,same_day_family_count,family_count=4|split=validation|year=2022,93,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,42,same_day_family_count,family_count=4|split=validation|year=2023,42,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,65,same_day_family_count,family_count=5|split=robustness|year=2024,65,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,10,same_day_family_count,family_count=5|split=robustness|year=2025,10,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,3,same_day_family_count,family_count=5|split=train|year=2017,3,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,23,same_day_family_count,family_count=5|split=train|year=2018,23,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,41,same_day_family_count,family_count=5|split=train|year=2019,41,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,52,same_day_family_count,family_count=5|split=train|year=2020,52,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,36,same_day_family_count,family_count=5|split=train|year=2021,36,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,42,same_day_family_count,family_count=5|split=validation|year=2022,42,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,21,same_day_family_count,family_count=5|split=validation|year=2023,21,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,40,same_day_family_count,family_count=4|split=robustness|year=2024,40,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,13,same_day_family_count,family_count=4|split=robustness|year=2025,13,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=train|year=2017,7,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,21,same_day_family_count,family_count=4|split=train|year=2018,21,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,23,same_day_family_count,family_count=4|split=train|year=2019,23,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,52,same_day_family_count,family_count=4|split=train|year=2020,52,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,24,same_day_family_count,family_count=4|split=train|year=2021,24,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,58,same_day_family_count,family_count=4|split=validation|year=2022,58,bucket_below_n_min
bundle=price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,27,same_day_family_count,family_count=4|split=validation|year=2023,27,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=robustness|year=2024|family_count=2|risk=na,62,same_day_family_count,family_count=2|split=robustness|year=2024,62,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=robustness|year=2025|family_count=2|risk=na,6,same_day_family_count,family_count=2|split=robustness|year=2025,6,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=train|year=2017|family_count=2|risk=na,9,same_day_family_count,family_count=2|split=train|year=2017,9,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=train|year=2018|family_count=2|risk=na,33,same_day_family_count,family_count=2|split=train|year=2018,33,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=train|year=2019|family_count=2|risk=na,81,same_day_family_count,family_count=2|split=train|year=2019,81,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=train|year=2020|family_count=2|risk=na,139,same_day_family_count,family_count=2|split=train|year=2020,139,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=train|year=2021|family_count=2|risk=na,85,same_day_family_count,family_count=2|split=train|year=2021,85,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=validation|year=2022|family_count=2|risk=na,59,same_day_family_count,family_count=2|split=validation|year=2022,59,bucket_below_n_min
bundle=price_trend|pullback_drawdown|split=validation|year=2023|family_count=2|risk=na,28,same_day_family_count,family_count=2|split=validation|year=2023,28,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=robustness|year=2024|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=robustness|year=2024,10,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=robustness|year=2025|family_count=3|risk=na,0,same_day_family_count,family_count=3|split=robustness|year=2025,0,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=train|year=2017|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2017,1,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=train|year=2018|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2018,2,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=train|year=2019|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=train|year=2019,5,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=train|year=2020|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=train|year=2020,10,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=train|year=2021|family_count=3|risk=na,6,same_day_family_count,family_count=3|split=train|year=2021,6,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=validation|year=2022|family_count=3|risk=na,6,same_day_family_count,family_count=3|split=validation|year=2022,6,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|split=validation|year=2023|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=validation|year=2023,2,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2020,1,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=validation|year=2022,1,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=3|risk=na,20,same_day_family_count,family_count=3|split=robustness|year=2024,20,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=3|risk=na,0,same_day_family_count,family_count=3|split=robustness|year=2025,0,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volume_money|split=train|year=2020|family_count=3|risk=na,8,same_day_family_count,family_count=3|split=train|year=2020,8,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volume_money|split=train|year=2021|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=train|year=2021,5,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volume_money|split=validation|year=2022|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=validation|year=2022,4,bucket_below_n_min
bundle=price_trend|pullback_drawdown|volume_money|split=validation|year=2023|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=validation|year=2023,2,bucket_below_n_min
bundle=price_trend|range_breakout|split=robustness|year=2024|family_count=2|risk=na,30,same_day_family_count,family_count=2|split=robustness|year=2024,30,bucket_below_n_min
bundle=price_trend|range_breakout|split=robustness|year=2025|family_count=2|risk=na,14,same_day_family_count,family_count=2|split=robustness|year=2025,14,bucket_below_n_min
bundle=price_trend|range_breakout|split=train|year=2017|family_count=2|risk=na,7,same_day_family_count,family_count=2|split=train|year=2017,7,bucket_below_n_min
bundle=price_trend|range_breakout|split=train|year=2018|family_count=2|risk=na,26,same_day_family_count,family_count=2|split=train|year=2018,26,bucket_below_n_min
bundle=price_trend|range_breakout|split=train|year=2019|family_count=2|risk=na,21,same_day_family_count,family_count=2|split=train|year=2019,21,bucket_below_n_min
bundle=price_trend|range_breakout|split=train|year=2020|family_count=2|risk=na,49,same_day_family_count,family_count=2|split=train|year=2020,49,bucket_below_n_min
bundle=price_trend|range_breakout|split=train|year=2021|family_count=2|risk=na,56,same_day_family_count,family_count=2|split=train|year=2021,56,bucket_below_n_min
bundle=price_trend|range_breakout|split=validation|year=2022|family_count=2|risk=na,49,same_day_family_count,family_count=2|split=validation|year=2022,49,bucket_below_n_min
bundle=price_trend|range_breakout|split=validation|year=2023|family_count=2|risk=na,13,same_day_family_count,family_count=2|split=validation|year=2023,13,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,47,same_day_family_count,family_count=3|split=robustness|year=2024,47,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=robustness|year=2025,10,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2017,3,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,20,same_day_family_count,family_count=3|split=train|year=2018,20,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,19,same_day_family_count,family_count=3|split=train|year=2019,19,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=train|year=2020|family_count=3|risk=na,24,same_day_family_count,family_count=3|split=train|year=2020,24,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=train|year=2021|family_count=3|risk=na,16,same_day_family_count,family_count=3|split=train|year=2021,16,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=validation|year=2022|family_count=3|risk=na,31,same_day_family_count,family_count=3|split=validation|year=2022,31,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|split=validation|year=2023|family_count=3|risk=na,18,same_day_family_count,family_count=3|split=validation|year=2023,18,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,47,same_day_family_count,family_count=4|split=robustness|year=2024,47,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,16,same_day_family_count,family_count=4|split=robustness|year=2025,16,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,6,same_day_family_count,family_count=4|split=train|year=2017,6,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,29,same_day_family_count,family_count=4|split=train|year=2018,29,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=4|risk=na,49,same_day_family_count,family_count=4|split=train|year=2019,49,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,62,same_day_family_count,family_count=4|split=train|year=2020,62,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,26,same_day_family_count,family_count=4|split=train|year=2021,26,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,24,same_day_family_count,family_count=4|split=validation|year=2022,24,bucket_below_n_min
bundle=price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,26,same_day_family_count,family_count=4|split=validation|year=2023,26,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=robustness|year=2024|family_count=3|risk=na,62,same_day_family_count,family_count=3|split=robustness|year=2024,62,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=robustness|year=2025|family_count=3|risk=na,25,same_day_family_count,family_count=3|split=robustness|year=2025,25,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=train|year=2017|family_count=3|risk=na,8,same_day_family_count,family_count=3|split=train|year=2017,8,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=train|year=2018|family_count=3|risk=na,48,same_day_family_count,family_count=3|split=train|year=2018,48,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=train|year=2019|family_count=3|risk=na,57,same_day_family_count,family_count=3|split=train|year=2019,57,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=train|year=2020|family_count=3|risk=na,85,same_day_family_count,family_count=3|split=train|year=2020,85,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=train|year=2021|family_count=3|risk=na,35,same_day_family_count,family_count=3|split=train|year=2021,35,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=validation|year=2022|family_count=3|risk=na,58,same_day_family_count,family_count=3|split=validation|year=2022,58,bucket_below_n_min
bundle=price_trend|range_breakout|volume_money|split=validation|year=2023|family_count=3|risk=na,38,same_day_family_count,family_count=3|split=validation|year=2023,38,bucket_below_n_min
bundle=price_trend|split=robustness|year=2024|family_count=1|risk=na,92,same_day_family_count,family_count=1|split=robustness|year=2024,92,bucket_below_n_min
bundle=price_trend|split=robustness|year=2025|family_count=1|risk=na,16,same_day_family_count,family_count=1|split=robustness|year=2025,16,bucket_below_n_min
bundle=price_trend|split=train|year=2017|family_count=1|risk=na,9,same_day_family_count,family_count=1|split=train|year=2017,9,bucket_below_n_min
bundle=price_trend|split=train|year=2018|family_count=1|risk=na,78,same_day_family_count,family_count=1|split=train|year=2018,78,bucket_below_n_min
bundle=price_trend|split=train|year=2019|family_count=1|risk=na,43,same_day_family_count,family_count=1|split=train|year=2019,43,bucket_below_n_min
bundle=price_trend|split=train|year=2020|family_count=1|risk=na,114,same_day_family_count,family_count=1|split=train|year=2020,114,bucket_below_n_min
bundle=price_trend|split=train|year=2021|family_count=1|risk=na,110,same_day_family_count,family_count=1|split=train|year=2021,110,bucket_below_n_min
bundle=price_trend|split=validation|year=2022|family_count=1|risk=na,130,same_day_family_count,family_count=1|split=validation|year=2022,130,bucket_below_n_min
bundle=price_trend|split=validation|year=2023|family_count=1|risk=na,29,same_day_family_count,family_count=1|split=validation|year=2023,29,bucket_below_n_min
bundle=price_trend|volatility_band|split=robustness|year=2024|family_count=2|risk=na,26,same_day_family_count,family_count=2|split=robustness|year=2024,26,bucket_below_n_min
bundle=price_trend|volatility_band|split=robustness|year=2025|family_count=2|risk=na,5,same_day_family_count,family_count=2|split=robustness|year=2025,5,bucket_below_n_min
bundle=price_trend|volatility_band|split=train|year=2017|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=train|year=2017,1,bucket_below_n_min
bundle=price_trend|volatility_band|split=train|year=2018|family_count=2|risk=na,8,same_day_family_count,family_count=2|split=train|year=2018,8,bucket_below_n_min
bundle=price_trend|volatility_band|split=train|year=2019|family_count=2|risk=na,16,same_day_family_count,family_count=2|split=train|year=2019,16,bucket_below_n_min
bundle=price_trend|volatility_band|split=train|year=2020|family_count=2|risk=na,16,same_day_family_count,family_count=2|split=train|year=2020,16,bucket_below_n_min
bundle=price_trend|volatility_band|split=train|year=2021|family_count=2|risk=na,16,same_day_family_count,family_count=2|split=train|year=2021,16,bucket_below_n_min
bundle=price_trend|volatility_band|split=validation|year=2022|family_count=2|risk=na,26,same_day_family_count,family_count=2|split=validation|year=2022,26,bucket_below_n_min
bundle=price_trend|volatility_band|split=validation|year=2023|family_count=2|risk=na,11,same_day_family_count,family_count=2|split=validation|year=2023,11,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=robustness|year=2024|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=robustness|year=2024,2,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=robustness|year=2025|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=robustness|year=2025,2,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=train|year=2018|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2018,1,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=train|year=2019|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2019,2,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=train|year=2020|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=train|year=2020,4,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=train|year=2021|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2021,2,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=validation|year=2022|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=validation|year=2022,2,bucket_below_n_min
bundle=price_trend|volatility_band|volume_money|split=validation|year=2023|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=validation|year=2023,3,bucket_below_n_min
bundle=price_trend|volume_money|split=robustness|year=2024|family_count=2|risk=na,5,same_day_family_count,family_count=2|split=robustness|year=2024,5,bucket_below_n_min
bundle=price_trend|volume_money|split=robustness|year=2025|family_count=2|risk=na,1,same_day_family_count,family_count=2|split=robustness|year=2025,1,bucket_below_n_min
bundle=price_trend|volume_money|split=train|year=2018|family_count=2|risk=na,5,same_day_family_count,family_count=2|split=train|year=2018,5,bucket_below_n_min
bundle=price_trend|volume_money|split=train|year=2019|family_count=2|risk=na,8,same_day_family_count,family_count=2|split=train|year=2019,8,bucket_below_n_min
bundle=price_trend|volume_money|split=train|year=2020|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2020,3,bucket_below_n_min
bundle=price_trend|volume_money|split=train|year=2021|family_count=2|risk=na,6,same_day_family_count,family_count=2|split=train|year=2021,6,bucket_below_n_min
bundle=price_trend|volume_money|split=validation|year=2022|family_count=2|risk=na,5,same_day_family_count,family_count=2|split=validation|year=2022,5,bucket_below_n_min
bundle=price_trend|volume_money|split=validation|year=2023|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=validation|year=2023,3,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=2|risk=na,269,same_day_bundle_key,bundle=pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=2|risk=na,269,sufficient
bundle=pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=2|risk=na,68,same_day_family_count,family_count=2|split=robustness|year=2025,68,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|split=train|year=2017|family_count=2|risk=na,39,same_day_family_count,family_count=2|split=train|year=2017,39,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|split=train|year=2018|family_count=2|risk=na,241,same_day_bundle_key,bundle=pullback_drawdown|range_breakout|split=train|year=2018|family_count=2|risk=na,241,sufficient
bundle=pullback_drawdown|range_breakout|split=train|year=2019|family_count=2|risk=na,300,same_day_bundle_key,bundle=pullback_drawdown|range_breakout|split=train|year=2019|family_count=2|risk=na,300,sufficient
bundle=pullback_drawdown|range_breakout|split=train|year=2020|family_count=2|risk=na,438,same_day_bundle_key,bundle=pullback_drawdown|range_breakout|split=train|year=2020|family_count=2|risk=na,438,sufficient
bundle=pullback_drawdown|range_breakout|split=train|year=2021|family_count=2|risk=na,239,same_day_bundle_key,bundle=pullback_drawdown|range_breakout|split=train|year=2021|family_count=2|risk=na,239,sufficient
bundle=pullback_drawdown|range_breakout|split=validation|year=2022|family_count=2|risk=na,336,same_day_bundle_key,bundle=pullback_drawdown|range_breakout|split=validation|year=2022|family_count=2|risk=na,336,sufficient
bundle=pullback_drawdown|range_breakout|split=validation|year=2023|family_count=2|risk=na,118,same_day_family_count,family_count=2|split=validation|year=2023,118,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,98,same_day_family_count,family_count=3|split=robustness|year=2024,98,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,25,same_day_family_count,family_count=3|split=robustness|year=2025,25,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,16,same_day_family_count,family_count=3|split=train|year=2017,16,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,64,same_day_family_count,family_count=3|split=train|year=2018,64,bucket_below_n_min
bundle=pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,92,same_day_family_count,family_count=3|split=train|year=2019,92,bucket_below_n_min
