context_bucket_id,same_day_bundle_key,split,year,same_day_family_count,entry_risk_pct_bucket,row_count,label_denominator_count,good_count,bad_count,neutral_count,censored_or_invalid_count,censored_or_invalid_rate,P_good,P_bad,P_neutral,P_good_plus_P_bad_plus_P_neutral,EV_R_diagnostic,sample_sufficiency_status,context_bucket_definition,context_source_fields,context_field_status,fallback_level
bundle=momentum_rps|oscillator|range_breakout|split=validation|year=2023|family_count=3|risk=na,momentum_rps|oscillator|range_breakout,validation,2023,3,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|split=validation|year=2023|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volatility_band,robustness,2024,4,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volatility_band,robustness,2025,4,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volatility_band,train,2018,4,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volatility_band,validation,2022,4,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volatility_band,validation,2023,4,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,momentum_rps|oscillator|range_breakout|volatility_band|volume_money,robustness,2024,5,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,momentum_rps|oscillator|range_breakout|volatility_band|volume_money,robustness,2025,5,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,momentum_rps|oscillator|range_breakout|volatility_band|volume_money,train,2018,5,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,momentum_rps|oscillator|range_breakout|volatility_band|volume_money,validation,2022,5,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,momentum_rps|oscillator|range_breakout|volatility_band|volume_money,validation,2023,5,na,1,0,0,0,0,1,1.0,,,,,,unusable,bundle=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,robustness,2024,4,na,7,7,0,7,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,robustness,2025,4,na,2,1,0,1,0,1,0.5,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,train,2017,4,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,train,2018,4,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,train,2019,4,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,train,2021,4,na,4,2,0,2,0,2,0.5,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,validation,2022,4,na,1,1,1,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,momentum_rps|oscillator|range_breakout|volume_money,validation,2023,4,na,4,2,0,1,1,2,0.5,0.0,0.5,0.5,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|oscillator|split=validation|year=2022|family_count=2|risk=na,momentum_rps|oscillator,validation,2022,2,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|oscillator|split=validation|year=2022|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,robustness,2024,4,na,306,306,84,214,8,0,0.0,0.27450980392156865,0.6993464052287581,0.026143790849673203,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,robustness,2025,4,na,378,109,34,75,0,269,0.7116402116402116,0.3119266055045872,0.6880733944954128,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2017|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,train,2017,4,na,74,74,30,44,0,0,0.0,0.40540540540540543,0.5945945945945946,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2017|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2018|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,train,2018,4,na,205,205,49,156,0,0,0.0,0.23902439024390243,0.7609756097560976,0.0,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2018|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2019|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,train,2019,4,na,285,285,111,171,3,0,0.0,0.3894736842105263,0.6,0.010526315789473684,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2019|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2020|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,train,2020,4,na,589,589,236,349,4,0,0.0,0.400679117147708,0.5925297113752123,0.006791171477079796,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2020|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2021|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,train,2021,4,na,912,408,115,291,2,504,0.5526315789473685,0.2818627450980392,0.7132352941176471,0.004901960784313725,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=train|year=2021|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,validation,2022,4,na,539,538,144,392,2,1,0.0018552875695732839,0.26765799256505574,0.7286245353159851,0.0037174721189591076,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=4|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout,validation,2023,4,na,308,209,58,150,1,99,0.32142857142857145,0.27751196172248804,0.7177033492822966,0.004784688995215311,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,robustness,2024,5,na,362,361,104,252,5,1,0.0027624309392265192,0.2880886426592798,0.6980609418282548,0.013850415512465374,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,robustness,2025,5,na,552,143,45,95,3,409,0.7409420289855072,0.3146853146853147,0.6643356643356644,0.02097902097902098,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,train,2017,5,na,112,112,46,65,1,0,0.0,0.4107142857142857,0.5803571428571429,0.008928571428571428,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,train,2018,5,na,222,221,51,169,1,1,0.0045045045045045045,0.23076923076923078,0.7647058823529411,0.004524886877828055,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,train,2019,5,na,359,359,129,228,2,0,0.0,0.3593314763231198,0.6350974930362117,0.005571030640668524,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,train,2020,5,na,634,632,212,418,2,2,0.0031545741324921135,0.33544303797468356,0.6613924050632911,0.0031645569620253164,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,train,2021,5,na,824,397,78,318,1,427,0.5182038834951457,0.1964735516372796,0.801007556675063,0.0025188916876574307,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,validation,2022,5,na,464,464,136,326,2,0,0.0,0.29310344827586204,0.7025862068965517,0.004310344827586207,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,validation,2023,5,na,357,255,72,181,2,102,0.2857142857142857,0.2823529411764706,0.7098039215686275,0.00784313725490196,1.0,,sufficient,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,robustness,2024,6,na,68,68,20,47,1,0,0.0,0.29411764705882354,0.6911764705882353,0.014705882352941176,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,robustness,2025,6,na,128,40,13,27,0,88,0.6875,0.325,0.675,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,train,2017,6,na,17,17,6,11,0,0,0.0,0.35294117647058826,0.6470588235294118,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,train,2018,6,na,45,45,9,34,2,0,0.0,0.2,0.7555555555555555,0.044444444444444446,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,train,2019,6,na,70,70,29,41,0,0,0.0,0.4142857142857143,0.5857142857142857,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,train,2020,6,na,82,82,26,56,0,0,0.0,0.3170731707317073,0.6829268292682927,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,train,2021,6,na,133,64,16,47,1,69,0.518796992481203,0.25,0.734375,0.015625,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,validation,2022,6,na,104,103,36,66,1,1,0.009615384615384616,0.34951456310679613,0.6407766990291263,0.009708737864077669,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=6|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,validation,2023,6,na,93,65,17,48,0,28,0.3010752688172043,0.26153846153846155,0.7384615384615385,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=6|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,robustness,2024,5,na,29,29,6,23,0,0,0.0,0.20689655172413793,0.7931034482758621,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,robustness,2025,5,na,31,14,7,7,0,17,0.5483870967741935,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,train,2017,5,na,1,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=5|risk=na,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,train,2018,5,na,13,13,3,10,0,0,0.0,0.23076923076923078,0.7692307692307693,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=5|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
