baseline_family,family_id,grid_cell_id,split,unmatched_candidate_rate,baseline_reuse_rate,max_standardized_mean_difference_after_matching,decision_month_coverage_delta,instrument_coverage_delta,matched_baseline_primary_row_count,primary_enrichment_denominator_row_count,baseline_matching_quality_gate,residual_alpha_claim_allowed,positive_beta_exposure_claim_allowed,baseline_quality_blocks_residual_alpha_only,cell_eligible_for_selection_under_this_baseline,blocking_reason
liquidity_size_volatility_matched_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__b07c28a6982d,train,0.28526956275647375,0.11376821848026042,0.344657784655569,0.02363096080373567,0.002122541389557096,7067,7067,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0f3866bd844f,train,0.14823008849557523,0.01870474658085275,0.736041118780742,0.033588093322606594,0.0028157683024939663,4972,4972,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0f3866bd844f,train,0.01830249396621078,0.004022526146419958,0.8966758025499746,0.06094127111826227,0.0008045052292839903,4972,4972,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0f3866bd844f,train,0.31114239742558325,0.10478680611423974,0.36897061927130687,0.033588093322606594,0.003218020917135961,4972,4972,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__a4ad4a4db78c,train,0.1251993620414673,0.012759170653907526,0.6725794448723639,0.02631578947368421,0.002791068580542265,5016,5016,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__a4ad4a4db78c,train,0.01893939393939394,0.006180223285486397,0.8172368296762677,0.052232854864433804,0.0007974481658692185,5016,5016,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__a4ad4a4db78c,train,0.2956539074960128,0.08293460925039875,0.33700301073647987,0.02631578947368421,0.00259170653907496,5016,5016,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__f3350859dd27,train,0.17526664744883252,0.01527817814932253,0.6614771517807265,0.03805131161718074,0.003747477659267801,3469,3469,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__f3350859dd27,train,0.015566445661573941,0.002594407610262306,0.8554675830815659,0.0833093110406457,0.0005765350245027386,3469,3469,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__f3350859dd27,train,0.33266070913808016,0.07149034303833957,0.35923747412149876,0.03805131161718074,0.003170942634765062,3469,3469,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__126a0d3d0ce3,train,0.1155226558995065,0.010991475998205491,0.8053093595654954,0.026469268730372364,0.0024674742036787795,4458,4458,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__126a0d3d0ce3,train,0.019515477792732168,0.004262000897263363,0.9135559091973744,0.06056527590847914,0.0008972633467922835,4458,4458,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__126a0d3d0ce3,train,0.2927321668909825,0.08748317631224767,0.3830320564342413,0.026469268730372364,0.002916105877074922,4458,4458,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__367243113bfc,train,0.16136363636363638,0.008441558441558472,0.7342561193792781,0.03766233766233766,0.002922077922077922,3080,3080,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__367243113bfc,train,0.016233766233766232,0.0016233766233766378,0.9528695365240828,0.09155844155844155,0.0006493506493506494,3080,3080,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__367243113bfc,train,0.33051948051948055,0.07922077922077919,0.3941058519529449,0.03766233766233766,0.0035714285714285713,3080,3080,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__31226d09f5ea,train,0.12086319963397896,0.03812719231355799,0.8745386492961681,0.020817447003202684,0.002440140308067714,13114,13114,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__31226d09f5ea,train,0.03721213969803264,0.0359158151593717,0.8250228770708664,0.020817447003202684,0.0005337806923898125,13114,13114,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__31226d09f5ea,train,0.3015098368156169,0.19261857556809514,0.29284993133107057,0.020817447003202684,0.0016013420771694375,13114,13114,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e76f8d277b6e,train,0.18023553507424475,0.028161802355350707,0.9262437083257297,0.03277009728622632,0.004736303123399898,7812,7812,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e76f8d277b6e,train,0.03533026113671275,0.01702508960573479,0.9698733126118328,0.03277009728622632,0.0006400409626216078,7812,7812,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e76f8d277b6e,train,0.33602150537634407,0.15681003584229392,0.3748702669809586,0.03277009728622632,0.0016641065028161805,7812,7812,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__57543f0e85fd,train,0.12316118935837246,0.03920187793427232,0.8660739402132673,0.021283255086071987,0.002660406885758999,12780,12780,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__57543f0e85fd,train,0.03748043818466354,0.034115805946791866,0.8301754578701703,0.021283255086071987,0.0005477308294209702,12780,12780,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__57543f0e85fd,train,0.3033646322378717,0.19303599374021907,0.3062544830371666,0.021283255086071987,0.001643192488262911,12780,12780,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__10a231449c89,train,0.18029835390946503,0.03356481481481477,0.9510994020666342,0.03266460905349794,0.004758230452674896,7776,7776,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__10a231449c89,train,0.03523662551440329,0.017746913580246937,0.9769823525267781,0.03266460905349794,0.0006430041152263374,7776,7776,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__10a231449c89,train,0.33629115226337447,0.15560699588477367,0.3839371758382072,0.03266460905349794,0.0016718106995884776,7776,7776,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c7e7179c7b8f,train,0.12709524748570303,0.030270163675803596,0.9247151263686334,0.02139617432459081,0.0026621968053638337,10142,10142,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c7e7179c7b8f,train,0.04091895089725892,0.029875764149082995,0.842509810760306,0.02139617432459081,0.0006901991717609938,10142,10142,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c7e7179c7b8f,train,0.31315322421613095,0.15490041411950306,0.33625662604973644,0.02139617432459081,0.0020705975152829816,10142,10142,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9c9d1299022,train,0.18728323699421964,0.02279108175061928,0.9932474670623734,0.03352601156069364,0.0054500412881915775,6055,6055,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9c9d1299022,train,0.03815028901734104,0.016184971098265888,0.9850007420802379,0.03352601156069364,0.0006606110652353427,6055,6055,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9c9d1299022,train,0.3448389760528489,0.12270850536746492,0.42050892938274054,0.03352601156069364,0.0031379025598678783,6055,6055,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__8a6c15a34460,train,0.12838244137101623,0.02645820805772703,0.9232219071166791,0.02164762477450391,0.002906394066947284,9978,9978,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__8a6c15a34460,train,0.04139106033273201,0.030066145520144305,0.8469782410148178,0.02164762477450391,0.0007015433954700341,9978,9978,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__8a6c15a34460,train,0.31469232311084383,0.1582481459210262,0.3399666172663516,0.02164762477450391,0.002305071156544398,9978,9978,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4845f366eae6,train,0.18731368002649884,0.020536601523683307,0.9869142540373065,0.03345478635309705,0.004306061609804571,6038,6038,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4845f366eae6,train,0.038092083471348126,0.014739980125869523,0.9917589547870856,0.03345478635309705,0.000662471016893011,6038,6038,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4845f366eae6,train,0.34465054653858895,0.1257038754554488,0.4293426788934272,0.03345478635309705,0.0028155018217952965,6038,6038,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,train,0.12828515111695138,0.017411300919842332,0.9789183583857228,0.021189224704336398,0.004434954007884363,6088,6088,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,train,0.04894875164257556,0.027102496714848878,0.8837725131077416,0.021189224704336398,0.0009855453350854138,6088,6088,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,train,0.33032194480946125,0.10249671484888301,0.41185682131028545,0.021189224704336398,0.002628120893561104,6088,6088,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,train,0.19227539882451722,0.015393226980128794,1.081039959977489,0.033865099356283235,0.008396305625524769,3573,3573,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,train,0.04310103554436048,0.014273719563392073,1.0204707532815485,0.033865099356283235,0.001119507416736636,3573,3573,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,train,0.36523929471032746,0.0724881052336972,0.5041817213414072,0.033865099356283235,0.003638399104394066,3573,3573,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,train,0.12898958161071605,0.018356209690755798,0.9911387655189267,0.021332892343310733,0.004795766495783033,6047,6047,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,train,0.04928063502563255,0.027947742682321808,0.9040888909371713,0.021332892343310733,0.000992227550851662,6047,6047,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,train,0.3309078882090293,0.09889201256821567,0.42012813536084764,0.021332892343310733,0.0033074251695055395,6047,6047,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,train,0.19243697478991598,0.012885154061624604,1.0406130262756068,0.033893557422969185,0.006162464985994398,3570,3570,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,train,0.043137254901960784,0.012885154061624604,1.042687824781106,0.033893557422969185,0.0011204481792717086,3570,3570,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,train,0.365266106442577,0.07535014005602236,0.4964317863487161,0.033893557422969185,0.0030812324929972,3570,3570,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,train,0.10502236681577877,0.0233834892232615,0.9987799673795772,0.019926799511996746,0.0028466856445709633,9836,9836,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,train,0.04158194387962586,0.028466856445709676,0.9769982282769527,0.019926799511996746,0.0006100040666937779,9836,9836,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,train,0.2914802765351769,0.16785278568523787,0.3677064843961177,0.019926799511996746,0.0023383489223261487,9836,9836,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,train,0.1600633914421553,0.019721782003873867,1.0916047516029244,0.03151963373833421,0.004050008804366966,5679,5679,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,train,0.03979573868638845,0.012150026413100923,1.1299595548881454,0.03433703116745906,0.0007043493572812115,5679,5679,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,train,0.32805071315372425,0.13206550449022714,0.4489956828653394,0.03151963373833421,0.0024652227504842403,5679,5679,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,train,0.10583529894369809,0.022561788534509297,1.0147748839616901,0.020100502512562814,0.0029740539431853145,9751,9751,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,train,0.04153420162034663,0.028304789252384333,0.9680634095652265,0.020100502512562814,0.0006153215054866168,9751,9751,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,train,0.2914572864321608,0.17608450415342014,0.3572990749441848,0.020100502512562814,0.0020510716849553886,9751,9751,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,train,0.16023268112109995,0.01780363123567774,1.095518506981977,0.03137669663317469,0.004230565838180857,5673,5673,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,train,0.03966155473294553,0.01040014101886122,1.1094595563938865,0.03560726247135554,0.0007050943063634761,5673,5673,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,train,0.32804512603560726,0.13467301251542396,0.4505855966828327,0.03137669663317469,0.0029966508020447735,5673,5673,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,train,0.11214835372776587,0.021445691938942857,1.045558701082548,0.021824145326100667,0.0032799293553677305,7927,7927,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,train,0.045162104200832595,0.026996341617257502,1.0029086044116944,0.021824145326100667,0.0007569067743156302,7927,7927,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,train,0.30490727892014635,0.13813548631260253,0.402605139380685,0.021824145326100667,0.00201841806484168,7927,7927,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,train,0.16832324978392393,0.01836646499567851,1.1021286017331373,0.033923941227312016,0.004753673292999136,4628,4628,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,train,0.04191875540190147,0.013180639585133935,1.1189413700683113,0.033923941227312016,0.000864304235090752,4628,4628,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,train,0.3349178910976664,0.1067415730337079,0.5066466402772112,0.033923941227312016,0.0028089887640449446,4628,4628,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,train,0.11257439534000253,0.021400531847536985,1.042509772140452,0.02190705331138407,0.003798910978852729,7897,7897,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,train,0.04520704064834748,0.027858680511586686,0.9750170250877132,0.02190705331138407,0.0007597821957705458,7897,7897,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,train,0.3051791819678359,0.1430923135367861,0.42211522979000005,0.02190705331138407,0.0022793465873116375,7897,7897,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,train,0.1684688581314879,0.016435986159169524,1.109897739412095,0.033953287197231834,0.005190311418685121,4624,4624,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,train,0.04195501730103806,0.014273356401384052,1.1465985825718625,0.033953287197231834,0.0008650519031141869,4624,4624,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,train,0.33477508650519033,0.10618512110726641,0.48397701751430056,0.033953287197231834,0.0032439446366782005,4624,4624,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,train,0.11941478845393436,0.013641755634638209,1.0882703193069616,0.02332937920126532,0.0039541320680110716,5058,5058,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,train,0.05219454329774614,0.028667457493080306,1.006901107130067,0.02332937920126532,0.0011862396204033216,5058,5058,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,train,0.32522736259391066,0.09134045077105579,0.49240834609701806,0.02332937920126532,0.0025701858442071968,5058,5058,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,train,0.18122866894197953,0.010921501706484649,1.1683152897313942,0.03651877133105802,0.007508532423208192,2930,2930,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,train,0.04539249146757679,0.011945392491467532,1.125833133612064,0.03651877133105802,0.0013651877133105802,2930,2930,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,train,0.363481228668942,0.06313993174061439,0.5776115214936653,0.03651877133105802,0.004436860068259386,2930,2930,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,train,0.11967505448781454,0.012680800475529996,1.0787427604068076,0.02338022587675847,0.004557162670893599,5047,5047,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,train,0.052308301961561325,0.025956013473350525,1.0064218037858892,0.02338022587675847,0.0011888250445809391,5047,5047,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,train,0.3257380622151773,0.094907866059045,0.4923283618594604,0.02338022587675847,0.0031702001188825047,5047,5047,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,train,0.18122866894197953,0.010921501706484649,1.1332456537313287,0.03651877133105802,0.006143344709897611,2930,2930,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,train,0.04539249146757679,0.012286689419795271,1.1249083373800914,0.03651877133105802,0.0013651877133105802,2930,2930,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,train,0.363481228668942,0.06655290102389078,0.6082909741654076,0.03651877133105802,0.0034129692832764505,2930,2930,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,train,0.09090909090909091,0.01567398119122254,1.148573228603925,0.019521231119977202,0.0029923055001424906,7018,7018,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,train,0.04645198062125962,0.026645768025078342,1.1146311401847429,0.020233684810487318,0.0008549444286121402,7018,7018,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,train,0.2792818466799658,0.1454830436021659,0.45278320326249777,0.019521231119977202,0.0022798518096323744,7018,7018,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,train,0.1409462472132772,0.010156056477582331,1.2294538706529516,0.031954421600198166,0.003963339113202873,4037,4037,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,train,0.04186276938320535,0.009412930393856822,1.2139494290295922,0.047064651969284124,0.0009908347783007183,4037,4037,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,train,0.30517711171662126,0.10032202130294776,0.593021902067966,0.031954421600198166,0.0029725043349021554,4037,4037,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,train,0.09090909090909091,0.014414157271300132,1.1435817539148447,0.01955187669473384,0.0031397174254317113,7007,7007,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,train,0.04623947481090338,0.024832310546596292,1.093052445458724,0.022548879691736835,0.0008562865705722849,7007,7007,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,train,0.27929213643499357,0.14185814185814183,0.45734088745496165,0.01955187669473384,0.001998001998001998,7007,7007,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,train,0.14098116947472744,0.011149653121902858,1.218971483045209,0.0319623389494549,0.005946481665014866,4036,4036,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,train,0.04187314172447968,0.012388503468780954,1.2440581376527384,0.046085232903865216,0.0009910802775024777,4036,4036,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,train,0.30525272547076315,0.10158572844400393,0.5854748358590953,0.0319623389494549,0.0027254707631318136,4036,4036,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,train,0.097857263371014,0.013328834148810476,1.1646784639980297,0.020752488611439177,0.003205668972498735,5927,5927,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,train,0.04943478994432259,0.02328327990551715,1.1263010409572038,0.02108992745064957,0.0008435970980259828,5927,5927,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,train,0.29289691243462124,0.12080310443732079,0.4960256875223683,0.020752488611439177,0.002868230133288341,5927,5927,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,train,0.14809468822170901,0.011836027713625907,1.2533264558814388,0.033198614318706694,0.005196304849884526,3464,3464,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,train,0.04387990762124711,0.010681293302540418,1.2392983456608313,0.04359122401847575,0.0011547344110854503,3464,3464,fail,False,True,True,True,baseline_quality_threshold_failed
