baseline_family,family_id,grid_cell_id,split,baseline_eligible_universe_row_n,requested_same_budget_row_n,materialized_baseline_row_n,unmatched_candidate_n,baseline_sample_id_n,membership_frozen_before_label_readout,matching_bucket_frozen_before_label_readout,baseline_forward_label_read_after_membership_freeze,baseline_label_anchor_type,ready_made_event_anchored_label_used,baseline_materialization_gate,blocking_reason
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,train,433131,6088,6088,781,6079,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,train,433131,6088,6088,288,6076,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__61db67ee1618,train,433131,6088,6088,1721,6070,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,train,433131,3573,3573,687,3563,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,train,433131,3573,3573,151,3571,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__bb20a9263519,train,433131,3573,3573,1167,3560,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,train,433131,6047,6047,780,6033,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,train,433131,6047,6047,288,6032,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__377c3e689ae8,train,433131,6047,6047,1715,6015,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,train,433131,3570,3570,687,3566,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,train,433131,3570,3570,151,3568,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__ff7adaf093c4,train,433131,3570,3570,1166,3556,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,train,433131,9836,9836,1033,9812,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,train,433131,9836,9836,388,9808,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__b9a0e3481365,train,433131,9836,9836,2221,9789,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,train,433131,5679,5679,909,5668,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,train,433131,5679,5679,217,5673,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__da4cbee37ceb,train,433131,5679,5679,1529,5658,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,train,433131,9751,9751,1032,9732,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,train,433131,9751,9751,384,9719,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fc404ad6ee08,train,433131,9751,9751,2212,9693,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,train,433131,5673,5673,909,5662,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,train,433131,5673,5673,216,5667,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__167dfbbd79ce,train,433131,5673,5673,1527,5655,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,train,433131,7927,7927,889,7915,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,train,433131,7927,7927,342,7906,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__1d4b408e8ccc,train,433131,7927,7927,1959,7878,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,train,433131,4628,4628,779,4624,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,train,433131,4628,4628,188,4622,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__69f8f25a82ee,train,433131,4628,4628,1330,4615,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,train,433131,7897,7897,889,7880,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,train,433131,7897,7897,341,7877,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6264e326b511,train,433131,7897,7897,1954,7861,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,train,433131,4624,4624,779,4613,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,train,433131,4624,4624,188,4614,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__a8dd24f2baa2,train,433131,4624,4624,1328,4615,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,train,433131,5058,5058,604,5055,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,train,433131,5058,5058,255,5048,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6e8b74238e42,train,433131,5058,5058,1441,5041,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,train,433131,2930,2930,531,2925,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,train,433131,2930,2930,130,2927,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__27f209526792,train,433131,2930,2930,955,2928,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,train,433131,5047,5047,604,5044,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,train,433131,5047,5047,255,5033,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__24b995ebc14d,train,433131,5047,5047,1439,5023,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,train,433131,2930,2930,531,2927,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,train,433131,2930,2930,130,2927,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__5980fec7fd4d,train,433131,2930,2930,955,2920,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,train,433131,7018,7018,638,7001,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,train,433131,7018,7018,309,6997,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__6cc7775eba3a,train,433131,7018,7018,1585,6989,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,train,433131,4037,4037,569,4030,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,train,433131,4037,4037,163,4034,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e5f73d05e309,train,433131,4037,4037,1049,4031,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,train,433131,7007,7007,637,7000,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,train,433131,7007,7007,307,6987,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__fe4d0e58f856,train,433131,7007,7007,1583,6989,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,train,433131,4036,4036,569,4031,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,train,433131,4036,4036,163,4031,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__4e58bb88c5d9,train,433131,4036,4036,1049,4027,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,train,433131,5927,5927,580,5917,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,train,433131,5927,5927,280,5914,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__d0f0fb1727c9,train,433131,5927,5927,1447,5908,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,train,433131,3464,3464,513,3461,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,train,433131,3464,3464,147,3459,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,train,433131,3464,3464,955,3454,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,train,433131,5923,5923,580,5915,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,train,433131,5923,5923,279,5910,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,train,433131,5923,5923,1446,5903,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,train,433131,3463,3463,513,3461,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,train,433131,3463,3463,147,3460,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,train,433131,3463,3463,955,3453,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,train,433131,4061,4061,455,4055,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,train,433131,4061,4061,220,4053,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,train,433131,4061,4061,1165,4048,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,train,433131,2373,2373,402,2373,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,train,433131,2373,2373,111,2372,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,train,433131,2373,2373,761,2371,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,train,433131,4057,4057,455,4055,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,train,433131,4057,4057,219,4050,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,train,433131,4057,4057,1164,4045,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,train,433131,2373,2373,402,2371,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,train,433131,2373,2373,111,2371,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,train,433131,2373,2373,761,2369,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,train,433131,7640,7640,1571,7624,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,train,433131,7640,7640,88,7634,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,train,433131,7640,7640,1708,7590,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,train,433131,4137,4137,664,4130,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,train,433131,4137,4137,44,4135,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,train,433131,4137,4137,746,4132,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,train,433131,4657,4657,1057,4643,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,train,433131,4657,4657,50,4656,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,train,433131,4657,4657,1130,4643,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,train,433131,2589,2589,452,2587,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,train,433131,2589,2589,30,2589,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,train,433131,2589,2589,500,2587,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,train,433131,9713,9713,1761,9681,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,train,433131,9713,9713,106,9704,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,train,433131,9713,9713,1951,9646,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,train,433131,5967,5967,851,5960,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,train,433131,5967,5967,60,5964,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,train,433131,5967,5967,980,5954,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,train,433131,7001,7001,1337,6985,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,train,433131,7001,7001,76,6994,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,train,433131,7001,7001,1471,6971,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,train,433131,4563,4563,707,4557,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,train,433131,4563,4563,50,4560,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,train,433131,4563,4563,808,4558,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,train,433131,10153,10153,1788,10108,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,train,433131,10153,10153,113,10145,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,train,433131,10153,10153,1992,10083,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,train,433131,6464,6464,888,6450,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,train,433131,6464,6464,71,6461,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,train,433131,6464,6464,1035,6442,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,train,433131,7689,7689,1375,7659,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,train,433131,7689,7689,87,7683,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,train,433131,7689,7689,1536,7646,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,train,433131,5261,5261,750,5253,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,train,433131,5261,5261,62,5259,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,train,433131,5261,5261,875,5252,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,train,433131,9293,9293,1982,9250,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,train,433131,9293,9293,124,9279,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,train,433131,9293,9293,2174,9228,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,train,433131,5377,5377,930,5367,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,train,433131,5377,5377,71,5372,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,train,433131,5377,5377,1059,5367,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,train,433131,5534,5534,1310,5515,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,train,433131,5534,5534,74,5533,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,train,433131,5534,5534,1412,5510,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,train,433131,3224,3224,608,3218,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,train,433131,3224,3224,45,3224,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,train,433131,3224,3224,679,3218,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,train,433131,12611,12611,2296,12546,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,train,433131,12611,12611,168,12594,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,train,433131,12611,12611,2606,12499,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,train,433131,8258,8258,1211,8239,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,train,433131,8258,8258,105,8252,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,train,433131,8258,8258,1442,8239,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,train,433131,8940,8940,1741,8912,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,train,433131,8940,8940,122,8934,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,train,433131,8940,8940,1950,8879,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,train,433131,6133,6133,987,6120,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,train,433131,6133,6133,84,6131,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,train,433131,6133,6133,1153,6113,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,train,433131,13468,13468,2344,13398,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,train,433131,13468,13468,183,13450,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,train,433131,13468,13468,2681,13336,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,train,433131,9117,9117,1266,9089,True,True,True,executable_next_open_anchored,False,pass,
