family_id,grid_cell_id,family_source,ep07_identity_cell_flag,split,source_candidate_train_n,raw_candidate_n,cooldown_entry_n,fill_feasible_candidate_n,entry_anchor_available_n,primary_denominator_n,path_complete_120_n,path_complete_30_n,instrument_n,instrument_month_n,decision_month_n,cell_primary_denominator_n_min,cell_instrument_n_min,cell_effective_sample_ratio,denominator_gate,blocking_reason
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ea2bb4f42385,simple_rule_grid,False,train,607536,8414,4125,8414,8414,4125,4125,4125,924,3821,54,300,30,0.9263030303030303,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f0ba5154f837,simple_rule_grid,False,train,607536,5745,3244,5745,5745,3244,3244,3244,886,3102,54,300,30,0.9562268803945746,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__21566fedf00b,simple_rule_grid,False,train,607536,5745,3244,5745,5745,3244,3244,3244,886,3102,54,300,30,0.9562268803945746,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__b083a265fbdb,simple_rule_grid,False,train,607536,24624,6503,24624,24624,6503,6503,6503,1053,5925,54,300,30,0.911117945563586,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,simple_rule_grid,False,train,607536,24624,6503,24624,24624,6503,6503,6503,1053,5925,54,300,30,0.911117945563586,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa96d64822f3,simple_rule_grid,False,train,607536,16882,5375,16882,16882,5375,5375,5375,1033,5070,54,300,30,0.9432558139534883,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__94f995c0a1c2,simple_rule_grid,False,train,607536,16882,5375,16882,16882,5375,5375,5375,1033,5070,54,300,30,0.9432558139534883,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9af0c133dd,simple_rule_grid,False,train,607536,16828,5123,16828,16828,5123,5123,5123,999,4695,54,300,30,0.9164552020300605,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__67e918029acb,simple_rule_grid,False,train,607536,16828,5123,16828,16828,5123,5123,5123,999,4695,54,300,30,0.9164552020300605,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__af4361ca28c5,simple_rule_grid,False,train,607536,11600,4248,11600,11600,4248,4248,4248,972,4035,54,300,30,0.9498587570621468,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__be2f347ffea5,simple_rule_grid,False,train,607536,11600,4248,11600,11600,4248,4248,4248,972,4035,54,300,30,0.9498587570621468,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__1b61f720f0bd,simple_rule_grid,False,train,607536,6822,3397,6822,6822,3397,3397,3397,887,3197,54,300,30,0.9411245216367383,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ee518461bbcb,simple_rule_grid,False,train,607536,6822,3397,6822,6822,3397,3397,3397,887,3197,54,300,30,0.9411245216367383,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8954ed1757dd,simple_rule_grid,False,train,607536,4827,2727,4827,4827,2727,2727,2727,852,2631,54,300,30,0.9647964796479648,pass,
B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8efaf05cf290,simple_rule_grid,False,train,607536,4827,2727,4827,4827,2727,2727,2727,852,2631,54,300,30,0.9647964796479648,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__8c2858810f59,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__8aab0056bd35,simple_rule_grid,False,train,607536,177156,28810,177156,177156,28810,28810,28810,1273,20520,57,300,30,0.7122526900381811,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__bf3180d9f696,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__74553127219c,simple_rule_grid,False,train,607536,110680,23516,110680,110680,23516,23516,23516,1265,18414,57,300,30,0.7830413335601293,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__c6fdc3b200af,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9734c3983a3c,simple_rule_grid,False,train,607536,146854,24351,146854,146854,24351,24351,24351,1258,17723,57,300,30,0.7278140528109729,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__8e836cfa9a67,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__878a1ca19092,simple_rule_grid,False,train,607536,98924,20816,98924,98924,20816,20816,20816,1251,16384,57,300,30,0.787086856264412,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__f48499bec94b,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__502d5b4751e8,simple_rule_grid,False,train,607536,109144,18639,109144,109144,18639,18639,18639,1234,13922,57,300,30,0.74692848328773,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__76c8d95ac7d6,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9f1b663f253f,simple_rule_grid,False,train,607536,80272,16752,80272,80272,16752,16752,16752,1231,13273,57,300,30,0.7923233046800382,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__976715ebed0b,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9878c386a353,simple_rule_grid,False,train,607536,176754,28798,176754,176754,28798,28798,28798,1273,20514,57,300,30,0.7123411348010279,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__4e553eab99bb,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__aa3de82fbf26,simple_rule_grid,False,train,607536,110447,23501,110447,110447,23501,23501,23501,1265,18406,57,300,30,0.7832007148631973,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__fa14aaff023d,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__cc542d49e10f,simple_rule_grid,False,train,607536,146529,24335,146529,146529,24335,24335,24335,1258,17717,57,300,30,0.7280460242449147,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__82789fb6d8f2,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b11e1528f798,simple_rule_grid,False,train,607536,98717,20804,98717,98717,20804,20804,20804,1251,16379,57,300,30,0.7873005191309363,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__1b9f82413162,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__06af442bce70,simple_rule_grid,False,train,607536,108939,18629,108939,108939,18629,18629,18629,1233,13917,57,300,30,0.7470610338719201,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__9b3313b47bf0,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__c9f958611afe,simple_rule_grid,False,train,607536,80129,16743,80129,80129,16743,16743,16743,1230,13268,57,300,30,0.7924505763602699,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__32e62e3c3b2e,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__a2bab1afd1dd,simple_rule_grid,False,train,607536,159015,26422,159015,159015,26422,26422,26422,1259,19152,54,300,30,0.7248505033684051,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__f6239af3bd84,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__b77cae1ae007,simple_rule_grid,False,train,607536,99175,21425,99175,99175,21425,21425,21425,1252,17014,54,300,30,0.7941190198366395,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__83902f59a719,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__d7615eae21fd,simple_rule_grid,False,train,607536,132488,22414,132488,132488,22414,22414,22414,1245,16564,54,300,30,0.7390024092085303,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__f667c84f8bf3,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__bd1ac4585d52,simple_rule_grid,False,train,607536,89196,19060,89196,89196,19060,19060,19060,1237,15196,54,300,30,0.7972717733473242,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__84ad837bac78,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__464a8e2999d6,simple_rule_grid,False,train,607536,99147,17212,99147,99147,17212,17212,17212,1219,13020,54,300,30,0.7564489890773879,pass,
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__6751e9078549,simple_rule_grid,False,train,0,0,0,0,0,0,0,0,0,0,0,300,30,0.0,fail,early_no_false_repair_10d_requires_ep07_direct_only
B6_low_drawdown_reclaim_or_ema_reclaim,B6-low-drawdown-reclaim-or-ema-reclaim__e16adeff9d97,simple_rule_grid,False,train,607536,72899,15406,72899,72899,15406,15406,15406,1215,12349,54,300,30,0.8015708165649746,pass,
