membership_date,year,board_bucket,topn_count,fixed_cap_count,intersection_count,topn_only_count,fixed_cap_only_count,jaccard_overlap,topn_only_share_of_topn,fixed_cap_only_share_of_fixed_cap
2018-11-30,2018,main_board,400,77,77,323,0,0.1925,0.8075,0.0
2018-12-03,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-03,2018,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2018-12-04,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-04,2018,main_board,400,80,80,320,0,0.2,0.8,0.0
2018-12-05,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-05,2018,main_board,400,80,80,320,0,0.2,0.8,0.0
2018-12-06,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-06,2018,main_board,400,80,80,320,0,0.2,0.8,0.0
2018-12-07,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-07,2018,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2018-12-10,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-10,2018,main_board,400,80,80,320,0,0.2,0.8,0.0
2018-12-11,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-11,2018,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2018-12-12,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-12,2018,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2018-12-13,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-13,2018,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2018-12-14,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-14,2018,main_board,400,80,80,320,0,0.2,0.8,0.0
2018-12-17,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-17,2018,main_board,400,79,79,321,0,0.1975,0.8025,0.0
2018-12-18,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-18,2018,main_board,400,79,79,321,0,0.1975,0.8025,0.0
2018-12-19,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-19,2018,main_board,400,78,78,322,0,0.195,0.805,0.0
2018-12-20,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-20,2018,main_board,400,78,78,322,0,0.195,0.805,0.0
2018-12-21,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-21,2018,main_board,400,77,77,323,0,0.1925,0.8075,0.0
2018-12-24,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-24,2018,main_board,400,77,77,323,0,0.1925,0.8075,0.0
2018-12-25,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-25,2018,main_board,400,76,76,324,0,0.19,0.81,0.0
2018-12-26,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-26,2018,main_board,400,76,76,324,0,0.19,0.81,0.0
2018-12-27,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-27,2018,main_board,400,75,75,325,0,0.1875,0.8125,0.0
2018-12-28,2018,chinext,100,8,8,92,0,0.08,0.92,0.0
2018-12-28,2018,main_board,400,76,76,324,0,0.19,0.81,0.0
2019-01-02,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-02,2019,main_board,400,77,77,323,0,0.1925,0.8075,0.0
2019-01-03,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-03,2019,main_board,400,75,75,325,0,0.1875,0.8125,0.0
2019-01-04,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-04,2019,main_board,400,77,77,323,0,0.1925,0.8075,0.0
2019-01-07,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-07,2019,main_board,400,78,78,322,0,0.195,0.805,0.0
2019-01-08,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-08,2019,main_board,400,78,78,322,0,0.195,0.805,0.0
2019-01-09,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-09,2019,main_board,400,78,78,322,0,0.195,0.805,0.0
2019-01-10,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-10,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-11,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-11,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-14,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-14,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-15,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-15,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-01-16,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-16,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-17,2019,chinext,100,7,7,93,0,0.07,0.93,0.0
2019-01-17,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-01-18,2019,chinext,100,7,7,93,0,0.07,0.93,0.0
2019-01-18,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-01-21,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-21,2019,main_board,400,79,79,321,0,0.1975,0.8025,0.0
2019-01-22,2019,chinext,100,7,7,93,0,0.07,0.93,0.0
2019-01-22,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-23,2019,chinext,100,7,7,93,0,0.07,0.93,0.0
2019-01-23,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-01-24,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-24,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-01-25,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-01-25,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-01-28,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-28,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-29,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-29,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-01-30,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-30,2019,main_board,400,79,79,321,0,0.1975,0.8025,0.0
2019-01-31,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-01-31,2019,main_board,400,80,80,320,0,0.2,0.8,0.0
2019-02-01,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-02-01,2019,main_board,400,81,81,319,0,0.2025,0.7975,0.0
2019-02-11,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-02-11,2019,main_board,400,82,82,318,0,0.205,0.795,0.0
2019-02-12,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-02-12,2019,main_board,400,83,83,317,0,0.2075,0.7925,0.0
2019-02-13,2019,chinext,100,8,8,92,0,0.08,0.92,0.0
2019-02-13,2019,main_board,400,84,84,316,0,0.21,0.79,0.0
2019-02-14,2019,chinext,100,9,9,91,0,0.09,0.91,0.0
2019-02-14,2019,main_board,400,83,83,317,0,0.2075,0.7925,0.0
2019-02-15,2019,chinext,100,10,10,90,0,0.1,0.9,0.0
2019-02-15,2019,main_board,400,82,82,318,0,0.205,0.795,0.0
2019-02-18,2019,chinext,100,10,10,90,0,0.1,0.9,0.0
2019-02-18,2019,main_board,400,85,85,315,0,0.2125,0.7875,0.0
2019-02-19,2019,chinext,100,10,10,90,0,0.1,0.9,0.0
2019-02-19,2019,main_board,400,85,85,315,0,0.2125,0.7875,0.0
2019-02-20,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-02-20,2019,main_board,400,85,85,315,0,0.2125,0.7875,0.0
2019-02-21,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-02-21,2019,main_board,400,85,85,315,0,0.2125,0.7875,0.0
2019-02-22,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-02-22,2019,main_board,400,88,88,312,0,0.22,0.78,0.0
2019-02-25,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-02-25,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-02-26,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-02-26,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-02-27,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-02-27,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-02-28,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-02-28,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-03-01,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-01,2019,main_board,400,94,94,306,0,0.235,0.765,0.0
2019-03-04,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-04,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-03-05,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-05,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-03-06,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-06,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-03-07,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-07,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-03-08,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-08,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-03-11,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-11,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-03-12,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-12,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-03-13,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-13,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-03-14,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-14,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-03-15,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-15,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-03-18,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-18,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-03-19,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-19,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-03-20,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-20,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-03-21,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-03-21,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-03-22,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-03-22,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-03-25,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-03-25,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-03-26,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-03-26,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-03-27,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-03-27,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-03-28,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-03-28,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-03-29,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-03-29,2019,main_board,400,101,101,299,0,0.2525,0.7475,0.0
2019-04-01,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-04-01,2019,main_board,400,104,104,296,0,0.26,0.74,0.0
2019-04-02,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-04-02,2019,main_board,400,105,105,295,0,0.2625,0.7375,0.0
2019-04-03,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-04-03,2019,main_board,400,107,107,293,0,0.2675,0.7325,0.0
2019-04-04,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-04-04,2019,main_board,400,108,108,292,0,0.27,0.73,0.0
2019-04-08,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-04-08,2019,main_board,400,107,107,293,0,0.2675,0.7325,0.0
2019-04-09,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-04-09,2019,main_board,400,107,107,293,0,0.2675,0.7325,0.0
2019-04-10,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-10,2019,main_board,400,106,106,294,0,0.265,0.735,0.0
2019-04-11,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-11,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-04-12,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-12,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-04-15,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-15,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-04-16,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-16,2019,main_board,400,104,104,296,0,0.26,0.74,0.0
2019-04-17,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-17,2019,main_board,400,103,103,297,0,0.2575,0.7425,0.0
2019-04-18,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-18,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-04-19,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-19,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-04-22,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-22,2019,main_board,400,103,103,297,0,0.2575,0.7425,0.0
2019-04-23,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-23,2019,main_board,400,103,103,297,0,0.2575,0.7425,0.0
2019-04-24,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-24,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-04-25,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-25,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-04-26,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-04-26,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-04-29,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-29,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-04-30,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-04-30,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-05-06,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-05-06,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-05-07,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-05-07,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-05-08,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-05-08,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-05-09,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-05-09,2019,main_board,400,91,91,309,0,0.2275,0.7725,0.0
2019-05-10,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-05-10,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-05-13,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-05-13,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-05-14,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-05-14,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-05-15,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-05-15,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-05-16,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-05-16,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-05-17,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-05-17,2019,main_board,400,94,94,306,0,0.235,0.765,0.0
2019-05-20,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-05-20,2019,main_board,400,91,91,309,0,0.2275,0.7725,0.0
2019-05-21,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-05-21,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-05-22,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-05-22,2019,main_board,400,94,94,306,0,0.235,0.765,0.0
2019-05-23,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-05-23,2019,main_board,400,91,91,309,0,0.2275,0.7725,0.0
2019-05-24,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-05-24,2019,main_board,400,91,91,309,0,0.2275,0.7725,0.0
2019-05-27,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-05-27,2019,main_board,400,94,94,306,0,0.235,0.765,0.0
2019-05-28,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-05-28,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-05-29,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-05-29,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-05-30,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-05-30,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-05-31,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-05-31,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-06-03,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-03,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-06-04,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-04,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-06-05,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-05,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-06-06,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-06,2019,main_board,400,90,90,310,0,0.225,0.775,0.0
2019-06-10,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-10,2019,main_board,400,90,90,310,0,0.225,0.775,0.0
2019-06-11,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-06-11,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-06-12,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-12,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-06-13,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-13,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-06-14,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-14,2019,main_board,400,94,94,306,0,0.235,0.765,0.0
2019-06-17,2019,chinext,100,10,10,90,0,0.1,0.9,0.0
2019-06-17,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-06-18,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-18,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-06-19,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-19,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-06-20,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-20,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-06-21,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-21,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-06-24,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-24,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-06-25,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-25,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-06-26,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-26,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-06-27,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-06-27,2019,main_board,400,101,101,299,0,0.2525,0.7475,0.0
2019-06-28,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-06-28,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-01,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-01,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-07-02,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-02,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-07-03,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-03,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-07-04,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-04,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-07-05,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-07-05,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-08,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-08,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-07-09,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-09,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-07-10,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-10,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-07-11,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-11,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-07-12,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-12,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-07-15,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-07-15,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-07-16,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-16,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-17,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-17,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-18,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-18,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-19,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-19,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-22,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-22,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-07-23,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-23,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-24,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-24,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-25,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-25,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-07-26,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-26,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-07-29,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-29,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-07-30,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-07-30,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-07-31,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-07-31,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-08-01,2019,chinext,100,13,13,87,0,0.13,0.87,0.0
2019-08-01,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-08-02,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-08-02,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-08-05,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-08-05,2019,main_board,400,94,94,306,0,0.235,0.765,0.0
2019-08-06,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-06,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-08-07,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-07,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-08-08,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-08,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-08-09,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-09,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-08-12,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-12,2019,main_board,400,93,93,307,0,0.2325,0.7675,0.0
2019-08-13,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-13,2019,main_board,400,92,92,308,0,0.23,0.77,0.0
2019-08-14,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-14,2019,main_board,400,91,91,309,0,0.2275,0.7725,0.0
2019-08-15,2019,chinext,100,11,11,89,0,0.11,0.89,0.0
2019-08-15,2019,main_board,400,90,90,310,0,0.225,0.775,0.0
2019-08-16,2019,chinext,100,12,12,88,0,0.12,0.88,0.0
2019-08-16,2019,main_board,400,90,90,310,0,0.225,0.775,0.0
2019-08-19,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-08-19,2019,main_board,400,95,95,305,0,0.2375,0.7625,0.0
2019-08-20,2019,chinext,100,14,14,86,0,0.14,0.86,0.0
2019-08-20,2019,main_board,400,97,97,303,0,0.2425,0.7575,0.0
2019-08-21,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-21,2019,main_board,400,96,96,304,0,0.24,0.76,0.0
2019-08-22,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-22,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-08-23,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-23,2019,main_board,400,98,98,302,0,0.245,0.755,0.0
2019-08-26,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-26,2019,main_board,400,99,99,301,0,0.2475,0.7525,0.0
2019-08-27,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-27,2019,main_board,400,102,102,298,0,0.255,0.745,0.0
2019-08-28,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-08-28,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-08-29,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-29,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-08-30,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-08-30,2019,main_board,400,100,100,300,0,0.25,0.75,0.0
2019-09-02,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-09-02,2019,main_board,400,103,103,297,0,0.2575,0.7425,0.0
2019-09-03,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-09-03,2019,main_board,400,104,104,296,0,0.26,0.74,0.0
2019-09-04,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-09-04,2019,main_board,400,105,105,295,0,0.2625,0.7375,0.0
2019-09-05,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-09-05,2019,main_board,400,107,107,293,0,0.2675,0.7325,0.0
2019-09-06,2019,chinext,100,15,15,85,0,0.15,0.85,0.0
2019-09-06,2019,main_board,400,106,106,294,0,0.265,0.735,0.0
2019-09-09,2019,chinext,100,16,16,84,0,0.16,0.84,0.0
2019-09-09,2019,main_board,400,107,107,293,0,0.2675,0.7325,0.0
2019-09-10,2019,chinext,100,17,17,83,0,0.17,0.83,0.0
2019-09-10,2019,main_board,400,108,108,292,0,0.27,0.73,0.0
