split,event_type,entry_variant,horizon,event_count,instrument_count,event_month_count,event_date_count,event_weighted_mean_gross_short_return,event_weighted_median_gross_short_return,event_weighted_positive_event_share,date_weighted_mean_gross_short_return,date_weighted_positive_event_date_share,date_weighted_mean_market_hedged_short_return,date_weighted_mean_after_cost_short_return_ex_borrow,date_weighted_mean_after_cost_short_return_borrow_2bps,date_weighted_mean_after_cost_short_return_borrow_5bps,date_weighted_mean_after_cost_short_return_borrow_10bps,newey_west_observation_unit,newey_west_lag,newey_west_tstat_date_weighted_mean_gross_short_return,newey_west_tstat_date_weighted_mean_market_hedged_short_return,newey_west_tstat_date_weighted_mean_after_cost_ex_borrow
validation,nonlimit_high_return,d1_open,10,157,74,24,109,-0.000864483,0.010612711,0.52866242,0.00025248614,0.55045872,-0.0049553302,-0.010747514,-0.012747514,-0.015747514,-0.020747514,event_date_mean_return_series,10,0.024750633,-0.55025944,-1.053554
validation,nonlimit_high_return,d1_open,20,157,74,24,109,0.0032777785,0.011151202,0.5477707,0.015252675,0.59633028,0.0036285673,0.0042526752,0.00025267519,-0.0057473248,-0.015747325,event_date_mean_return_series,20,0.97498806,0.35573772,0.27184133
validation,nonlimit_high_return,d1_open,60,157,74,24,109,0.0024132015,0.039572042,0.59872611,0.022689673,0.62385321,-0.0054936337,0.011689673,-0.00031032683,-0.018310327,-0.048310327,event_date_mean_return_series,20,0.86455697,-0.24604913,0.44541798
validation,nonlimit_high_return,d1_open,120,157,74,24,109,0.062082922,0.12374646,0.68152866,0.075350235,0.70642202,0.02378189,0.064350235,0.040350235,0.0043502351,-0.055649765,event_date_mean_return_series,20,3.1327824,1.0196129,2.6754433
validation,regular_10pct_upper_close_hit,d0_close_oracle,1,187,86,23,133,-0.0094790449,-0.01103621,0.38502674,-0.0094387244,0.39097744,-0.010096642,-0.020438724,-0.020638724,-0.020938724,-0.021438724,event_date_mean_return_series,1,-2.610759,-2.8873048,-5.6533682
validation,regular_10pct_upper_close_hit,d0_close_oracle,2,187,86,23,133,-0.013596932,-0.013345401,0.42780749,-0.012836101,0.42857143,-0.01413296,-0.023836101,-0.024236101,-0.024836101,-0.025836101,event_date_mean_return_series,2,-2.5784833,-2.9310681,-4.7881353
validation,regular_10pct_upper_close_hit,d0_close_oracle,5,187,86,23,133,-0.01731151,-0.0063331873,0.4171123,-0.020054706,0.45112782,-0.025407289,-0.031054706,-0.032054706,-0.033554706,-0.036054706,event_date_mean_return_series,5,-2.1309597,-2.7211528,-3.2997904
validation,regular_10pct_upper_close_hit,d0_close_oracle,10,187,86,23,133,-0.022443704,-0.0070191676,0.45989305,-0.017139688,0.46616541,-0.025045662,-0.028139688,-0.030139688,-0.033139688,-0.038139688,event_date_mean_return_series,10,-1.2624525,-1.8279605,-2.072676
validation,regular_10pct_upper_close_hit,d0_close_oracle,20,187,86,23,133,-0.01485957,0.0094965734,0.52941176,-0.011062607,0.57894737,-0.026329404,-0.022062607,-0.026062607,-0.032062607,-0.042062607,event_date_mean_return_series,20,-0.50488335,-1.3505652,-1.0069094
validation,regular_10pct_upper_close_hit,d0_close_oracle,60,187,86,23,133,0.028703499,0.068939585,0.61497326,0.045301903,0.64661654,0.0076173871,0.034301903,0.022301903,0.0043019025,-0.025698097,event_date_mean_return_series,20,1.3306357,0.29559326,1.0075368
validation,regular_10pct_upper_close_hit,d0_close_oracle,120,187,86,23,133,0.085022648,0.13354003,0.71122995,0.084335175,0.71428571,0.02570763,0.073335175,0.049335175,0.013335175,-0.046664825,event_date_mean_return_series,20,2.827974,0.70148616,2.4591159
validation,regular_10pct_upper_close_hit,d1_close,1,186,85,23,132,0,0,0,0,0,0,-0.011,-0.0112,-0.0115,-0.012,event_date_mean_return_series,1,,,-3.1636421e+17
validation,regular_10pct_upper_close_hit,d1_close,2,186,85,23,132,-0.0043896922,-0.0030519408,0.46236559,-0.0036810474,0.46969697,-0.0043805197,-0.014681047,-0.015081047,-0.015681047,-0.016681047,event_date_mean_return_series,2,-1.180832,-1.4428245,-4.7094885
validation,regular_10pct_upper_close_hit,d1_close,5,186,85,23,132,-0.0084599934,-0.0017743914,0.47849462,-0.011208851,0.4469697,-0.016136596,-0.022208851,-0.023208851,-0.024708851,-0.027208851,event_date_mean_return_series,5,-1.4221064,-2.1242354,-2.8177151
validation,regular_10pct_upper_close_hit,d1_close,10,186,85,23,132,-0.013290951,-0.0020107244,0.46774194,-0.0079345453,0.47727273,-0.015458674,-0.018934545,-0.020934545,-0.023934545,-0.028934545,event_date_mean_return_series,10,-0.67306206,-1.314153,-1.6061568
validation,regular_10pct_upper_close_hit,d1_close,20,186,85,23,132,-0.0058403633,0.020330375,0.5483871,-0.0019838926,0.58333333,-0.016678415,-0.012983893,-0.016983893,-0.022983893,-0.032983893,event_date_mean_return_series,20,-0.099780519,-0.96427574,-0.65302906
validation,regular_10pct_upper_close_hit,d1_close,60,186,85,23,132,0.037060672,0.074734162,0.66129032,0.05325173,0.67424242,0.016080392,0.04225173,0.03025173,0.01225173,-0.01774827,event_date_mean_return_series,20,1.6558237,0.66136112,1.3137867
validation,regular_10pct_upper_close_hit,d1_close,120,186,85,23,132,0.093256118,0.1310159,0.7311828,0.09258998,0.73484848,0.034736328,0.08158998,0.05758998,0.02158998,-0.03841002,event_date_mean_return_series,20,3.285905,0.99377406,2.8955284
validation,regular_10pct_upper_close_hit,d1_open,1,186,85,23,132,0.00091372616,-4.2671231e-05,0.48924731,0.0010422154,0.5,0.00071901643,-0.0099577846,-0.010157785,-0.010457785,-0.010957785,event_date_mean_return_series,1,0.30733173,0.22130878,-2.9363828
validation,regular_10pct_upper_close_hit,d1_open,2,186,85,23,132,-0.0035236513,-0.0031126214,0.48387097,-0.0027920387,0.48484848,-0.003819375,-0.013792039,-0.014192039,-0.014792039,-0.015792039,event_date_mean_return_series,2,-0.58074361,-0.83245354,-2.8687419
validation,regular_10pct_upper_close_hit,d1_open,5,186,85,23,132,-0.007375596,0.0027166208,0.52150538,-0.010192343,0.50757576,-0.015432105,-0.021192343,-0.022192343,-0.023692343,-0.026192343,event_date_mean_return_series,5,-1.1291374,-1.743906,-2.3477495
validation,regular_10pct_upper_close_hit,d1_open,10,186,85,23,132,-0.012102808,0.00079502693,0.50537634,-0.0067816969,0.52272727,-0.014576546,-0.017781697,-0.019781697,-0.022781697,-0.027781697,event_date_mean_return_series,10,-0.54045867,-1.1638832,-1.4170896
validation,regular_10pct_upper_close_hit,d1_open,20,186,85,23,132,-0.0046728432,0.015489273,0.5483871,-0.00085939743,0.59848485,-0.015809955,-0.011859397,-0.015859397,-0.021859397,-0.031859397,event_date_mean_return_series,20,-0.04164868,-0.88126807,-0.57473786
validation,regular_10pct_upper_close_hit,d1_open,60,186,85,23,132,0.037816154,0.079488991,0.6344086,0.05426143,0.66666667,0.016913136,0.04326143,0.03126143,0.01326143,-0.01673857,event_date_mean_return_series,20,1.622568,0.67795963,1.2936373
validation,regular_10pct_upper_close_hit,d1_open,120,186,85,23,132,0.094522086,0.13825973,0.72043011,0.09392904,0.71969697,0.035753342,0.08292904,0.05892904,0.02292904,-0.03707096,event_date_mean_return_series,20,3.3275009,1.0130195,2.9378183
