date,calendar_date_split,horizon,active_event_count,active_instrument_count,max_abs_weight_per_instrument,gross_short_return,name_capped_gross_short_return
2024-11-22,robustness,5,2,2,0.05,0.052992432,0.052992432
2024-11-25,robustness,5,2,2,0.05,0.019880856,0.019880856
2024-11-26,robustness,5,2,2,0.05,0.044725561,0.044725561
2024-12-03,robustness,5,3,3,0.05,0.0098705237,0.0098705237
2024-12-04,robustness,5,3,3,0.05,-0.013651911,-0.013651911
2024-12-05,robustness,5,4,3,0.05,-0.0074865298,-0.01380716
2024-12-06,robustness,5,4,3,0.05,0.043237549,0.034985593
2024-12-09,robustness,5,4,3,0.05,0.0067258161,0.00066408514
2024-12-10,robustness,5,1,1,0.05,-0.100365,-0.100365
2024-12-11,robustness,5,2,1,0.05,-0.051666657,-0.051666657
2024-12-12,robustness,5,1,1,0.05,-0.09984154,-0.09984154
2024-12-13,robustness,5,2,1,0.05,-0.056130002,-0.056130002
2024-12-16,robustness,5,3,2,0.05,-0.064193974,-0.062025243
2024-12-17,robustness,5,3,2,0.05,0.076588385,0.065144373
2024-12-18,robustness,5,2,2,0.05,-0.049262557,-0.049262557
2024-12-19,robustness,5,3,2,0.05,-0.0058076269,0.01784223
2024-12-20,robustness,5,3,2,0.05,-0.0093421361,-0.0093637006
2024-12-23,robustness,5,2,2,0.05,0.033077505,0.033077505
2024-12-24,robustness,5,2,2,0.05,-0.03329523,-0.03329523
2024-12-25,robustness,5,2,2,0.05,-0.0079382306,-0.0079382306
2024-12-26,robustness,5,1,1,0.05,-0.021978028,-0.021978028
2024-12-27,robustness,5,1,1,0.05,0.039364885,0.039364885
2024-12-30,robustness,5,1,1,0.05,-0.054035276,-0.054035276
2024-12-31,robustness,5,1,1,0.05,0.076831766,0.076831766
2025-01-02,robustness,5,1,1,0.05,0.0091363221,0.0091363221
2025-01-03,robustness,5,1,1,0.05,0.041492648,0.041492648
2025-01-10,robustness,5,1,1,0.05,0.01517571,0.01517571
2025-01-13,robustness,5,1,1,0.05,-0.034063213,-0.034063213
2025-01-14,robustness,5,1,1,0.05,-0.064052308,-0.064052308
2025-01-15,robustness,5,3,3,0.05,-0.00069324505,-0.00069324505
2025-01-16,robustness,5,3,3,0.05,0.031160397,0.031160397
2025-01-17,robustness,5,2,2,0.05,-0.029821059,-0.029821059
2025-01-20,robustness,5,3,3,0.05,-0.00078038829,-0.00078038829
2025-01-21,robustness,5,3,3,0.05,-0.051962948,-0.051962948
2025-01-22,robustness,5,2,2,0.05,0.0069110662,0.0069110662
2025-01-23,robustness,5,3,3,0.05,0.019390232,0.019390232
2025-01-24,robustness,5,4,4,0.05,-0.02185828,-0.02185828
2025-01-27,robustness,5,3,3,0.05,0.048891413,0.048891413
2025-02-05,robustness,5,3,3,0.05,0.0049191178,0.0049191178
2025-02-06,robustness,5,3,3,0.05,-0.040018918,-0.040018918
2025-02-07,robustness,5,6,6,0.05,-0.0033453247,-0.0033453247
2025-02-10,robustness,5,5,5,0.05,-0.0073811392,-0.0073811392
2025-02-11,robustness,5,5,5,0.05,0.026780843,0.026780843
2025-02-12,robustness,5,5,5,0.05,-0.014553405,-0.014553405
2025-02-13,robustness,5,9,9,0.05,0.019105644,0.019105644
2025-02-14,robustness,5,6,6,0.05,-0.017200201,-0.017200201
2025-02-17,robustness,5,7,7,0.05,0.0002205375,0.0002205375
2025-02-18,robustness,5,7,7,0.05,0.016628314,0.016628314
2025-02-19,robustness,5,7,7,0.05,-0.040328888,-0.040328888
2025-02-20,robustness,5,4,3,0.05,-0.013918685,-0.005729529
2025-02-21,robustness,5,3,2,0.05,-0.029331952,-0.03014666
2025-02-24,robustness,5,6,6,0.05,0.02016129,0.02016129
2025-02-25,robustness,5,6,6,0.05,0.036137171,0.036137171
2025-02-26,robustness,5,6,6,0.05,-0.0046114537,-0.0046114537
2025-02-27,robustness,5,4,4,0.05,0.043118632,0.043118632
2025-02-28,robustness,5,5,5,0.05,0.049105489,0.049105489
2025-03-03,robustness,5,1,1,0.05,0.039755386,0.039755386
2025-03-04,robustness,5,1,1,0.05,0.010191073,0.010191073
2025-03-05,robustness,5,2,2,0.05,-0.010603953,-0.010603953
2025-03-06,robustness,5,2,2,0.05,-0.01507482,-0.01507482
2025-03-07,robustness,5,3,3,0.05,-0.0015653268,-0.0015653268
2025-03-10,robustness,5,4,3,0.05,0.026936471,0.015602794
2025-03-11,robustness,5,4,3,0.05,-0.0041135814,-0.0080730778
2025-03-12,robustness,5,3,2,0.05,0.012119718,0.010912941
2025-03-13,robustness,5,3,2,0.05,0.00071101647,0.0024845947
2025-03-14,robustness,5,1,1,0.05,0.01809953,0.01809953
2025-03-17,robustness,5,1,1,0.05,0.034221703,0.034221703
2025-03-18,robustness,5,1,1,0.05,0.017962153,0.017962153
2025-03-19,robustness,5,1,1,0.05,0.013634847,0.013634847
2025-03-20,robustness,5,1,1,0.05,-0.022757898,-0.022757898
2025-03-21,robustness,5,1,1,0.05,0.046151299,0.046151299
2025-04-09,robustness,5,1,1,0.05,-0.0083472776,-0.0083472776
2025-04-10,robustness,5,5,5,0.05,-0.013149279,-0.013149279
2025-04-11,robustness,5,8,8,0.05,-0.00552922,-0.00552922
2025-04-14,robustness,5,9,9,0.05,-0.0047824768,-0.0047824768
2025-04-15,robustness,5,9,9,0.05,0.016653301,0.016653301
2025-04-16,robustness,5,8,8,0.05,0.010746498,0.010746498
2025-04-17,robustness,5,4,4,0.05,-0.0071521963,-0.0071521963
2025-04-18,robustness,5,1,1,0.05,0.05530355,0.05530355
2025-04-22,robustness,5,1,1,0.05,0.022012543,0.022012543
2025-04-23,robustness,5,1,1,0.05,0.10000002,0.10000002
2025-04-24,robustness,5,1,1,0.05,0.018220801,0.018220801
2025-04-25,robustness,5,1,1,0.05,0.020014529,0.020014529
2025-04-28,robustness,5,2,2,0.05,0.020079624,0.020079624
2025-04-29,robustness,5,1,1,0.05,0.022943578,0.022943578
2025-04-30,robustness,5,2,2,0.05,-0.01058949,-0.01058949
2025-05-06,robustness,5,3,3,0.05,-0.0089572493,-0.0089572493
2025-05-07,robustness,5,3,3,0.05,0.0043610789,0.0043610789
2025-05-08,robustness,5,2,2,0.05,0.022559044,0.022559044
2025-05-09,robustness,5,2,2,0.05,0.019716294,0.019716294
2025-05-12,robustness,5,1,1,0.05,-0.0090854025,-0.0090854025
2025-05-26,robustness,5,1,1,0.05,0.029847585,0.029847585
2025-05-27,robustness,5,1,1,0.05,0.010685639,0.010685639
2025-05-28,robustness,5,1,1,0.05,0.03008332,0.03008332
2025-05-29,robustness,5,1,1,0.05,-0.0076233501,-0.0076233501
2025-05-30,robustness,5,2,2,0.05,0.015829297,0.015829297
2025-06-03,robustness,5,1,1,0.05,0.035514849,0.035514849
2025-06-04,robustness,5,1,1,0.05,-0.0067381519,-0.0067381519
2025-06-05,robustness,5,1,1,0.05,0.012632013,0.012632013
2025-06-06,robustness,5,2,2,0.05,0.057358955,0.057358955
2025-06-09,robustness,5,1,1,0.05,0.038355495,0.038355495
2025-06-10,robustness,5,2,2,0.05,0.019144161,0.019144161
2025-06-11,robustness,5,2,2,0.05,-0.034057674,-0.034057674
2025-06-12,robustness,5,2,2,0.05,-0.016546242,-0.016546242
2025-06-13,robustness,5,2,2,0.05,0.03347767,0.03347767
2025-06-16,robustness,5,2,2,0.05,0.0098971033,0.0098971033
2025-06-17,robustness,5,3,3,0.05,0.019811139,0.019811139
2025-06-18,robustness,5,3,3,0.05,-0.0081731447,-0.0081731447
2025-06-19,robustness,5,4,4,0.05,0.014060988,0.014060988
2025-06-20,robustness,5,3,3,0.05,0.0242247,0.0242247
2025-06-23,robustness,5,3,3,0.05,-0.021564355,-0.021564355
2025-06-24,robustness,5,1,1,0.05,0.010600724,0.010600724
2025-06-25,robustness,5,2,2,0.05,-0.033189007,-0.033189007
2025-06-26,robustness,5,1,1,0.05,0.01913722,0.01913722
2025-06-27,robustness,5,1,1,0.05,0.0024776039,0.0024776039
2025-06-30,robustness,5,1,1,0.05,-0.0046569863,-0.0046569863
2025-07-01,robustness,5,1,1,0.05,0.022558759,0.022558759
2025-07-02,robustness,5,1,1,0.05,0.016149106,0.016149106
2025-07-03,robustness,5,2,2,0.05,-0.055606064,-0.055606064
2025-07-04,robustness,5,4,4,0.05,-0.0095749696,-0.0095749696
2025-07-07,robustness,5,4,4,0.05,0.0094914263,0.0094914263
2025-07-08,robustness,5,4,4,0.05,-0.081116042,-0.081116042
2025-07-09,robustness,5,5,3,0.05,0.0055098079,0.0087475692
2025-07-10,robustness,5,4,3,0.05,-0.0072475624,-0.015186863
2025-07-11,robustness,5,4,4,0.05,0.0080070169,0.0080070169
2025-07-14,robustness,5,7,6,0.05,0.0079945034,0.0033572496
2025-07-15,robustness,5,8,7,0.05,-0.0048675271,-0.0097701897
2025-07-16,robustness,5,7,6,0.05,0.0096478451,0.01148571
2025-07-17,robustness,5,7,6,0.05,-0.027857477,-0.026990753
2025-07-18,robustness,5,10,9,0.05,-0.014768952,-0.014987273
2025-07-21,robustness,5,8,7,0.05,-0.0033695286,-0.0042421886
2025-07-22,robustness,5,7,6,0.05,0.011181425,0.011530804
2025-07-23,robustness,5,8,8,0.05,0.016548711,0.016548711
2025-07-24,robustness,5,9,9,0.05,-0.019846953,-0.019846953
2025-07-25,robustness,5,8,7,0.05,0.034426717,0.034195096
2025-07-28,robustness,5,7,6,0.05,0.014160421,0.012134536
2025-07-29,robustness,5,11,10,0.05,-0.017087389,-0.016946916
2025-07-30,robustness,5,10,9,0.05,0.0075789946,0.0028345182
2025-07-31,robustness,5,10,9,0.05,0.016923337,0.011114356
2025-08-01,robustness,5,6,6,0.05,0.035416563,0.035416563
2025-08-04,robustness,5,6,6,0.05,0.0065384142,0.0065384142
2025-08-05,robustness,5,3,3,0.05,-0.022619375,-0.022619375
2025-08-06,robustness,5,2,2,0.05,0.0083409205,0.0083409205
2025-08-07,robustness,5,1,1,0.05,-0.02004293,-0.02004293
2025-08-08,robustness,5,1,1,0.05,-0.042456108,-0.042456108
2025-08-11,robustness,5,1,1,0.05,0.032648918,0.032648918
2025-08-12,robustness,5,2,2,0.05,-0.0040381444,-0.0040381444
2025-08-13,robustness,5,2,2,0.05,0.019014334,0.019014334
2025-08-14,robustness,5,6,6,0.05,0.025818086,0.025818086
2025-08-15,robustness,5,6,6,0.05,-0.0059245942,-0.0059245942
2025-08-18,robustness,5,10,10,0.05,-0.0057939248,-0.0057939248
2025-08-19,robustness,5,11,11,0.05,-0.006520465,-0.006520465
2025-08-20,robustness,5,13,13,0.05,-0.0063704712,-0.0063704712
2025-08-21,robustness,5,13,13,0.05,0.027630751,0.027630751
2025-08-22,robustness,5,13,13,0.05,-0.039268866,-0.039268866
2025-08-25,robustness,5,12,12,0.05,-0.029387831,-0.029387831
2025-08-26,robustness,5,15,15,0.05,0.014161697,0.014161697
2025-08-27,robustness,5,14,14,0.05,0.0037402909,0.0037402909
2025-08-28,robustness,5,11,11,0.05,-0.033783739,-0.033783739
2025-08-29,robustness,5,18,17,0.05,0.0016102014,0.0040637314
2025-09-01,robustness,5,21,18,0.05,-0.0010741098,-0.0040377889
2025-09-02,robustness,5,21,17,0.05,0.037594985,0.036229072
2025-09-03,robustness,5,23,19,0.05,0.00052786702,0.0025422503
2025-09-04,robustness,5,23,19,0.05,0.071956741,0.068732646
2025-09-05,robustness,5,16,14,0.05,-0.040461601,-0.037009673
2025-09-08,robustness,5,15,14,0.05,-0.0023576011,-0.0017792495
2025-09-09,robustness,5,10,9,0.05,-0.009578868,-0.0062947043
2025-09-10,robustness,5,8,8,0.05,0.0083474964,0.0083474964
2025-09-11,robustness,5,11,10,0.05,-0.029169558,-0.026937607
2025-09-12,robustness,5,22,18,0.05,-0.0032109021,-0.0047550192
2025-09-15,robustness,5,19,15,0.05,-0.0033842423,-0.0052486679
2025-09-16,robustness,5,18,14,0.05,-0.017492726,-0.01459708
2025-09-17,robustness,5,19,15,0.05,-0.01646396,-0.01480596
2025-09-18,robustness,5,17,16,0.05,-0.036968814,-0.039236618
2025-09-19,robustness,5,10,8,0.05,0.027978127,0.032422738
2025-09-22,robustness,5,10,7,0.05,0.01884207,0.010296332
2025-09-23,robustness,5,15,12,0.05,-0.00092986974,0.0044872049
2025-09-24,robustness,5,15,13,0.05,0.013072988,0.0072570059
2025-09-25,robustness,5,17,15,0.05,0.0026812246,0.0018766537
2025-09-26,robustness,5,17,16,0.05,0.035043978,0.037174212
2025-09-29,robustness,5,15,14,0.05,-0.020227746,-0.022894641
2025-09-30,robustness,5,14,13,0.05,-0.016666381,-0.012336772
2025-10-09,robustness,5,14,14,0.05,-0.023331863,-0.023331863
2025-10-10,robustness,5,24,21,0.05,0.020877284,0.020497499
2025-10-13,robustness,5,20,19,0.05,-0.022370736,-0.021373285
2025-10-14,robustness,5,24,21,0.05,0.039389993,0.039355623
2025-10-15,robustness,5,20,18,0.05,0.0031687086,-0.00048444378
2025-10-16,robustness,5,21,18,0.05,0.018082678,0.016746025
2025-10-17,robustness,5,7,7,0.05,0.01909788,0.01909788
2025-10-20,robustness,5,7,7,0.05,0.0088310737,0.0088310737
2025-10-21,robustness,5,3,3,0.05,-0.065511638,-0.065511638
2025-10-22,robustness,5,5,4,0.05,0.0097955311,0.0083008578
2025-10-23,robustness,5,2,2,0.05,-0.004641556,-0.004641556
2025-10-24,robustness,5,2,2,0.05,-0.050328825,-0.050328825
2025-10-27,robustness,5,5,4,0.05,-0.047308263,-0.04706308
2025-10-28,robustness,5,12,10,0.05,-0.020051679,-0.025598166
2025-10-29,robustness,5,12,10,0.05,-0.026908985,-0.02912835
2025-10-30,robustness,5,16,12,0.05,0.017792239,0.015430096
2025-10-31,robustness,5,17,13,0.05,0.038227618,0.034742208
2025-11-03,robustness,5,16,14,0.05,-0.0095671103,-0.0084218554
2025-11-04,robustness,5,11,10,0.05,0.019387476,0.021414138
2025-11-05,robustness,5,9,9,0.05,-0.021334101,-0.021334101
2025-11-06,robustness,5,7,6,0.05,-0.00067037317,-0.0023397329
2025-11-07,robustness,5,13,12,0.05,-0.015162113,-0.012953402
2025-11-10,robustness,5,12,11,0.05,-0.0079581302,-0.0091961751
2025-11-11,robustness,5,11,11,0.05,0.0088666933,0.0088666933
2025-11-12,robustness,5,12,12,0.05,0.0078633649,0.0078633649
2025-11-13,robustness,5,10,10,0.05,-0.011866058,-0.011866058
2025-11-14,robustness,5,9,9,0.05,0.027156076,0.027156076
2025-11-17,robustness,5,8,8,0.05,-0.011038155,-0.011038155
2025-11-18,robustness,5,9,8,0.05,0.026311884,0.025447641
2025-11-19,robustness,5,8,7,0.05,-0.021822433,-0.016240744
2025-11-20,robustness,5,8,7,0.05,0.0064773466,0.0045271202
2025-11-21,robustness,5,2,2,0.05,0.065364783,0.065364783
2025-11-24,robustness,5,2,2,0.05,-0.0099282487,-0.0099282487
2025-11-25,robustness,5,2,2,0.05,0.020898802,0.020898802
2025-11-26,robustness,5,6,6,0.05,-0.012939408,-0.012939408
2025-11-27,robustness,5,7,7,0.05,0.013537316,0.013537316
2025-11-28,robustness,5,8,8,0.05,-0.017676061,-0.017676061
2025-12-01,robustness,5,10,9,0.05,0.0051642269,0.002614904
2025-12-02,robustness,5,12,11,0.05,0.0098343886,0.0098271407
2025-12-03,robustness,5,8,7,0.05,-0.0099872091,0.0028670063
2025-12-04,robustness,5,8,6,0.05,-0.0001940018,0.0036860977
2025-12-05,robustness,5,8,6,0.05,-0.030952691,-0.018078375
2025-12-08,robustness,5,6,5,0.05,-0.0093809881,-0.013023637
2025-12-09,robustness,5,5,5,0.05,-0.012066208,-0.012066208
2025-12-10,robustness,5,6,6,0.05,0.0029444817,0.0029444817
2025-12-11,robustness,5,7,7,0.05,0.010167108,0.010167108
2025-12-12,robustness,5,7,7,0.05,-0.0067515183,-0.0067515183
2025-12-15,robustness,5,8,8,0.05,0.024402259,0.024402259
2025-12-16,robustness,5,6,6,0.05,0.020639761,0.020639761
2025-12-17,robustness,5,7,6,0.05,0.0049666822,-0.0013376716
2025-12-18,robustness,5,10,9,0.05,-0.00046925894,0.001308671
2025-12-19,robustness,5,10,8,0.05,-0.018677777,-0.011382529
2025-12-22,robustness,5,9,7,0.05,-0.039000436,-0.041075502
2025-12-23,robustness,5,14,11,0.05,0.0071805905,0.0069429117
2025-12-24,robustness,5,13,9,0.05,-0.036824945,-0.02884048
2025-12-25,robustness,5,12,10,0.05,0.0091552215,0.0069353763
2025-12-26,robustness,5,14,12,0.05,-0.016496646,-0.01450458
2025-12-29,robustness,5,19,16,0.05,-0.010815712,-0.0031714649
2025-12-30,robustness,5,15,11,0.05,-0.0024334394,-0.0078562252
2025-12-31,robustness,5,16,12,0.05,-0.044485309,-0.033494468
2026-01-05,out_of_split,5,16,10,0.05,-0.015726698,-0.018070958
2026-01-06,out_of_split,5,13,10,0.05,-0.06442984,-0.05855516
2026-01-07,out_of_split,5,8,7,0.05,-0.0027036449,-0.012141102
2026-01-08,out_of_split,5,6,6,0.05,-0.025019619,-0.025019619
2026-01-09,out_of_split,5,4,4,0.05,-0.066377345,-0.066377345
2018-07-16,train,10,1,1,0.05,-0.0035127202,-0.0035127202
2018-07-17,train,10,2,2,0.05,-0.0058717634,-0.0058717634
2018-07-18,train,10,2,2,0.05,0.019687819,0.019687819
2018-07-19,train,10,2,2,0.05,-0.00081654328,-0.00081654328
2018-07-20,train,10,2,2,0.05,0.006421267,0.006421267
2018-07-23,train,10,2,2,0.05,0.016216059,0.016216059
2018-07-24,train,10,2,2,0.05,-0.032235676,-0.032235676
2018-07-25,train,10,2,2,0.05,0.022791671,0.022791671
2018-07-26,train,10,2,2,0.05,0.031890372,0.031890372
2018-07-27,train,10,2,2,0.05,-0.0068928167,-0.0068928167
2018-07-30,train,10,1,1,0.05,0.022471889,0.022471889
2018-08-08,train,10,1,1,0.05,0.014348798,0.014348798
2018-08-09,train,10,1,1,0.05,-0.014557683,-0.014557683
2018-08-10,train,10,2,2,0.05,0.0020535634,0.0020535634
2018-08-13,train,10,2,2,0.05,-0.028992588,-0.028992588
2018-08-14,train,10,2,2,0.05,-0.017988065,-0.017988065
2018-08-15,train,10,2,2,0.05,0.020046768,0.020046768
2018-08-16,train,10,2,2,0.05,0.0098660239,0.0098660239
2018-08-17,train,10,2,2,0.05,0.010671314,0.010671314
2018-08-20,train,10,2,2,0.05,-0.011836804,-0.011836804
2018-08-21,train,10,2,2,0.05,-0.029177977,-0.029177977
2018-08-22,train,10,1,1,0.05,0.019230767,0.019230767
2018-08-23,train,10,1,1,0.05,-0.08451663,-0.08451663
2018-08-28,train,10,1,1,0.05,0.009477154,0.009477154
2018-08-29,train,10,1,1,0.05,0.0046189176,0.0046189176
2018-08-30,train,10,1,1,0.05,0.03612861,0.03612861
2018-08-31,train,10,1,1,0.05,0.068775791,0.068775791
2018-09-03,train,10,1,1,0.05,0.036558337,0.036558337
2018-09-04,train,10,1,1,0.05,-0.034495961,-0.034495961
2018-09-05,train,10,1,1,0.05,-0.0014820643,-0.0014820643
2018-09-06,train,10,1,1,0.05,0.013688525,0.013688525
2018-09-07,train,10,1,1,0.05,-0.033008292,-0.033008292
2018-09-10,train,10,1,1,0.05,0.025054485,0.025054485
2018-10-31,train,10,1,1,0.05,0,0
2018-11-01,train,10,1,1,0.05,0.014106607,0.014106607
2018-11-02,train,10,1,1,0.05,-0.025437178,-0.025437178
2018-11-05,train,10,3,3,0.05,0.0077381546,0.0077381546
2018-11-06,train,10,3,3,0.05,0.019032842,0.019032842
2018-11-07,train,10,3,3,0.05,0.006493241,0.006493241
2018-11-08,train,10,3,3,0.05,0.0010656609,0.0010656609
2018-11-09,train,10,3,3,0.05,0.0097902898,0.0097902898
2018-11-12,train,10,3,3,0.05,-0.0087254774,-0.0087254774
2018-11-13,train,10,3,3,0.05,-0.0018159932,-0.0018159932
2018-11-14,train,10,2,2,0.05,0.0075779312,0.0075779312
2018-11-15,train,10,2,2,0.05,-0.00996048,-0.00996048
2018-11-16,train,10,2,2,0.05,-0.0054136082,-0.0054136082
2019-01-11,train,10,1,1,0.05,0.04121214,0.04121214
2019-01-14,train,10,1,1,0.05,-0.015170656,-0.015170656
2019-01-15,train,10,1,1,0.05,-0.057285187,-0.057285187
2019-01-16,train,10,1,1,0.05,0.011778496,0.011778496
2019-01-17,train,10,1,1,0.05,0.019070417,0.019070417
2019-01-18,train,10,1,1,0.05,-0.068043797,-0.068043797
2019-01-21,train,10,1,1,0.05,0.0068259863,0.0068259863
2019-01-22,train,10,1,1,0.05,0.0080182931,0.0080182931
2019-01-23,train,10,1,1,0.05,-0.006928455,-0.006928455
2019-01-24,train,10,1,1,0.05,-0.0045871514,-0.0045871514
2019-02-12,train,10,1,1,0.05,-0.0027210859,-0.0027210859
2019-02-13,train,10,1,1,0.05,-0.0067842865,-0.0067842865
2019-02-14,train,10,3,3,0.05,0.012239246,0.012239246
2019-02-15,train,10,3,3,0.05,-0.020027155,-0.020027155
2019-02-18,train,10,4,3,0.05,-0.033422652,-0.034668678
2019-02-19,train,10,4,3,0.05,-0.024877759,-0.02015734
2019-02-20,train,10,4,3,0.05,0.0031188528,0.0074340018
2019-02-21,train,10,4,3,0.05,-0.0091717769,-0.0011624466
2019-02-22,train,10,4,3,0.05,-0.018700571,-0.022718013
2019-02-25,train,10,7,6,0.05,-0.032916612,-0.04427319
2019-02-26,train,10,10,9,0.05,0.010879248,0.0080564451
2019-02-27,train,10,10,9,0.05,0.0073928352,0.0062062258
2019-02-28,train,10,8,7,0.05,0.027859957,0.028626405
2019-03-01,train,10,8,7,0.05,-0.031747861,-0.030530142
2019-03-04,train,10,8,7,0.05,-0.0062868584,-0.0070413305
2019-03-05,train,10,8,7,0.05,-0.013351772,-0.013393629
2019-03-06,train,10,8,7,0.05,-0.049558104,-0.045730552
2019-03-07,train,10,8,7,0.05,-0.018476108,-0.020786532
2019-03-08,train,10,8,7,0.05,0.084628899,0.082406765
2019-03-11,train,10,5,5,0.05,-0.0010025817,-0.0010025817
2019-03-12,train,10,2,2,0.05,-0.017270702,-0.017270702
2019-03-13,train,10,2,2,0.05,0.0077031989,0.0077031989
2019-03-14,train,10,2,2,0.05,0.0010271577,0.0010271577
2019-03-15,train,10,2,2,0.05,0.017468476,0.017468476
2019-03-18,train,10,1,1,0.05,-0.0188552,-0.0188552
2019-03-19,train,10,4,4,0.05,0.0061948109,0.0061948109
2019-03-20,train,10,4,4,0.05,0.0037223815,0.0037223815
2019-03-21,train,10,4,4,0.05,0.0078650324,0.0078650324
2019-03-22,train,10,4,4,0.05,-0.013133871,-0.013133871
2019-03-25,train,10,4,4,0.05,0.026253726,0.026253726
2019-03-26,train,10,3,3,0.05,-0.019064317,-0.019064317
2019-03-27,train,10,3,3,0.05,-0.032372185,-0.032372185
2019-03-28,train,10,3,3,0.05,-0.026432454,-0.026432454
2019-03-29,train,10,3,3,0.05,-0.03970356,-0.03970356
2019-04-01,train,10,4,4,0.05,-0.010181369,-0.010181369
2019-04-02,train,10,2,2,0.05,0.0099833492,0.0099833492
2019-04-03,train,10,2,2,0.05,-0.0083161741,-0.0083161741
2019-04-04,train,10,3,3,0.05,0.0057404311,0.0057404311
2019-04-08,train,10,4,3,0.05,0.013885256,0.010333723
2019-04-09,train,10,4,3,0.05,0.0037126035,0.007046572
2019-04-10,train,10,4,3,0.05,0.022766922,0.015772552
2019-04-11,train,10,4,3,0.05,0.036896474,0.033944768
2019-04-12,train,10,4,3,0.05,-0.011555664,-0.0096997954
2019-04-15,train,10,4,3,0.05,0.013208216,0.015366289
2019-04-16,train,10,3,2,0.05,-0.00030262328,-0.0038437621
2019-04-17,train,10,2,1,0.05,0.010238898,0.010238898
2019-04-18,train,10,4,3,0.05,-0.0027517145,-0.0082666767
2019-04-19,train,10,3,3,0.05,0.034081445,0.034081445
2019-04-22,train,10,2,2,0.05,0.023746252,0.023746252
2019-04-23,train,10,2,2,0.05,-0.0076728393,-0.0076728393
2019-04-24,train,10,2,2,0.05,-0.00016672948,-0.00016672948
2019-04-25,train,10,2,2,0.05,0.034604735,0.034604735
2019-04-26,train,10,2,2,0.05,0.025267479,0.025267479
2019-04-29,train,10,2,2,0.05,0.012458455,0.012458455
2019-04-30,train,10,2,2,0.05,0.0058010343,0.0058010343
2019-05-06,train,10,2,2,0.05,0.098766146,0.098766146
2019-05-14,train,10,1,1,0.05,0.030769203,0.030769203
2019-05-15,train,10,1,1,0.05,-0.039682502,-0.039682502
2019-05-16,train,10,1,1,0.05,0,0
2019-05-17,train,10,1,1,0.05,0.038167904,0.038167904
2019-05-20,train,10,1,1,0.05,0.019841251,0.019841251
2019-05-21,train,10,1,1,0.05,-0.016194316,-0.016194316
2019-05-22,train,10,1,1,0.05,0.0199203,0.0199203
2019-05-23,train,10,1,1,0.05,0.016260147,0.016260147
2019-05-24,train,10,1,1,0.05,0.0041322273,0.0041322273
2019-05-27,train,10,1,1,0.05,-0.016597494,-0.016597494
2019-06-21,train,10,1,1,0.05,-0.06657223,-0.06657223
2019-06-24,train,10,1,1,0.05,-0.020805636,-0.020805636
2019-06-25,train,10,1,1,0.05,-0.057675627,-0.057675627
2019-06-26,train,10,1,1,0.05,0.10004095,0.10004095
2019-06-27,train,10,1,1,0.05,0.073804136,0.073804136
2019-06-28,train,10,1,1,0.05,0.044761429,0.044761429
2019-07-01,train,10,1,1,0.05,-0.013388271,-0.013388271
2019-07-02,train,10,1,1,0.05,-0.0066056483,-0.0066056483
2019-07-03,train,10,1,1,0.05,0.011105468,0.011105468
2019-07-04,train,10,1,1,0.05,0.0086779007,0.0086779007
2019-08-06,train,10,1,1,0.05,0.016270841,0.016270841
2019-08-07,train,10,1,1,0.05,-0.037997248,-0.037997248
2019-08-08,train,10,1,1,0.05,0.017657186,0.017657186
2019-08-09,train,10,1,1,0.05,-0.00043841425,-0.00043841425
2019-08-12,train,10,1,1,0.05,0,0
2019-08-13,train,10,2,2,0.05,-0.038845999,-0.038845999
2019-08-14,train,10,2,2,0.05,0.024831207,0.024831207
2019-08-15,train,10,2,2,0.05,-0.014378964,-0.014378964
2019-08-16,train,10,2,2,0.05,-0.0021902371,-0.0021902371
2019-08-19,train,10,3,3,0.05,-0.027492682,-0.027492682
2019-08-20,train,10,2,2,0.05,0.0054423699,0.0054423699
2019-08-21,train,10,2,2,0.05,-0.037502153,-0.037502153
2019-08-22,train,10,2,2,0.05,0.0044729582,0.0044729582
2019-08-23,train,10,2,2,0.05,-0.028311626,-0.028311626
2019-08-26,train,10,2,2,0.05,-0.021250669,-0.021250669
2019-08-27,train,10,1,1,0.05,0.00042653995,0.00042653995
2019-08-28,train,10,1,1,0.05,-0.0023469301,-0.0023469301
2019-08-29,train,10,1,1,0.05,-0.040229872,-0.040229872
2019-08-30,train,10,1,1,0.05,0.02721502,0.02721502
2019-09-03,train,10,1,1,0.05,0.019999987,0.019999987
2019-09-04,train,10,2,2,0.05,-0.0082061883,-0.0082061883
2019-09-05,train,10,2,2,0.05,-0.0076702487,-0.0076702487
2019-09-06,train,10,2,2,0.05,-0.013495499,-0.013495499
2019-09-09,train,10,2,2,0.05,-0.04308453,-0.04308453
2019-09-10,train,10,3,3,0.05,0.015760326,0.015760326
2019-09-11,train,10,3,3,0.05,0.012774676,0.012774676
2019-09-12,train,10,3,3,0.05,0.012514134,0.012514134
2019-09-16,train,10,3,3,0.05,-0.0076294506,-0.0076294506
2019-09-17,train,10,3,3,0.05,0.0004845188,0.0004845188
2019-09-18,train,10,2,2,0.05,-0.031330278,-0.031330278
2019-09-19,train,10,1,1,0.05,-0.028662409,-0.028662409
2019-09-20,train,10,1,1,0.05,0.017027841,0.017027841
2019-09-23,train,10,1,1,0.05,0.020787397,0.020787397
