feature_index,feature_name,expression,direct_fields,max_trailing_window,uses_vwap,uses_volume,uses_money,uses_future_offset,qlib_distribution_version,qlib_source_file,qlib_source_file_sha256,canonical_order,route_inclusion_full,route_inclusion_no_vwap,status
95,CORD20,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,95,true,true,pass
96,CORD30,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,96,true,true,pass
97,CORD60,"Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,97,true,true,pass
98,CNTP5,"Mean($close>Ref($close, 1), 5)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,98,true,true,pass
99,CNTP10,"Mean($close>Ref($close, 1), 10)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,99,true,true,pass
100,CNTP20,"Mean($close>Ref($close, 1), 20)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,100,true,true,pass
101,CNTP30,"Mean($close>Ref($close, 1), 30)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,101,true,true,pass
102,CNTP60,"Mean($close>Ref($close, 1), 60)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,102,true,true,pass
103,CNTN5,"Mean($close<Ref($close, 1), 5)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,103,true,true,pass
104,CNTN10,"Mean($close<Ref($close, 1), 10)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,104,true,true,pass
105,CNTN20,"Mean($close<Ref($close, 1), 20)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,105,true,true,pass
106,CNTN30,"Mean($close<Ref($close, 1), 30)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,106,true,true,pass
107,CNTN60,"Mean($close<Ref($close, 1), 60)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,107,true,true,pass
108,CNTD5,"Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,108,true,true,pass
109,CNTD10,"Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,109,true,true,pass
110,CNTD20,"Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,110,true,true,pass
111,CNTD30,"Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,111,true,true,pass
112,CNTD60,"Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,112,true,true,pass
113,SUMP5,"Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,113,true,true,pass
114,SUMP10,"Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,114,true,true,pass
115,SUMP20,"Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,115,true,true,pass
116,SUMP30,"Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,116,true,true,pass
117,SUMP60,"Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,117,true,true,pass
118,SUMN5,"Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,118,true,true,pass
119,SUMN10,"Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,119,true,true,pass
120,SUMN20,"Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,120,true,true,pass
121,SUMN30,"Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,121,true,true,pass
122,SUMN60,"Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,122,true,true,pass
123,SUMD5,"(Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,123,true,true,pass
124,SUMD10,"(Sum(Greater($close-Ref($close, 1), 0), 10)-Sum(Greater(Ref($close, 1)-$close, 0), 10))/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,124,true,true,pass
125,SUMD20,"(Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,125,true,true,pass
126,SUMD30,"(Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,126,true,true,pass
127,SUMD60,"(Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",$close,1,false,false,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,127,true,true,pass
128,VMA5,"Mean($volume, 5)/($volume+1e-12)",$volume,5,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,128,true,true,pass
129,VMA10,"Mean($volume, 10)/($volume+1e-12)",$volume,10,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,129,true,true,pass
130,VMA20,"Mean($volume, 20)/($volume+1e-12)",$volume,20,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,130,true,true,pass
131,VMA30,"Mean($volume, 30)/($volume+1e-12)",$volume,30,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,131,true,true,pass
132,VMA60,"Mean($volume, 60)/($volume+1e-12)",$volume,60,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,132,true,true,pass
133,VSTD5,"Std($volume, 5)/($volume+1e-12)",$volume,5,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,133,true,true,pass
134,VSTD10,"Std($volume, 10)/($volume+1e-12)",$volume,10,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,134,true,true,pass
135,VSTD20,"Std($volume, 20)/($volume+1e-12)",$volume,20,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,135,true,true,pass
136,VSTD30,"Std($volume, 30)/($volume+1e-12)",$volume,30,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,136,true,true,pass
137,VSTD60,"Std($volume, 60)/($volume+1e-12)",$volume,60,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,137,true,true,pass
138,WVMA5,"Std(Abs($close/Ref($close, 1)-1)*$volume, 5)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 5)+1e-12)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,138,true,true,pass
139,WVMA10,"Std(Abs($close/Ref($close, 1)-1)*$volume, 10)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 10)+1e-12)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,139,true,true,pass
140,WVMA20,"Std(Abs($close/Ref($close, 1)-1)*$volume, 20)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 20)+1e-12)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,140,true,true,pass
141,WVMA30,"Std(Abs($close/Ref($close, 1)-1)*$volume, 30)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 30)+1e-12)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,141,true,true,pass
142,WVMA60,"Std(Abs($close/Ref($close, 1)-1)*$volume, 60)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 60)+1e-12)",$close|$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,142,true,true,pass
143,VSUMP5,"Sum(Greater($volume-Ref($volume, 1), 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,143,true,true,pass
144,VSUMP10,"Sum(Greater($volume-Ref($volume, 1), 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,144,true,true,pass
145,VSUMP20,"Sum(Greater($volume-Ref($volume, 1), 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,145,true,true,pass
146,VSUMP30,"Sum(Greater($volume-Ref($volume, 1), 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,146,true,true,pass
147,VSUMP60,"Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,147,true,true,pass
148,VSUMN5,"Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,148,true,true,pass
149,VSUMN10,"Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,149,true,true,pass
150,VSUMN20,"Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,150,true,true,pass
151,VSUMN30,"Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,151,true,true,pass
152,VSUMN60,"Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,152,true,true,pass
153,VSUMD5,"(Sum(Greater($volume-Ref($volume, 1), 0), 5)-Sum(Greater(Ref($volume, 1)-$volume, 0), 5))/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,153,true,true,pass
154,VSUMD10,"(Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,154,true,true,pass
155,VSUMD20,"(Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,155,true,true,pass
156,VSUMD30,"(Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,156,true,true,pass
157,VSUMD60,"(Sum(Greater($volume-Ref($volume, 1), 0), 60)-Sum(Greater(Ref($volume, 1)-$volume, 0), 60))/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",$volume,1,false,true,false,false,0.9.7,topics/02_AFML_BIG_WINNER/.venv/lib/python3.11/site-packages/qlib/contrib/data/handler.py,b621481c6009c39066c67c71390fd2bea635f56daf9f2c4e38817eff268e3232,157,true,true,pass
