candidate_scope_id,candidate_scope_type,family_id,variant_id,family_input_status,mechanism_cluster,event_count,canonical_event_count,event_instances_per_instrument_year,canonical_events_per_instrument_year,events_per_instrument_year_mean,events_per_instrument_year_p50,events_per_instrument_year_p95,density_full_denominator,density_eligible_gated_denominator,density_increase_over_e1_full_denominator,density_vs_e1_full_denominator,density_vs_same_gated_denominator,density_by_split,density_by_event_regime_bucket,density_by_board,triggered_family_share,top_triggered_family_share,same_day_merge_rate,selected_variant_flag,density_share_of_selected_union,focus_incremental_recall_for_density_drag,focus_incremental_captures_for_density_drag,family_density_mean_gate_pass,family_density_p95_gate_pass,family_density_share_gate_pass,density_drag_flag
T8_volatility_regime_contraction_break__ungated,candidate_family_variant,T8_volatility_regime_contraction_break,ungated,runnable_existing_data,compression_break_cluster,13331,13331,3.6801318068337547,3.6801318068337547,2.9177062814620265,3.0,5.0,3.6801318068337547,3.6801318068337547,1.797414912181725,1.954692082111437,1.954692082111437,"{""robustness"":{""event_count"":2976,""events_per_instrument_year"":0.821549190393613},""train"":{""event_count"":6884,""events_per_instrument_year"":1.9003846191766234},""validation"":{""event_count"":3471,""events_per_instrument_year"":0.9581979972635183}}","{""risk_off"":{""event_count"":2635,""events_per_instrument_year"":0.7274133456610115},""risk_on"":{""event_count"":6762,""events_per_instrument_year"":1.8667055193016164},""transition"":{""event_count"":3934,""events_per_instrument_year"":1.0860129418711268}}","{""chinext"":{""event_count"":2835,""events_per_instrument_year"":0.7826249848003671},""main_board"":{""event_count"":10496,""events_per_instrument_year"":2.8975068220333875}}","{""T8_volatility_regime_contraction_break"":1.0}",1.0,0.0,False,6.461948618516724,1.0814054473199572,241.0,False,False,True,False
T8_volatility_regime_contraction_break__event_regime_gated,candidate_family_variant,T8_volatility_regime_contraction_break,event_regime_gated,runnable_existing_data,compression_break_cluster,11363,11363,3.1368492777024946,3.1368492777024946,2.6182027649769584,3.0,5.0,3.1368492777024946,4.313925652517796,1.254132383050465,1.6661290322580646,2.30346645043584,"{""robustness"":{""event_count"":2741,""events_per_instrument_year"":0.75667551440487},""train"":{""event_count"":5774,""events_per_instrument_year"":1.5939600219531993},""validation"":{""event_count"":2848,""events_per_instrument_year"":0.7862137413444252}}","{""risk_on"":{""event_count"":6895,""events_per_instrument_year"":1.903421259329288},""transition"":{""event_count"":4468,""events_per_instrument_year"":1.2334280183732065}}","{""chinext"":{""event_count"":2432,""events_per_instrument_year"":0.6713735319345654},""main_board"":{""event_count"":8931,""events_per_instrument_year"":2.4654757457679293}}","{""T8_volatility_regime_contraction_break"":1.0}",1.0,0.0,False,5.507998061076103,1.0914054473199575,242.0,False,False,True,False
R1_relative_strength_breakout__all_variants,candidate_family,R1_relative_strength_breakout,all_variants,runnable_existing_data,relative_strength_cluster,18538,18538,5.11756683182688,5.11756683182688,3.5677444187836795,3.0,7.0,5.11756683182688,5.11756683182688,3.2348499371748507,2.7181818181818183,2.7181818181818183,"{""robustness"":{""event_count"":4630,""events_per_instrument_year"":1.2781494460760847},""train"":{""event_count"":9104,""events_per_instrument_year"":2.5132338136234718},""validation"":{""event_count"":4804,""events_per_instrument_year"":1.326183572127324}}","{""risk_off"":{""event_count"":3822,""events_per_instrument_year"":1.0550944239530875},""risk_on"":{""event_count"":8917,""events_per_instrument_year"":2.4616109310281744},""transition"":{""event_count"":5799,""events_per_instrument_year"":1.6008614768456189}}","{""chinext"":{""event_count"":3777,""events_per_instrument_year"":1.0426718051467325},""main_board"":{""event_count"":14761,""events_per_instrument_year"":4.0748950266801485}}","{""R1_relative_strength_breakout"":1.0}",1.0,0.409335669906006,False,8.985942801745031,1.21063802461956,272.0,True,True,True,False
R2_near_high_volume_expansion__all_variants,candidate_family,R2_near_high_volume_expansion,all_variants,runnable_existing_data,volume_high_breakout_cluster,11120,11120,3.0697671361481773,3.0697671361481773,2.4482606781153677,2.0,5.0,3.0697671361481773,3.0697671361481773,1.1870502414961477,1.63049853372434,1.63049853372434,"{""robustness"":{""event_count"":3130,""events_per_instrument_year"":0.8640621525309168},""train"":{""event_count"":5529,""events_per_instrument_year"":1.5263257640074885},""validation"":{""event_count"":2461,""events_per_instrument_year"":0.679379219609772}}","{""risk_off"":{""event_count"":1514,""events_per_instrument_year"":0.4179521082849227},""risk_on"":{""event_count"":7142,""events_per_instrument_year"":1.9716076336663924},""transition"":{""event_count"":2464,""events_per_instrument_year"":0.6802073941968623}}","{""chinext"":{""event_count"":1914,""events_per_instrument_year"":0.5283753865636341},""main_board"":{""event_count"":9206,""events_per_instrument_year"":2.5413917495845433}}","{""R2_near_high_volume_expansion"":1.0}",1.0,0.4516494896198038,False,5.390208434318953,1.0452299602597654,235.0,True,True,True,False
R3_vcp_breakout__all_variants,candidate_family,R3_vcp_breakout,all_variants,runnable_existing_data,compression_break_cluster,9218,9218,2.5447044479329044,2.5447044479329044,2.2292623941958887,2.0,4.0,2.5447044479329044,2.5447044479329044,0.6619875532808748,1.3516129032258064,1.3516129032258064,"{""robustness"":{""event_count"":2192,""events_per_instrument_year"":0.6051195649673385},""train"":{""event_count"":4690,""events_per_instrument_year"":1.2947129378178914},""validation"":{""event_count"":2336,""events_per_instrument_year"":0.6448719451476747}}","{""risk_off"":{""event_count"":1779,""events_per_instrument_year"":0.49110753014456904},""risk_on"":{""event_count"":4704,""events_per_instrument_year"":1.2985777525576463},""transition"":{""event_count"":2735,""events_per_instrument_year"":0.7550191652306893}}","{""chinext"":{""event_count"":1766,""events_per_instrument_year"":0.4875187736005109},""main_board"":{""event_count"":7452,""events_per_instrument_year"":2.0571856743323935}}","{""R3_vcp_breakout"":1.0}",1.0,0.4336446301302531,False,4.468250121182743,0.6925485444735227,157.0,True,True,True,False
R5_growth_or_small_style_confirmation__all_variants,candidate_family,R5_growth_or_small_style_confirmation,all_variants,diagnostic_only,board_style_cluster,2277,2277,0.6285845116015647,0.6285845116015647,2.281563126252505,2.0,5.0,0.6285845116015647,0.6285845116015647,-1.254132383050465,0.3338709677419355,0.3338709677419355,"{""robustness"":{""event_count"":602,""events_per_instrument_year"":0.16618703380946068},""train"":{""event_count"":1129,""events_per_instrument_year"":0.31166970294166296},""validation"":{""event_count"":546,""events_per_instrument_year"":0.1507277748504411}}","{""risk_off"":{""event_count"":348,""events_per_instrument_year"":0.09606825210247893},""risk_on"":{""event_count"":1291,""events_per_instrument_year"":0.3563911306445411},""transition"":{""event_count"":638,""events_per_instrument_year"":0.1761251288545447}}","{""chinext"":{""event_count"":2277,""events_per_instrument_year"":0.6285845116015647}}","{""R5_growth_or_small_style_confirmation"":1.0}",1.0,0.4428676290677759,False,1.1037324285021812,0.14361991535006946,33.0,True,True,True,False
R6_market_breadth_thrust__all_variants,candidate_family,R6_market_breadth_thrust,all_variants,runnable_existing_data,breadth_cluster,21973,21973,6.065826734045315,6.065826734045315,4.204554152315346,4.0,8.0,6.065826734045315,6.065826734045315,4.1831098393932855,3.221847507331378,3.221847507331378,"{""robustness"":{""event_count"":5517,""events_per_instrument_year"":1.5230130656591272},""train"":{""event_count"":10737,""events_per_instrument_year"":2.964036847196311},""validation"":{""event_count"":5719,""events_per_instrument_year"":1.5787768211898765}}","{""risk_off"":{""event_count"":5209,""events_per_instrument_year"":1.4379871413845193},""risk_on"":{""event_count"":9620,""events_per_instrument_year"":2.6556798426030097},""transition"":{""event_count"":7144,""events_per_instrument_year"":1.9721597500577859}}","{""chinext"":{""event_count"":4611,""events_per_instrument_year"":1.272904340357846},""main_board"":{""event_count"":17362,""events_per_instrument_year"":4.792922393687469}}","{""R6_market_breadth_thrust"":1.0}",1.0,0.38892596918627287,False,10.650993698497334,1.200633662886498,271.0,True,True,True,False
R7_cross_sectional_momentum_rank_jump__all_variants,candidate_family,R7_cross_sectional_momentum_rank_jump,all_variants,runnable_existing_data,relative_strength_cluster,13084,13084,3.6119454324966505,3.6119454324966505,2.823478636167458,3.0,5.0,3.6119454324966505,3.6119454324966505,1.7292285378446208,1.918475073313783,1.918475073313783,"{""robustness"":{""event_count"":3292,""events_per_instrument_year"":0.9087835802337949},""train"":{""event_count"":6250,""events_per_instrument_year"":1.725363723104866},""validation"":{""event_count"":3542,""events_per_instrument_year"":0.9777981291579896}}","{""risk_off"":{""event_count"":3271,""events_per_instrument_year"":0.9029863581241626},""risk_on"":{""event_count"":5586,""events_per_instrument_year"":1.5420610811622049},""transition"":{""event_count"":4227,""events_per_instrument_year"":1.166897993210283}}","{""chinext"":{""event_count"":2875,""events_per_instrument_year"":0.7936673126282383},""main_board"":{""event_count"":10209,""events_per_instrument_year"":2.818278119868412}}","{""R7_cross_sectional_momentum_rank_jump"":1.0}",1.0,0.399072245441602,False,6.342220067862336,1.1010985105489322,248.0,True,True,True,False
R8_persistent_distance_above_ema__all_variants,candidate_family,R8_persistent_distance_above_ema,all_variants,runnable_existing_data,persistent_trend_cluster,15041,15041,4.152191321475246,4.152191321475246,3.078387228817028,3.0,7.0,4.152191321475246,4.152191321475246,2.269474426823216,2.2054252199413487,2.2054252199413487,"{""robustness"":{""event_count"":4180,""events_per_instrument_year"":1.1539232580125343},""train"":{""event_count"":7811,""events_per_instrument_year"":2.156290566587537},""validation"":{""event_count"":3050,""events_per_instrument_year"":0.8419774968751745}}","{""risk_off"":{""event_count"":1679,""events_per_instrument_year"":0.46350171057489115},""risk_on"":{""event_count"":9573,""events_per_instrument_year"":2.642705107405261},""transition"":{""event_count"":3789,""events_per_instrument_year"":1.0459845034950939}}","{""chinext"":{""event_count"":3212,""events_per_instrument_year"":0.8866989245780527},""main_board"":{""event_count"":11829,""events_per_instrument_year"":3.2654923968971934}}","{""R8_persistent_distance_above_ema"":1.0}",1.0,0.4382865892370318,False,7.290838584585555,1.111164259636199,252.0,True,True,True,False
T3_style_rotation_break__all_variants,candidate_family,T3_style_rotation_break,all_variants,diagnostic_only,board_style_cluster,674,674,0.18606322389962873,0.18606322389962873,1.286259541984733,1.0,2.0,0.18606322389962873,0.18606322389962873,-1.696653670752401,0.09882697947214077,0.09882697947214077,"{""robustness"":{""event_count"":297,""events_per_instrument_year"":0.08198928412194323},""train"":{""event_count"":377,""events_per_instrument_year"":0.1040739397776855}}","{""risk_off"":{""event_count"":45,""events_per_instrument_year"":0.012422618806355035},""risk_on"":{""event_count"":558,""events_per_instrument_year"":0.15404047319880243},""transition"":{""event_count"":71,""events_per_instrument_year"":0.019600131894471275}}","{""chinext"":{""event_count"":674,""events_per_instrument_year"":0.18606322389962873}}","{""T3_style_rotation_break"":1.0}",1.0,0.4646544876886418,False,0.32670867668444015,0.05646053439307292,11.0,True,True,True,False
T4_entropy_compression_then_directional_expansion__all_variants,candidate_family,T4_entropy_compression_then_directional_expansion,all_variants,runnable_existing_data,compression_break_cluster,1701,1701,0.4695749908802203,0.4695749908802203,1.1903428971308607,1.0,2.0,0.4695749908802203,0.4695749908802203,-1.4131419037718094,0.2494134897360704,0.2494134897360704,"{""robustness"":{""event_count"":433,""events_per_instrument_year"":0.1195331987367051},""train"":{""event_count"":913,""events_per_instrument_year"":0.2520411326711588},""validation"":{""event_count"":355,""events_per_instrument_year"":0.09800065947235638}}","{""risk_off"":{""event_count"":236,""events_per_instrument_year"":0.06514973418443974},""risk_on"":{""event_count"":1065,""events_per_instrument_year"":0.29400197841706915},""transition"":{""event_count"":400,""events_per_instrument_year"":0.11042327827871141}}","{""chinext"":{""event_count"":360,""events_per_instrument_year"":0.09938095045084028},""main_board"":{""event_count"":1341,""events_per_instrument_year"":0.37019404042938003}}","{""T4_entropy_compression_then_directional_expansion"":1.0}",1.0,0.4549823774431272,False,0.8245273873000485,0.16216673128493425,40.0,True,True,True,False
T5_volume_regime_shift__all_variants,candidate_family,T5_volume_regime_shift,all_variants,runnable_existing_data,volume_regime_cluster,15737,15737,4.344327825680204,4.344327825680204,3.1205631568510808,3.0,6.0,4.344327825680204,4.344327825680204,2.4616109310281744,2.3074780058651028,2.3074780058651028,"{""robustness"":{""event_count"":3892,""events_per_instrument_year"":1.074418497651862},""train"":{""event_count"":8034,""events_per_instrument_year"":2.2178515442279187},""validation"":{""event_count"":3811,""events_per_instrument_year"":1.052057783800423}}","{""risk_off"":{""event_count"":3117,""events_per_instrument_year"":0.8604733959868587},""risk_on"":{""event_count"":8356,""events_per_instrument_year"":2.3067422832422815},""transition"":{""event_count"":4264,""events_per_instrument_year"":1.1771121464510637}}","{""chinext"":{""event_count"":3369,""events_per_instrument_year"":0.9300400613024469},""main_board"":{""event_count"":12368,""events_per_instrument_year"":3.414287764377757}}","{""T5_volume_regime_shift"":1.0}",1.0,0.42774545454545454,False,7.628211342704799,1.1920736809796129,263.0,True,True,True,False
T6_stock_vs_market_CUSUM_break__all_variants,candidate_family,T6_stock_vs_market_CUSUM_break,all_variants,fallback_variant,relative_strength_cluster,14709,14709,4.060540000503916,4.060540000503916,2.9859926918392206,3.0,6.0,4.060540000503916,4.060540000503916,2.177823105851886,2.1567448680351906,2.1567448680351906,"{""robustness"":{""event_count"":3608,""events_per_instrument_year"":0.996017970073977},""train"":{""event_count"":7486,""events_per_instrument_year"":2.066571652986084},""validation"":{""event_count"":3615,""events_per_instrument_year"":0.9979503774438544}}","{""risk_off"":{""event_count"":3689,""events_per_instrument_year"":1.018378683925416},""risk_on"":{""event_count"":6613,""events_per_instrument_year"":1.8255728481427964},""transition"":{""event_count"":4407,""events_per_instrument_year"":1.2165884684357031}}","{""chinext"":{""event_count"":3428,""events_per_instrument_year"":0.9463274948485568},""main_board"":{""event_count"":11281,""events_per_instrument_year"":3.1142125056553587}}","{""T6_stock_vs_market_CUSUM_break"":1.0}",1.0,0.3949652420714903,False,7.129907901114882,1.1542739329908565,263.0,True,True,True,False
T7_board_relative_strength_break__all_variants,candidate_family,T7_board_relative_strength_break,all_variants,fallback_variant,board_style_cluster,674,674,0.18606322389962873,0.18606322389962873,1.286259541984733,1.0,2.0,0.18606322389962873,0.18606322389962873,-1.696653670752401,0.09882697947214077,0.09882697947214077,"{""robustness"":{""event_count"":297,""events_per_instrument_year"":0.08198928412194323},""train"":{""event_count"":377,""events_per_instrument_year"":0.1040739397776855}}","{""risk_off"":{""event_count"":45,""events_per_instrument_year"":0.012422618806355035},""risk_on"":{""event_count"":558,""events_per_instrument_year"":0.15404047319880243},""transition"":{""event_count"":71,""events_per_instrument_year"":0.019600131894471275}}","{""chinext"":{""event_count"":674,""events_per_instrument_year"":0.18606322389962873}}","{""T7_board_relative_strength_break"":1.0}",1.0,0.4646544876886418,False,0.32670867668444015,0.05646053439307292,11.0,True,True,True,False
T8_volatility_regime_contraction_break__all_variants,candidate_family,T8_volatility_regime_contraction_break,all_variants,runnable_existing_data,compression_break_cluster,14172,14172,3.9122967494147454,3.9122967494147454,3.099059698228734,3.0,6.0,3.9122967494147454,3.9122967494147454,2.0295798547627157,2.0780058651026394,2.0780058651026394,"{""robustness"":{""event_count"":3097,""events_per_instrument_year"":0.8549522320729231},""train"":{""event_count"":7285,""events_per_instrument_year"":2.011083955651032},""validation"":{""event_count"":3790,""events_per_instrument_year"":1.0462605616907907}}","{""risk_off"":{""event_count"":2635,""events_per_instrument_year"":0.7274133456610115},""risk_on"":{""event_count"":6998,""events_per_instrument_year"":1.9318552534860562},""transition"":{""event_count"":4539,""events_per_instrument_year"":1.2530281502676779}}","{""chinext"":{""event_count"":3029,""events_per_instrument_year"":0.8361802747655422},""main_board"":{""event_count"":11143,""events_per_instrument_year"":3.0761164746492033}}","{""T8_volatility_regime_contraction_break"":1.0}",1.0,0.42609540779136634,False,6.86960736791081,1.0914054473199575,242.0,True,True,True,False
selected_candidate_union,candidate_union,selected_candidate_union,train_selected_union,mixed,mixed,2063,2063,0.5695080577224542,0.5695080577224542,1.2541033434650455,1.0,2.0,0.5695080577224542,0.5695080577224542,-1.3132088369295754,0.3024926686217009,0.3024926686217009,"{""robustness"":{""event_count"":664,""events_per_instrument_year"":0.18330264194266094},""train"":{""event_count"":1148,""events_per_instrument_year"":0.31691480865990174},""validation"":{""event_count"":251,""events_per_instrument_year"":0.06929060711989142}}","{""risk_on"":{""event_count"":1596,""events_per_instrument_year"":0.44058888033205856},""transition"":{""event_count"":467,""events_per_instrument_year"":0.12891917739039557}}","{""chinext"":{""event_count"":909,""events_per_instrument_year"":0.2509368998883717},""main_board"":{""event_count"":1154,""events_per_instrument_year"":0.3185711578340824}}","{""T4_entropy_compression_then_directional_expansion"":0.6993307839388145,""T7_board_relative_strength_break"":0.30066921606118546}",0.6993307839388145,0.013862332695984692,False,1.0,0.21862726567800717,51.0,True,True,True,False
