target_episode_id,e1_first_event_id,e1_first_event_t0_date,e1_lead_time_to_first_50pct_sessions,e1_any_event_captured,candidate_first_event_id,candidate_first_event_t0_date,candidate_lead_time_to_first_50pct_sessions,candidate_any_event_captured,instrument,episode_low_date,episode_high_date,qfq_low_at_low_date,episode_split,market_regime_bucket,board_bucket,candidate_minus_e1_lead_time_sessions,candidate_earlier_than_e1_flag,candidate_at_least_10_sessions_earlier_flag,e1_event_close_vs_episode_low_return,candidate_event_close_vs_episode_low_return,candidate_better_basis_flag,basis_policy_id,basis_definition,basis_forbidden_future_fields
SH600183_20251124_0004,,,,False,,,,False,SH600183,2025-11-24,2026-05-27,51.41,robustness,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600188_20210520_0000,,,,False,,,,False,SH600188,2021-05-20,2021-09-17,4.27,train,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600188_20211110_0001,,,,False,,,,False,SH600188,2021-11-10,2022-04-15,7.93,train,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600188_20220427_0002,,,,False,,,,False,SH600188,2022-04-27,2022-09-07,11.2,validation,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600188_20230821_0003,,,,False,,,,False,SH600188,2023-08-21,2024-02-22,11.07,validation,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600188_20250904_0004,,,,False,,,,False,SH600188,2025-09-04,2026-03-09,12.45,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600196_20190104_0000,SH600196_20190212_recommended_union,2019-02-12,40.0,True,SH600196_20190228_risk_on_transition_union,2019-02-28,28.0,True,SH600196,2019-01-04,2019-04-10,19.11,train,risk_off,main_board,-12.0,False,False,0.25013082155939315,0.3966509680795396,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600196_20191028_0001,SH600196_20200204_recommended_union,2020-02-04,51.0,True,,,,False,SH600196,2019-10-28,2020-04-23,22.81,train,risk_on,main_board,,False,False,0.11968434896975011,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600196_20200528_0002,,,,False,,,,False,SH600196,2020-05-28,2020-08-06,28.13,train,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600196_20210324_0003,SH600196_20210419_recommended_union,2021-04-19,8.0,True,,,,False,SH600196,2021-03-24,2021-08-05,34.67,train,risk_off,main_board,,False,False,0.23940005768676076,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600196_20220309_0004,SH600196_20220314_recommended_union,2022-03-14,6.0,True,,,,False,SH600196,2022-03-09,2022-03-22,35.36,validation,risk_off,main_board,,False,False,0.2559389140271493,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600201_20190524_0000,SH600201_20190626_recommended_union,2019-06-26,85.0,True,,,,False,SH600201,2019-05-24,2019-11-05,13.26,train,risk_off,main_board,,False,False,0.12217194570135748,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600201_20200203_0001,,,,False,,,,False,SH600201,2020-02-03,2020-07-13,17.37,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600208_20181011_0000,SH600208_20181102_recommended_union,2018-11-02,82.0,True,,,,False,SH600208,2018-10-11,2019-04-02,2.63,train,risk_off,main_board,,False,False,0.14448669201520903,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600208_20190603_0001,SH600208_20190905_recommended_union,2019-09-05,35.0,True,,,,False,SH600208,2019-06-03,2019-11-04,2.8,train,risk_off,main_board,,False,False,0.04285714285714293,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600219_20200930_0000,SH600219_20201103_recommended_union,2020-11-03,40.0,True,,,,False,SH600219,2020-09-30,2021-02-22,1.81,train,transition,main_board,,False,False,0.09392265193370153,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600219_20210324_0001,,,,False,,,,False,SH600219,2021-03-24,2021-08-16,2.72,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600219_20231219_0002,SH600219_20240102_recommended_union,2024-01-02,89.0,True,,,,False,SH600219,2023-12-19,2024-05-21,2.32,validation,risk_off,main_board,,False,False,0.0862068965517242,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600219_20250923_0003,SH600219_20251009_recommended_union,2025-10-09,56.0,True,,,,False,SH600219,2025-09-23,2026-01-29,3.47,robustness,risk_on,main_board,,False,False,0.0922190201729105,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600221_20210427_0000,,,,False,,,,False,SH600221,2021-04-27,2021-09-10,1.55,train,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600221_20220803_0001,SH600221_20220815_recommended_union,2022-08-15,75.0,True,,,,False,SH600221,2022-08-03,2022-12-07,1.27,validation,risk_off,main_board,,False,False,0.1968503937007875,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600221_20240628_0002,SH600221_20240925_recommended_union,2024-09-25,22.0,True,,,,False,SH600221,2024-06-28,2024-11-08,1.0,robustness,transition,main_board,,False,False,0.10000000000000009,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600233_20220426_0000,,,,False,,,,False,SH600233,2022-04-26,2022-10-17,13.45,validation,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600233_20240205_0001,SH600233_20240207_recommended_union,2024-02-07,34.0,True,,,,False,SH600233,2024-02-05,2024-05-21,10.2,robustness,risk_off,main_board,,False,False,0.14411764705882368,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600233_20250407_0002,,,,False,,,,False,SH600233,2025-04-07,2025-09-19,11.64,robustness,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600236_20210426_0000,SH600236_20210811_recommended_union,2021-08-11,29.0,True,,,,False,SH600236,2021-04-26,2021-09-30,4.28,train,transition,main_board,,False,False,0.06308411214953269,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600236_20240123_0001,SH600236_20240125_recommended_union,2024-01-25,100.0,True,SH600236_20240621_risk_on_transition_union,2024-06-21,6.0,True,SH600236,2024-01-23,2024-07-08,4.94,robustness,risk_off,main_board,-94.0,False,False,0.11133603238866385,0.43724696356275294,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600236_20250919_0002,,,,False,,,,False,SH600236,2025-09-19,2026-03-05,6.18,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600256_20180619_0000,SH600256_20180709_recommended_union,2018-07-09,60.0,True,,,,False,SH600256,2018-06-19,2018-10-10,2.39,train,risk_off,main_board,,False,False,0.2008368200836821,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600256_20211201_0001,SH600256_20220210_recommended_union,2022-02-10,42.0,True,,,,False,SH600256,2021-12-01,2022-05-27,4.08,train,risk_on,main_board,,False,False,0.11519607843137258,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600256_20220620_0002,,,,False,,,,False,SH600256,2022-06-20,2022-09-07,6.52,validation,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600258_20181017_0000,SH600258_20181102_recommended_union,2018-11-02,93.0,True,SH600258_20190301_risk_on_transition_union,2019-03-01,15.0,True,SH600258,2018-10-17,2019-04-02,13.8,train,risk_off,main_board,-78.0,False,False,0.2666666666666666,0.3485507246376811,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600266_20181016_0000,SH600266_20181105_recommended_union,2018-11-05,74.0,True,SH600266_20181115_risk_on_transition_union,2018-11-15,66.0,True,SH600266,2018-10-16,2019-04-08,3.8,train,risk_off,main_board,-8.0,False,False,0.27368421052631575,0.323684210526316,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600271_20180209_0000,SH600271_20180301_recommended_union,2018-03-01,22.0,True,,,,False,SH600271,2018-02-09,2018-07-24,16.38,train,risk_off,main_board,,False,False,0.19536019536019533,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600273_20181112_0000,SH600273_20190111_recommended_union,2019-01-11,41.0,True,,,,False,SH600273,2018-11-12,2019-04-11,5.82,train,risk_off,main_board,,False,False,0.12199312714776633,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600276_20190606_0000,,,,False,SH600276_20190830_risk_on_transition_union,2019-08-30,26.0,True,SH600276,2019-06-06,2019-11-20,38.74,train,risk_off,main_board,,False,False,,0.3998451213216312,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600276_20200203_0001,SH600276_20200205_recommended_union,2020-02-05,106.0,True,,,,False,SH600276,2020-02-03,2020-07-15,54.47,train,risk_off,main_board,,False,False,0.1057462823572608,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600276_20220427_0002,SH600276_20220615_recommended_union,2022-06-15,13.0,True,SH600276_20220701_risk_on_transition_union,2022-07-01,1.0,True,SH600276,2022-04-27,2022-07-06,26.46,validation,risk_off,main_board,-12.0,False,False,0.2074829931972788,0.4425547996976569,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600276_20240702_0003,SH600276_20240722_recommended_union,2024-07-22,49.0,True,,,,False,SH600276,2024-07-02,2024-10-08,36.77,robustness,transition,main_board,,False,False,0.1542017949415282,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600276_20250324_0004,,,,False,,,,False,SH600276,2025-03-24,2025-09-09,43.86,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600295_20210413_0000,,,,False,,,,False,SH600295,2021-04-13,2021-09-16,5.61,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600295_20220126_0001,SH600295_20220210_recommended_union,2022-02-10,40.0,True,,,,False,SH600295,2022-01-26,2022-04-15,8.21,validation,transition,main_board,,False,False,0.1656516443361753,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600298_20181030_0000,SH600298_20181212_recommended_union,2018-12-12,64.0,True,,,,False,SH600298,2018-10-30,2019-03-21,18.46,train,risk_off,main_board,,False,False,0.22968580715059583,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600298_20191210_0001,SH600298_20200224_recommended_union,2020-02-24,65.0,True,SH600298_20200518_risk_on_transition_union,2020-05-18,9.0,True,SH600298,2019-12-10,2020-06-10,25.99,train,risk_on,main_board,-56.0,False,False,0.03616775682954998,0.47171989226625644,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600298_20201126_0002,SH600298_20210104_recommended_union,2021-01-04,92.0,True,,,,False,SH600298,2020-11-26,2021-05-26,40.82,train,risk_on,main_board,,False,False,0.197452229299363,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600298_20210901_0003,SH600298_20210930_recommended_union,2021-09-30,18.0,True,,,,False,SH600298,2021-09-01,2021-12-27,36.3,train,risk_on,main_board,,False,False,0.2862258953168044,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600299_20190222_0000,SH600299_20190228_recommended_union,2019-02-28,29.0,True,,,,False,SH600299,2019-02-22,2019-04-11,9.17,train,risk_on,main_board,,False,False,0.10577971646673934,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600299_20200528_0001,,,,False,,,,False,SH600299,2020-05-28,2020-08-06,10.08,train,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600299_20220427_0002,SH600299_20220602_recommended_union,2022-06-02,67.0,True,,,,False,SH600299,2022-04-27,2022-09-06,7.4,validation,risk_off,main_board,,False,False,0.24729729729729732,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600309_20181030_0000,SH600309_20190109_recommended_union,2019-01-09,28.0,True,SH600309_20190214_risk_on_transition_union,2019-02-14,7.0,True,SH600309,2018-10-30,2019-04-08,21.99,train,risk_off,main_board,-21.0,False,False,0.14779445202364716,0.4124602091859937,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600309_20200203_0001,SH600309_20200506_recommended_union,2020-05-06,53.0,True,,,,False,SH600309,2020-02-03,2020-07-22,40.35,train,risk_off,main_board,,False,False,-0.019330855018587334,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600309_20201214_0002,,,,False,SH600309_20210112_risk_on_transition_union,2021-01-12,14.0,True,SH600309,2020-12-14,2021-02-18,70.91,train,risk_on,main_board,,False,False,,0.41644337893103933,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600309_20251021_0003,,,,False,,,,False,SH600309,2025-10-21,2026-03-09,59.62,robustness,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600315_20200203_0000,SH600315_20200422_recommended_union,2020-04-22,15.0,True,SH600315_20200513_risk_on_transition_union,2020-05-13,3.0,True,SH600315,2020-02-03,2020-06-19,24.52,train,risk_off,main_board,-12.0,False,False,0.0856443719412725,0.42985318107667214,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600315_20200917_0001,SH600315_20201012_recommended_union,2020-10-12,87.0,True,,,,False,SH600315,2020-09-17,2021-02-19,34.09,train,transition,main_board,,False,False,0.17747139923731292,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600316_20200917_0000,SH600316_20201120_recommended_union,2020-11-20,24.0,True,,,,False,SH600316,2020-09-17,2021-01-07,29.92,train,transition,main_board,,False,False,0.19451871657754016,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600316_20210325_0001,SH600316_20210519_recommended_union,2021-05-19,48.0,True,SH600316_20210610_risk_on_transition_union,2021-06-10,32.0,True,SH600316,2021-03-25,2021-08-10,31.42,train,risk_off,main_board,-16.0,False,False,0.13049013367281992,0.3064926798217693,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600320_20181019_0000,SH600320_20181115_recommended_union,2018-11-15,73.0,True,,,,False,SH600320,2018-10-19,2019-04-03,2.66,train,risk_off,main_board,,False,False,0.15413533834586457,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600325_20181017_0000,SH600325_20181119_recommended_union,2018-11-19,78.0,True,,,,False,SH600325,2018-10-17,2019-04-10,4.08,train,risk_off,main_board,,False,False,0.15196078431372562,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600332_20180418_0000,,,,False,,,,False,SH600332,2018-04-18,2018-05-29,22.56,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600338_20181018_0000,SH600338_20181119_recommended_union,2018-11-19,98.0,True,SH600338_20190306_risk_on_transition_union,2019-03-06,28.0,True,SH600338,2018-10-18,2019-04-16,12.93,train,risk_off,main_board,-70.0,False,False,0.14617169373549888,0.33874709976798134,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600338_20190508_0001,,,,False,,,,False,SH600338,2019-05-08,2019-05-31,16.03,train,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600339_20180503_0000,SH600339_20180516_recommended_union,2018-05-16,3.0,True,,,,False,SH600339,2018-05-03,2018-10-09,3.24,train,risk_off,main_board,,False,False,0.21296296296296302,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600340_20181019_0000,SH600340_20181102_recommended_union,2018-11-02,67.0,True,,,,False,SH600340,2018-10-19,2019-04-10,14.3,train,risk_off,main_board,,False,False,0.1615384615384614,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600346_20181019_0000,SH600346_20190212_recommended_union,2019-02-12,29.0,True,,,,False,SH600346,2018-10-19,2019-04-08,7.32,train,risk_off,main_board,,False,False,0.09289617486338786,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600346_20190509_0001,SH600346_20190729_recommended_union,2019-07-29,34.0,True,,,,False,SH600346,2019-05-09,2019-09-16,9.37,train,risk_off,main_board,,False,False,0.06189967982924238,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600346_20200330_0002,SH600346_20200424_recommended_union,2020-04-24,67.0,True,SH600346_20200720_risk_on_transition_union,2020-07-20,11.0,True,SH600346,2020-03-30,2020-08-31,9.88,train,risk_off,main_board,-56.0,False,False,0.19838056680161942,0.44635627530364363,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600346_20240205_0003,SH600346_20240301_recommended_union,2024-03-01,48.0,True,SH600346_20240402_risk_on_transition_union,2024-04-02,26.0,True,SH600346,2024-02-05,2024-05-15,10.16,robustness,risk_off,main_board,-22.0,False,False,0.14862204724409445,0.3228346456692912,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600346_20250717_0004,SH600346_20250721_recommended_union,2025-07-21,74.0,True,,,,False,SH600346,2025-07-17,2026-01-08,13.47,robustness,risk_on,main_board,,False,False,0.08166295471417961,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600348_20220128_0000,SH600348_20220322_recommended_union,2022-03-22,66.0,True,,,,False,SH600348,2022-01-28,2022-08-01,5.35,validation,risk_off,main_board,,False,False,0.15887850467289732,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600350_20200204_0000,SH600350_20200420_recommended_union,2020-04-20,18.0,True,,,,False,SH600350,2020-02-04,2020-07-13,2.87,train,risk_off,main_board,,False,False,0.0662020905923344,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600352_20181019_0000,SH600352_20181203_recommended_union,2018-12-03,72.0,True,,,,False,SH600352,2018-10-19,2019-04-10,6.55,train,risk_off,main_board,,False,False,0.166412213740458,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600362_20200812_0000,SH600362_20201103_recommended_union,2020-11-03,19.0,True,,,,False,SH600362,2020-08-12,2021-01-08,12.93,train,risk_on,main_board,,False,False,0.09667440061871613,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600362_20210129_0001,,,,False,,,,False,SH600362,2021-01-29,2021-02-23,16.22,train,risk_on,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600362_20231023_0002,SH600362_20231229_recommended_union,2023-12-29,62.0,True,SH600362_20240315_risk_on_transition_union,2024-03-15,14.0,True,SH600362,2023-10-23,2024-04-19,16.19,validation,risk_off,main_board,-48.0,False,False,0.030883261272390383,0.3131562693020382,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600362_20250409_0003,SH600362_20250421_recommended_union,2025-04-21,90.0,True,,,,False,SH600362,2025-04-09,2025-09-30,18.27,robustness,risk_off,main_board,,False,False,0.1499726327312536,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600362_20251124_0004,,,,False,,,,False,SH600362,2025-11-24,2026-01-29,35.01,robustness,transition,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600369_20181019_0000,SH600369_20181024_recommended_union,2018-10-24,4.0,True,,,,False,SH600369,2018-10-19,2019-04-15,2.55,train,risk_off,main_board,,False,False,0.27450980392156876,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600369_20200204_0001,SH600369_20200210_recommended_union,2020-02-10,100.0,True,,,,False,SH600369,2020-02-04,2020-07-08,3.78,train,risk_off,main_board,,False,False,0.14814814814814814,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600369_20240910_0002,,,,False,,,,False,SH600369,2024-09-10,2024-11-08,3.41,robustness,risk_off,main_board,,False,False,,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600372_20180209_0000,SH600372_20180301_recommended_union,2018-03-01,33.0,True,,,,False,SH600372,2018-02-09,2018-04-20,10.47,train,risk_off,main_board,,False,False,0.2292263610315184,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
SH600372_20180619_0001,SH600372_20180723_recommended_union,2018-07-23,80.0,True,,,,False,SH600372,2018-06-19,2018-11-20,10.05,train,risk_off,main_board,,False,False,0.32636815920398,,False,event_close_vs_episode_low_v0,candidate event close relative to episode low is lower than E1 event close relative to episode low,episode_high_date;qfq_high_at_high_date;first_50pct_touch_date
