condition,kind,n_terms,atom_indices,covered_events_t0_t30,coverage_t0_t30,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset,robustness_covered_events,robustness_coverage_t0_t30,train_covered_events,train_coverage_t0_t30,validation_covered_events,validation_coverage_t0_t30
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"59,19,217",845,1.0,0.24999114789092178,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"67,19,192",845,1.0,0.2501757775945532,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"67,59,11",845,1.0,0.2503148821657823,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"59,3,192",845,1.0,0.25042363664874323,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"67,19,217",845,1.0,0.2504539867370114,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2,kof_2of3,3,"59,19,11",845,1.0,0.2504843368252796,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"59,11,217",845,1.0,0.25056779956801706,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"11,51,217",845,1.0,0.2506487331367322,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"59,11,192",845,1.0,0.2507018457912015,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"59,19,192",845,1.0,0.2507170208353356,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"19,11,217",845,1.0,0.2507473709236038,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"11,3,217",845,1.0,0.2508232461442742,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_near_high5_gt_m2pct,kof_2of3,3,"67,19,223",845,1.0,0.2509168255831011,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"19,51,217",845,1.0,0.2511267470269559,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_ma3_gt_0pct,kof_2of3,3,"67,19,100",845,1.0,0.25113686372304533,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_near_high5_gt_m2pct,kof_2of3,3,"59,11,223",845,1.0,0.2515263565224869,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps5_gt_60,kof_2of3,3,"19,3,217",845,1.0,0.2515263565224869,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_ema3_gt_0pct,kof_2of3,3,"67,19,142",845,1.0,0.2515314148705316,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_ma10_gt_0pct,kof_2of3,3,"59,11,114",845,1.0,0.25158199835097855,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"19,11,192",845,1.0,0.25158705669902326,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 ret3_gt_0pct,kof_2of3,3,"67,19,183",845,1.0,0.2515921150470679,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 ret5_gt_0pct,kof_2of3,3,"59,11,208",845,1.0,0.25167304861578305,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_ma3_gt_0pct,kof_2of3,3,"59,11,100",845,1.0,0.2516958111819842,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_50,kof_2of3,3,"59,11,216",845,1.0,0.2516983403560065,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_ma5_gt_0pct,kof_2of3,3,"67,19,107",845,1.0,0.25171604457416297,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 ret5_gt_0pct,kof_2of3,3,"67,19,208",845,1.0,0.25174133631438644,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 ret3_gt_0pct,kof_2of3,3,"59,11,183",845,1.0,0.25174386548840877,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps3_gt_50,kof_2of3,3,"67,19,191",845,1.0,0.2517489238364535,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_ema5_gt_0pct,kof_2of3,3,"59,11,149",845,1.0,0.25178180309874404,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps3_gt_50,kof_2of3,3,"59,11,191",845,1.0,0.25178939062081107,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_ema3_gt_0pct,kof_2of3,3,"59,11,142",845,1.0,0.2517919197948334,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_ma5_gt_0pct,kof_2of3,3,"59,11,107",845,1.0,0.25181468236103455,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_ma10_gt_0pct,kof_2of3,3,"67,19,114",845,1.0,0.25184503244930273,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_ema5_gt_0pct,kof_2of3,3,"67,19,149",845,1.0,0.2518652658414815,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps5_gt_50,kof_2of3,3,"67,19,216",845,1.0,0.25188044088561556,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 close_near_high3_gt_m2pct,kof_2of3,3,"67,19,198",845,1.0,0.2522421127708113,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 close_near_high3_gt_m2pct,kof_2of3,3,"59,11,198",845,1.0,0.25238627569008515,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"11,51,192",845,1.0,0.2525683762196942,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_40,kof_2of3,3,"59,11,215",845,1.0,0.2528137060998619,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps3_gt_40,kof_2of3,3,"59,11,190",845,1.0,0.25285417288421946,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"11,3,192",845,1.0,0.2530059233255603,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"19,51,192",845,1.0,0.2530716818501414,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps3_gt_40,kof_2of3,3,"67,19,190",845,1.0,0.2531981405512588,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps5_gt_40,kof_2of3,3,"67,19,215",845,1.0,0.2533068950342197,1.0,1.0,241,1.0,446,1.0,158,1.0
money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps3_gt_60,kof_2of3,3,"19,3,192",845,1.0,0.2537495004881306,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 vol_ratio3_gt_1,kof_2of3,3,"67,19,50",845,1.0,0.2538405507529351,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 money_ratio3_gt_1,kof_2of3,3,"67,19,2",845,1.0,0.25395436358394075,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps3_gt_30,kof_2of3,3,"59,11,189",845,1.0,0.25399230119427596,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_30,kof_2of3,3,"59,11,214",845,1.0,0.2540833514590805,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps10_gt_30,kof_2of3,3,"59,11,239",845,1.0,0.25440455655991867,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 money_ratio20_gt_1,kof_2of3,3,"59,11,26",845,1.0,0.2546094196557288,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps3_gt_30,kof_2of3,3,"67,19,189",845,1.0,0.2546448280920417,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps5_gt_30,kof_2of3,3,"67,19,214",845,1.0,0.25480163688142726,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 rps5_gt_50,kof_2of3,3,"67,59,216",845,1.0,0.2549938541071257,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 rps10_gt_30,kof_2of3,3,"67,19,239",845,1.0,0.25499638328114804,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 vol_ratio20_gt_1,kof_2of3,3,"59,11,74",845,1.0,0.2550823751979079,1.0,1.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_near_high3_gt_0pct 2_OF_3 ret5_gt_0pct,kof_2of3,3,"224,199,208",845,1.0,0.25533529260014265,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 close_breaks_high3 2_OF_3 ret5_gt_0pct,kof_2of3,3,"224,200,208",845,1.0,0.25533529260014265,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 close_near_high3_gt_0pct 2_OF_3 ret5_gt_0pct,kof_2of3,3,"225,199,208",845,1.0,0.25533529260014265,4.0,4.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 close_breaks_high3 2_OF_3 ret5_gt_0pct,kof_2of3,3,"225,200,208",845,1.0,0.25533529260014265,4.0,4.0,241,1.0,446,1.0,158,1.0
close_near_high5_gt_0pct 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"224,51,3",845,1.0,0.2556514393529361,1.0,1.0,241,1.0,446,1.0,158,1.0
close_breaks_high5 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 money_ratio3_gt_1_2,kof_2of3,3,"225,51,3",845,1.0,0.2556514393529361,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 ret5_gt_0pct,kof_2of3,3,"59,51,208",845,1.0,0.25571213952947247,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 close_ma10_gt_0pct,kof_2of3,3,"67,59,114",845,1.0,0.2557247853995842,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 rps3_gt_50,kof_2of3,3,"67,59,191",845,1.0,0.2559144734512603,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 ret5_gt_0pct,kof_2of3,3,"59,3,208",845,1.0,0.255919531799305,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 close_ma10_gt_0pct,kof_2of3,3,"59,51,114",845,1.0,0.25594988188757317,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio5_gt_1_2 2_OF_3 rps5_gt_50,kof_2of3,3,"67,11,216",845,1.0,0.25600299454204245,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 ret5_gt_0pct,kof_2of3,3,"67,59,208",845,1.0,0.25617750754958446,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 vol_ratio3_gt_1_2 2_OF_3 rps5_gt_50,kof_2of3,3,"59,51,216",845,1.0,0.25620532846383026,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_ma10_gt_0pct,kof_2of3,3,"59,3,114",845,1.0,0.2562584411182996,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1_2 2_OF_3 close_ma3_gt_0pct,kof_2of3,3,"67,59,100",845,1.0,0.25642030825572987,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio10_gt_1_2 2_OF_3 money_ratio10_gt_1_2 2_OF_3 vol_ratio5_gt_1,kof_2of3,3,"67,19,58",845,1.0,0.2564810084322662,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio5_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 rps5_gt_50,kof_2of3,3,"59,3,216",845,1.0,0.2564961834764003,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_near_high3_gt_0pct,kof_2of3,3,"51,3,199",845,1.0,0.25650124182444495,1.0,1.0,241,1.0,446,1.0,158,1.0
vol_ratio3_gt_1_2 2_OF_3 money_ratio3_gt_1_2 2_OF_3 close_breaks_high3,kof_2of3,3,"51,3,200",845,1.0,0.25650124182444495,1.0,1.0,241,1.0,446,1.0,158,1.0
