test_id,estimator,arm_id,formation_sessions,holding_sessions,return_semantics,weighting,bucket_count,series_role,fold_id,calendar_slot_n,evaluable_week_n,null_value,alternative,hac_lag_weeks,block_method,block_length_weeks,bootstrap_repetitions,finite_bootstrap_repetitions,bootstrap_seed,scope_seed,bootstrap_rng,ci_method,estimate,standard_error,ci_low,ci_high,nominal_pvalue,holm_family_id,holm_family_size,holm_adjusted_pvalue,inference_status,failure_reason
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::favorable_minus_unfavorable::LATE,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,favorable_minus_unfavorable,LATE,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000521042430294,0.00163249197319,-0.00267858304221,0.0037206679028,0.749597619949,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::middle_bucket_mean::EARLY,moving_calendar_week_block_bootstrap,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,middle_bucket_mean,EARLY,213,213,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000587064871998,,-0.00354747982457,0.00376187935691,0.767846430714,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::middle_bucket_mean::EARLY,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,middle_bucket_mean,EARLY,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000587064871998,0.00201241216049,-0.00453132022861,0.00335719048461,0.770499197701,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::middle_bucket_mean::FULL,moving_calendar_week_block_bootstrap,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,middle_bucket_mean,FULL,426,426,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000915165199111,,-0.00140322406517,0.00327448855427,0.444311137772,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::middle_bucket_mean::FULL,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,middle_bucket_mean,FULL,426,426,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000915165199111,0.00130762187291,-0.00164772657718,0.0034780569754,0.484008551994,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::middle_bucket_mean::LATE,moving_calendar_week_block_bootstrap,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,middle_bucket_mean,LATE,213,213,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00241739527022,,-0.000533708863731,0.00507704021714,0.0965806838632,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::middle_bucket_mean::LATE,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,middle_bucket_mean,LATE,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00241739527022,0.00164355867525,-0.000803920539758,0.0056387110802,0.141337119508,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::unfavorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,unfavorable_bucket,EARLY,213,213,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,9.74544068935e-05,,-0.00286422766448,0.00403566405652,0.954209158168,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::unfavorable_bucket::EARLY,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,unfavorable_bucket,EARLY,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,9.74544068935e-05,0.00195603009683,-0.00373629413556,0.00393120294935,0.960263796861,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::unfavorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,unfavorable_bucket,FULL,426,426,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000814260081451,,-0.00151117476451,0.00345541637094,0.525694861028,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::unfavorable_bucket::FULL,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,unfavorable_bucket,FULL,426,426,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000814260081451,0.00144067532532,-0.00200941166959,0.0036379318325,0.571942274428,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::unfavorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,unfavorable_bucket,LATE,213,213,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00153106575601,,-0.00163076554134,0.00574689138406,0.425114977005,,,,pass,
MEAN::SRC1_TOTAL_CONT_5D::F5::H5::qfq_complete_case_sensitivity::VW::K5::unfavorable_bucket::LATE,newey_west_bartlett,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,VW,5,unfavorable_bucket,LATE,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00153106575601,0.00211055352975,-0.00260554314974,0.00566767466176,0.468186266543,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_bucket,EARLY,213,186,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00166755060545,,-0.00967790729291,0.00864682848988,0.723655268946,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_bucket::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_bucket,EARLY,213,186,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00166755060545,0.00479384644193,-0.011063316979,0.00772821576814,0.727951094892,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_bucket,FULL,426,383,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00212966424264,,-0.0046969411622,0.00764896011285,0.524095180964,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_bucket::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_bucket,FULL,426,383,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00212966424264,0.00336713982139,-0.0044698085382,0.00872913702348,0.527070237359,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_bucket,LATE,213,197,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.0057148518657,,-0.0034385819516,0.0128938076728,0.19976004799,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_bucket::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_bucket,LATE,213,197,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.0057148518657,0.00463162096147,-0.00336295840883,0.0147926621402,0.21724863752,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_middle::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_middle,EARLY,213,159,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000199876949139,,-0.00431580982396,0.00480891160039,0.933813237353,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_middle::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_middle,EARLY,213,159,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000199876949139,0.00251106966503,-0.00472172915699,0.00512148305527,0.936556724329,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_middle::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_middle,FULL,426,340,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000156594257084,,-0.00395408132129,0.00235576557801,0.919616076785,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_middle::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_middle,FULL,426,340,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000156594257084,0.00180497954918,-0.0036942891663,0.00338110065213,0.930864823471,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_middle::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_middle,LATE,213,181,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00046973747139,,-0.00582381032612,0.00281913350709,0.857028594281,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_middle::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_middle,LATE,213,181,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00046973747139,0.00256401043078,-0.00549510557171,0.00455563062893,0.854637801581,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_unfavorable::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_unfavorable,EARLY,213,165,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00024095633303,,-0.00643430861687,0.00557491317318,0.940211957608,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_unfavorable::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_unfavorable,EARLY,213,165,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00024095633303,0.00347449336565,-0.00705083819422,0.00656892552816,0.944710977292,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_unfavorable::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_unfavorable,FULL,426,357,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00207102314264,,-0.00335890850247,0.00547006104622,0.416516696661,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_unfavorable::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_unfavorable,FULL,426,357,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00207102314264,0.00267772052625,-0.00317721264948,0.00731925893475,0.439269320688,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_unfavorable::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_unfavorable,LATE,213,192,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00405788050454,,-0.00443728430965,0.0089951813594,0.305538892222,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::favorable_minus_unfavorable::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,favorable_minus_unfavorable,LATE,213,192,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00405788050454,0.00395954365956,-0.00370268246342,0.0118184434725,0.305440860645,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::middle_bucket_mean::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,middle_bucket_mean,EARLY,213,182,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00146772377853,,-0.00569632011125,0.0112914453623,0.743451309738,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::middle_bucket_mean::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,middle_bucket_mean,EARLY,213,182,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00146772377853,0.00413628282333,-0.00663924158507,0.00957468914213,0.722708521577,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::middle_bucket_mean::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,middle_bucket_mean,FULL,426,377,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00353781346867,,-0.00258313950283,0.0100108381155,0.26974605079,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::middle_bucket_mean::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,middle_bucket_mean,FULL,426,377,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00353781346867,0.00313961833617,-0.00261572539542,0.00969135233276,0.259814722308,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::middle_bucket_mean::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,middle_bucket_mean,LATE,213,195,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00546989717947,,-0.00243861714081,0.015475932977,0.234153169366,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::middle_bucket_mean::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,middle_bucket_mean,LATE,213,195,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00546989717947,0.00464887451212,-0.00364172943292,0.0145815237919,0.239352498199,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::unfavorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,unfavorable_bucket,EARLY,213,187,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00287661637362,,-0.00357275655596,0.0112340914547,0.443911217756,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::unfavorable_bucket::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,unfavorable_bucket,EARLY,213,187,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00287661637362,0.00396999356846,-0.00490442803942,0.0106576607867,0.468703791269,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::unfavorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,unfavorable_bucket,FULL,426,394,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00245285375662,,-0.00274993465151,0.00782259556139,0.370925814837,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::unfavorable_bucket::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,unfavorable_bucket,FULL,426,394,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00245285375662,0.00290617443924,-0.00324314347709,0.00814885099033,0.398661227959,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::unfavorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,unfavorable_bucket,LATE,213,207,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00207003438764,,-0.00391096063279,0.0109780048821,0.590081983603,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K10::unfavorable_bucket::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,10,unfavorable_bucket,LATE,213,207,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00207003438764,0.00416991835735,-0.00610285541124,0.0102429241865,0.619597522366,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_bucket,EARLY,213,165,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000594108680619,,-0.00947806859757,0.00936778832124,0.910017996401,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_bucket::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_bucket,EARLY,213,165,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000594108680619,0.00485346177559,-0.0101067189611,0.00891850159987,0.902574902595,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_bucket,FULL,426,353,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00207231815863,,-0.00512195512833,0.00751754837176,0.548090381924,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_bucket::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_bucket,FULL,426,353,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00207231815863,0.00337089426549,-0.00453451319742,0.00867914951468,0.538707899411,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_bucket,LATE,213,188,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00441253320371,,-0.00464076727935,0.0129197661777,0.340331933613,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_bucket::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_bucket,LATE,213,188,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00441253320371,0.00463668094312,-0.0046751944526,0.01350026086,0.341270599553,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_middle::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_middle,EARLY,213,144,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-4.5886331479e-05,,-0.00386303201749,0.00376433306728,0.980403919216,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_middle::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_middle,EARLY,213,144,0,two_sided,4,,,,,,,,normal_1.959963984540054,-4.5886331479e-05,0.00217262436227,-0.00430415183346,0.0042123791705,0.983149745362,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_middle::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_middle,FULL,426,318,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000860351009334,,-0.00384765507383,0.00126522897745,0.52049590082,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_middle::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_middle,FULL,426,318,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000860351009334,0.00143742414657,-0.00367765056712,0.00195694854845,0.549481922991,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_middle::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_middle,LATE,213,174,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00153439074273,,-0.00570756384905,0.00113139471635,0.420315936813,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_middle::LATE,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_middle,LATE,213,174,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00153439074273,0.00190429957495,-0.0052667493254,0.00219796783994,0.420386601271,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_unfavorable::EARLY,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_unfavorable,EARLY,213,137,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00153124021625,,-0.00747438739508,0.00363740885074,0.575884823035,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_unfavorable::EARLY,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_unfavorable,EARLY,213,137,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00153124021625,0.00296264353809,-0.00733791484993,0.00427543441743,0.605261367391,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_unfavorable::FULL,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_unfavorable,FULL,426,313,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000146812740272,,-0.00447559531649,0.00330063192938,0.94801039792,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_unfavorable::FULL,newey_west_bartlett,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_unfavorable,FULL,426,313,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000146812740272,0.00224391397679,-0.00425117783865,0.00454480331919,0.94783396319,,,,pass,
MEAN::SRC2_TOTAL_CONT_10D::F10::H10::project_conservative_close_to_close_proxy::EW::K5::favorable_minus_unfavorable::LATE,moving_calendar_week_block_bootstrap,SRC2_TOTAL_CONT_10D,10,10,project_conservative_close_to_close_proxy,EW,5,favorable_minus_unfavorable,LATE,213,176,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00145302441666,,-0.00548135867746,0.00535820842693,0.649070185963,,,,pass,
