feature_name,feature_family,source_column,value_type,min_history_trading_days,lookback_window,requires_benchmark_history,requires_industry_history,feature_eligible_rule,warmup_partial_year_handling,p0_5_enabled,p0_5_new,direction_hint,lifecycle_bucket,primary_combo_family,sparse_diagnostic,generalizable_entry_lead,path_explanation_only,category_id,human_readable_definition,formula_or_bin,required_columns,feature_eligible_rule_detail,close_location_rule,trend_or_drawdown_context,evaluation_only_false_positive_definition,diagnostic_only_not_p1_ready
high_vol_industry_width_improving,volatility_decomposition,high_vol_industry_width_improving,boolean,60,60d,False,True,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,high_volatility_decomposition,False,True,False,high_vol_industry_width_improving,High volatility while industry breadth improves.,high_vol_industry_width_improving,high_vol_industry_width_improving,high_vol_industry_width_improving not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
high_vol_drawdown_controlled,volatility_decomposition,high_vol_drawdown_controlled,boolean,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,high_volatility_decomposition,False,True,False,high_vol_drawdown_controlled,High volatility with controlled 60d drawdown.,high_vol_drawdown_controlled,high_vol_drawdown_controlled,high_vol_drawdown_controlled not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
high_vol_money_quality_flag,volatility_decomposition,high_vol_money_quality_flag,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,high_volatility_decomposition,False,True,False,high_vol_money_quality_flag,High volatility supported by money expansion and upper-half close.,high_vol_money_quality_flag,high_vol_money_quality_flag,high_vol_money_quality_flag not missing and PIT member on T date,close_location >= 0.55,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
high_vol_false_positive_control,volatility_decomposition,high_vol_false_positive_control,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,low,early_entry_discovery,high_volatility_decomposition,False,True,False,high_vol_false_positive_control,High volatility failure-control diagnostic.,high_vol_false_positive_control,high_vol_false_positive_control,high_vol_false_positive_control not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,True
reclaim_median20_flag,repair_initiation,reclaim_median20_flag,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,First close reclaim above 20d median price.,reclaim_median20_flag,reclaim_median20_flag,reclaim_median20_flag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
reclaim_median60_flag,repair_initiation,reclaim_median60_flag,boolean,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,First close reclaim above 60d median price.,reclaim_median60_flag,reclaim_median60_flag,reclaim_median60_flag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
drawdown_from_high20,repair_initiation,drawdown_from_high20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,low,hold_exit_tolerance,repair_initiation,False,True,False,,20d drawdown from rolling high.,drawdown_from_high20,drawdown_from_high20,drawdown_from_high20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
first_reclaim_median20_after_drawdown,repair_initiation,first_reclaim_median20_after_drawdown,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,20d median reclaim after at least 20% drawdown.,first_reclaim_median20_after_drawdown,first_reclaim_median20_after_drawdown,first_reclaim_median20_after_drawdown not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
first_reclaim_median60_after_drawdown,repair_initiation,first_reclaim_median60_after_drawdown,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,60d median reclaim after at least 25% drawdown.,first_reclaim_median60_after_drawdown,first_reclaim_median60_after_drawdown,first_reclaim_median60_after_drawdown not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
repair_under20_from_low120,repair_initiation,repair_under20_from_low120,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,Repair from 120d low but still below post-20% confirmation.,repair_under20_from_low120,repair_under20_from_low120,repair_under20_from_low120 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
repair_under30_from_low120,repair_initiation,repair_under30_from_low120,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,Repair from 120d low but still below post-30% confirmation.,repair_under30_from_low120,repair_under30_from_low120,repair_under30_from_low120 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
higher_low20_flag,repair_initiation,higher_low20_flag,boolean,40,40d,False,False,available_history_trading_days >= 40 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,20d low is higher than prior 20d low.,higher_low20_flag,higher_low20_flag,higher_low20_flag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
higher_low60_flag,repair_initiation,higher_low60_flag,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,60d low is higher than prior 60d low.,higher_low60_flag,higher_low60_flag,higher_low60_flag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
higher_high20_flag,repair_initiation,higher_high20_flag,boolean,40,40d,False,False,available_history_trading_days >= 40 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,repair_initiation,False,True,False,,20d high is higher than prior 20d high.,higher_high20_flag,higher_high20_flag,higher_high20_flag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
higher_high60_flag,repair_initiation,higher_high60_flag,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,repair_initiation,False,True,False,,60d high is higher than prior 60d high.,higher_high60_flag,higher_high60_flag,higher_high60_flag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
higher_low_without_high_breakout,repair_initiation,higher_low_without_high_breakout,boolean,40,40d,False,False,available_history_trading_days >= 40 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,Higher low without a 20d high breakout.,higher_low_without_high_breakout,higher_low_without_high_breakout,higher_low_without_high_breakout not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
false_breakdown_reclaim20,repair_initiation,false_breakdown_reclaim20,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,Temporary break below prior 20d low followed by reclaim.,false_breakdown_reclaim20,false_breakdown_reclaim20,false_breakdown_reclaim20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
drawdown_speed_slowing20,repair_initiation,drawdown_speed_slowing20,continuous,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,Recent drawdown deterioration slows versus previous 20d.,drawdown_speed_slowing20,drawdown_speed_slowing20,drawdown_speed_slowing20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
early_repair_industry_lag,repair_initiation,early_repair_industry_lag,boolean,120,120d,False,True,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,repair_initiation,False,True,False,,Early repair while industry breadth has not yet synchronized.,early_repair_industry_lag,early_repair_industry_lag,early_repair_industry_lag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
industry_width_delta20,rank_jump_leadership,industry_width_delta20,continuous,60,60d,False,True,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,20-session improvement in industry breadth.,industry_width_delta20,industry_width_delta20,industry_width_delta20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
market_width_delta20,rank_jump_leadership,market_width_delta20,continuous,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,20-session improvement in market breadth.,market_width_delta20,market_width_delta20,market_width_delta20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
ret5_universe_pctile_p0_5,rank_jump_leadership,ret5_universe_pctile_p0_5,continuous,5,5d,False,False,available_history_trading_days >= 5 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,5d return cross-section rank.,ret5_universe_pctile_p0_5,ret5_universe_pctile_p0_5,ret5_universe_pctile_p0_5 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
ret60_universe_pctile_p0_5,rank_jump_leadership,ret60_universe_pctile_p0_5,continuous,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,rank_jump_leadership,False,True,False,,60d return cross-section rank.,ret60_universe_pctile_p0_5,ret60_universe_pctile_p0_5,ret60_universe_pctile_p0_5 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
ret_rank_jump5_20,rank_jump_leadership,ret_rank_jump5_20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,5d return rank minus 20d return rank.,ret_rank_jump5_20,ret_rank_jump5_20,ret_rank_jump5_20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
ret_rank_jump20_60,rank_jump_leadership,ret_rank_jump20_60,continuous,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,20d return rank minus 60d return rank.,ret_rank_jump20_60,ret_rank_jump20_60,ret_rank_jump20_60 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money5_universe_pctile,rank_jump_leadership,money5_universe_pctile,continuous,5,5d,False,False,available_history_trading_days >= 5 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,5d money cross-section rank.,money5_universe_pctile,money5_universe_pctile,money5_universe_pctile not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money_rank_jump5_20,rank_jump_leadership,money_rank_jump5_20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,5d money rank minus 20d money rank.,money_rank_jump5_20,money_rank_jump5_20,money_rank_jump5_20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money_rank_jump20_60,rank_jump_leadership,money_rank_jump20_60,continuous,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,20d money rank minus 60d money rank.,money_rank_jump20_60,money_rank_jump20_60,money_rank_jump20_60 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
industry_ret_rank_jump5_20,rank_jump_leadership,industry_ret_rank_jump5_20,continuous,20,20d,False,True,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,5d industry return rank jump versus 20d.,industry_ret_rank_jump5_20,industry_ret_rank_jump5_20,industry_ret_rank_jump5_20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
from_industry_below_median_to_top20,rank_jump_leadership,from_industry_below_median_to_top20,boolean,60,60d,False,True,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,Stock jumps from weak/mid industry rank to top 20%.,from_industry_below_median_to_top20,from_industry_below_median_to_top20,from_industry_below_median_to_top20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
market_top20_industry_lag,rank_jump_leadership,market_top20_industry_lag,boolean,20,20d,False,True,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,Stock enters market top 20% before industry breadth sync.,market_top20_industry_lag,market_top20_industry_lag,market_top20_industry_lag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
stock_leads_industry_lag,rank_jump_leadership,stock_leads_industry_lag,boolean,20,20d,False,True,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,Stock persistently outperforms lagging industry.,stock_leads_industry_lag,stock_leads_industry_lag,stock_leads_industry_lag not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
isolated_strength_weak_market,rank_jump_leadership,isolated_strength_weak_market,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,Top-quintile stock strength in weak or choppy market.,isolated_strength_weak_market,isolated_strength_weak_market,isolated_strength_weak_market not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
market_turn_front_runner,rank_jump_leadership,market_turn_front_runner,boolean,120,120d,False,False,available_history_trading_days >= 120 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,Front-runner when benchmark slope turns but breadth is not strong.,market_turn_front_runner,market_turn_front_runner,market_turn_front_runner not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
industry_width_improving_front_runner,rank_jump_leadership,industry_width_improving_front_runner,boolean,60,60d,False,True,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,rank_jump_leadership,False,True,False,,Industry breadth improvement with stock in industry front row.,industry_width_improving_front_runner,industry_width_improving_front_runner,industry_width_improving_front_runner not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
up_day_money_ratio20,money_quality,up_day_money_ratio20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,money_quality,False,True,False,,Money expansion on up days.,up_day_money_ratio20,up_day_money_ratio20,up_day_money_ratio20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
down_day_money_ratio20,money_quality,down_day_money_ratio20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,low,early_entry_discovery,money_quality,False,True,False,,Money expansion on down days.,down_day_money_ratio20,down_day_money_ratio20,down_day_money_ratio20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
pullback_volume_contraction,money_quality,pullback_volume_contraction,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,money_quality,False,True,False,,Pullback with contracted money while price remains above EMA60.,pullback_volume_contraction,pullback_volume_contraction,pullback_volume_contraction not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
volume_price_hold_3d,money_quality,volume_price_hold_3d,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,money_quality,False,True,False,,Price holds 3 days after a prior volume expansion.,volume_price_hold_3d,volume_price_hold_3d,volume_price_hold_3d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
volume_price_hold_5d,money_quality,volume_price_hold_5d,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,money_quality,False,True,False,,Price holds 5 days after a prior volume expansion.,volume_price_hold_5d,volume_price_hold_5d,volume_price_hold_5d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
volume_spike_failed_5d,money_quality,volume_spike_failed_5d,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,low,early_entry_discovery,money_quality,False,True,False,,Price fails 5 days after a prior volume spike.,volume_spike_failed_5d,volume_spike_failed_5d,volume_spike_failed_5d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money_close_location_score,money_quality,money_close_location_score,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,money_quality,False,True,False,,Money expansion weighted by close location.,money_close_location_score,money_close_location_score,money_close_location_score not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money_rank_jump_with_ret_rank_jump,money_quality,money_rank_jump_with_ret_rank_jump,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,early_entry_discovery,money_quality,False,True,False,,Money rank jump confirms return rank jump.,money_rank_jump_with_ret_rank_jump,money_rank_jump_with_ret_rank_jump,money_rank_jump_with_ret_rank_jump not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
high_money_persistence5,money_quality,high_money_persistence5,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,money_quality,False,True,False,,Persistent elevated money for five recent sessions.,high_money_persistence5,high_money_persistence5,high_money_persistence5 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money_up_no_return_followthrough,money_quality,money_up_no_return_followthrough,boolean,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,low,early_entry_discovery,money_quality,False,True,False,,Money expansion without return follow-through.,money_up_no_return_followthrough,money_up_no_return_followthrough,money_up_no_return_followthrough not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
money_industry_width_improve,money_quality,money_industry_width_improve,boolean,60,60d,False,True,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,money_quality,False,True,False,,Money expansion while industry breadth improves.,money_industry_width_improve,money_industry_width_improve,money_industry_width_improve not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
near_limit_up_like,strong_day_path,near_limit_up_like,boolean,1,1d,False,False,available_history_trading_days >= 1 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Near limit-up day.,near_limit_up_like,near_limit_up_like,near_limit_up_like not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
limit_up_count5,strong_day_path,limit_up_count5,continuous,5,5d,False,False,available_history_trading_days >= 5 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Limit-up count in recent 5 sessions.,limit_up_count5,limit_up_count5,limit_up_count5 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
limit_up_count20,strong_day_path,limit_up_count20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Limit-up count in recent 20 sessions.,limit_up_count20,limit_up_count20,limit_up_count20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
near_limit_up_count5,strong_day_path,near_limit_up_count5,continuous,5,5d,False,False,available_history_trading_days >= 5 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Near-limit-up count in recent 5 sessions.,near_limit_up_count5,near_limit_up_count5,near_limit_up_count5 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
near_limit_up_count20,strong_day_path,near_limit_up_count20,continuous,20,20d,False,False,available_history_trading_days >= 20 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Near-limit-up count in recent 20 sessions.,near_limit_up_count20,near_limit_up_count20,near_limit_up_count20 not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
first_limit_up_60d,strong_day_path,first_limit_up_60d,boolean,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,First limit-up-like day in 60 sessions.,first_limit_up_60d,first_limit_up_60d,first_limit_up_60d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
first_near_limit_up_60d,strong_day_path,first_near_limit_up_60d,boolean,60,60d,False,False,available_history_trading_days >= 60 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,First near-limit-up-like day in 60 sessions.,first_near_limit_up_60d,first_near_limit_up_60d,first_near_limit_up_60d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
gap_up_close_upper,strong_day_path,gap_up_close_upper,boolean,1,1d,False,False,available_history_trading_days >= 1 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Gap-up day closing in upper half.,gap_up_close_upper,gap_up_close_upper,gap_up_close_upper not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
gap_up_held_3d,strong_day_path,gap_up_held_3d,boolean,5,5d,False,False,available_history_trading_days >= 5 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Recent gap-up held above EMA20 for 3d diagnostic.,gap_up_held_3d,gap_up_held_3d,gap_up_held_3d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
gap_up_held_5d,strong_day_path,gap_up_held_5d,boolean,5,5d,False,False,available_history_trading_days >= 5 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Recent gap-up held above EMA20 for 5d diagnostic.,gap_up_held_5d,gap_up_held_5d,gap_up_held_5d not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
strong_body_day,strong_day_path,strong_body_day,boolean,1,1d,False,False,available_history_trading_days >= 1 and provider_required_fields_ok and value_not_missing,mark_warmup_partial_year_and_exclude_from_p0_5_lift_denominator,True,True,high,confirmation_continuation,sparse_strong_day_diagnostic,True,False,True,,Strong real-body up day.,strong_body_day,strong_body_day,strong_body_day not missing and PIT member on T date,,,evaluation_only: target forward label miss and/or adverse future drawdown; never used as T-day feature,False
