factor_id,local_formula_id,signal_period,signal_month_end,holding_period,holding_month_end,split,factor_month_status,eligible_instrument_count,high_quintile_count,low_quintile_count,high_mean_return,low_mean_return,factor_gross_return,factor_buy_turnover,factor_sell_turnover,factor_after_cost_return,high_instruments,low_instruments
BAB,local_BAB_beta_sort_252d_v0,2018-02,2018-02-28,2018-03,2018-03-30,train,complete,155,31,31,-0.04684874060118526,-0.02478357177932011,-0.022065168821865162,0.6129032258064516,0.6129032258064517,-0.02880710430573613,SH601012;SH600048;SH601225;SH603833;SH603799;SH603993;SZ000338;SZ000568;SZ000002;SZ002415;SH601933;SZ000100;SH600346;SZ000001;SH601318;SZ000651;SH601919;SZ000725;SZ001979;SZ000858;SH600606;SZ002008;SH600340;SZ000069;SZ000063;SZ002600;SH600487;SZ002236;SH600383;SH601155;SZ000333,SZ002558;SH601018;SZ002010;SH601238;SH600011;SH600900;SH600023;SH600518;SH601985;SH601288;SH600795;SH601328;SH601633;SH601669;SH600663;SH600061;SH600816;SZ002120;SH600066;SH601988;SH601006;SH601398;SH600018;SH601390;SH601166;SH600000;SH601991;SH601618;SH601818;SH600893;SH601169
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-03,2018-03-30,2018-04,2018-04-27,train,complete,151,30,31,-0.03211146266999078,-0.043044975871427894,0.010933513201437104,0.3870967741935485,0.38709677419354827,0.006675448685308073,SZ002352;SH600030;SH600276;SZ000858;SH601668;SZ000651;SH601360;SH601766;SH600016;SH601601;SH601998;SH600000;SH601166;SH600900;SZ000333;SZ000002;SZ002415;SH600104;SH601088;SH601328;SH601628;SH600036;SH600028;SH600519;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH600436;SH601901;SZ002600;SH600487;SH600398;SZ002714;SH600383;SH601992;SH600816;SH600061;SH601808;SZ000625;SH600547;SH600600;SZ002010;SZ002456;SZ002310;SH600588;SZ002493;SH601877;SH601788;SZ002460;SH600795;SZ002008;SH603833;SH600362;SH600297;SH601919;SH600031;SZ002120;SH600660
ILL,local_ILL_amihud_21d_v0,2018-03,2018-03-30,2018-04,2018-04-27,train,complete,151,30,31,-0.037638861302462925,-0.04390776401851543,0.006268902716052509,0.4258064516129031,0.4258064516129031,0.0015850317483105752,SH601018;SH601669;SH600023;SH601618;SH600346;SH601788;SZ002600;SH600600;SZ002493;SZ002736;SZ002044;SH600398;SH600816;SH603288;SH601727;SH601633;SH600011;SZ002558;SH600061;SH601901;SH601808;SH601238;SH601991;SH600297;SH601898;SZ002120;SZ002010;SH600663;SH603833;SZ000617,SH601318;SZ000725;SH600519;SH601166;SZ000651;SH601288;SH601398;SH601668;SH601328;SH600030;SH600036;SH600887;SH600048;SH601988;SZ000001;SZ000858;SZ002230;SH601939;SH600016;SH600028;SZ000333;SH603993;SH600585;SH601899;SZ000002;SH600000;SZ002460;SH601600;SZ002415;SH603799;SH601818
TURN,local_TURN_share_turnover_21d_v0,2018-03,2018-03-30,2018-04,2018-04-27,train,complete,151,30,31,-0.06991373380940089,-0.028520616072343144,-0.04139311773705775,0.49354838709677407,0.49354838709677407,-0.04682214999512226,SZ002202;SZ000858;SH600690;SH601012;SH600029;SH600703;SZ000651;SH601155;SH600362;SH600030;SH600436;SH600048;SH600340;SH600031;SH600196;SZ002236;SZ002456;SH601899;SH603993;SH600887;SZ002008;SH600547;SH600487;SZ000725;SZ002466;SH601600;SZ002230;SH603799;SH600588;SZ002460,SZ000617;SH601857;SH601628;SH600663;SZ002352;SH601939;SH601988;SH601238;SH601669;SH601633;SH601991;SH601800;SH600900;SH601898;SH601398;SH601727;SZ002010;SH601998;SH603288;SH600000;SH601390;SZ000166;SH601018;SH601169;SH603833;SH601985;SH601328;SH600023;SH601618;SZ002120;SH600061
BAB,local_BAB_beta_sort_252d_v0,2018-03,2018-03-30,2018-04,2018-04-27,train,complete,151,30,31,-0.06478154852856295,-0.034193370761533934,-0.030588177767029018,0.25806451612903214,0.25806451612903225,-0.033426887444448376,SZ000338;SZ000568;SH601919;SH600030;SH601012;SZ000001;SH603799;SH603833;SZ000002;SZ001979;SZ000651;SH601933;SZ002415;SH601989;SH600606;SH600050;SH600188;SH603993;SH600340;SZ000858;SZ000069;SH601318;SZ002008;SZ000725;SH600383;SZ002236;SH600487;SZ002600;SH601155;SZ000333,SZ002558;SH601018;SH600011;SH600900;SZ002010;SH600547;SH601238;SH600518;SH600023;SH601328;SH600061;SH601288;SH600663;SH601633;SH601985;SH600018;SH600795;SH601669;SH601988;SH601006;SZ002120;SH601390;SH601166;SH601398;SH601818;SH600816;SH600000;SH600919;SH600893;SH601618;SH600028
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-04,2018-04-27,2018-05,2018-05-31,train,complete,144,28,29,0.015786398358956292,0.011824008965232226,0.00396238939372406,0.4537634408602147,0.453763440860215,-0.001029008455738304,SH600276;SH601360;SH601668;SZ000858;SZ000651;SH601766;SH600016;SH601601;SH601998;SZ000002;SH601166;SZ000333;SH600000;SH600900;SZ002415;SH600104;SH601088;SH601328;SH601628;SH600036;SH600519;SH600028;SH601318;SH601988;SH601288;SH601857;SH601939;SH601398,SH600383;SZ000768;SZ002602;SH600547;SZ002558;SH600816;SH600398;SH600588;SH600760;SH601808;SH600600;SZ002010;SH600297;SZ002714;SH600795;SH600660;SH600436;SH600332;SZ002493;SH603833;SH601919;SH601788;SH600362;SH600893;SH600663;SH601877;SZ002202;SH601991;SH600688
ILL,local_ILL_amihud_21d_v0,2018-04,2018-04-27,2018-05,2018-05-31,train,complete,142,28,29,0.011267876594814106,0.014072699099360946,-0.0028048225045468446,0.32795698924731165,0.32795698924731165,-0.006412349386267273,SZ002044;SH601018;SH601788;SH603288;SZ002493;SH601727;SH601618;SZ002558;SH600688;SZ002352;SH600023;SH600816;SH601633;SH601238;SZ002736;SZ002602;SH601669;SH600398;SH601808;SH601991;SH600011;SH600297;SH601898;SH600663;SZ002010;SZ002120;SH603833;SZ000617,SH601318;SH600519;SZ000725;SZ000651;SH601398;SH601166;SH600030;SH600036;SZ000858;SH601288;SZ002230;SH601988;SH600887;SH601939;SH600048;SH601328;SH600585;SZ000002;SH601668;SZ000001;SZ002415;SH603799;SZ000333;SH600028;SH600276;SH601601;SH600703;SH600016;SH601899
TURN,local_TURN_share_turnover_21d_v0,2018-04,2018-04-27,2018-05,2018-05-31,train,complete,142,28,29,0.008073312529756413,-0.0007716152125171183,0.008844927742273523,0.46129032258064495,0.4612903225806449,0.0037707341938864286,SH600585;SZ000858;SH600332;SH600029;SH601012;SH601155;SH601899;SH600436;SZ002027;SH600893;SH600048;SH600031;SH600340;SZ000938;SH600030;SZ002236;SH600196;SH600887;SZ000651;SZ000768;SH600760;SH601600;SH600703;SZ000725;SH600547;SH600588;SZ002230;SH603799,SH601857;SZ000617;SZ002352;SH601628;SH601633;SH601669;SH600663;SH601727;SH600900;SH601988;SH601898;SH601800;SH601939;SH601991;SH601998;SH601018;SH600000;SZ000166;SH601398;SH600023;SH603288;SZ002120;SH600011;SH601985;SH601169;SZ002736;SH603833;SH601288;SH601328
BAB,local_BAB_beta_sort_252d_v0,2018-04,2018-04-27,2018-05,2018-05-31,train,complete,144,28,29,-0.003330458869456781,-0.018047020723460136,0.014716561854003352,0.32903225806451597,0.32903225806451597,0.011097207015293677,SH601688;SH601933;SH603833;SH601601;SH600048;SH600606;SH601336;SZ000568;SH600030;SZ001979;SZ000001;SH600050;SZ000002;SH601012;SZ000069;SH600340;SZ000651;SZ002415;SH603993;SH600188;SZ000858;SZ000725;SH603799;SH601318;SZ002236;SH600383;SH601155;SZ000333,SH601018;SZ002010;SH600547;SH600011;SH600900;SZ002558;SZ002602;SH601633;SH601238;SH600518;SH600023;SH601328;SH600018;SH600663;SH601669;SH601985;SH600795;SZ002120;SH601288;SH601988;SH601006;SH601166;SH601818;SZ000768;SH600816;SH600919;SH600000;SH600893;SH601398
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-05,2018-05-31,2018-06,2018-06-29,train,complete,141,28,29,-0.0509736070087594,-0.07799626464037969,0.02702265763162023,0.41379310344827597,0.41379310344827597,0.022470933493689196,SH601360;SH601668;SH601766;SH600016;SH600276;SZ000002;SZ000651;SH601601;SZ000858;SH600000;SH601998;SH601166;SZ000333;SZ002415;SH600900;SH601088;SH600104;SH601328;SH601628;SH600036;SH600028;SH600519;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH600271;SZ002010;SH600886;SH603260;SH600547;SH600867;SH600893;SH601788;SH600663;SH600297;SH600085;SH600809;SH600795;SH600362;SZ002202;SZ002008;SH601877;SH603833;SZ002493;SH601991;SZ002714;SH603799;SH601600;SH600688;SH600031;SH600660;SH601919;SH601155;SZ000069
ILL,local_ILL_amihud_21d_v0,2018-05,2018-05-31,2018-06,2018-06-29,train,complete,140,28,28,-0.09481003809986158,-0.055559829812489636,-0.039250208287371934,0.3189655172413793,0.31896551724137956,-0.04275882897702711,SH601881;SH601985;SZ000166;SH600999;SZ002493;SZ002352;SH600958;SH600398;SH601788;SH601618;SH601919;SH600688;SH600023;SH601800;SH603833;SH601238;SH600297;SH601018;SZ002736;SH600011;SH601669;SH601898;SZ002010;SH601633;SH601991;SH600663;SZ002120;SZ000617,SH601318;SZ000651;SH600519;SH600887;SH601398;SH601166;SH601288;SZ000858;SZ000725;SH600030;SH600036;SH601939;SZ000001;SZ002415;SH600028;SZ000002;SZ002230;SH600703;SH600585;SH600016;SH603799;SH601328;SH601988;SH601668;SH600276;SZ000333;SH600048;SZ002024
TURN,local_TURN_share_turnover_21d_v0,2018-05,2018-05-31,2018-06,2018-06-29,train,complete,140,28,28,-0.08209506895861199,-0.07556038498033212,-0.006534683978279894,0.5652709359605911,0.5652709359605913,-0.012752664273846397,SH600809;SH601012;SH600029;SH601600;SZ000858;SZ000963;SH600600;SH601225;SH600030;SH600188;SZ002236;SZ002024;SH600547;SH600031;SH600867;SH603260;SH600196;SH600085;SZ000651;SZ002008;SH600703;SH600271;SZ002230;SH600436;SZ000725;SH600332;SH600887;SH603799,SZ000617;SH601857;SH601988;SH601628;SH601800;SH601633;SH601998;SH600663;SZ002352;SH601939;SH601398;SH601669;SH600900;SH600023;SH601991;SH601288;SH601238;SZ002010;SH600018;SZ002736;SH601018;SH600000;SZ002120;SH601898;SH601328;SZ000166;SH601766;SH601985
BAB,local_BAB_beta_sort_252d_v0,2018-05,2018-05-31,2018-06,2018-06-29,train,complete,141,28,29,-0.06582735690666029,-0.08056140014020592,0.014734043233545624,0.2807881773399014,0.28078817733990147,0.01164537328280671,SZ000568;SH601919;SH601688;SH600690;SH600606;SZ000001;SH600048;SH603799;SZ001979;SH600340;SH600030;SH601601;SH601012;SZ000069;SH601336;SZ000002;SZ000858;SZ002415;SZ002008;SH603993;SZ000651;SZ000725;SH600188;SH601318;SZ002236;SH603260;SH601155;SZ000333,SH600547;SH600011;SH601018;SZ002010;SH600900;SH600518;SH601633;SH600023;SH601328;SH600018;SH601669;SH600795;SH601985;SH600886;SH600663;SH601238;SH601288;SH601988;SH601166;SZ002120;SH601006;SH601818;SH600893;SH600000;SH601169;SZ002352;SH600919;SH601618;SH601398
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-06,2018-06-29,2018-07,2018-07-31,train,complete,137,27,28,0.025067369299442293,0.012136667983617974,0.012930701315824317,0.4839901477832517,0.48399014778325133,0.007606809690208552,SH601766;SH601668;SH600016;SZ000002;SH600276;SH600000;SZ000651;SH601601;SZ000858;SH601166;SH601998;SZ002415;SZ000333;SH600900;SH601088;SH600104;SH601328;SH601628;SH600036;SH600028;SH600519;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH600893;SH601919;SZ001965;SH600760;SH601788;SH600795;SZ002714;SH600663;SH603833;SH600809;SZ000063;SH600025;SH600362;SH601901;SH601018;SH601991;SZ002466;SZ002008;SH601600;SH600398;SH603799;SZ002493;SH600600;SZ000069;SH600688;SH600332;SH600023;SH600958
ILL,local_ILL_amihud_21d_v0,2018-06,2018-06-29,2018-07,2018-07-31,train,complete,135,27,27,0.015146859396873802,0.02290526780237901,-0.007758408405505201,0.392857142857143,0.39285714285714307,-0.012079836976933775,SH600025;SH600018;SH600958;SH600893;SZ002493;SZ002714;SH601788;SH600688;SH600398;SH601901;SH601881;SZ000166;SH601919;SH601618;SH600011;SH601238;SH601898;SH601018;SH600023;SH603833;SH601633;SZ001965;SZ002736;SH601991;SZ002120;SH600663;SZ000617,SH601318;SH600519;SZ000651;SZ000858;SH600309;SH601288;SH600887;SH601166;SH601398;SH600036;SZ000725;SH600030;SH600276;SZ000333;SZ000001;SH601939;SH600585;SH601988;SH601328;SH600031;SH601668;SZ000002;SH600028;SH600690;SZ002415;SH600016;SH600048
TURN,local_TURN_share_turnover_21d_v0,2018-06,2018-06-29,2018-07,2018-07-31,train,complete,135,27,27,-0.015537646154352587,0.05046078105855705,-0.06599842721290965,0.5357142857142858,0.5357142857142856,-0.07189128435576679,SH600585;SZ002475;SH601899;SH600340;SH600600;SH601933;SH600809;SZ002024;SH600196;SH600029;SH601155;SZ000858;SH600048;SH601225;SH600690;SH600703;SZ000651;SH600332;SH600436;SZ000338;SH600031;SH600887;SZ000725;SZ002008;SZ002230;SH603799;SH600309,SZ000617;SH601857;SH601633;SH601988;SH601628;SH601991;SH601800;SH601998;SH601939;SH601398;SZ002736;SH600023;SH600018;SH601288;SZ002352;SH600000;SH601618;SZ000166;SH601018;SH601328;SH601238;SH601898;SH601669;SH600011;SH600028;SH600663;SH600900
BAB,local_BAB_beta_sort_252d_v0,2018-06,2018-06-29,2018-07,2018-07-31,train,complete,136,27,28,-0.02036140062762513,0.04148616791209122,-0.06184756853971634,0.45812807881773415,0.458128078817734,-0.06688697740671141,SH601336;SH600690;SH600332;SZ002027;SH601688;SZ002230;SH600048;SZ000002;SH600030;SH601600;SH600025;SZ002415;SZ000069;SZ001979;SH601318;SZ000858;SZ000651;SH600188;SH601360;SH603799;SZ002008;SH603993;SZ002236;SZ000725;SZ000063;SH601155;SZ000333,SH600900;SH600011;SH601018;SH601633;SH600518;SH601328;SH601669;SH600018;SH600023;SH601988;SH601166;SH601818;SH601288;SH600795;SH600000;SH601985;SH601169;SH600028;SH601006;SH600688;SZ002352;SH601800;SH600919;SH601238;SH601899;SH601398;SH600893;SZ002120
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-07,2018-07-31,2018-08,2018-08-31,train,complete,139,27,28,-0.037656090833216256,-0.08652526799487832,0.048869177161662045,0.24999999999999994,0.24999999999999994,0.04611917716166204,SH601766;SH601668;SH600276;SZ000002;SZ000651;SH600016;SZ000858;SH600000;SH601998;SH601601;SZ000333;SZ002415;SH601166;SH601088;SH600900;SH600104;SH601328;SH601628;SH600036;SH600028;SH600519;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH601788;SH600271;SH601828;SH600297;SZ002008;SZ001965;SH600398;SH600663;SH600809;SZ002466;SH600886;SH600760;SH600362;SH600893;SZ002236;SH600795;SH600025;SZ000069;SZ002714;SH601901;SH601018;SH603799;SH601600;SH600688;SH600332;SH600188;SH600600;SZ002044
ILL,local_ILL_amihud_21d_v0,2018-07,2018-07-31,2018-08,2018-08-31,train,complete,139,27,28,-0.05198738008755131,-0.04208038559991959,-0.009906994487631719,0.36507936507936534,0.36507936507936506,-0.013922867503504735,SH601881;SH600999;SH601669;SH600406;SH600958;SH601238;SH600398;SH600025;SZ000166;SH601788;SH601828;SH601618;SZ002714;SH600018;SH600688;SH600023;SH601633;SH601800;SH600297;SH601898;SH601018;SZ002120;SZ002736;SH601991;SZ001965;SH600663;SZ000617,SH601318;SH600519;SZ000651;SZ000858;SH600887;SH600030;SZ000725;SH600309;SH600036;SZ000333;SH600276;SH601398;SH601288;SZ000001;SH601166;SH600690;SH601939;SZ000002;SH600048;SH603799;SH600585;SZ002415;SZ002230;SZ000063;SH600028;SH600031;SH600196;SH600016
TURN,local_TURN_share_turnover_21d_v0,2018-07,2018-07-31,2018-08,2018-08-31,train,complete,139,27,28,-0.0779942120127611,-0.03594443792403706,-0.04204977408872406,0.5119047619047621,0.5119047619047619,-0.04768072646967644,SZ000858;SH603993;SH601600;SZ000333;SH600585;SH600188;SH600196;SZ000651;SH600760;SZ000338;SH601155;SH600703;SH600887;SH600048;SH600332;SH600436;SH600271;SH600029;SH600031;SZ002236;SZ002230;SZ002466;SZ000725;SH600309;SZ002008;SH603799;SZ000063,SZ000617;SH601857;SH601628;SH601998;SH600018;SH601988;SZ002736;SH600663;SH601939;SH601398;SZ002352;SH600028;SZ000166;SH600000;SH601898;SH601018;SH601991;SH600900;SH601288;SZ001965;SH600688;SH600023;SH601238;SH601328;SH601088;SH601360;SH601633;SZ002120
BAB,local_BAB_beta_sort_252d_v0,2018-07,2018-07-31,2018-08,2018-08-31,train,complete,139,27,28,-0.05382669269398258,-0.03516740740188516,-0.018659285292097427,0.328042328042328,0.328042328042328,-0.022267750900563033,SZ000001;SH601688;SH601601;SH601336;SZ000858;SH603799;SH600030;SH600340;SZ000002;SH600332;SZ000651;SZ000069;SH601318;SZ001979;SH601360;SH603993;SH600048;SZ002236;SH600188;SH601600;SZ001965;SZ002008;SZ000063;SZ000725;SZ000333;SH601155;SH601828,SH600900;SH600011;SH601633;SH601018;SH600518;SH600023;SH601669;SH600018;SH601328;SH600886;SH600795;SH601985;SH600000;SZ002352;SH601169;SH601988;SH600688;SH601166;SH601006;SH601818;SH600028;SH601288;SH600009;SH600893;SH600406;SH600104;SH600919;SH601238
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-08,2018-08-31,2018-09,2018-09-28,train,complete,129,25,26,0.05631553038297157,0.026611271048546208,0.029704259334425373,0.4669312169312167,0.46693121693121675,0.02456801594818199,SZ000651;SH601766;SZ000858;SH600276;SH600016;SZ000002;SZ002415;SH601998;SH601601;SH600000;SH601166;SH600104;SH600900;SH601088;SH601328;SH601628;SH600036;SH600519;SH600028;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH600886;SH600362;SH600760;SH600795;SH600025;SH600297;SZ001965;SH600663;SZ000069;SZ002044;SH600271;SH600588;SH600893;SH601018;SZ002120;SH600188;SH600332;SH601991;SH601155;SH600688;SH601600;SH601607;SH600958;SH600436;SH601009;SZ000568
ILL,local_ILL_amihud_21d_v0,2018-08,2018-08-31,2018-09,2018-09-28,train,complete,128,25,26,0.0359202456169696,0.025403032167785847,0.010517213449183755,0.4735449735449733,0.47354497354497344,0.005308218740189049,SH601669;SH601618;SH601360;SZ000166;SH600999;SH600893;SH600025;SH601898;SH601881;SH600011;SZ002352;SH600018;SH601238;SH600688;SH600958;SH601633;SH601727;SH600023;SH601018;SZ002120;SZ001965;SZ002736;SH601991;SH600663;SZ000617,SH601318;SH600519;SZ000651;SH601398;SH600030;SZ000725;SZ000063;SZ000858;SH600036;SH600887;SH601288;SH600309;SH601166;SH600585;SZ000002;SZ000001;SH600050;SH600276;SH600028;SH601988;SH601939;SH600031;SZ002415;SH600048;SH601336;SZ002027
TURN,local_TURN_share_turnover_21d_v0,2018-08,2018-08-31,2018-09,2018-09-28,train,complete,128,25,26,0.0063603633626341735,0.044732444923602115,-0.038372081560967955,0.476190476190476,0.476190476190476,-0.04361017679906319,SZ000001;SH603993;SH600276;SH601155;SH600048;SZ002044;SZ000858;SH601600;SH601888;SZ002027;SH600436;SH600332;SZ000568;SZ000651;SH600887;SH600029;SH600271;SH600196;SH600031;SH600703;SH600309;SZ000725;SH600588;SZ002230;SZ000063,SZ000617;SH601857;SH601628;SH601998;SH601988;SH600018;SH601939;SZ002736;SH601398;SH600663;SH601238;SH601991;SZ002352;SH601288;SZ001965;SZ000166;SH601328;SH600000;SH601018;SH600900;SH601088;SH600023;SH600028;SH601727;SH600688;SH600025
BAB,local_BAB_beta_sort_252d_v0,2018-08,2018-08-31,2018-09,2018-09-28,train,complete,129,25,26,0.0303308204781322,0.04589822439164001,-0.015567403913507813,0.4378306878306876,0.4378306878306877,-0.020383541479645377,SH600690;SH600030;SH601601;SH601688;SZ000568;SZ002027;SH601318;SH600196;SZ000858;SH601336;SH600340;SZ000002;SZ000069;SH601360;SZ000651;SH600188;SZ002415;SH603993;SZ001979;SH601600;SH600332;SH600048;SZ000725;SZ000063;SH601155,SH600900;SH600011;SH601018;SH600023;SH600518;SH601633;SH601390;SH600886;SH600795;SH601328;SH601727;SH600018;SH601169;SH601669;SH600000;SH601985;SH600688;SH601988;SH601818;SH601166;SH601006;SH600406;SH600009;SH601991;SZ002352;SH601288
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-09,2018-09-28,2018-10,2018-10-31,train,complete,131,26,27,-0.05699823826087157,-0.10634917317807419,0.04935093491720259,0.22364672364672375,0.2236467236467237,0.04689082095708863,SH601668;SH600276;SZ000651;SH601766;SZ000858;SZ002415;SZ000002;SH600016;SH601998;SH600000;SH601601;SH601166;SH600900;SH600104;SH601088;SH601328;SH601628;SH600036;SH600028;SH600519;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH600362;SH600795;SH600025;SZ000069;SH600271;SZ002714;SH600886;SH600663;SZ001965;SH600297;SH600760;SH600588;SZ002044;SH601018;SH600893;SH601808;SH600188;SH601607;SZ002120;SH601155;SH600332;SZ002230;SH601600;SH600436;SZ000963;SZ000938;SH600958
ILL,local_ILL_amihud_21d_v0,2018-09,2018-09-28,2018-10,2018-10-31,train,complete,131,26,27,-0.0686137644468717,-0.08381865107920519,0.01520488663233349,0.26495726495726507,0.264957264957265,0.012290356717803574,SH601985;SH600011;SZ000166;SH601238;SH601669;SH600688;SH601618;SH601633;SH600297;SH600999;SH600025;SZ002714;SH601881;SH600958;SH600023;SH601808;SH601898;SH601727;SH601018;SH600018;SH601991;SZ002736;SZ001965;SZ002120;SH600663;SZ000617,SH601318;SH600519;SZ000063;SZ000651;SZ000858;SH601398;SH600030;SH601288;SZ000725;SH600887;SZ000001;SH601166;SH600036;SH600028;SH600276;SZ002415;SZ002230;SZ000002;SH600585;SH600309;SH601939;SH601988;SH600048;SH600016;SH600050;SZ002027;SH601688
TURN,local_TURN_share_turnover_21d_v0,2018-09,2018-09-28,2018-10,2018-10-31,train,complete,131,26,27,-0.12308498967711727,-0.03817269857089465,-0.08491229110622263,0.3019943019943022,0.30199430199430205,-0.08823422842815996,SH603993;SH600029;SH600760;SZ000001;SH600332;SH600436;SH601225;SZ000963;SH600276;SH601155;SZ000858;SH600048;SH600031;SZ002027;SZ002475;SH600703;SZ000568;SZ000725;SZ000651;SH600887;SH600196;SH600309;SH600271;SH600588;SZ002230;SZ000063,SZ000617;SH601628;SH601857;SH601939;SZ001965;SH601988;SH600018;SZ002736;SH601398;SH600663;SH601998;SH601018;SH600900;SH601727;SH601288;SH601991;SH601238;SH600000;SZ000166;SH601328;SH601898;SH600023;SH601669;SZ002352;SH600028;SH601985;SH600999
BAB,local_BAB_beta_sort_252d_v0,2018-09,2018-09-28,2018-10,2018-10-31,train,complete,130,26,26,-0.0882704949398736,-0.060848590784740045,-0.027421904155133528,0.2692307692307693,0.26923076923076933,-0.03038344261667199,SH600585;SH600029;SZ000001;SH601601;SZ002475;SH601111;SH601336;SZ000858;SZ002027;SZ000568;SH601318;SZ002415;SH600340;SH600196;SH600188;SH601600;SZ000651;SZ000069;SH603993;SZ000002;SZ001979;SZ000725;SH600048;SH600332;SZ000063;SH601155,SH600011;SH600900;SH600023;SH601018;SH600518;SH600795;SH601727;SH600886;SH601328;SH601390;SH601633;SH601669;SH601169;SH600000;SH600688;SH600018;SH601985;SH601818;SH601988;SH601991;SH601006;SH601166;SH600406;SH600919;SH601229;SH600009
SIZE,local_SIZE_market_cap_high_minus_low_v0,2018-10,2018-10-31,2018-11,2018-11-30,train,blocked_insufficient_factor_month_coverage,117,23,24,-0.030293164407705152,-0.010900531588286971,,0.9999999999999993,0.9999999999999996,,SZ000651;SH601766;SZ000333;SZ000002;SH600016;SH601998;SH601601;SH600104;SH600000;SH601166;SH600900;SH601088;SH601328;SH601628;SH600519;SH600036;SH600028;SH601988;SH601318;SH601288;SH601857;SH601939;SH601398,SH600188;SZ001965;SH600893;SZ000963;SZ002120;SH600025;SH600660;SH600741;SZ000568;SH601633;SH601155;SH601607;SH601600;SH600688;SH600703;SH600547;SZ000338;SH600332;SH601991;SH600031;SH600518;SH601009;SH600023;SH600958
