factor_id,local_formula_id,signal_period,signal_month_end,holding_period,holding_month_end,split,factor_month_status,eligible_instrument_count,high_quintile_count,low_quintile_count,high_mean_return,low_mean_return,factor_gross_return,factor_buy_turnover,factor_sell_turnover,factor_after_cost_return,high_instruments,low_instruments
ILL,local_ILL_amihud_21d_v0,2019-02,2019-02-28,2019-03,2019-03-29,train,complete,144,28,29,0.08736546952264859,0.030969192568594945,0.056396276954053644,0.4224137931034484,0.42241379310344823,0.051749725229915715,SH600023;SZ002352;SH600600;SZ000938;SH601238;SH601066;SH600705;SZ002736;SZ002607;SH600025;SH601898;SH601633;SH601727;SH600346;SH600018;SH601360;SH600011;SH600688;SH601991;SH600061;SH601919;SZ002493;SZ002032;SH601018;SH600663;SZ002120;SZ001965;SZ000617,SH601318;SH600519;SH600030;SZ000651;SH601288;SH601398;SZ000063;SH600036;SZ000858;SZ000725;SZ000002;SH600887;SH601166;SZ000001;SH601668;SH601988;SH601857;SH600016;SH600048;SH600585;SH601186;SH601939;SH600028;SH600309;SH601688;SZ002415;SZ000333;SH600104;SH601390
TURN,local_TURN_share_turnover_21d_v0,2019-02,2019-02-28,2019-03,2019-03-29,train,complete,144,28,29,0.06030632842494194,0.024900461352414367,0.03540586707252757,0.566502463054187,0.5665024630541873,0.02917433997893151,SZ000338;SH600332;SH600837;SH600436;SH601009;SZ000568;SH601901;SH600958;SH601688;SZ000858;SZ002475;SH600705;SH600031;SH600547;SZ000776;SH601788;SH600309;SH600196;SH600588;SZ002027;SH601012;SH600030;SH600703;SZ002230;SZ000063;SH600570;SH600518;SZ000725,SH601857;SH601939;SZ000617;SH601988;SZ001965;SH601398;SH601628;SH600018;SH600900;SZ002493;SH601288;SH601088;SH600028;SH601991;SH601998;SH600688;SH600000;SH603288;SH601328;SH601018;SH601727;SH600023;SZ002120;SH601238;SH600011;SH601898;SZ002352;SH600346;SH601360
BAB,local_BAB_beta_sort_252d_v0,2019-02,2019-02-28,2019-03,2019-03-29,train,complete,144,28,29,0.09784668466538639,0.019235550235942797,0.07861113442944358,0.4926108374384239,0.4926108374384236,0.07319241521762092,SH600048;SH601336;SZ000858;SH601601;SH600588;SZ000069;SH600061;SZ000725;SH600030;SH600332;SH600196;SZ000568;SH601360;SH600309;SZ002415;SH600383;SZ002027;SH603259;SH601688;SH601881;SZ002032;SH603993;SH600837;SH601138;SZ000063;SH601066;SH601155;SZ000333,SH600547;SH600900;SH600023;SH600518;SH600011;SH600886;SZ002714;SH601328;SH601988;SH600795;SH601727;SH601018;SH601006;SH600406;SH601991;SH601169;SH601818;SH600688;SH601857;SH600016;SH600018;SH601229;SH601288;SH600919;SH601985;SH600028;SH600000;SH601998;SH601669
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-03,2019-03-29,2019-04,2019-04-30,train,complete,155,31,31,0.033066689395482206,-0.01322723117381542,0.04629392056929762,0.3870967741935484,0.3870967741935485,0.042035856053168584,SZ000001;SH603288;SH601668;SH601766;SH600016;SZ000651;SH600276;SH601138;SH600030;SH600104;SH601998;SH601601;SZ000333;SZ002415;SH600000;SZ000002;SZ000858;SH600900;SH601166;SH601088;SH601328;SH600028;SH601628;SH600036;SH600519;SH601988;SH601288;SH601857;SH601318;SH601939;SH601398,SH603833;SH600518;SZ002841;SH600271;SH600188;SH600809;SH600795;SH600705;SZ000661;SH600362;SH600570;SZ000596;SZ000100;SH600352;SZ000876;SZ001965;SH600886;SH601018;SH601877;SZ002044;SH600688;SH600600;SH601607;SH600893;SH600663;SZ002202;SH600703;SH601788;SH600660;SH600061;SZ002032
ILL,local_ILL_amihud_21d_v0,2019-03,2019-03-29,2019-04,2019-04-30,train,complete,154,30,31,0.0036337362187113956,0.019405189545581653,-0.01577145332687025,0.39354838709677403,0.393548387096774,-0.020100485584934765,SH600383;SH600018;SH600600;SZ002352;SH600011;SH601360;SH600346;SZ002938;SH600061;SH600023;SH601727;SZ000596;SZ002607;SH600025;SZ000661;SH601018;SH601898;SZ002493;SH601238;SH601633;SH601919;SH600688;SH600663;SZ002032;SZ002841;SZ002120;SZ001965;SH601991;SZ000617;SH603833,SH601318;SH600030;SZ000725;SH600519;SH601398;SH601288;SZ000651;SZ000063;SH601166;SH601668;SZ002230;SH600036;SZ000858;SH601688;SH600016;SH600276;SH600887;SZ000001;SH601766;SZ000002;SH601857;SH600050;SH601186;SH600048;SH601601;SH601988;SH600104;SH601939;SH600028;SH600585;SH600837
TURN,local_TURN_share_turnover_21d_v0,2019-03,2019-03-29,2019-04,2019-04-30,train,complete,155,31,31,-0.02279233225211921,0.002338275538420415,-0.025130607790539636,0.48387096774193517,0.4838709677419355,-0.030453188435700926,SH600383;SZ000338;SH600048;SZ000568;SH601607;SH600010;SH600705;SH600958;SH600547;SH600309;SH601066;SH600196;SH601688;SH601012;SH601788;SH600031;SZ000661;SH600837;SZ002027;SH600588;SH600271;SZ000876;SH600030;SH600703;SZ000063;SZ002230;SH600352;SH600518;SZ000100;SZ000725;SH600570,SH601939;SH601857;SH601988;SH601628;SH601398;SH601288;SZ000617;SH600900;SH601238;SH601088;SH601991;SH600028;SH601998;SH600000;SZ002352;SH600688;SH603288;SZ002120;SH601328;SZ001965;SH601898;SH601360;SZ002493;SH600018;SH600023;SZ002841;SH601633;SH600011;SH600036;SZ002032;SH601818
BAB,local_BAB_beta_sort_252d_v0,2019-03,2019-03-29,2019-04,2019-04-30,train,complete,154,30,31,-0.015970019138066584,0.020016801883431055,-0.035986821021497646,0.3290322580645158,0.3290322580645159,-0.03960617586020732,SH600958;SH600048;SH600196;SH601336;SH600332;SZ002415;SZ000069;SH603259;SH603993;SH600352;SZ002027;SZ002304;SZ000858;SH600309;SH600030;SZ000568;SZ002202;SZ002032;SH600809;SH601688;SH601138;SH600837;SH600061;SH600383;SH601881;SH603833;SZ000063;SH601066;SH601155;SZ000333,SH600547;SH600900;SH600023;SH600011;SH600886;SH601988;SH601328;SZ002714;SH601006;SH600795;SH600406;SH601727;SH601857;SH601169;SH600688;SH601818;SH600016;SH601991;SH600518;SH601229;SH601018;SH601288;SZ000538;SH600028;SZ000876;SH600000;SH601398;SH600018;SH600919;SH601998;SH601899
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-04,2019-04-30,2019-05,2019-05-31,train,complete,156,31,32,-0.0614042552448595,-0.04108253924604624,-0.020321715998813272,0.3749999999999998,0.375,-0.024446715998813272,SZ000001;SH603288;SH601766;SH601668;SH600030;SH600016;SH600276;SH601138;SZ002415;SH601998;SH600104;SZ000002;SH601601;SZ000651;SZ000333;SH600000;SH600900;SH601088;SZ000858;SH601166;SH601328;SH600028;SH601628;SH600036;SH601988;SH600519;SH601288;SH601857;SH601318;SH601939;SH601398,SZ002841;SH600871;SH603833;SH600377;SZ000963;SH600570;SZ001965;SZ000661;SH600705;SZ002157;SH600362;SH600795;SH600703;SH601877;SH600893;SH600383;SH600886;SH600438;SH600688;SZ002032;SH601607;SH600188;SZ000938;SH601788;SH601901;SH603160;SH600061;SZ000596;SH600663;SH600588;SH601991;SZ000723
ILL,local_ILL_amihud_21d_v0,2019-04,2019-04-30,2019-05,2019-05-31,train,complete,155,31,31,-0.046532910862865956,-0.07655403370969231,0.03002112284682639,0.38709677419354827,0.3870967741935485,0.025763058330697357,SH601727;SH600188;SH601877;SZ002736;SZ000938;SH600023;SZ002938;SH601018;SH601898;SH600346;SZ000596;SH601238;SZ002352;SH600025;SH603160;SH601633;SH600377;SH601360;SZ002607;SH601919;SH600688;SZ002493;SZ002120;SZ001965;SH601991;SZ002841;SZ002032;SH603833;SH600663;SH600871;SZ000617,SH601318;SH600030;SH600519;SZ000858;SZ000063;SZ000725;SH601288;SH601398;SZ000651;SH601166;SH600036;SH601328;SH600887;SH601857;SH600352;SH601668;SH600050;SH601688;SH600016;SH600028;SH600048;SZ000002;SH601186;SH601939;SH600837;SH601988;SZ002415;SH600276;SH600031;SZ000001;SH600309
TURN,local_TURN_share_turnover_21d_v0,2019-04,2019-04-30,2019-05,2019-05-31,train,complete,156,31,32,-0.07667529834755099,-0.03250399959153725,-0.044171298756013756,0.5110887096774187,0.5110887096774193,-0.049793274562465364,SZ000661;SH600887;SZ000568;SH601186;SZ000963;SH601688;SH600332;SH601009;SZ000858;SH601788;SH600196;SH600438;SH600588;SH601989;SH600309;SZ000338;SH600837;SH600705;SH600031;SZ002230;SZ002027;SH600030;SZ000876;SZ000651;SH600703;SZ000725;SH600570;SZ000063;SZ002157;SZ000723;SH600352,SH601857;SH601988;SZ000617;SH601939;SH601628;SH601398;SH600900;SH601360;SH601288;SH601991;SZ002352;SH601088;SH601998;SH600377;SH603288;SZ001965;SH600028;SZ002841;SZ002120;SZ002493;SH600688;SH600000;SH600023;SH601238;SH601328;SH600663;SH601898;SH600036;SZ002607;SH603833;SH600011;SH600025
BAB,local_BAB_beta_sort_252d_v0,2019-04,2019-04-30,2019-05,2019-05-31,train,complete,156,31,32,-0.09187224377810824,-0.03297130551979141,-0.05890093825831682,0.2852822580645159,0.28528225806451607,-0.0620390430970265,SZ002475;SH600958;SH600048;SH601336;SZ000002;SH603993;SH600352;SH600196;SZ002304;SH600309;SZ002415;SZ002938;SH600570;SZ000568;SZ000858;SH600332;SZ002032;SH601138;SZ000069;SH600030;SZ002027;SH601066;SH601688;SH603833;SH600837;SH600383;SH600061;SZ000063;SH601881;SH601155;SZ000333,SH600547;SH600900;SH600377;SH600023;SH600011;SH600886;SH600871;SH601988;SH600795;SH601006;SH601328;SH601857;SZ002714;SH600406;SH601169;SH601991;SH600688;SH600016;SH601288;SH600028;SH601818;SH601229;SZ000876;SH601727;SH601398;SH601018;SZ000538;SH600000;SZ001965;SH601998;SH601985;SH601898
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-05,2019-05-31,2019-06,2019-06-28,train,complete,151,30,31,0.06056717781767037,0.03198006918143668,0.028587108636233687,0.28326612903225823,0.283266129032258,0.02547118121687885,SZ002415;SH601668;SH600030;SH600016;SH603288;SH601138;SH600276;SH600104;SH601998;SZ000002;SH601601;SZ000651;SH600000;SZ000333;SH601166;SH601088;SH600900;SZ000858;SH601319;SH601328;SH600028;SH601628;SH600036;SH600519;SH601988;SH601288;SH601857;SH601318;SH601939;SH601398,SH600570;SZ001965;SZ002311;SH601877;SH603160;SZ000723;SH601788;SH600362;SH600061;SH600871;SH601607;SH600383;SH600188;SH600893;SH600886;SZ000661;SZ000596;SH600377;SH600352;SH600660;SZ000069;SH600688;SH600588;SZ000938;SZ002938;SZ002032;SH601919;SH600663;SH601991;SH601901;SH600438
ILL,local_ILL_amihud_21d_v0,2019-05,2019-05-31,2019-06,2019-06-28,train,complete,149,29,30,0.03374882172615413,0.06824725757968843,-0.03449843585353428,0.3225806451612901,0.3225806451612905,-0.03804682295030847,SH600886;SH600383;SH601877;SH601669;SH600188;SZ002736;SZ002311;SH601727;SH600061;SH601018;SH601238;SH601898;SH601360;SH600023;SZ002032;SH601633;SH600025;SH600377;SZ002120;SZ002938;SZ002607;SH601919;SH600688;SH600871;SZ002493;SH601991;SH600663;SZ001965;SZ000617,SH601318;SH600519;SZ000858;SH600030;SH600036;SZ000063;SH601288;SH600887;SZ000651;SH601166;SH601398;SH600016;SH601328;SH600352;SH601857;SZ000725;SH600276;SH601988;SH601939;SZ000001;SZ002415;SH601668;SH601688;SH600048;SZ000723;SH600031;SH600585;SH600309;SZ000002;SH600028
TURN,local_TURN_share_turnover_21d_v0,2019-05,2019-05-31,2019-06,2019-06-28,train,complete,149,29,30,0.06930180709060503,0.038794835597813736,0.030506971492791295,0.47782258064516114,0.47782258064516103,0.025250923105694524,SH600837;SH603160;SH601009;SZ002027;SZ002415;SZ002714;SH600309;SH600588;SH600887;SH600010;SH600332;SZ000651;SZ000661;SH600438;SH601012;SZ000338;SH600547;SH600030;SZ000858;SH600031;SZ000568;SZ002475;SZ000725;SZ002230;SH600570;SZ000876;SZ000063;SZ000723;SH600352,SZ000617;SH601939;SH601857;SH601398;SH601991;SH601628;SH601998;SH601088;SH601988;SZ001965;SH601288;SH600028;SH600663;SH600688;SZ002352;SH600023;SH600900;SH601898;SH600377;SZ002493;SH601360;SH601238;SH600025;SH601328;SH601319;SH601800;SZ002607;SZ002120;SH601919;SH601669
BAB,local_BAB_beta_sort_252d_v0,2019-05,2019-05-31,2019-06,2019-06-28,train,complete,151,30,31,0.0790590162022328,0.017951120100442447,0.06110789610179036,0.254032258064516,0.254032258064516,0.058313541263080686,SH600309;SZ002032;SH600958;SH601788;SH601336;SZ000723;SZ002027;SZ002304;SH601111;SH600196;SH601138;SZ002415;SH600352;SH600570;SZ002475;SH600332;SZ000069;SH600030;SZ000858;SZ002938;SZ000568;SH601066;SH601688;SH600383;SH600837;SH600061;SZ000063;SH601155;SH601881;SZ000333,SH600547;SH600900;SH600377;SH600023;SH600011;SH601857;SH600886;SH601988;SH601328;SH601006;SH600871;SH601169;SH600016;SH601288;SH600688;SH600028;SH601991;SH601818;SH601398;SH601229;SH600406;SH600000;SZ001965;SH601998;SZ002714;SH600919;SZ000876;SH601898;SZ002311;SH601985;SH601899
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-06,2019-06-28,2019-07,2019-07-31,train,complete,152,30,31,0.02004993639718835,-0.008271734874184264,0.028321671271372608,0.22580645161290322,0.22580645161290322,0.025837800303630674,SH601138;SH601668;SZ002415;SH600016;SH603288;SH600030;SH600276;SH601998;SH600104;SZ000002;SH601601;SZ000651;SH600000;SZ000333;SH601166;SH600900;SH601088;SH601319;SH601328;SZ000858;SH600028;SH601628;SH600036;SH601988;SH600519;SH601857;SH601288;SH601318;SH601939;SH601398,SZ002841;SH600893;SH600352;SZ001965;SH601607;SZ002939;SZ002202;SH601788;SH600886;SH600188;SH600383;SH600377;SH600362;SH600438;SH600570;SZ000938;SH600688;SH601162;SZ000069;SH600660;SH601991;SZ000661;SH601018;SH601901;SH600061;SZ000596;SH600023;SH600809;SH601919;SZ002032;SH600663
ILL,local_ILL_amihud_21d_v0,2019-06,2019-06-28,2019-07,2019-07-31,train,complete,152,30,31,0.028282015805721827,0.013647234523270099,0.014634781282451733,0.33010752688172057,0.3301075268817207,0.011003598486752805,SZ000938;SH600018;SH600741;SH601607;SH603160;SH600346;SH600886;SH600061;SH600023;SH601238;SH601669;SH601360;SH601633;SH600025;SH601727;SH600377;SZ002607;SZ002032;SH601018;SH601991;SZ002938;SZ002493;SH601898;SZ002120;SH601919;SH600663;SZ002841;SZ001965;SH600688;SZ000617,SH601318;SH600519;SZ000858;SH600030;SH601398;SZ000651;SH601166;SZ000063;SH601288;SH600036;SH600887;SH601328;SH600016;SH601988;SH601857;SZ000002;SH600276;SZ000333;SZ002415;SZ000725;SH601939;SH601688;SH600031;SH600050;SH600028;SH600352;SH600048;SZ000001;SH600585;SH601668;SH601169
TURN,local_TURN_share_turnover_21d_v0,2019-06,2019-06-28,2019-07,2019-07-31,train,complete,152,30,31,0.016530173026267157,0.001846181397086853,0.014683991629180309,0.4268817204301078,0.4268817204301076,0.009988292704449125,SZ000651;SH601066;SH600887;SZ002714;SH600438;SH601012;SZ000338;SH600837;SH600809;SZ002415;SH601881;SZ000858;SZ002475;SZ000568;SH600588;SH600031;SH600010;SZ000725;SH601688;SZ000661;SH600030;SH601899;SZ002230;SH601162;SH600547;SZ002939;SH600570;SZ000876;SZ000063;SH600352,SZ000617;SH601939;SH601988;SH601628;SH601857;SH601998;SH600688;SH601398;SH601991;SZ001965;SH600028;SH601088;SZ002493;SH601288;SH601898;SH600900;SH601238;SH601360;SH601800;SH601727;SH600023;SH600377;SH601919;SH600015;SH600025;SH601766;SH600011;SH601328;SH600346;SH600663;SH600019
BAB,local_BAB_beta_sort_252d_v0,2019-06,2019-06-28,2019-07,2019-07-31,train,complete,152,30,31,-0.01978289204351437,0.03179578485257263,-0.05157867689608701,0.2301075268817204,0.23010752688172043,-0.05410985969178594,SH600958;SZ002032;SH601336;SH601162;SZ002938;SH600196;SZ002304;SH601788;SH601111;SH600332;SH601066;SZ002415;SH600352;SZ000069;SH600809;SZ002475;SZ002202;SH600030;SZ000858;SH600570;SZ000568;SH601688;SZ000063;SH600383;SH600061;SH600837;SH601155;SZ002939;SH601881;SZ000333,SH600547;SH600900;SH600377;SH600023;SH600011;SH601857;SH601988;SH601328;SH601006;SH600886;SH601288;SH600016;SH601169;SH600688;SH600028;SH601398;SH601991;SH601818;SH601229;SZ001965;SH600000;SH600406;SH601998;SH600919;SH601898;SZ000876;SH601985;SH600025;SH601390;SH600893;SZ002714
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-07,2019-07-31,2019-08,2019-08-30,train,complete,154,30,31,-0.010064283665355818,-0.014259234059867702,0.00419495039451188,0.16129032258064516,0.16129032258064516,0.002420756846124783,SH601668;SH600016;SH603288;SH601138;SH600030;SZ002415;SH600104;SH601998;SH600276;SZ000002;SZ000651;SH600000;SH601601;SZ000333;SH601088;SH601166;SH601319;SH600900;SH601328;SZ000858;SH600028;SH601628;SH600036;SH601988;SH601857;SH600519;SH601288;SH601318;SH601939;SH601398,SH600795;SZ002202;SH600188;SH600362;SZ002841;SH601607;SH601877;SH600688;SZ001965;SH601788;SH600377;SH600893;SH601298;SH600383;SH601991;SZ000661;SH600660;SH600438;SZ002032;SH601018;SZ002602;SH600570;SH600061;SH601901;SH601919;SH600886;SH600023;SH600809;SZ000069;SH601155;SZ000596
ILL,local_ILL_amihud_21d_v0,2019-07,2019-07-31,2019-08,2019-08-30,train,complete,153,30,31,-0.019354721521210545,-0.009837716143784958,-0.009517005377425595,0.3612903225806451,0.3612903225806451,-0.013491198925812692,SH600025;SZ002736;SH600011;SH600023;SZ002607;SH600188;SH600346;SH601298;SH601238;SH601727;SH600061;SH601669;SH601360;SZ002120;SH601633;SH600377;SZ002938;SH601919;SZ002032;SH601898;SH601991;SZ002602;SH601018;SZ002841;SZ002493;SH600663;SH600688;SZ001965;SH601155;SZ000617,SH601318;SH600519;SZ000858;SH600030;SH601398;SZ000063;SH601288;SZ000651;SH600887;SH600036;SZ000725;SZ000002;SH601166;SH600048;SZ002415;SZ000333;SH600276;SH601857;SZ000001;SH601688;SH601988;SH600016;SH601328;SH600570;SH600585;SZ002230;SH601939;SH600031;SZ000876;SH600837;SZ000568
TURN,local_TURN_share_turnover_21d_v0,2019-07,2019-07-31,2019-08,2019-08-30,train,complete,153,30,31,0.032090989792894646,-0.039047637300879234,0.07113862709377387,0.42795698924731174,0.42795698924731174,0.06643110021205345,SH600383;SZ000338;SH600436;SH600196;SH601989;SH603160;SH601899;SH601688;SH600809;SH600048;SH600887;SH600438;SZ002714;SZ002415;SZ000938;SH600588;SH600030;SZ002475;SZ000568;SH601012;SZ000858;SZ000661;SH600031;SZ002230;SH600547;SZ000876;SZ000063;SH600570;SZ000725;SH601155,SZ000617;SH601988;SH601939;SH601857;SH601398;SH601991;SH601998;SH600688;SZ002493;SH601628;SH600028;SH601088;SH601898;SZ001965;SH601288;SH601360;SH600663;SH600015;SH601319;SH600900;SH601328;SH601800;SH601669;SH600023;SH601238;SH600000;SH601727;SH600011;SH600019;SH601018;SH603288
BAB,local_BAB_beta_sort_252d_v0,2019-07,2019-07-31,2019-08,2019-08-30,train,complete,154,30,31,-0.0043000332289615155,-0.02489563629082554,0.02059560306186401,0.16451612903225804,0.16451612903225804,0.018785925642509173,SH600309;SZ002027;SZ002032;SH600958;SH600115;SH600332;SH601788;SZ002938;SZ000069;SH601111;SH600196;SZ002304;SH601336;SZ002202;SH601066;SZ002415;SH600030;SZ002475;SZ000063;SH600383;SH600570;SH601155;SZ000568;SH601688;SH600809;SZ000858;SH600061;SH600837;SH601881;SZ000333,SH600547;SZ002602;SH600900;SH600377;SH600023;SH601857;SH600011;SH601988;SH601006;SH601328;SH600886;SH601288;SH600016;SH600795;SH601398;SH601169;SH601991;SZ001965;SH600688;SH601818;SH600028;SH601229;SH600000;SH600025;SH600919;SH601898;SH600406;SZ000876;SH601985;SZ002714;SH601390
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-08,2019-08-30,2019-09,2019-09-30,train,complete,154,30,31,0.004816488137903219,-0.006195227957614871,0.011011716095518086,0.3881720430107526,0.3881720430107526,0.006741823622399807,SZ000001;SH600016;SH600030;SH601998;SH601138;SZ002415;SZ000002;SH600104;SH603288;SH600000;SZ000651;SH601601;SH600276;SH601166;SZ000333;SH601319;SH601088;SH601328;SH600900;SZ000858;SH600028;SH601628;SH600036;SH601988;SH601857;SH601288;SH600519;SH601318;SH601939;SH601398,SZ000963;SH601991;SH603833;SZ002001;SH600383;SH600377;SH601018;SH600848;SZ002311;SH600893;SZ002602;SH601607;SH600023;SH601901;SZ002202;SH600660;SH600183;SH600663;SH600061;SZ000069;SH601155;SZ002841;SH601919;SH600438;SH601618;SZ002600;SH601808;SZ002032;SH600570;SZ000661;SH600332
ILL,local_ILL_amihud_21d_v0,2019-08,2019-08-30,2019-09,2019-09-30,train,complete,153,30,31,-0.0008733952957017621,0.010251105023253033,-0.011124500318954796,0.42795698924731174,0.42795698924731174,-0.015832027200675225,SH600848;SH600011;SH601998;SH600346;SH600383;SH601800;SH601985;SZ002841;SH600023;SZ002120;SH601901;SH600377;SZ002602;SH601727;SH601360;SZ002607;SZ002032;SH601633;SH601669;SH600061;SH603833;SH601018;SZ002493;SH601238;SH601919;SH601898;SH601808;SH600663;SH601991;SZ000617,SH601318;SH600519;SZ000858;SZ000651;SH600036;SZ000725;SH600030;SZ000063;SH601166;SH600887;SH601288;SZ000001;SH601398;SH600276;SZ002415;SH600547;SH601688;SZ000002;SZ000333;SH600016;SH601328;SH601939;SH600028;SZ002714;SH600031;SH601857;SH600570;SZ002475;SH601988;SH600585;SH601888
TURN,local_TURN_share_turnover_21d_v0,2019-08,2019-08-30,2019-09,2019-09-30,train,complete,153,30,31,-0.011704713208993855,0.009283369580161713,-0.020988082789155572,0.46021505376344074,0.46021505376344074,-0.02605044838055342,SZ002027;SH603160;SH600436;SH603993;SZ000568;SZ002714;SZ000001;SZ000858;SH600030;SH601899;SH600031;SH600848;SZ002001;SH600438;SZ000938;SH600588;SZ000963;SH601155;SH600887;SH601012;SZ000661;SZ000876;SZ002475;SZ002230;SH600547;SZ000725;SZ000063;SH600570;SZ002600;SH600183,SZ000617;SH601988;SH601939;SH601857;SH601998;SH601628;SH601398;SH601991;SH600028;SH601088;SH601319;SH601288;SH601800;SH600663;SH601669;SH601238;SH600015;SH601328;SH601898;SH600900;SH601919;SH600000;SH600019;SH601766;SH600023;SH600377;SZ002493;SH601985;SH600016;SH601727;SH601390
BAB,local_BAB_beta_sort_252d_v0,2019-08,2019-08-30,2019-09,2019-09-30,train,complete,154,30,31,0.016693452691568935,-0.011651193237434264,0.028344645929003192,0.29462365591397843,0.29462365591397843,0.02510378571394943,SZ002938;SH600309;SH600115;SZ000776;SH600958;SZ002736;SH600196;SH601155;SZ000069;SZ002202;SH601111;SH601336;SZ002304;SH603501;SH603833;SH600383;SZ002475;SH600809;SZ002415;SZ000568;SZ000063;SH601066;SZ000858;SH601688;SH600030;SH600570;SH600061;SH600837;SZ000333;SH601881,SH600547;SZ002602;SH600900;SH600377;SH600023;SH600011;SH601857;SH601988;SH601328;SH601006;SH601288;SH600886;SH600016;SH601398;SH601169;SH601991;SH601818;SH600028;SH601229;SZ000876;SH601899;SH600919;SH600000;SZ002311;SH600025;SH600893;SZ002714;SH600406;SH601898;SH600015;SZ000538
SIZE,local_SIZE_market_cap_high_minus_low_v0,2019-09,2019-09-30,2019-10,2019-10-31,train,complete,151,30,31,0.03358768737208403,0.008969124575847191,0.02461856279623683,0.32258064516129026,0.32258064516129026,0.021070175699462637,SH600016;SH600030;SH601998;SH600104;SH601138;SZ000002;SH603288;SZ002415;SZ000001;SH601601;SZ000651;SH600000;SZ000333;SH600276;SH601166;SH601088;SH601319;SH600900;SH601328;SZ000858;SH600028;SH601628;SH600036;SH601988;SH601857;SH601288;SH600519;SH601318;SH601939;SH601398,SZ002916;SH601607;SZ002236;SH600383;SH601788;SH600188;SH600377;SH600061;SZ002202;SH600023;SZ002602;SH600660;SH600663;SH600332;SH601901;SH600183;SZ002241;SH600703;SZ002841;SZ000069;SH601618;SZ000596;SH601919;SH601808;SZ002032;SH600570;SH601600;SH600886;SH600436;SH601155;SZ002600
ILL,local_ILL_amihud_21d_v0,2019-09,2019-09-30,2019-10,2019-10-31,train,complete,151,30,31,0.016611302068683206,0.009677321520529287,0.006933980548153919,0.49247311827956974,0.49247311827956974,0.0015167762470786519,SH600025;SH600606;SH601998;SH600018;SH600011;SZ000069;SH600346;SH600188;SH601800;SH600115;SZ002120;SH601901;SH601618;SZ002841;SZ002602;SZ002938;SH601633;SH600061;SH601727;SH601669;SZ002607;SH601238;SH601919;SH600377;SH601808;SH601898;SZ002493;SZ002032;SH600663;SZ000617,SH601318;SH600519;SZ000858;SH600036;SH600030;SH601398;SZ000725;SH600887;SZ000651;SH601166;SZ000063;SH601288;SZ000001;SH600547;SZ000002;SH601688;SZ000333;SH600276;SH600048;SH600837;SZ002415;SH600570;SH601988;SH600031;SH600309;SZ002304;SH601328;SH600585;SH601012;SH601336;SH600009
TURN,local_TURN_share_turnover_21d_v0,2019-09,2019-09-30,2019-10,2019-10-31,train,complete,151,30,31,0.02904521707647855,0.011997267408294984,0.017047949668183557,0.42903225806451606,0.42903225806451606,0.01232859482947388,SH600196;SH603501;SZ000858;SH601688;SZ002714;SH600031;SH601066;SZ000938;SZ000661;SH600887;SZ000568;SH600588;SH601155;SH600030;SZ000876;SH600837;SH601012;SH603160;SZ002475;SZ002236;SH600547;SZ002916;SZ002230;SZ000725;SH600570;SZ002600;SZ000063;SZ002241;SH600183;SH600703,SH601939;SZ000617;SH601988;SH601998;SH601628;SH601857;SH601398;SH601288;SH601088;SH600028;SH600663;SH601328;SH600015;SH600377;SZ002493;SH601319;SH600900;SH601727;SH601669;SH600000;SH603288;SH601985;SH601390;SH600011;SH601898;SH601800;SZ002607;SH601238;SH600019;SZ001979;SH600016
BAB,local_BAB_beta_sort_252d_v0,2019-09,2019-09-30,2019-10,2019-10-31,train,complete,151,30,31,0.02134503806999951,0.03815845329189517,-0.01681341522189566,0.3290322580645161,0.3290322580645161,-0.020432770060605336,SH600703;SH600999;SH600958;SH603501;SZ002304;SZ002736;SZ000069;SZ002916;SZ000776;SZ002202;SH601336;SH601111;SZ002600;SZ002475;SZ000568;SZ002415;SH600383;SH601788;SH600809;SZ000858;SZ000063;SH601688;SH601066;SH600030;SH600570;SH600061;SZ002236;SZ000333;SH600837;SH601881,SH600547;SZ002602;SH600377;SH600900;SH601857;SH600023;SH600011;SH601988;SH601328;SH601006;SH601288;SH601398;SH600886;SH600016;SH601169;SH600028;SH601818;SH601899;SH601229;SZ000876;SH600000;SH600919;SH600025;SZ000538;SZ002714;SH601898;SH600015;SZ002352;SH601998;SH601390;SH601939
