instrument,board_bucket,market_cap_source,price_source,share_source,first_price_date,last_price_date,price_rows,candidate_rows,member_rows,missing_share_asof_rows
SH603124,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-03-20,2026-05-29,289,0,0,0
SH603125,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-04-10,2026-05-29,759,0,0,0
SH603128,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2261,0,0,0
SH603126,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2222,0,0,0
SH603127,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-25,2026-05-29,2123,93,93,894
SH603129,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-18,2026-05-29,2128,0,0,0
SH603130,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-11-18,2026-05-29,853,0,0,0
SH603131,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2192,0,0,1066
SH603132,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-02-22,2026-05-29,1034,0,0,0
SH603135,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-04-10,2026-05-29,759,0,0,0
SH603137,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-04-19,2026-05-29,752,0,0,0
SH603136,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-27,2026-05-29,2100,0,0,0
SH603138,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-06,2026-05-29,2242,0,0,771
SH603150,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-01-24,2026-05-29,1050,0,0,0
SH603139,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-21,2026-05-29,2208,0,0,0
SH603151,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-10-19,2026-05-29,868,0,0,0
SH603153,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-03-13,2026-05-29,778,0,0,0
SH603155,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-09-01,2026-05-29,1389,0,0,0
SH603156,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-02-12,2026-05-29,2008,40,40,0
SH603159,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SH603158,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SH603161,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-01-05,2026-05-29,2019,0,0,0
SH603160,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,27,27,1152
SH603162,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-03-29,2026-05-29,766,0,0,604
SH603163,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-10-13,2026-05-29,879,0,0,0
SH603165,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-17,2026-05-29,2270,0,0,1312
SH603166,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SH603167,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SH603168,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2274,0,0,0
SH603169,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-21,2026-05-29,2224,0,0,0
SH603170,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-07-15,2026-05-29,937,0,0,0
SH603172,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-05-10,2026-05-29,740,0,0,0
SH603171,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-06-30,2026-05-29,1190,0,0,0
SH603175,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-10-24,2026-05-29,144,0,0,0
SH603173,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-01-30,2026-05-29,808,0,0,0
SH603176,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-12-31,2026-05-29,1065,0,0,0
SH603177,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-07,2026-05-29,2256,0,0,0
SH603178,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-28,2026-05-29,2226,0,0,0
SH603179,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-17,2026-05-29,2233,3,3,740
SH603180,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-12,2026-05-29,2196,0,0,520
SH603181,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-24,2026-05-29,2124,0,0,0
SH603182,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-09-09,2026-05-29,892,0,0,0
SH603183,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-05,2026-05-29,2110,0,0,512
SH603185,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-12-28,2026-05-29,1795,106,106,828
SH603186,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1193
SH603187,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-11-29,2026-05-29,1816,0,0,727
SH603188,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2249,0,0,0
SH603189,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SH603190,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-02-17,2026-05-29,794,0,0,0
SH603191,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-04-28,2026-05-29,989,0,0,0
SH603192,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-08-28,2026-05-29,1877,0,0,0
SH603193,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-10-17,2026-05-29,634,0,0,0
SH603194,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-12-24,2026-05-29,344,0,0,0
SH603195,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-02-06,2026-05-29,1531,706,706,825
SH603196,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-31,2026-05-29,2165,0,0,0
SH603197,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-19,2026-05-29,2191,0,0,1852
SH603198,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,363,363,0
SH603199,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SH603200,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-01,2026-05-29,2184,0,0,481
SH603202,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-04-24,2026-05-29,265,0,0,0
SH603201,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-07-29,2026-05-29,927,0,0,0
SH603205,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-11-07,2026-05-29,377,0,0,0
SH603203,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,686
SH603206,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-05-06,2026-05-29,986,0,0,0
SH603207,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-08-26,2026-05-29,423,0,0,0
SH603208,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-10,2026-05-29,2258,0,0,0
SH603209,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-03-24,2026-05-29,1012,0,0,0
SH603210,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-04-09,2026-05-29,276,0,0,0
SH603211,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-07-25,2026-05-29,931,0,0,0
SH603212,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-30,2026-05-29,1472,0,0,401
SH603213,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-11-11,2026-05-29,1092,0,0,0
SH603214,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-03-30,2026-05-29,1979,0,0,0
SH603215,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-02-18,2026-05-29,1036,0,0,0
SH603216,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-12-15,2026-05-29,1068,0,0,0
SH603217,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-06-20,2026-05-29,1683,0,0,0
SH603218,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,860
SH603219,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-11-22,2026-05-29,1094,0,0,0
SH603220,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-11-15,2026-05-29,1826,0,0,243
SH603221,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-03-23,2026-05-29,1499,0,0,0
SH603222,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2227,0,0,0
SH603223,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2268,0,0,0
SH603225,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-18,2026-05-29,2213,0,0,1818
SH603226,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-15,2026-05-29,2168,0,0,0
SH603227,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2264,0,0,0
SH603228,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-06,2026-05-29,2278,206,206,1842
SH603230,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-12-24,2026-05-29,1070,0,0,0
SH603229,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-09,2026-05-29,2199,0,0,0
SH603231,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-12-15,2026-05-29,591,0,0,0
SH603232,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-21,2026-05-29,2210,0,0,0
SH603233,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-31,2026-05-29,2142,0,0,1077
SH603235,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-07-12,2026-05-29,940,0,0,0
SH603236,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-16,2026-05-29,1665,0,0,0
SH603237,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-08-31,2026-05-29,904,0,0,0
SH603238,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-22,2026-05-29,2180,0,0,0
SH603239,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SH603248,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-12-23,2026-05-29,102,0,0,0
SH603255,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-08-18,2026-05-29,913,0,0,0
SH603256,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-19,2026-05-29,1662,70,70,0
SH603257,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-04-08,2026-05-29,277,0,0,0
SH603258,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1164
SH603259,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-05-08,2026-05-29,1956,497,497,1459
SH603261,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-03-15,2026-05-29,1018,0,0,0
SH603260,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-30,2026-05-29,2082,1236,1236,0
SH603262,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-07-23,2026-05-29,205,0,0,0
SH603266,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-10,2026-05-29,2276,0,0,0
SH603267,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-15,2026-05-29,1708,0,0,0
SH603268,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2209,158,158,0
SH603269,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-17,2026-05-29,2187,0,0,0
SH603270,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-09-01,2026-05-29,660,0,0,0
SH603271,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-03-11,2026-05-29,296,0,0,0
SH603272,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-05-20,2026-05-29,975,0,0,0
SH603273,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-10-23,2026-05-29,630,0,0,0
SH603275,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-08-23,2026-05-29,667,0,0,0
SH603276,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-09-25,2026-05-29,644,0,0,0
SH603278,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-13,2026-05-29,2072,0,0,822
SH603277,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-11,2026-05-29,2112,0,0,545
SH603279,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-07-29,2026-05-29,1656,0,0,0
SH603280,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2022-11-08,2026-05-29,861,0,0,0
SH603281,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-01-31,2026-05-29,807,0,0,0
SH603282,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-03-15,2026-05-29,776,0,0,0
SH603283,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-25,2026-05-29,2036,0,0,820
SH603284,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2026-02-10,2026-05-29,69,0,0,0
SH603285,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-07-05,2026-05-29,459,0,0,0
SH603286,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-27,2026-05-29,2147,0,0,0
SH603289,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-31,2026-05-29,2081,0,0,1455
SH603288,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,2281,2281,0
SH603290,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-02-04,2026-05-29,1533,314,314,433
SH603293,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2026-04-16,2026-05-29,29,0,0,0
SH603291,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-03-27,2026-05-29,768,0,0,0
SH603296,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-08-08,2026-05-29,678,501,501,118
SH603297,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-09-10,2026-05-29,1868,0,0,0
SH603298,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SH603299,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2161,0,0,0
SH603300,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,1547
SH603301,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-04-12,2026-05-29,1972,0,0,0
SH603303,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-30,2026-05-29,2224,0,0,0
SH603305,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-10,2026-05-29,2150,0,0,710
SH603306,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2264,0,0,1864
SH603307,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-02-16,2026-05-29,795,0,0,0
SH603308,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-14,2026-05-29,2253,15,15,0
SH603309,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2212,0,0,0
SH603310,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-08-14,2026-05-29,431,0,0,0
SH603311,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SH603312,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-01-11,2026-05-29,573,0,0,0
SH603313,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,730
SH603315,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2190,0,0,0
SH603316,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-19,2026-05-29,2172,0,0,0
SH603317,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-16,2026-05-29,1726,0,0,760
SH603318,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2194,0,0,0
SH603319,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,555
SH603320,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-02,2026-05-29,2204,0,0,954
SH603321,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-15,2026-05-29,2108,0,0,0
SH603322,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2256,0,0,0
SH603323,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,669
SH603325,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-01-10,2026-05-29,574,0,0,0
SH603324,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2021-04-07,2026-05-29,1246,0,0,0
SH603326,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-16,2026-05-29,2172,0,0,547
SH603327,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-05-23,2026-05-29,1702,0,0,1243
SH603328,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,108
SH603329,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-12-29,2026-05-29,2032,0,0,0
SH603330,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-13,2026-05-29,2240,0,0,0
SH603331,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-05,2026-05-29,2160,0,0,1069
SH603332,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-01-17,2026-05-29,1783,0,0,0
SH603333,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2245,0,0,0
SH603334,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-11-05,2026-05-29,136,0,0,0
SH603335,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-20,2026-05-29,2171,0,0,0
SH603336,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2264,0,0,1079
SH603337,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-19,2026-05-29,2269,0,0,905
SH603338,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,81,81,0
SH603339,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SH603344,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-03-20,2026-05-29,530,0,0,0
SH603341,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-03-01,2026-05-29,543,0,0,0
SH603345,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-22,2026-05-29,2211,100,100,475
SH603348,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-04-26,2026-05-29,1961,0,0,1078
SH603350,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-07-03,2026-05-29,461,0,0,0
SH603351,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-01-30,2026-05-29,1774,0,0,0
SH603352,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2026-01-15,2026-05-29,87,0,0,0
SH603353,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-07,2026-05-29,1489,0,0,0
SH603355,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1632
SH603356,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2018-01-24,2026-05-29,2011,0,0,0
SH603357,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-01,2026-05-29,2141,0,0,0
SH603359,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-01,2026-05-29,2107,0,0,0
SH603358,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-25,2026-05-29,2260,0,0,0
SH603360,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-06,2026-05-29,2262,0,0,0
SH603363,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-26,2026-05-29,2099,0,0,1187
SH603366,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SH603365,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-11-20,2026-05-29,2067,0,0,0
SH603367,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-29,2026-05-29,2098,0,0,0
SH603368,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1517
SH603370,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-09-05,2026-05-29,173,0,0,0
SH603373,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2023-12-20,2026-05-29,588,0,0,0
SH603369,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,1200,1200,0
SH603375,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-01-24,2026-05-29,564,0,0,0
SH603376,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-11-06,2026-05-29,135,0,0,0
SH603377,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2238,0,0,1987
SH603378,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-28,2026-05-29,2098,0,0,0
SH603379,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-04-02,2026-05-29,1735,0,0,0
SH603380,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-22,2026-05-29,2169,0,0,0
SH603381,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-06-26,2026-05-29,466,0,0,0
SH603382,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2025-06-12,2026-05-29,234,0,0,0
SH603383,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-05-22,2026-05-29,2188,0,0,560
SH603385,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-05,2026-05-29,2222,0,0,0
SH603386,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-09-12,2026-05-29,2023,0,0,0
SH603387,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-07-17,2026-05-29,2152,0,0,0
SH603389,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2247,0,0,0
SH603390,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2019-11-25,2026-05-29,1577,0,0,0
SH603391,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-07-31,2026-05-29,441,0,0,0
SH603395,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2024-11-26,2026-05-29,364,0,0,0
SH603393,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2219,0,0,0
SH603392,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2020-04-29,2026-05-29,1473,1417,1417,0
SH603396,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-10-18,2026-05-29,2090,0,0,0
