usable_trade_date,total_available,main_board,chinext
2021-06-04,205,162,43
2021-06-07,206,163,43
2021-06-08,209,164,45
2021-06-09,207,165,42
2021-06-10,210,166,44
2021-06-11,208,164,44
2021-06-15,206,164,42
2021-06-16,200,158,42
2021-06-17,198,155,43
2021-06-18,199,156,43
2021-06-21,200,156,44
2021-06-22,203,158,45
2021-06-23,201,157,44
2021-06-24,204,159,45
2021-06-25,203,158,45
2021-06-28,206,160,46
2021-06-29,209,162,47
2021-06-30,205,160,45
2021-07-01,209,162,47
2021-07-02,209,162,47
2021-07-05,209,161,48
2021-07-06,206,159,47
2021-07-07,208,161,47
2021-07-08,208,162,46
2021-07-09,209,160,49
2021-07-12,208,160,48
2021-07-13,213,164,49
2021-07-14,214,167,47
2021-07-15,217,169,48
2021-07-16,217,169,48
2021-07-19,217,168,49
2021-07-20,216,167,49
2021-07-21,216,166,50
2021-07-22,221,170,51
2021-07-23,220,169,51
2021-07-26,217,166,51
2021-07-27,207,158,49
2021-07-28,206,158,48
2021-07-29,204,155,49
2021-07-30,211,159,52
2021-08-02,210,159,51
2021-08-03,214,164,50
2021-08-04,212,160,52
2021-08-05,216,164,52
2021-08-06,214,163,51
2021-08-09,212,162,50
2021-08-10,219,166,53
2021-08-11,224,170,54
2021-08-12,223,169,54
2021-08-13,222,168,54
2021-08-16,222,170,52
2021-08-17,223,168,55
2021-08-18,213,162,51
2021-08-19,218,166,52
2021-08-20,216,165,51
2021-08-23,219,167,52
2021-08-24,226,172,54
2021-08-25,227,174,53
2021-08-26,227,175,52
2021-08-27,223,171,52
2021-08-30,223,172,51
2021-08-31,228,175,53
2021-09-01,226,174,52
2021-09-02,225,173,52
2021-09-03,228,177,51
2021-09-06,224,174,50
2021-09-07,227,176,51
2021-09-08,230,179,51
2021-09-09,236,186,50
2021-09-10,240,190,50
2021-09-13,240,188,52
2021-09-14,242,190,52
2021-09-15,239,186,53
2021-09-16,241,187,54
2021-09-17,235,183,52
2021-09-22,237,185,52
2021-09-23,239,188,51
2021-09-24,239,187,52
2021-09-27,234,182,52
2021-09-28,226,175,51
2021-09-29,228,177,51
2021-09-30,218,170,48
2021-10-08,225,176,49
2021-10-11,227,175,52
2021-10-12,228,175,53
2021-10-13,220,172,48
2021-10-14,224,172,52
2021-10-15,221,171,50
2021-10-18,224,171,53
2021-10-19,222,170,52
2021-10-20,228,173,55
2021-10-21,230,176,54
2021-10-22,229,176,53
2021-10-25,226,174,52
2021-10-26,232,178,54
2021-10-27,232,177,55
2021-10-28,231,176,55
2021-10-29,227,174,53
2021-11-01,231,176,55
2021-11-02,233,177,56
2021-11-03,232,176,56
2021-11-04,231,175,56
2021-11-05,233,176,57
2021-11-08,231,174,57
2021-11-09,229,172,57
2021-11-10,232,174,58
2021-11-11,233,174,59
2021-11-12,240,179,61
2021-11-15,243,181,62
2021-11-16,242,179,63
2021-11-17,241,179,62
2021-11-18,242,178,64
2021-11-19,242,179,63
2021-11-22,247,183,64
2021-11-23,247,184,63
2021-11-24,246,181,65
2021-11-25,249,181,68
2021-11-26,247,181,66
2021-11-29,250,184,66
2021-11-30,247,182,65
2021-12-01,242,178,64
2021-12-02,243,179,64
2021-12-03,241,179,62
2021-12-06,244,181,63
2021-12-07,244,183,61
2021-12-08,243,182,61
2021-12-09,250,187,63
2021-12-10,258,194,64
2021-12-13,256,192,64
2021-12-14,257,191,66
2021-12-15,258,192,66
2021-12-16,259,192,67
2021-12-17,256,190,66
2021-12-20,254,186,68
2021-12-21,247,182,65
2021-12-22,249,184,65
2021-12-23,248,185,63
2021-12-24,249,186,63
2021-12-27,245,184,61
2021-12-28,248,187,61
2021-12-29,255,190,65
2021-12-30,251,188,63
2021-12-31,256,193,63
2022-01-04,263,199,64
2022-01-05,251,187,64
2022-01-06,250,188,62
2022-01-07,247,186,61
2022-01-10,248,187,61
2022-01-11,250,188,62
2022-01-12,243,182,61
2022-01-13,252,187,65
2022-01-14,245,181,64
2022-01-17,248,181,67
2022-01-18,253,185,68
2022-01-19,253,188,65
2022-01-20,251,185,66
2022-01-21,248,185,63
2022-01-24,242,183,59
2022-01-25,244,183,61
2022-01-26,234,175,59
2022-01-27,237,178,59
2022-01-28,226,169,57
2022-02-07,230,173,57
2022-02-08,238,179,59
2022-02-09,232,178,54
2022-02-10,235,179,56
2022-02-11,231,178,53
2022-02-14,230,178,52
2022-02-15,230,178,52
2022-02-16,235,179,56
2022-02-17,235,179,56
2022-02-18,234,178,56
2022-02-21,236,180,56
2022-02-22,239,179,60
2022-02-23,233,176,57
2022-02-24,242,181,61
2022-02-25,233,174,59
2022-02-28,238,178,60
2022-03-01,238,178,60
2022-03-02,240,179,61
2022-03-03,241,179,62
2022-03-04,239,178,61
2022-03-07,238,177,61
2022-03-08,229,171,58
2022-03-09,218,163,55
2022-03-10,218,165,53
2022-03-11,221,166,55
2022-03-14,222,166,56
2022-03-15,215,161,54
2022-03-16,204,152,52
2022-03-17,213,156,57
2022-03-18,222,162,60
2022-03-21,221,162,59
2022-03-22,226,164,62
2022-03-23,226,164,62
2022-03-24,226,164,62
2022-03-25,223,164,59
2022-03-28,218,160,58
2022-03-29,215,161,54
2022-03-30,216,161,55
2022-03-31,220,164,56
2022-04-01,214,162,52
2022-04-06,215,164,51
2022-04-07,215,163,52
2022-04-08,210,161,49
2022-04-11,212,161,51
2022-04-12,204,161,43
2022-04-13,208,163,45
2022-04-14,206,164,42
2022-04-15,208,166,42
2022-04-18,205,163,42
2022-04-19,203,162,41
2022-04-20,205,163,42
2022-04-21,200,158,42
2022-04-22,194,154,40
2022-04-25,193,153,40
2022-04-26,184,147,37
2022-04-27,175,142,33
2022-04-28,187,147,40
2022-04-29,186,145,41
2022-05-05,197,154,43
2022-05-06,201,156,45
2022-05-09,199,155,44
2022-05-10,197,151,46
2022-05-11,200,154,46
2022-05-12,202,156,46
2022-05-13,200,154,46
2022-05-16,201,155,46
2022-05-17,201,156,45
2022-05-18,203,156,47
2022-05-19,200,154,46
2022-05-20,204,158,46
2022-05-23,207,162,45
2022-05-24,211,163,48
2022-05-25,199,155,44
2022-05-26,200,156,44
2022-05-27,200,157,43
2022-05-30,200,158,42
2022-05-31,203,159,44
2022-06-01,210,165,45
2022-06-02,211,166,45
2022-06-06,215,168,47
2022-06-07,221,172,49
2022-06-08,221,172,49
2022-06-09,224,176,48
2022-06-10,217,171,46
2022-06-13,226,177,49
2022-06-14,219,170,49
2022-06-15,219,171,48
2022-06-16,220,172,48
2022-06-17,218,170,48
2022-06-20,223,172,51
2022-06-21,230,175,55
2022-06-22,226,172,54
2022-06-23,224,171,53
2022-06-24,227,173,54
2022-06-27,228,173,55
2022-06-28,233,176,57
2022-06-29,234,178,56
2022-06-30,228,174,54
2022-07-01,236,181,55
2022-07-04,235,180,55
2022-07-05,241,183,58
2022-07-06,237,181,56
2022-07-07,235,179,56
2022-07-08,241,183,58
2022-07-11,237,182,55
2022-07-12,237,181,56
2022-07-13,231,178,53
2022-07-14,229,175,54
2022-07-15,234,178,56
2022-07-18,228,175,53
2022-07-19,235,180,55
2022-07-20,234,178,56
2022-07-21,240,182,58
2022-07-22,232,177,55
2022-07-25,228,175,53
2022-07-26,228,174,54
2022-07-27,232,177,55
2022-07-28,226,173,53
2022-07-29,231,176,55
2022-08-01,231,174,57
2022-08-02,235,175,60
2022-08-03,226,171,55
2022-08-04,225,171,54
2022-08-05,224,169,55
2022-08-08,229,168,61
2022-08-09,234,171,63
2022-08-10,237,174,63
2022-08-11,235,171,64
2022-08-12,237,173,64
2022-08-15,237,174,63
2022-08-16,243,180,63
2022-08-17,245,180,65
2022-08-18,244,179,65
2022-08-19,246,180,66
2022-08-22,245,180,65
2022-08-23,250,183,67
2022-08-24,250,183,67
2022-08-25,241,179,62
2022-08-26,242,181,61
2022-08-29,239,180,59
2022-08-30,239,179,60
2022-08-31,235,176,59
2022-09-01,228,172,56
2022-09-02,231,175,56
2022-09-05,235,178,57
2022-09-06,236,178,58
2022-09-07,238,180,58
2022-09-08,243,181,62
2022-09-09,239,179,60
2022-09-13,238,179,59
2022-09-14,236,177,59
2022-09-15,234,176,58
2022-09-16,232,177,55
2022-09-19,226,171,55
2022-09-20,222,170,52
2022-09-21,225,171,54
2022-09-22,223,172,51
2022-09-23,226,170,56
2022-09-26,222,168,54
2022-09-27,221,168,53
2022-09-28,227,171,56
2022-09-29,220,167,53
2022-09-30,219,166,53
2022-10-10,223,170,53
2022-10-11,219,168,51
2022-10-12,216,168,48
2022-10-13,224,172,52
2022-10-14,223,170,53
2022-10-17,226,171,55
2022-10-18,229,173,56
2022-10-19,229,172,57
2022-10-20,226,169,57
2022-10-21,225,170,55
2022-10-24,230,172,58
2022-10-25,223,167,56
2022-10-26,220,166,54
2022-10-27,225,168,57
2022-10-28,225,166,59
2022-10-31,218,162,56
2022-11-01,220,163,57
2022-11-02,224,165,59
2022-11-03,226,167,59
2022-11-04,222,164,58
2022-11-07,236,173,63
2022-11-08,234,174,60
2022-11-09,235,174,61
2022-11-10,233,172,61
2022-11-11,233,172,61
2022-11-14,235,174,61
2022-11-15,238,175,63
2022-11-16,241,178,63
2022-11-17,239,178,61
2022-11-18,238,177,61
2022-11-21,237,175,62
2022-11-22,238,175,63
2022-11-23,234,173,61
2022-11-24,234,174,60
2022-11-25,233,173,60
2022-11-28,233,175,58
2022-11-29,232,173,59
2022-11-30,239,178,61
2022-12-01,238,179,59
2022-12-02,242,182,60
2022-12-05,239,180,59
2022-12-06,244,182,62
2022-12-07,247,185,62
2022-12-08,244,181,63
2022-12-09,244,182,62
2022-12-12,243,180,63
2022-12-13,244,181,63
2022-12-14,242,181,61
2022-12-15,242,180,62
2022-12-16,240,177,63
2022-12-19,238,177,61
2022-12-20,234,175,59
2022-12-21,234,174,60
2022-12-22,233,174,59
2022-12-23,230,171,59
2022-12-26,229,169,60
2022-12-27,230,171,59
2022-12-28,231,171,60
2022-12-29,232,172,60
2022-12-30,232,172,60
2023-01-03,231,172,59
2023-01-04,239,173,66
2023-01-05,239,174,65
2023-01-06,242,176,66
2023-01-09,245,178,67
2023-01-10,245,178,67
2023-01-11,246,179,67
2023-01-12,247,179,68
2023-01-13,245,178,67
2023-01-16,248,178,70
2023-01-17,253,183,70
2023-01-18,251,182,69
2023-01-19,251,183,68
2023-01-20,252,184,68
2023-01-30,256,187,69
2023-01-31,256,186,70
2023-02-01,255,185,70
2023-02-02,259,189,70
2023-02-03,260,188,72
2023-02-06,258,186,72
2023-02-07,257,188,69
2023-02-08,259,187,72
2023-02-09,257,186,71
2023-02-10,261,187,74
2023-02-13,262,189,73
2023-02-14,267,193,74
2023-02-15,264,191,73
2023-02-16,265,190,75
2023-02-17,263,193,70
2023-02-20,261,190,71
2023-02-21,269,199,70
2023-02-22,268,197,71
2023-02-23,270,197,73
2023-02-24,266,195,71
2023-02-27,263,192,71
2023-02-28,260,189,71
2023-03-01,267,195,72
2023-03-02,266,194,72
2023-03-03,266,194,72
2023-03-06,267,194,73
2023-03-07,268,195,73
2023-03-08,262,192,70
2023-03-09,263,192,71
2023-03-10,263,190,73
2023-03-13,259,188,71
2023-03-14,264,190,74
2023-03-15,260,190,70
2023-03-16,258,189,69
2023-03-17,257,190,67
2023-03-20,262,190,72
2023-03-21,261,190,71
2023-03-22,262,192,70
2023-03-23,268,193,75
2023-03-24,273,195,78
2023-03-27,271,194,77
2023-03-28,268,191,77
2023-03-29,267,191,76
2023-03-30,270,194,76
2023-03-31,270,195,75
2023-04-03,274,196,78
2023-04-04,275,196,79
2023-04-06,276,196,80
2023-04-07,276,197,79
2023-04-10,283,200,83
2023-04-11,278,197,81
2023-04-12,277,196,81
2023-04-13,276,196,80
2023-04-14,274,195,79
2023-04-17,278,197,81
2023-04-18,279,199,80
2023-04-19,282,200,82
2023-04-20,280,198,82
2023-04-21,281,197,84
2023-04-24,275,195,80
2023-04-25,270,195,75
2023-04-26,270,194,76
2023-04-27,268,194,74
2023-04-28,265,192,73
2023-05-04,270,195,75
2023-05-05,274,194,80
2023-05-08,269,193,76
2023-05-09,275,196,79
2023-05-10,273,196,77
2023-05-11,273,193,80
2023-05-12,270,193,77
2023-05-15,270,194,76
2023-05-16,272,196,76
2023-05-17,268,193,75
2023-05-18,268,193,75
2023-05-19,270,193,77
2023-05-22,270,192,78
2023-05-23,268,192,76
2023-05-24,268,192,76
2023-05-25,267,190,77
2023-05-26,265,188,77
2023-05-29,269,190,79
2023-05-30,267,187,80
2023-05-31,267,186,81
2023-06-01,269,188,81
2023-06-02,271,188,83
2023-06-05,272,189,83
2023-06-06,273,189,84
2023-06-07,269,188,81
2023-06-08,269,188,81
2023-06-09,270,188,82
2023-06-12,270,189,81
2023-06-13,266,186,80
2023-06-14,266,186,80
2023-06-15,268,187,81
2023-06-16,270,191,79
2023-06-19,274,193,81
2023-06-20,274,193,81
2023-06-21,270,189,81
2023-06-26,266,187,79
2023-06-27,258,184,74
2023-06-28,261,189,72
2023-06-29,265,192,73
2023-06-30,263,190,73
2023-07-03,273,195,78
2023-07-04,276,198,78
2023-07-05,276,198,78
2023-07-06,272,195,77
2023-07-07,270,194,76
2023-07-10,267,192,75
2023-07-11,268,193,75
2023-07-12,269,193,76
2023-07-13,264,192,72
2023-07-14,267,194,73
2023-07-17,271,195,76
2023-07-18,272,196,76
2023-07-19,274,197,77
2023-07-20,274,197,77
2023-07-21,272,196,76
2023-07-24,272,196,76
2023-07-25,272,196,76
2023-07-26,278,201,77
2023-07-27,277,201,76
2023-07-28,276,200,76
2023-07-31,281,204,77
2023-08-01,278,202,76
2023-08-02,281,203,78
2023-08-03,280,202,78
2023-08-04,280,203,77
2023-08-07,281,203,78
2023-08-08,277,201,76
2023-08-09,280,204,76
2023-08-10,279,203,76
2023-08-11,279,203,76
2023-08-14,275,202,73
2023-08-15,277,202,75
2023-08-16,273,200,73
2023-08-17,271,199,72
2023-08-18,274,200,74
2023-08-21,265,192,73
2023-08-22,260,189,71
2023-08-23,258,189,69
2023-08-24,258,189,69
2023-08-25,258,189,69
2023-08-28,253,188,65
2023-08-29,259,193,66
2023-08-30,268,196,72
2023-08-31,268,196,72
2023-09-01,267,196,71
2023-09-04,269,198,71
2023-09-05,273,199,74
2023-09-06,272,199,73
2023-09-07,272,199,73
2023-09-08,263,193,70
2023-09-11,269,196,73
2023-09-12,268,198,70
2023-09-13,268,198,70
2023-09-14,265,197,68
2023-09-15,267,200,67
2023-09-18,268,200,68
2023-09-19,269,200,69
2023-09-20,267,200,67
2023-09-21,268,200,68
2023-09-22,264,198,66
2023-09-25,268,201,67
2023-09-26,269,199,70
2023-09-27,268,198,70
2023-09-28,267,198,69
2023-10-09,271,201,70
2023-10-10,271,202,69
2023-10-11,267,198,69
2023-10-12,274,199,75
2023-10-13,275,200,75
2023-10-16,270,198,72
2023-10-17,267,196,71
2023-10-18,266,196,70
2023-10-19,262,192,70
2023-10-20,259,191,68
2023-10-23,258,193,65
2023-10-24,249,187,62
2023-10-25,252,188,64
2023-10-26,253,189,64
2023-10-27,253,189,64
2023-10-30,258,191,67
2023-10-31,262,189,73
2023-11-01,264,191,73
2023-11-02,264,191,73
2023-11-03,262,191,71
2023-11-06,262,192,70
2023-11-07,269,195,74
2023-11-08,267,194,73
2023-11-09,266,193,73
2023-11-10,272,197,75
2023-11-13,268,197,71
2023-11-14,274,198,76
2023-11-15,272,196,76
2023-11-16,274,199,75
2023-11-17,272,196,76
2023-11-20,272,195,77
2023-11-21,275,197,78
2023-11-22,275,197,78
2023-11-23,270,195,75
2023-11-24,274,197,77
2023-11-27,265,193,72
2023-11-28,262,192,70
2023-11-29,263,193,70
2023-11-30,265,193,72
2023-12-01,267,194,73
2023-12-04,268,194,74
2023-12-05,264,194,70
2023-12-06,260,190,70
2023-12-07,259,190,69
2023-12-08,261,191,70
2023-12-11,261,191,70
2023-12-12,262,192,70
2023-12-13,260,191,69
2023-12-14,259,190,69
2023-12-15,258,188,70
2023-12-18,258,189,69
2023-12-19,252,188,64
2023-12-20,253,188,65
2023-12-21,246,183,63
2023-12-22,248,184,64
2023-12-25,246,185,61
2023-12-26,248,186,62
2023-12-27,247,183,64
2023-12-28,248,185,63
2023-12-29,253,186,67
2024-01-02,255,187,68
2024-01-03,255,190,65
2024-01-04,256,191,65
2024-01-05,252,187,65
2024-01-08,250,185,65
2024-01-09,247,184,63
2024-01-10,247,186,61
2024-01-11,243,184,59
2024-01-12,248,185,63
2024-01-15,242,183,59
2024-01-16,242,182,60
2024-01-17,244,183,61
2024-01-18,234,178,56
2024-01-19,239,181,58
2024-01-22,233,181,52
2024-01-23,226,177,49
2024-01-24,229,178,51
2024-01-25,232,180,52
2024-01-26,238,184,54
2024-01-29,235,181,54
2024-01-30,232,179,53
2024-01-31,228,177,51
2024-02-01,222,174,48
2024-02-02,224,176,48
2024-02-05,221,173,48
2024-02-06,218,172,46
2024-02-07,230,176,54
2024-02-08,231,176,55
2024-02-19,235,177,58
2024-02-20,236,179,57
2024-02-21,238,180,58
2024-02-22,242,184,58
2024-02-23,249,191,58
2024-02-26,251,192,59
2024-02-27,251,192,59
2024-02-28,255,193,62
2024-02-29,246,189,57
2024-03-01,260,196,64
2024-03-04,264,201,63
2024-03-05,263,199,64
2024-03-06,266,201,65
2024-03-07,264,199,65
2024-03-08,258,198,60
2024-03-11,263,200,63
2024-03-12,266,201,65
2024-03-13,268,201,67
2024-03-14,269,203,66
2024-03-15,267,201,66
2024-03-18,270,204,66
2024-03-19,273,204,69
2024-03-20,267,200,67
2024-03-21,269,199,70
2024-03-22,272,201,71
2024-03-25,270,200,70
2024-03-26,261,196,65
2024-03-27,261,196,65
2024-03-28,256,196,60
2024-03-29,261,196,65
2024-04-01,265,200,65
2024-04-02,273,205,68
2024-04-03,269,203,66
2024-04-08,272,207,65
2024-04-09,264,202,62
2024-04-10,269,203,66
2024-04-11,262,199,63
2024-04-12,265,206,59
2024-04-15,266,208,58
2024-04-16,274,212,62
2024-04-17,265,206,59
2024-04-18,274,210,64
2024-04-19,276,211,65
2024-04-22,271,211,60
2024-04-23,270,209,61
2024-04-24,262,200,62
2024-04-25,265,203,62
2024-04-26,266,203,63
2024-04-29,272,208,64
2024-04-30,274,208,66
2024-05-06,274,210,64
2024-05-07,280,215,65
2024-05-08,281,216,65
2024-05-09,277,214,63
2024-05-10,285,219,66
2024-05-13,282,217,65
2024-05-14,283,218,65
2024-05-15,286,220,66
2024-05-16,280,215,65
2024-05-17,276,214,62
2024-05-20,282,218,64
2024-05-21,285,219,66
2024-05-22,283,219,64
2024-05-23,283,217,66
2024-05-24,277,215,62
2024-05-27,274,213,61
2024-05-28,279,217,62
2024-05-29,276,216,60
2024-05-30,277,217,60
2024-05-31,279,217,62
2024-06-03,276,214,62
2024-06-04,276,215,61
2024-06-05,278,216,62
2024-06-06,273,211,62
2024-06-07,274,215,59
2024-06-11,271,213,58
2024-06-12,271,211,60
2024-06-13,272,211,61
2024-06-14,268,208,60
2024-06-17,271,212,59
2024-06-18,269,212,57
2024-06-19,269,212,57
2024-06-20,264,208,56
2024-06-21,262,207,55
2024-06-24,262,207,55
2024-06-25,258,204,54
2024-06-26,256,204,52
2024-06-27,257,204,53
2024-06-28,254,201,53
2024-07-01,254,200,54
2024-07-02,257,202,55
2024-07-03,251,198,53
2024-07-04,251,197,54
2024-07-05,250,197,53
2024-07-08,252,198,54
2024-07-09,251,200,51
2024-07-10,255,202,53
2024-07-11,252,198,54
2024-07-12,260,202,58
2024-07-15,257,200,57
2024-07-16,258,202,56
2024-07-17,257,201,56
2024-07-18,258,202,56
2024-07-19,260,203,57
2024-07-22,259,203,56
2024-07-23,258,202,56
2024-07-24,248,196,52
2024-07-25,248,196,52
2024-07-26,246,195,51
2024-07-29,249,198,51
2024-07-30,245,195,50
2024-07-31,242,193,49
2024-08-01,254,199,55
2024-08-02,254,199,55
2024-08-05,245,193,52
2024-08-06,241,192,49
2024-08-07,244,193,51
2024-08-08,246,195,51
2024-08-09,244,193,51
2024-08-12,239,191,48
2024-08-13,240,191,49
2024-08-14,238,189,49
2024-08-15,232,186,46
2024-08-16,234,187,47
2024-08-19,236,190,46
2024-08-20,234,188,46
2024-08-21,234,188,46
2024-08-22,235,189,46
2024-08-23,229,185,44
2024-08-26,229,185,44
2024-08-27,228,185,43
2024-08-28,224,183,41
2024-08-29,226,183,43
2024-08-30,228,184,44
2024-09-02,230,185,45
2024-09-03,228,185,43
2024-09-04,228,184,44
2024-09-05,229,185,44
2024-09-06,232,186,46
2024-09-09,227,184,43
2024-09-10,222,179,43
2024-09-11,224,180,44
2024-09-12,220,176,44
2024-09-13,222,177,45
2024-09-18,217,173,44
2024-09-19,221,178,43
2024-09-20,222,178,44
2024-09-23,223,179,44
2024-09-24,221,179,42
2024-09-25,231,185,46
2024-09-26,233,187,46
2024-09-27,246,193,53
2024-09-30,268,207,61
2024-10-08,303,226,77
2024-10-09,333,233,100
2024-10-10,300,217,83
2024-10-11,300,220,80
2024-10-14,289,214,75
2024-10-15,296,219,77
2024-10-16,285,210,75
2024-10-17,288,211,77
2024-10-18,284,208,76
2024-10-21,296,214,82
2024-10-22,304,216,88
2024-10-23,306,220,86
2024-10-24,308,221,87
2024-10-25,306,222,84
2024-10-28,311,223,88
2024-10-29,318,227,91
2024-10-30,307,221,86
2024-10-31,306,219,87
2024-11-01,317,228,89
2024-11-04,308,225,83
2024-11-05,312,229,83
2024-11-06,324,234,90
2024-11-07,327,234,93
2024-11-08,335,238,97
2024-11-11,339,240,99
2024-11-12,343,239,104
2024-11-13,342,241,101
2024-11-14,340,240,100
2024-11-15,329,232,97
2024-11-18,314,224,90
2024-11-19,308,219,89
2024-11-20,313,223,90
2024-11-21,321,226,95
2024-11-22,324,228,96
2024-11-25,307,217,90
2024-11-26,304,214,90
2024-11-27,300,211,89
2024-11-28,311,218,93
2024-11-29,310,217,93
2024-12-02,314,217,97
2024-12-03,321,224,97
2024-12-04,321,224,97
2024-12-05,314,222,92
2024-12-06,317,222,95
2024-12-09,319,224,95
2024-12-10,314,221,93
2024-12-11,320,224,96
2024-12-12,324,227,97
2024-12-13,326,229,97
2024-12-16,318,223,95
2024-12-17,317,221,96
2024-12-18,306,217,89
2024-12-19,310,218,92
2024-12-20,312,220,92
2024-12-23,311,218,93
2024-12-24,304,216,88
2024-12-25,310,222,88
2024-12-26,309,221,88
2024-12-27,311,223,88
2024-12-30,311,222,89
2024-12-31,310,222,88
2025-01-02,302,217,85
2025-01-03,298,215,83
2025-01-06,295,214,81
2025-01-07,293,214,79
2025-01-08,296,215,81
2025-01-09,296,215,81
2025-01-10,297,215,82
2025-01-13,292,213,79
2025-01-14,292,211,81
2025-01-15,305,218,87
2025-01-16,300,215,85
2025-01-17,302,217,85
2025-01-20,304,218,86
2025-01-21,304,218,86
2025-01-22,305,218,87
2025-01-23,302,214,88
2025-01-24,301,217,84
2025-01-27,302,218,84
2025-02-05,300,217,83
2025-02-06,303,218,85
2025-02-07,305,216,89
2025-02-10,309,218,91
2025-02-11,318,225,93
2025-02-12,316,222,94
2025-02-13,321,225,96
2025-02-14,319,225,94
2025-02-17,320,224,96
2025-02-18,320,223,97
2025-02-19,317,222,95
2025-02-20,319,224,95
2025-02-21,320,222,98
2025-02-24,326,224,102
2025-02-25,327,224,103
2025-02-26,322,222,100
2025-02-27,325,223,102
2025-02-28,326,223,103
2025-03-03,317,223,94
2025-03-04,318,223,95
2025-03-05,320,224,96
2025-03-06,321,223,98
2025-03-07,326,223,103
2025-03-10,321,221,100
2025-03-11,324,225,99
2025-03-12,328,226,102
2025-03-13,325,223,102
2025-03-14,319,223,96
2025-03-17,328,227,101
2025-03-18,325,225,100
2025-03-19,325,227,98
2025-03-20,324,228,96
2025-03-21,325,228,97
2025-03-24,323,229,94
2025-03-25,322,229,93
2025-03-26,316,225,91
2025-03-27,319,226,93
2025-03-28,320,227,93
2025-03-31,318,225,93
2025-04-01,316,224,92
2025-04-02,319,226,93
2025-04-03,317,225,92
2025-04-07,316,224,92
2025-04-08,280,205,75
2025-04-09,287,209,78
2025-04-10,291,211,80
2025-04-11,301,217,84
2025-04-14,301,217,84
2025-04-15,302,217,85
2025-04-16,302,216,86
2025-04-17,300,216,84
2025-04-18,300,218,82
2025-04-21,299,218,81
2025-04-22,300,217,83
2025-04-23,303,219,84
2025-04-24,302,217,85
2025-04-25,301,218,83
2025-04-28,299,216,83
2025-04-29,299,217,82
2025-04-30,297,215,82
2025-05-06,297,213,84
2025-05-07,309,220,89
2025-05-08,310,220,90
2025-05-09,311,219,92
2025-05-12,309,218,91
2025-05-13,312,220,92
2025-05-14,311,220,91
2025-05-15,313,224,89
2025-05-16,308,219,89
2025-05-19,305,216,89
2025-05-20,306,218,88
2025-05-21,310,218,92
2025-05-22,313,221,92
2025-05-23,311,219,92
2025-05-26,307,219,88
2025-05-27,308,216,92
2025-05-28,306,216,90
2025-05-29,302,215,87
2025-05-30,307,218,89
2025-06-03,304,217,87
2025-06-04,310,221,89
2025-06-05,311,222,89
2025-06-06,311,221,90
2025-06-09,312,221,91
2025-06-10,315,222,93
2025-06-11,313,222,91
2025-06-12,316,223,93
2025-06-13,318,226,92
2025-06-16,313,224,89
2025-06-17,316,223,93
2025-06-18,316,223,93
2025-06-19,315,223,92
2025-06-20,312,221,91
2025-06-23,310,221,89
2025-06-24,311,222,89
2025-06-25,316,222,94
2025-06-26,318,222,96
2025-06-27,319,222,97
2025-06-30,318,223,95
2025-07-01,317,221,96
2025-07-02,316,222,94
2025-07-03,314,222,92
2025-07-04,315,222,93
2025-07-07,317,223,94
2025-07-08,316,222,94
2025-07-09,323,226,97
2025-07-10,321,222,99
2025-07-11,323,227,96
2025-07-14,324,226,98
2025-07-15,322,224,98
2025-07-16,322,225,97
2025-07-17,323,225,98
2025-07-18,326,226,100
2025-07-21,326,227,99
2025-07-22,326,227,99
2025-07-23,333,231,102
2025-07-24,331,230,101
2025-07-25,340,236,104
2025-07-28,341,235,106
2025-07-29,341,233,108
2025-07-30,345,235,110
2025-07-31,346,234,112
2025-08-01,341,230,111
2025-08-04,345,232,113
2025-08-05,342,229,113
2025-08-06,351,234,117
2025-08-07,353,237,116
2025-08-08,350,235,115
2025-08-11,350,236,114
2025-08-12,357,237,120
2025-08-13,361,239,122
2025-08-14,363,242,121
2025-08-15,361,240,121
2025-08-18,369,245,124
2025-08-19,381,251,130
2025-08-20,380,252,128
2025-08-21,382,254,128
2025-08-22,381,253,128
2025-08-25,389,257,132
2025-08-26,395,260,135
2025-08-27,401,265,136
2025-08-28,385,256,129
2025-08-29,394,259,135
2025-09-01,395,260,135
2025-09-02,402,264,138
2025-09-03,392,263,129
2025-09-04,385,258,127
2025-09-05,367,248,119
2025-09-08,380,257,123
2025-09-09,386,259,127
2025-09-10,381,258,123
2025-09-11,380,255,125
2025-09-12,393,263,130
2025-09-15,391,261,130
2025-09-16,397,266,131
2025-09-17,400,264,136
2025-09-18,404,267,137
2025-09-19,400,264,136
2025-09-22,398,266,132
2025-09-23,398,264,134
2025-09-24,393,263,130
2025-09-25,398,266,132
2025-09-26,400,265,135
2025-09-29,394,264,130
2025-09-30,394,267,127
2025-10-09,398,268,130
2025-10-10,405,272,133
2025-10-13,399,270,129
2025-10-14,398,272,126
2025-10-15,389,269,120
2025-10-16,397,271,126
2025-10-17,392,269,123
2025-10-20,375,261,114
2025-10-21,379,264,115
2025-10-22,385,268,117
2025-10-23,387,268,119
2025-10-24,390,267,123
2025-10-27,395,272,123
2025-10-28,399,276,123
2025-10-29,401,277,124
2025-10-30,408,282,126
2025-10-31,405,280,125
2025-11-03,405,279,126
2025-11-04,404,279,125
2025-11-05,400,276,124
2025-11-06,402,277,125
2025-11-07,406,281,125
2025-11-10,403,278,125
