membership_date,board_bucket,candidate_before_status_exclusion_count,excluded_not_listed_count,excluded_st_count,excluded_suspended_count,final_member_count,status_source
2019-09-18,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-18,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-19,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-19,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-20,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-20,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-23,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-23,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-24,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-24,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-25,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-25,main_board,103,0,1,0,102,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-26,chinext,15,0,0,0,15,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-26,main_board,99,0,1,0,98,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-27,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-27,main_board,99,0,1,0,98,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-30,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-30,main_board,98,0,1,0,97,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-08,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-08,main_board,98,0,1,0,97,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-09,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-09,main_board,98,0,1,0,97,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-10,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-10,main_board,98,0,1,0,97,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-11,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-11,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-14,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-14,main_board,104,0,1,0,103,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-15,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-15,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-16,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-16,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-17,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-17,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-18,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-18,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-21,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-21,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-22,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-22,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-23,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-23,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-24,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-24,main_board,99,0,1,0,98,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-25,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-25,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-28,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-28,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-29,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-29,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-30,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-30,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-31,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-31,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-01,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-01,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-04,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-04,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-05,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-05,main_board,103,0,1,0,102,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-06,chinext,18,0,0,0,18,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-06,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-07,chinext,18,0,0,0,18,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-07,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-08,chinext,18,0,0,0,18,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-08,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-11,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-11,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-12,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-12,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-13,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-13,main_board,99,0,1,0,98,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-14,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-14,main_board,99,0,1,0,98,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-15,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-15,main_board,99,0,1,0,98,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-18,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-18,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-19,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-19,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-20,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-20,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-21,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-21,main_board,100,0,1,0,99,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-22,chinext,15,0,0,0,15,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-22,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-25,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-25,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-26,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-26,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-27,chinext,15,0,0,0,15,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-27,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-28,chinext,15,0,0,0,15,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-28,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-29,chinext,15,0,0,0,15,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-29,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-02,chinext,15,0,0,0,15,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-02,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-03,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-03,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-04,chinext,16,0,0,0,16,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-04,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-05,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-05,main_board,101,0,1,0,100,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-06,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-06,main_board,102,0,1,0,101,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-09,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-09,main_board,105,0,1,0,104,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-10,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-10,main_board,104,0,1,0,103,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-11,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-11,main_board,104,0,1,0,103,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-12,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-12,main_board,104,0,1,0,103,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-13,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-13,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-16,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-16,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-17,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-17,main_board,108,0,1,0,107,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-18,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-18,main_board,108,0,1,0,107,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-19,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-19,main_board,108,0,1,0,107,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-20,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-20,main_board,108,0,1,0,107,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-23,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-23,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-24,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-24,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-25,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-25,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-26,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-26,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-27,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-27,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-30,chinext,17,0,0,0,17,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-30,main_board,108,0,1,0,107,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-31,chinext,18,0,0,0,18,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-31,main_board,110,0,1,0,109,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-02,chinext,18,0,0,0,18,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-02,main_board,110,0,1,0,109,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-03,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-03,main_board,110,0,1,0,109,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-06,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-06,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-07,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-07,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-08,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-08,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-09,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-09,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-10,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-10,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-13,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-13,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-14,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-14,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-15,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-15,main_board,109,0,1,0,108,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-16,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-16,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-17,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-17,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-20,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-20,main_board,113,0,1,0,112,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-21,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-21,main_board,110,0,1,0,109,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-22,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-22,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-23,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-23,main_board,108,0,1,0,107,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-03,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-03,main_board,103,0,1,0,102,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-04,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-04,main_board,103,0,1,0,102,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-05,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-05,main_board,105,0,1,0,104,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-06,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-06,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-07,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-07,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-10,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-10,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-11,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-11,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-12,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-12,main_board,107,0,1,0,106,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-13,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-13,main_board,106,0,1,0,105,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-14,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-14,main_board,109,0,1,0,108,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-17,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-17,main_board,109,0,1,0,108,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-18,chinext,23,0,0,0,23,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-18,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-19,chinext,22,0,0,0,22,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-19,main_board,109,0,1,0,108,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-20,chinext,22,0,0,0,22,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-20,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-21,chinext,23,0,0,0,23,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-21,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-24,chinext,25,0,0,0,25,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-24,main_board,114,0,1,0,113,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-25,chinext,25,0,0,0,25,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-25,main_board,114,0,1,0,113,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-26,chinext,23,0,0,0,23,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-26,main_board,113,0,1,0,112,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-27,chinext,24,0,0,0,24,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-27,main_board,113,0,1,0,112,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-28,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-28,main_board,110,0,1,0,109,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-02,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-02,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-03,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-03,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-04,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-04,main_board,116,0,1,0,115,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-05,chinext,21,0,0,0,21,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-05,main_board,115,0,1,0,114,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-06,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-06,main_board,113,0,1,0,112,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-09,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-09,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-10,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-10,main_board,113,0,1,0,112,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-11,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-11,main_board,112,0,1,0,111,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-12,chinext,19,0,0,0,19,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-12,main_board,111,0,1,0,110,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-03-13,chinext,20,0,0,0,20,stock_info_sz_change_name_asof;daily_bar_presence
2020-03-13,main_board,109,0,1,0,108,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
