threshold_id,cluster_split_bucket,instrument,episode_cluster_id,anchor_n,qfq_row_n,cluster_start_pos,cluster_end_pos,available_forward_sessions_min,cluster_start_out_of_bounds_n,cluster_end_out_of_bounds_n,cluster_end_beyond_anchor_available_forward_sessions_n,price_path_status,blocking_reason
up100pct,cross_split,SZ300059,up100pct::SZ300059::000000,144,2281,849,1905,401,0,0,0,pass,
up100pct,train,SZ300066,up100pct::SZ300066::000000,21,2281,523,2099,1728,0,0,0,pass,
up100pct,cross_split,SZ300068,up100pct::SZ300068::000000,8,2214,991,1313,943,0,0,0,pass,
up100pct,train,SZ300072,up100pct::SZ300072::000000,38,2261,791,1188,1430,0,0,0,pass,
up100pct,cross_split,SZ300073,up100pct::SZ300073::000000,329,2259,498,1324,1185,0,0,0,pass,
up100pct,robustness,SZ300073,up100pct::SZ300073::000001,21,2259,1717,2104,400,0,0,0,pass,
up100pct,train,SZ300079,up100pct::SZ300079::000000,113,2281,331,1144,1440,0,0,0,pass,
up100pct,train,SZ300081,up100pct::SZ300081::000000,1,2267,734,1196,1533,0,0,0,pass,
up100pct,train,SZ300082,up100pct::SZ300082::000000,2,2275,1005,1139,1269,0,0,0,pass,
up100pct,train,SZ300085,up100pct::SZ300085::000000,376,2207,177,1823,1172,0,0,0,pass,
up100pct,train,SZ300087,up100pct::SZ300087::000000,15,2206,667,1045,1226,0,0,0,pass,
up100pct,train,SZ300088,up100pct::SZ300088::000000,3,2119,974,1049,1143,0,0,0,pass,
up100pct,train,SZ300101,up100pct::SZ300101::000000,161,2281,510,1135,1193,0,0,0,pass,
up100pct,train,SZ300110,up100pct::SZ300110::000000,3,2266,510,536,1738,0,0,0,pass,
up100pct,train,SZ300113,up100pct::SZ300113::000000,28,2281,510,762,1608,0,0,0,pass,
up100pct,train,SZ300113,up100pct::SZ300113::000001,49,2281,945,2226,1204,0,0,0,pass,
up100pct,robustness,SZ300115,up100pct::SZ300115::000000,103,2271,1870,2174,193,0,0,0,pass,
up100pct,train,SZ300118,up100pct::SZ300118::000000,324,2197,426,1104,1117,0,0,0,pass,
up100pct,robustness,SZ300118,up100pct::SZ300118::000001,5,2197,1695,2124,495,0,0,0,pass,
up100pct,train,SZ300122,up100pct::SZ300122::000000,219,2281,251,1052,1425,0,0,0,pass,
up100pct,train,SZ300123,up100pct::SZ300123::000000,175,2249,297,845,1429,0,0,0,pass,
up100pct,cross_split,SZ300125,up100pct::SZ300125::000000,1,2278,543,1362,1735,0,0,0,pass,
up100pct,train,SZ300127,up100pct::SZ300127::000000,61,2271,251,2118,1532,0,0,0,pass,
up100pct,train,SZ300128,up100pct::SZ300128::000000,1,2222,464,2080,1758,0,0,0,pass,
up100pct,train,SZ300131,up100pct::SZ300131::000000,172,2172,257,2163,1250,0,0,0,pass,
up100pct,train,SZ300132,up100pct::SZ300132::000000,42,2258,318,918,1505,0,0,0,pass,
up100pct,cross_split,SZ300133,up100pct::SZ300133::000000,1,2281,978,2212,1303,0,0,0,pass,
up100pct,train,SZ300134,up100pct::SZ300134::000000,4,2072,301,447,1767,0,0,0,pass,
up100pct,cross_split,SZ300136,up100pct::SZ300136::000000,834,2281,510,2276,125,0,0,0,pass,
up100pct,train,SZ300137,up100pct::SZ300137::000000,51,2277,508,2269,1713,0,0,0,pass,
up100pct,train,SZ300143,up100pct::SZ300143::000000,21,2212,742,824,1437,0,0,0,pass,
up100pct,train,SZ300147,up100pct::SZ300147::000000,29,2279,527,1898,1717,0,0,0,pass,
up100pct,train,SZ300149,up100pct::SZ300149::000000,1,2038,504,649,1534,0,0,0,pass,
up100pct,train,SZ300158,up100pct::SZ300158::000000,43,2281,527,1275,1529,0,0,0,pass,
up100pct,train,SZ300159,up100pct::SZ300159::000000,2,2198,658,1048,1455,0,0,0,pass,
up100pct,cross_split,SZ300166,up100pct::SZ300166::000000,88,2281,969,2273,1129,0,0,0,pass,
up100pct,train,SZ300171,up100pct::SZ300171::000000,217,2281,510,1128,1199,0,0,0,pass,
up100pct,train,SZ300177,up100pct::SZ300177::000000,7,2223,625,1872,1555,0,0,0,pass,
up100pct,train,SZ300180,up100pct::SZ300180::000000,23,2275,987,1885,1211,0,0,0,pass,
up100pct,train,SZ300181,up100pct::SZ300181::000000,19,2281,251,1779,1739,0,0,0,pass,
up100pct,cross_split,SZ300182,up100pct::SZ300182::000000,153,2276,607,2208,1129,0,0,0,pass,
up100pct,train,SZ300183,up100pct::SZ300183::000000,127,2281,265,1118,1445,0,0,0,pass,
up100pct,train,SZ300184,up100pct::SZ300184::000000,136,2279,651,2278,1426,0,0,0,pass,
up100pct,cross_split,SZ300189,up100pct::SZ300189::000000,1,2238,510,2162,1728,0,0,0,pass,
up100pct,train,SZ300191,up100pct::SZ300191::000000,133,2281,253,2222,1529,0,0,0,pass,
up100pct,train,SZ300194,up100pct::SZ300194::000000,3,2281,546,559,1733,0,0,0,pass,
up100pct,train,SZ300199,up100pct::SZ300199::000000,85,2281,510,1262,1505,0,0,0,pass,
up100pct,cross_split,SZ300199,up100pct::SZ300199::000001,4,2281,1350,2096,928,0,0,0,pass,
up100pct,train,SZ300203,up100pct::SZ300203::000000,111,2281,653,1404,1421,0,0,0,pass,
up100pct,train,SZ300205,up100pct::SZ300205::000000,5,2279,522,1267,1739,0,0,0,pass,
up100pct,train,SZ300206,up100pct::SZ300206::000000,13,2281,752,855,1462,0,0,0,pass,
up100pct,cross_split,SZ300207,up100pct::SZ300207::000000,87,2268,1513,2128,228,0,0,0,pass,
up100pct,train,SZ300209,up100pct::SZ300209::000000,6,2116,688,2110,1421,0,0,0,pass,
up100pct,train,SZ300215,up100pct::SZ300215::000000,5,2281,510,1150,1715,0,0,0,pass,
up100pct,train,SZ300219,up100pct::SZ300219::000000,40,2266,512,1174,1715,0,0,0,pass,
up100pct,train,SZ300222,up100pct::SZ300222::000000,2,2234,696,2230,1537,0,0,0,pass,
up100pct,train,SZ300223,up100pct::SZ300223::000000,114,2200,822,1031,1188,0,0,0,pass,
up100pct,cross_split,SZ300223,up100pct::SZ300223::000001,322,2200,1270,2197,134,0,0,0,pass,
up100pct,train,SZ300233,up100pct::SZ300233::000000,22,2276,953,1098,1278,0,0,0,pass,
up100pct,train,SZ300236,up100pct::SZ300236::000000,274,2281,690,2276,1076,0,0,0,pass,
up100pct,train,SZ300238,up100pct::SZ300238::000000,1,2173,458,757,1715,0,0,0,pass,
up100pct,train,SZ300244,up100pct::SZ300244::000000,147,2278,509,986,1453,0,0,0,pass,
up100pct,train,SZ300245,up100pct::SZ300245::000000,7,2275,246,1972,1944,0,0,0,pass,
up100pct,cross_split,SZ300248,up100pct::SZ300248::000000,1,2281,289,899,1992,0,0,0,pass,
up100pct,cross_split,SZ300251,up100pct::SZ300251::000000,708,2281,251,1968,339,0,0,0,pass,
up100pct,robustness,SZ300253,up100pct::SZ300253::000000,16,2266,1745,2177,499,0,0,0,pass,
up100pct,train,SZ300255,up100pct::SZ300255::000000,55,2280,328,1645,1598,0,0,0,pass,
up100pct,robustness,SZ300255,up100pct::SZ300255::000001,15,2280,1930,2044,247,0,0,0,pass,
up100pct,train,SZ300256,up100pct::SZ300256::000000,2,2262,284,878,1749,0,0,0,pass,
up100pct,cross_split,SZ300257,up100pct::SZ300257::000000,295,2281,331,2268,750,0,0,0,pass,
up100pct,train,SZ300259,up100pct::SZ300259::000000,8,2281,510,2272,1744,0,0,0,pass,
up100pct,validation,SZ300260,up100pct::SZ300260::000000,5,2207,1279,2055,803,0,0,0,pass,
up100pct,train,SZ300261,up100pct::SZ300261::000000,37,2261,525,1206,1700,0,0,0,pass,
up100pct,train,SZ300267,up100pct::SZ300267::000000,26,2147,383,426,1739,0,0,0,pass,
up100pct,cross_split,SZ300274,up100pct::SZ300274::000000,221,2281,1594,2141,175,0,0,0,pass,
up100pct,train,SZ300276,up100pct::SZ300276::000000,72,2216,588,1907,1347,0,0,0,pass,
up100pct,train,SZ300284,up100pct::SZ300284::000000,69,2276,517,1887,1413,0,0,0,pass,
up100pct,train,SZ300285,up100pct::SZ300285::000000,145,2217,485,938,1440,0,0,0,pass,
up100pct,cross_split,SZ300285,up100pct::SZ300285::000001,118,2217,1372,2216,125,0,0,0,pass,
up100pct,train,SZ300287,up100pct::SZ300287::000000,53,2281,510,1972,1527,0,0,0,pass,
up100pct,train,SZ300292,up100pct::SZ300292::000000,40,2222,451,515,1726,0,0,0,pass,
up100pct,train,SZ300294,up100pct::SZ300294::000000,7,2253,549,847,1667,0,0,0,pass,
up100pct,train,SZ300294,up100pct::SZ300294::000001,18,2253,966,1087,1269,0,0,0,pass,
up100pct,train,SZ300296,up100pct::SZ300296::000000,1,2281,992,1129,1289,0,0,0,pass,
up100pct,train,SZ300299,up100pct::SZ300299::000000,20,2253,490,837,1744,0,0,0,pass,
up100pct,train,SZ300300,up100pct::SZ300300::000000,16,2266,500,2153,1522,0,0,0,pass,
up100pct,validation,SZ300308,up100pct::SZ300308::000000,55,2276,1456,1564,750,0,0,0,pass,
up100pct,cross_split,SZ300308,up100pct::SZ300308::000001,249,2276,1589,2264,125,0,0,0,pass,
up100pct,train,SZ300310,up100pct::SZ300310::000000,15,2269,498,1903,1715,0,0,0,pass,
up100pct,train,SZ300311,up100pct::SZ300311::000000,6,2280,510,1104,1765,0,0,0,pass,
up100pct,train,SZ300315,up100pct::SZ300315::000000,99,2182,411,774,1587,0,0,0,pass,
up100pct,cross_split,SZ300315,up100pct::SZ300315::000001,4,2182,999,1475,1135,0,0,0,pass,
up100pct,cross_split,SZ300316,up100pct::SZ300316::000000,159,2281,843,1369,1199,0,0,0,pass,
up100pct,robustness,SZ300316,up100pct::SZ300316::000001,137,2281,1763,2208,173,0,0,0,pass,
up100pct,train,SZ300317,up100pct::SZ300317::000000,3,2185,414,820,1767,0,0,0,pass,
up100pct,train,SZ300318,up100pct::SZ300318::000000,2,2281,873,916,1383,0,0,0,pass,
up100pct,cross_split,SZ300320,up100pct::SZ300320::000000,1,2200,212,1133,1988,0,0,0,pass,
up100pct,train,SZ300322,up100pct::SZ300322::000000,75,2169,398,2168,1459,0,0,0,pass,
up100pct,cross_split,SZ300323,up100pct::SZ300323::000000,24,2263,1039,2256,1172,0,0,0,pass,
up100pct,train,SZ300326,up100pct::SZ300326::000000,108,2267,500,847,1524,0,0,0,pass,
up100pct,train,SZ300328,up100pct::SZ300328::000000,102,2271,318,2099,1444,0,0,0,pass,
up100pct,train,SZ300331,up100pct::SZ300331::000000,17,2281,252,2273,1443,0,0,0,pass,
up100pct,train,SZ300339,up100pct::SZ300339::000000,260,2261,254,1064,1353,0,0,0,pass,
up100pct,cross_split,SZ300339,up100pct::SZ300339::000001,248,2261,1100,1879,400,0,0,0,pass,
up100pct,train,SZ300341,up100pct::SZ300341::000000,24,2260,709,1876,1519,0,0,0,pass,
up100pct,train,SZ300342,up100pct::SZ300342::000000,67,2281,756,2192,1414,0,0,0,pass,
up100pct,cross_split,SZ300346,up100pct::SZ300346::000000,109,2273,1586,2187,191,0,0,0,pass,
up100pct,robustness,SZ300347,up100pct::SZ300347::000000,2,2276,1737,1877,537,0,0,0,pass,
up100pct,train,SZ300352,up100pct::SZ300352::000000,39,2280,251,762,1714,0,0,0,pass,
up100pct,train,SZ300353,up100pct::SZ300353::000000,69,2256,600,2100,1499,0,0,0,pass,
up100pct,train,SZ300355,up100pct::SZ300355::000000,29,2281,510,1904,1619,0,0,0,pass,
up100pct,train,SZ300357,up100pct::SZ300357::000000,168,2281,251,990,1505,0,0,0,pass,
up100pct,robustness,SZ300364,up100pct::SZ300364::000000,3,2135,1649,2067,400,0,0,0,pass,
up100pct,train,SZ300366,up100pct::SZ300366::000000,14,2280,512,1649,1714,0,0,0,pass,
up100pct,train,SZ300368,up100pct::SZ300368::000000,17,2253,502,862,1605,0,0,0,pass,
up100pct,train,SZ300369,up100pct::SZ300369::000000,7,2266,983,1100,1274,0,0,0,pass,
up100pct,cross_split,SZ300373,up100pct::SZ300373::000000,585,2271,732,2269,185,0,0,0,pass,
up100pct,train,SZ300376,up100pct::SZ300376::000000,107,2176,633,814,1384,0,0,0,pass,
up100pct,train,SZ300376,up100pct::SZ300376::000001,54,2176,877,1019,1197,0,0,0,pass,
up100pct,cross_split,SZ300383,up100pct::SZ300383::000000,194,2178,1229,1871,348,0,0,0,pass,
up100pct,train,SZ300386,up100pct::SZ300386::000000,110,2281,256,891,1447,0,0,0,pass,
up100pct,cross_split,SZ300390,up100pct::SZ300390::000000,236,2273,1324,2255,130,0,0,0,pass,
up100pct,cross_split,SZ300393,up100pct::SZ300393::000000,18,2276,757,1254,1110,0,0,0,pass,
up100pct,cross_split,SZ300394,up100pct::SZ300394::000000,242,2269,1486,2257,125,0,0,0,pass,
up100pct,cross_split,SZ300395,up100pct::SZ300395::000000,314,2281,1332,2276,125,0,0,0,pass,
up100pct,train,SZ300397,up100pct::SZ300397::000000,56,2271,525,888,1541,0,0,0,pass,
up100pct,cross_split,SZ300408,up100pct::SZ300408::000000,811,2271,540,2265,125,0,0,0,pass,
up100pct,train,SZ300411,up100pct::SZ300411::000000,3,2197,440,1697,1755,0,0,0,pass,
up100pct,train,SZ300413,up100pct::SZ300413::000000,161,2114,95,821,1505,0,0,0,pass,
up100pct,validation,SZ300418,up100pct::SZ300418::000000,76,2276,1356,1532,769,0,0,0,pass,
up100pct,cross_split,SZ300418,up100pct::SZ300418::000001,78,2276,1592,2187,187,0,0,0,pass,
up100pct,cross_split,SZ300432,up100pct::SZ300432::000000,163,2281,1426,2262,173,0,0,0,pass,
up100pct,cross_split,SZ300433,up100pct::SZ300433::000000,105,2281,1668,2191,226,0,0,0,pass,
up100pct,train,SZ300436,up100pct::SZ300436::000000,11,2271,318,2069,1602,0,0,0,pass,
up100pct,cross_split,SZ300438,up100pct::SZ300438::000000,10,2274,1587,2266,675,0,0,0,pass,
up100pct,cross_split,SZ300442,up100pct::SZ300442::000000,271,2265,1460,2254,119,0,0,0,pass,
up100pct,train,SZ300443,up100pct::SZ300443::000000,37,2276,964,1171,1264,0,0,0,pass,
up100pct,train,SZ300444,up100pct::SZ300444::000000,2,2174,458,2116,1715,0,0,0,pass,
up100pct,cross_split,SZ300450,up100pct::SZ300450::000000,219,2254,1567,2094,178,0,0,0,pass,
up100pct,robustness,SZ300454,up100pct::SZ300454::000000,128,1950,1408,1872,209,0,0,0,pass,
up100pct,train,SZ300455,up100pct::SZ300455::000000,173,2148,590,2058,1297,0,0,0,pass,
up100pct,cross_split,SZ300456,up100pct::SZ300456::000000,187,2276,970,2169,523,0,0,0,pass,
up100pct,train,SZ300457,up100pct::SZ300457::000000,4,2265,1077,1165,1185,0,0,0,pass,
up100pct,robustness,SZ300458,up100pct::SZ300458::000000,18,2281,1880,2104,355,0,0,0,pass,
up100pct,cross_split,SZ300459,up100pct::SZ300459::000000,345,2207,454,1463,787,0,0,0,pass,
up100pct,robustness,SZ300459,up100pct::SZ300459::000001,3,2207,1693,1855,401,0,0,0,pass,
up100pct,train,SZ300465,up100pct::SZ300465::000000,26,2255,225,2079,1527,0,0,0,pass,
up100pct,train,SZ300467,up100pct::SZ300467::000000,8,2165,394,2149,1763,0,0,0,pass,
up100pct,train,SZ300468,up100pct::SZ300468::000000,2,2280,817,1886,1462,0,0,0,pass,
up100pct,train,SZ300470,up100pct::SZ300470::000000,21,2281,527,1002,1608,0,0,0,pass,
up100pct,validation,SZ300474,up100pct::SZ300474::000000,21,2274,1454,1512,800,0,0,0,pass,
up100pct,train,SZ300475,up100pct::SZ300475::000000,5,2252,1067,1557,1179,0,0,0,pass,
up100pct,cross_split,SZ300475,up100pct::SZ300475::000001,59,2252,1575,2102,169,0,0,0,pass,
up100pct,cross_split,SZ300476,up100pct::SZ300476::000000,323,2276,1075,2272,192,0,0,0,pass,
up100pct,train,SZ300477,up100pct::SZ300477::000000,7,2249,696,1088,1465,0,0,0,pass,
up100pct,train,SZ300485,up100pct::SZ300485::000000,32,2281,533,839,1717,0,0,0,pass,
up100pct,cross_split,SZ300492,up100pct::SZ300492::000000,1,2084,873,1994,1211,0,0,0,pass,
up100pct,train,SZ300493,up100pct::SZ300493::000000,11,2277,251,1883,1946,0,0,0,pass,
up100pct,robustness,SZ300496,up100pct::SZ300496::000000,4,2278,1769,2189,401,0,0,0,pass,
up100pct,cross_split,SZ300502,up100pct::SZ300502::000000,233,2281,1594,2279,125,0,0,0,pass,
up100pct,train,SZ300516,up100pct::SZ300516::000000,19,2281,653,2177,1592,0,0,0,pass,
up100pct,train,SZ300528,up100pct::SZ300528::000000,10,2281,260,2082,1945,0,0,0,pass,
up100pct,robustness,SZ300548,up100pct::SZ300548::000000,71,2277,2049,2252,125,0,0,0,pass,
up100pct,robustness,SZ300558,up100pct::SZ300558::000000,19,2281,1763,2105,401,0,0,0,pass,
up100pct,train,SZ300559,up100pct::SZ300559::000000,2,2281,335,751,1945,0,0,0,pass,
up100pct,robustness,SZ300567,up100pct::SZ300567::000000,31,2281,1908,2266,279,0,0,0,pass,
up100pct,train,SZ300570,up100pct::SZ300570::000000,154,2281,251,1894,1506,0,0,0,pass,
up100pct,robustness,SZ300570,up100pct::SZ300570::000001,39,2281,1978,2267,153,0,0,0,pass,
up100pct,cross_split,SZ300573,up100pct::SZ300573::000000,4,2281,1669,1797,608,0,0,0,pass,
up100pct,train,SZ300579,up100pct::SZ300579::000000,23,2281,328,874,1601,0,0,0,pass,
up100pct,train,SZ300584,up100pct::SZ300584::000000,4,2274,321,1257,1945,0,0,0,pass,
up100pct,train,SZ300596,up100pct::SZ300596::000000,8,2259,514,1388,1497,0,0,0,pass,
up100pct,train,SZ300598,up100pct::SZ300598::000000,2,2263,976,1061,1284,0,0,0,pass,
up100pct,train,SZ300602,up100pct::SZ300602::000000,30,2264,969,2259,1172,0,0,0,pass,
up100pct,cross_split,SZ300604,up100pct::SZ300604::000000,361,2203,1254,2182,125,0,0,0,pass,
up100pct,train,SZ300618,up100pct::SZ300618::000000,27,2240,735,936,1442,0,0,0,pass,
up100pct,robustness,SZ300620,up100pct::SZ300620::000000,27,2228,2077,2195,125,0,0,0,pass,
up100pct,robustness,SZ300627,up100pct::SZ300627::000000,2,2231,1830,2141,400,0,0,0,pass,
up100pct,robustness,SZ300628,up100pct::SZ300628::000000,6,2233,1706,1834,522,0,0,0,pass,
up100pct,cross_split,SZ300633,up100pct::SZ300633::000000,250,2221,450,1503,1134,0,0,0,pass,
up100pct,train,SZ300634,up100pct::SZ300634::000000,9,1984,440,1896,1524,0,0,0,pass,
up100pct,cross_split,SZ300641,up100pct::SZ300641::000000,1,2208,221,1710,1987,0,0,0,pass,
up100pct,cross_split,SZ300648,up100pct::SZ300648::000000,1,2208,216,1040,1992,0,0,0,pass,
up100pct,train,SZ300653,up100pct::SZ300653::000000,15,2194,248,760,1744,0,0,0,pass,
up100pct,robustness,SZ300661,up100pct::SZ300661::000000,1,2171,1770,2159,401,0,0,0,pass,
up100pct,cross_split,SZ300666,up100pct::SZ300666::000000,120,2153,1408,2144,120,0,0,0,pass,
up100pct,train,SZ300671,up100pct::SZ300671::000000,33,2160,772,988,1192,0,0,0,pass,
up100pct,train,SZ300672,up100pct::SZ300672::000000,113,2132,692,971,1183,0,0,0,pass,
up100pct,cross_split,SZ300672,up100pct::SZ300672::000001,145,2132,985,2129,125,0,0,0,pass,
up100pct,train,SZ300676,up100pct::SZ300676::000000,41,2143,594,716,1505,0,0,0,pass,
up100pct,robustness,SZ300677,up100pct::SZ300677::000000,6,2148,1944,2112,173,0,0,0,pass,
up100pct,cross_split,SZ300679,up100pct::SZ300679::000000,157,2132,733,1814,845,0,0,0,pass,
up100pct,train,SZ300695,up100pct::SZ300695::000000,15,2113,83,1927,2016,0,0,0,pass,
up100pct,train,SZ300697,up100pct::SZ300697::000000,12,2110,84,1890,2012,0,0,0,pass,
up100pct,train,SZ300698,up100pct::SZ300698::000000,3,2119,97,1894,2018,0,0,0,pass,
up100pct,train,SZ300699,up100pct::SZ300699::000000,170,2118,88,816,1505,0,0,0,pass,
up100pct,train,SZ300712,up100pct::SZ300712::000000,1,2081,898,920,1183,0,0,0,pass,
up100pct,cross_split,SZ300724,up100pct::SZ300724::000000,159,1889,1276,1816,183,0,0,0,pass,
up100pct,cross_split,SZ300726,up100pct::SZ300726::000000,276,2066,74,1002,1327,0,0,0,pass,
up100pct,train,SZ300735,up100pct::SZ300735::000000,43,2038,727,1412,1229,0,0,0,pass,
up100pct,robustness,SZ300735,up100pct::SZ300735::000001,14,2038,1539,1664,401,0,0,0,pass,
up100pct,train,SZ300741,up100pct::SZ300741::000000,114,2000,237,911,1432,0,0,0,pass,
up100pct,cross_split,SZ300748,up100pct::SZ300748::000000,250,1859,910,1706,214,0,0,0,pass,
up100pct,train,SZ300749,up100pct::SZ300749::000000,2,1843,82,1790,1756,0,0,0,pass,
up100pct,cross_split,SZ300751,up100pct::SZ300751::000000,248,1830,1061,1750,125,0,0,0,pass,
up100pct,train,SZ300755,up100pct::SZ300755::000000,149,1775,100,707,1269,0,0,0,pass,
up100pct,robustness,SZ300757,up100pct::SZ300757::000000,185,1770,1247,1758,125,0,0,0,pass,
up100pct,robustness,SZ300759,up100pct::SZ300759::000000,9,1776,1262,1612,504,0,0,0,pass,
up100pct,train,SZ300760,up100pct::SZ300760::000000,147,1848,77,568,1505,0,0,0,pass,
up100pct,train,SZ300762,up100pct::SZ300762::000000,304,1748,73,1653,1133,0,0,0,pass,
up100pct,robustness,SZ300763,up100pct::SZ300763::000000,124,1745,1218,1698,190,0,0,0,pass,
up100pct,train,SZ300765,up100pct::SZ300765::000000,195,1722,67,1096,1303,0,0,0,pass,
up100pct,cross_split,SZ300765,up100pct::SZ300765::000001,88,1722,1119,1485,305,0,0,0,pass,
up100pct,train,SZ300766,up100pct::SZ300766::000000,106,1741,140,1431,1319,0,0,0,pass,
up100pct,train,SZ300770,up100pct::SZ300770::000000,51,1723,95,298,1552,0,0,0,pass,
up100pct,cross_split,SZ300773,up100pct::SZ300773::000000,16,1719,770,1495,921,0,0,0,pass,
up100pct,cross_split,SZ300776,up100pct::SZ300776::000000,39,1706,1019,1703,281,0,0,0,pass,
up100pct,train,SZ300777,up100pct::SZ300777::000000,84,1707,99,616,1443,0,0,0,pass,
up100pct,robustness,SZ300782,up100pct::SZ300782::000000,43,1685,1284,1673,125,0,0,0,pass,
up100pct,cross_split,SZ300803,up100pct::SZ300803::000000,242,1582,762,1417,192,0,0,0,pass,
up100pct,train,SZ300821,up100pct::SZ300821::000000,202,1506,61,361,1158,0,0,0,pass,
up100pct,cross_split,SZ300832,up100pct::SZ300832::000000,107,1467,317,1068,832,0,0,0,pass,
up100pct,cross_split,SZ300855,up100pct::SZ300855::000000,33,1417,81,1355,1284,0,0,0,pass,
up100pct,robustness,SZ300857,up100pct::SZ300857::000000,200,1415,912,1390,125,0,0,0,pass,
up100pct,cross_split,SZ300861,up100pct::SZ300861::000000,30,1395,61,458,1294,0,0,0,pass,
up100pct,cross_split,SZ300866,up100pct::SZ300866::000000,178,1395,450,1208,401,0,0,0,pass,
up100pct,robustness,SZ300870,up100pct::SZ300870::000000,10,1395,1228,1382,133,0,0,0,pass,
up100pct,robustness,SZ300888,up100pct::SZ300888::000000,1,1377,976,1116,401,0,0,0,pass,
up100pct,train,SZ300896,up100pct::SZ300896::000000,15,1370,61,181,1294,0,0,0,pass,
up100pct,robustness,SZ300919,up100pct::SZ300919::000000,40,1314,772,1297,209,0,0,0,pass,
up100pct,robustness,SZ300953,up100pct::SZ300953::000000,5,1259,1004,1234,247,0,0,0,pass,
up100pct,cross_split,SZ301035,up100pct::SZ301035::000000,19,1170,80,273,1072,0,0,0,pass,
up100pct,cross_split,SZ301165,up100pct::SZ301165::000000,187,852,61,840,226,0,0,0,pass,
up100pct,cross_split,SZ301200,up100pct::SZ301200::000000,126,1030,81,1023,125,0,0,0,pass,
up100pct,validation,SZ301205,up100pct::SZ301205::000000,3,896,209,869,676,0,0,0,pass,
up100pct,robustness,SZ301217,up100pct::SZ301217::000000,42,1047,880,1028,125,0,0,0,pass,
up100pct,cross_split,SZ301236,up100pct::SZ301236::000000,113,1019,70,702,401,0,0,0,pass,
up100pct,robustness,SZ301269,up100pct::SZ301269::000000,9,917,403,553,478,0,0,0,pass,
up100pct,cross_split,SZ301301,up100pct::SZ301301::000000,14,826,71,326,677,0,0,0,pass,
up100pct,cross_split,SZ301308,up100pct::SZ301308::000000,313,922,67,790,156,0,0,0,pass,
up100pct,cross_split,SZ301358,up100pct::SZ301358::000000,243,800,113,780,156,0,0,0,pass,
up100pct,robustness,SZ301377,up100pct::SZ301377::000000,37,851,651,821,125,0,0,0,pass,
up100pct,cross_split,SZ301498,up100pct::SZ301498::000000,63,672,62,422,363,0,0,0,pass,
up100pct,robustness,SZ301511,up100pct::SZ301511::000000,5,671,472,651,195,0,0,0,pass,
up100pct,robustness,SZ301526,up100pct::SZ301526::000000,59,584,61,519,139,0,0,0,pass,
up100pct,robustness,SZ301536,up100pct::SZ301536::000000,10,524,123,208,353,0,0,0,pass,
up100pct,robustness,SZ301611,up100pct::SZ301611::000000,174,429,61,343,125,0,0,0,pass,
up150pct,train,SH600010,up150pct::SH600010::000000,305,2272,501,1127,1185,0,0,0,pass,
up150pct,cross_split,SH600011,up150pct::SH600011::000000,127,2281,811,1556,1156,0,0,0,pass,
up150pct,train,SH600019,up150pct::SH600019::000000,90,2262,728,1125,1363,0,0,0,pass,
up150pct,cross_split,SH600021,up150pct::SH600021::000000,248,2275,504,2135,401,0,0,0,pass,
up150pct,cross_split,SH600023,up150pct::SH600023::000000,34,2281,747,1825,1432,0,0,0,pass,
up150pct,cross_split,SH600025,up150pct::SH600025::000000,345,2048,95,1649,1166,0,0,0,pass,
up150pct,cross_split,SH600026,up150pct::SH600026::000000,541,2276,248,2232,173,0,0,0,pass,
up150pct,cross_split,SH600027,up150pct::SH600027::000000,281,2270,252,1767,1146,0,0,0,pass,
up150pct,cross_split,SH600028,up150pct::SH600028::000000,225,2281,747,2222,1073,0,0,0,pass,
up150pct,train,SH600056,up150pct::SH600056::000000,88,2281,510,1273,1516,0,0,0,pass,
up150pct,cross_split,SH600060,up150pct::SH600060::000000,14,2280,527,2276,1456,0,0,0,pass,
up150pct,train,SH600062,up150pct::SH600062::000000,14,2281,510,1298,1529,0,0,0,pass,
up150pct,cross_split,SH600066,up150pct::SH600066::000000,452,2280,251,2241,606,0,0,0,pass,
up150pct,cross_split,SH600085,up150pct::SH600085::000000,92,2281,510,1539,1276,0,0,0,pass,
up150pct,cross_split,SH600089,up150pct::SH600089::000000,509,2275,245,2217,197,0,0,0,pass,
up150pct,cross_split,SH600096,up150pct::SH600096::000000,137,2279,1077,2217,505,0,0,0,pass,
up150pct,cross_split,SH600111,up150pct::SH600111::000000,576,2281,251,2220,215,0,0,0,pass,
up150pct,cross_split,SH600118,up150pct::SH600118::000000,853,2281,251,2191,125,0,0,0,pass,
up150pct,cross_split,SH600126,up150pct::SH600126::000000,97,2274,529,1970,1332,0,0,0,pass,
up150pct,train,SH600132,up150pct::SH600132::000000,233,2281,328,1107,1394,0,0,0,pass,
up150pct,train,SH600143,up150pct::SH600143::000000,163,2200,170,915,1432,0,0,0,pass,
up150pct,cross_split,SH600143,up150pct::SH600143::000001,23,2200,1270,2036,794,0,0,0,pass,
up150pct,cross_split,SH600153,up150pct::SH600153::000000,4,2281,510,1436,1768,0,0,0,pass,
up150pct,cross_split,SH600160,up150pct::SH600160::000000,514,2271,251,2210,606,0,0,0,pass,
up150pct,train,SH600161,up150pct::SH600161::000000,80,2186,156,777,1671,0,0,0,pass,
up150pct,train,SH600166,up150pct::SH600166::000000,3,2281,510,1024,1767,0,0,0,pass,
