calendar_week_id,calendar_friday,candidate_week_trading_day_count,week_end,week_retained,skip_reason,previous_retained_week_end,retained_week_index
2024-W26,2024-06-28,5,2024-06-28,True,,2024-06-21,370.0
2024-W27,2024-07-05,5,2024-07-05,True,,2024-06-28,371.0
2024-W28,2024-07-12,5,2024-07-12,True,,2024-07-05,372.0
2024-W29,2024-07-19,5,2024-07-19,True,,2024-07-12,373.0
2024-W30,2024-07-26,5,2024-07-26,True,,2024-07-19,374.0
2024-W31,2024-08-02,5,2024-08-02,True,,2024-07-26,375.0
2024-W32,2024-08-09,5,2024-08-09,True,,2024-08-02,376.0
2024-W33,2024-08-16,5,2024-08-16,True,,2024-08-09,377.0
2024-W34,2024-08-23,5,2024-08-23,True,,2024-08-16,378.0
2024-W35,2024-08-30,5,2024-08-30,True,,2024-08-23,379.0
2024-W36,2024-09-06,5,2024-09-06,True,,2024-08-30,380.0
2024-W37,2024-09-13,5,2024-09-13,True,,2024-09-06,381.0
2024-W38,2024-09-20,3,2024-09-20,True,,2024-09-13,382.0
2024-W39,2024-09-27,5,2024-09-27,True,,2024-09-20,383.0
2024-W40,2024-10-04,1,2024-09-30,False,candidate_week_trading_day_count_lte_2,2024-09-27,
2024-W41,2024-10-11,4,2024-10-11,True,,2024-09-27,384.0
2024-W42,2024-10-18,5,2024-10-18,True,,2024-10-11,385.0
2024-W43,2024-10-25,5,2024-10-25,True,,2024-10-18,386.0
2024-W44,2024-11-01,5,2024-11-01,True,,2024-10-25,387.0
2024-W45,2024-11-08,5,2024-11-08,True,,2024-11-01,388.0
2024-W46,2024-11-15,5,2024-11-15,True,,2024-11-08,389.0
2024-W47,2024-11-22,5,2024-11-22,True,,2024-11-15,390.0
2024-W48,2024-11-29,5,2024-11-29,True,,2024-11-22,391.0
2024-W49,2024-12-06,5,2024-12-06,True,,2024-11-29,392.0
2024-W50,2024-12-13,5,2024-12-13,True,,2024-12-06,393.0
2024-W51,2024-12-20,5,2024-12-20,True,,2024-12-13,394.0
2024-W52,2024-12-27,5,2024-12-27,True,,2024-12-20,395.0
2025-W01,2025-01-03,4,2025-01-03,True,,2024-12-27,396.0
2025-W02,2025-01-10,5,2025-01-10,True,,2025-01-03,397.0
2025-W03,2025-01-17,5,2025-01-17,True,,2025-01-10,398.0
2025-W04,2025-01-24,5,2025-01-24,True,,2025-01-17,399.0
2025-W05,2025-01-31,1,2025-01-27,False,candidate_week_trading_day_count_lte_2,2025-01-24,
2025-W06,2025-02-07,3,2025-02-07,True,,2025-01-24,400.0
2025-W07,2025-02-14,5,2025-02-14,True,,2025-02-07,401.0
2025-W08,2025-02-21,5,2025-02-21,True,,2025-02-14,402.0
2025-W09,2025-02-28,5,2025-02-28,True,,2025-02-21,403.0
2025-W10,2025-03-07,5,2025-03-07,True,,2025-02-28,404.0
2025-W11,2025-03-14,5,2025-03-14,True,,2025-03-07,405.0
2025-W12,2025-03-21,5,2025-03-21,True,,2025-03-14,406.0
2025-W13,2025-03-28,5,2025-03-28,True,,2025-03-21,407.0
2025-W14,2025-04-04,4,2025-04-03,True,,2025-03-28,408.0
2025-W15,2025-04-11,5,2025-04-11,True,,2025-04-03,409.0
2025-W16,2025-04-18,5,2025-04-18,True,,2025-04-11,410.0
2025-W17,2025-04-25,5,2025-04-25,True,,2025-04-18,411.0
2025-W18,2025-05-02,3,2025-04-30,True,,2025-04-25,412.0
2025-W19,2025-05-09,4,2025-05-09,True,,2025-04-30,413.0
2025-W20,2025-05-16,5,2025-05-16,True,,2025-05-09,414.0
2025-W21,2025-05-23,5,2025-05-23,True,,2025-05-16,415.0
2025-W22,2025-05-30,5,2025-05-30,True,,2025-05-23,416.0
2025-W23,2025-06-06,4,2025-06-06,True,,2025-05-30,417.0
2025-W24,2025-06-13,5,2025-06-13,True,,2025-06-06,418.0
2025-W25,2025-06-20,5,2025-06-20,True,,2025-06-13,419.0
2025-W26,2025-06-27,5,2025-06-27,True,,2025-06-20,420.0
2025-W27,2025-07-04,5,2025-07-04,True,,2025-06-27,421.0
2025-W28,2025-07-11,5,2025-07-11,True,,2025-07-04,422.0
2025-W29,2025-07-18,5,2025-07-18,True,,2025-07-11,423.0
2025-W30,2025-07-25,5,2025-07-25,True,,2025-07-18,424.0
2025-W31,2025-08-01,5,2025-08-01,True,,2025-07-25,425.0
2025-W32,2025-08-08,5,2025-08-08,True,,2025-08-01,426.0
2025-W33,2025-08-15,5,2025-08-15,True,,2025-08-08,427.0
2025-W34,2025-08-22,5,2025-08-22,True,,2025-08-15,428.0
2025-W35,2025-08-29,5,2025-08-29,True,,2025-08-22,429.0
2025-W36,2025-09-05,5,2025-09-05,True,,2025-08-29,430.0
2025-W37,2025-09-12,5,2025-09-12,True,,2025-09-05,431.0
2025-W38,2025-09-19,5,2025-09-19,True,,2025-09-12,432.0
2025-W39,2025-09-26,5,2025-09-26,True,,2025-09-19,433.0
2025-W40,2025-10-03,2,2025-09-30,False,candidate_week_trading_day_count_lte_2,2025-09-26,
2025-W41,2025-10-10,2,2025-10-10,False,candidate_week_trading_day_count_lte_2,2025-09-26,
2025-W42,2025-10-17,5,2025-10-17,True,,2025-09-26,434.0
2025-W43,2025-10-24,5,2025-10-24,True,,2025-10-17,435.0
2025-W44,2025-10-31,5,2025-10-31,True,,2025-10-24,436.0
2025-W45,2025-11-07,5,2025-11-07,True,,2025-10-31,437.0
2025-W46,2025-11-14,5,2025-11-14,True,,2025-11-07,438.0
2025-W47,2025-11-21,5,2025-11-21,True,,2025-11-14,439.0
2025-W48,2025-11-28,5,2025-11-28,True,,2025-11-21,440.0
2025-W49,2025-12-05,5,2025-12-05,True,,2025-11-28,441.0
2025-W50,2025-12-12,5,2025-12-12,True,,2025-12-05,442.0
2025-W51,2025-12-19,5,2025-12-19,True,,2025-12-12,443.0
2025-W52,2025-12-26,5,2025-12-26,True,,2025-12-19,444.0
2026-W01,2026-01-02,3,2025-12-31,True,,2025-12-26,445.0
2026-W02,2026-01-09,5,2026-01-09,True,,2025-12-31,446.0
2026-W03,2026-01-16,5,2026-01-16,True,,2026-01-09,447.0
2026-W04,2026-01-23,5,2026-01-23,True,,2026-01-16,448.0
2026-W05,2026-01-30,5,2026-01-30,True,,2026-01-23,449.0
2026-W06,2026-02-06,5,2026-02-06,True,,2026-01-30,450.0
2026-W07,2026-02-13,5,2026-02-13,True,,2026-02-06,451.0
2026-W09,2026-02-27,4,2026-02-27,True,,2026-02-13,452.0
2026-W10,2026-03-06,5,2026-03-06,True,,2026-02-27,453.0
2026-W11,2026-03-13,5,2026-03-13,True,,2026-03-06,454.0
2026-W12,2026-03-20,5,2026-03-20,True,,2026-03-13,455.0
2026-W13,2026-03-27,5,2026-03-27,True,,2026-03-20,456.0
2026-W14,2026-04-03,5,2026-04-03,True,,2026-03-27,457.0
2026-W15,2026-04-10,4,2026-04-10,True,,2026-04-03,458.0
2026-W16,2026-04-17,5,2026-04-17,True,,2026-04-10,459.0
2026-W17,2026-04-24,5,2026-04-24,True,,2026-04-17,460.0
2026-W18,2026-05-01,4,2026-04-30,True,,2026-04-24,461.0
