instrument,stock_ts_code,industry_target_key,industry_ts_code,industry_name,source,source_trade_date,weight
SH603190,603190.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603191,603191.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603192,603192.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603193,603193.SH,sw_801980,801980.SI,美容护理,tushare.index_member,20260430,
SH603194,603194.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603195,603195.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603196,603196.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603197,603197.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603198,603198.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603199,603199.SH,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SH603200,603200.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603201,603201.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603202,603202.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603203,603203.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603205,603205.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603206,603206.SH,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SH603207,603207.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603208,603208.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603209,603209.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603210,603210.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603211,603211.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603212,603212.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603213,603213.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603214,603214.SH,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SH603215,603215.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603216,603216.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603217,603217.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603218,603218.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603219,603219.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603220,603220.SH,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SH603221,603221.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603222,603222.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603223,603223.SH,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SH603225,603225.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603226,603226.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603227,603227.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603228,603228.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603229,603229.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603230,603230.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603231,603231.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603232,603232.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603233,603233.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603235,603235.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603236,603236.SH,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SH603237,603237.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603238,603238.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603239,603239.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603248,603248.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603255,603255.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603256,603256.SH,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SH603257,603257.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603258,603258.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603259,603259.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603260,603260.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603261,603261.SH,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SH603262,603262.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603266,603266.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603267,603267.SH,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SH603268,603268.SH,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SH603269,603269.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603270,603270.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603271,603271.SH,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SH603272,603272.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603273,603273.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603275,603275.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603276,603276.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603277,603277.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603278,603278.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603279,603279.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603280,603280.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603281,603281.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603282,603282.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603283,603283.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603284,603284.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603285,603285.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603286,603286.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603288,603288.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603289,603289.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603290,603290.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603291,603291.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603293,603293.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603296,603296.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603297,603297.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603298,603298.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603299,603299.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603300,603300.SH,sw_801790,801790.SI,非银金融,tushare.index_member,20260430,
SH603301,603301.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603303,603303.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603305,603305.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603306,603306.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603307,603307.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603308,603308.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603309,603309.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603310,603310.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603311,603311.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603312,603312.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603313,603313.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603315,603315.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603316,603316.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603317,603317.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603318,603318.SH,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SH603319,603319.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603320,603320.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603321,603321.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603322,603322.SH,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SH603323,603323.SH,sw_801780,801780.SI,银行,tushare.index_member,20260430,
SH603324,603324.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603325,603325.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603326,603326.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603327,603327.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603328,603328.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603329,603329.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603330,603330.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603331,603331.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603332,603332.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603333,603333.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603334,603334.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603335,603335.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603336,603336.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603337,603337.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603338,603338.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603339,603339.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603341,603341.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603344,603344.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603345,603345.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603348,603348.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603350,603350.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603351,603351.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603352,603352.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603353,603353.SH,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SH603355,603355.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603356,603356.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603357,603357.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603358,603358.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603359,603359.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603360,603360.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603363,603363.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603365,603365.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603366,603366.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603367,603367.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603368,603368.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603369,603369.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603370,603370.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603373,603373.SH,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SH603375,603375.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603376,603376.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603377,603377.SH,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SH603378,603378.SH,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SH603379,603379.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603380,603380.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603381,603381.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603382,603382.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603383,603383.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603385,603385.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603386,603386.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603387,603387.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603389,603389.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603390,603390.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603391,603391.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603392,603392.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603393,603393.SH,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SH603395,603395.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603396,603396.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603398,603398.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603399,603399.SH,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SH603400,603400.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603402,603402.SH,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SH603406,603406.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603408,603408.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603409,603409.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603416,603416.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603418,603418.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603421,603421.SH,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SH603429,603429.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603439,603439.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603444,603444.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603456,603456.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603458,603458.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603459,603459.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603466,603466.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603477,603477.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603486,603486.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603488,603488.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603489,603489.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603496,603496.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603499,603499.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603500,603500.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603501,603501.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603505,603505.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603506,603506.SH,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SH603507,603507.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603508,603508.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603511,603511.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603515,603515.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603516,603516.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603517,603517.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603518,603518.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603519,603519.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603520,603520.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603527,603527.SH,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SH603528,603528.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603529,603529.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603530,603530.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603533,603533.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603535,603535.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603536,603536.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603538,603538.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603551,603551.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603556,603556.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603557,603557.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603558,603558.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603559,603559.SH,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SH603565,603565.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603566,603566.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603567,603567.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603568,603568.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603569,603569.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603577,603577.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603578,603578.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603579,603579.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603580,603580.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603583,603583.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603585,603585.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603586,603586.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603587,603587.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603588,603588.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603589,603589.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603590,603590.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603595,603595.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603596,603596.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603598,603598.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603599,603599.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603600,603600.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603601,603601.SH,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SH603602,603602.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603605,603605.SH,sw_801980,801980.SI,美容护理,tushare.index_member,20260430,
SH603606,603606.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603607,603607.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603608,603608.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603609,603609.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603610,603610.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603611,603611.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603612,603612.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603613,603613.SH,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SH603615,603615.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603616,603616.SH,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SH603617,603617.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603618,603618.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603619,603619.SH,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SH603626,603626.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603628,603628.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603629,603629.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603630,603630.SH,sw_801980,801980.SI,美容护理,tushare.index_member,20260430,
SH603633,603633.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603636,603636.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603637,603637.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603638,603638.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603639,603639.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603648,603648.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603650,603650.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603655,603655.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603656,603656.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603657,603657.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603658,603658.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603659,603659.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603660,603660.SH,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SH603661,603661.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603662,603662.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603663,603663.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603665,603665.SH,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SH603666,603666.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603667,603667.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603668,603668.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603669,603669.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603676,603676.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603677,603677.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603678,603678.SH,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SH603679,603679.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603680,603680.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603681,603681.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603682,603682.SH,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SH603683,603683.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603685,603685.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603686,603686.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603687,603687.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603688,603688.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603689,603689.SH,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SH603690,603690.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603693,603693.SH,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SH603696,603696.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603697,603697.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603698,603698.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603699,603699.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603700,603700.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603701,603701.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603703,603703.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603706,603706.SH,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SH603707,603707.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603708,603708.SH,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SH603709,603709.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603711,603711.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603712,603712.SH,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SH603713,603713.SH,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SH603716,603716.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603717,603717.SH,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SH603718,603718.SH,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SH603719,603719.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603721,603721.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603722,603722.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603725,603725.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603726,603726.SH,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SH603727,603727.SH,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SH603728,603728.SH,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SH603729,603729.SH,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SH603730,603730.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603733,603733.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SH603737,603737.SH,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SH603738,603738.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603739,603739.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603755,603755.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603757,603757.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603758,603758.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603759,603759.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603766,603766.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603767,603767.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603768,603768.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603773,603773.SH,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SH603776,603776.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603777,603777.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603778,603778.SH,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SH603779,603779.SH,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SH603786,603786.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603787,603787.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603788,603788.SH,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SH603789,603789.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603790,603790.SH,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SH603797,603797.SH,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SH603798,603798.SH,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SH603799,603799.SH,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SH603800,603800.SH,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SH603801,603801.SH,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
