primary_family,horizon,split,source_factor_count,included_factor_count,evaluable_factor_count,raw_family_mean_rankIC,raw_family_median_rankIC,neutralized_family_mean_rankIC,neutralized_family_median_rankIC,family_oriented_mean_rankIC,family_oriented_median_rankIC,family_oriented_ICIR,family_oriented_positive_factor_share,family_oriented_positive_date_share,family_oriented_positive_year_count,family_oriented_negative_year_count,family_oriented_rankIC_p10,family_oriented_rankIC_p90,valid_date_count,year_count
volume_surge_money_flow,H5,train,25,15,15,-0.006505421739573646,0.003034832041815501,-0.002289850307498605,0.00030876595553905366,0.017111552545461484,0.014538382801528823,0.32270103094430364,0.5333333333333333,0.6133333333333333,5,0,-0.04028083030038821,0.07615324511860401,225,5
volume_surge_money_flow,H5,validation,25,15,15,0.005816118068894526,0.0031500406250614065,0.006769255382045354,0.0032445768057500495,0.006118594557083892,-0.0005469311950521388,0.10807433367945202,0.6,0.4948453608247423,1,1,-0.059062706471892865,0.06548647914794982,97,2
vwap_deviation,H1,robustness,10,6,6,-0.0032708797265410283,-0.0018007944329078863,-0.0037193843975297726,-0.004590126988240276,0.01074171209416867,0.01162638315024211,0.2176020059646184,0.5,0.5728155339805825,2,0,-0.04224819526570782,0.057653805100380595,103,2
vwap_deviation,H1,train,10,6,6,-0.0010502431626535612,0.0011066287518286208,-0.001788032092707879,0.0018537854271860593,0.0034929154982891687,0.0015967774593872905,0.08485004031670765,0.6666666666666666,0.5132743362831859,4,1,-0.04961620860867133,0.054037758488716774,226,5
vwap_deviation,H1,validation,10,6,6,-0.006377569906833601,-0.01633420769403053,-0.004854198219908988,-0.004262784536628629,0.007100311261474406,0.010977025471392236,0.16237614921125165,0.3333333333333333,0.6224489795918368,2,0,-0.05223600623016012,0.06093824583707049,98,2
vwap_deviation,H10,robustness,10,6,6,-0.0012287507554871405,0.00516547129543975,-0.0006257968898793585,0.0003697580902252782,0.006181010997806808,0.0047993468651671934,0.10128978898665666,0.5,0.5346534653465347,1,1,-0.06643243853166252,0.07662282846441053,101,2
vwap_deviation,H10,train,10,6,6,-0.010986805533335255,-0.012943195038703212,-0.005217637145667438,-0.006878017798475668,0.013108692078431421,0.011539967715518445,0.19647549388944885,0.16666666666666666,0.5982142857142857,5,0,-0.06734418540989062,0.09364881685760323,224,5
vwap_deviation,H10,validation,10,6,6,-0.001633543244826896,-0.008396736173564404,-0.001313615393024115,-0.006656223492550944,-0.0010835488679355892,0.0006419487375754009,-0.01713731961650613,0.3333333333333333,0.5104166666666666,1,1,-0.07390956147252198,0.06386063219775012,96,2
vwap_deviation,H20,robustness,10,6,6,0.00036289814617334004,-0.0043284613454662255,-0.002162787650171221,-0.0006223989138779487,0.0012779656959925182,-0.0037535820087497215,0.019952389095117314,0.5,0.46464646464646464,1,1,-0.07178261171458242,0.08776397512685678,99,2
vwap_deviation,H20,train,10,6,6,-0.013451119442527632,-0.015770011613312082,-0.0067854755403049735,-0.007963239389420647,0.015481685462145843,0.012982152887500889,0.24130518658253416,0.16666666666666666,0.6171171171171171,4,1,-0.06617346384158986,0.09879561892596753,222,5
vwap_deviation,H20,validation,10,6,6,-0.0014760484142846305,-0.01012444429320964,0.0012339342014973454,-0.00463429850267561,-0.00031549382742727977,0.0004432802943031,-0.00532119093481646,0.3333333333333333,0.5106382978723404,1,1,-0.07056344077992352,0.07201824657792917,94,2
vwap_deviation,H3,robustness,10,6,6,-0.002146562353300087,-0.0016343926414199086,-0.0014502138700252809,-0.00117494080256495,0.0050772938507869375,0.001300548783961189,0.07312909156204922,0.5,0.5294117647058824,1,1,-0.06817760708571136,0.07654145585068849,102,2
vwap_deviation,H3,train,10,6,6,-0.010615591044676867,-0.010313904979191588,-0.007120466569130886,-0.00451746230058121,0.013509131041820648,0.012752288732868163,0.2133673712399689,0.16666666666666666,0.6061946902654868,5,0,-0.06655018834687365,0.09535114649408477,226,5
vwap_deviation,H3,validation,10,6,6,-0.005942107699778418,-0.008439763686155285,-0.005060749865461762,-0.006967325702439606,0.0037475598764908254,0.003890471580482129,0.06383122704674707,0.16666666666666666,0.5306122448979592,1,1,-0.06021781577546055,0.0764727745587327,98,2
vwap_deviation,H5,robustness,10,6,6,-0.0031968388292332,0.004017775568398435,-0.0015055538073757728,0.001140599225913122,0.020181171264362505,0.0202132455266262,0.2927601207012911,0.5,0.6470588235294118,2,0,-0.07142818785643713,0.12291873928379406,102,2
vwap_deviation,H5,train,10,6,6,-0.011263607225231615,-0.011727603865279447,-0.006863776208951631,-0.007106890091477769,0.012825740520201166,0.009556154171915484,0.1508234490817249,0.3333333333333333,0.56,5,0,-0.08925588375847877,0.12518255369407477,225,5
vwap_deviation,H5,validation,10,6,6,-0.0015888097071714731,-0.007334729000131025,-0.0025988511005265937,-0.007898377071706715,0.008401598123199292,0.012664745650721676,0.11725734829147134,0.3333333333333333,0.5670103092783505,2,0,-0.07466547402355594,0.09106522202584182,97,2
