instrument,reason,detail,row_count
SH601838,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1194.0
SH601860,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,975.0
SH601865,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1115.0
SH601878,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1403.0
SH601881,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1384.0
SH601899,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1222.0
SH601919,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1687.0
SH601929,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,487.0
SH601963,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,955.0
SH601965,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1037.0
SH601966,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,736.0
SH601969,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,272.0
SH601985,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,856.0
SH601998,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1758.0
SH603007,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,937.0
SH603017,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,111.0
SH603018,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,354.0
SH603019,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,545.0
SH603025,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,311.0
SH603027,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,726.0
SH603030,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,739.0
SH603035,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,245.0
SH603037,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,410.0
SH603040,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,389.0
SH603051,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,593.0
SH603055,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1340.0
SH603058,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1776.0
SH603063,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1175.0
SH603067,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,323.0
SH603081,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1001.0
SH603083,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,714.0
SH603087,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,38.0
SH601989,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603089,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,810.0
SH603003,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603108,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1395.0
SH603112,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,968.0
SH603111,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,69.0
SH603113,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1132.0
SH603127,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,894.0
SH603131,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1066.0
SH603056,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603138,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,771.0
SH603160,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1152.0
SH603162,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,604.0
SH603165,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1312.0
SH603179,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,740.0
SH603180,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,520.0
SH603183,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,512.0
SH603185,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,828.0
SH603186,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1193.0
SH603187,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,727.0
SH603195,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,825.0
SH603197,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1852.0
SH603200,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,481.0
SH603203,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,686.0
SH603212,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,401.0
SH603218,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,860.0
SH603220,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,243.0
SH603225,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1818.0
SH603228,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1842.0
SH603233,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1077.0
SH603258,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1164.0
SH603259,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1459.0
SH603133,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603157,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603278,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,822.0
SH603277,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,545.0
SH603283,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,820.0
SH603289,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1455.0
SH603290,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,433.0
SH603296,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SH603300,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1547.0
SH603305,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,710.0
SH603306,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1864.0
SH603313,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,730.0
SH603317,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,760.0
SH603319,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,555.0
SH603320,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,954.0
SH603323,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,669.0
SH603326,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,547.0
SH603327,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1243.0
SH603328,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,108.0
SH603331,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1069.0
SH603336,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1079.0
SH603337,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,905.0
SH603345,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,475.0
SH603348,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1078.0
SH603355,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1632.0
SH603363,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1187.0
SH603368,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1517.0
SH603377,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1987.0
SH603383,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,560.0
SH603456,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1143.0
SH603466,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1120.0
SH603477,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1380.0
SH603486,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1497.0
SH603499,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,783.0
SH603501,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1809.0
SH603515,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,579.0
SH603516,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,888.0
SH603518,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1698.0
SH603528,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,826.0
SH603529,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,710.0
SH603551,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,728.0
SH603538,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1784.0
SH603557,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1052.0
SH603568,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1209.0
SH603569,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,669.0
SH603578,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,867.0
SH603579,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1304.0
SH603583,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,433.0
SH603585,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,719.0
SH603588,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1133.0
SH603596,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1197.0
SH603388,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603601,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1414.0
SH603602,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,667.0
SH603605,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1511.0
SH603608,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1251.0
SH603609,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,786.0
SH603612,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,722.0
SH603617,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1097.0
SH603618,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,545.0
SH603626,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,740.0
SH603638,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1037.0
SH603639,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,959.0
SH603650,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1512.0
SH603659,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,789.0
SH603660,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1639.0
SH603663,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1062.0
SH603667,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1191.0
SH603668,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,885.0
SH603669,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,340.0
SH603677,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,729.0
SH603678,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1396.0
SH603679,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1186.0
SH603681,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,601.0
SH603683,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1060.0
SH603555,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603685,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,123.0
SH603687,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,427.0
SH603688,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,151.0
SH603689,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1908.0
SH603690,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1182.0
SH603707,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1024.0
SH603708,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,593.0
SH603603,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH603713,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1329.0
SH603716,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1505.0
SH603730,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,376.0
SH603738,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,662.0
SH603737,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,99.0
SH603757,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1451.0
SH603773,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1544.0
SH603776,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1216.0
SH603797,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1028.0
SH603799,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1693.0
SH603801,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,599.0
SH603806,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1091.0
SH603809,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,931.0
SH603810,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1069.0
SH603816,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,700.0
SH603817,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1062.0
SH603818,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,443.0
SH603822,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,950.0
SH603833,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,847.0
SH603861,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1100.0
SH603867,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,671.0
SH603871,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,811.0
SH603876,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1379.0
SH603877,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,882.0
SH603883,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,885.0
SH603887,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1321.0
SH603890,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1287.0
SH603893,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,950.0
SH603896,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1008.0
SH603898,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,828.0
SH603901,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,2019.0
SH603906,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,592.0
SH603912,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1500.0
SH603916,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,823.0
SH603918,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1069.0
SH603920,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1200.0
SH603926,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SH603939,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1494.0
SH603960,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,676.0
SH603966,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1562.0
SH603978,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1186.0
SH603979,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1274.0
SH603982,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,985.0
SH603986,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1404.0
SH603989,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,593.0
SH603992,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1247.0
SH603995,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,795.0
SH603997,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,995.0
SH603998,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,661.0
SH605006,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,565.0
SH605007,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,624.0
SH605020,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,608.0
SH605077,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,62.0
SH605088,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,820.0
SH605090,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,982.0
SH605099,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,275.0
SH605111,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,146.0
SH605117,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,773.0
SH605133,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,511.0
SH605162,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,663.0
SH605166,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,735.0
SH605177,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,243.0
SH603963,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH605222,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,564.0
SH605228,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,898.0
SH603996,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SH605358,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,384.0
SH605366,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,638.0
SH605368,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,240.0
SH605488,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1016.0
SZ000004,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,196.0
SZ000008,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,336.0
SZ000010,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,363.0
SZ000012,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,556.0
SZ000003,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: empty response",0.0
SZ000013,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: empty response",0.0
SZ000015,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: empty response",0.0
SZ000005,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000021,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,604.0
SZ000026,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1235.0
SZ000018,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000034,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1468.0
SZ000023,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000024,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: empty response",0.0
SZ000039,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,426.0
SZ000033,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000038,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000050,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,560.0
SZ000040,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000060,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1459.0
SZ000063,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1263.0
SZ000047,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: empty response",0.0
SZ000066,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,390.0
SZ000065,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1286.0
SZ000046,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ000070,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,913.0
SZ000069,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,635.0
SZ000100,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1257.0
SZ000157,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,967.0
SZ000158,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SZ000301,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1346.0
SZ000333,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,2225.0
SZ000338,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1459.0
SZ000400,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,62.0
SZ000401,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1271.0
SZ000403,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1617.0
SZ000404,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,90.0
SZ000408,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,456.0
SZ000409,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1278.0
SZ000411,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1892.0
