membership_date,member_count
2023-05-26,269
2023-05-29,267
2023-05-30,267
2023-05-31,269
2023-06-01,271
2023-06-02,272
2023-06-05,273
2023-06-06,269
2023-06-07,269
2023-06-08,270
2023-06-09,270
2023-06-12,266
2023-06-13,266
2023-06-14,268
2023-06-15,270
2023-06-16,274
2023-06-19,274
2023-06-20,270
2023-06-21,266
2023-06-26,258
2023-06-27,261
2023-06-28,265
2023-06-29,263
2023-06-30,273
2023-07-03,276
2023-07-04,276
2023-07-05,272
2023-07-06,270
2023-07-07,267
2023-07-10,268
2023-07-11,269
2023-07-12,264
2023-07-13,267
2023-07-14,271
2023-07-17,272
2023-07-18,274
2023-07-19,274
2023-07-20,272
2023-07-21,272
2023-07-24,272
2023-07-25,278
2023-07-26,277
2023-07-27,276
2023-07-28,281
2023-07-31,278
2023-08-01,281
2023-08-02,280
2023-08-03,280
2023-08-04,281
2023-08-07,277
2023-08-08,280
2023-08-09,279
2023-08-10,279
2023-08-11,275
2023-08-14,277
2023-08-15,273
2023-08-16,271
2023-08-17,274
2023-08-18,265
2023-08-21,260
2023-08-22,258
2023-08-23,258
2023-08-24,258
2023-08-25,253
2023-08-28,259
2023-08-29,268
2023-08-30,268
2023-08-31,267
2023-09-01,269
2023-09-04,273
2023-09-05,272
2023-09-06,272
2023-09-07,263
2023-09-08,269
2023-09-11,268
2023-09-12,268
2023-09-13,265
2023-09-14,267
2023-09-15,268
2023-09-18,269
2023-09-19,267
2023-09-20,268
2023-09-21,264
2023-09-22,268
2023-09-25,269
2023-09-26,268
2023-09-27,267
2023-09-28,271
2023-10-09,271
2023-10-10,267
2023-10-11,274
2023-10-12,275
2023-10-13,270
2023-10-16,267
2023-10-17,266
2023-10-18,262
2023-10-19,259
2023-10-20,258
2023-10-23,249
2023-10-24,252
2023-10-25,253
2023-10-26,253
2023-10-27,258
2023-10-30,262
2023-10-31,264
2023-11-01,264
2023-11-02,262
2023-11-03,262
2023-11-06,269
2023-11-07,267
2023-11-08,266
2023-11-09,272
2023-11-10,268
2023-11-13,274
2023-11-14,272
2023-11-15,274
2023-11-16,272
2023-11-17,272
2023-11-20,275
2023-11-21,275
2023-11-22,270
2023-11-23,274
2023-11-24,265
2023-11-27,262
2023-11-28,263
2023-11-29,265
2023-11-30,267
2023-12-01,268
2023-12-04,264
2023-12-05,260
2023-12-06,259
2023-12-07,261
2023-12-08,261
2023-12-11,262
2023-12-12,260
2023-12-13,259
2023-12-14,258
2023-12-15,258
2023-12-18,252
2023-12-19,253
2023-12-20,246
2023-12-21,248
2023-12-22,246
2023-12-25,248
2023-12-26,247
2023-12-27,248
2023-12-28,253
2023-12-29,255
2024-01-02,255
2024-01-03,256
2024-01-04,252
2024-01-05,250
2024-01-08,247
2024-01-09,247
2024-01-10,243
2024-01-11,248
2024-01-12,242
2024-01-15,242
2024-01-16,244
2024-01-17,234
2024-01-18,239
2024-01-19,233
2024-01-22,226
2024-01-23,229
2024-01-24,232
2024-01-25,238
2024-01-26,235
2024-01-29,232
2024-01-30,228
2024-01-31,222
2024-02-01,224
2024-02-02,221
2024-02-05,218
2024-02-06,230
2024-02-07,231
2024-02-08,235
2024-02-19,236
2024-02-20,238
2024-02-21,242
2024-02-22,249
2024-02-23,251
2024-02-26,251
2024-02-27,255
2024-02-28,246
2024-02-29,260
2024-03-01,264
2024-03-04,263
2024-03-05,266
2024-03-06,264
2024-03-07,258
2024-03-08,263
2024-03-11,266
2024-03-12,268
2024-03-13,269
2024-03-14,267
2024-03-15,270
2024-03-18,273
2024-03-19,267
2024-03-20,269
2024-03-21,272
2024-03-22,270
2024-03-25,261
2024-03-26,261
2024-03-27,256
2024-03-28,261
2024-03-29,265
2024-04-01,273
2024-04-02,269
2024-04-03,272
2024-04-08,264
2024-04-09,269
2024-04-10,262
2024-04-11,265
2024-04-12,266
2024-04-15,274
2024-04-16,265
2024-04-17,274
2024-04-18,276
2024-04-19,271
2024-04-22,270
2024-04-23,262
2024-04-24,265
2024-04-25,266
2024-04-26,272
2024-04-29,274
2024-04-30,274
2024-05-06,280
2024-05-07,281
2024-05-08,277
2024-05-09,285
2024-05-10,282
2024-05-13,283
2024-05-14,286
2024-05-15,280
2024-05-16,276
2024-05-17,282
2024-05-20,285
2024-05-21,283
2024-05-22,283
2024-05-23,277
2024-05-24,274
2024-05-27,279
2024-05-28,276
2024-05-29,277
2024-05-30,279
2024-05-31,276
2024-06-03,276
2024-06-04,278
2024-06-05,273
2024-06-06,274
2024-06-07,271
2024-06-11,271
2024-06-12,272
2024-06-13,268
2024-06-14,271
2024-06-17,269
2024-06-18,269
2024-06-19,264
2024-06-20,262
2024-06-21,262
2024-06-24,258
2024-06-25,256
2024-06-26,257
2024-06-27,254
2024-06-28,254
2024-07-01,257
2024-07-02,251
2024-07-03,251
2024-07-04,250
2024-07-05,252
2024-07-08,251
2024-07-09,255
2024-07-10,252
2024-07-11,260
2024-07-12,257
2024-07-15,258
2024-07-16,257
2024-07-17,258
2024-07-18,260
2024-07-19,259
2024-07-22,258
2024-07-23,248
2024-07-24,248
2024-07-25,246
2024-07-26,249
2024-07-29,245
2024-07-30,242
2024-07-31,254
2024-08-01,254
2024-08-02,245
2024-08-05,241
2024-08-06,244
2024-08-07,246
2024-08-08,244
2024-08-09,239
2024-08-12,240
2024-08-13,238
2024-08-14,232
2024-08-15,234
2024-08-16,236
2024-08-19,234
2024-08-20,234
2024-08-21,235
2024-08-22,229
2024-08-23,229
2024-08-26,228
2024-08-27,224
2024-08-28,226
2024-08-29,228
2024-08-30,230
2024-09-02,228
2024-09-03,228
2024-09-04,229
2024-09-05,232
2024-09-06,227
2024-09-09,222
2024-09-10,224
2024-09-11,220
2024-09-12,222
2024-09-13,217
2024-09-18,221
2024-09-19,222
2024-09-20,223
2024-09-23,221
2024-09-24,231
2024-09-25,233
2024-09-26,246
2024-09-27,268
2024-09-30,303
2024-10-08,333
2024-10-09,300
2024-10-10,300
2024-10-11,289
2024-10-14,296
2024-10-15,285
2024-10-16,288
2024-10-17,284
2024-10-18,296
2024-10-21,304
2024-10-22,306
2024-10-23,308
2024-10-24,306
2024-10-25,311
2024-10-28,318
2024-10-29,307
2024-10-30,306
2024-10-31,317
2024-11-01,308
2024-11-04,312
2024-11-05,324
2024-11-06,327
2024-11-07,335
2024-11-08,339
2024-11-11,343
2024-11-12,342
2024-11-13,340
2024-11-14,329
2024-11-15,314
2024-11-18,308
2024-11-19,313
2024-11-20,321
2024-11-21,324
2024-11-22,307
2024-11-25,304
2024-11-26,300
2024-11-27,311
2024-11-28,310
2024-11-29,314
2024-12-02,321
2024-12-03,321
2024-12-04,314
2024-12-05,317
2024-12-06,319
2024-12-09,314
2024-12-10,320
2024-12-11,324
2024-12-12,326
2024-12-13,318
2024-12-16,317
2024-12-17,306
2024-12-18,310
2024-12-19,312
2024-12-20,311
2024-12-23,304
2024-12-24,310
2024-12-25,309
2024-12-26,311
2024-12-27,311
2024-12-30,310
2024-12-31,302
2025-01-02,298
2025-01-03,295
2025-01-06,293
2025-01-07,296
2025-01-08,296
2025-01-09,297
2025-01-10,292
2025-01-13,292
2025-01-14,305
2025-01-15,300
2025-01-16,302
2025-01-17,304
2025-01-20,304
2025-01-21,305
2025-01-22,302
2025-01-23,301
2025-01-24,302
2025-01-27,300
2025-02-05,303
2025-02-06,305
2025-02-07,309
2025-02-10,318
2025-02-11,316
2025-02-12,321
2025-02-13,319
2025-02-14,320
2025-02-17,320
2025-02-18,317
2025-02-19,319
2025-02-20,320
2025-02-21,326
2025-02-24,327
2025-02-25,322
2025-02-26,325
2025-02-27,326
2025-02-28,317
2025-03-03,318
2025-03-04,320
2025-03-05,321
2025-03-06,326
2025-03-07,321
2025-03-10,324
2025-03-11,328
2025-03-12,325
2025-03-13,319
2025-03-14,328
2025-03-17,325
2025-03-18,325
2025-03-19,324
2025-03-20,325
2025-03-21,323
2025-03-24,322
2025-03-25,316
2025-03-26,319
2025-03-27,320
2025-03-28,318
2025-03-31,316
2025-04-01,319
2025-04-02,317
2025-04-03,316
2025-04-07,280
2025-04-08,287
2025-04-09,291
2025-04-10,301
2025-04-11,301
2025-04-14,302
2025-04-15,302
2025-04-16,300
2025-04-17,300
2025-04-18,299
2025-04-21,300
2025-04-22,303
2025-04-23,302
2025-04-24,301
2025-04-25,299
2025-04-28,299
2025-04-29,297
2025-04-30,297
2025-05-06,309
2025-05-07,310
2025-05-08,311
2025-05-09,309
2025-05-12,312
2025-05-13,311
2025-05-14,313
2025-05-15,308
2025-05-16,305
2025-05-19,306
2025-05-20,310
2025-05-21,313
2025-05-22,311
2025-05-23,307
2025-05-26,308
2025-05-27,306
2025-05-28,302
2025-05-29,307
2025-05-30,304
2025-06-03,310
2025-06-04,311
2025-06-05,311
2025-06-06,312
2025-06-09,315
2025-06-10,313
2025-06-11,316
2025-06-12,318
2025-06-13,313
2025-06-16,316
2025-06-17,316
2025-06-18,315
2025-06-19,312
2025-06-20,310
2025-06-23,311
2025-06-24,316
2025-06-25,318
2025-06-26,319
2025-06-27,318
2025-06-30,317
2025-07-01,316
2025-07-02,314
2025-07-03,315
2025-07-04,317
2025-07-07,316
2025-07-08,323
2025-07-09,321
2025-07-10,323
2025-07-11,324
2025-07-14,322
2025-07-15,322
2025-07-16,323
2025-07-17,326
2025-07-18,326
2025-07-21,326
2025-07-22,333
2025-07-23,331
2025-07-24,340
2025-07-25,341
2025-07-28,341
2025-07-29,345
2025-07-30,346
2025-07-31,341
2025-08-01,345
2025-08-04,342
2025-08-05,351
2025-08-06,353
2025-08-07,350
2025-08-08,350
2025-08-11,357
2025-08-12,361
2025-08-13,363
2025-08-14,361
2025-08-15,369
2025-08-18,381
2025-08-19,380
2025-08-20,382
2025-08-21,381
2025-08-22,389
2025-08-25,395
2025-08-26,401
2025-08-27,385
2025-08-28,394
2025-08-29,395
2025-09-01,402
2025-09-02,392
2025-09-03,385
2025-09-04,367
2025-09-05,380
2025-09-08,386
2025-09-09,381
2025-09-10,380
2025-09-11,393
2025-09-12,391
2025-09-15,397
2025-09-16,400
2025-09-17,404
2025-09-18,400
2025-09-19,398
2025-09-22,398
2025-09-23,393
2025-09-24,398
2025-09-25,400
2025-09-26,394
2025-09-29,394
2025-09-30,398
2025-10-09,405
2025-10-10,399
2025-10-13,398
2025-10-14,389
2025-10-15,397
2025-10-16,392
2025-10-17,375
2025-10-20,379
2025-10-21,385
2025-10-22,387
2025-10-23,390
2025-10-24,395
2025-10-27,399
2025-10-28,401
2025-10-29,408
2025-10-30,405
2025-10-31,405
2025-11-03,404
2025-11-04,400
2025-11-05,402
2025-11-06,406
2025-11-07,403
2025-11-10,410
2025-11-11,404
2025-11-12,402
2025-11-13,406
2025-11-14,401
2025-11-17,402
2025-11-18,395
2025-11-19,394
2025-11-20,397
2025-11-21,379
2025-11-24,383
2025-11-25,391
2025-11-26,385
2025-11-27,382
2025-11-28,389
2025-12-01,392
2025-12-02,388
2025-12-03,382
2025-12-04,383
2025-12-05,390
2025-12-08,397
2025-12-09,397
2025-12-10,394
2025-12-11,393
2025-12-12,396
2025-12-15,393
2025-12-16,389
2025-12-17,393
2025-12-18,395
2025-12-19,400
2025-12-22,401
2025-12-23,402
2025-12-24,407
2025-12-25,411
2025-12-26,409
2025-12-29,408
2025-12-30,409
2025-12-31,412
2026-01-05,421
2026-01-06,428
2026-01-07,433
2026-01-08,438
2026-01-09,441
2026-01-12,454
2026-01-13,453
2026-01-14,456
2026-01-15,451
2026-01-16,448
2026-01-19,452
2026-01-20,451
2026-01-21,454
2026-01-22,456
2026-01-23,469
2026-01-26,461
2026-01-27,459
2026-01-28,457
2026-01-29,458
2026-01-30,448
2026-02-02,433
2026-02-03,447
2026-02-04,452
2026-02-05,444
2026-02-06,438
2026-02-09,451
2026-02-10,455
2026-02-11,455
2026-02-12,456
2026-02-13,456
2026-02-24,452
2026-02-25,459
2026-02-26,462
2026-02-27,465
2026-03-02,465
2026-03-03,442
2026-03-04,441
2026-03-05,445
2026-03-06,449
2026-03-09,447
2026-03-10,452
2026-03-11,454
2026-03-12,454
2026-03-13,447
2026-03-16,444
2026-03-17,433
2026-03-18,436
2026-03-19,426
2026-03-20,418
2026-03-23,407
2026-03-24,415
2026-03-25,420
2026-03-26,418
2026-03-27,422
2026-03-30,420
2026-03-31,418
2026-04-01,423
2026-04-02,418
2026-04-03,404
2026-04-07,407
2026-04-08,430
2026-04-09,424
2026-04-10,428
2026-04-13,428
2026-04-14,432
2026-04-15,432
2026-04-16,437
2026-04-17,440
2026-04-20,441
2026-04-21,440
2026-04-22,444
2026-04-23,441
2026-04-24,434
2026-04-27,441
2026-04-28,438
2026-04-29,446
2026-04-30,451
2026-05-06,462
2026-05-07,474
2026-05-08,477
2026-05-11,484
2026-05-12,480
2026-05-13,489
2026-05-14,473
2026-05-15,469
2026-05-18,472
2026-05-19,472
2026-05-20,474
2026-05-21,461
2026-05-22,471
2026-05-25,478
2026-05-26,472
2026-05-27,473
2026-05-28,474
2026-05-29,458
