taxonomy_method,subregime_label,split,source_id,density_contract_reference,selected_event_count,formal_event_day_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,rolling_10d_duplicate_rate,rolling_20d_duplicate_rate,family_concentration,board_concentration,cross_family_collision_rate
default_deterministic,transition_deterioration,train,07_E1_only,A_density_contract_replay_anchor_pos,41,1.7083333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,89,2.4722222222222223,1.0,1.0337078651685394,0.0,0.033707865168539325,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,42,1.826086956521739,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,85,7.7272727272727275,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,76,2.6206896551724137,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,24,1.263157894736842,1.0,1.0416666666666667,0.0,0.041666666666666664,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,261,6.525,1.2758620689655173,1.3793103448275863,0.24521072796934865,0.30268199233716475,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_T4_gated,A_density_contract_replay_anchor_pos,4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_T7_gated,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,07_E1_only,A_density_contract_replay_anchor_pos,18,3.6,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,72,12.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,34,5.666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,142,35.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,69,13.8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,60,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,225,37.5,1.2622222222222221,1.2622222222222221,0.24,0.24,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_T4_gated,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,train,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,07_E1_only,A_density_contract_replay_anchor_pos,91,2.5277777777777777,1.0,1.021978021978022,0.0,0.02197802197802198,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,215,3.1159420289855073,1.0,1.013953488372093,0.0,0.013953488372093023,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,121,2.372549019607843,1.0,1.0165289256198347,0.0,0.01652892561983471,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,246,7.235294117647059,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,165,2.661290322580645,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,147,2.7735849056603774,1.0,1.0204081632653061,0.0,0.02040816326530612,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,672,6.927835051546392,1.6071428571428572,1.7529761904761905,0.4270833333333333,0.4880952380952381,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_T4_gated,A_density_contract_replay_anchor_pos,24,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,24,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,07_E1_only,A_density_contract_replay_anchor_pos,24,1.7142857142857142,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,69,1.725,1.0,1.0434782608695652,0.0,0.043478260869565216,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,33,1.375,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,76,2.923076923076923,1.0,1.013157894736842,0.0,0.013157894736842105,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,48,1.4545454545454546,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,48,1.4545454545454546,1.0,1.0416666666666667,0.0,0.041666666666666664,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,211,3.1492537313432836,1.6350710900473933,1.7677725118483412,0.44075829383886256,0.4881516587677725,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_T4_gated,A_density_contract_replay_anchor_pos,3,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_deterioration,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,3,1.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,07_E1_only,A_density_contract_replay_anchor_pos,8,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_R1_event_regime_gated,A_density_contract_replay_anchor_pos,7,1.75,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_R2_event_regime_gated,A_density_contract_replay_anchor_pos,10,2.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_R6_event_regime_gated,A_density_contract_replay_anchor_pos,9,4.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_R7_event_regime_gated,A_density_contract_replay_anchor_pos,7,2.3333333333333335,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_R8_event_regime_gated,A_density_contract_replay_anchor_pos,13,4.333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_R_core_event_regime_gated,A_density_contract_replay_anchor_pos,39,6.5,1.0769230769230769,1.0769230769230769,0.07692307692307693,0.07692307692307693,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_T4_gated,A_density_contract_replay_anchor_pos,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
default_deterministic,transition_recovery,validation,08_selected_T4_T7_union,A_density_contract_replay_anchor_pos,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
