threshold_id,split_bucket,phase_scheme,episode_cluster_id,cluster_anchor_n,cluster_subtype_set,cluster_phase_resolved,cluster_single_subtype_after_phase,cluster_residual_mixed_share,cluster_sparse_phase_anchor_share,cluster_outcome_only_descriptor_flag
up50pct,train,pit,up50pct::SZ002065::000000,137,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8832116788321168,0.11678832116788321,False
up100pct,robustness,pit,up100pct::SZ002074::000000,100,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.54,0.12,False
up150pct,robustness,pit,up150pct::SZ002074::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ002074::000000,164,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9573170731707317,0.042682926829268296,False
up100pct,train,pit,up100pct::SZ002075::000000,46,mixed_episode_winner|stair_step_winner,True,True,0.41304347826086957,0.0,False
up150pct,train,pit,up150pct::SZ002075::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002075::000000,105,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9428571428571428,0.05714285714285714,False
up100pct,train,pit,up100pct::SZ002127::000000,156,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9615384615384616,0.038461538461538464,False
up150pct,train,pit,up150pct::SZ002127::000000,17,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002127::000000,163,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9631901840490797,0.03680981595092025,False
up50pct,robustness,pit,up50pct::SZ002129::000001,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ002129::000002,25,mixed_episode_winner|sparse_phase_subgroup,False,False,0.84,0.16,False
up50pct,validation,pit,up50pct::SZ002153::000001,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,robustness,pit,up100pct::SZ002155::000000,10,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ002155::000000,32,mixed_episode_winner|sparse_phase_subgroup,False,False,0.53125,0.46875,False
up100pct,train,pit,up100pct::SZ002176::000000,20,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.4,False
up150pct,train,pit,up150pct::SZ002176::000000,20,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.4,False
up50pct,train,pit,up50pct::SZ002176::000000,23,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.4782608695652174,False
up50pct,robustness,pit,up50pct::SZ002195::000001,147,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ002221::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002221::000000,64,mixed_episode_winner,False,False,1.0,0.0,False
up150pct,robustness,pit,up150pct::SZ002241::000000,26,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.34615384615384615,False
up100pct,train,pit,up100pct::SZ002242::000000,42,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7380952380952381,0.2619047619047619,False
up50pct,train,pit,up50pct::SZ002242::000000,100,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.5,0.07,False
up100pct,robustness,pit,up100pct::SZ002261::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ002261::000000,22,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9090909090909091,0.09090909090909091,False
up50pct,robustness,pit,up50pct::SZ002261::000001,25,jump_repricing_winner|sparse_phase_subgroup,True,True,0.0,0.56,False
up100pct,train,pit,up100pct::SZ002266::000000,10,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002266::000000,183,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9726775956284153,0.0273224043715847,False
up100pct,train,pit,up100pct::SZ002268::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002268::000000,16,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9375,0.0625,False
up50pct,validation,pit,up50pct::SZ002268::000001,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,robustness,pit,up100pct::SZ002281::000000,259,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.23166023166023167,0.03088803088803089,False
up150pct,robustness,pit,up150pct::SZ002281::000000,259,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.23166023166023167,0.03088803088803089,False
up50pct,robustness,pit,up50pct::SZ002281::000000,259,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9691119691119691,0.03088803088803089,False
up100pct,train,pit,up100pct::SZ002304::000000,247,mixed_episode_winner|smooth_trend_winner|stair_step_winner,True,False,0.7206477732793523,0.0,False
up150pct,train,pit,up150pct::SZ002304::000000,133,mixed_episode_winner|stair_step_winner,True,True,0.6390977443609023,0.0,False
up50pct,train,pit,up50pct::SZ002304::000000,286,mixed_episode_winner|smooth_trend_winner,True,True,0.8881118881118881,0.0,False
up100pct,train,pit,up100pct::SZ002311::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002311::000000,66,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.22727272727272727,0.36363636363636365,False
up100pct,train,pit,up100pct::SZ002320::000000,26,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.46153846153846156,False
up150pct,train,pit,up150pct::SZ002320::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002320::000000,29,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.41379310344827586,False
up50pct,train,pit,up50pct::SZ002326::000001,9,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,robustness,pit,up100pct::SZ002371::000000,215,mixed_episode_winner|stair_step_winner,True,True,0.35348837209302325,0.0,False
up150pct,robustness,pit,up150pct::SZ002371::000000,69,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.14492753623188406,0.014492753623188406,False
up50pct,robustness,pit,up50pct::SZ002371::000000,271,mixed_episode_winner|stair_step_winner,True,True,0.8118081180811808,0.0,False
up100pct,train,pit,up100pct::SZ002396::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002396::000000,50,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.58,0.08,False
up100pct,train,pit,up100pct::SZ002414::000000,91,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9120879120879121,0.08791208791208792,False
up150pct,train,pit,up150pct::SZ002414::000000,74,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.6216216216216216,0.10810810810810811,False
up150pct,robustness,pit,up150pct::SZ002414::000001,53,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8867924528301887,0.11320754716981132,False
up50pct,train,pit,up50pct::SZ002414::000000,143,mixed_episode_winner|smooth_trend_winner,True,True,0.9090909090909091,0.0,False
up100pct,train,pit,up100pct::SZ002434::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002434::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ002444::000000,25,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.4,False
up150pct,train,pit,up150pct::SZ002444::000000,16,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.0625,False
up50pct,train,pit,up50pct::SZ002444::000000,74,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,False,0.3783783783783784,0.10810810810810811,False
up150pct,robustness,pit,up150pct::SZ002460::000000,133,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.3233082706766917,0.11278195488721804,False
up100pct,train,pit,up100pct::SZ002461::000000,18,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6666666666666666,0.3333333333333333,False
up50pct,train,pit,up50pct::SZ002461::000000,104,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9423076923076923,0.057692307692307696,False
up100pct,robustness,pit,up100pct::SZ002463::000000,247,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9271255060728745,0.0728744939271255,False
up150pct,robustness,pit,up150pct::SZ002463::000000,210,mixed_episode_winner|sparse_phase_subgroup,False,False,0.919047619047619,0.08095238095238096,False
up50pct,robustness,pit,up50pct::SZ002463::000000,271,mixed_episode_winner|sparse_phase_subgroup,False,False,0.933579335793358,0.06642066420664207,False
up100pct,robustness,pit,up100pct::SZ002466::000001,167,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.2754491017964072,0.05389221556886228,False
up150pct,robustness,pit,up150pct::SZ002466::000001,57,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.43859649122807015,0.08771929824561403,False
up100pct,robustness,pit,up100pct::SZ002475::000000,109,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8899082568807339,0.11009174311926606,False
up150pct,robustness,pit,up150pct::SZ002475::000000,17,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.35294117647058826,False
up50pct,robustness,pit,up50pct::SZ002475::000000,167,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ002491::000000,19,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7368421052631579,0.2631578947368421,False
up50pct,train,pit,up50pct::SZ002491::000000,21,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7142857142857143,0.2857142857142857,False
up100pct,train,pit,up100pct::SZ002493::000000,259,mixed_episode_winner|stair_step_winner,True,True,0.9420849420849421,0.0,False
up100pct,robustness,pit,up100pct::SZ002493::000001,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up150pct,train,pit,up150pct::SZ002493::000000,223,mixed_episode_winner|stair_step_winner,True,True,0.8340807174887892,0.0,False
up50pct,train,pit,up50pct::SZ002493::000000,303,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ002497::000000,25,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.32,False
up50pct,train,pit,up50pct::SZ002497::000000,81,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8641975308641975,0.13580246913580246,False
up100pct,train,pit,up100pct::SZ002498::000000,18,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.4444444444444444,False
up50pct,train,pit,up50pct::SZ002498::000000,21,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.38095238095238093,False
up100pct,train,pit,up100pct::SZ002507::000000,127,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.2992125984251969,0.07086614173228346,False
up150pct,train,pit,up150pct::SZ002507::000000,16,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.0625,False
up50pct,train,pit,up50pct::SZ002507::000000,201,mixed_episode_winner|stair_step_winner,True,True,0.8905472636815921,0.0,False
up100pct,train,pit,up100pct::SZ002508::000000,15,slow_grind_winner|sparse_phase_subgroup,True,True,0.0,0.2,False
up50pct,train,pit,up50pct::SZ002508::000000,167,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.7904191616766467,0.03592814371257485,False
up150pct,train,pit,up150pct::SZ002531::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002531::000001,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ002555::000000,45,mixed_episode_winner|smooth_trend_winner,True,True,0.4888888888888889,0.0,False
up100pct,robustness,pit,up100pct::SZ002555::000002,113,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.831858407079646,0.07079646017699115,False
up150pct,train,pit,up150pct::SZ002555::000000,37,stair_step_winner,True,True,0.0,0.0,False
up50pct,train,pit,up50pct::SZ002555::000000,81,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.5802469135802469,0.04938271604938271,False
up100pct,train,pit,up100pct::SZ002572::000000,79,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.7974683544303798,0.06329113924050633,False
up150pct,train,pit,up150pct::SZ002572::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002572::000000,239,mixed_episode_winner|stair_step_winner,True,True,0.9288702928870293,0.0,False
up50pct,train,pit,up50pct::SZ002583::000000,26,late_rescue_winner|mixed_episode_winner,True,True,0.4230769230769231,0.0,False
up100pct,train,pit,up100pct::SZ002603::000000,90,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,train,pit,up50pct::SZ002603::000000,90,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,validation,pit,up50pct::SZ002603::000002,28,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ002607::000000,149,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.348993288590604,0.013422818791946308,False
up150pct,train,pit,up150pct::SZ002607::000000,93,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.23655913978494625,0.010752688172043012,False
up50pct,train,pit,up50pct::SZ002607::000000,192,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.6614583333333334,0.010416666666666666,False
up100pct,train,pit,up100pct::SZ002624::000000,90,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.4888888888888889,0.07777777777777778,False
up150pct,train,pit,up150pct::SZ002624::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002624::000000,114,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9649122807017544,0.03508771929824561,False
up100pct,train,pit,up100pct::SZ002647::000000,11,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002647::000000,62,smooth_trend_winner,True,True,0.0,0.0,False
up100pct,train,pit,up100pct::SZ002705::000000,20,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.25,False
up150pct,train,pit,up150pct::SZ002705::000000,17,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.29411764705882354,False
up50pct,train,pit,up50pct::SZ002705::000000,62,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9516129032258065,0.04838709677419355,False
up100pct,robustness,pit,up100pct::SZ002709::000000,237,mixed_episode_winner|smooth_trend_winner,True,True,0.9240506329113924,0.0,False
up150pct,robustness,pit,up150pct::SZ002709::000000,223,mixed_episode_winner|stair_step_winner,True,True,0.8834080717488789,0.0,False
up50pct,robustness,pit,up50pct::SZ002709::000000,264,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ002755::000000,13,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8461538461538461,0.15384615384615385,False
up50pct,train,pit,up50pct::SZ002755::000000,67,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.582089552238806,0.13432835820895522,False
up100pct,robustness,pit,up100pct::SZ002756::000001,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ002791::000000,64,mixed_episode_winner|smooth_trend_winner,True,True,0.765625,0.0,False
up150pct,train,pit,up150pct::SZ002791::000000,57,stair_step_winner,True,True,0.0,0.0,False
up50pct,train,pit,up50pct::SZ002791::000000,154,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.8896103896103896,0.01948051948051948,False
up50pct,train,pit,up50pct::SZ002791::000001,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ002797::000000,10,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002797::000000,188,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9787234042553191,0.02127659574468085,False
up100pct,robustness,pit,up100pct::SZ002812::000000,100,mixed_episode_winner|stair_step_winner,True,True,0.35,0.0,False
up150pct,robustness,pit,up150pct::SZ002812::000000,50,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.7,0.08,False
up50pct,robustness,pit,up50pct::SZ002812::000000,121,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,robustness,pit,up100pct::SZ002837::000000,60,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9,0.1,False
up150pct,robustness,pit,up150pct::SZ002837::000000,56,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8928571428571429,0.10714285714285714,False
up50pct,robustness,pit,up50pct::SZ002837::000000,114,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9824561403508771,0.017543859649122806,False
up100pct,robustness,pit,up100pct::SZ002850::000000,27,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.1111111111111111,False
up50pct,robustness,pit,up50pct::SZ002850::000000,135,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.7703703703703704,0.02962962962962963,False
up100pct,robustness,pit,up100pct::SZ002851::000000,65,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.6461538461538462,0.015384615384615385,False
up150pct,robustness,pit,up150pct::SZ002851::000000,11,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ002851::000000,116,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9827586206896551,0.017241379310344827,False
up100pct,train,pit,up100pct::SZ002867::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002867::000000,38,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9473684210526315,0.05263157894736842,False
up50pct,validation,pit,up50pct::SZ002920::000001,55,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8363636363636363,0.16363636363636364,False
up50pct,robustness,pit,up50pct::SZ002920::000002,37,mixed_episode_winner|smooth_trend_winner,True,True,0.5675675675675675,0.0,False
up100pct,robustness,pit,up100pct::SZ002939::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002939::000000,10,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002939::000001,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002945::000000,8,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ003022::000000,56,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.2857142857142857,0.16071428571428573,False
up150pct,train,pit,up150pct::SZ003022::000000,35,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.45714285714285713,0.17142857142857143,False
up50pct,train,pit,up50pct::SZ003022::000000,65,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8615384615384616,0.13846153846153847,False
up100pct,validation,pit,up100pct::SZ003031::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up150pct,validation,pit,up150pct::SZ003031::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,validation,pit,up50pct::SZ003031::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ300001::000000,129,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8914728682170543,0.10852713178294573,False
up150pct,train,pit,up150pct::SZ300001::000000,14,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,train,pit,up50pct::SZ300001::000000,283,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,robustness,pit,up50pct::SZ300002::000002,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,robustness,pit,up100pct::SZ300003::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300003::000000,146,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9931506849315068,0.00684931506849315,False
up50pct,train,pit,up50pct::SZ300004::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ300006::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300006::000000,23,mixed_episode_winner|sparse_phase_subgroup,False,False,0.782608695652174,0.21739130434782608,False
up100pct,train,pit,up100pct::SZ300008::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ300008::000001,12,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300008::000000,21,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6666666666666666,0.3333333333333333,False
up50pct,train,pit,up50pct::SZ300008::000001,71,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.6338028169014085,0.056338028169014086,False
up100pct,train,pit,up100pct::SZ300010::000000,28,mixed_episode_winner|sparse_phase_subgroup,False,False,0.5357142857142857,0.4642857142857143,False
up150pct,train,pit,up150pct::SZ300010::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300010::000000,70,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.2857142857142857,0.2857142857142857,False
up50pct,train,pit,up50pct::SZ300010::000001,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up100pct,train,pit,up100pct::SZ300012::000000,106,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.20754716981132076,0.009433962264150943,False
up150pct,train,pit,up150pct::SZ300012::000000,31,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.16129032258064516,False
up50pct,train,pit,up50pct::SZ300012::000000,148,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.8378378378378378,0.006756756756756757,False
up50pct,robustness,pit,up50pct::SZ300012::000001,47,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ300020::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300020::000000,29,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6551724137931034,0.3448275862068966,False
up100pct,train,pit,up100pct::SZ300026::000000,196,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9897959183673469,0.01020408163265306,False
up150pct,train,pit,up150pct::SZ300026::000000,35,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9714285714285714,0.02857142857142857,False
up50pct,train,pit,up50pct::SZ300026::000000,304,mixed_episode_winner,False,False,1.0,0.0,False
up100pct,train,pit,up100pct::SZ300031::000000,85,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.6470588235294118,0.058823529411764705,False
up150pct,train,pit,up150pct::SZ300031::000000,41,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.2926829268292683,0.0975609756097561,False
up50pct,train,pit,up50pct::SZ300031::000000,155,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9548387096774194,0.04516129032258064,False
up50pct,robustness,pit,up50pct::SZ300033::000001,52,jump_repricing_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.5,0.057692307692307696,False
up100pct,train,pit,up100pct::SZ300035::000000,13,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,train,pit,up50pct::SZ300035::000000,39,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9743589743589743,0.02564102564102564,False
up100pct,train,pit,up100pct::SZ300036::000000,10,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300036::000000,135,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9037037037037037,0.0962962962962963,False
up100pct,robustness,pit,up100pct::SZ300037::000000,138,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9420289855072463,0.057971014492753624,False
up150pct,robustness,pit,up150pct::SZ300037::000000,11,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300037::000000,210,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9619047619047619,0.0380952380952381,False
up100pct,train,pit,up100pct::SZ300039::000000,45,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.4222222222222222,False
up150pct,train,pit,up150pct::SZ300039::000000,35,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.2571428571428571,False
up50pct,train,pit,up50pct::SZ300039::000000,48,mixed_episode_winner|sparse_phase_subgroup,False,False,0.5416666666666666,0.4583333333333333,False
up100pct,train,pit,up100pct::SZ300043::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300043::000000,71,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8028169014084507,0.19718309859154928,False
up100pct,train,pit,up100pct::SZ300045::000000,102,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.4117647058823529,0.049019607843137254,False
up50pct,train,pit,up50pct::SZ300045::000000,102,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.4117647058823529,0.049019607843137254,False
up50pct,robustness,pit,up50pct::SZ300045::000001,18,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6666666666666666,0.3333333333333333,False
up100pct,train,pit,up100pct::SZ300047::000000,57,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.19298245614035087,0.10526315789473684,False
up150pct,train,pit,up150pct::SZ300047::000000,14,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300047::000000,62,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.1774193548387097,0.0967741935483871,False
up100pct,train,pit,up100pct::SZ300053::000000,182,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.42857142857142855,0.04395604395604396,False
up150pct,train,pit,up150pct::SZ300053::000000,35,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.45714285714285713,0.08571428571428572,False
up50pct,train,pit,up50pct::SZ300053::000000,228,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.4605263157894737,0.039473684210526314,False
up100pct,robustness,pit,up100pct::SZ300054::000000,271,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.7269372693726938,0.033210332103321034,False
up150pct,robustness,pit,up150pct::SZ300054::000000,231,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup|stair_step_winner,True,False,0.5064935064935064,0.030303030303030304,False
up50pct,robustness,pit,up50pct::SZ300054::000000,270,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9666666666666667,0.03333333333333333,False
up100pct,train,pit,up100pct::SZ300055::000000,60,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.7,0.06666666666666667,False
up150pct,train,pit,up150pct::SZ300055::000000,18,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8888888888888888,0.1111111111111111,False
up50pct,train,pit,up50pct::SZ300055::000000,61,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9180327868852459,0.08196721311475409,False
up100pct,train,pit,up100pct::SZ300066::000000,21,late_rescue_winner,True,True,0.0,0.0,False
up50pct,train,pit,up50pct::SZ300066::000000,27,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8888888888888888,0.1111111111111111,False
up100pct,train,pit,up100pct::SZ300072::000000,38,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,train,pit,up50pct::SZ300072::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300072::000001,211,mixed_episode_winner|sparse_phase_subgroup,False,False,0.981042654028436,0.018957345971563982,False
up100pct,robustness,pit,up100pct::SZ300073::000001,21,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9047619047619048,0.09523809523809523,False
up100pct,train,pit,up100pct::SZ300079::000000,113,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8672566371681416,0.13274336283185842,False
up150pct,train,pit,up150pct::SZ300079::000000,36,mixed_episode_winner|sparse_phase_subgroup,False,False,0.3888888888888889,0.6111111111111112,False
