threshold_id,split_bucket,phase_scheme,entry_phase_value,episode_cluster_id,anchor_n,eligible_phase_subgroup,sparse_phase_subgroup,distinct_path_type_n,path_type_distribution_vector,dominant_path_type,dominant_share,internal_entropy,subgroup_earliest_anchor_path_type,subgroup_shortest_duration_anchor_path_type,subgroup_medoid_anchor_path_type,subgroup_representative_disagreement,subtype_0p70,subtype_0p75,subtype_assignment_status
up100pct,train,pit,breakout_pit,up100pct::SH600570::000000,1,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,robustness,pit,early_base_pit,up100pct::SH600570::000001,2,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,robustness,pit,breakout_pit,up100pct::SH600570::000001,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,undetermined_pit,up150pct::SH600570::000000,14,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,early_base_pit,up150pct::SH600570::000000,2,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,mid_trend_pit,up150pct::SH600570::000000,10,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up150pct,train,pit,late_chase_pit,up150pct::SH600570::000000,9,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,breakout_pit,up150pct::SH600570::000000,1,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600570::000000,79,True,False,3,"{""smooth_trend_winner"": 0.13924050632911392, ""stair_step_winner"": 0.6835443037974683, ""unclassified_mixed_path"": 0.17721518987341772}",stair_step_winner,0.6835443037974683,0.7657253978613894,unclassified_mixed_path,smooth_trend_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SH600570::000000,2,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600570::000000,49,True,False,4,"{""jump_repricing_winner"": 0.04081632653061224, ""smooth_trend_winner"": 0.14285714285714285, ""stair_step_winner"": 0.6326530612244898, ""unclassified_mixed_path"": 0.1836734693877551}",stair_step_winner,0.6326530612244898,0.7281621150231431,unclassified_mixed_path,jump_repricing_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600570::000000,55,True,False,4,"{""jump_repricing_winner"": 0.09090909090909091, ""smooth_trend_winner"": 0.01818181818181818, ""stair_step_winner"": 0.6363636363636364, ""unclassified_mixed_path"": 0.2545454545454545}",stair_step_winner,0.6363636363636364,0.6685206297049018,jump_repricing_winner,jump_repricing_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,breakout_pit,up50pct::SH600570::000000,3,False,True,2,"{""stair_step_winner"": 0.6666666666666666, ""unclassified_mixed_path"": 0.3333333333333333}",stair_step_winner,0.6666666666666666,0.9182958340544894,unclassified_mixed_path,stair_step_winner,stair_step_winner,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,robustness,pit,undetermined_pit,up50pct::SH600570::000002,30,True,False,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,robustness,pit,early_base_pit,up50pct::SH600570::000002,31,True,False,3,"{""jump_repricing_winner"": 0.06451612903225806, ""smooth_trend_winner"": 0.06451612903225806, ""unclassified_mixed_path"": 0.8709677419354839}",unclassified_mixed_path,0.8709677419354839,0.43143634066714925,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,robustness,pit,breakout_pit,up50pct::SH600570::000002,2,False,True,1,"{""jump_repricing_winner"": 1.0}",jump_repricing_winner,1.0,0.0,jump_repricing_winner,jump_repricing_winner,jump_repricing_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,robustness,pit,late_chase_pit,up50pct::SH600570::000002,10,True,False,3,"{""jump_repricing_winner"": 0.1, ""smooth_trend_winner"": 0.1, ""unclassified_mixed_path"": 0.8}",unclassified_mixed_path,0.8,0.5816718657178868,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,robustness,pit,mid_trend_pit,up50pct::SH600570::000002,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600578::000000,8,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,robustness,pit,late_chase_pit,up50pct::SH600578::000001,6,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,robustness,pit,mid_trend_pit,up50pct::SH600578::000001,21,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up50pct,robustness,pit,breakout_pit,up50pct::SH600578::000001,11,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600582::000000,34,True,False,2,"{""late_rescue_winner"": 0.9705882352941176, ""unclassified_mixed_path"": 0.029411764705882353}",late_rescue_winner,0.9705882352941176,0.19143325481419346,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SH600582::000000,3,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,breakout_pit,up50pct::SH600582::000000,9,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600582::000000,20,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600582::000000,1,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,late_chase_pit,up100pct::SH600585::000000,4,False,True,2,"{""slow_grind_winner"": 0.5, ""stair_step_winner"": 0.5}",stair_step_winner,0.5,1.0,stair_step_winner,stair_step_winner,slow_grind_winner,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SH600585::000000,11,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600585::000000,5,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,breakout_pit,up100pct::SH600585::000000,1,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600585::000000,16,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600585::000000,36,True,False,3,"{""smooth_trend_winner"": 0.05555555555555555, ""stair_step_winner"": 0.8333333333333334, ""unclassified_mixed_path"": 0.1111111111111111}",stair_step_winner,0.8333333333333334,0.5066818470208005,unclassified_mixed_path,unclassified_mixed_path,stair_step_winner,True,stair_step_winner,stair_step_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600585::000000,35,True,False,2,"{""stair_step_winner"": 0.8285714285714286, ""unclassified_mixed_path"": 0.17142857142857143}",stair_step_winner,0.8285714285714286,0.6609623351442084,stair_step_winner,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SH600585::000000,29,True,False,2,"{""stair_step_winner"": 0.7931034482758621, ""unclassified_mixed_path"": 0.20689655172413793}",stair_step_winner,0.7931034482758621,0.7355085815538399,stair_step_winner,unclassified_mixed_path,stair_step_winner,True,stair_step_winner,stair_step_winner,pass
up100pct,robustness,pit,undetermined_pit,up100pct::SH600588::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,robustness,pit,undetermined_pit,up50pct::SH600588::000000,37,True,False,2,"{""jump_repricing_winner"": 0.10810810810810811, ""unclassified_mixed_path"": 0.8918918918918919}",unclassified_mixed_path,0.8918918918918919,0.4941829348497886,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,robustness,pit,early_base_pit,up50pct::SH600588::000000,19,True,False,2,"{""jump_repricing_winner"": 0.05263157894736842, ""unclassified_mixed_path"": 0.9473684210526315}",unclassified_mixed_path,0.9473684210526315,0.29747224891928964,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,robustness,pit,breakout_pit,up50pct::SH600588::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,robustness,pit,late_chase_pit,up50pct::SH600588::000000,17,True,False,2,"{""jump_repricing_winner"": 0.35294117647058826, ""unclassified_mixed_path"": 0.6470588235294118}",unclassified_mixed_path,0.6470588235294118,0.9366673818775625,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,robustness,pit,mid_trend_pit,up50pct::SH600588::000000,33,True,False,2,"{""jump_repricing_winner"": 0.6666666666666666, ""unclassified_mixed_path"": 0.3333333333333333}",jump_repricing_winner,0.6666666666666666,0.9182958340544894,unclassified_mixed_path,jump_repricing_winner,jump_repricing_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,robustness,pit,early_base_pit,up50pct::SH600588::000001,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,late_chase_pit,up100pct::SH600596::000000,1,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,late_chase_pit,up150pct::SH600596::000000,1,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600597::000000,2,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600597::000000,18,True,False,3,"{""late_rescue_winner"": 0.6666666666666666, ""stair_step_winner"": 0.16666666666666666, ""unclassified_mixed_path"": 0.16666666666666666}",late_rescue_winner,0.6666666666666666,0.7896900821428474,late_rescue_winner,stair_step_winner,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SH600597::000000,2,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,breakout_pit,up50pct::SH600597::000000,1,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600597::000000,17,True,False,3,"{""jump_repricing_winner"": 0.058823529411764705, ""smooth_trend_winner"": 0.11764705882352941, ""unclassified_mixed_path"": 0.8235294117647058}",unclassified_mixed_path,0.8235294117647058,0.5264143616682583,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600597::000000,3,False,True,2,"{""smooth_trend_winner"": 0.3333333333333333, ""unclassified_mixed_path"": 0.6666666666666666}",unclassified_mixed_path,0.6666666666666666,0.9182958340544894,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SH600598::000000,48,True,False,3,"{""late_rescue_winner"": 0.020833333333333332, ""stair_step_winner"": 0.875, ""unclassified_mixed_path"": 0.10416666666666667}",stair_step_winner,0.875,0.3942157909864426,unclassified_mixed_path,stair_step_winner,stair_step_winner,True,stair_step_winner,stair_step_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600598::000000,62,True,False,5,"{""late_rescue_winner"": 0.20967741935483872, ""slow_grind_winner"": 0.016129032258064516, ""smooth_trend_winner"": 0.016129032258064516, ""stair_step_winner"": 0.5645161290322581, ""unclassified_mixed_path"": 0.1935483870967742}",stair_step_winner,0.5645161290322581,0.6842894747919869,late_rescue_winner,smooth_trend_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,breakout_pit,up100pct::SH600598::000000,17,True,False,2,"{""stair_step_winner"": 0.8823529411764706, ""unclassified_mixed_path"": 0.11764705882352941}",stair_step_winner,0.8823529411764706,0.5225593745369408,unclassified_mixed_path,stair_step_winner,stair_step_winner,True,stair_step_winner,stair_step_winner,pass
up100pct,train,pit,mid_trend_pit,up100pct::SH600598::000000,27,True,False,2,"{""stair_step_winner"": 0.9629629629629629, ""unclassified_mixed_path"": 0.037037037037037035}",stair_step_winner,0.9629629629629629,0.22853814395352803,stair_step_winner,stair_step_winner,stair_step_winner,False,stair_step_winner,stair_step_winner,pass
up100pct,train,pit,late_chase_pit,up100pct::SH600598::000000,2,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,early_base_pit,up150pct::SH600598::000000,4,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,undetermined_pit,up150pct::SH600598::000000,20,True,False,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,breakout_pit,up150pct::SH600598::000000,8,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,mid_trend_pit,up150pct::SH600598::000000,5,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SH600598::000000,50,True,False,5,"{""choppy_reversal_winner"": 0.04, ""jump_repricing_winner"": 0.12, ""smooth_trend_winner"": 0.1, ""stair_step_winner"": 0.14, ""unclassified_mixed_path"": 0.6}",unclassified_mixed_path,0.6,0.7426172401906015,choppy_reversal_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600598::000000,74,True,False,5,"{""choppy_reversal_winner"": 0.02702702702702703, ""jump_repricing_winner"": 0.02702702702702703, ""smooth_trend_winner"": 0.2972972972972973, ""stair_step_winner"": 0.10810810810810811, ""unclassified_mixed_path"": 0.5405405405405406}",unclassified_mixed_path,0.5405405405405406,0.7013912851156963,choppy_reversal_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SH600598::000000,17,True,False,2,"{""smooth_trend_winner"": 0.058823529411764705, ""unclassified_mixed_path"": 0.9411764705882353}",unclassified_mixed_path,0.9411764705882353,0.3227569588973983,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600598::000000,33,True,False,3,"{""jump_repricing_winner"": 0.09090909090909091, ""smooth_trend_winner"": 0.18181818181818182, ""unclassified_mixed_path"": 0.7272727272727273}",unclassified_mixed_path,0.7272727272727273,0.6913698302025114,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600598::000000,21,True,False,3,"{""jump_repricing_winner"": 0.047619047619047616, ""stair_step_winner"": 0.42857142857142855, ""unclassified_mixed_path"": 0.5238095238095238}",unclassified_mixed_path,0.5238095238095238,0.7708036670144927,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,early_base_pit,up100pct::SH600604::000000,3,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600604::000000,19,True,False,2,"{""smooth_trend_winner"": 0.5263157894736842, ""unclassified_mixed_path"": 0.47368421052631576}",smooth_trend_winner,0.5263157894736842,0.9980008838722995,unclassified_mixed_path,smooth_trend_winner,smooth_trend_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,early_base_pit,up150pct::SH600604::000000,3,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,undetermined_pit,up150pct::SH600604::000000,16,True,False,2,"{""smooth_trend_winner"": 0.4375, ""unclassified_mixed_path"": 0.5625}",unclassified_mixed_path,0.5625,0.9886994082884974,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SH600604::000000,3,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600604::000000,11,True,False,2,"{""smooth_trend_winner"": 0.18181818181818182, ""unclassified_mixed_path"": 0.8181818181818182}",unclassified_mixed_path,0.8181818181818182,0.6840384356390417,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SH600604::000000,2,False,True,1,"{""smooth_trend_winner"": 1.0}",smooth_trend_winner,1.0,0.0,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600604::000000,1,False,True,1,"{""smooth_trend_winner"": 1.0}",smooth_trend_winner,1.0,0.0,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600621::000000,26,True,False,2,"{""late_rescue_winner"": 0.3076923076923077, ""stair_step_winner"": 0.6923076923076923}",stair_step_winner,0.6923076923076923,0.8904916402194913,late_rescue_winner,stair_step_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,late_chase_pit,up100pct::SH600621::000000,7,False,True,2,"{""late_rescue_winner"": 0.2857142857142857, ""stair_step_winner"": 0.7142857142857143}",stair_step_winner,0.7142857142857143,0.8631205685666311,late_rescue_winner,stair_step_winner,stair_step_winner,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SH600621::000000,5,False,True,2,"{""choppy_reversal_winner"": 0.6, ""stair_step_winner"": 0.4}",choppy_reversal_winner,0.6,0.9709505944546688,choppy_reversal_winner,stair_step_winner,choppy_reversal_winner,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SH600621::000000,2,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SH600621::000000,61,True,False,4,"{""choppy_reversal_winner"": 0.06557377049180328, ""late_rescue_winner"": 0.08196721311475409, ""smooth_trend_winner"": 0.08196721311475409, ""stair_step_winner"": 0.7704918032786885}",stair_step_winner,0.7704918032786885,0.5695903328984713,late_rescue_winner,smooth_trend_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,late_chase_pit,up50pct::SH600621::000000,34,True,False,5,"{""jump_repricing_winner"": 0.058823529411764705, ""late_rescue_winner"": 0.20588235294117646, ""smooth_trend_winner"": 0.11764705882352941, ""stair_step_winner"": 0.35294117647058826, ""unclassified_mixed_path"": 0.2647058823529412}",stair_step_winner,0.35294117647058826,0.90915032418039,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,mid_trend_pit,up50pct::SH600621::000000,27,True,False,5,"{""choppy_reversal_winner"": 0.1111111111111111, ""jump_repricing_winner"": 0.07407407407407407, ""smooth_trend_winner"": 0.48148148148148145, ""stair_step_winner"": 0.2962962962962963, ""unclassified_mixed_path"": 0.037037037037037035}",smooth_trend_winner,0.48148148148148145,0.7899143824009839,choppy_reversal_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,early_base_pit,up50pct::SH600621::000000,2,False,True,2,"{""stair_step_winner"": 0.5, ""unclassified_mixed_path"": 0.5}",stair_step_winner,0.5,1.0,stair_step_winner,unclassified_mixed_path,unclassified_mixed_path,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,breakout_pit,up50pct::SH600621::000000,1,False,True,1,"{""stair_step_winner"": 1.0}",stair_step_winner,1.0,0.0,stair_step_winner,stair_step_winner,stair_step_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SH600623::000000,10,True,False,2,"{""late_rescue_winner"": 0.2, ""stair_step_winner"": 0.8}",stair_step_winner,0.8,0.7219280948873623,late_rescue_winner,stair_step_winner,stair_step_winner,True,stair_step_winner,stair_step_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SH600623::000000,16,True,False,3,"{""late_rescue_winner"": 0.5625, ""stair_step_winner"": 0.125, ""unclassified_mixed_path"": 0.3125}",late_rescue_winner,0.5625,0.8620485698650452,late_rescue_winner,stair_step_winner,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,undetermined_pit,up50pct::SH600623::000000,29,True,False,3,"{""choppy_reversal_winner"": 0.034482758620689655, ""late_rescue_winner"": 0.7241379310344828, ""unclassified_mixed_path"": 0.2413793103448276}",late_rescue_winner,0.7241379310344828,0.6307404425754963,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,mid_trend_pit,up50pct::SH600623::000000,23,True,False,2,"{""late_rescue_winner"": 0.9130434782608695, ""unclassified_mixed_path"": 0.08695652173913043}",late_rescue_winner,0.9130434782608695,0.42622865699814483,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,early_base_pit,up50pct::SH600623::000000,10,True,False,2,"{""late_rescue_winner"": 0.2, ""unclassified_mixed_path"": 0.8}",unclassified_mixed_path,0.8,0.7219280948873623,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,breakout_pit,up50pct::SH600623::000000,12,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SH600623::000000,4,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
