split,event_scope,event_stage,family_group,family_id,bad_score_bucket,event_count,weighted_event_count,unique_instrument_count,unique_signal_date_count,p_good,p_bad,p_neutral,p_good_minus_p_bad,big_winner_rate
train,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,5_6,15,11.0,11,11,0.09090909090909091,0.8181818181818182,0.09090909090909091,-0.7272727272727273,0.36363636363636365
train,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,7plus,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.3333333333333333
train,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,0_2,952,279.0,150,193,0.03942652329749103,0.9605734767025089,0.0,-0.9211469534050178,0.3154121863799283
train,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,3_4,921,238.0,163,160,0.06302521008403361,0.9369747899159664,0.0,-0.8739495798319328,0.27310924369747897
train,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,5_6,229,66.0,56,58,0.12121212121212124,0.8787878787878788,0.0,-0.7575757575757576,0.30303030303030304
train,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,7plus,118,42.00000000000002,39,37,0.09523809523809519,0.9047619047619044,0.0,-0.8095238095238092,0.2857142857142856
validation,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,0_2,139,139.0,94,99,0.03597122302158273,0.9568345323741008,0.007194244604316547,-0.920863309352518,0.07194244604316546
validation,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,3_4,116,116.0,92,79,0.0603448275862069,0.9396551724137931,0.0,-0.8793103448275863,0.07758620689655173
validation,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,5_6,49,49.0,43,38,0.061224489795918366,0.8979591836734694,0.04081632653061224,-0.8367346938775511,0.08163265306122448
validation,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,7plus,27,27.0,26,26,0.07407407407407407,0.9259259259259259,0.0,-0.8518518518518519,0.07407407407407407
validation,r02_signal_episode_start,r02_episode_start,per_family,oscillator,0_2,182,182.0,102,111,0.12087912087912088,0.8626373626373627,0.016483516483516484,-0.7417582417582418,0.06593406593406594
validation,r02_signal_episode_start,r02_episode_start,per_family,oscillator,3_4,144,144.0,91,82,0.11805555555555555,0.875,0.006944444444444444,-0.7569444444444444,0.09027777777777778
validation,r02_signal_episode_start,r02_episode_start,per_family,oscillator,5_6,54,54.0,44,37,0.05555555555555555,0.9074074074074074,0.037037037037037035,-0.8518518518518519,0.07407407407407407
validation,r02_signal_episode_start,r02_episode_start,per_family,oscillator,7plus,29,29.0,27,28,0.20689655172413793,0.7586206896551724,0.034482758620689655,-0.5517241379310345,0.1724137931034483
validation,r02_signal_episode_start,r02_episode_start,per_family,price_trend,0_2,136,136.0,91,98,0.051470588235294115,0.9411764705882353,0.007352941176470588,-0.8897058823529411,0.07352941176470588
validation,r02_signal_episode_start,r02_episode_start,per_family,price_trend,3_4,126,126.0,89,80,0.047619047619047616,0.9523809523809523,0.0,-0.9047619047619047,0.07936507936507936
validation,r02_signal_episode_start,r02_episode_start,per_family,price_trend,5_6,52,52.0,47,34,0.07692307692307693,0.8653846153846154,0.057692307692307696,-0.7884615384615385,0.09615384615384616
validation,r02_signal_episode_start,r02_episode_start,per_family,price_trend,7plus,32,32.0,30,30,0.09375,0.90625,0.0,-0.8125,0.09375
validation,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,0_2,132,132.0,91,94,0.045454545454545456,0.946969696969697,0.007575757575757576,-0.9015151515151516,0.09090909090909091
validation,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,3_4,110,110.0,84,72,0.07272727272727272,0.9181818181818182,0.00909090909090909,-0.8454545454545455,0.07272727272727272
validation,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,5_6,46,46.0,40,31,0.043478260869565216,0.8695652173913043,0.08695652173913043,-0.8260869565217391,0.021739130434782608
validation,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,7plus,34,34.0,32,30,0.11764705882352941,0.8823529411764706,0.0,-0.7647058823529411,0.08823529411764706
validation,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,0_2,142,142.0,90,87,0.13380281690140844,0.8450704225352113,0.02112676056338028,-0.7112676056338028,0.07746478873239436
validation,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,3_4,121,121.0,82,76,0.11570247933884298,0.8760330578512396,0.008264462809917356,-0.7603305785123966,0.09090909090909091
validation,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,5_6,41,41.0,34,32,0.14634146341463414,0.8536585365853658,0.0,-0.7073170731707317,0.12195121951219512
validation,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,7plus,30,30.0,29,26,0.13333333333333333,0.8666666666666667,0.0,-0.7333333333333334,0.1
validation,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,0_2,169,169.0,102,105,0.11242603550295859,0.8698224852071006,0.01775147928994083,-0.757396449704142,0.05917159763313609
validation,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,3_4,146,146.0,96,91,0.136986301369863,0.8493150684931506,0.0136986301369863,-0.7123287671232876,0.1095890410958904
validation,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,5_6,51,51.0,39,36,0.11764705882352941,0.803921568627451,0.0784313725490196,-0.6862745098039216,0.058823529411764705
validation,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,7plus,33,33.0,30,31,0.12121212121212122,0.8484848484848485,0.030303030303030304,-0.7272727272727273,0.09090909090909091
validation,r02_signal_episode_start,r02_episode_start,per_family,volume_money,0_2,163,163.0,96,100,0.10429447852760736,0.8711656441717791,0.024539877300613498,-0.7668711656441718,0.049079754601226995
validation,r02_signal_episode_start,r02_episode_start,per_family,volume_money,3_4,168,168.0,99,85,0.1488095238095238,0.8511904761904762,0.0,-0.7023809523809523,0.07142857142857142
validation,r02_signal_episode_start,r02_episode_start,per_family,volume_money,5_6,54,54.0,45,41,0.07407407407407407,0.8703703703703703,0.05555555555555555,-0.7962962962962963,0.16666666666666666
validation,r02_signal_episode_start,r02_episode_start,per_family,volume_money,7plus,31,31.0,30,27,0.1935483870967742,0.7741935483870968,0.03225806451612903,-0.5806451612903225,0.06451612903225806
validation,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,0_2,18,18.0,18,17,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,3_4,24,24.0,23,20,0.0,1.0,0.0,-1.0,0.08333333333333333
validation,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,5_6,7,7.0,7,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,-0.5714285714285714,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,7plus,6,6.0,6,6,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.16666666666666666
validation,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,0_2,29,29.0,26,26,0.2413793103448276,0.7241379310344828,0.034482758620689655,-0.48275862068965514,0.06896551724137931
validation,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,3_4,20,20.0,18,18,0.15,0.85,0.0,-0.7,0.15
validation,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,5_6,7,7.0,7,6,0.14285714285714285,0.42857142857142855,0.42857142857142855,-0.2857142857142857,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,7plus,4,4.0,4,4,0.5,0.5,0.0,0.0,0.25
validation,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,0_2,17,17.0,16,16,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,3_4,15,15.0,14,14,0.06666666666666667,0.9333333333333333,0.0,-0.8666666666666667,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,5_6,3,3.0,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,7plus,2,2.0,2,2,0.5,0.5,0.0,0.0,0.5
validation,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,0_2,20,20.0,20,20,0.0,1.0,0.0,-1.0,0.05
validation,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,3_4,25,25.0,25,22,0.0,1.0,0.0,-1.0,0.08
validation,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,5_6,7,7.0,7,6,0.14285714285714285,0.5714285714285714,0.2857142857142857,-0.42857142857142855,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,7plus,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,0_2,19,19.0,16,17,0.15789473684210525,0.8421052631578947,0.0,-0.6842105263157894,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,3_4,11,11.0,11,11,0.0,1.0,0.0,-1.0,0.09090909090909091
validation,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,5_6,3,3.0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,7plus,2,2.0,2,2,0.5,0.5,0.0,0.0,0.5
validation,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,0_2,20,20.0,18,17,0.2,0.7,0.1,-0.49999999999999994,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,3_4,28,28.0,24,25,0.2857142857142857,0.6785714285714286,0.03571428571428571,-0.3928571428571429,0.10714285714285714
validation,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,5_6,4,4.0,4,3,0.25,0.25,0.5,0.0,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,7plus,6,6.0,6,6,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666669,0.16666666666666666
validation,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,0_2,20,20.0,18,17,0.25,0.65,0.1,-0.4,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,3_4,29,29.0,27,25,0.27586206896551724,0.7241379310344828,0.0,-0.4482758620689655,0.13793103448275862
validation,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,5_6,5,5.0,4,5,0.2,0.6,0.2,-0.39999999999999997,0.0
validation,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,0_2,15,15.0,15,13,0.13333333333333333,0.8,0.06666666666666667,-0.6666666666666667,0.06666666666666667
validation,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,3_4,9,9.0,9,9,0.1111111111111111,0.8888888888888888,0.0,-0.7777777777777777,0.1111111111111111
validation,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,0_2,19,19.0,17,18,0.2631578947368421,0.6842105263157895,0.05263157894736842,-0.4210526315789474,0.10526315789473684
validation,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,3_4,22,22.0,21,20,0.2727272727272727,0.7272727272727273,0.0,-0.4545454545454546,0.09090909090909091
validation,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,5_6,5,5.0,5,4,0.0,0.8,0.2,-0.8,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,7plus,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,0_2,12,12.0,12,11,0.16666666666666666,0.75,0.08333333333333333,-0.5833333333333334,0.08333333333333333
validation,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,3_4,17,17.0,15,15,0.058823529411764705,0.9411764705882353,0.0,-0.8823529411764706,0.058823529411764705
validation,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,5_6,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,7plus,2,2.0,2,2,0.5,0.5,0.0,0.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,0_2,11,11.0,11,10,0.18181818181818182,0.7272727272727273,0.09090909090909091,-0.5454545454545454,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,3_4,9,9.0,8,9,0.0,0.8888888888888888,0.1111111111111111,-0.8888888888888888,0.1111111111111111
validation,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,5_6,2,2.0,2,2,0.0,0.5,0.5,-0.5,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,7plus,1,1.0,1,1,1.0,0.0,0.0,1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,0_2,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,3_4,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,0_2,16,16.0,16,14,0.125,0.875,0.0,-0.75,0.125
validation,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,3_4,19,19.0,18,15,0.21052631578947367,0.7894736842105263,0.0,-0.5789473684210527,0.05263157894736842
validation,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,5_6,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,0_2,16,16.0,13,16,0.0625,0.875,0.0625,-0.8125,0.1875
validation,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,3_4,15,15.0,15,13,0.0,1.0,0.0,-1.0,0.06666666666666667
validation,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,5_6,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,7plus,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,0_2,6,6.0,6,6,0.0,1.0,0.0,-1.0,0.16666666666666666
validation,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,3_4,5,5.0,5,5,0.2,0.8,0.0,-0.6000000000000001,0.2
validation,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,0_2,8,8.0,8,8,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,3_4,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.2
validation,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,5_6,4,4.0,4,4,0.25,0.75,0.0,-0.5,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,0_2,11,11.0,10,10,0.0,1.0,0.0,-1.0,0.09090909090909091
validation,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,3_4,7,7.0,7,7,0.0,1.0,0.0,-1.0,0.14285714285714285
validation,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,5_6,5,5.0,5,4,0.2,0.6,0.2,-0.39999999999999997,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,0_2,7,7.0,6,6,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,3_4,6,6.0,6,5,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,0_2,10,10.0,9,10,0.1,0.9,0.0,-0.8,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,3_4,7,7.0,7,7,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,5_6,2,2.0,2,2,0.0,0.5,0.5,-0.5,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,0_2,6,6.0,6,6,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,3_4,7,7.0,7,7,0.2857142857142857,0.7142857142857143,0.0,-0.4285714285714286,0.0
validation,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,5_6,4,4.0,4,4,0.5,0.5,0.0,0.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,0_2,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,3_4,6,6.0,5,6,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,5_6,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,0_2,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,3_4,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,0_2,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,3_4,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,0_2,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,3_4,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,3_4,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,0_2,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,3_4,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,1.0
validation,r03_seed_family_event,seed_family,per_family,momentum_rps,0_2,44,44.0,38,41,0.0,1.0,0.0,-1.0,0.11363636363636363
validation,r03_seed_family_event,seed_family,per_family,momentum_rps,3_4,31,31.0,29,28,0.06451612903225806,0.9354838709677419,0.0,-0.8709677419354838,0.06451612903225806
validation,r03_seed_family_event,seed_family,per_family,momentum_rps,5_6,6,6.0,5,6,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.3333333333333333
validation,r03_seed_family_event,seed_family,per_family,momentum_rps,7plus,6,6.0,6,6,0.0,1.0,0.0,-1.0,0.16666666666666666
validation,r03_seed_family_event,seed_family,per_family,oscillator,0_2,22,22.0,21,21,0.0,1.0,0.0,-1.0,0.18181818181818182
validation,r03_seed_family_event,seed_family,per_family,oscillator,3_4,17,17.0,17,14,0.11764705882352941,0.8235294117647058,0.058823529411764705,-0.7058823529411764,0.11764705882352941
validation,r03_seed_family_event,seed_family,per_family,oscillator,5_6,6,6.0,6,5,0.0,1.0,0.0,-1.0,0.16666666666666666
validation,r03_seed_family_event,seed_family,per_family,oscillator,7plus,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_seed_family_event,seed_family,per_family,price_trend,0_2,41,41.0,37,35,0.0,1.0,0.0,-1.0,0.14634146341463414
validation,r03_seed_family_event,seed_family,per_family,price_trend,3_4,32,32.0,30,28,0.0,1.0,0.0,-1.0,0.03125
validation,r03_seed_family_event,seed_family,per_family,price_trend,5_6,7,7.0,6,6,0.0,1.0,0.0,-1.0,0.2857142857142857
validation,r03_seed_family_event,seed_family,per_family,price_trend,7plus,4,4.0,4,3,0.0,1.0,0.0,-1.0,0.0
validation,r03_seed_family_event,seed_family,per_family,pullback_drawdown,0_2,49,49.0,39,44,0.0,1.0,0.0,-1.0,0.14285714285714285
validation,r03_seed_family_event,seed_family,per_family,pullback_drawdown,3_4,33,33.0,32,30,0.06060606060606061,0.9393939393939394,0.0,-0.8787878787878789,0.06060606060606061
validation,r03_seed_family_event,seed_family,per_family,pullback_drawdown,5_6,8,8.0,8,7,0.125,0.875,0.0,-0.75,0.25
validation,r03_seed_family_event,seed_family,per_family,pullback_drawdown,7plus,6,6.0,6,5,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.16666666666666666
validation,r03_seed_family_event,seed_family,per_family,range_breakout,0_2,74,74.0,56,55,0.10810810810810811,0.8783783783783784,0.013513513513513514,-0.7702702702702703,0.10810810810810811
validation,r03_seed_family_event,seed_family,per_family,range_breakout,3_4,54,54.0,48,44,0.2037037037037037,0.7777777777777778,0.018518518518518517,-0.5740740740740741,0.07407407407407407
validation,r03_seed_family_event,seed_family,per_family,range_breakout,5_6,13,13.0,13,12,0.0,0.9230769230769231,0.07692307692307693,-0.9230769230769231,0.15384615384615385
validation,r03_seed_family_event,seed_family,per_family,range_breakout,7plus,7,7.0,7,4,0.42857142857142855,0.5714285714285714,0.0,-0.14285714285714285,0.0
validation,r03_seed_family_event,seed_family,per_family,volatility_band,0_2,34,34.0,29,28,0.08823529411764706,0.9117647058823529,0.0,-0.8235294117647058,0.14705882352941177
validation,r03_seed_family_event,seed_family,per_family,volatility_band,3_4,29,29.0,29,22,0.13793103448275862,0.8275862068965517,0.034482758620689655,-0.6896551724137931,0.10344827586206896
validation,r03_seed_family_event,seed_family,per_family,volatility_band,5_6,8,8.0,8,8,0.0,1.0,0.0,-1.0,0.25
validation,r03_seed_family_event,seed_family,per_family,volatility_band,7plus,1,1.0,1,1,1.0,0.0,0.0,1.0,0.0
validation,r03_seed_family_event,seed_family,per_family,volume_money,0_2,30,30.0,29,25,0.1,0.8666666666666667,0.03333333333333333,-0.7666666666666667,0.06666666666666667
validation,r03_seed_family_event,seed_family,per_family,volume_money,3_4,19,19.0,18,18,0.05263157894736842,0.9473684210526315,0.0,-0.894736842105263,0.05263157894736842
validation,r03_seed_family_event,seed_family,per_family,volume_money,5_6,10,10.0,10,8,0.1,0.9,0.0,-0.8,0.1
validation,r03_seed_family_event,seed_family,per_family,volume_money,7plus,6,6.0,6,5,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
validation,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,0_2,1063,495.0,126,202,0.10707070707070708,0.8767676767676768,0.016161616161616158,-0.7696969696969697,0.05454545454545454
validation,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,3_4,931,435.0,124,171,0.12413793103448276,0.8689655172413793,0.006896551724137932,-0.7448275862068965,0.0896551724137931
validation,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,5_6,347,154.0,82,91,0.07142857142857142,0.8636363636363636,0.06493506493506493,-0.7922077922077922,0.09090909090909091
validation,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,7plus,216,104.0,59,74,0.1346153846153846,0.8461538461538461,0.019230769230769232,-0.7115384615384616,0.1153846153846154
validation,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,0_2,143,70.00000000000003,55,55,0.18571428571428564,0.7714285714285714,0.04285714285714284,-0.5857142857142857,0.04285714285714284
validation,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,3_4,152,72.0,59,52,0.16666666666666666,0.8194444444444444,0.013888888888888888,-0.6527777777777778,0.09722222222222222
validation,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,5_6,36,14.999999999999996,13,13,0.20000000000000004,0.6000000000000001,0.20000000000000004,-0.4,0.0
validation,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,7plus,26,11.000000000000002,10,11,0.3636363636363636,0.5454545454545453,0.0909090909090909,-0.1818181818181817,0.0909090909090909
validation,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,0_2,92,53.00000000000001,44,42,0.13207547169811318,0.830188679245283,0.037735849056603765,-0.6981132075471698,0.07547169811320753
validation,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,3_4,93,58.0,49,44,0.13793103448275862,0.8448275862068966,0.017241379310344827,-0.7068965517241379,0.08620689655172412
validation,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,5_6,14,10.000000000000002,9,7,0.0,0.7999999999999998,0.19999999999999996,-0.7999999999999998,0.0
validation,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,7plus,10,6.999999999999999,7,7,0.2857142857142857,0.7142857142857144,0.0,-0.4285714285714287,0.0
validation,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,0_2,48,33.0,29,27,0.030303030303030304,0.9696969696969697,0.0,-0.9393939393939394,0.030303030303030304
validation,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,3_4,37,25.0,24,23,0.16,0.84,0.0,-0.6799999999999999,0.08
validation,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,5_6,17,10.0,9,9,0.2,0.6,0.2,-0.39999999999999997,0.0
validation,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,7plus,4,1.9999999999999998,2,2,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,0_2,10,8.0,7,8,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,3_4,13,7.999999999999999,7,8,0.0,1.0,0.0,-1.0,0.0
validation,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,5_6,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.2
validation,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
validation,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,0_2,294,98.0,68,75,0.09183673469387756,0.8979591836734694,0.01020408163265306,-0.8061224489795918,0.09183673469387756
validation,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,3_4,215,69.00000000000001,60,55,0.15942028985507242,0.8260869565217391,0.014492753623188403,-0.6666666666666667,0.07246376811594202
