atomic_condition_id,family_id,feature_template_id,window,operator,threshold,pit_formula,required_fields,lookback_days_required,warmup_policy,nan_policy,formula_hash,selected_for_candidate_generation
momentum_rps__rps10__gteq__0_5,momentum_rps,rps_N,10,>=,0.5,rps10_r02 >= 0.5,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f3f55a18395b15f0,True
momentum_rps__rps10__gteq__0_6,momentum_rps,rps_N,10,>=,0.6,rps10_r02 >= 0.6,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,376560114d579a17,True
momentum_rps__rps10__gteq__0_7,momentum_rps,rps_N,10,>=,0.7,rps10_r02 >= 0.7,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,05a300996c6dc0ca,False
momentum_rps__rps10__gteq__0_8,momentum_rps,rps_N,10,>=,0.8,rps10_r02 >= 0.8,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,94b6e9d6ab8a1f2f,False
volatility_band__realized_vol10__lteq__0_03,volatility_band,realized_vol_N,10,<=,0.03,realized_vol10_r02 <= 0.03,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f7e6fde176efda40,True
volatility_band__atr_ratio10__lteq__0_03,volatility_band,atr_ratio_N,10,<=,0.03,atr_ratio10_r02 <= 0.03,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ea9ac8c176951f6c,True
volatility_band__realized_vol10__lteq__0_05,volatility_band,realized_vol_N,10,<=,0.05,realized_vol10_r02 <= 0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,26a057c85c95ec74,False
volatility_band__atr_ratio10__lteq__0_05,volatility_band,atr_ratio_N,10,<=,0.05,atr_ratio10_r02 <= 0.05,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8e4160100a257aef,True
volatility_band__realized_vol10__lteq__0_08,volatility_band,realized_vol_N,10,<=,0.08,realized_vol10_r02 <= 0.08,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,eabd80bc9e0df020,False
volatility_band__atr_ratio10__lteq__0_08,volatility_band,atr_ratio_N,10,<=,0.08,atr_ratio10_r02 <= 0.08,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c591af1c72078a2a,False
volatility_band__boll_pct_b10__gteq__0_5,volatility_band,boll_pct_b_N,10,>=,0.5,boll_pct_b10_r02 >= 0.5,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ebccb012febaaf4e,True
volatility_band__boll_pct_b10__gteq__0_8,volatility_band,boll_pct_b_N,10,>=,0.8,boll_pct_b10_r02 >= 0.8,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b31738eba41d1946,False
volatility_band__boll_pct_b10__gteq__1,volatility_band,boll_pct_b_N,10,>=,1.0,boll_pct_b10_r02 >= 1.0,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8f8ea9bf90f0f35e,False
volatility_band__boll_pct_b10__gteq__1_2,volatility_band,boll_pct_b_N,10,>=,1.2,boll_pct_b10_r02 >= 1.2,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,73f3263f1314b92b,False
volatility_band__boll_width10__gteq__0_8,volatility_band,boll_width_N,10,>=,0.8,boll_width10_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d449af002f1c03ae,True
volatility_band__boll_width10__gteq__1,volatility_band,boll_width_N,10,>=,1.0,boll_width10_r02 >= 1.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9db3d25c9be70647,True
volatility_band__boll_width10__gteq__1_2,volatility_band,boll_width_N,10,>=,1.2,boll_width10_r02 >= 1.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,73acf2d666dc2688,False
volatility_band__price_channel_position10__gteq__0_7,volatility_band,price_channel_position_N,10,>=,0.7,price_channel_position10_r02 >= 0.7,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,fc23bf075b14a628,True
volatility_band__price_channel_position10__gteq__0_8,volatility_band,price_channel_position_N,10,>=,0.8,price_channel_position10_r02 >= 0.8,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7edd8b0018986c78,True
volatility_band__price_channel_position10__gteq__0_9,volatility_band,price_channel_position_N,10,>=,0.9,price_channel_position10_r02 >= 0.9,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,988af25a3d142185,False
volume_money__volume_ratio10__gteq__1,volume_money,volume_ratio_N,10,>=,1.0,volume_ratio10_r02 >= 1.0,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,83cb16b456304c93,True
volume_money__amount_ratio10__gteq__1,volume_money,amount_ratio_N,10,>=,1.0,amount_ratio10_r02 >= 1.0,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,33f8b132de8aee5d,True
volume_money__turnover_ratio10__gteq__1,volume_money,turnover_ratio_N,10,>=,1.0,turnover_ratio10_r02 >= 1.0,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,356425712db0554b,True
volume_money__volume_ratio10__gteq__1_2,volume_money,volume_ratio_N,10,>=,1.2,volume_ratio10_r02 >= 1.2,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,00474acbd4a51968,False
volume_money__amount_ratio10__gteq__1_2,volume_money,amount_ratio_N,10,>=,1.2,amount_ratio10_r02 >= 1.2,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,85784eeaf9bc90ef,False
volume_money__turnover_ratio10__gteq__1_2,volume_money,turnover_ratio_N,10,>=,1.2,turnover_ratio10_r02 >= 1.2,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8cd0ef3a3740ba22,False
volume_money__volume_ratio10__gteq__1_5,volume_money,volume_ratio_N,10,>=,1.5,volume_ratio10_r02 >= 1.5,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b92326c687311aa4,False
volume_money__amount_ratio10__gteq__1_5,volume_money,amount_ratio_N,10,>=,1.5,amount_ratio10_r02 >= 1.5,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9b739eeadcb5e895,False
volume_money__turnover_ratio10__gteq__1_5,volume_money,turnover_ratio_N,10,>=,1.5,turnover_ratio10_r02 >= 1.5,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,230dda87d3024caf,False
volume_money__volume_ratio10__gteq__2,volume_money,volume_ratio_N,10,>=,2.0,volume_ratio10_r02 >= 2.0,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,20e6c2bee5d2edca,False
volume_money__amount_ratio10__gteq__2,volume_money,amount_ratio_N,10,>=,2.0,amount_ratio10_r02 >= 2.0,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,07852ede3bef0e9a,False
volume_money__turnover_ratio10__gteq__2,volume_money,turnover_ratio_N,10,>=,2.0,turnover_ratio10_r02 >= 2.0,volume,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,28394613ee29901d,False
volume_money__money_zscore10__gteq__0,volume_money,money_zscore_N,10,>=,0.0,money_zscore10_r02 >= 0.0,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5c8db6a9c1533957,True
volume_money__money_zscore10__gteq__1,volume_money,money_zscore_N,10,>=,1.0,money_zscore10_r02 >= 1.0,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ec2885eff9168cf2,True
volume_money__money_zscore10__gteq__2,volume_money,money_zscore_N,10,>=,2.0,money_zscore10_r02 >= 2.0,money,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d4c03bc9768fa51a,False
volume_money__money_price_coherence10__eqeq__1,volume_money,money_price_coherence_N,10,==,1.0,money_price_coherence10_r02 == 1.0,money|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,43776cf526bb9bd4,True
range_breakout__close_near_high10__gteq__m0_05,range_breakout,close_near_high_N,10,>=,-0.05,close_near_high10_r02 >= -0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a236803e59ea65db,True
range_breakout__close_near_high10__gteq__m0_03,range_breakout,close_near_high_N,10,>=,-0.03,close_near_high10_r02 >= -0.03,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ec1695c3a46bdaab,True
range_breakout__close_near_high10__gteq__0,range_breakout,close_near_high_N,10,>=,0.0,close_near_high10_r02 >= 0.0,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,95d52078f0c5c2b3,True
range_breakout__close_breaks_high10__eqeq__1,range_breakout,close_breaks_high_N,10,==,1.0,close_breaks_high10_r02 == 1.0,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,83ff8163ccba54d3,True
range_breakout__new_high_flag10__eqeq__1,range_breakout,new_high_flag_N,10,==,1.0,new_high_flag10_r02 == 1.0,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,41a917891449bf5c,True
range_breakout__close_near_low10__gteq__m0_05,range_breakout,close_near_low_N,10,>=,-0.05,close_near_low10_r02 >= -0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2e4b8c190f5c067c,True
range_breakout__close_near_low10__gteq__m0_03,range_breakout,close_near_low_N,10,>=,-0.03,close_near_low10_r02 >= -0.03,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,af591606115250c2,True
range_breakout__close_near_low10__gteq__0,range_breakout,close_near_low_N,10,>=,0.0,close_near_low10_r02 >= 0.0,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,28c206c10e58ce6d,False
range_breakout__range_position10__gteq__0_7,range_breakout,range_position_N,10,>=,0.7,range_position10_r02 >= 0.7,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2798e02baa78745c,True
range_breakout__range_position10__gteq__0_8,range_breakout,range_position_N,10,>=,0.8,range_position10_r02 >= 0.8,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6f7939f1fe067f68,True
range_breakout__range_position10__gteq__0_9,range_breakout,range_position_N,10,>=,0.9,range_position10_r02 >= 0.9,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ee62118e9ee401fe,False
pullback_drawdown__drawdown_from_high10__gteq__m0_2,pullback_drawdown,drawdown_from_high_N,10,>=,-0.2,drawdown_from_high10_r02 >= -0.2,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,501b333b8b0cdb6d,True
pullback_drawdown__pullback_depth10__gteq__m0_2,pullback_drawdown,pullback_depth_N,10,>=,-0.2,pullback_depth10_r02 >= -0.2,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e11299bacd702b83,True
pullback_drawdown__drawdown_from_high10__gteq__m0_15,pullback_drawdown,drawdown_from_high_N,10,>=,-0.15,drawdown_from_high10_r02 >= -0.15,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f8c3b71d6574c00a,False
pullback_drawdown__pullback_depth10__gteq__m0_15,pullback_drawdown,pullback_depth_N,10,>=,-0.15,pullback_depth10_r02 >= -0.15,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ff59efefdbcea7fe,False
pullback_drawdown__drawdown_from_high10__gteq__m0_1,pullback_drawdown,drawdown_from_high_N,10,>=,-0.1,drawdown_from_high10_r02 >= -0.1,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f1a470aaf3657893,False
pullback_drawdown__pullback_depth10__gteq__m0_1,pullback_drawdown,pullback_depth_N,10,>=,-0.1,pullback_depth10_r02 >= -0.1,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c578176d7f530a7d,False
pullback_drawdown__drawdown_from_high10__gteq__m0_05,pullback_drawdown,drawdown_from_high_N,10,>=,-0.05,drawdown_from_high10_r02 >= -0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c3edd89f130769bd,False
pullback_drawdown__pullback_depth10__gteq__m0_05,pullback_drawdown,pullback_depth_N,10,>=,-0.05,pullback_depth10_r02 >= -0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d7d1787e0d1dd8ec,False
pullback_drawdown__rebound_from_low10__gteq__0_05,pullback_drawdown,rebound_from_low_N,10,>=,0.05,rebound_from_low10_r02 >= 0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6899cda082211396,True
pullback_drawdown__pullback_recovery10__gteq__0_05,pullback_drawdown,pullback_recovery_N,10,>=,0.05,pullback_recovery10_r02 >= 0.05,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ede707191e8abd93,True
pullback_drawdown__rebound_from_low10__gteq__0_1,pullback_drawdown,rebound_from_low_N,10,>=,0.1,rebound_from_low10_r02 >= 0.1,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,4d6058f7ce5c8658,False
pullback_drawdown__pullback_recovery10__gteq__0_1,pullback_drawdown,pullback_recovery_N,10,>=,0.1,pullback_recovery10_r02 >= 0.1,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b8dd617ae07b0fd1,True
pullback_drawdown__rebound_from_low10__gteq__0_2,pullback_drawdown,rebound_from_low_N,10,>=,0.2,rebound_from_low10_r02 >= 0.2,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,986d95966afa40ee,False
pullback_drawdown__pullback_recovery10__gteq__0_2,pullback_drawdown,pullback_recovery_N,10,>=,0.2,pullback_recovery10_r02 >= 0.2,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a51a026f91151ff1,False
pullback_drawdown__days_since_high10__lteq__5,pullback_drawdown,days_since_high_N,10,<=,5.0,days_since_high10_r02 <= 5,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,63492431d1ab244e,True
pullback_drawdown__days_since_high10__lteq__10,pullback_drawdown,days_since_high_N,10,<=,10.0,days_since_high10_r02 <= 10,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,bb273e9b3c58d065,True
pullback_drawdown__days_since_high10__lteq__20,pullback_drawdown,days_since_high_N,10,<=,20.0,days_since_high10_r02 <= 20,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,380fdb3486ce2d26,False
oscillator__rsi10__gteq__55,oscillator,rsi_N,10,>=,55.0,rsi10_r02 >= 55,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,3b98aa62d27cf203,True
oscillator__kdj_k10__gteq__55,oscillator,kdj_k_N,10,>=,55.0,kdj_k10_r02 >= 55,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8fc1f03b2201fa86,True
oscillator__rsi10__gteq__60,oscillator,rsi_N,10,>=,60.0,rsi10_r02 >= 60,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,97207a937941dfdb,True
oscillator__kdj_k10__gteq__60,oscillator,kdj_k_N,10,>=,60.0,kdj_k10_r02 >= 60,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,231436c8f190ea32,True
oscillator__rsi10__gteq__65,oscillator,rsi_N,10,>=,65.0,rsi10_r02 >= 65,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,636c8cb6ff6a4294,False
oscillator__kdj_k10__gteq__65,oscillator,kdj_k_N,10,>=,65.0,kdj_k10_r02 >= 65,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,43dfae04f12a6a51,True
oscillator__rsi10__gteq__70,oscillator,rsi_N,10,>=,70.0,rsi10_r02 >= 70,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ff95823a1d932e26,False
oscillator__kdj_k10__gteq__70,oscillator,kdj_k_N,10,>=,70.0,kdj_k10_r02 >= 70,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8cc4266a6de2e578,False
oscillator__cci10__gteq__50,oscillator,cci_N,10,>=,50.0,cci10_r02 >= 50,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8536c3a074e0fe4b,True
oscillator__cci10__gteq__100,oscillator,cci_N,10,>=,100.0,cci10_r02 >= 100,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8fddf33dfe4c6223,True
oscillator__cci10__gteq__150,oscillator,cci_N,10,>=,150.0,cci10_r02 >= 150,high|low|close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,35154383ab8d8911,True
oscillator__macd_hist_state10__gteq__0,oscillator,macd_hist_state_N,10,>=,0.0,macd_hist10_r02 >= 0.0,close,10,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,0e8f3f9f5d717432,True
price_trend__close_over_ma30__gteq__0,price_trend,close_over_ma_N,30,>=,0.0,close_over_ma30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5f35166172f219af,False
price_trend__close_over_ema30__gteq__0,price_trend,close_over_ema_N,30,>=,0.0,close_over_ema30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9524b3cb6b108293,False
price_trend__close_over_ma30__gteq__0_03,price_trend,close_over_ma_N,30,>=,0.03,close_over_ma30_r02 >= 0.03,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,12a284b1f8ac7789,False
price_trend__close_over_ema30__gteq__0_03,price_trend,close_over_ema_N,30,>=,0.03,close_over_ema30_r02 >= 0.03,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,8bde2b8c9d045e1a,False
price_trend__close_over_ma30__gteq__0_05,price_trend,close_over_ma_N,30,>=,0.05,close_over_ma30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f2b8cbb90b4321d0,False
price_trend__close_over_ema30__gteq__0_05,price_trend,close_over_ema_N,30,>=,0.05,close_over_ema30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,94b3dd1a534abff0,False
price_trend__ma_slope30__gteq__0,price_trend,ma_slope_N,30,>=,0.0,ma_slope30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,928453192884983b,True
price_trend__ema_slope30__gteq__0,price_trend,ema_slope_N,30,>=,0.0,ema_slope30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,757838dc8c994741,True
price_trend__ma_slope30__gteq__0_02,price_trend,ma_slope_N,30,>=,0.02,ma_slope30_r02 >= 0.02,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f8250563da3d2533,True
price_trend__ema_slope30__gteq__0_02,price_trend,ema_slope_N,30,>=,0.02,ema_slope30_r02 >= 0.02,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a314349c7fcb9331,True
momentum_rps__ret30__gteq__0,momentum_rps,ret_N,30,>=,0.0,ret30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,afe7952c6c619621,False
momentum_rps__roc30__gteq__0,momentum_rps,roc_N,30,>=,0.0,roc30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2f5f6ef6d9317d1d,False
momentum_rps__market_relative_ret30__gteq__0,momentum_rps,market_relative_ret_N,30,>=,0.0,market_relative_ret30_r02 >= 0.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,5b439769781f8632,False
momentum_rps__ret30__gteq__0_05,momentum_rps,ret_N,30,>=,0.05,ret30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,fa7f5e6259be453f,False
momentum_rps__roc30__gteq__0_05,momentum_rps,roc_N,30,>=,0.05,roc30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,0ca1c25f585cdcc9,False
momentum_rps__market_relative_ret30__gteq__0_05,momentum_rps,market_relative_ret_N,30,>=,0.05,market_relative_ret30_r02 >= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b96afc19bf86ab6e,False
momentum_rps__ret30__gteq__0_1,momentum_rps,ret_N,30,>=,0.1,ret30_r02 >= 0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ecb71ea58e24f958,False
momentum_rps__roc30__gteq__0_1,momentum_rps,roc_N,30,>=,0.1,roc30_r02 >= 0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f14003f71095402a,False
momentum_rps__market_relative_ret30__gteq__0_1,momentum_rps,market_relative_ret_N,30,>=,0.1,market_relative_ret30_r02 >= 0.1,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,7e98eb1dfe19cb0c,False
momentum_rps__ret30__gteq__0_2,momentum_rps,ret_N,30,>=,0.2,ret30_r02 >= 0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d404d6b578a674b7,False
momentum_rps__roc30__gteq__0_2,momentum_rps,roc_N,30,>=,0.2,roc30_r02 >= 0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,ea3795ccd014aa3f,False
momentum_rps__market_relative_ret30__gteq__0_2,momentum_rps,market_relative_ret_N,30,>=,0.2,market_relative_ret30_r02 >= 0.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,f41331ad77c1974f,False
momentum_rps__rps30__gteq__0_5,momentum_rps,rps_N,30,>=,0.5,rps30_r02 >= 0.5,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,712f8ed9b903cf29,False
momentum_rps__rps30__gteq__0_6,momentum_rps,rps_N,30,>=,0.6,rps30_r02 >= 0.6,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,a78c17640f290f61,False
momentum_rps__rps30__gteq__0_7,momentum_rps,rps_N,30,>=,0.7,rps30_r02 >= 0.7,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,eeb9ae8c97e9d63d,False
momentum_rps__rps30__gteq__0_8,momentum_rps,rps_N,30,>=,0.8,rps30_r02 >= 0.8,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,cd4fd8708e473a8a,False
volatility_band__realized_vol30__lteq__0_03,volatility_band,realized_vol_N,30,<=,0.03,realized_vol30_r02 <= 0.03,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d08755783e1e6407,False
volatility_band__atr_ratio30__lteq__0_03,volatility_band,atr_ratio_N,30,<=,0.03,atr_ratio30_r02 <= 0.03,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9e22ae38fe656254,False
volatility_band__realized_vol30__lteq__0_05,volatility_band,realized_vol_N,30,<=,0.05,realized_vol30_r02 <= 0.05,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2a2f858edc2275e2,False
volatility_band__atr_ratio30__lteq__0_05,volatility_band,atr_ratio_N,30,<=,0.05,atr_ratio30_r02 <= 0.05,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,b9820747b151a530,False
volatility_band__realized_vol30__lteq__0_08,volatility_band,realized_vol_N,30,<=,0.08,realized_vol30_r02 <= 0.08,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,824af1155092b7dc,False
volatility_band__atr_ratio30__lteq__0_08,volatility_band,atr_ratio_N,30,<=,0.08,atr_ratio30_r02 <= 0.08,high|low|close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,d8a534a83c49555f,False
volatility_band__boll_pct_b30__gteq__0_5,volatility_band,boll_pct_b_N,30,>=,0.5,boll_pct_b30_r02 >= 0.5,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2bef8b1adcfde171,False
volatility_band__boll_pct_b30__gteq__0_8,volatility_band,boll_pct_b_N,30,>=,0.8,boll_pct_b30_r02 >= 0.8,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,9c8735397cd00358,False
volatility_band__boll_pct_b30__gteq__1,volatility_band,boll_pct_b_N,30,>=,1.0,boll_pct_b30_r02 >= 1.0,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,bc1f371dd16f8cad,False
volatility_band__boll_pct_b30__gteq__1_2,volatility_band,boll_pct_b_N,30,>=,1.2,boll_pct_b30_r02 >= 1.2,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,252140034de2eb6f,False
volatility_band__boll_width30__gteq__0_8,volatility_band,boll_width_N,30,>=,0.8,boll_width30_r02 >= 0.8,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,c64475afc0d2ec1f,False
volatility_band__boll_width30__gteq__1,volatility_band,boll_width_N,30,>=,1.0,boll_width30_r02 >= 1.0,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2461b2ad9d84df10,False
volatility_band__boll_width30__gteq__1_2,volatility_band,boll_width_N,30,>=,1.2,boll_width30_r02 >= 1.2,close,60,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,2f8498b93c1de86c,False
volatility_band__price_channel_position30__gteq__0_7,volatility_band,price_channel_position_N,30,>=,0.7,price_channel_position30_r02 >= 0.7,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,cf65b8aeabf48277,False
volatility_band__price_channel_position30__gteq__0_8,volatility_band,price_channel_position_N,30,>=,0.8,price_channel_position30_r02 >= 0.8,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,6ef410fbb184ea8d,False
volatility_band__price_channel_position30__gteq__0_9,volatility_band,price_channel_position_N,30,>=,0.9,price_channel_position30_r02 >= 0.9,close,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,97fb20e3aa5f18c8,False
volume_money__volume_ratio30__gteq__1,volume_money,volume_ratio_N,30,>=,1.0,volume_ratio30_r02 >= 1.0,volume,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,18ed8bd58c3881c8,False
volume_money__amount_ratio30__gteq__1,volume_money,amount_ratio_N,30,>=,1.0,amount_ratio30_r02 >= 1.0,money,30,global_denominator_missing_false_feature_denominator_complete_only,nan_as_false_for_global_density,e06321325581187a,False
