datetime,instruments,breakout_entry,original_pullback_entry,raw_pullback_shape,combined_entry,trend_score_median
2020-03-02,149,0,0,14,0,0.27284222424472393
2020-03-03,149,0,0,4,0,0.21553923788032572
2020-03-04,151,0,0,17,0,0.3177474536325882
2020-03-05,151,0,1,6,1,0.18265185075386836
2020-03-06,150,0,0,7,0,0.25732870079474646
2020-03-09,146,0,0,3,0,
2020-03-10,148,0,1,22,1,0.4201294181549606
2020-03-11,146,0,0,5,0,
2020-03-12,146,0,0,4,0,
2020-03-13,143,0,0,6,0,
2020-03-16,142,0,0,0,0,
2020-03-17,142,0,0,0,0,
2020-03-18,140,0,0,1,0,
2020-03-19,138,0,0,5,0,
2020-03-20,141,0,0,2,0,
2020-03-23,133,0,0,1,0,
2020-03-24,139,0,0,3,0,
2020-03-25,145,0,0,4,0,
2020-03-26,137,0,0,5,0,
2020-03-27,141,0,0,3,0,
2020-03-30,138,0,0,4,0,
2020-03-31,138,0,0,3,0,
2020-04-01,138,0,0,2,0,
2020-04-02,140,0,0,6,0,
2020-04-03,140,0,0,6,0,
2020-04-07,143,0,0,3,0,
2020-04-08,143,0,0,5,0,
2020-04-09,142,0,0,2,0,
2020-04-10,142,0,0,0,0,
2020-04-13,141,0,0,5,0,
2020-04-14,146,0,0,7,0,
2020-04-15,144,0,0,1,0,
2020-04-16,146,0,0,10,0,
2020-04-17,146,0,0,5,0,
2020-04-20,146,0,0,12,0,
2020-04-21,144,0,0,8,0,
2020-04-22,144,0,0,11,0,
2020-04-23,144,0,0,0,0,
2020-04-24,142,0,0,3,0,
2020-04-27,144,0,0,6,0,
2020-04-28,141,0,0,8,0,
2020-04-29,142,0,0,5,0,
2020-04-30,145,0,0,6,0,
2020-05-06,147,0,0,14,0,
2020-05-07,148,0,0,6,0,
2020-05-08,150,0,0,7,0,
2020-05-11,149,0,0,2,0,
2020-05-12,151,0,0,7,0,
2020-05-13,150,0,0,8,0,0.778586665765344
2020-05-14,149,0,0,2,0,
2020-05-15,149,0,0,4,0,
2020-05-18,148,0,0,4,0,
2020-05-19,153,0,0,8,0,
2020-05-20,148,0,0,2,0,
2020-05-21,145,0,0,2,0,
2020-05-22,143,0,0,0,0,
2020-05-25,143,0,0,15,0,
2020-05-26,145,0,0,15,0,
2020-05-27,146,0,0,0,0,
2020-05-28,146,0,0,6,0,
2020-05-29,147,0,0,18,0,
2020-06-01,148,0,0,14,0,0.5638406676460063
2020-06-02,150,0,0,8,0,0.5191767317433812
2020-06-03,149,0,0,5,0,0.5662737433214764
2020-06-04,149,0,1,8,1,0.5570649513229902
2020-06-05,147,0,1,7,1,0.6541164187042562
2020-06-08,149,0,0,6,0,0.7533867858073783
2020-06-09,150,0,0,13,0,0.6307762553237704
2020-06-10,152,0,0,6,0,0.37762345496154753
2020-06-11,151,0,0,2,0,0.6772473479289542
2020-06-12,150,0,1,18,1,0.5328240879195981
2020-06-15,149,0,0,5,0,
2020-06-16,152,0,0,13,0,0.5845688121697236
2020-06-17,152,0,0,4,0,0.6868700322640677
2020-06-18,153,0,2,21,2,0.5874891346915662
2020-06-19,154,3,0,17,3,0.2860616292054695
2020-06-22,150,0,0,5,0,0.417051066701833
2020-06-23,150,1,0,9,1,0.28192722443859936
2020-06-24,150,0,0,7,0,0.14816947907034597
2020-06-29,147,0,0,6,0,0.19876073708207775
2020-06-30,150,0,0,11,0,0.1610051162537689
2020-07-01,152,0,0,16,0,0.060584657972221255
2020-07-02,156,0,0,23,0,0.1364272212626715
2020-07-03,159,0,0,6,0,0.13219816395613287
2020-07-06,166,0,0,8,0,0.39237722890088894
2020-07-07,168,0,0,1,0,0.12026552430438586
2020-07-08,168,0,0,1,0,0.19524231266855804
2020-07-09,170,0,0,0,0,0.3855274343031002
2020-07-10,167,0,0,0,0,0.02067987391912488
2020-07-13,169,0,0,9,0,-0.37295716224563075
2020-07-14,168,0,0,0,0,0.0075970698323095855
2020-07-15,164,0,0,1,0,0.047028739136051295
2020-07-16,162,0,0,0,0,0.28737276041544796
2020-07-17,163,0,1,28,1,0.2520603785428226
2020-07-20,167,0,0,66,0,0.049365115378252195
2020-07-21,166,0,2,11,2,0.08313718332289827
2020-07-22,168,0,0,22,0,0.043660503797873514
2020-07-23,168,0,0,27,0,0.1297826831215351
2020-07-24,165,0,0,1,0,0.3854202198416673
2020-07-27,164,0,1,18,1,0.46301049388783166
2020-07-28,164,0,1,11,1,0.2826058045428502
2020-07-29,166,0,2,42,2,0.2127966674417346
2020-07-30,165,0,0,5,0,0.16276128347912827
2020-07-31,166,0,0,21,0,0.16256557437451727
2020-08-03,170,0,0,35,0,0.17170911827735966
2020-08-04,171,0,0,26,0,0.05581827446748158
2020-08-05,172,0,1,16,1,0.043978839275270076
2020-08-06,173,0,1,25,1,0.039886951930086234
2020-08-07,173,0,0,10,0,0.1588787348314408
2020-08-10,171,0,1,39,1,0.03926099579197244
2020-08-11,172,1,1,8,2,0.12499956961070759
2020-08-12,168,0,0,25,0,0.07808071881734688
2020-08-13,167,0,1,10,1,0.08563257710164171
2020-08-14,168,0,4,47,4,0.1001131170196731
2020-08-17,172,0,3,54,3,0.07295009832201957
2020-08-18,172,0,4,20,4,-0.02907482178048164
2020-08-19,174,0,0,13,0,-0.050378795461569585
2020-08-20,168,0,0,11,0,0.057096951429866274
2020-08-21,168,0,0,17,0,0.054293136240325834
2020-08-24,169,1,0,21,1,0.06969610452542938
2020-08-25,169,0,1,12,1,0.056204546054337626
2020-08-26,168,0,0,10,0,0.08880280674952472
2020-08-27,171,0,1,24,1,0.1284870554010918
2020-08-28,170,0,2,55,2,0.040795339173964294
2020-08-31,170,0,0,11,0,0.020195918504783868
2020-09-01,171,0,1,34,1,0.03781463103715326
2020-09-02,170,0,0,10,0,0.15070506043208626
2020-09-03,170,0,0,13,0,0.15700184110817283
2020-09-04,169,0,1,32,1,0.2207957941539737
2020-09-07,167,0,0,9,0,0.31393790146801126
2020-09-08,167,0,0,25,0,0.19777316417511984
2020-09-09,167,0,1,15,1,0.40203649750591425
2020-09-10,165,0,0,6,0,0.6840370393512485
2020-09-11,166,0,2,16,2,0.5868611711828222
2020-09-14,168,0,0,15,0,0.5314560170968571
2020-09-15,168,0,0,23,0,0.4620734240376165
2020-09-16,167,0,0,15,0,0.49728405942969056
2020-09-17,165,0,0,9,0,0.5894196490450688
2020-09-18,168,0,2,34,2,0.462296720694541
2020-09-21,168,0,0,5,0,0.4902702243886181
2020-09-22,167,0,0,9,0,0.41817560847395396
2020-09-23,166,0,0,6,0,0.47184059063517425
2020-09-24,167,0,0,5,0,
2020-09-25,167,0,0,10,0,
2020-09-28,165,0,0,14,0,
2020-09-29,165,0,0,9,0,
2020-09-30,162,0,0,7,0,
2020-10-09,168,1,0,19,1,0.4486058708654381
2020-10-12,169,0,0,34,0,0.38774283797482
2020-10-13,170,0,0,10,0,0.36864807373344904
2020-10-14,169,0,1,5,1,0.3375199145306176
2020-10-15,168,0,0,9,0,0.4292969091054175
2020-10-16,167,0,0,14,0,0.41662709358679073
2020-10-19,167,0,0,4,0,0.4617968083762813
2020-10-20,166,0,0,21,0,0.5073984536560532
2020-10-21,166,0,0,9,0,0.4373697028679167
2020-10-22,165,0,1,13,1,0.4041222966645206
2020-10-23,164,0,0,8,0,0.33527738923566186
2020-10-26,163,0,0,12,0,
2020-10-27,163,0,0,16,0,
2020-10-28,163,2,0,17,2,0.5109645298549875
2020-10-29,165,0,0,13,0,0.3954533991989718
2020-10-30,163,0,0,6,0,
2020-11-02,161,0,0,10,0,
2020-11-03,165,0,0,6,0,0.4769178076267595
2020-11-04,167,0,0,10,0,0.3818876868562806
2020-11-05,170,0,0,12,0,0.34525133643945505
2020-11-06,172,0,0,9,0,0.1535064404830822
2020-11-09,174,1,1,9,2,0.04087119666584318
2020-11-10,173,0,0,3,0,0.054086954906554734
2020-11-11,171,0,0,7,0,0.15824770831110135
2020-11-12,171,0,0,8,0,0.25401999967244937
2020-11-13,172,0,0,9,0,0.7691539554773452
2020-11-16,172,0,0,15,0,0.5388396483860177
2020-11-17,172,0,0,16,0,0.7605758783515328
2020-11-18,172,0,0,23,0,0.5276088458701722
2020-11-19,172,0,0,21,0,0.4937889266875446
2020-11-20,172,0,0,22,0,0.4428271544085334
2020-11-23,173,0,0,28,0,0.4622099663824123
2020-11-24,174,0,0,7,0,0.46408844640613645
2020-11-25,174,0,0,1,0,0.4136573700934516
2020-11-26,173,0,1,28,1,0.49260532931408707
2020-11-27,172,0,0,28,0,0.5155950566743506
2020-11-30,173,0,0,13,0,0.23888716068115165
2020-12-01,175,0,2,45,2,0.16542656440934467
2020-12-02,173,2,0,9,2,0.016744504461577117
2020-12-03,172,0,0,9,0,0.11197329675062744
2020-12-04,172,0,1,17,1,0.16124373172735101
2020-12-07,173,0,0,7,0,0.26813681080179186
2020-12-08,172,0,0,11,0,0.36672473319164134
2020-12-09,169,0,1,10,1,0.27835168742281374
2020-12-10,169,0,0,16,0,0.3206120034009662
2020-12-11,167,0,0,6,0,0.2629651083206266
2020-12-14,169,0,1,25,1,0.4396776841874209
2020-12-15,170,0,0,17,0,0.3235913505822024
2020-12-16,170,0,1,13,1,0.3989474241913757
2020-12-17,175,0,0,24,0,0.38110145780138804
2020-12-18,176,0,0,17,0,0.3586876537754651
2020-12-21,175,0,0,19,0,0.2596581435744024
2020-12-22,173,0,0,5,0,
2020-12-23,173,0,0,18,0,0.41797607131165165
2020-12-24,172,0,0,12,0,0.47387515725112006
2020-12-25,173,0,0,20,0,0.48597362174409875
2020-12-28,175,1,0,12,1,0.368159039660662
2020-12-29,172,0,0,4,0,0.41884576761290915
2020-12-30,173,0,1,19,1,0.41218279769055705
2020-12-31,174,1,0,17,1,0.13421731741860254
2021-01-04,176,1,0,16,1,0.20251028729810078
2021-01-05,176,0,0,11,0,0.2152247169477877
2021-01-06,177,0,0,9,0,0.3976828229470789
2021-01-07,178,0,0,12,0,0.283723623445858
2021-01-08,180,0,0,10,0,0.22259729653490629
2021-01-11,179,0,0,2,0,0.26453549591207215
2021-01-12,179,0,0,13,0,0.13306796950285413
2021-01-13,179,0,0,10,0,0.18466715727016805
2021-01-14,178,0,0,5,0,0.27739425608915025
2021-01-15,179,0,1,19,1,0.4451181897576121
2021-01-18,178,0,1,32,1,0.10092896824633707
2021-01-19,177,0,0,6,0,0.43681663159556827
2021-01-20,178,0,1,17,1,0.40305251172087014
2021-01-21,179,0,1,27,1,0.313106285963041
2021-01-22,179,0,0,14,0,0.28217794465353574
2021-01-25,179,0,0,15,0,0.19636081059290827
2021-01-26,179,0,0,7,0,0.29759365597908605
2021-01-27,179,0,0,20,0,0.2987109735512136
2021-01-28,175,0,0,6,0,0.4273849965900402
2021-01-29,175,0,0,13,0,0.30792203766105614
2021-02-01,176,0,1,20,1,0.24600080621708553
2021-02-02,178,0,1,22,1,0.3017763333664766
2021-02-03,179,0,0,6,0,0.25439392858569787
2021-02-04,175,0,1,9,1,0.07926849217778399
2021-02-05,174,0,0,10,0,0.18798418579280096
2021-02-08,176,0,0,20,0,0.20026897871811067
2021-02-09,181,0,0,23,0,0.0793366210197349
2021-02-10,184,0,0,10,0,-0.04182164663297505
2021-02-18,184,0,0,7,0,0.020794224330957758
2021-02-19,183,0,0,20,0,0.03521441707749575
2021-02-22,182,0,0,7,0,0.7008038502539966
2021-02-23,181,0,1,18,1,0.3599014651417364
2021-02-24,181,0,0,8,0,0.3727841261405018
2021-02-25,180,0,0,13,0,0.5087338569426854
2021-02-26,177,0,0,6,0,0.6659406267591232
2021-03-01,178,0,0,17,0,0.6579177574552111
2021-03-02,178,0,0,14,0,0.6312254133183335
2021-03-03,181,0,0,37,0,0.6338873482588825
2021-03-04,179,0,0,10,0,
2021-03-05,179,0,0,14,0,
2021-03-08,178,0,0,2,0,
2021-03-09,177,0,0,5,0,
2021-03-10,177,0,0,4,0,
2021-03-11,179,0,0,27,0,
2021-03-12,180,0,0,21,0,
2021-03-15,179,0,0,12,0,
2021-03-16,178,0,0,9,0,
2021-03-17,178,0,0,10,0,
2021-03-18,181,0,0,13,0,
2021-03-19,178,0,0,6,0,
2021-03-22,180,0,0,27,0,
2021-03-23,178,0,0,5,0,
2021-03-24,178,0,0,8,0,
2021-03-25,178,0,0,11,0,
2021-03-26,178,0,0,15,0,
2021-03-29,179,0,0,20,0,
2021-03-30,180,0,0,15,0,
2021-03-31,178,0,0,16,0,
2021-04-01,181,0,0,11,0,
2021-04-02,181,0,0,10,0,
2021-04-06,182,0,0,6,0,
2021-04-07,180,0,0,22,0,
2021-04-08,181,0,0,13,0,
2021-04-09,178,0,0,9,0,
2021-04-12,178,0,0,15,0,
2021-04-13,180,0,0,5,0,
2021-04-14,179,0,0,13,0,
2021-04-15,180,0,0,10,0,
2021-04-16,179,0,0,12,0,
2021-04-19,180,0,0,19,0,
2021-04-20,181,0,0,13,0,
2021-04-21,181,0,0,15,0,
2021-04-22,181,0,0,1,0,
2021-04-23,182,0,0,7,0,
2021-04-26,181,0,0,5,0,
2021-04-27,180,0,0,13,0,
2021-04-28,182,0,0,15,0,
2021-04-29,183,0,0,17,0,
2021-04-30,181,0,0,7,0,
2021-05-06,181,0,0,12,0,
2021-05-07,182,0,0,13,0,
2021-05-10,185,0,0,12,0,
2021-05-11,184,0,0,12,0,
2021-05-12,183,0,0,9,0,
2021-05-13,184,0,0,9,0,
2021-05-14,184,0,0,19,0,
2021-05-17,186,0,0,16,0,
2021-05-18,186,0,0,11,0,
2021-05-19,185,0,0,6,0,
2021-05-20,185,0,0,16,0,
2021-05-21,185,0,0,6,0,
2021-05-24,185,0,0,9,0,
2021-05-25,186,0,0,27,0,
2021-05-26,185,0,0,6,0,
2021-05-27,185,0,0,11,0,0.36287909667805474
2021-05-28,185,0,0,8,0,0.284829434365669
2021-05-31,186,0,0,12,0,0.2927603060726383
2021-06-01,185,0,2,16,2,0.27866418762757683
2021-06-02,187,0,2,10,2,0.17340310594421873
2021-06-03,184,0,0,7,0,0.31519829001693855
2021-06-04,186,0,1,25,1,0.23919914757328753
2021-06-07,186,0,0,12,0,0.30963976701705564
2021-06-08,186,0,0,11,0,0.250288882270057
2021-06-09,186,0,1,21,1,0.29662508770489543
2021-06-10,183,1,1,19,2,0.3589906844074596
2021-06-11,184,0,1,15,1,0.37534409998628715
2021-06-15,183,0,0,7,0,
2021-06-16,180,0,0,5,0,
2021-06-17,182,0,0,18,0,
2021-06-18,181,0,0,11,0,
2021-06-21,181,0,0,11,0,
2021-06-22,181,0,0,10,0,
2021-06-23,183,0,0,13,0,
2021-06-24,183,0,0,10,0,
2021-06-25,185,0,0,23,0,0.20174613694826232
2021-06-28,185,0,0,10,0,0.21259297518905623
2021-06-29,185,0,0,4,0,0.18864161583183342
2021-06-30,185,1,0,18,1,0.2571505296081163
2021-07-01,185,0,0,5,0,0.21295086889493686
2021-07-02,185,0,0,3,0,
2021-07-05,183,0,0,13,0,
2021-07-06,184,0,0,6,0,
2021-07-07,185,0,0,20,0,
2021-07-08,183,0,0,4,0,
2021-07-09,185,0,0,8,0,
2021-07-12,186,0,0,7,0,
2021-07-13,189,0,0,4,0,
2021-07-14,187,0,0,2,0,
2021-07-15,189,0,0,13,0,
2021-07-16,189,0,0,6,0,
2021-07-19,189,0,0,8,0,
2021-07-20,189,0,0,19,0,
2021-07-21,189,0,0,11,0,
2021-07-22,188,0,0,10,0,
2021-07-23,186,0,0,5,0,
2021-07-26,186,0,0,5,0,
2021-07-27,186,0,0,1,0,
2021-07-28,185,0,0,4,0,
2021-07-29,184,0,0,17,0,
2021-07-30,184,0,0,8,0,
2021-08-02,185,0,0,15,0,
2021-08-03,184,0,0,5,0,
2021-08-04,185,0,0,24,0,
2021-08-05,185,0,0,5,0,
2021-08-06,185,0,0,7,0,
2021-08-09,185,0,0,7,0,
2021-08-10,187,0,0,7,0,
2021-08-11,187,0,0,8,0,
2021-08-12,188,0,0,15,0,
2021-08-13,190,0,0,10,0,
2021-08-16,188,0,0,12,0,
2021-08-17,183,0,0,3,0,
2021-08-18,186,0,0,23,0,
2021-08-19,189,0,0,17,0,
2021-08-20,188,0,0,12,0,
2021-08-23,191,0,0,20,0,
2021-08-24,190,0,0,14,0,
2021-08-25,190,0,0,13,0,
2021-08-26,185,0,0,6,0,
2021-08-27,188,0,0,18,0,
2021-08-30,189,0,0,7,0,
2021-08-31,189,0,0,13,0,
2021-09-01,188,0,0,8,0,
2021-09-02,192,0,0,13,0,
2021-09-03,191,0,0,0,0,
2021-09-06,192,0,0,8,0,
2021-09-07,194,0,0,19,0,
2021-09-08,198,0,0,8,0,
2021-09-09,198,0,0,10,0,
2021-09-10,198,0,0,13,0,
2021-09-13,199,0,0,10,0,
2021-09-14,197,0,0,5,0,
2021-09-15,198,0,0,12,0,
2021-09-16,196,0,0,0,0,
2021-09-17,197,0,0,25,0,
2021-09-22,198,0,0,33,0,
2021-09-23,199,0,0,16,0,
2021-09-24,197,0,0,5,0,
2021-09-27,193,0,0,3,0,
2021-09-28,192,0,0,20,0,
2021-09-29,189,0,0,2,0,
2021-09-30,192,0,0,14,0,
2021-10-08,193,0,0,6,0,
2021-10-11,192,0,0,12,0,
2021-10-12,189,0,0,6,0,
2021-10-13,187,0,0,6,0,
2021-10-14,188,0,0,4,0,
2021-10-15,188,0,0,11,0,
2021-10-18,187,0,0,15,0,
2021-10-19,189,0,0,21,0,
2021-10-20,193,0,0,17,0,
2021-10-21,192,0,0,20,0,
2021-10-22,190,0,0,10,0,
2021-10-25,192,0,0,37,0,
2021-10-26,193,0,0,11,0,
2021-10-27,195,0,0,13,0,
2021-10-28,194,0,0,10,0,
2021-10-29,195,0,0,15,0,
2021-11-01,195,0,0,14,0,
2021-11-02,195,0,0,11,0,
2021-11-03,194,0,0,10,0,
2021-11-04,195,0,0,17,0,
2021-11-05,194,0,0,12,0,
2021-11-08,192,0,0,16,0,
2021-11-09,192,0,0,9,0,
2021-11-10,191,0,0,5,0,
2021-11-11,194,0,0,13,0,
2021-11-12,194,0,0,15,0,
2021-11-15,194,0,0,11,0,
2021-11-16,192,0,0,4,0,
2021-11-17,193,0,0,11,0,
2021-11-18,193,0,0,10,0,
2021-11-19,195,0,0,18,0,
2021-11-22,197,0,0,16,0,
2021-11-23,197,0,0,17,0,
2021-11-24,195,0,0,7,0,
2021-11-25,195,0,0,2,0,
2021-11-26,195,0,0,9,0,
2021-11-29,194,0,0,15,0,
2021-11-30,194,0,0,8,0,
2021-12-01,195,0,0,11,0,
2021-12-02,196,0,0,16,0,
2021-12-03,197,0,0,19,0,
2021-12-06,197,0,0,4,0,
2021-12-07,199,0,0,11,0,
2021-12-08,199,0,0,18,0,
2021-12-09,202,0,0,24,0,
2021-12-10,202,0,0,12,0,0.4098480588616675
2021-12-13,203,0,0,15,0,0.3093805707957179
2021-12-14,202,1,0,11,1,0.4389425296496605
2021-12-15,201,0,0,16,0,0.3875332152256123
2021-12-16,202,0,0,26,0,0.4484718525324749
2021-12-17,201,0,0,4,0,0.5170962576295062
2021-12-20,199,0,0,10,0,
2021-12-21,199,0,0,26,0,
2021-12-22,198,0,0,14,0,
2021-12-23,202,0,0,30,0,0.5925887850902565
2021-12-24,201,0,0,14,0,
2021-12-27,203,0,0,14,0,
2021-12-28,201,0,0,18,0,0.47375671422839183
2021-12-29,201,0,0,10,0,
2021-12-30,203,0,0,35,0,
2021-12-31,204,0,0,26,0,0.5171380967068568
2022-01-04,201,0,0,14,0,
2022-01-05,201,0,0,16,0,
2022-01-06,201,0,0,10,0,
2022-01-07,199,0,0,21,0,
2022-01-10,200,0,0,19,0,
2022-01-11,197,0,0,5,0,
2022-01-12,201,0,0,17,0,
2022-01-13,198,0,0,12,0,
2022-01-14,196,0,0,5,0,
2022-01-17,198,0,0,18,0,
2022-01-18,200,0,0,34,0,
2022-01-19,199,0,0,21,0,
2022-01-20,198,0,0,31,0,
2022-01-21,198,0,0,3,0,
2022-01-24,196,0,0,22,0,
2022-01-25,190,0,0,1,0,
2022-01-26,194,0,0,19,0,
2022-01-27,189,0,0,12,0,
2022-01-28,190,0,0,7,0,
2022-02-07,195,0,0,25,0,
2022-02-08,198,0,0,17,0,
2022-02-09,198,0,0,8,0,
2022-02-10,198,0,0,16,0,
2022-02-11,197,0,0,10,0,
2022-02-14,195,0,0,2,0,
2022-02-15,196,0,0,4,0,
2022-02-16,196,0,0,24,0,
2022-02-17,194,0,0,14,0,
2022-02-18,195,0,0,39,0,
2022-02-21,196,0,0,9,0,
2022-02-22,194,0,0,7,0,
2022-02-23,198,0,0,5,0,
2022-02-24,193,0,0,7,0,
2022-02-25,196,0,0,7,0,
2022-02-28,195,0,0,8,0,
2022-03-01,196,0,0,13,0,
2022-03-02,198,0,0,13,0,
2022-03-03,198,0,0,25,0,
2022-03-04,197,0,0,10,0,
2022-03-07,192,0,0,2,0,
2022-03-08,188,0,0,1,0,
2022-03-09,190,0,0,6,0,
2022-03-10,190,0,0,6,0,
2022-03-11,190,0,0,4,0,
2022-03-14,185,0,0,2,0,
2022-03-15,180,0,0,1,0,
2022-03-16,182,0,0,2,0,
2022-03-17,185,0,0,3,0,
2022-03-18,186,0,0,6,0,
2022-03-21,186,0,0,7,0,
2022-03-22,184,0,0,6,0,
2022-03-23,185,0,0,3,0,
2022-03-24,185,0,0,5,0,
2022-03-25,183,0,0,2,0,
2022-03-28,185,0,0,6,0,
2022-03-29,182,0,0,8,0,
2022-03-30,186,0,0,5,0,
2022-03-31,184,0,0,4,0,
2022-04-01,186,0,0,5,0,
2022-04-06,187,0,0,4,0,
2022-04-07,186,0,0,3,0,
2022-04-08,185,0,0,6,0,
2022-04-11,184,0,0,1,0,
2022-04-12,185,0,0,8,0,
2022-04-13,183,0,0,4,0,
2022-04-14,184,0,0,4,0,
2022-04-15,181,0,0,4,0,
2022-04-18,181,0,0,3,0,
2022-04-19,182,0,0,13,0,
2022-04-20,180,0,0,4,0,
2022-04-21,176,0,0,4,0,
2022-04-22,178,0,0,16,0,
2022-04-25,173,0,0,0,0,
2022-04-26,169,0,0,6,0,
2022-04-27,175,0,0,3,0,
2022-04-28,172,0,0,14,0,
2022-04-29,180,0,0,5,0,
2022-05-05,180,0,0,4,0,
2022-05-06,178,0,0,2,0,
2022-05-09,175,0,0,4,0,
2022-05-10,179,0,0,6,0,
2022-05-11,181,0,0,1,0,
2022-05-12,180,0,0,3,0,
2022-05-13,181,0,0,8,0,
2022-05-16,181,0,0,2,0,
2022-05-17,181,0,0,2,0,
2022-05-18,181,0,0,1,0,
2022-05-19,181,0,0,9,0,
2022-05-23,185,0,0,0,0,
2022-05-24,180,0,0,0,0,
2022-05-25,180,0,0,2,0,
2022-05-26,182,0,0,8,0,
2022-05-27,182,0,0,4,0,
2022-05-30,182,0,0,3,0,
2022-05-31,185,0,0,5,0,
2022-06-01,187,0,0,0,0,
2022-06-02,187,0,0,2,0,
2022-06-06,191,0,0,7,0,
2022-06-07,189,0,0,4,0,
2022-06-08,190,0,0,5,0,
2022-06-09,189,0,0,8,0,
2022-06-10,191,0,0,16,0,
2022-06-13,187,0,0,4,0,
2022-06-14,188,0,0,22,0,
2022-06-15,188,0,0,6,0,
2022-06-16,188,0,0,5,0,
2022-06-17,190,0,0,23,0,
2022-06-20,190,0,0,8,0,
2022-06-21,190,0,0,13,0,
2022-06-22,189,0,0,1,0,0.32415288310396695
2022-06-23,189,1,1,20,2,0.3410044476765925
2022-06-24,189,0,0,6,0,0.44948568494095853
2022-06-27,190,0,0,11,0,0.4749510809888284
2022-06-28,193,0,0,19,0,0.4058660282918292
2022-06-29,191,0,0,13,0,0.4842774103486399
2022-06-30,190,0,1,20,1,0.2678461017286494
2022-07-01,190,0,0,17,0,0.4691990465428797
2022-07-04,190,0,1,22,1,0.3127591707041854
2022-07-05,190,0,0,12,0,0.2768981748597137
2022-07-06,191,0,1,6,1,0.3657453760601388
2022-07-07,193,0,1,30,1,0.48923659928531127
2022-07-08,193,0,0,13,0,0.3148177296548671
2022-07-11,193,0,1,14,1,0.410070272682308
2022-07-12,192,0,0,13,0,0.44228153689817373
2022-07-13,192,0,0,22,0,0.36485010274588636
2022-07-14,192,0,2,26,2,0.31222269972147515
2022-07-15,190,0,0,7,0,
2022-07-18,193,0,0,23,0,0.3935354155065822
2022-07-19,193,0,0,16,0,
2022-07-20,195,0,2,15,2,0.36475130362034497
2022-07-21,194,0,0,9,0,
2022-07-22,192,0,0,20,0,
2022-07-25,191,0,0,13,0,
2022-07-26,193,0,0,25,0,
2022-07-27,190,0,0,15,0,
2022-07-28,191,0,0,14,0,
2022-07-29,191,0,0,6,0,
2022-08-01,191,0,0,17,0,
2022-08-02,189,0,0,2,0,
2022-08-03,189,0,0,6,0,
2022-08-04,189,0,0,4,0,
2022-08-05,190,0,0,6,0,
2022-08-08,192,0,0,12,0,
2022-08-09,193,0,0,9,0,
2022-08-10,191,0,0,4,0,
2022-08-11,194,0,0,15,0,
2022-08-12,195,0,0,14,0,
2022-08-15,195,0,0,16,0,
2022-08-16,195,0,0,8,0,
2022-08-17,195,0,0,24,0,
2022-08-18,195,0,0,7,0,
2022-08-19,196,0,0,12,0,
2022-08-22,196,0,0,14,0,
2022-08-23,197,0,0,14,0,
2022-08-24,193,0,0,1,0,
2022-08-25,195,0,0,13,0,
2022-08-26,195,0,0,8,0,
2022-08-29,195,0,0,15,0,
2022-08-30,194,0,0,8,0,
2022-08-31,194,0,0,11,0,
2022-09-01,194,0,0,9,0,
2022-09-02,196,0,0,11,0,
2022-09-05,196,0,0,22,0,
2022-09-06,196,0,0,11,0,
2022-09-07,196,0,0,15,0,
2022-09-08,197,0,0,14,0,
2022-09-09,196,0,0,20,0,
2022-09-13,196,0,0,7,0,
2022-09-14,195,0,0,13,0,
2022-09-15,194,0,0,11,0,
2022-09-16,191,0,0,1,0,
2022-09-19,190,0,0,25,0,
2022-09-20,191,0,0,5,0,
2022-09-21,191,0,0,14,0,
2022-09-22,190,0,0,18,0,
2022-09-23,189,0,0,15,0,
2022-09-26,188,0,0,8,0,
2022-09-27,190,0,0,16,0,
2022-09-28,188,0,0,4,0,
2022-09-29,189,0,0,2,0,
2022-09-30,188,0,0,16,0,
2022-10-10,187,0,0,9,0,
2022-10-11,188,0,0,6,0,
2022-10-12,191,0,0,18,0,
2022-10-13,190,0,0,4,0,
2022-10-14,190,0,0,5,0,
2022-10-17,192,0,0,5,0,
2022-10-18,190,0,0,7,0,
2022-10-19,190,0,0,5,0,
2022-10-20,191,0,0,8,0,
2022-10-21,191,0,0,10,0,
2022-10-24,189,0,0,0,0,
2022-10-25,189,0,0,4,0,
2022-10-26,190,0,0,4,0,
2022-10-27,188,0,0,5,0,
2022-10-28,187,0,0,0,0,
2022-10-31,187,0,0,6,0,
2022-11-01,186,0,0,5,0,
2022-11-02,186,0,0,5,0,
2022-11-03,184,0,0,4,0,
2022-11-04,191,0,0,11,0,
2022-11-07,191,0,0,3,0,
2022-11-08,190,0,0,2,0,
2022-11-09,189,0,0,4,0,
2022-11-10,189,0,0,9,0,
2022-11-11,192,0,0,5,0,
2022-11-14,192,0,0,9,0,
2022-11-15,193,0,0,12,0,
2022-11-16,192,0,0,5,0,
2022-11-17,193,0,0,10,0,
2022-11-18,192,0,0,3,0,
2022-11-21,192,0,0,6,0,
2022-11-22,192,0,0,20,0,
2022-11-23,192,0,0,15,0,
2022-11-24,191,0,0,3,0,
2022-11-25,192,0,0,21,0,
2022-11-28,191,0,0,13,0,
2022-11-29,193,0,0,27,0,
2022-11-30,194,0,0,7,0,
2022-12-01,196,0,0,4,0,
2022-12-02,195,0,0,6,0,
2022-12-05,196,0,0,16,0,
2022-12-06,197,0,0,4,0,
2022-12-07,195,0,0,3,0,
2022-12-08,194,0,0,9,0,
