instrument,board_bucket,active_in_requested_window,raw_daily_file_exists,share_history_file_exists,status_file_exists,raw_rows,rows_in_resolved_calendar,missing_share_asof_rows,eligible_candidate_rows,first_price_date,last_price_date,market_cap_source,latest_only,support_state,notes
SH603016,main_board,True,True,True,True,2102,2102,0,2102,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603017,main_board,True,True,True,True,2281,2281,111,2170,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603018,main_board,True,True,True,True,2281,2281,354,1927,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603019,main_board,True,True,True,True,2268,2268,545,1723,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603020,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603021,main_board,True,True,True,True,2191,2191,0,2191,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603022,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603023,main_board,True,True,True,True,2257,2257,0,2257,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603025,main_board,True,True,True,True,2266,2266,311,1955,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603026,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603027,main_board,True,True,True,True,2280,2280,726,1554,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603028,main_board,True,True,True,True,2261,2261,0,2261,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603029,main_board,True,True,True,True,2231,2231,0,2231,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603030,main_board,True,True,True,True,2276,2276,739,1537,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603031,main_board,True,True,True,True,2273,2273,0,2273,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603032,main_board,True,True,True,True,2124,2124,0,2124,2017-01-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603033,main_board,True,True,True,True,2207,2207,0,2207,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603035,main_board,True,True,True,True,2279,2279,245,2034,2017-01-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603036,main_board,True,True,True,True,2276,2276,0,2276,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603037,main_board,True,True,True,True,2263,2263,410,1853,2017-01-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603038,main_board,True,True,True,True,2269,2269,0,2269,2017-01-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603039,main_board,True,True,True,True,2204,2204,0,2204,2017-01-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603040,main_board,True,True,True,True,2258,2258,389,1869,2017-02-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603041,main_board,True,True,True,True,2224,2224,0,2224,2017-03-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603042,main_board,True,True,True,True,2176,2176,0,2176,2017-06-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603043,main_board,True,True,True,True,2166,2166,0,2166,2017-06-27,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603045,main_board,True,True,True,True,1938,1938,0,1938,2018-05-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603048,main_board,True,True,True,True,1098,1098,0,1098,2021-11-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603049,main_board,True,True,True,True,239,239,0,239,2025-06-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603050,main_board,True,True,True,True,2214,2214,0,2214,2017-04-14,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603051,main_board,True,True,True,True,1011,1011,593,418,2022-03-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603052,main_board,True,True,True,True,881,881,0,881,2022-10-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603053,main_board,True,True,True,True,1561,1561,0,1561,2019-12-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603055,main_board,True,True,True,True,2104,2104,1340,764,2017-09-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603056,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH603057,main_board,True,True,True,True,887,887,0,887,2022-09-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603058,main_board,True,True,True,True,2269,2269,1776,493,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603059,main_board,True,True,True,True,1999,1999,0,1999,2018-03-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603060,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603061,main_board,True,True,True,True,784,784,0,784,2023-03-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603062,main_board,True,True,True,True,619,619,0,619,2023-11-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603063,main_board,True,True,True,True,2143,2143,1175,968,2017-07-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603065,main_board,True,True,True,True,772,772,0,772,2023-03-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603066,main_board,True,True,True,True,2201,2201,0,2201,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603067,main_board,True,True,True,True,2268,2268,323,1945,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603068,main_board,True,True,True,True,1727,1727,0,1727,2019-04-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603069,main_board,True,True,True,True,2263,2263,0,2263,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603070,main_board,True,True,True,True,1022,1022,0,1022,2022-03-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603071,main_board,True,True,True,True,1076,1076,0,1076,2021-12-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603072,main_board,True,True,True,True,337,337,0,337,2025-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603073,main_board,True,True,True,True,775,775,0,775,2023-03-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603075,main_board,True,True,True,True,654,654,0,654,2023-09-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603076,main_board,True,True,True,True,2072,2072,0,2072,2017-11-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603077,main_board,True,True,True,True,2269,2269,0,2269,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603078,main_board,True,True,True,True,2212,2212,0,2212,2017-04-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603079,main_board,True,True,True,True,2087,2087,0,2087,2017-08-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603080,main_board,True,True,True,True,2034,2034,0,2034,2018-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603081,main_board,True,True,True,True,2211,2211,1001,1210,2017-04-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603082,main_board,True,True,True,True,555,555,0,555,2024-01-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603083,main_board,True,True,True,True,2073,2073,714,1359,2017-11-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603085,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603086,main_board,True,True,True,True,2197,2197,0,2197,2017-05-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603087,main_board,True,True,True,True,1435,1435,38,1397,2020-06-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603088,main_board,True,True,True,True,2264,2264,0,2264,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603089,main_board,True,True,True,True,2264,2264,810,1454,2017-01-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603090,main_board,True,True,True,True,2225,2225,0,2225,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603091,main_board,True,True,True,True,406,406,0,406,2024-09-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603092,main_board,True,True,True,True,134,134,0,134,2025-11-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603093,main_board,True,True,True,True,1632,1632,0,1632,2019-08-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603095,main_board,True,True,True,True,1483,1483,0,1483,2020-04-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603096,main_board,True,True,True,True,2208,2208,0,2208,2017-04-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603097,main_board,True,True,True,True,982,982,0,982,2022-05-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603098,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603099,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603100,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603101,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603102,main_board,True,True,True,True,1049,1049,0,1049,2022-01-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603103,main_board,True,True,True,True,2094,2094,0,2094,2017-10-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603105,main_board,True,True,True,True,1913,1913,0,1913,2018-07-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603106,main_board,True,True,True,True,2104,2104,0,2104,2017-09-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603107,main_board,True,True,True,True,623,623,0,623,2023-11-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603108,main_board,True,True,True,True,2159,2159,1395,764,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603109,main_board,True,True,True,True,1551,1551,0,1551,2019-12-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603110,main_board,True,True,True,True,2091,2091,0,2091,2017-10-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603111,main_board,True,True,True,True,2188,2188,70,2118,2017-02-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603112,main_board,True,True,True,True,1377,1377,968,409,2020-09-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603113,main_board,True,True,True,True,2197,2197,1132,1065,2017-05-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603115,main_board,True,True,True,True,1647,1647,0,1647,2019-08-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603116,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603117,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603118,main_board,True,True,True,True,2275,2275,0,2275,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603119,main_board,True,True,True,True,683,683,0,683,2023-08-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603120,main_board,True,True,True,True,271,271,0,271,2025-04-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603121,main_board,True,True,True,True,1777,1777,0,1777,2019-01-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603122,main_board,True,True,True,True,1035,1035,0,1035,2022-02-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603123,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603124,main_board,True,True,True,True,289,289,0,289,2025-03-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603125,main_board,True,True,True,True,759,759,0,759,2023-04-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603126,main_board,True,True,True,True,2222,2222,0,2222,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603127,main_board,True,True,True,True,2123,2123,894,1229,2017-08-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603128,main_board,True,True,True,True,2261,2261,0,2261,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603129,main_board,True,True,True,True,2128,2128,0,2128,2017-08-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603130,main_board,True,True,True,True,853,853,0,853,2022-11-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603131,main_board,True,True,True,True,2192,2192,1066,1126,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603132,main_board,True,True,True,True,1034,1034,0,1034,2022-02-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603133,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH603135,main_board,True,True,True,True,759,759,0,759,2023-04-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603136,main_board,True,True,True,True,2100,2100,0,2100,2017-09-27,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603137,main_board,True,True,True,True,752,752,0,752,2023-04-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603138,main_board,True,True,True,True,2242,2242,771,1471,2017-03-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603139,main_board,True,True,True,True,2208,2208,0,2208,2017-04-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603150,main_board,True,True,True,True,1050,1050,0,1050,2022-01-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603151,main_board,True,True,True,True,868,868,0,868,2022-10-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603153,main_board,True,True,True,True,778,778,0,778,2023-03-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603155,main_board,True,True,True,True,1389,1389,0,1389,2020-09-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603156,main_board,True,True,True,True,2008,2008,0,2008,2018-02-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603157,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH603158,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603159,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603160,main_board,True,True,True,True,2271,2271,1152,1119,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603161,main_board,True,True,True,True,2019,2019,0,2019,2018-01-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603162,main_board,True,True,True,True,766,766,604,162,2023-03-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603163,main_board,True,True,True,True,879,879,0,879,2022-10-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603165,main_board,True,True,True,True,2270,2270,1312,958,2017-01-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603166,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603167,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603168,main_board,True,True,True,True,2274,2274,0,2274,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603169,main_board,True,True,True,True,2225,2225,0,2225,2017-01-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603170,main_board,True,True,True,True,937,937,0,937,2022-07-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603171,main_board,True,True,True,True,1190,1190,0,1190,2021-06-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603172,main_board,True,True,True,True,740,740,0,740,2023-05-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603173,main_board,True,True,True,True,808,808,0,808,2023-01-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603175,main_board,True,True,True,True,144,144,0,144,2025-10-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603176,main_board,True,True,True,True,1065,1065,0,1065,2021-12-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603177,main_board,True,True,True,True,2256,2256,0,2256,2017-02-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603178,main_board,True,True,True,True,2226,2226,0,2226,2017-03-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603179,main_board,True,True,True,True,2233,2233,740,1493,2017-03-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603180,main_board,True,True,True,True,2196,2196,520,1676,2017-05-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603181,main_board,True,True,True,True,2124,2124,0,2124,2017-08-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603182,main_board,True,True,True,True,892,892,0,892,2022-09-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603183,main_board,True,True,True,True,2110,2110,512,1598,2017-09-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603185,main_board,True,True,True,True,1795,1795,828,967,2018-12-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603186,main_board,True,True,True,True,2281,2281,1193,1088,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603187,main_board,True,True,True,True,1816,1816,727,1089,2018-11-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603188,main_board,True,True,True,True,2249,2249,0,2249,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603189,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603190,main_board,True,True,True,True,794,794,0,794,2023-02-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603191,main_board,True,True,True,True,989,989,0,989,2022-04-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603192,main_board,True,True,True,True,1877,1877,0,1877,2018-08-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603193,main_board,True,True,True,True,634,634,0,634,2023-10-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603194,main_board,True,True,True,True,344,344,0,344,2024-12-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603195,main_board,True,True,True,True,1531,1531,825,706,2020-02-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603196,main_board,True,True,True,True,2165,2165,0,2165,2017-05-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603197,main_board,True,True,True,True,2191,2191,1852,339,2017-05-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603198,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603199,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603200,main_board,True,True,True,True,2184,2184,481,1703,2017-06-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603201,main_board,True,True,True,True,927,927,0,927,2022-07-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603202,main_board,True,True,True,True,265,265,0,265,2025-04-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603203,main_board,True,True,True,True,2281,2281,686,1595,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603205,main_board,True,True,True,True,377,377,0,377,2024-11-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603206,main_board,True,True,True,True,986,986,0,986,2022-05-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603207,main_board,True,True,True,True,423,423,0,423,2024-08-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603208,main_board,True,True,True,True,2258,2258,0,2258,2017-02-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603209,main_board,True,True,True,True,1012,1012,0,1012,2022-03-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603210,main_board,True,True,True,True,276,276,0,276,2025-04-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603211,main_board,True,True,True,True,931,931,0,931,2022-07-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603212,main_board,True,True,True,True,1472,1472,401,1071,2020-04-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603213,main_board,True,True,True,True,1092,1092,0,1092,2021-11-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603214,main_board,True,True,True,True,1979,1979,0,1979,2018-03-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603215,main_board,True,True,True,True,1036,1036,0,1036,2022-02-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603216,main_board,True,True,True,True,1068,1068,0,1068,2021-12-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603217,main_board,True,True,True,True,1683,1683,0,1683,2019-06-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603218,main_board,True,True,True,True,2281,2281,860,1421,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603219,main_board,True,True,True,True,1094,1094,0,1094,2021-11-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603220,main_board,True,True,True,True,1826,1826,243,1583,2018-11-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603221,main_board,True,True,True,True,1499,1499,0,1499,2020-03-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603222,main_board,True,True,True,True,2227,2227,0,2227,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603223,main_board,True,True,True,True,2268,2268,0,2268,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603225,main_board,True,True,True,True,2213,2213,1818,395,2017-04-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603226,main_board,True,True,True,True,2168,2168,0,2168,2017-06-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603227,main_board,True,True,True,True,2264,2264,0,2264,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603228,main_board,True,True,True,True,2278,2278,1842,436,2017-01-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603229,main_board,True,True,True,True,2199,2199,0,2199,2017-05-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603230,main_board,True,True,True,True,1070,1070,0,1070,2021-12-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603231,main_board,True,True,True,True,591,591,0,591,2023-12-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603232,main_board,True,True,True,True,2210,2210,0,2210,2017-04-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603233,main_board,True,True,True,True,2142,2142,1077,1065,2017-07-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603235,main_board,True,True,True,True,940,940,0,940,2022-07-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603236,main_board,True,True,True,True,1665,1665,0,1665,2019-07-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603237,main_board,True,True,True,True,904,904,0,904,2022-08-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603238,main_board,True,True,True,True,2180,2180,0,2180,2017-02-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603239,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603248,main_board,True,True,True,True,102,102,0,102,2025-12-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603255,main_board,True,True,True,True,913,913,0,913,2022-08-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603256,main_board,True,True,True,True,1662,1662,0,1662,2019-07-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603257,main_board,True,True,True,True,277,277,0,277,2025-04-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603258,main_board,True,True,True,True,2281,2281,1164,1117,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603259,main_board,True,True,True,True,1956,1956,1459,497,2018-05-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603260,main_board,True,True,True,True,2082,2082,0,2082,2017-10-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603261,main_board,True,True,True,True,1018,1018,0,1018,2022-03-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603262,main_board,True,True,True,True,205,205,0,205,2025-07-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603266,main_board,True,True,True,True,2276,2276,0,2276,2017-01-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603267,main_board,True,True,True,True,1708,1708,0,1708,2019-05-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603268,main_board,True,True,True,True,2209,2209,0,2209,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603269,main_board,True,True,True,True,2187,2187,0,2187,2017-05-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603270,main_board,True,True,True,True,660,660,0,660,2023-09-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603271,main_board,True,True,True,True,296,296,0,296,2025-03-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603272,main_board,True,True,True,True,975,975,0,975,2022-05-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603273,main_board,True,True,True,True,630,630,0,630,2023-10-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603275,main_board,True,True,True,True,667,667,0,667,2023-08-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603276,main_board,True,True,True,True,644,644,0,644,2023-09-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603277,main_board,True,True,True,True,2112,2112,545,1567,2017-09-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603278,main_board,True,True,True,True,2072,2072,822,1250,2017-11-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603279,main_board,True,True,True,True,1656,1656,0,1656,2019-07-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603280,main_board,True,True,True,True,861,861,0,861,2022-11-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603281,main_board,True,True,True,True,807,807,0,807,2023-01-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603282,main_board,True,True,True,True,776,776,0,776,2023-03-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603283,main_board,True,True,True,True,2036,2036,820,1216,2017-12-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603284,main_board,True,True,True,True,69,69,0,69,2026-02-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603285,main_board,True,True,True,True,459,459,0,459,2024-07-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603286,main_board,True,True,True,True,2147,2147,0,2147,2017-06-27,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603288,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603289,main_board,True,True,True,True,2081,2081,1455,626,2017-10-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603290,main_board,True,True,True,True,1533,1533,433,1100,2020-02-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603291,main_board,True,True,True,True,768,768,0,768,2023-03-27,2026-05-29,raw_close_times_total_share_asof,False,supported,
