instrument,board_bucket,active_in_requested_window,raw_daily_file_exists,share_history_file_exists,status_file_exists,raw_rows,rows_in_resolved_calendar,missing_share_asof_rows,eligible_candidate_rows,first_price_date,last_price_date,market_cap_source,latest_only,support_state,notes
SH600249,main_board,True,True,True,True,1131,1131,0,1131,2017-01-03,2021-08-24,raw_close_times_total_share_asof,False,supported,
SH600250,main_board,True,True,True,True,2244,2244,0,2244,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600251,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600252,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600253,main_board,False,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_inactive_source,missing raw daily or historical share cache
SH600255,main_board,True,True,True,True,2115,2115,0,2115,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600256,main_board,True,True,True,True,2268,2268,0,2268,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600257,main_board,True,True,True,True,2136,2136,0,2136,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600258,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600259,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600260,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600261,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600262,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600263,main_board,False,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_inactive_source,missing raw daily or historical share cache
SH600265,main_board,True,True,True,True,2202,2202,0,2202,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600266,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600267,main_board,True,True,True,True,2259,2259,1004,1255,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600268,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600269,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600270,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600271,main_board,True,True,True,True,2276,2276,113,2163,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600272,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600273,main_board,True,True,True,True,2189,2189,0,2189,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600275,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600276,main_board,True,True,True,True,2281,2281,543,1738,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600277,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600278,main_board,True,True,True,True,2268,2268,0,2268,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600279,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600280,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600281,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600282,main_board,True,True,True,True,2268,2268,779,1489,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600283,main_board,True,True,True,True,2272,2272,0,2272,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600284,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600285,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600286,main_board,False,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_inactive_source,missing raw daily or historical share cache
SH600287,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600288,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600289,main_board,True,True,True,True,2096,2096,0,2096,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600290,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600291,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600292,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600293,main_board,True,True,True,True,2203,2203,0,2203,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600295,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600296,main_board,False,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_inactive_source,missing raw daily or historical share cache
SH600297,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600298,main_board,True,True,True,True,2281,2281,136,2145,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600299,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600300,main_board,True,True,True,True,2277,2277,0,2277,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600301,main_board,True,True,True,True,2267,2267,0,2267,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600302,main_board,True,True,True,True,2275,2275,0,2275,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600303,main_board,True,True,True,True,2257,2257,0,2257,2017-01-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600305,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600306,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600307,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600308,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600309,main_board,True,True,True,True,2156,2156,0,2156,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600310,main_board,True,True,True,True,2259,2259,0,2259,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600311,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600312,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600313,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600315,main_board,True,True,True,True,2269,2269,0,2269,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600316,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600317,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600318,main_board,True,True,True,True,2050,2050,0,2050,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600319,main_board,True,True,True,True,2243,2243,0,2243,2017-01-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600320,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600321,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600322,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600323,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600325,main_board,True,True,True,True,2278,2278,0,2278,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600326,main_board,True,True,True,True,2281,2281,1459,822,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600327,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600328,main_board,True,True,True,True,2140,2140,0,2140,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600329,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600330,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600331,main_board,True,True,True,True,2236,2236,0,2236,2017-01-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600332,main_board,True,True,True,True,2233,2233,0,2233,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600333,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600335,main_board,True,True,True,True,2156,2156,0,2156,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600336,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600337,main_board,True,True,True,True,2265,2265,0,2265,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600338,main_board,True,True,True,True,2274,2274,0,2274,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600339,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600340,main_board,True,True,True,True,2262,2262,0,2262,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600343,main_board,True,True,True,True,2272,2272,0,2272,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600345,main_board,True,True,True,True,2261,2261,0,2261,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600346,main_board,True,True,True,True,2218,2218,0,2218,2017-03-14,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600348,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600350,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600351,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600352,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600353,main_board,True,True,True,True,2191,2191,0,2191,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600354,main_board,True,True,True,True,2267,2267,0,2267,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600355,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH600356,main_board,True,True,True,True,2272,2272,0,2272,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600357,main_board,False,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_inactive_source,missing raw daily or historical share cache
SH600358,main_board,True,True,True,True,2115,2115,0,2115,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600359,main_board,True,True,True,True,2249,2249,0,2249,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600360,main_board,True,True,True,True,2263,2263,0,2263,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600361,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600362,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600363,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600365,main_board,True,True,True,True,2201,2201,0,2201,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600366,main_board,True,True,True,True,2280,2280,118,2162,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600367,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600368,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600369,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600370,main_board,True,True,True,True,2268,2268,1869,399,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600371,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600372,main_board,True,True,True,True,2258,2258,0,2258,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600373,main_board,True,True,True,True,2278,2278,0,2278,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600375,main_board,True,True,True,True,2157,2157,0,2157,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600376,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH600377,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
