instrument,episode_id,episode_low_date,episode_high_date,qfq_low_at_low_date,qfq_high_at_high_date,mfe_120,low_to_high_sessions,low_to_high_calendar_days,low_detection_window,forward_horizon_days,dedup_cluster_id,cluster_policy,primary_low_selection_policy,earliest_qualifying_low_date,earliest_qualifying_high_date,max_mfe_low_date,max_mfe_high_date,max_mfe_120,structural_low_date,structural_low_to_cluster_high_mfe,high_at_horizon_boundary,profile_start_date,profile_end_date,profile_pre_low_complete,profile_post_high_complete,lookback_60_complete,lookback_120_complete,lookback_250_complete,first_ema60_reclaim_date,first_ema60_reclaim_missing_reason,split,duration_bucket,board_bucket,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,market_regime_bucket,benchmark_alias,cluster_member_count,cluster_union_start_date,cluster_union_end_date,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket,low_matched_control_count,ema60_matched_control_count
SH600036,SH600036_20200319_0001,2020-03-19,2020-07-07,21.73,32.77,0.5080533824206168,72,110,20,120,SH600036_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-19,2020-07-07,2020-03-19,2020-07-07,0.5080533824206168,2020-03-19,0.5080533824206168,False,2019-03-11,2020-08-18,True,True,True,True,True,2020-04-28,not_missing,train,medium,main_board,777275641422.82,2861547852.85,-0.18545721630554535,-0.21846370683579985,-0.27039473684210524,0.03455816050495941,risk_off,csi300,1,2020-03-19,2020-07-07,q5,q5,q1,q1,q2,q3,5,5
SH600036,SH600036_20200930_0002,2020-09-30,2021-02-18,27.94,44.95,0.608804581245526,89,141,20,120,SH600036_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-09-30,2021-02-18,2020-09-30,2021-02-18,0.608804581245526,2020-09-30,0.608804581245526,False,2019-09-20,2021-04-01,True,True,True,True,True,2020-10-12,not_missing,train,long,main_board,915732593772.31,2148148877.7,-0.03238029624526362,-0.08352365415986951,-0.08946515397082666,0.02004271982912066,transition,csi300,1,2020-09-30,2021-02-18,q5,q5,q5,q3,q5,q1,5,5
SH600036,SH600036_20221031_0003,2022-10-31,2023-01-30,21.96,35.6,0.6211293260473589,59,91,20,120,SH600036_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-31,2023-01-30,2022-10-31,2023-01-30,0.6211293260473589,2022-10-31,0.6211293260473589,False,2021-10-20,2023-03-13,True,True,True,True,True,2022-11-14,not_missing,validation,medium,main_board,685475403435.18,2492637393.05,-0.2098765432098766,-0.23523386821440773,-0.25606110926602466,0.03575892857142857,risk_off,csi300,1,2022-10-31,2023-01-30,q5,q5,q1,q1,q2,q3,5,5
SH600036,SH600036_20240911_0004,2024-09-11,2025-03-17,27.96,42.51,0.5203862660944205,119,187,20,120,SH600036_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-11,2025-03-17,2024-09-11,2025-03-17,0.5203862660944205,2024-09-11,0.5203862660944205,False,2023-08-31,2025-04-29,True,True,True,True,True,2024-09-24,not_missing,robustness,long,main_board,761387138694.1901,1636711395.5,-0.05609674168626133,-0.06613492854769021,-0.12324492979719182,0.020925266903914604,risk_off,csi300,1,2024-09-11,2025-03-17,q5,q5,q4,q3,q5,q1,5,5
SH600037,SH600037_20181018_0000,2018-10-18,2019-03-22,7.39,12.97,0.7550744248985117,104,155,20,120,SH600037_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-18,2019-03-22,2018-10-18,2019-03-22,0.7550744248985117,2018-10-18,0.7550744248985117,False,2017-09-29,2019-05-09,True,True,True,True,True,2018-11-13,not_missing,train,long,main_board,11454331985.32,30482199.9,-0.1517553793884484,-0.16962305986696224,-0.20572640509013784,0.03304405874499334,risk_off,csi300,2,2018-10-18,2019-03-22,q1,q1,q2,q2,q3,q3,5,5
SH600038,SH600038_20180207_0000,2018-02-07,2018-04-19,30.82,50.0,0.6223231667748215,44,71,20,120,SH600038_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-02-07,2018-04-19,2018-02-07,2018-04-19,0.6223231667748215,2018-02-07,0.6223231667748215,False,2017-02-07,2018-06-04,True,True,True,True,True,2018-03-20,not_missing,train,medium,main_board,20649369361.48,309436963.35,-0.2571230020847811,-0.25986614354950377,-0.30267449445531636,0.054490177736202086,risk_off,csi300,1,2018-02-07,2018-04-19,q2,q3,q1,q1,q1,q5,5,5
SH600038,SH600038_20200319_0001,2020-03-19,2020-08-10,38.0,67.85,0.7855263157894736,96,144,20,120,SH600038_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-19,2020-08-10,2020-03-19,2020-08-10,0.7855263157894736,2020-03-19,0.7855263157894736,False,2019-03-11,2020-09-21,True,True,True,True,True,2020-04-09,not_missing,train,long,main_board,23714648284.68,395179328.75,-0.08695652173913038,-0.1639767591994835,-0.18279343710559526,0.043011583011583025,risk_off,csi300,2,2020-03-19,2020-08-10,q2,q4,q3,q2,q4,q4,5,5
SH600038,SH600038_20210316_0002,2021-03-16,2021-08-23,42.22,67.8,0.6058739933680719,109,160,20,120,SH600038_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-16,2021-08-23,2021-07-06,2021-12-30,0.7154802744425386,2021-03-16,0.8950734249171011,False,2020-03-05,2021-10-13,True,True,True,True,True,2021-04-26,not_missing,train,long,main_board,26455715014.08,337399535.25,-0.19452717795979146,-0.11477086743044185,-0.3661002050981541,0.04039750404437254,transition,csi300,3,2021-03-16,2021-12-30,q2,q3,q1,q3,q1,q3,5,5
SH600038,SH600038_20211013_0003,2021-10-13,2021-12-31,49.89,81.44,0.6323912607737021,57,79,20,120,SH600038_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-10-13,2021-12-31,2021-10-13,2021-12-31,0.6323912607737021,2021-10-13,0.6323912607737021,False,2020-09-24,2022-02-21,True,True,True,True,True,2021-10-19,not_missing,train,medium,main_board,33187539110.8,500384438.55,-0.06420373027259685,0.05286521388216303,-0.23038348082595872,0.04889804522805673,transition,csi300,1,2021-10-13,2021-12-31,q3,q4,q4,q5,q3,q4,5,5
SH600039,SH600039_20221223_0000,2022-12-23,2023-04-28,6.11,9.44,0.5450081833060554,83,126,20,120,SH600039_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-12-23,2023-04-28,2022-12-23,2023-04-28,0.5450081833060554,2022-12-23,0.5450081833060554,False,2021-12-13,2023-06-14,True,True,True,True,True,2022-12-30,not_missing,validation,long,main_board,65065219298.74999,199438659.0,-0.09696092619392183,0.02127659574468077,-0.13453536754507622,0.024599358974358942,risk_off,csi300,1,2022-12-23,2023-04-28,q4,q2,q3,q4,q5,q2,5,5
SH600039,SH600039_20240910_0001,2024-09-10,2024-10-17,4.94,8.67,0.7550607287449391,20,37,20,120,SH600039_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-10,2024-10-17,2024-09-10,2024-10-17,0.7550607287449391,2024-09-10,0.7550607287449391,False,2023-08-30,2024-11-28,True,True,True,True,True,2024-09-26,not_missing,robustness,fast,main_board,46265064668.55,123055057.35,-0.1372881355932204,-0.2988980716253443,-0.30178326474622774,0.029174852652259338,risk_off,csi300,1,2024-09-10,2024-10-17,q4,q2,q2,q1,q2,q2,5,5
SH600039,SH600039_20250122_0002,2025-01-22,2025-06-26,6.45,9.7,0.5038759689922478,100,155,20,120,SH600039_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-01-22,2025-06-26,2025-01-22,2025-06-26,0.5038759689922478,2025-01-22,0.5038759689922478,False,2024-01-10,2025-08-07,True,True,True,True,True,2025-02-27,not_missing,robustness,long,main_board,60027497616.45,149973209.95,-0.0854341736694677,-0.08415147265077139,-0.1606683804627249,0.024042879019908096,transition,csi300,1,2025-01-22,2025-06-26,q4,q2,q3,q3,q4,q1,5,5
SH600048,SH600048_20210802_0000,2021-08-02,2022-01-11,7.99,14.89,0.8635794743429286,108,162,20,120,SH600048_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-08-02,2022-01-11,2021-08-02,2022-01-11,0.8635794743429286,2021-08-02,1.1689612015018769,False,2020-07-23,2022-03-01,True,True,True,True,True,2021-08-11,not_missing,train,long,main_board,119820776905.83,763206710.3,-0.1428571428571429,-0.2677787532923618,-0.2754126846220678,0.03429256594724221,risk_on,csi300,2,2021-08-02,2022-04-15,q5,q5,q2,q1,q2,q3,5,5
SH600048,SH600048_20240416_0001,2024-04-16,2024-10-08,7.22,11.87,0.6440443213296398,114,175,20,120,SH600048_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-04-16,2024-10-08,2024-09-10,2024-10-08,0.66013986013986,2024-09-10,0.66013986013986,False,2023-04-03,2024-11-19,True,True,True,True,True,2024-04-29,not_missing,robustness,long,main_board,94925616304.74,990292781.2,-0.17477876106194679,-0.12235294117647055,-0.22694300518134713,0.035656836461126,risk_off,csi300,3,2024-04-16,2024-10-08,q5,q5,q1,q3,q3,q3,5,5
SH600050,SH600050_20220614_0000,2022-06-14,2022-12-07,3.03,4.81,0.5874587458745875,120,176,20,120,SH600050_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-06-14,2022-12-07,2022-09-29,2023-03-14,0.9798657718120807,2022-08-02,0.9932432432432434,True,2021-06-01,2023-01-19,True,True,True,True,True,2022-06-15,not_missing,validation,long,main_board,107218935377.52,315333821.8,-0.006451612903225823,-0.0434782608695653,-0.0434782608695653,0.012337662337662378,transition,csi300,6,2022-06-14,2023-03-14,q5,q3,q5,q4,q5,q1,5,5
SH600050,SH600050_20240919_0001,2024-09-19,2025-02-24,4.21,6.71,0.5938242280285035,100,158,20,120,SH600050_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-19,2025-02-24,2024-09-19,2025-02-24,0.5938242280285035,2024-09-19,0.5938242280285035,False,2023-09-06,2025-04-08,True,True,True,True,True,2024-09-24,not_missing,robustness,long,main_board,142466604277.76,546431707.7,-0.06181015452538641,0.004728132387706863,-0.07407407407407407,0.01658823529411764,risk_off,csi300,1,2024-09-19,2025-02-24,q5,q4,q4,q4,q5,q1,5,5
SH600056,SH600056_20220427_0000,2022-04-27,2022-05-10,12.84,19.65,0.5303738317757007,6,13,20,120,SH600056_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-05-10,2022-04-27,2022-05-10,0.5303738317757007,2022-04-27,0.5303738317757007,False,2021-04-15,2022-06-22,True,True,True,True,True,2022-04-28,not_missing,validation,fast,main_board,21946692868.36,4008214294.05,-0.38908606921029276,0.8214285714285714,-0.541,0.13031953522149595,risk_off,csi300,1,2022-04-27,2022-05-10,q2,q5,q1,q5,q1,q5,5,5
SH600060,SH600060_20181019_0000,2018-10-19,2019-03-06,6.87,10.99,0.5997088791848617,91,138,20,120,SH600060_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-03-06,2018-10-19,2019-03-06,0.5997088791848617,2018-10-19,0.5997088791848617,False,2017-10-11,2019-04-18,True,True,True,True,True,2018-11-16,not_missing,train,long,main_board,10808054893.72,57350619.25,-0.10731707317073158,-0.25609756097560976,-0.2701894317048853,0.03709016393442619,risk_off,csi300,1,2018-10-19,2019-03-06,q1,q1,q3,q1,q2,q3,5,5
SH600061,SH600061_20240412_0000,2024-04-12,2024-10-08,5.77,8.83,0.5303292894280764,116,179,20,120,SH600061_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-04-12,2024-10-08,2024-07-09,2024-10-08,0.6883365200764817,2024-07-09,0.6883365200764817,False,2023-03-30,2024-11-19,True,True,True,True,True,2024-04-29,not_missing,robustness,long,main_board,39322900217.16,141218906.35,-0.10819165378670792,-0.07680000000000009,-0.1963788300835655,0.01975736568457537,risk_on,csi300,4,2024-04-12,2024-10-08,q3,q2,q3,q3,q3,q1,5,5
SH600066,SH600066_20181030_0000,2018-10-30,2019-04-24,6.49,10.35,0.5947611710323573,118,176,20,120,SH600066_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-30,2019-04-24,2018-10-30,2019-04-24,0.5947611710323573,2018-10-30,0.5947611710323573,False,2017-10-20,2019-06-11,True,True,True,True,True,2018-12-27,not_missing,train,long,main_board,24508307198.61,128039037.85,-0.24627720504009165,-0.3654773384763741,-0.37983034872761545,0.05501519756838907,risk_off,csi300,2,2018-10-30,2019-04-24,q2,q2,q1,q1,q1,q5,5,5
SH600066,SH600066_20230830_0001,2023-08-30,2024-03-01,9.97,15.55,0.559679037111334,119,184,20,120,SH600066_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-08-30,2024-03-01,2023-11-10,2024-05-14,1.4301075268817205,2023-08-30,1.4934804413239715,False,2022-08-18,2024-04-16,True,True,True,True,True,2023-09-11,not_missing,validation,long,main_board,26943640343.91,207421439.8,-0.12347826086956526,-0.07438016528925628,-0.20126782884310612,0.03234126984126984,transition,csi300,5,2023-08-30,2024-05-14,q2,q2,q2,q3,q3,q2,5,5
SH600066,SH600066_20240808_0002,2024-08-08,2025-01-24,17.35,26.18,0.5089337175792505,113,169,20,120,SH600066_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-08-08,2025-01-24,2024-08-08,2025-01-24,0.5089337175792505,2024-08-08,0.5089337175792505,False,2023-07-28,2025-03-17,True,True,True,True,True,2024-09-18,not_missing,robustness,long,main_board,44854408657.98,600482943.3,-0.17350746268656725,-0.2513730460498522,-0.2510566356720203,0.043256207674943606,risk_off,csi300,1,2024-08-08,2025-01-24,q4,q4,q1,q1,q2,q4,5,4
SH600085,SH600085_20201225_0000,2020-12-25,2021-05-28,21.9,42.1,0.9223744292237446,100,154,20,120,SH600085_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-12-25,2021-05-28,2020-12-25,2021-05-28,0.9223744292237446,2020-12-25,0.9223744292237446,False,2019-12-16,2021-07-12,True,True,True,True,True,2021-02-08,not_missing,train,long,main_board,32160977643.9,545379400.25,-0.11734287987271275,-0.15078453884424026,-0.16704204204204198,0.024200090130689484,risk_on,csi300,2,2020-12-25,2021-05-28,q3,q4,q3,q2,q4,q1,5,5
SH600085,SH600085_20210922_0001,2021-09-22,2022-01-07,29.22,52.65,0.8018480492813143,71,107,20,120,SH600085_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-09-22,2022-01-07,2021-09-22,2022-01-07,0.8018480492813143,2021-09-22,0.8018480492813143,False,2020-09-10,2022-02-25,True,True,True,True,True,2021-10-19,not_missing,train,medium,main_board,43215027955.62,493527250.05,-0.027759634225996144,-0.20422346966051852,-0.26890962671905694,0.039318105475310706,risk_on,csi300,1,2021-09-22,2022-01-07,q4,q4,q5,q2,q2,q3,5,5
SH600085,SH600085_20220427_0002,2022-04-27,2022-06-29,31.25,51.64,0.65248,41,63,20,120,SH600085_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-06-29,2022-04-27,2022-06-29,0.65248,2022-04-27,0.65248,False,2021-04-15,2022-08-10,True,True,True,True,True,2022-05-16,not_missing,validation,medium,main_board,47151147607.560005,638071163.1,-0.17721212121212127,-0.24088570789532548,-0.2552117621242046,0.05836770771950503,risk_off,csi300,1,2022-04-27,2022-06-29,q4,q4,q1,q1,q2,q5,5,5
SH600085,SH600085_20230106_0003,2023-01-06,2023-05-08,39.79,61.4,0.5431012817290777,77,122,20,120,SH600085_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-01-06,2023-05-08,2023-01-06,2023-05-08,0.5431012817290777,2023-01-06,0.5431012817290777,False,2021-12-27,2023-06-19,True,True,True,True,True,2023-01-20,not_missing,validation,medium,main_board,61044141361.62,407404104.95,-0.1285591026747196,-0.10381543921916592,-0.2653209674486271,0.033675742574257456,risk_on,csi300,1,2023-01-06,2023-05-08,q4,q4,q2,q3,q2,q3,5,5
SH600085,SH600085_20240918_0004,2024-09-18,2024-10-08,30.03,45.05,0.5001665001665001,9,20,20,120,SH600085_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-18,2024-10-08,2024-09-18,2024-10-08,0.5001665001665001,2024-09-18,0.5001665001665001,False,2023-09-05,2024-11-19,True,True,True,True,True,2024-09-26,not_missing,robustness,fast,main_board,43228742658.24,244379002.4,-0.1403111739745403,-0.17351101441392447,-0.21896684656900534,0.025534715366897016,risk_off,csi300,1,2024-09-18,2024-10-08,q4,q3,q2,q2,q3,q2,5,5
SH600089,SH600089_20200204_0000,2020-02-04,2020-07-23,3.72,6.01,0.6155913978494623,116,170,20,120,SH600089_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-07-23,2020-02-04,2020-07-23,0.6155913978494623,2020-02-04,0.8306451612903223,False,2019-01-17,2020-09-03,True,True,True,True,True,2020-02-19,not_missing,train,long,main_board,21245869153.08,138075346.2,-0.11290322580645151,-0.0983606557377048,-0.1519823788546255,0.02259740259740258,risk_off,csi300,2,2020-02-04,2020-12-22,q2,q2,q3,q3,q4,q1,5,5
SH600089,SH600089_20200908_0001,2020-09-08,2021-02-22,5.29,9.89,0.8695652173913044,107,167,20,120,SH600089_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-09-08,2021-02-22,2020-09-08,2021-02-22,0.8695652173913044,2020-09-08,0.8695652173913044,False,2019-08-28,2021-04-06,True,True,True,True,True,2020-10-26,not_missing,train,long,main_board,29194498521.54,566069576.05,-0.09719934102141681,0.21238938053097356,-0.1410658307210031,0.03275547445255473,risk_on,csi300,3,2020-09-08,2021-02-22,q3,q4,q3,q5,q5,q3,5,5
SH600089,SH600089_20210309_0002,2021-03-09,2021-08-31,7.12,16.95,1.3806179775280896,120,175,20,120,SH600089_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-09,2021-08-31,2021-04-14,2021-09-07,1.8551724137931034,2021-03-09,1.9073033707865168,True,2020-02-27,2021-10-21,True,True,True,True,True,2021-03-12,not_missing,train,long,main_board,40671725039.55,2280755387.55,-0.15063731170336048,0.3159784560143626,-0.25884732052578363,0.08342428376534786,risk_off,csi300,3,2021-03-09,2021-09-07,q4,q5,q2,q5,q2,q5,5,5
SH600089,SH600089_20220128_0003,2022-01-28,2022-07-05,12.39,21.79,0.7586763518966908,101,158,20,120,SH600089_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-01-28,2022-07-05,2022-04-27,2022-07-05,0.7993393889347646,2022-04-27,0.7993393889347646,False,2021-01-19,2022-08-16,True,True,True,True,True,2022-03-10,not_missing,validation,long,main_board,71906684485.22,1059573014.9,-0.09677419354838701,-0.23877068557919623,-0.26734926052332186,0.036917701863354045,risk_off,csi300,3,2022-01-28,2022-07-05,q4,q5,q3,q1,q2,q3,5,5
SH600089,SH600089_20250407_0004,2025-04-07,2025-09-26,10.63,16.7,0.5710253998118531,120,172,20,120,SH600089_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-07,2025-09-26,2025-06-23,2025-11-10,1.455277280858676,2025-04-07,1.5823142050799621,True,2024-03-22,2025-11-17,True,True,True,True,True,2025-06-25,not_missing,robustness,long,main_board,60936678406.26,621337366.3,-0.08931552587646074,-0.09909165978530132,-0.1341269841269841,0.02406049495875343,risk_off,csi300,2,2025-04-07,2025-11-10,q4,q4,q3,q3,q5,q1,5,5
SH600096,SH600096_20210709_0000,2021-07-09,2021-09-14,9.86,30.39,2.0821501014198787,47,67,20,120,SH600096_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-07-09,2021-09-14,2021-07-09,2021-09-14,2.0821501014198787,2021-07-09,2.0821501014198787,False,2020-07-01,2021-11-04,True,True,True,True,True,,missing_event_absent,train,medium,main_board,23518670681.6,1064647237.15,0.06190476190476191,0.6616989567809242,-0.10153102336825137,0.08040358744394621,risk_on,csi300,1,2021-07-09,2021-09-14,q2,q5,q5,q5,q5,q5,5,0
SH600096,SH600096_20220128_0001,2022-01-28,2022-07-05,13.38,29.6,1.2122571001494769,101,158,20,120,SH600096_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-01-28,2022-07-05,2022-01-28,2022-07-05,1.2122571001494769,2022-01-28,1.2122571001494769,False,2021-01-19,2022-08-16,True,True,True,True,True,2022-02-17,not_missing,validation,long,main_board,32513669298.11,1022318033.95,-0.12833545108005084,-0.38585496866606983,-0.3772128915115751,0.05634110787172009,risk_off,csi300,2,2022-01-28,2022-07-05,q3,q5,q2,q1,q1,q5,5,5
SH600096,SH600096_20231219_0002,2023-12-19,2024-05-30,12.13,19.85,0.6364385820280296,105,163,20,120,SH600096_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-12-19,2024-05-30,2023-12-19,2024-05-30,0.6364385820280296,2023-12-19,0.6364385820280296,False,2022-12-08,2024-07-12,True,True,True,True,True,2024-01-03,not_missing,validation,long,main_board,26047468207.4,197074932.75,-0.12944523470839264,-0.19261213720316617,-0.19842829076620816,0.021323529411764703,risk_off,csi300,3,2023-12-19,2024-05-30,q2,q2,q2,q2,q3,q1,5,5
SH600096,SH600096_20250923_0003,2025-09-23,2026-02-27,24.17,44.03,0.8216797683078196,99,157,20,120,SH600096_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-23,2026-02-27,2025-09-23,2026-02-27,0.8216797683078196,2025-09-23,0.8216797683078196,False,2024-09-11,2026-04-13,True,True,True,True,True,2025-12-22,not_missing,robustness,long,main_board,46650332806.29,756244575.95,-0.08227374719521319,0.16028368794326253,-0.10339788089148705,0.03023634881825591,risk_on,csi300,1,2025-09-23,2026-02-27,q4,q5,q4,q5,q5,q2,5,5
SH600100,SH600100_20181016_0000,2018-10-16,2019-04-04,8.17,14.06,0.7209302325581397,115,170,20,120,SH600100_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-16,2019-04-04,2018-10-16,2019-04-04,0.7209302325581397,2018-10-16,0.7209302325581397,False,2017-09-29,2019-05-22,True,True,True,True,True,2018-11-05,not_missing,train,long,main_board,25341336031.050003,48460874.8,-0.11733046286329385,-0.13502109704641363,-0.18811881188118817,0.029634146341463392,risk_off,csi300,2,2018-10-16,2019-04-04,q2,q1,q3,q2,q4,q2,5,5
