instrument,episode_id,episode_low_date,episode_high_date,qfq_low_at_low_date,qfq_high_at_high_date,mfe_120,low_to_high_sessions,low_to_high_calendar_days,low_detection_window,forward_horizon_days,dedup_cluster_id,cluster_policy,primary_low_selection_policy,earliest_qualifying_low_date,earliest_qualifying_high_date,max_mfe_low_date,max_mfe_high_date,max_mfe_120,structural_low_date,structural_low_to_cluster_high_mfe,high_at_horizon_boundary,profile_start_date,profile_end_date,profile_pre_low_complete,profile_post_high_complete,lookback_60_complete,lookback_120_complete,lookback_250_complete,first_ema60_reclaim_date,first_ema60_reclaim_missing_reason,split,duration_bucket,board_bucket,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,market_regime_bucket,benchmark_alias,cluster_member_count,cluster_union_start_date,cluster_union_end_date,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket,low_matched_control_count,ema60_matched_control_count
SH600120,SH600120_20181019_0000,2018-10-19,2019-04-03,2.93,5.3,0.8088737201365186,111,166,20,120,SH600120_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-04-03,2018-10-19,2019-04-03,0.8088737201365186,2018-10-19,0.8088737201365186,False,2017-10-11,2019-05-21,True,True,True,True,True,2018-11-05,not_missing,train,long,main_board,9583293499.28,40606482.3,-0.08333333333333326,-0.10465116279069764,-0.19582245430809397,0.03766233766233765,risk_off,csi300,3,2018-10-19,2019-04-03,q1,q1,q4,q3,q3,q3,5,5
SH600126,SH600126_20200204_0000,2020-02-04,2020-06-24,3.73,9.7,1.6005361930294906,97,141,20,120,SH600126_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-06-24,2020-02-04,2020-06-24,1.6005361930294906,2020-02-04,1.6005361930294906,False,2019-01-08,2020-08-07,True,True,True,True,True,2020-02-24,not_missing,train,long,main_board,14927175746.86,47406214.3,-0.06352941176470583,0.047368421052631726,-0.14775160599571735,0.033291457286432166,risk_off,csi300,1,2020-02-04,2020-06-24,q1,q1,q4,q5,q4,q3,5,2
SH600132,SH600132_20180820_0000,2018-08-20,2019-02-14,19.01,28.71,0.5102577590741715,115,178,20,120,SH600132_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-08-20,2019-02-14,2018-11-28,2019-05-30,0.8381277425646025,2018-08-20,1.1667543398211464,False,2017-08-11,2019-03-28,True,True,True,True,True,2018-09-17,not_missing,train,long,main_board,11557232208.24,82402260.1,-0.21116017663588926,-0.20541852001617478,-0.28127286027798104,0.05318066157760817,risk_off,csi300,4,2018-08-20,2019-07-01,q1,q1,q1,q2,q2,q5,5,5
SH600132,SH600132_20190311_0001,2019-03-11,2019-07-01,26.17,41.19,0.5739396255254106,75,112,20,120,SH600132_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-03-11,2019-07-01,2019-03-11,2019-07-01,0.5739396255254106,2019-03-11,0.5739396255254106,False,2018-02-28,2019-08-12,True,True,True,True,True,,missing_event_absent,train,medium,main_board,15366085536.5,97847644.3,-0.01725403817914828,0.19562304600267977,-0.0807005494505495,0.03548748599178184,risk_on,csi300,1,2019-03-11,2019-07-01,q1,q1,q5,q5,q5,q3,3,0
SH600132,SH600132_20190806_0002,2019-08-06,2019-12-13,32.28,49.39,0.5300495662949194,87,129,20,120,SH600132_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-08-06,2019-12-13,2019-08-06,2019-12-13,0.5300495662949194,2019-08-06,0.5300495662949194,False,2018-07-26,2020-02-04,True,True,True,True,True,2019-08-16,not_missing,train,long,main_board,19126541744.960003,158320972.4,-0.13136033229491173,-0.05212464589235122,-0.18766690944403974,0.04257322175732218,risk_off,csi300,1,2019-08-06,2019-12-13,q1,q2,q2,q4,q4,q4,5,5
SH600132,SH600132_20200203_0003,2020-02-03,2020-07-01,36.34,65.72,0.8084755090809024,101,149,20,120,SH600132_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-03,2020-07-01,2020-03-23,2020-09-15,1.552746294681779,2020-03-23,1.552746294681779,False,2019-01-16,2020-08-12,True,True,True,True,True,2020-03-10,not_missing,train,long,main_board,23187060096.18,152342194.5,-0.18032417829806402,-0.0021923814743767256,-0.2628062360801783,0.039247459489151364,risk_off,csi300,3,2020-02-03,2020-09-15,q2,q2,q1,q4,q2,q3,5,0
SH600132,SH600132_20200812_0004,2020-08-12,2021-01-22,56.63,122.61,1.165106833833657,110,163,20,120,SH600132_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-08-12,2021-01-22,2020-08-12,2021-01-22,1.165106833833657,2020-08-12,1.5029136500088294,False,2019-08-01,2021-03-12,True,True,True,True,True,,missing_event_absent,train,long,main_board,33060072535.38,193456442.3,-0.08885424785658613,0.19676494676494682,-0.1106208155812537,0.04756201881950385,risk_on,csi300,2,2020-08-12,2021-02-10,q3,q2,q3,q5,q5,q4,5,0
SH600132,SH600132_20210315_0005,2021-03-15,2021-07-22,76.84,181.05,1.356194690265487,88,129,20,120,SH600132_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-15,2021-07-22,2021-03-15,2021-07-22,1.356194690265487,2021-03-15,1.356194690265487,False,2020-03-04,2021-09-02,True,True,True,True,True,2021-04-14,not_missing,train,long,main_board,46359601056.420006,572352457.7,-0.39882001379204657,-0.23706728899260998,-0.44645124876534503,0.09374840683150652,transition,csi300,1,2021-03-15,2021-07-22,q4,q4,q1,q1,q1,q5,5,5
SH600132,SH600132_20220329_0006,2022-03-29,2022-06-30,86.22,132.99,0.5424495476687545,61,93,20,120,SH600132_cluster_0006,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-03-29,2022-06-30,2022-03-29,2022-06-30,0.5424495476687545,2022-03-29,0.5424495476687545,False,2021-03-18,2022-08-11,True,True,True,True,True,2022-04-22,not_missing,validation,medium,main_board,49728040594.5,460541195.35,-0.293480032599837,-0.3433073252026362,-0.3754772710899791,0.06275810358749567,risk_off,csi300,1,2022-03-29,2022-06-30,q4,q4,q1,q1,q1,q5,3,5
SH600132,SH600132_20221031_0007,2022-10-31,2023-02-17,74.49,123.09,0.6524365686669353,73,109,20,120,SH600132_cluster_0007,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-31,2023-02-17,2022-10-31,2023-02-17,0.6524365686669353,2022-10-31,0.6524365686669353,False,2021-10-20,2023-03-31,True,True,True,True,True,2022-11-04,not_missing,validation,medium,main_board,43073436622.0,441214661.4,-0.18460555732992656,-0.28865979381443296,-0.32484132581100134,0.05562736649693173,risk_off,csi300,1,2022-10-31,2023-02-17,q4,q4,q1,q1,q1,q5,5,5
SH600132,SH600132_20240918_0008,2024-09-18,2024-10-08,47.71,72.24,0.514147977363236,9,20,20,120,SH600132_cluster_0008,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-18,2024-10-08,2024-09-18,2024-10-08,0.514147977363236,2024-09-18,0.514147977363236,False,2023-09-05,2024-11-19,True,True,True,True,True,2024-09-26,not_missing,robustness,fast,main_board,25316533367.38,130151920.6,-0.09447783621337347,-0.16965208405098176,-0.19110738255033555,0.026405310101638633,risk_off,csi300,1,2024-09-18,2024-10-08,q2,q2,q3,q2,q3,q2,5,5
SH600143,SH600143_20181019_0000,2018-10-19,2019-04-08,3.07,5.44,0.7719869706840392,113,171,20,120,SH600143_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-04-08,2018-10-19,2019-04-08,0.7719869706840392,2018-10-19,0.7719869706840392,False,2017-10-11,2019-05-23,True,True,True,True,True,2018-10-31,not_missing,train,long,main_board,9780425229.6,30641796.25,-0.1743589743589743,-0.2714932126696832,-0.29230769230769227,0.03804347826086956,risk_off,csi300,1,2018-10-19,2019-04-08,q1,q1,q1,q1,q2,q3,5,5
SH600143,SH600143_20191118_0001,2019-11-18,2020-05-19,5.65,12.89,1.2814159292035399,120,183,20,120,SH600143_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-11-18,2020-05-19,2020-03-24,2020-08-05,1.5823353293413174,2019-11-18,2.053097345132743,True,2018-11-07,2020-07-02,True,True,True,True,True,2019-11-19,not_missing,train,long,main_board,16342501878.05,198203218.0,-0.08593750000000011,0.25806451612903203,-0.20731707317073178,0.04376068376068375,transition,csi300,2,2019-11-18,2020-08-05,q1,q2,q3,q5,q3,q4,5,5
SH600143,SH600143_20201102_0002,2020-11-02,2021-02-03,13.6,29.58,1.1749999999999998,66,93,20,120,SH600143_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-11-02,2021-02-03,2020-11-02,2021-02-03,1.1749999999999998,2020-11-02,1.1749999999999998,False,2019-10-22,2021-03-24,True,True,True,True,True,2020-11-12,not_missing,train,medium,main_board,39247740730.75,699675324.7,0.01775568181818188,-0.01579670329670335,-0.16927536231884055,0.040788555478018185,transition,csi300,1,2020-11-02,2021-02-03,q3,q4,q5,q4,q4,q4,5,5
SH600143,SH600143_20220427_0003,2022-04-27,2022-08-24,7.09,11.93,0.6826516220028209,81,119,20,120,SH600143_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-08-24,2022-04-27,2022-08-24,0.6826516220028209,2022-04-27,0.6826516220028209,False,2021-04-15,2022-10-13,True,True,True,True,True,2022-06-06,not_missing,validation,long,main_board,20357352733.13,158360346.45,-0.1807228915662651,-0.33687943262411335,-0.335111111111111,0.037366310160427775,risk_off,csi300,1,2022-04-27,2022-08-24,q2,q2,q1,q1,q1,q3,5,5
SH600153,SH600153_20190102_0000,2019-01-02,2019-04-25,4.38,6.86,0.5662100456621006,75,113,20,120,SH600153_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-01-02,2019-04-25,2019-01-02,2019-04-25,0.5662100456621006,2019-01-02,0.5662100456621006,False,2017-12-21,2019-06-12,True,True,True,True,True,2019-01-21,not_missing,train,medium,main_board,19988163736.5,54154040.75,-0.08811475409836056,-0.10642570281124497,-0.14092664092664087,0.021348314606741574,risk_off,csi300,1,2019-01-02,2019-04-25,q2,q1,q3,q3,q5,q1,5,5
SH600153,SH600153_20200319_0001,2020-03-19,2020-07-21,4.66,7.41,0.5901287553648069,82,124,20,120,SH600153_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-19,2020-07-21,2020-03-19,2020-07-21,0.5901287553648069,2020-03-19,0.5901287553648069,False,2019-03-11,2020-09-01,True,True,True,True,True,2020-04-20,not_missing,train,long,main_board,20583555847.8,164961942.4,-0.13321167883211682,-0.18803418803418803,-0.23014586709886542,0.031578947368421054,risk_off,csi300,1,2020-03-19,2020-07-21,q2,q2,q2,q2,q3,q2,5,5
SH600153,SH600153_20220822_0002,2022-08-22,2022-11-30,8.17,12.57,0.5385556915544676,66,100,20,120,SH600153_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-08-22,2022-11-30,2022-08-22,2022-11-30,0.5385556915544676,2022-08-22,0.5385556915544676,False,2021-08-10,2023-01-12,True,True,True,True,True,2022-08-22,not_missing,validation,medium,main_board,34514344824.4,268577562.7,0.04661487236404005,-0.06541129831516357,-0.10953729933899903,0.04098621420996821,risk_on,csi300,1,2022-08-22,2022-11-30,q3,q3,q5,q3,q5,q4,5,5
SH600160,SH600160_20181017_0000,2018-10-17,2019-04-08,5.68,9.42,0.6584507042253522,115,173,20,120,SH600160_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-17,2019-04-08,2018-10-17,2019-04-08,0.6584507042253522,2018-10-17,0.6584507042253522,False,2017-10-09,2019-05-23,True,True,True,True,True,2018-11-05,not_missing,train,long,main_board,17816128008.47,92642105.25,-0.09370199692780334,-0.12332838038632987,-0.19727891156462574,0.03262711864406779,risk_off,csi300,2,2018-10-17,2019-04-08,q1,q1,q3,q3,q3,q3,5,5
SH600160,SH600160_20200204_0001,2020-02-04,2020-02-26,5.58,9.07,0.6254480286738351,16,22,20,120,SH600160_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-02-26,2020-02-04,2020-02-26,0.6254480286738351,2020-02-04,0.6254480286738351,False,2019-01-17,2020-04-09,True,True,True,True,True,2020-02-18,not_missing,train,fast,main_board,17212191465.809998,193819921.6,-0.11127819548872186,-0.0851393188854489,-0.1447178002894356,0.03629441624365484,risk_off,csi300,1,2020-02-04,2020-02-26,q1,q2,q3,q3,q4,q3,5,5
SH600160,SH600160_20210305_0002,2021-03-05,2021-08-27,7.65,15.52,1.0287581699346404,120,175,20,120,SH600160_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-05,2021-08-27,2021-04-30,2021-09-23,1.4360902255639099,2021-03-05,1.5411764705882351,True,2020-02-11,2021-10-19,True,True,True,True,True,2021-03-25,not_missing,train,long,main_board,22812854384.45,398361646.75,-0.0516826923076924,0.11914893617021272,-0.17983367983367982,0.059062103929024064,transition,csi300,2,2021-03-05,2021-09-23,q2,q4,q4,q5,q4,q5,1,5
SH600160,SH600160_20220121_0003,2022-01-21,2022-07-19,10.51,16.56,0.5756422454804946,116,179,20,120,SH600160_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-01-21,2022-07-19,2022-04-27,2022-08-12,0.898068669527897,2022-04-27,0.898068669527897,False,2021-01-12,2022-08-30,True,True,True,True,True,2022-01-26,not_missing,validation,long,main_board,30615120558.54,259542120.3,-0.0804403048264184,-0.2774451097804391,-0.29250814332247554,0.03568139963167588,transition,csi300,2,2022-01-21,2022-08-12,q3,q3,q4,q1,q2,q3,5,5
SH600160,SH600160_20231026_0004,2023-10-26,2024-03-29,13.56,23.82,0.7566371681415929,104,155,20,120,SH600160_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-10-26,2024-03-29,2024-01-23,2024-05-14,0.8184397163120569,2023-10-26,0.8908554572271385,False,2022-10-17,2024-05-17,True,True,True,True,True,2023-11-15,not_missing,validation,long,main_board,38525376575.87,150492321.85,-0.1161000641436819,-0.0862068965517242,-0.18073721759809758,0.0324746008708273,risk_off,csi300,2,2023-10-26,2024-05-14,q3,q2,q3,q3,q4,q3,5,5
SH600160,SH600160_20240909_0005,2024-09-09,2025-01-23,14.06,26.37,0.8755334281650071,90,136,20,120,SH600160_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-09,2025-01-23,2024-09-09,2025-01-23,0.8755334281650071,2024-09-09,0.8755334281650071,False,2023-08-29,2025-03-14,True,True,True,True,True,2024-09-26,not_missing,robustness,long,main_board,38930338488.02,397859565.2,-0.2123845736013037,-0.34299954689623924,-0.41579371474617244,0.04299999999999997,risk_off,csi300,1,2024-09-09,2025-01-23,q3,q4,q1,q1,q1,q4,5,5
SH600160,SH600160_20250407_0006,2025-04-07,2025-09-01,21.67,39.92,0.8421781264420858,101,147,20,120,SH600160_cluster_0006,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-07,2025-09-01,2025-04-07,2025-09-01,0.8421781264420858,2025-04-07,0.9275496077526535,False,2024-03-22,2025-10-21,True,True,True,True,True,2025-04-23,not_missing,robustness,long,main_board,65873804376.4,570671911.3,-0.11115569823435001,-0.06263224714346172,-0.16003033750474027,0.038261851015801346,risk_off,csi300,2,2025-04-07,2025-10-09,q4,q4,q3,q3,q4,q3,5,4
SH600161,SH600161_20190114_0000,2019-01-14,2019-07-02,8.15,14.99,0.8392638036809816,111,169,20,120,SH600161_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-01-14,2019-07-02,2019-01-14,2019-07-02,0.8392638036809816,2019-01-14,1.1018404907975459,False,2018-01-03,2019-08-13,True,True,True,True,True,2019-02-11,not_missing,train,long,main_board,16847828376.04,121254347.35,-0.21730950141110073,-0.07658157602663707,-0.2338858195211786,0.04705528846153846,risk_off,csi300,2,2019-01-14,2019-10-16,q1,q2,q1,q3,q3,q4,5,5
SH600161,SH600161_20191203_0001,2019-12-03,2020-06-03,14.18,22.97,0.6198871650211566,120,183,20,120,SH600161_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-12-03,2020-06-03,2020-03-13,2020-08-04,1.0913823019086175,2019-12-03,1.5500705218617767,True,2018-11-22,2020-07-17,True,True,True,True,True,2019-12-31,not_missing,train,long,main_board,26813658599.55,147256077.75,-0.05440414507772018,-0.08578584846587356,-0.1476941039112668,0.02493150684931508,transition,csi300,3,2019-12-03,2020-08-04,q2,q2,q4,q3,q4,q2,5,5
SH600161,SH600161_20210315_0002,2021-03-15,2021-07-14,20.91,31.39,0.501195600191296,82,121,20,120,SH600161_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-15,2021-07-14,2021-03-15,2021-07-14,0.501195600191296,2021-03-15,0.501195600191296,False,2020-03-04,2021-08-25,True,True,True,True,True,2021-04-15,not_missing,train,long,main_board,40355340204.560005,430939195.9,-0.2553340328786289,-0.18272552783109408,-0.3269048371798925,0.04962423673085958,transition,csi300,1,2021-03-15,2021-07-14,q3,q4,q1,q2,q1,q4,5,5
SH600161,SH600161_20220427_0003,2022-04-27,2022-08-29,12.15,18.86,0.5522633744855967,84,124,20,120,SH600161_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-08-29,2022-04-27,2022-08-29,0.5522633744855967,2022-04-27,0.5522633744855967,False,2021-04-15,2022-10-18,True,True,True,True,True,2022-06-08,not_missing,validation,long,main_board,26213903400.35,196044152.1,-0.21901323706377862,-0.3186351706036745,-0.3387671930718288,0.04322033898305084,risk_off,csi300,1,2022-04-27,2022-08-29,q2,q2,q1,q1,q1,q4,5,5
SH600166,SH600166_20181019_0000,2018-10-19,2019-04-17,1.49,2.89,0.9395973154362418,120,180,20,120,SH600166_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-19,2019-04-17,2019-01-31,2019-04-22,0.9705882352941178,2018-10-19,1.248322147651007,True,2017-10-11,2019-06-03,True,True,True,True,True,2018-10-31,not_missing,train,long,main_board,10272002186.6,43096074.9,-0.15300546448087438,-0.18848167539267013,-0.24390243902439013,0.03258064516129033,risk_off,csi300,2,2018-10-19,2019-04-22,q1,q1,q2,q2,q2,q3,5,5
SH600170,SH600170_20210430_0000,2021-04-30,2021-09-29,2.43,3.85,0.5843621399176955,102,152,20,120,SH600170_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-04-30,2021-09-29,2021-07-30,2021-09-29,0.6452991452991454,2021-07-30,0.6452991452991454,False,2020-04-21,2021-11-17,True,True,True,True,True,2021-06-03,not_missing,train,long,main_board,26000841365.76,50797486.85,-0.039215686274509665,-0.0080971659919028,-0.046692607003890885,0.009999999999999948,transition,csi300,5,2021-04-30,2021-09-29,q2,q1,q5,q4,q5,q1,5,5
SH600176,SH600176_20200324_0000,2020-03-24,2020-09-07,5.61,12.23,1.180035650623886,113,167,20,120,SH600176_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-24,2020-09-07,2020-03-24,2020-09-07,1.180035650623886,2020-03-24,1.180035650623886,False,2019-03-14,2020-10-27,True,True,True,True,True,2020-05-11,not_missing,train,long,main_board,26652555120.89,435084168.2,-0.20360110803324094,-0.24540682414698167,-0.3344907407407408,0.05643478260869567,risk_off,csi300,1,2020-03-24,2020-09-07,q2,q4,q1,q1,q1,q5,5,5
SH600176,SH600176_20201027_0001,2020-10-27,2021-02-18,10.21,21.89,1.1439764936336925,66,114,20,120,SH600176_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-10-27,2021-02-18,2020-10-27,2021-02-18,1.1439764936336925,2020-10-27,1.1439764936336925,False,2019-10-16,2021-04-01,True,True,True,True,True,2020-11-02,not_missing,train,medium,main_board,49032295886.0,482584475.8,-0.11813643926788686,0.1572052401746724,-0.14516129032258074,0.04386792452830189,transition,csi300,1,2020-10-27,2021-02-18,q4,q4,q3,q5,q4,q4,5,5
SH600176,SH600176_20210513_0002,2021-05-13,2021-09-09,12.42,19.64,0.5813204508856684,84,119,20,120,SH600176_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-05-13,2021-09-09,2021-07-28,2021-09-09,0.6435146443514645,2021-07-28,0.6435146443514645,False,2020-04-15,2021-11-01,True,True,True,True,True,2021-06-01,not_missing,train,long,main_board,58663639720.75,955015972.35,-0.07595870206489685,-0.3179096352749048,-0.4275925079945181,0.05315243415802074,transition,csi300,4,2021-05-13,2021-09-09,q4,q5,q4,q1,q1,q5,5,5
SH600176,SH600176_20240205_0003,2024-02-05,2024-05-10,8.02,12.37,0.5423940149625934,58,95,20,120,SH600176_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-05,2024-05-10,2024-02-05,2024-05-10,0.5423940149625934,2024-02-05,0.5423940149625934,False,2023-02-01,2024-06-24,True,True,True,True,True,2024-02-20,not_missing,robustness,medium,main_board,36148324653.84,275313939.3,-0.06157354618015953,-0.25045537340619306,-0.2612208258527827,0.04070473876063181,risk_off,csi300,1,2024-02-05,2024-05-10,q3,q3,q4,q1,q2,q4,5,5
SH600176,SH600176_20250416_0004,2025-04-16,2025-09-25,11.1,17.31,0.5594594594594593,112,162,20,120,SH600176_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-16,2025-09-25,2025-08-12,2026-02-05,0.8617818484596169,2025-06-19,1.0742115027829313,False,2024-04-02,2025-11-14,True,True,True,True,True,2025-04-17,not_missing,robustness,long,main_board,46876731084.880005,473804346.6,-0.054530201342281925,0.06120527306967993,-0.11884284597341666,0.033717834960070976,transition,csi300,3,2025-04-16,2026-02-05,q4,q4,q4,q5,q5,q3,1,5
SH600177,SH600177_20240920_0000,2024-09-20,2024-12-17,5.77,9.03,0.5649913344887347,57,88,20,120,SH600177_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-20,2024-12-17,2024-09-20,2024-12-17,0.5649913344887347,2024-09-20,0.5649913344887347,False,2023-09-07,2025-02-06,True,True,True,True,True,2024-09-25,not_missing,robustness,medium,main_board,30283544458.1,123824426.4,-0.12927191679049033,-0.07131537242472252,-0.13950073421439046,0.022440273037542643,risk_off,csi300,1,2024-09-20,2024-12-17,q3,q2,q2,q3,q5,q1,5,5
SH600179,SH600179_20181012_0000,2018-10-12,2019-04-04,6.27,9.91,0.5805422647527911,117,174,20,120,SH600179_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-12,2019-04-04,2018-10-12,2019-04-04,0.5805422647527911,2019-01-30,0.7264808362369337,False,2017-08-17,2019-05-22,True,True,True,True,True,2019-02-18,not_missing,train,long,main_board,10364250007.55,35963479.1,-0.2983425414364642,-0.37806072477962793,-0.4294699011680144,0.05307086614173227,risk_off,csi300,1,2018-10-12,2019-04-04,q1,q1,q1,q1,q1,q5,5,5
SH600183,SH600183_20221011_0000,2022-10-11,2023-03-24,11.58,18.93,0.6347150259067358,112,164,20,120,SH600183_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-11,2023-03-24,2022-10-11,2023-03-24,0.6347150259067358,2022-10-11,0.6347150259067358,False,2021-09-23,2023-05-11,True,True,True,True,True,2022-11-15,not_missing,validation,long,main_board,29547152856.3,146942323.8,-0.18862690707350904,-0.20838971583220567,-0.276885043263288,0.02777777777777777,risk_off,csi300,1,2022-10-11,2023-03-24,q3,q2,q1,q2,q2,q2,5,5
SH600183,SH600183_20240205_0001,2024-02-05,2024-07-17,12.37,23.12,0.8690379951495555,105,163,20,120,SH600183_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-05,2024-07-17,2024-02-05,2024-07-17,0.8690379951495555,2024-02-05,0.8690379951495555,False,2023-02-01,2024-08-28,True,True,True,True,True,2024-02-27,not_missing,robustness,long,main_board,32847086826.0,276246182.25,-0.16901408450704214,-0.2185430463576158,-0.2756696428571429,0.05704930662557781,risk_off,csi300,2,2024-02-05,2024-07-17,q3,q3,q1,q1,q2,q5,5,5
SH600183,SH600183_20240920_0002,2024-09-20,2025-02-21,15.9,34.16,1.1484276729559744,98,154,20,120,SH600183_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-20,2025-02-21,2024-09-20,2025-02-21,1.1484276729559744,2024-09-20,1.1484276729559744,False,2023-09-07,2025-04-07,True,True,True,True,True,2024-09-27,not_missing,robustness,long,main_board,40425178227.200005,311601816.95,-0.08683473389355745,-0.1746835443037974,-0.29498269896193774,0.034846625766871156,risk_off,csi300,1,2024-09-20,2025-02-21,q3,q3,q3,q2,q2,q3,5,5
SH600183,SH600183_20250304_0003,2025-03-04,2025-08-26,25.7,49.86,0.9400778210116731,120,175,20,120,SH600183_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-03-04,2025-08-26,2025-04-09,2025-09-23,2.082171314741036,2025-04-09,2.082171314741036,True,2024-02-20,2025-10-15,True,True,True,True,True,2025-05-14,not_missing,robustness,long,main_board,67803452392.3,1258542501.55,-0.05974296630774567,0.33152975897688153,-0.20755269320843084,0.058441078684891,risk_on,csi300,2,2025-03-04,2025-09-23,q4,q5,q4,q5,q3,q5,5,5
SH600183,SH600183_20251124_0004,2025-11-24,2026-05-27,51.41,139.22,1.708033456525968,120,184,20,120,SH600183_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-11-24,2026-05-27,2025-11-24,2026-05-27,1.708033456525968,2026-04-02,1.7340926944226238,True,2024-11-13,2026-05-29,True,False,True,True,True,2025-11-26,not_missing,robustness,long,main_board,129010522305.3,2598841230.6,-0.18143459915611815,0.11423101467772834,-0.2683335661405224,0.06442344406261935,transition,csi300,1,2025-11-24,2026-05-27,q5,q5,q1,q5,q2,q5,5,5
SH600188,SH600188_20210520_0000,2021-05-20,2021-09-17,4.27,13.63,2.192037470725996,85,120,20,120,SH600188_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-05-20,2021-09-17,2021-05-20,2021-09-17,2.192037470725996,2021-05-20,2.192037470725996,False,2020-05-11,2021-11-09,True,True,True,True,True,2021-05-21,not_missing,train,long,main_board,66370826483.03999,456856141.45,-0.126,0.3202416918429003,-0.1966911764705883,0.06578947368421052,risk_on,csi300,3,2021-05-20,2021-09-17,q4,q4,q2,q5,q3,q5,5,5
SH600188,SH600188_20211110_0001,2021-11-10,2022-04-15,7.93,15.08,0.9016393442622952,104,156,20,120,SH600188_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-11-10,2022-04-15,2022-01-17,2022-06-14,0.9938725490196079,2021-11-10,1.051702395964691,False,2020-10-30,2022-06-01,True,True,True,True,True,2021-12-16,not_missing,train,long,main_board,111667556814.6,1117830500.3,-0.22137404580152675,0.2810047095761381,-0.40132061628760085,0.10300245098039217,transition,csi300,2,2021-11-10,2022-06-14,q5,q5,q1,q5,q1,q5,5,5
SH600188,SH600188_20220427_0002,2022-04-27,2022-09-07,11.2,21.93,0.9580357142857143,91,133,20,120,SH600188_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-09-07,2022-04-27,2022-09-07,0.9580357142857143,2022-04-27,0.9580357142857143,False,2021-04-15,2022-10-27,True,True,True,True,True,2022-04-28,not_missing,validation,long,main_board,153558273949.2,1248237441.8,-0.20967741935483875,0.26451612903225796,-0.22015915119363394,0.08193027210884354,risk_off,csi300,2,2022-04-27,2022-09-07,q5,q5,q1,q5,q3,q5,5,5
