structure_candidate_id,status,failed_rules,stage
r02v2_industry_market_support_persistence_1101af_b4af4e_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_b4af4e_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_b4af4e_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_1101af_d2cbad_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_494287_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_a96cae_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_a2cffa_a96cae_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_persistence_ae7180_ce5d3a_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_23e5f3_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_a96cae_6b86b2_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_156070_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_156070_4e0740_f5ca38,passed,,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_156070_ef2d12_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_23e5f3_4e0740_f5ca38,passed,,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_23e5f3_ef2d12_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_a96cae_4e0740_f5ca38,rejected,min_winner_coverage,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_156070_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_156070_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_4e0740_f5ca38,passed,,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_ef2d12_f5ca38,passed,,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_4e0740_f5ca38,passed,,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_ef2d12_f5ca38,passed,,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_368191_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_156070_4e0740_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_156070_ef2d12_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_23e5f3_4e0740_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_23e5f3_ef2d12_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_5a4bd9_773a15_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_156070_4e0740_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_156070_ef2d12_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_14be4b_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_156070_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_156070_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_23e5f3_4e0740_f5ca38,rejected,min_winner_coverage;max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_23e5f3_ef2d12_f5ca38,rejected,min_winner_coverage;max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_44896b_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_156070_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_156070_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_23e5f3_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_persistence_abbef9_7932a0_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_156070_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_23e5f3_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_a96cae_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_156070_6b86b2_f5ca38,passed,,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_23e5f3_6b86b2_f5ca38,passed,,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_60f76f_6b86b2_f5ca38,passed,,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_a96cae_6b86b2_f5ca38,passed,,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_156070_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_23e5f3_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_a96cae_6b86b2_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_156070_6b86b2_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_a96cae_6b86b2_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_156070_6b86b2_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_a96cae_6b86b2_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_156070_6b86b2_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_23e5f3_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_60f76f_6b86b2_f5ca38,rejected,max_trigger_days_per_event_p90;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_a96cae_6b86b2_f5ca38,rejected,min_winner_coverage;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_156070_4e0740_f5ca38,passed,,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_156070_ef2d12_f5ca38,rejected,max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_23e5f3_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_23e5f3_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_60f76f_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_60f76f_ef2d12_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_a96cae_4e0740_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_8aed64_a96cae_ef2d12_f5ca38,rejected,min_winner_coverage;min_winner_coverage_ci90_lower;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_156070_4e0740_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_156070_ef2d12_f5ca38,rejected,min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
r02v2_near_high_persistence_persistence_29a6c7_bc2375_23e5f3_4e0740_f5ca38,rejected,max_trigger_days_per_event_p90;min_winner_vs_background_coverage_lift;min_winner_vs_background_coverage_lift_ci90_lower;max_action_time_background_signal_rate;not_generic_strength_proxy,stage_a
