structure_candidate_id,matched_background_coverage,matched_background_coverage_ci90_upper,action_time_background_signal_rate,winner_vs_background_coverage_lift,winner_vs_background_coverage_lift_ci90_lower,generic_strength_proxy_flag,generic_strength_proxy_reason,background_control_policy,non_default_background_policy_reason
r02v2_industry_market_support_persistence_ae7180_a2cffa_60f76f_4e0740_f5ca38,0.9191964285714286,0.9286688570653309,0.35251921623157695,1.039339485186984,1.0114549866487959,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_a2cffa_60f76f_ef2d12_f5ca38,0.9191964285714286,0.9286688570653309,0.457845685245576,1.039339485186984,1.0114549866487959,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_a2cffa_a96cae_4e0740_f5ca38,0.4133928571428571,0.43050865113962883,0.35251921623157695,0.9881209503239742,0.860096890373359,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_a2cffa_a96cae_ef2d12_f5ca38,0.4133928571428571,0.43050865113962883,0.457845685245576,0.9881209503239742,0.860096890373359,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_156070_4e0740_f5ca38,0.3705357142857143,0.38732153102298533,0.2077394648700249,1.0421686746987953,0.899309245188986,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_156070_ef2d12_f5ca38,0.3705357142857143,0.38732153102298533,0.2917887511242806,1.0421686746987953,0.899309245188986,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_23e5f3_4e0740_f5ca38,0.5080357142857143,0.5254119541521706,0.2077394648700249,1.2258347978910369,1.1135985087037554,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_23e5f3_ef2d12_f5ca38,0.5080357142857143,0.5254119541521706,0.2917887511242806,1.2258347978910369,1.1135985087037554,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_60f76f_4e0740_f5ca38,0.7227678571428572,0.7383261914559256,0.2077394648700249,1.102532427424336,1.036949184450942,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_60f76f_ef2d12_f5ca38,0.7227678571428572,0.7383261914559256,0.2917887511242806,1.102532427424336,1.036949184450942,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_a96cae_4e0740_f5ca38,0.26071428571428573,0.27597344001259316,0.2077394648700249,1.0017123287671232,0.822620177421859,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_persistence_ae7180_ce5d3a_a96cae_ef2d12_f5ca38,0.26071428571428573,0.27597344001259316,0.2917887511242806,1.0017123287671232,0.822620177421859,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_156070_6b86b2_f5ca38,0.37276785714285715,0.3895742795456178,0.1332913969772716,1.0,0.8603944659351149,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_23e5f3_6b86b2_f5ca38,0.4799107142857143,0.49727516578630593,0.1332913969772716,1.0,0.8869990916215181,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_60f76f_6b86b2_f5ca38,0.6495535714285714,0.6661364606609336,0.1332913969772716,1.0,0.9194408953894685,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_973b37_a96cae_6b86b2_f5ca38,0.203125,0.21710859004540184,0.1332913969772716,1.0,0.7915704397189138,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_156070_6b86b2_f5ca38,0.5357142857142857,0.5530483805171281,0.2609489755941444,1.0,0.8985725099529758,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_23e5f3_6b86b2_f5ca38,0.7098214285714286,0.725595692945916,0.2609489755941444,1.0,0.9296487116624889,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_60f76f_6b86b2_f5ca38,0.8660714285714286,0.8779088025118449,0.2609489755941444,1.0,0.9563661434574183,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_b4af4e_a96cae_6b86b2_f5ca38,0.38169642857142855,0.39858145788157523,0.2609489755941444,1.0,0.862911077348847,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_156070_6b86b2_f5ca38,0.765625,0.7803483144886765,0.43649676924520076,1.0,0.9389431031568454,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_23e5f3_6b86b2_f5ca38,0.9196428571428571,0.9290913760730857,0.43649676924520076,1.0,0.9670903741738013,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_60f76f_6b86b2_f5ca38,0.9933035714285714,0.99613825451199,0.43649676924520076,1.0,0.9907912108474287,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_1101af_d2cbad_a96cae_6b86b2_f5ca38,0.5669642857142857,0.5841862070982207,0.43649676924520076,1.0,0.9046000956126639,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_156070_6b86b2_f5ca38,0.6433035714285714,0.659952997019845,0.3814277122062386,1.0756419153365717,0.9941357909258374,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_23e5f3_6b86b2_f5ca38,0.7933035714285714,0.8073779129172405,0.3814277122062386,1.1029825548677545,1.0519198771877432,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_60f76f_6b86b2_f5ca38,0.9495535714285714,0.957160631424205,0.3814277122062386,1.0155148095909732,0.9923756205785259,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_494287_a96cae_6b86b2_f5ca38,0.5022321428571429,0.5196104540438685,0.3814277122062386,0.9733333333333332,0.8660131678045437,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_156070_6b86b2_f5ca38,0.7330357142857142,0.7484112778545948,0.46426856925292587,1.1175395858708892,1.0546151565084054,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_23e5f3_6b86b2_f5ca38,0.8651785714285715,0.877049214114086,0.46426856925292587,1.070691434468524,1.0330522943223948,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_60f76f_6b86b2_f5ca38,0.9816964285714286,0.9863554897991077,0.46426856925292587,1.009549795361528,0.9973691502223442,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_a2cffa_a96cae_6b86b2_f5ca38,0.5941964285714286,0.6112637294273251,0.46426856925292587,0.9691960931630351,0.8792990768344349,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_156070_6b86b2_f5ca38,0.5294642857142857,0.5468125697776592,0.3025873628101773,1.0708263069139965,0.9664278548160042,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_23e5f3_6b86b2_f5ca38,0.6660714285714285,0.6824633206199459,0.3025873628101773,1.1595174262734587,1.0839135333774694,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_60f76f_6b86b2_f5ca38,0.8357142857142857,0.8485929465582527,0.3025873628101773,1.0870726495726495,1.0441665167203338,True,too_dense_or_no_background_enrichment,both,
r02v2_industry_market_support_point_in_window_existence_ae7180_ce5d3a_a96cae_6b86b2_f5ca38,0.42589285714285713,0.44307940083327785,0.3025873628101773,1.00104821802935,0.8754724799638807,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_156070_4e0740_f5ca38,0.20401785714285714,0.2180242933114916,0.07630761420759599,1.9912472647702408,1.6882509293073258,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_156070_ef2d12_f5ca38,0.20401785714285714,0.2180242933114916,0.14346096332224226,1.9912472647702408,1.6882509293073258,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_23e5f3_4e0740_f5ca38,0.3151785714285714,0.33132620572323,0.07630761420759599,1.961756373937677,1.7521931198341776,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_23e5f3_ef2d12_f5ca38,0.3151785714285714,0.33132620572323,0.14346096332224226,1.961756373937677,1.7521931198341776,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_60f76f_4e0740_f5ca38,0.5263392857142857,0.5436936404012221,0.07630761420759599,1.5691263782866836,1.4648354340655374,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_60f76f_ef2d12_f5ca38,0.5263392857142857,0.5436936404012221,0.14346096332224226,1.5691263782866836,1.4648354340655374,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_a96cae_4e0740_f5ca38,0.11116071428571428,0.12208590880935045,0.07630761420759599,2.108433734939759,1.6500894322194108,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_0602d7_a96cae_ef2d12_f5ca38,0.11116071428571428,0.12208590880935045,0.14346096332224226,2.108433734939759,1.6500894322194108,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_156070_4e0740_f5ca38,0.075,0.08415468469982036,0.03482372935600104,2.916666666666667,2.2175960187561414,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_156070_ef2d12_f5ca38,0.075,0.08415468469982036,0.06803621976857753,2.916666666666667,2.2175960187561414,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_4e0740_f5ca38,0.13348214285714285,0.14530281676088494,0.03482372935600104,2.6755852842809364,2.2016314268726473,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_23e5f3_ef2d12_f5ca38,0.13348214285714285,0.14530281676088494,0.06803621976857753,2.6755852842809364,2.2016314268726473,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_4e0740_f5ca38,0.25089285714285714,0.265960940387104,0.03482372935600104,2.437722419928826,2.1571893882429447,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_60f76f_ef2d12_f5ca38,0.25089285714285714,0.265960940387104,0.06803621976857753,2.437722419928826,2.1571893882429447,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_a96cae_4e0740_f5ca38,0.04776785714285714,0.05518063851238093,0.03482372935600104,3.5981308411214954,2.583403171993312,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_368191_a96cae_ef2d12_f5ca38,0.04776785714285714,0.05518063851238093,0.06803621976857753,3.5981308411214954,2.583403171993312,False,,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_156070_4e0740_f5ca38,0.36964285714285716,0.38642032407602794,0.13460466707499436,1.6123188405797102,1.443623297232353,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_156070_ef2d12_f5ca38,0.36964285714285716,0.38642032407602794,0.23874477864777324,1.6123188405797102,1.443623297232353,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_23e5f3_4e0740_f5ca38,0.5214285714285715,0.5387910886236159,0.13460466707499436,1.545376712328767,1.4385157156889374,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_23e5f3_ef2d12_f5ca38,0.5214285714285715,0.5387910886236159,0.23874477864777324,1.545376712328767,1.4385157156889374,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_60f76f_4e0740_f5ca38,0.7825892857142858,0.7969259895387765,0.13460466707499436,1.2179121505989732,1.175388272985113,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_60f76f_ef2d12_f5ca38,0.7825892857142858,0.7969259895387765,0.23874477864777324,1.2179121505989732,1.175388272985113,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_a96cae_4e0740_f5ca38,0.19464285714285715,0.20840402796785923,0.13460466707499436,1.4793577981651376,1.2128116032287708,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_5a4bd9_773a15_a96cae_ef2d12_f5ca38,0.19464285714285715,0.20840402796785923,0.23874477864777324,1.4793577981651376,1.2128116032287708,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_156070_4e0740_f5ca38,0.15401785714285715,0.1665639364780556,0.14588333967896616,1.9420289855072461,1.5821084645258832,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_156070_ef2d12_f5ca38,0.15401785714285715,0.1665639364780556,0.1905510768263007,1.9420289855072461,1.5821084645258832,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_23e5f3_4e0740_f5ca38,0.20625,0.220313089505873,0.14588333967896616,2.5649350649350646,2.225123723745535,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_23e5f3_ef2d12_f5ca38,0.20625,0.220313089505873,0.1905510768263007,2.5649350649350646,2.225123723745535,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_60f76f_4e0740_f5ca38,0.3464285714285714,0.3629670392948473,0.14588333967896616,1.7783505154639176,1.5931846923368385,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_60f76f_ef2d12_f5ca38,0.3464285714285714,0.3629670392948473,0.1905510768263007,1.7783505154639176,1.5931846923368385,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_a96cae_4e0740_f5ca38,0.15803571428571428,0.1707141697666078,0.14588333967896616,1.4830508474576272,1.1800582706440141,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_14be4b_a96cae_ef2d12_f5ca38,0.15803571428571428,0.1707141697666078,0.1905510768263007,1.4830508474576272,1.1800582706440141,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_156070_4e0740_f5ca38,0.049107142857142856,0.05661783600503556,0.05082575995850508,3.4090909090909087,2.444370281286039,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_156070_ef2d12_f5ca38,0.049107142857142856,0.05661783600503556,0.0701440734548384,3.4090909090909087,2.444370281286039,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_23e5f3_4e0740_f5ca38,0.045535714285714284,0.05278170563318092,0.05082575995850508,5.343137254901961,3.977820892180672,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_23e5f3_ef2d12_f5ca38,0.045535714285714284,0.05278170563318092,0.0701440734548384,5.343137254901961,3.977820892180672,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_60f76f_4e0740_f5ca38,0.103125,0.11369536132801222,0.05082575995850508,3.2034632034632033,2.584121990190762,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_60f76f_ef2d12_f5ca38,0.103125,0.11369536132801222,0.0701440734548384,3.2034632034632033,2.584121990190762,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_a96cae_4e0740_f5ca38,0.05,0.057575105712958735,0.05082575995850508,2.9017857142857144,2.044588266684764,False,,both,
r02v2_momentum_persistence_persistence_abbef9_44896b_a96cae_ef2d12_f5ca38,0.05,0.057575105712958735,0.0701440734548384,2.9017857142857144,2.044588266684764,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_156070_4e0740_f5ca38,0.08169642857142857,0.09121642017831239,0.08545084341737158,2.650273224043716,2.0227461541509464,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_156070_ef2d12_f5ca38,0.08169642857142857,0.09121642017831239,0.11525876387072566,2.650273224043716,2.0227461541509464,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_23e5f3_4e0740_f5ca38,0.096875,0.10715567625352225,0.08545084341737158,3.824884792626728,3.1076420647606766,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_23e5f3_ef2d12_f5ca38,0.096875,0.10715567625352225,0.11525876387072566,3.824884792626728,3.1076420647606766,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_60f76f_4e0740_f5ca38,0.1825892857142857,0.19601692607921636,0.08545084341737158,2.54278728606357,2.170860999045384,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_60f76f_ef2d12_f5ca38,0.1825892857142857,0.19601692607921636,0.11525876387072566,2.54278728606357,2.170860999045384,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_a96cae_4e0740_f5ca38,0.08125,0.09074625250535746,0.08545084341737158,2.4175824175824174,1.8243300849399497,False,,both,
r02v2_momentum_persistence_persistence_abbef9_7932a0_a96cae_ef2d12_f5ca38,0.08125,0.09074625250535746,0.11525876387072566,2.4175824175824174,1.8243300849399497,False,,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_156070_6b86b2_f5ca38,0.43258928571428573,0.44980910298464616,0.17099549184172336,1.5737874097007223,1.4329938933685993,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_23e5f3_6b86b2_f5ca38,0.51875,0.5361162608171854,0.17099549184172336,1.6049913941480205,1.4988792280337564,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_60f76f_6b86b2_f5ca38,0.7272321428571429,0.74271228777618,0.17099549184172336,1.2922038060159606,1.2403677894945093,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_0602d7_a96cae_6b86b2_f5ca38,0.28080357142857143,0.2964230656838551,0.17099549184172336,1.4864864864864866,1.2788648120698707,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_156070_6b86b2_f5ca38,0.22321428571428573,0.23768711705540416,0.08972724814735111,2.15,1.8557279241835314,False,,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_23e5f3_6b86b2_f5ca38,0.28348214285714285,0.2991467048502867,0.08972724814735111,2.220472440944882,1.9787283257160926,False,,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_60f76f_6b86b2_f5ca38,0.45714285714285713,0.4744573844867628,0.08972724814735111,1.71875,1.588813272059497,False,,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_368191_a96cae_6b86b2_f5ca38,0.14241071428571428,0.15455726306929665,0.08972724814735111,2.225705329153605,1.816816433088118,False,,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_156070_6b86b2_f5ca38,0.6549107142857142,0.6714340862163877,0.2653854006301489,1.2747102931152012,1.2003578087329396,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_23e5f3_6b86b2_f5ca38,0.7714285714285715,0.7860234580086622,0.2653854006301489,1.212384259259259,1.1655439767232896,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_60f76f_6b86b2_f5ca38,0.9205357142857142,0.92993615481843,0.2653854006301489,1.0766246362754608,1.0578796528995686,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_5a4bd9_773a15_a96cae_6b86b2_f5ca38,0.45223214285714286,0.46953113808332536,0.2653854006301489,1.1599210266535043,1.0345234702516164,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_156070_6b86b2_f5ca38,0.21517857142857144,0.22946181457290965,0.19834241034724406,1.6597510373443982,1.3941458991305729,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_23e5f3_6b86b2_f5ca38,0.31473214285714285,0.33087359575657616,0.19834241034724406,2.0567375886524824,1.8441696023059688,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_60f76f_6b86b2_f5ca38,0.47276785714285713,0.4901205469558412,0.19834241034724406,1.5533522190745988,1.4283205071619414,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_14be4b_a96cae_6b86b2_f5ca38,0.23035714285714284,0.2449919618838216,0.19834241034724406,1.2887596899224807,1.0668378258648725,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_156070_6b86b2_f5ca38,0.07589285714285714,0.08509742721400196,0.07593239417967522,2.823529411764706,2.143374060086996,False,,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_23e5f3_6b86b2_f5ca38,0.07857142857142857,0.08792344056608588,0.07593239417967522,4.204545454545454,3.3415740045974416,False,,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_60f76f_6b86b2_f5ca38,0.14866071428571428,0.161025635060234,0.07593239417967522,2.7627627627627627,2.313168356066496,False,,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_44896b_a96cae_6b86b2_f5ca38,0.07366071428571429,0.08273985814196488,0.07593239417967522,2.606060606060606,1.9501490602074074,False,,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_156070_6b86b2_f5ca38,0.13303571428571428,0.14483964412912603,0.1224762314666137,2.1308724832214763,1.7153806121010164,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_23e5f3_6b86b2_f5ca38,0.15714285714285714,0.1697921486602844,0.1224762314666137,2.997159090909091,2.545395480507098,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_60f76f_6b86b2_f5ca38,0.26785714285714285,0.2832490141808638,0.1224762314666137,2.0916666666666663,1.8418129751240255,True,too_dense_or_no_background_enrichment,both,
r02v2_momentum_persistence_point_in_window_existence_abbef9_7932a0_a96cae_6b86b2_f5ca38,0.13482142857142856,0.14669207125694309,0.1224762314666137,1.804635761589404,1.4312714354195875,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_156070_4e0740_f5ca38,0.4120535714285714,0.42916111334549445,0.058705380544841555,1.267605633802817,1.1266181479044697,False,,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_156070_ef2d12_f5ca38,0.4120535714285714,0.42916111334549445,0.18082294580829567,1.267605633802817,1.1266181479044697,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_23e5f3_4e0740_f5ca38,0.6638392857142857,0.680258291169105,0.058705380544841555,1.1869535978480161,1.11160399116371,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_23e5f3_ef2d12_f5ca38,0.6638392857142857,0.680258291169105,0.18082294580829567,1.1869535978480161,1.11160399116371,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_60f76f_4e0740_f5ca38,0.9571428571428572,0.9641823582539344,0.058705380544841555,1.0307835820895523,1.0139921629068862,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_60f76f_ef2d12_f5ca38,0.9571428571428572,0.9641823582539344,0.18082294580829567,1.0307835820895523,1.0139921629068862,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_a96cae_4e0740_f5ca38,0.20401785714285714,0.2180242933114916,0.058705380544841555,1.0831509846827134,0.8656645175533164,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_8aed64_a96cae_ef2d12_f5ca38,0.20401785714285714,0.2180242933114916,0.18082294580829567,1.0831509846827134,0.8656645175533164,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_156070_4e0740_f5ca38,0.8415178571428571,0.8542108410252778,0.3482704012095328,0.9946949602122016,0.9463128089109363,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_156070_ef2d12_f5ca38,0.8415178571428571,0.8542108410252778,0.5490131161471524,0.9946949602122016,0.9463128089109363,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_23e5f3_4e0740_f5ca38,0.965625,0.9719573877063649,0.3482704012095328,0.9824318076745262,0.958384618930276,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_23e5f3_ef2d12_f5ca38,0.965625,0.9719573877063649,0.5490131161471524,0.9824318076745262,0.958384618930276,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_60f76f_4e0740_f5ca38,0.9991071428571429,1.000145242194238,0.3482704012095328,1.000893655049151,0.9998547788979935,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_60f76f_ef2d12_f5ca38,0.9991071428571429,1.000145242194238,0.5490131161471524,1.000893655049151,0.9998547788979935,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_a96cae_4e0740_f5ca38,0.5566964285714285,0.5739628257108322,0.3482704012095328,0.813953488372093,0.7220618742241408,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_29a6c7_bc2375_a96cae_ef2d12_f5ca38,0.5566964285714285,0.5739628257108322,0.5490131161471524,0.813953488372093,0.7220618742241408,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_156070_4e0740_f5ca38,0.5727678571428572,0.5899613127586217,0.4279163700773064,1.0132501948558068,0.9187090646981214,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_156070_ef2d12_f5ca38,0.5727678571428572,0.5899613127586217,0.5288560755295845,1.0132501948558068,0.9187090646981214,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_23e5f3_4e0740_f5ca38,0.759375,0.7742323178380576,0.4279163700773064,1.0728982951205173,1.0133097930158224,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_23e5f3_ef2d12_f5ca38,0.759375,0.7742323178380576,0.5288560755295845,1.0728982951205173,1.0133097930158224,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_60f76f_4e0740_f5ca38,0.9267857142857143,0.9358394846155111,0.4279163700773064,1.0139691714836223,0.9843957364096894,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_60f76f_ef2d12_f5ca38,0.9267857142857143,0.9358394846155111,0.5288560755295845,1.0139691714836223,0.9843957364096894,True,too_dense_or_no_background_enrichment,both,
r02v2_near_high_persistence_persistence_4b3435_0fdeae_a96cae_4e0740_f5ca38,0.5,0.5173784843628552,0.4279163700773064,0.7455357142857143,0.6478575439883011,True,too_dense_or_no_background_enrichment,both,
