arm_id,arm_type,target_regime,source_family_ids,r2_policy,upstream_a_decision,upstream_b_decision,source_caveat_status,train_selected_event_count,validation_selected_event_count,robustness_selected_event_count,density_vs_e1_full_denominator,events_per_instrument_year_mean,events_per_instrument_year_p95,density_granularity,rolling_10d_duplicate_rate,adjacent_gap_median,cross_family_collision_rate,single_family_selected_share_max,train_incremental_recall_over_e1,train_bridge_delta_vs_e1,robustness_incremental_recall_over_e1,robustness_bridge_delta_vs_e1,fast_fail_10d_rate,fast_fail_10d_excess_vs_e1,false_repair_20d_rate,false_repair_20d_excess_vs_e1,direct_entry_gate_pass,feature_source_gate_pass,target_regime_decision_tier,final_decision,ranker_arm_status,train_cell_sample_status,robustness_cell_sample_status,sample_status_gate_pass,borderline_pass_flag,borderline_metric_names,failure_reason
top_k_per_instrument_20d_family_aware,top_k,transition,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,3969,2996,1925,1.3035190615835779,2.4541573597443613,6.390195113989029,selected_arm_recomputed,0.0,80.0,0.0,0.6034870641169854,0.2532894736842105,-0.02874128472449894,0.03999999999999998,-0.07838383838383836,0.21132627786534564,0.07020952659631013,0.2786276715410574,0.08218097103344318,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,True,robustness_incremental_recall_over_e1,bridge;false_repair
top_k_per_instrument_20d_family_aware,top_k,risk_off,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
market_day_family_quota,quota,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,5923,1619,3371,1.6001466275659826,3.0126230896389443,10.657613126348082,selected_arm_recomputed,0.4389260514982131,11.0,0.2841565105837075,0.2375148904975717,0.21333333333333337,-0.05777777777777776,0.25414364640883974,-0.09392265193370164,0.2961464177319967,0.1595214600045703,0.36928433977824615,0.16104944271445945,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,bridge;duplicate;false_repair;fast_fail
market_day_family_quota,quota,transition,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,2760,2285,1062,0.8954545454545454,1.6858874011202265,5.407703995504194,selected_arm_recomputed,0.368429670869494,19.0,0.25921074177173736,0.25053217619125595,0.14473684210526316,-0.16501650165016502,0.019999999999999962,-0.16999999999999998,0.23459016393442622,0.09347341266539072,0.2986736531848698,0.10222695267725562,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,bridge;duplicate;false_repair;recall
market_day_family_quota,quota,risk_off,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
cross_family_collision_suppression,deoverlap,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,16614,4459,9731,4.516715542521994,8.503696660243566,23.548316209326604,selected_arm_recomputed,0.5445072068562524,7.0,0.0009089728606674458,0.2828204129333853,0.3555555555555556,0.13777777777777783,0.43093922651933697,0.1933701657458563,0.26518528158245763,0.12856032385503124,0.3369692247760031,0.1287343277122164,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,density;duplicate;false_repair;fast_fail;p95
cross_family_collision_suppression,deoverlap,transition,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,7690,6210,3225,2.51099706744868,4.727496601307332,13.135401067644116,selected_arm_recomputed,0.43503649635036495,13.0,0.00011678832116788322,0.329985401459854,0.26315789473684204,0.01980198019801982,0.03999999999999998,-0.05818181818181817,0.20026881720430106,0.05915206593526556,0.26452554744525547,0.06807884693764127,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,True,robustness_incremental_recall_over_e1,bridge;density;duplicate;false_repair;p95
cross_family_collision_suppression,deoverlap,risk_off,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
fast_fail_rejector_overlay_train_only,rejector_overlay,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,9435,364,428,1.499560117302053,2.8232471673909543,6.590889422260588,selected_arm_recomputed,0.5494279847462599,5.0,0.32991101984941823,0.31534174244646523,0.20000000000000007,-0.11111111111111108,0.022099447513812154,-0.3314917127071823,0.2833956325004918,0.14677067477306543,0.3673609074019752,0.1591260103381885,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,True,robustness_incremental_recall_over_e1,bridge;duplicate;false_repair;fast_fail;recall
fast_fail_rejector_overlay_train_only,rejector_overlay,transition,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,8499,1401,328,1.4997067448680352,2.823523225586651,6.806490873099771,selected_arm_recomputed,0.49784904184591317,6.0,0.3873680093859992,0.32098161908486506,0.2467105263157895,0.0033003300330032848,0.0,-0.22,0.23083700440528634,0.08972025313625084,0.2795267892061009,0.08308008869848671,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,bridge;duplicate;false_repair;oos_separability;recall
fast_fail_rejector_overlay_train_only,rejector_overlay,risk_off,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
false_repair_rejector_overlay_train_only,rejector_overlay,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,9435,364,428,1.499560117302053,2.8232471673909543,6.590889422260588,selected_arm_recomputed,0.5494279847462599,5.0,0.32991101984941823,0.31534174244646523,0.20000000000000007,-0.11111111111111108,0.022099447513812154,-0.3314917127071823,0.2833956325004918,0.14677067477306543,0.3673609074019752,0.1591260103381885,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,True,robustness_incremental_recall_over_e1,bridge;duplicate;false_repair;fast_fail;recall
false_repair_rejector_overlay_train_only,rejector_overlay,transition,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,8499,1401,328,1.4997067448680352,2.823523225586651,6.806490873099771,selected_arm_recomputed,0.49784904184591317,6.0,0.3873680093859992,0.32098161908486506,0.2467105263157895,0.0033003300330032848,0.0,-0.22,0.23083700440528634,0.08972025313625084,0.2795267892061009,0.08308008869848671,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,bridge;duplicate;false_repair;oos_separability;recall
false_repair_rejector_overlay_train_only,rejector_overlay,risk_off,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,deterministic_arm_complete,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
bridge_positive_ranker_with_fast_fail_penalty,rejector_overlay,risk_on,R6_market_breadth_thrust;R1_relative_strength_breakout;R2_near_high_volume_expansion;R7_cross_sectional_momentum_rank_jump,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,8140,318,377,1.2954545454545456,2.4389741589810385,5.513158226260365,selected_arm_recomputed,0.49032258064516127,7.0,0.30481041312959817,0.36502546689303905,0.20000000000000007,-0.11111111111111108,0.022099447513812154,-0.3314917127071823,0.29506889875868353,0.15844394103125714,0.37306168647425014,0.16482678941046344,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,supervised_cache_available_deterministic_score_proxy,sufficient_for_cell_readout,sufficient_for_cell_readout,True,True,robustness_incremental_recall_over_e1,bridge;duplicate;false_repair;fast_fail;recall
bridge_positive_ranker_with_fast_fail_penalty,rejector_overlay,transition,R6_market_breadth_thrust;R1_relative_strength_breakout;R2_near_high_volume_expansion;R7_cross_sectional_momentum_rank_jump,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,7435,1315,290,1.3255131964809383,2.495566089098878,5.902124223997125,selected_arm_recomputed,0.44192477876106195,10.0,0.34601769911504426,0.36316371681415927,0.2467105263157895,0.0,0.0,-0.22,0.2283499446290144,0.0872331933599789,0.27853982300884955,0.08209312250123535,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,supervised_cache_available_deterministic_score_proxy,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,bridge;duplicate;false_repair;oos_separability;recall
bridge_positive_ranker_with_fast_fail_penalty,rejector_overlay,risk_off,R6_market_breadth_thrust;R1_relative_strength_breakout;R2_near_high_volume_expansion;R7_cross_sectional_momentum_rank_jump,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,supervised_cache_available_deterministic_score_proxy,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
supervised_bridge_ranker,supervised_ranker,risk_on,R6_market_breadth_thrust;R1_relative_strength_breakout;R2_near_high_volume_expansion;R7_cross_sectional_momentum_rank_jump,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,8140,318,377,1.2954545454545456,2.4389741589810385,5.513158226260365,selected_arm_recomputed,0.49032258064516127,7.0,0.30481041312959817,0.36502546689303905,0.20000000000000007,-0.11111111111111108,0.022099447513812154,-0.3314917127071823,0.29506889875868353,0.15844394103125714,0.37306168647425014,0.16482678941046344,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,supervised_cache_available_deterministic_score_proxy,sufficient_for_cell_readout,sufficient_for_cell_readout,True,True,robustness_incremental_recall_over_e1,bridge;duplicate;false_repair;fast_fail;recall
supervised_bridge_ranker,supervised_ranker,transition,R6_market_breadth_thrust;R1_relative_strength_breakout;R2_near_high_volume_expansion;R7_cross_sectional_momentum_rank_jump,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,7435,1315,290,1.3255131964809383,2.495566089098878,5.902124223997125,selected_arm_recomputed,0.44192477876106195,10.0,0.34601769911504426,0.36316371681415927,0.2467105263157895,0.0,0.0,-0.22,0.2283499446290144,0.0872331933599789,0.27853982300884955,0.08209312250123535,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,supervised_cache_available_deterministic_score_proxy,sufficient_for_cell_readout,sufficient_for_cell_readout,True,False,,bridge;duplicate;false_repair;oos_separability;recall
supervised_bridge_ranker,supervised_ranker,risk_off,R6_market_breadth_thrust;R1_relative_strength_breakout;R2_near_high_volume_expansion;R7_cross_sectional_momentum_rank_jump,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,supervised_cache_available_deterministic_score_proxy,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
r2_budget_only_arm,r2_policy,risk_on,R2_near_high_volume_expansion,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,1887,74,85,0.3,0.5648150683956089,1.05316201658321,selected_arm_recomputed,0.0,77.0,0.0,1.0,0.06222222222222229,-0.2222222222222222,0.0055248618784530246,-0.3425414364640884,0.24017681728880158,0.10355185956137519,0.3572825024437928,0.14904760538000608,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,r2_family_budget_only,sufficient_for_cell_readout,low_power_caution,False,False,,bridge;false_repair;fast_fail;recall;sample_status;selected_share
r2_budget_only_arm,r2_policy,transition,R2_near_high_volume_expansion,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,1105,853,88,0.3,0.5648150683956089,1.3830515604408606,selected_arm_recomputed,0.0,190.0,0.0,1.0,0.07565789473684204,-0.2505955893602605,0.0,-0.24,0.2394711067580803,0.09835435548904481,0.2883675464320626,0.09192084592444838,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,r2_family_budget_only,sufficient_for_cell_readout,low_power_caution,False,True,train_incremental_recall_over_e1,bridge;false_repair;recall;sample_status;selected_share
r2_budget_only_arm,r2_policy,risk_off,R2_near_high_volume_expansion,r2_family_budget_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,r2_family_budget_only,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
r2_diagnostic_only_arm,r2_policy,risk_on,R2_near_high_volume_expansion,r2_diagnostic_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.28888888888888886,0.0,-0.34806629834254144,,,,,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,r2_diagnostic_only,diagnostic_only,diagnostic_only,False,False,,bridge;density;duplicate;false_repair;fast_fail;oos_separability;p95;recall;sample_status;selected_share;source
r2_diagnostic_only_arm,r2_policy,transition,R2_near_high_volume_expansion,r2_diagnostic_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.3201320132013201,0.0,-0.24,,,,,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,r2_diagnostic_only,diagnostic_only,diagnostic_only,False,False,,bridge;density;duplicate;false_repair;fast_fail;oos_separability;p95;recall;sample_status;selected_share;source
r2_diagnostic_only_arm,r2_policy,risk_off,R2_near_high_volume_expansion,r2_diagnostic_only,density_fast_fail_audit_partial_source_complete,regime_family_matrix_source_caveated_complete,source_caveated_pre_replay,0,0,0,,,,selected_arm_recomputed,,,,,0.0,-0.380764163372859,0.0,-0.33613445378151263,,,,,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,r2_diagnostic_only,diagnostic_only,diagnostic_only,False,False,,risk_off_diagnostic_only
