arm_id,target_regime,split,market_regime_bucket,episode_denominator_n,bridge_denominator_n,selected_event_count,pre_replay_any_recall,pre_replay_bridge_recall,incremental_recall_over_e1,incremental_captures_over_e1,e1_missed_capture_n,retention_source_status,cell_sample_status
r2_budget_only_arm,risk_on,robustness,risk_on,181,181,85,0.0055248618784530384,0.0055248618784530384,0.0055248618784530246,1,1,pre_replay_capture_only,low_power_caution
r2_budget_only_arm,risk_on,validation,risk_on,22,22,74,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
r2_budget_only_arm,transition,train,transition,304,302,1105,0.21710526315789475,0.0695364238410596,0.07565789473684204,23,23,pre_replay_capture_only,sufficient_for_cell_readout
r2_budget_only_arm,transition,robustness,transition,100,100,88,0.0,0.0,0.0,0,0,pre_replay_capture_only,low_power_caution
r2_budget_only_arm,transition,validation,transition,81,81,853,0.32098765432098764,0.07407407407407407,0.12345679012345678,10,10,pre_replay_capture_only,low_power_caution
r2_budget_only_arm,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_budget_only_arm,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_budget_only_arm,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,risk_on,train,risk_on,225,225,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,risk_on,robustness,risk_on,181,181,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,risk_on,validation,risk_on,22,22,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,transition,train,transition,304,303,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,transition,robustness,transition,100,100,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,transition,validation,transition,81,81,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_diagnostic_only_arm,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
