split,family,first_observed_stage,episode_count,unique_instrument_count,unique_signal_date_count,seed_anchor_big_winner_denominator,seed_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_rate,fresh_path_denominator,fresh_P_good,fresh_P_bad,wait_return_p50,fresh_max_gain_120d_p50,fresh_max_drawdown_120d_p50,sample_sufficiency_status
all,pullback_drawdown,fresh_1,2662,358,1140,2072.0,0.14478764478764478,2121.0,0.586044318717586,0.3917963224893918,2068.0,0.1218568665377176,2110.0,0.3412322274881517,0.6402843601895735,0.03356868314221628,,,sufficient
all,pullback_drawdown,fresh_2,693,219,473,538.0,0.11338289962825279,554.0,0.7166064981949458,0.24548736462093862,527.0,0.0872865275142315,544.0,0.3805147058823529,0.5900735294117647,0.05194808110195215,,,sufficient
all,pullback_drawdown,fresh_3,274,139,210,228.0,0.07456140350877193,232.0,0.7931034482758621,0.1853448275862069,221.0,0.03619909502262444,224.0,0.36607142857142855,0.5848214285714286,0.06274513287161154,,,sufficient
all,pullback_drawdown,fresh_4plus,79,59,76,65.0,0.07692307692307693,65.0,0.8615384615384616,0.1076923076923077,66.0,0.030303030303030304,66.0,0.3939393939393939,0.5,0.07774732238137205,,,thin_episode_denominator
all,pullback_drawdown,not_observed,3926,370,3926,2967.0,0.05999325918436131,3035.0,0.09752883031301483,0.8500823723228995,0.0,,0.0,,,,,,sufficient
all,pullback_drawdown,seed,3369,460,1308,2555.0,0.1522504892367906,2602.0,0.34281322059953884,0.6456571867794004,0.0,,0.0,,,0.0,,,sufficient
all,range_breakout,fresh_1,1166,322,740,906.0,0.1490066225165563,929.0,0.581270182992465,0.39181916038751347,899.0,0.12903225806451613,924.0,0.3625541125541126,0.6093073593073594,0.02948219017183007,,,sufficient
all,range_breakout,fresh_2,255,164,218,209.0,0.18660287081339713,212.0,0.7169811320754716,0.2688679245283019,203.0,0.1330049261083744,206.0,0.36893203883495146,0.6116504854368932,0.052545104565923095,,,sufficient
all,range_breakout,fresh_3,18,18,18,15.0,0.13333333333333333,15.0,0.8666666666666667,0.06666666666666667,14.0,0.14285714285714285,14.0,0.42857142857142855,0.5,0.06633324844588195,,,thin_episode_denominator
all,range_breakout,not_observed,1074,308,1074,838.0,0.11217183770883055,861.0,0.005807200929152149,0.9860627177700348,0.0,,0.0,,,,,,sufficient
all,range_breakout,seed,8490,473,1702,6457.0,0.10531206442620412,6592.0,0.35770631067961167,0.6077063106796117,0.0,,0.0,,,0.0,,,sufficient
all,volatility_band,fresh_1,1703,326,877,1273.0,0.1311861743912019,1305.0,0.639080459770115,0.3049808429118774,1267.0,0.10102604577742699,1297.0,0.36777178103315344,0.5875096376252892,0.038702351564416704,,,sufficient
all,volatility_band,fresh_2,1181,308,726,925.0,0.16216216216216217,947.0,0.750791974656811,0.22069693769799367,897.0,0.11259754738015608,924.0,0.3874458874458874,0.5909090909090909,0.05781963519743816,,,sufficient
all,volatility_band,fresh_3,455,226,349,382.0,0.16230366492146597,389.0,0.8277634961439588,0.13110539845758354,376.0,0.11702127659574468,382.0,0.31413612565445026,0.6544502617801047,0.07733192492541674,,,sufficient
all,volatility_band,fresh_4plus,120,97,110,103.0,0.22330097087378642,103.0,0.883495145631068,0.10679611650485436,100.0,0.14,101.0,0.297029702970297,0.7029702970297029,0.11428498248061181,,,sufficient
all,volatility_band,not_observed,4552,420,4552,3483.0,0.0815389032443296,3567.0,0.0782169890664424,0.8968320717689936,0.0,,0.0,,,,,,sufficient
all,volatility_band,seed,2992,453,1128,2259.0,0.11686586985391766,2298.0,0.36161879895561355,0.613141862489121,0.0,,0.0,,,0.0,,,sufficient
all,volume_money,fresh_1,1790,330,871,1387.0,0.11607786589762076,1420.0,0.5915492957746479,0.35,1352.0,0.09541420118343195,1382.0,0.3921852387843705,0.5665701881331404,0.023485732608116594,,,sufficient
all,volume_money,fresh_2,933,295,617,740.0,0.15945945945945947,749.0,0.7142857142857143,0.24966622162883845,724.0,0.12292817679558012,735.0,0.37006802721088433,0.5972789115646259,0.053176828874730075,,,sufficient
all,volume_money,fresh_3,325,200,264,275.0,0.16,281.0,0.8505338078291815,0.13523131672597866,263.0,0.07604562737642585,271.0,0.3505535055350554,0.6309963099630996,0.08108107721096358,,,sufficient
all,volume_money,fresh_4plus,76,67,71,65.0,0.2923076923076923,68.0,0.9117647058823529,0.08823529411764706,63.0,0.12698412698412698,66.0,0.3939393939393939,0.6060606060606061,0.12509747815016248,,,thin_episode_denominator
all,volume_money,not_observed,3540,443,3540,2658.0,0.09443190368698269,2717.0,0.08354803091645197,0.895472948104527,0.0,,0.0,,,,,,sufficient
all,volume_money,seed,4339,415,1357,3300.0,0.10818181818181818,3374.0,0.34528749259039715,0.6271487848251334,0.0,,0.0,,,0.0,,,sufficient
