model_id,train_target_component,threshold_id,denominator_id,split,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,e1_missed_definition,proxy_status
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,497,121,0.7565392354124748,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,991,275,0.722502522704339,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,1593,391,0.7545511613308223,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,121,39,0.6776859504132231,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,306,100,0.673202614379085,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,497,142,0.7142857142857143,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,41,14,0.6585365853658537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,991,313,0.6841574167507568,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,1593,452,0.7162586315128688,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,121,40,0.6694214876033058,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,306,105,0.6568627450980392,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,497,156,0.6861167002012073,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,41,14,0.6585365853658537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,991,343,0.6538849646821393,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,1593,509,0.6804770872567483,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,121,41,0.6611570247933884,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,306,109,0.6437908496732027,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,497,174,0.6498993963782697,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,41,14,0.6585365853658537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,991,362,0.6347124117053481,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,1593,562,0.6472065285624607,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,121,41,0.6611570247933884,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,306,119,0.6111111111111112,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,497,195,0.607645875251509,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,991,395,0.6014127144298688,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,1593,610,0.6170747018204645,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,121,46,0.6198347107438017,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,306,122,0.6013071895424836,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,497,206,0.5855130784708249,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,991,412,0.5842583249243188,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,train,1593,663,0.583804143126177,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,validation,121,49,0.5950413223140496,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,306,83,0.7287581699346405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,497,113,0.772635814889336,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,991,258,0.739656912209889,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,1593,366,0.7702448210922788,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,121,33,0.7272727272727273,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,306,97,0.6830065359477124,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,497,127,0.744466800804829,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,41,14,0.6585365853658537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,991,295,0.7023208879919274,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,1593,416,0.738857501569366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,121,39,0.6776859504132231,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,306,108,0.6470588235294118,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,497,140,0.7183098591549296,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,41,14,0.6585365853658537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,991,333,0.6639757820383451,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,1593,463,0.709353421217828,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,121,40,0.6694214876033058,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,306,114,0.6274509803921569,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,497,156,0.6861167002012073,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,41,14,0.6585365853658537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,991,356,0.6407669021190716,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,1593,522,0.672316384180791,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,121,43,0.6446280991735537,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,306,119,0.6111111111111112,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,497,177,0.6438631790744467,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,991,384,0.6125126135216953,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,1593,576,0.6384180790960452,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,121,44,0.6363636363636364,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,306,130,0.5751633986928104,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,497,195,0.607645875251509,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,991,414,0.5822401614530777,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,1593,621,0.6101694915254238,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,121,45,0.628099173553719,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,306,135,0.5588235294117647,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,497,208,0.5814889336016097,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,991,442,0.5539858728557013,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,train,1593,670,0.5794099183929693,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,validation,121,48,0.6033057851239669,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,306,79,0.7418300653594772,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,497,135,0.7283702213279678,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,991,239,0.7588294651866802,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,1593,412,0.741368487131199,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,121,40,0.6694214876033058,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,306,87,0.7156862745098039,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,497,143,0.7122736418511066,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,991,275,0.722502522704339,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,1593,455,0.714375392341494,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,121,45,0.628099173553719,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,306,97,0.6830065359477124,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,497,164,0.670020120724346,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,991,309,0.6881937436932392,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,1593,506,0.682360326428123,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,121,47,0.6115702479338843,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,306,105,0.6568627450980392,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,497,183,0.6317907444668008,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,991,337,0.6599394550958627,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,1593,572,0.6409290646578782,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,121,48,0.6033057851239669,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,306,109,0.6437908496732027,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,497,198,0.6016096579476862,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,991,359,0.6377396569122099,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,1593,621,0.6101694915254238,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,121,48,0.6033057851239669,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,306,115,0.6241830065359477,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,497,208,0.5814889336016097,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,991,379,0.6175580221997982,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,1593,667,0.581293157564344,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,121,49,0.5950413223140496,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,306,120,0.6078431372549019,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,497,214,0.5694164989939637,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,991,404,0.5923309788092835,episode_level_proxy_from_08_membership,no_episode_membership_for_event
