model_id,model_family,train_target_component,readout_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4816,3651,1165,0.7580980066445183,0.24190199335548174,0.3901578073089701,0.3410024650780608,0.12598835986378878,4794,878,270,0.6924829157175398,497,214,0.5694164989939637,3916,883,0.22548518896833503,0.30751708428246016,0.2317596566523605,426,77,0.1807511737089202
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4816,3651,1165,0.7580980066445183,0.24190199335548174,0.40386212624584716,0.3579841139413859,0.1135982042459051,4794,878,270,0.6924829157175398,497,214,0.5694164989939637,3916,883,0.22548518896833503,0.30751708428246016,0.2317596566523605,426,77,0.1807511737089202
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1440,1275,165,0.8854166666666666,0.11458333333333333,0.08333333333333333,0.0792156862745098,0.04941176470588238,1440,107,23,0.7850467289719626,41,16,0.6097560975609756,1333,142,0.10652663165791448,0.21495327102803738,0.1393939393939394,120,19,0.15833333333333333
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1441,1276,165,0.8854961832061069,0.11450381679389313,0.2685634975711312,0.2421630094043887,0.09830259288960184,1440,107,23,0.7850467289719626,41,16,0.6097560975609756,1333,142,0.10652663165791448,0.21495327102803738,0.1393939393939394,120,19,0.15833333333333333
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1441,1276,165,0.8854961832061069,0.11450381679389313,0.2921582234559334,0.26880877742946707,0.07992055041362939,1440,107,23,0.7850467289719626,41,16,0.6097560975609756,1333,142,0.10652663165791448,0.21495327102803738,0.1393939393939394,120,19,0.15833333333333333
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9711,7653,2058,0.7880753784368242,0.2119246215631758,0.060137987848831224,0.06337384032405592,-0.05380712908716958,9705,2024,582,0.7124505928853755,991,400,0.5963673057517659,7681,1475,0.19203228746256998,0.2875494071146245,0.282798833819242,584,99,0.1695205479452055
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9730,7665,2065,0.7877697841726619,0.21223021582733814,0.27995889003083246,0.21395955642530984,0.23574651834865462,9705,2024,582,0.7124505928853755,991,400,0.5963673057517659,7681,1475,0.19203228746256998,0.2875494071146245,0.2818401937046005,584,99,0.1695205479452055
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9730,7665,2065,0.7877697841726619,0.21223021582733814,0.2957862281603289,0.23392041748206133,0.20915717091714506,9705,2024,582,0.7124505928853755,991,400,0.5963673057517659,7681,1475,0.19203228746256998,0.2875494071146245,0.2818401937046005,584,99,0.1695205479452055
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.07543298533582765,0.07818096869646472,-0.03642946581529353,16571,2968,801,0.730121293800539,1593,607,0.6189579409918393,13603,2928,0.21524663677130046,0.2698787061994609,0.21480289621882542,1250,246,0.1968
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.3827167943998552,0.3295436847843015,0.13893591917996526,16571,2968,801,0.730121293800539,1593,607,0.6189579409918393,13603,2928,0.21524663677130046,0.2698787061994609,0.21480289621882542,1250,246,0.1968
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.39068251765131856,0.3394331101074599,0.13117916781113403,16571,2968,801,0.730121293800539,1593,607,0.6189579409918393,13603,2928,0.21524663677130046,0.2698787061994609,0.21480289621882542,1250,246,0.1968
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4455,3923,532,0.8805836139169473,0.11941638608305274,0.07586980920314254,0.07417792505735407,0.022299833933395356,4455,298,69,0.7684563758389261,121,50,0.5867768595041323,4157,463,0.11137839788308877,0.23154362416107382,0.12969924812030076,338,47,0.1390532544378698
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4457,3925,532,0.8806371999102536,0.11936280008974647,0.2919003814224815,0.26038216560509553,0.10797593228139062,4455,298,69,0.7684563758389261,121,50,0.5867768595041323,4157,463,0.11137839788308877,0.23154362416107382,0.12969924812030076,338,47,0.1390532544378698
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4457,3925,532,0.8806371999102536,0.11936280008974647,0.31097150549697106,0.28203821656050954,0.09304160807345527,4455,298,69,0.7684563758389261,121,50,0.5867768595041323,4157,463,0.11137839788308877,0.23154362416107382,0.12969924812030076,338,47,0.1390532544378698
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,2996,2284,712,0.7623497997329773,0.2376502002670227,0.065086782376502,0.06786339754816112,-0.042660200278413864,2994,622,192,0.6913183279742765,306,137,0.5522875816993464,2372,519,0.2188026981450253,0.3086816720257235,0.2696629213483146,195,40,0.20512820512820512
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,3003,2289,714,0.7622377622377622,0.23776223776223776,0.2837162837162837,0.20707732634338138,0.27012533919111,2994,622,192,0.6913183279742765,306,137,0.5522875816993464,2372,519,0.2188026981450253,0.3086816720257235,0.2689075630252101,195,40,0.20512820512820512
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,3003,2289,714,0.7622377622377622,0.23776223776223776,0.3026973026973027,0.23154215814766274,0.23507029602042775,2994,622,192,0.6913183279742765,306,137,0.5522875816993464,2372,519,0.2188026981450253,0.3086816720257235,0.2689075630252101,195,40,0.20512820512820512
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4794,3516,1278,0.7334167709637046,0.2665832290362954,0.08886107634543179,0.09726962457337884,-0.09462577512858725,4794,878,296,0.662870159453303,497,227,0.5432595573440644,3916,982,0.2507660878447395,0.33712984054669703,0.23161189358372458,426,84,0.19718309859154928
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4816,3525,1291,0.7319352159468439,0.26806478405315615,0.3901578073089701,0.33872340425531916,0.1318297419405976,4794,878,296,0.662870159453303,497,227,0.5432595573440644,3916,982,0.2507660878447395,0.33712984054669703,0.2292796281951975,426,84,0.19718309859154928
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4816,3525,1291,0.7319352159468439,0.26806478405315615,0.40386212624584716,0.35602836879432626,0.1184408102244343,4794,878,296,0.662870159453303,497,227,0.5432595573440644,3916,982,0.2507660878447395,0.33712984054669703,0.2292796281951975,426,84,0.19718309859154928
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1440,1259,181,0.8743055555555556,0.12569444444444444,0.08333333333333333,0.07942811755361398,0.04686258935663218,1440,107,24,0.7757009345794392,41,17,0.5853658536585366,1333,157,0.1177794448612153,0.22429906542056074,0.13259668508287292,120,20,0.16666666666666666
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1441,1260,181,0.8743927827897293,0.12560721721027066,0.2685634975711312,0.2373015873015873,0.1164041671793611,1440,107,24,0.7757009345794392,41,17,0.5853658536585366,1333,157,0.1177794448612153,0.22429906542056074,0.13259668508287292,120,20,0.16666666666666666
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1441,1260,181,0.8743927827897293,0.12560721721027066,0.2921582234559334,0.2642857142857143,0.0954021038344079,1440,107,24,0.7757009345794392,41,17,0.5853658536585366,1333,157,0.1177794448612153,0.22429906542056074,0.13259668508287292,120,20,0.16666666666666666
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9711,7454,2257,0.7675831531253218,0.2324168468746782,0.060137987848831224,0.06278508183525623,-0.04401700291468021,9705,2024,625,0.6912055335968379,991,422,0.574167507568113,7681,1631,0.2123421429501367,0.30879446640316205,0.2769162605228179,584,116,0.19863013698630136
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9730,7466,2264,0.7673175745118191,0.23268242548818088,0.27995889003083246,0.20854540583980713,0.2550856098306448,9705,2024,625,0.6912055335968379,991,422,0.574167507568113,7681,1631,0.2123421429501367,0.30879446640316205,0.2760600706713781,584,116,0.19863013698630136
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9730,7466,2264,0.7673175745118191,0.23268242548818088,0.2957862281603289,0.2289043664612912,0.2261155365989009,9705,2024,625,0.6912055335968379,991,422,0.574167507568113,7681,1631,0.2123421429501367,0.30879446640316205,0.2760600706713781,584,116,0.19863013698630136
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.07543298533582765,0.07845188284518828,-0.040020920502091994,16571,2968,876,0.7048517520215634,1593,643,0.5963590709353421,13603,3267,0.24016761008601045,0.29514824797843664,0.2114409847936278,1250,275,0.22
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.3827167943998552,0.3253138075313807,0.14998815758396247,16571,2968,876,0.7048517520215634,1593,643,0.5963590709353421,13603,3267,0.24016761008601045,0.29514824797843664,0.2114409847936278,1250,275,0.22
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.39068251765131856,0.3354522046990666,0.1413687852844867,16571,2968,876,0.7048517520215634,1593,643,0.5963590709353421,13603,3267,0.24016761008601045,0.29514824797843664,0.2114409847936278,1250,275,0.22
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4455,3839,616,0.8617283950617284,0.1382716049382716,0.07586980920314254,0.07449856733524356,0.018073616927485128,4455,298,76,0.7449664429530202,121,53,0.5619834710743802,4157,540,0.12990137118114026,0.2550335570469799,0.12337662337662338,338,52,0.15384615384615385
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4457,3841,616,0.8617904420013462,0.1382095579986538,0.2919003814224815,0.25410049466284823,0.12949584572458525,4455,298,76,0.7449664429530202,121,53,0.5619834710743802,4157,540,0.12990137118114026,0.2550335570469799,0.12337662337662338,338,52,0.15384615384615385
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4457,3841,616,0.8617904420013462,0.1382095579986538,0.31097150549697106,0.27623014839885446,0.1117187796437992,4455,298,76,0.7449664429530202,121,53,0.5619834710743802,4157,540,0.12990137118114026,0.2550335570469799,0.12337662337662338,338,52,0.15384615384615385
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,2996,2236,760,0.7463284379172229,0.253671562082777,0.065086782376502,0.06797853309481217,-0.04442915462593455,2994,622,204,0.6720257234726688,306,143,0.5326797385620915,2372,555,0.2339797639123103,0.3279742765273312,0.26842105263157895,195,43,0.2205128205128205
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,3003,2241,762,0.7462537462537463,0.25374625374625376,0.2837162837162837,0.20437304774654172,0.27965696903419623,2994,622,204,0.6720257234726688,306,143,0.5326797385620915,2372,555,0.2339797639123103,0.3279742765273312,0.2677165354330709,195,43,0.2205128205128205
