model_id,model_family,train_target_component,readout_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,robustness,3003,2012,991,0.66999666999667,0.33000333000333,0.2837162837162837,0.2852882703777336,-0.005540699465180684,2994,622,161,0.7411575562700965,306,86,0.7189542483660131,2372,830,0.34991568296795955,0.25884244372990356,0.16246215943491424,195,132,0.676923076923077
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,robustness,3003,2012,991,0.66999666999667,0.33000333000333,0.3026973026973027,0.2922465208747515,0.034525520146448066,2994,622,161,0.7411575562700965,306,86,0.7189542483660131,2372,830,0.34991568296795955,0.25884244372990356,0.16246215943491424,195,132,0.676923076923077
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4794,3574,1220,0.7455152273675427,0.2544847726324572,0.08886107634543179,0.05176273083379966,0.4174870149830151,4794,878,221,0.7482915717539863,497,154,0.6901408450704225,3916,999,0.25510725229826353,0.2517084282460137,0.18114754098360655,426,241,0.5657276995305164
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4816,3595,1221,0.7464700996677741,0.2535299003322259,0.3901578073089701,0.3874826147426982,0.00685669366639996,4794,878,221,0.7482915717539863,497,154,0.6901408450704225,3916,999,0.25510725229826353,0.2517084282460137,0.180999180999181,426,241,0.5657276995305164
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4816,3595,1221,0.7464700996677741,0.2535299003322259,0.40386212624584716,0.3910987482614743,0.031603305075958765,4794,878,221,0.7482915717539863,497,154,0.6901408450704225,3916,999,0.25510725229826353,0.2517084282460137,0.180999180999181,426,241,0.5657276995305164
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1440,1005,435,0.6979166666666666,0.3020833333333333,0.08333333333333333,0.050746268656716415,0.39104477611940297,1440,107,25,0.7663551401869159,41,10,0.7560975609756098,1333,410,0.3075768942235559,0.2336448598130841,0.05747126436781609,120,69,0.575
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1441,1006,435,0.6981263011797363,0.3018736988202637,0.2685634975711312,0.2803180914512923,-0.0437683973677316,1440,107,25,0.7663551401869159,41,10,0.7560975609756098,1333,410,0.3075768942235559,0.2336448598130841,0.05747126436781609,120,69,0.575
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1441,1006,435,0.6981263011797363,0.3018736988202637,0.2921582234559334,0.28429423459244535,0.026916883497117045,1440,107,25,0.7663551401869159,41,10,0.7560975609756098,1333,410,0.3075768942235559,0.2336448598130841,0.05747126436781609,120,69,0.575
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9711,6907,2804,0.7112552775203378,0.28874472247966226,0.060137987848831224,0.03503691906761257,0.41739123105207937,9705,2024,509,0.7485177865612648,991,275,0.722502522704339,7681,2292,0.29839864600963417,0.25148221343873517,0.18152639087018546,584,342,0.5856164383561644
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9730,6925,2805,0.7117163412127441,0.2882836587872559,0.27995889003083246,0.28779783393501807,-0.028000339275963994,9705,2024,509,0.7485177865612648,991,275,0.722502522704339,7681,2292,0.29839864600963417,0.25148221343873517,0.18146167557932263,584,342,0.5856164383561644
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9730,6925,2805,0.7117163412127441,0.2882836587872559,0.2957862281603289,0.2948736462093863,0.0030852753240694056,9705,2024,509,0.7485177865612648,991,275,0.722502522704339,7681,2292,0.29839864600963417,0.25148221343873517,0.18146167557932263,584,342,0.5856164383561644
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12835,3736,0.7745458934282783,0.22545410657172169,0.07543298533582765,0.04822750292169848,0.3606576392676276,16571,2968,717,0.758423180592992,1593,493,0.6905210295040803,13603,3019,0.2219363375725943,0.2415768194070081,0.19191648822269808,1250,631,0.5048
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16603,12867,3736,0.7749804252243571,0.22501957477564297,0.38258146118171416,0.3816740498950804,0.002371811963472923,16571,2968,717,0.758423180592992,1593,493,0.6905210295040803,13603,3019,0.2219363375725943,0.2415768194070081,0.19191648822269808,1250,631,0.5048
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16603,12867,3736,0.7749804252243571,0.22501957477564297,0.3905318315966994,0.38447190487293076,0.015517113416830796,16571,2968,717,0.758423180592992,1593,493,0.6905210295040803,13603,3019,0.2219363375725943,0.2415768194070081,0.19191648822269808,1250,631,0.5048
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4455,3148,1307,0.70662177328844,0.29337822671156005,0.07586980920314254,0.045743329097839895,0.39708126884356,4455,298,71,0.761744966442953,121,25,0.7933884297520661,4157,1236,0.2973298051479432,0.23825503355704697,0.05432287681713849,338,194,0.5739644970414202
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4457,3149,1308,0.7065290554184429,0.2934709445815571,0.2919003814224815,0.3007303906001905,-0.030250077559607378,4455,298,71,0.761744966442953,121,25,0.7933884297520661,4157,1236,0.2973298051479432,0.23825503355704697,0.054281345565749234,338,194,0.5739644970414202
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4457,3149,1308,0.7065290554184429,0.2934709445815571,0.31097150549697106,0.3048586852969197,0.019657171451391786,4455,298,71,0.761744966442953,121,25,0.7933884297520661,4157,1236,0.2973298051479432,0.23825503355704697,0.054281345565749234,338,194,0.5739644970414202
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,2996,1912,1084,0.6381842456608812,0.36181575433911883,0.065086782376502,0.027719665271966527,0.5741122197189144,2994,622,178,0.7138263665594855,306,92,0.6993464052287581,2372,906,0.38195615514333897,0.2861736334405145,0.16420664206642066,195,142,0.7282051282051282
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,3003,1919,1084,0.639027639027639,0.36097236097236096,0.2837162837162837,0.2876498176133403,-0.01386432193997761,2994,622,178,0.7138263665594855,306,92,0.6993464052287581,2372,906,0.38195615514333897,0.2861736334405145,0.16420664206642066,195,142,0.7282051282051282
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,3003,1919,1084,0.639027639027639,0.36097236097236096,0.3026973026973027,0.29233976029181863,0.0342174915771933,2994,622,178,0.7138263665594855,306,92,0.6993464052287581,2372,906,0.38195615514333897,0.2861736334405145,0.16420664206642066,195,142,0.7282051282051282
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4794,3449,1345,0.7194409678765123,0.2805590321234877,0.08886107634543179,0.048709770948100896,0.4518435635558787,4794,878,241,0.7255125284738041,497,166,0.6659959758551308,3916,1104,0.2819203268641471,0.2744874715261959,0.17918215613382898,426,258,0.6056338028169014
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4816,3470,1346,0.720514950166113,0.27948504983388706,0.3901578073089701,0.3881844380403458,0.005057874612929532,4794,878,241,0.7255125284738041,497,166,0.6659959758551308,3916,1104,0.2819203268641471,0.2744874715261959,0.17904903417533433,426,258,0.6056338028169014
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4816,3470,1346,0.720514950166113,0.27948504983388706,0.40386212624584716,0.39077809798270896,0.03239726484075763,4794,878,241,0.7255125284738041,497,166,0.6659959758551308,3916,1104,0.2819203268641471,0.2744874715261959,0.17904903417533433,426,258,0.6056338028169014
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1440,948,492,0.6583333333333333,0.3416666666666667,0.08333333333333333,0.052742616033755275,0.36708860759493667,1440,107,28,0.7383177570093458,41,11,0.7317073170731707,1333,464,0.3480870217554389,0.2616822429906542,0.056910569105691054,120,70,0.5833333333333334
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1441,949,492,0.6585704371963914,0.3414295628036086,0.2685634975711312,0.28661749209694415,-0.06722430519818212,1440,107,28,0.7383177570093458,41,11,0.7317073170731707,1333,464,0.3480870217554389,0.2616822429906542,0.056910569105691054,120,70,0.5833333333333334
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1441,949,492,0.6585704371963914,0.3414295628036086,0.2921582234559334,0.2897787144362487,0.008144590255025303,1440,107,28,0.7383177570093458,41,11,0.7317073170731707,1333,464,0.3480870217554389,0.2616822429906542,0.056910569105691054,120,70,0.5833333333333334
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9711,6623,3088,0.6820100916486459,0.31798990835135416,0.060137987848831224,0.03306658613921184,0.4501547637022497,9705,2024,559,0.7238142292490118,991,295,0.7023208879919274,7681,2526,0.3288634292409843,0.27618577075098816,0.18102331606217617,584,365,0.625
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9730,6641,3089,0.6825282631038027,0.31747173689619734,0.27995889003083246,0.2916729408221653,-0.04184203898666254,9705,2024,559,0.7238142292490118,991,295,0.7023208879919274,7681,2526,0.3288634292409843,0.27618577075098816,0.1809647134995144,584,365,0.625
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9730,6641,3089,0.6825282631038027,0.31747173689619734,0.2957862281603289,0.29814786929679266,-0.007984283619802756,9705,2024,559,0.7238142292490118,991,295,0.7023208879919274,7681,2526,0.3288634292409843,0.27618577075098816,0.1809647134995144,584,365,0.625
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12420,4151,0.7495021422967836,0.2504978577032165,0.07543298533582765,0.04589371980676329,0.3915961352657005,16571,2968,786,0.7351752021563343,1593,534,0.664783427495292,13603,3365,0.24737190325663458,0.26482479784366575,0.18935196338231752,1250,680,0.544
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16603,12452,4151,0.7499849424802747,0.25001505751972536,0.38258146118171416,0.3825088339222615,0.00018983475892517875,16571,2968,786,0.7351752021563343,1593,534,0.664783427495292,13603,3365,0.24737190325663458,0.26482479784366575,0.18935196338231752,1250,680,0.544
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16603,12452,4151,0.7499849424802747,0.25001505751972536,0.3905318315966994,0.3845968519113395,0.015197172689085471,16571,2968,786,0.7351752021563343,1593,534,0.664783427495292,13603,3365,0.24737190325663458,0.26482479784366575,0.18935196338231752,1250,680,0.544
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4455,2991,1464,0.6713804713804714,0.32861952861952864,0.07586980920314254,0.04212637913741224,0.4447543814876582,4455,298,74,0.7516778523489933,121,26,0.7851239669421488,4157,1390,0.3343757517440462,0.2483221476510067,0.050546448087431695,338,212,0.6272189349112426
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4457,2992,1465,0.6713035674220328,0.32869643257796727,0.2919003814224815,0.3024732620320856,-0.03622085232667598,4455,298,74,0.7516778523489933,121,26,0.7851239669421488,4157,1390,0.3343757517440462,0.2483221476510067,0.050511945392491465,338,212,0.6272189349112426
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4457,2992,1465,0.6713035674220328,0.32869643257796727,0.31097150549697106,0.30514705882352944,0.01872984042101681,4455,298,74,0.7516778523489933,121,26,0.7851239669421488,4157,1390,0.3343757517440462,0.2483221476510067,0.050511945392491465,338,212,0.6272189349112426
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,2996,1829,1167,0.6104806408544726,0.3895193591455274,0.065086782376502,0.025150355385456534,0.6135873603342166,2994,622,200,0.6784565916398714,306,100,0.673202614379085,2372,967,0.407672849915683,0.3215434083601286,0.1713796058269066,195,149,0.764102564102564
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,3003,1836,1167,0.6113886113886113,0.3886113886113886,0.2837162837162837,0.2886710239651416,-0.017463714750375878,2994,622,200,0.6784565916398714,306,100,0.673202614379085,2372,967,0.407672849915683,0.3215434083601286,0.1713796058269066,195,149,0.764102564102564
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,3003,1836,1167,0.6113886113886113,0.3886113886113886,0.3026973026973027,0.2935729847494553,0.03014337381450578,2994,622,200,0.6784565916398714,306,100,0.673202614379085,2372,967,0.407672849915683,0.3215434083601286,0.1713796058269066,195,149,0.764102564102564
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,train,4794,3328,1466,0.6942010846891948,0.30579891531080516,0.08886107634543179,0.04717548076923077,0.4691097304983749,4794,878,265,0.6981776765375854,497,177,0.6438631790744467,3916,1201,0.3066905005107252,0.30182232346241455,0.18076398362892224,426,269,0.6314553990610329
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,train,4816,3349,1467,0.695390365448505,0.30460963455149503,0.3901578073089701,0.3890713645864437,0.0027846238167573752,4794,878,265,0.6981776765375854,497,177,0.6438631790744467,3916,1201,0.3066905005107252,0.30182232346241455,0.18064076346284935,426,269,0.6314553990610329
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,train,4816,3349,1467,0.695390365448505,0.30460963455149503,0.40386212624584716,0.39146013735443413,0.03070847223704121,4794,878,265,0.6981776765375854,497,177,0.6438631790744467,3916,1201,0.3066905005107252,0.30182232346241455,0.18064076346284935,426,269,0.6314553990610329
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,validation,1440,898,542,0.6236111111111111,0.3763888888888889,0.08333333333333333,0.05011135857461024,0.39866369710467703,1440,107,32,0.7009345794392523,41,13,0.6829268292682927,1333,510,0.3825956489122281,0.29906542056074764,0.05904059040590406,120,75,0.625
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,validation,1441,899,542,0.6238723108952117,0.37612768910478833,0.2685634975711312,0.289210233592881,-0.07687841500605037,1440,107,32,0.7009345794392523,41,13,0.6829268292682927,1333,510,0.3825956489122281,0.29906542056074764,0.05904059040590406,120,75,0.625
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,risk_on_r6_horizon_complete,validation,1441,899,542,0.6238723108952117,0.37612768910478833,0.2921582234559334,0.2925472747497219,-0.0013316458773141595,1440,107,32,0.7009345794392523,41,13,0.6829268292682927,1333,510,0.3825956489122281,0.29906542056074764,0.05904059040590406,120,75,0.625
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,robustness,9711,6356,3355,0.6545154978889919,0.3454845021110081,0.060137987848831224,0.029893014474512272,0.502926261023992,9705,2024,614,0.6966403162055336,991,319,0.6781029263370333,7681,2738,0.3564640020830621,0.30335968379446643,0.18301043219076005,584,394,0.6746575342465754
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,robustness,9730,6373,3357,0.6549845837615622,0.34501541623843784,0.27995889003083246,0.29499450808096656,-0.05370652115558176,9705,2024,614,0.6966403162055336,991,319,0.6781029263370333,7681,2738,0.3564640020830621,0.30335968379446643,0.182901400059577,584,394,0.6746575342465754
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,robustness,9730,6373,3357,0.6549845837615622,0.34501541623843784,0.2957862281603289,0.30048642711438883,-0.015890526693190802,9705,2024,614,0.6966403162055336,991,319,0.6781029263370333,7681,2738,0.3564640020830621,0.30335968379446643,0.182901400059577,584,394,0.6746575342465754
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,train,16571,12005,4566,0.7244583911652888,0.27554160883471124,0.07543298533582765,0.044314868804664724,0.4125266472303207,16571,2968,866,0.7082210242587601,1593,572,0.6409290646578782,13603,3700,0.2719988237888701,0.2917789757412399,0.1896627244853263,1250,718,0.5744
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,train,16603,12037,4566,0.7249894597361922,0.2750105402638077,0.38258146118171416,0.38456426019772366,-0.00518268451870369,16571,2968,866,0.7082210242587601,1593,572,0.6409290646578782,13603,3700,0.2719988237888701,0.2917789757412399,0.1896627244853263,1250,718,0.5744
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,train,16603,12037,4566,0.7249894597361922,0.2750105402638077,0.3905318315966994,0.386475035307801,0.010387876123470188,16571,2968,866,0.7082210242587601,1593,572,0.6409290646578782,13603,3700,0.2719988237888701,0.2917789757412399,0.1896627244853263,1250,718,0.5744
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,validation,4455,2835,1620,0.6363636363636364,0.36363636363636365,0.07586980920314254,0.03950617283950617,0.4792899408284024,4455,298,83,0.7214765100671141,121,29,0.7603305785123967,4157,1537,0.3697377916766899,0.2785234899328859,0.05123456790123457,338,226,0.6686390532544378
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,validation,4457,2836,1621,0.6363024455912049,0.36369755440879514,0.2919003814224815,0.3025387870239774,-0.036445329566385354,4455,298,83,0.7214765100671141,121,29,0.7603305785123967,4157,1537,0.3697377916766899,0.2785234899328859,0.05120296113510179,338,226,0.6686390532544378
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,risk_on_r_core_horizon_complete,validation,4457,2836,1621,0.6363024455912049,0.36369755440879514,0.31097150549697106,0.30500705218617774,0.019180063785141276,4455,298,83,0.7214765100671141,121,29,0.7603305785123967,4157,1537,0.3697377916766899,0.2785234899328859,0.05120296113510179,338,226,0.6686390532544378
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,robustness,2996,1749,1247,0.5837783711615487,0.41622162883845126,0.065086782376502,0.023441966838193252,0.6398352171937078,2994,622,216,0.6527331189710611,306,108,0.6470588235294118,2372,1031,0.43465430016863404,0.34726688102893893,0.17321571772253408,195,154,0.7897435897435897
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,robustness,3003,1756,1247,0.5847485847485847,0.41525141525141523,0.2837162837162837,0.29043280182232345,-0.023673361352625974,2994,622,216,0.6527331189710611,306,108,0.6470588235294118,2372,1031,0.43465430016863404,0.34726688102893893,0.17321571772253408,195,154,0.7897435897435897
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,robustness,3003,1756,1247,0.5847485847485847,0.41525141525141523,0.3026973026973027,0.2949886104783599,0.025466669673801214,2994,622,216,0.6527331189710611,306,108,0.6470588235294118,2372,1031,0.43465430016863404,0.34726688102893893,0.17321571772253408,195,154,0.7897435897435897
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,train,4794,3196,1598,0.6666666666666666,0.3333333333333333,0.08886107634543179,0.045682102628285357,0.4859154929577465,4794,878,286,0.6742596810933941,497,190,0.6177062374245473,3916,1312,0.3350357507660878,0.32574031890660593,0.17897371714643304,426,280,0.6572769953051644
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,train,4816,3217,1599,0.6679817275747508,0.3320182724252492,0.3901578073089701,0.39135840845508235,-0.0030772193292584508,4794,878,286,0.6742596810933941,497,190,0.6177062374245473,3916,1312,0.3350357507660878,0.32574031890660593,0.17886178861788618,426,280,0.6572769953051644
