model_id,train_target_component,threshold_id,denominator_id,split,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,retention_definition
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,51,0.8288590604026845,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,136,0.7813504823151125,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,4794,878,170,0.806378132118451,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,20,0.8130841121495327,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,413,0.7959486166007905,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,16571,2968,560,0.8113207547169812,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,4455,298,59,0.802013422818792,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,2994,622,153,0.7540192926045016,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,4794,878,187,0.7870159453302962,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,1440,107,20,0.8130841121495327,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,9705,2024,471,0.767292490118577,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,16571,2968,631,0.7873989218328841,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,4455,298,61,0.7953020134228188,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,2994,622,165,0.7347266881028939,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,4794,878,208,0.7630979498861048,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,1440,107,20,0.8130841121495327,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,9705,2024,513,0.7465415019762845,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,16571,2968,722,0.7567385444743935,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,4455,298,66,0.7785234899328859,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,2994,622,180,0.7106109324758842,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,4794,878,238,0.7289293849658315,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,1440,107,21,0.8037383177570093,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,9705,2024,565,0.7208498023715415,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,16571,2968,814,0.7257412398921833,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,4455,298,69,0.7684563758389261,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,2994,622,198,0.6816720257234726,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,4794,878,265,0.6981776765375854,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,1440,107,22,0.794392523364486,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,625,0.6912055335968379,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,16571,2968,903,0.6957547169811321,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,4455,298,73,0.7550335570469798,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,2994,622,210,0.662379421221865,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,4794,878,291,0.6685649202733486,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,1440,107,24,0.7757009345794392,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,9705,2024,670,0.6689723320158103,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,train,16571,2968,985,0.6681266846361186,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,validation,4455,298,79,0.7348993288590604,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,2994,622,95,0.8472668810289389,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,4794,878,171,0.8052391799544419,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,1440,107,18,0.8317757009345794,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,9705,2024,321,0.8414031620553359,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,16571,2968,528,0.8221024258760108,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,57,0.8087248322147651,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,111,0.8215434083601286,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,4794,878,184,0.7904328018223234,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,21,0.8037383177570093,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,375,0.8147233201581028,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,16571,2968,589,0.8015498652291105,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,4455,298,63,0.7885906040268457,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,2994,622,128,0.7942122186495176,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,4794,878,214,0.7562642369020501,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,1440,107,24,0.7757009345794392,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,9705,2024,422,0.791501976284585,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,16571,2968,672,0.7735849056603774,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,4455,298,69,0.7684563758389261,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,2994,622,141,0.7733118971061094,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,4794,878,239,0.7277904328018223,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,1440,107,26,0.7570093457943925,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,9705,2024,467,0.7692687747035574,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,16571,2968,770,0.7405660377358491,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,4455,298,74,0.7516778523489933,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,2994,622,148,0.7620578778135049,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,4794,878,263,0.7004555808656037,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,1440,107,27,0.7476635514018691,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,9705,2024,508,0.7490118577075099,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,16571,2968,853,0.7126010781671159,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,4455,298,76,0.7449664429530202,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,2994,622,166,0.7331189710610932,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,4794,878,286,0.6742596810933941,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,1440,107,27,0.7476635514018691,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,552,0.7272727272727273,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,16571,2968,935,0.6849730458221024,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,4455,298,79,0.7348993288590604,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,2994,622,175,0.7186495176848875,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,4794,878,301,0.6571753986332574,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,1440,107,27,0.7476635514018691,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,9705,2024,594,0.7065217391304348,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,train,16571,2968,1002,0.6623989218328841,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,validation,4455,298,83,0.7214765100671141,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,2994,622,112,0.819935691318328,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,4794,878,135,0.8462414578587699,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,1440,107,16,0.8504672897196262,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,9705,2024,344,0.8300395256916996,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,16571,2968,450,0.8483827493261455,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,49,0.8355704697986577,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,123,0.8022508038585209,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,4794,878,163,0.8143507972665148,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,19,0.822429906542056,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,394,0.8053359683794467,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,16571,2968,520,0.8247978436657682,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,4455,298,54,0.8187919463087249,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,2994,622,142,0.7717041800643086,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,4794,878,189,0.784738041002278,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,1440,107,20,0.8130841121495327,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,9705,2024,453,0.7761857707509882,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,16571,2968,611,0.7941374663072777,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,4455,298,57,0.8087248322147651,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,2994,622,161,0.7411575562700965,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,4794,878,212,0.7585421412300684,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,1440,107,21,0.8037383177570093,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,9705,2024,502,0.7519762845849802,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,16571,2968,701,0.7638140161725068,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,4455,298,61,0.7953020134228188,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,2994,622,176,0.7170418006430869,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,4794,878,235,0.7323462414578588,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,1440,107,22,0.794392523364486,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,9705,2024,554,0.7262845849802372,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,16571,2968,789,0.7341644204851752,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,4455,298,68,0.7718120805369127,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,2994,622,188,0.6977491961414791,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,4794,878,267,0.6958997722095672,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,1440,107,22,0.794392523364486,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,9705,2024,599,0.7040513833992095,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,16571,2968,896,0.6981132075471698,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,4455,298,69,0.7684563758389261,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,2994,622,198,0.6816720257234726,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,4794,878,287,0.673120728929385,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,1440,107,27,0.7476635514018691,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,9705,2024,645,0.6813241106719368,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,train,16571,2968,960,0.6765498652291105,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,validation,4455,298,78,0.738255033557047,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,robustness,2994,622,153,0.7540192926045016,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,train,4794,878,138,0.8428246013667426,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8500,risk_on_r6_horizon_complete,validation,1440,107,19,0.822429906542056,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,robustness,9705,2024,419,0.7929841897233202,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,train,16571,2968,420,0.8584905660377359,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8500,risk_on_r_core_horizon_complete,validation,4455,298,41,0.8624161073825504,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,robustness,2994,622,177,0.7154340836012861,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,train,4794,878,160,0.8177676537585421,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8250,risk_on_r6_horizon_complete,validation,1440,107,21,0.8037383177570093,event_big_winner_120d_label_complete_event_level
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,fast_fail_only_10d,keep_8250,risk_on_r_core_horizon_complete,robustness,9705,2024,485,0.7603754940711462,event_big_winner_120d_label_complete_event_level
