model_id,model_family,train_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,threshold_score,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture,threshold_fit_scope,readout_scope
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,0.6045724589930005,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.39068251765131856,0.3382650677464569,0.1341689160292651,16571,2968,819,0.7240566037735849,1593,629,0.6051475204017577,13603,2910,0.2139233992501654,0.2759433962264151,0.21962992759452937,1250,291,0.2328,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,0.6045724589930005,risk_on_r_core_horizon_complete,validation,4457,3909,548,0.8770473412609379,0.12295265873906215,0.31097150549697106,0.28012279355333847,0.09920108884038271,4455,298,69,0.7684563758389261,121,48,0.6033057851239669,4157,479,0.115227327399567,0.23154362416107382,0.1259124087591241,338,57,0.16863905325443787,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,0.5928939541233054,risk_on_r_core_horizon_complete,robustness,9730,7506,2224,0.7714285714285715,0.22857142857142856,0.2957862281603289,0.229283240074607,0.22483463310426482,9705,2024,591,0.7080039525691699,991,411,0.5852674066599395,7681,1625,0.21156099466215336,0.29199604743083,0.26573741007194246,584,123,0.2106164383561644,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,0.5928939541233054,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.39068251765131856,0.3342452526552945,0.14445812762575147,16571,2968,896,0.6981132075471698,1593,676,0.5756434400502197,13603,3247,0.23869734617363816,0.3018867924528302,0.21626840453777457,1250,323,0.2584,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7500,0.75,0.5928939541233054,risk_on_r_core_horizon_complete,validation,4457,3825,632,0.8582005833520305,0.1417994166479695,0.31097150549697106,0.2758169934640523,0.11304737383168749,4455,298,74,0.7516778523489933,121,51,0.5785123966942148,4157,558,0.13423141688717824,0.2483221476510067,0.11708860759493671,338,66,0.1952662721893491,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,0.5812034745305241,risk_on_r_core_horizon_complete,robustness,9730,7314,2416,0.7516957862281604,0.24830421377183967,0.2957862281603289,0.2249111293409899,0.23961595257545815,9705,2024,639,0.6842885375494071,991,436,0.5600403632694249,7681,1769,0.2303085535737534,0.3157114624505929,0.2644867549668874,584,133,0.22773972602739725,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,0.5812034745305241,risk_on_r_core_horizon_complete,train,16571,12014,4557,0.7250015086597067,0.2749984913402933,0.39068251765131856,0.3296986848676544,0.15609562759624632,16571,2968,978,0.6704851752021563,1593,720,0.5480225988700564,13603,3579,0.26310372711901786,0.32951482479784366,0.21461487820934824,1250,347,0.2776,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7250,0.725,0.5812034745305241,risk_on_r_core_horizon_complete,validation,4457,3720,737,0.8346421359658963,0.16535786403410366,0.31097150549697106,0.2717741935483871,0.1260479216124377,4455,298,83,0.7214765100671141,121,55,0.5454545454545454,4157,654,0.15732499398604763,0.2785234899328859,0.11261872455902307,338,71,0.21005917159763313,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,0.5711543934356218,risk_on_r_core_horizon_complete,robustness,9730,7101,2629,0.7298047276464542,0.27019527235354573,0.2957862281603289,0.22165892127869313,0.2506110826818332,9705,2024,695,0.6566205533596838,991,466,0.5297679112008072,7681,1926,0.2507486004426507,0.3433794466403162,0.26435907189045266,584,146,0.25,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,0.5711543934356218,risk_on_r_core_horizon_complete,train,16571,11600,4971,0.7000181039164806,0.2999818960835194,0.39068251765131856,0.32525862068965516,0.1674605184664387,16571,2968,1051,0.64588948787062,1593,760,0.5229127432517263,13603,3920,0.28817172682496506,0.35411051212938005,0.21142627237980285,1250,383,0.3064,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,0.5711543934356218,risk_on_r_core_horizon_complete,validation,4457,3630,827,0.8144491810634956,0.18555081893650438,0.31097150549697106,0.2702479338842975,0.13095595864190906,4455,298,87,0.7080536912751678,121,57,0.5289256198347108,4157,740,0.1780129901371181,0.29194630872483224,0.10519951632406288,338,77,0.22781065088757396,risk_on_r_core_horizon_complete/train,supported_gate
