model_id,train_target_component,threshold_id,denominator_id,split,total_rejected_hybrid_positive_n,total_hybrid_cost_reduction_rate,fast_fail_attributed_cost_reduction,fast_fail_attributed_cost_reduction_share,fast_fail_only_rejected_n,false_repair_only_rejected_n,both_rejected_n,neither_rejected_n,fast_fail_only_hybrid_positive_rejected_n,false_repair_only_hybrid_positive_rejected_n,both_hybrid_positive_rejected_n,neither_hybrid_positive_rejected_n,fast_fail_only_cost_reduction_rate,false_repair_only_cost_reduction_rate,both_cost_reduction_rate,neither_cost_reduction_rate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,949,0.053327706290042326,-0.0033028005520599688,-0.061934044830214044,0,867,82,825,0,867,82,0,-0.0035291224034347188,0.056404184990727524,0.00045264370274950005,-0.05332770629004224
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,2240,0.06249090459806689,-8.035270581187998e-05,-0.0012858304153011994,7,1943,290,1430,7,1943,290,0,-0.0017234481306000055,0.060928161879090614,0.003286190849576251,-0.06249090459806683
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,208,0.023092717618183156,0.00016605399131617432,0.007190751390188211,0,172,36,157,0,172,36,0,-0.0017011144396844313,0.02105949519586639,0.0037343368620012113,-0.02309271761818321
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,326,0.05835530772664052,-0.005191999953106409,-0.08897219730941704,1,300,25,291,1,300,25,0,-0.00448922410364154,0.06425008352921177,-0.0014055516989297384,-0.05835530772664044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,697,0.061944318026669054,-0.0015230055067582925,-0.024586686160667535,4,593,100,469,4,593,100,0,-0.003281982432985938,0.06170834660719976,0.003517953852455291,-0.06194431802666911
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,59,0.02059033148294015,-0.00020329509858380349,-0.009873328108012296,0,48,11,49,0,48,11,0,-0.0019116507093463152,0.01908527097076143,0.0034167112215250234,-0.020590331482940094
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,1007,0.05655850791995043,-0.0032472591711276734,-0.05741415908148872,2,915,90,902,2,915,90,0,-0.0036075167483964506,0.05944550951380931,0.0007205151545375543,-0.05655850791995043
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,2369,0.0658170538969659,-6.881857035068162e-06,-0.00010456039320510224,7,2048,314,1566,7,2048,314,0,-0.0019266477520187147,0.06390416985901737,0.003839531789967293,-0.0658170538969659
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,230,0.026242441457562216,0.0007785671733510462,0.029668244649039256,1,187,42,167,1,187,42,0,-0.0016185310979242272,0.023066776012935858,0.004794196542550547,-0.02624244145756216
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,326,0.05835530772664052,-0.005191999953106409,-0.08897219730941704,1,300,25,291,1,300,25,0,-0.00448922410364154,0.06425008352921177,-0.0014055516989297384,-0.05835530772664044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,697,0.061944318026669054,-0.0015230055067582925,-0.024586686160667535,4,593,100,469,4,593,100,0,-0.003281982432985938,0.06170834660719976,0.003517953852455291,-0.06194431802666911
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,59,0.02059033148294015,-0.00020329509858380349,-0.009873328108012296,0,48,11,49,0,48,11,0,-0.0019116507093463152,0.01908527097076143,0.0034167112215250234,-0.020590331482940094
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,1007,0.05655850791995043,-0.0032472591711276734,-0.05741415908148872,2,915,90,902,2,915,90,0,-0.0036075167483964506,0.05944550951380931,0.0007205151545375543,-0.05655850791995043
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,2369,0.0658170538969659,-6.881857035068162e-06,-0.00010456039320510224,7,2048,314,1566,7,2048,314,0,-0.0019266477520187147,0.06390416985901737,0.003839531789967293,-0.0658170538969659
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,230,0.026242441457562216,0.0007785671733510462,0.029668244649039256,1,187,42,167,1,187,42,0,-0.0016185310979242272,0.023066776012935858,0.004794196542550547,-0.02624244145756216
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,387,0.06955750814616382,-0.006054463624807532,-0.08704256069790565,1,351,35,377,1,351,35,0,-0.006030146717953776,0.07563628867782507,-4.863381370751041e-05,-0.0695575081461638
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,849,0.07620891249397871,-0.0015361103248265583,-0.020156570597276623,6,715,128,622,6,715,128,0,-0.004232900794064628,0.07504823234956723,0.005393580938476139,-0.07620891249397865
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,78,0.027293358591068517,-0.0002328391641368728,-0.008530982486452478,0,63,15,68,0,63,15,0,-0.0026601003700240343,0.025098936549318218,0.004854522411774323,-0.027293358591068517
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,1187,0.06624910314336135,-0.004155597355000099,-0.06272684697342232,2,1071,114,1176,2,1071,114,0,-0.004805212433826523,0.06975508541953498,0.0012992301576528476,-0.0662491031433613
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,2852,0.0794071652965575,6.133435552245665e-05,0.000772403287453905,12,2451,389,2083,12,2451,389,0,-0.0023470990242327166,0.07693739756127985,0.0048168667595103465,-0.07940716529655745
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,301,0.034326936399571795,0.0004111186764295498,0.011976561835989483,1,248,52,234,1,248,52,0,-0.0023465199846639286,0.031158179062048735,0.005515277322186957,-0.03432693639957174
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,232,0.043905253767639096,-0.003148991681101776,-0.07172243435301082,0,216,16,155,0,216,16,0,-0.0028079718446690945,0.04739526528517354,-0.000682039672865363,-0.043905253767639096
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,462,0.04153620393947044,-0.002304091825197054,-0.055471892148708235,1,408,53,261,1,408,53,0,-0.0021764531129641156,0.04396793447690045,-0.0002552774244658773,-0.04153620393947044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,35,0.011430950728660683,-0.0007467036780013855,-0.06532297231665819,0,30,5,31,0,30,5,0,-0.0011325468424705047,0.011791811242192918,0.0007716863289382384,-0.011430950728660627
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,717,0.041011410900248735,-0.0019840939994324493,-0.048379071967514675,0,656,61,531,0,656,61,0,-0.002328757131055355,0.04265084176805825,0.0006893262632458111,-0.041011410900248624
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1599,0.044569631602330295,-0.0005086684255593051,-0.01141289275392417,3,1409,187,887,3,1409,187,0,-0.0011929561947559824,0.04439401225869288,0.0013685755383933546,-0.044569631602330295
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,136,0.014762974691283848,-0.00029537114523509045,-0.02000756293441859,0,116,20,101,0,116,20,0,-0.001071056020297164,0.014282660961456861,0.0015513697501241472,-0.014762974691283848
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,260,0.04768747951459151,-0.004210916784590655,-0.08830235582700885,0,243,17,198,0,243,17,0,-0.0034158376005134355,0.05269347548325937,-0.0015901583681544387,-0.04768747951459151
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,541,0.04895818286869852,-0.0020041889354326103,-0.040936750875898854,1,470,70,319,1,470,70,0,-0.0027264191824353592,0.050240141557128415,0.0014444604940054978,-0.048958182868698574
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,0.013361451629080867,-0.000856888430886063,-0.06413138741759665,0,35,6,37,0,35,6,0,-0.0013502484365477407,0.013724980054305252,0.0009867200113233554,-0.013361451629080756
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,816,0.04651156665162484,-0.0025741192069831283,-0.05534363583715587,0,748,68,642,0,748,68,0,-0.002789683147099341,0.048870121918491743,0.00043112788023242504,-0.046511566651624814
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1849,0.052375151694183,-0.00028733285433194325,-0.005486052928489286,3,1618,228,1051,3,1618,228,0,-0.0014703092260437318,0.05147950817680319,0.002365952743423577,-0.05237515169418305
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,163,0.01803737376044412,-9.146615899903107e-05,-0.0050709244158157855,0,137,26,119,0,137,26,0,-0.001288157362636183,0.016932148715805978,0.002393382407274304,-0.01803737376044412
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,286,0.05128487331877163,-0.005055678784492347,-0.09858031145105381,0,267,19,239,0,267,19,0,-0.004021402326487074,0.05737482856126924,-0.0020685529160105465,-0.05128487331877163
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,597,0.05336810648505674,-0.0017023770651822707,-0.03189877208139176,3,514,80,373,3,514,80,0,-0.002676336289331973,0.0540965243260893,0.0019479184482994044,-0.05336810648505674
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,47,0.01512118641889637,-0.0006389595702572769,-0.04225591514821836,0,39,8,44,0,39,8,0,-0.001590459300382964,0.014808646259027947,0.0019029994602513742,-0.01512118641889626
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,882,0.049639970915292514,-0.0030798763557728405,-0.06204428203691851,0,809,73,739,0,809,73,0,-0.0031639061669643184,0.05263581745987386,0.00016805962238295585,-0.049639970915292486
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,2058,0.05757547985996303,-0.00020303689591470546,-0.003526447307231107,5,1792,261,1256,5,1792,261,0,-0.0016141213589311084,0.05636743229286134,0.002822168926032806,-0.05757547985996303
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,184,0.019718779545916998,-0.00015983438982596423,-0.008105693836364218,0,154,30,146,0,154,30,0,-0.001524950555992624,0.018513497769576337,0.0027302323323333197,-0.019718779545917053
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,310,0.05527888055769098,-0.005129938215440073,-0.09280105102863451,0,286,24,272,0,286,24,0,-0.004562971105722034,0.060975785882849076,-0.0011339342194360766,-0.055278880557690924
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,661,0.05814322479188916,-0.0020974332551520064,-0.036073562528726365,4,568,89,441,4,568,89,0,-0.0029892728778779035,0.059348818424315275,0.0017836792454517941,-0.05814322479188916
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,53,0.01773615037614218,-0.0006290167415225027,-0.03546523502465484,0,44,9,47,0,44,9,0,-0.0017594873888741383,0.01723469647031306,0.002260941294703271,-0.01773615037614218
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,956,0.05350714080371727,-0.003233244921593475,-0.060426419222326555,1,872,83,841,1,872,83,0,-0.0034591865143961988,0.056514444132508,0.0004518831856054478,-0.05350714080371721
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,2268,0.06316343962608884,-0.00011656223026040684,-0.0018454066300129471,7,1967,294,1461,7,1967,294,0,-0.001767963090227925,0.06162860099638173,0.0033028017199350362,-0.06316343962608884
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,210,0.02337062508611265,0.0004981982392770513,0.021317283446264854,1,172,37,158,1,172,37,0,-0.001471795954857462,0.020902432652701086,0.0039399883882690265,-0.02337062508611265
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,339,0.0610694943039157,-0.005307748631190771,-0.08691325663802729,1,311,27,305,1,311,27,0,-0.004757853422541852,0.06692713814375537,-0.0010997904172978384,-0.06106949430391562
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,732,0.06494063979711845,-0.0015886088933321808,-0.024462476783338846,4,621,107,505,4,621,107,0,-0.003618955720848544,0.06449890186293433,0.004060693655032727,-0.0649406397971185
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,61,0.020254900193093506,-0.000567906644219459,-0.028037987785943432,0,50,11,56,0,50,11,0,-0.0020850324233548795,0.019305681058177537,0.003034251558270841,-0.020254900193093506
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,1040,0.05794978923693345,-0.003419221144823275,-0.05900316791219811,2,943,95,962,2,943,95,0,-0.003841398930545005,0.06094683259603498,0.00084435557144346,-0.05794978923693339
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,2465,0.06810446808582132,1.927704871472133e-05,0.00028305116032078105,8,2127,330,1678,8,2127,330,0,-0.0020117469770528536,0.06605416701133898,0.00406204805153515,-0.06810446808582127
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,242,0.02731169890138463,0.0005900668820351881,0.021604913124070556,1,198,43,182,1,198,43,0,-0.0017570435426688784,0.02437452159464537,0.004694220849408133,-0.02731169890138463
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,363,0.06426935509904944,-0.005858551928420927,-0.09115622709130898,1,331,31,350,1,331,31,0,-0.0054731294905967405,0.07051332946529454,-0.000770844875648373,-0.06426935509904941
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,791,0.0704324816344632,-0.0019396243476190768,-0.027538776181215835,5,671,115,564,5,671,115,0,-0.003920644946393655,0.07039108538330768,0.003962041197549157,-0.07043248163446314
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,69,0.023455933379597504,-0.00038167938931297357,-0.016272189349112273,0,56,13,62,0,56,13,0,-0.0023594725884802208,0.021859819569743227,0.003955586398334494,-0.023455933379597504
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,1123,0.06265657885108342,-0.0038534179488047653,-0.061500612058044635,2,1016,105,1079,2,1016,105,0,-0.00436394773660349,0.06599946701208945,0.0010210595755974494,-0.06265657885108333
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,2671,0.07413515623963218,-0.0002517028064044184,-0.0033951881829293253,9,2306,356,1886,9,2306,356,0,-0.002272332350334503,0.07236622950210653,0.004041259087860169,-0.07413515623963218
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,275,0.03112263899823048,0.0006020586302134742,0.019344716566217446,1,225,49,212,1,225,49,0,-0.0020875661018328537,0.027830955635970683,0.005379249464092656,-0.031122638998230534
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,390,0.07027455303317373,-0.006183471700713081,-0.08799019607843137,1,354,35,380,1,354,35,0,-0.006097350924937132,0.07654414550966274,-0.00017224155155189796,-0.07027455303317365
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,852,0.07592933296651921,-0.001725546308783698,-0.02272568770681249,6,718,128,631,6,718,128,0,-0.004297481243140926,0.07508294434094573,0.005143869868714457,-0.07592933296651927
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,79,0.027861469205546996,-0.0002743136260131909,-0.009845626732368344,0,64,15,68,0,64,15,0,-0.002680390034826837,0.025729706422746523,0.004812152817627292,-0.027861469205546996
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,1194,0.06667058190182551,-0.004252924191259239,-0.06379011656928091,2,1078,114,1186,2,1078,114,0,-0.004852933979347135,0.07032349630499682,0.0012000195761757912,-0.0666705819018254
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,2864,0.07947562109959444,-6.78870856648181e-05,-0.0008541875448792752,12,2463,389,2107,12,2463,389,0,-0.0023791043347434968,0.07723229093618056,0.004622434498157357,-0.07947562109959438
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,302,0.03444089325207311,0.00038711749002944343,0.011240053711619152,1,249,52,235,1,249,52,0,-0.002357447354081863,0.031309210917932345,0.005489129688222613,-0.03444089325207311
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,232,0.043905253767639096,-0.003148991681101776,-0.07172243435301082,0,216,16,155,0,216,16,0,-0.0028079718446690945,0.04739526528517354,-0.000682039672865363,-0.043905253767639096
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,462,0.04153620393947044,-0.002304091825197054,-0.055471892148708235,1,408,53,261,1,408,53,0,-0.0021764531129641156,0.04396793447690045,-0.0002552774244658773,-0.04153620393947044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,35,0.011430950728660683,-0.0007467036780013855,-0.06532297231665819,0,30,5,31,0,30,5,0,-0.0011325468424705047,0.011791811242192918,0.0007716863289382384,-0.011430950728660627
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,717,0.041011410900248735,-0.0019840939994324493,-0.048379071967514675,0,656,61,531,0,656,61,0,-0.002328757131055355,0.04265084176805825,0.0006893262632458111,-0.041011410900248624
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1599,0.044569631602330295,-0.0005086684255593051,-0.01141289275392417,3,1409,187,887,3,1409,187,0,-0.0011929561947559824,0.04439401225869288,0.0013685755383933546,-0.044569631602330295
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,136,0.014762974691283848,-0.00029537114523509045,-0.02000756293441859,0,116,20,101,0,116,20,0,-0.001071056020297164,0.014282660961456861,0.0015513697501241472,-0.014762974691283848
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,260,0.04768747951459151,-0.004210916784590655,-0.08830235582700885,0,243,17,198,0,243,17,0,-0.0034158376005134355,0.05269347548325937,-0.0015901583681544387,-0.04768747951459151
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,541,0.04895818286869852,-0.0020041889354326103,-0.040936750875898854,1,470,70,319,1,470,70,0,-0.0027264191824353592,0.050240141557128415,0.0014444604940054978,-0.048958182868698574
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,0.013361451629080867,-0.000856888430886063,-0.06413138741759665,0,35,6,37,0,35,6,0,-0.0013502484365477407,0.013724980054305252,0.0009867200113233554,-0.013361451629080756
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,816,0.04651156665162484,-0.0025741192069831283,-0.05534363583715587,0,748,68,642,0,748,68,0,-0.002789683147099341,0.048870121918491743,0.00043112788023242504,-0.046511566651624814
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1849,0.052375151694183,-0.00028733285433194325,-0.005486052928489286,3,1618,228,1051,3,1618,228,0,-0.0014703092260437318,0.05147950817680319,0.002365952743423577,-0.05237515169418305
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,163,0.01803737376044412,-9.146615899903107e-05,-0.0050709244158157855,0,137,26,119,0,137,26,0,-0.001288157362636183,0.016932148715805978,0.002393382407274304,-0.01803737376044412
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,286,0.05128487331877163,-0.005055678784492347,-0.09858031145105381,0,267,19,239,0,267,19,0,-0.004021402326487074,0.05737482856126924,-0.0020685529160105465,-0.05128487331877163
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,597,0.05336810648505674,-0.0017023770651822707,-0.03189877208139176,3,514,80,373,3,514,80,0,-0.002676336289331973,0.0540965243260893,0.0019479184482994044,-0.05336810648505674
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,47,0.01512118641889637,-0.0006389595702572769,-0.04225591514821836,0,39,8,44,0,39,8,0,-0.001590459300382964,0.014808646259027947,0.0019029994602513742,-0.01512118641889626
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,882,0.049639970915292514,-0.0030798763557728405,-0.06204428203691851,0,809,73,739,0,809,73,0,-0.0031639061669643184,0.05263581745987386,0.00016805962238295585,-0.049639970915292486
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,2058,0.05757547985996303,-0.00020303689591470546,-0.003526447307231107,5,1792,261,1256,5,1792,261,0,-0.0016141213589311084,0.05636743229286134,0.002822168926032806,-0.05757547985996303
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,184,0.019718779545916998,-0.00015983438982596423,-0.008105693836364218,0,154,30,146,0,154,30,0,-0.001524950555992624,0.018513497769576337,0.0027302323323333197,-0.019718779545917053
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,310,0.05527888055769098,-0.005129938215440073,-0.09280105102863451,0,286,24,272,0,286,24,0,-0.004562971105722034,0.060975785882849076,-0.0011339342194360766,-0.055278880557690924
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,661,0.05814322479188916,-0.0020974332551520064,-0.036073562528726365,4,568,89,441,4,568,89,0,-0.0029892728778779035,0.059348818424315275,0.0017836792454517941,-0.05814322479188916
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,53,0.01773615037614218,-0.0006290167415225027,-0.03546523502465484,0,44,9,47,0,44,9,0,-0.0017594873888741383,0.01723469647031306,0.002260941294703271,-0.01773615037614218
