condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
above_ma20 AND boll_pct_b_gt_0_5 AND ma60_up,and3,3,0.8532544378698225,721,0.8710059171597633,736,0.34296864330047094,-3.0,-56.0
above_ma30 AND ret60_gt_0,and2,2,0.8532544378698225,721,0.8698224852071006,735,0.36490416959629324,-3.0,-56.0
above_ema30 AND rps20_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.8520710059171598,720,0.855621301775148,723,0.06467856727349983,-16.0,-43.0
ema30_up AND rps20_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.8520710059171598,720,0.855621301775148,723,0.06467856727349983,-16.0,-43.0
money_ratio20_gt_1_2 AND new_high_20 AND ret20_gt_0_05,and3,3,0.8520710059171598,720,0.8520710059171598,720,0.06478985093048312,-15.0,-44.0
money_ratio20_gt_1_5 AND ret10_gt_0_05 AND vol_ratio20_gt_1_2,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.06896045889333462,-15.0,-45.0
money_ratio20_gt_1_5 AND ret10_gt_0_05 AND vol_ratio20_gt_1_0,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.06906668420227322,-15.0,-45.0
money_ratio20_gt_1_5 AND ret10_gt_0_05,and2,2,0.8520710059171598,720,0.8544378698224852,722,0.06906921337629557,-15.0,-45.0
money_ratio20_gt_1_0 AND money_ratio20_gt_1_5 AND ret10_gt_0_05,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.06906921337629557,-15.0,-45.0
money_ratio20_gt_1_2 AND money_ratio20_gt_1_5 AND ret10_gt_0_05,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.06906921337629557,-15.0,-45.0
money_ratio20_gt_1_5 AND ret10_gt_0 AND ret10_gt_0_05,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.06906921337629557,-15.0,-45.0
above_boll_upper20 AND near_high_20_3pct AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07255694435311316,-15.0,-44.0
boll_pct_b_gt_1_0 AND near_high_20_3pct AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07255694435311316,-15.0,-44.0
near_high_20_3pct AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
near_high_20_3pct AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_1_0 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_7 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_1_0 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND ema20_up AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND near_high_20_3pct AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_1_0 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_1_0 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0 AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
boll_pct_b_gt_1_0 AND ema20_up AND near_high_20_3pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
boll_pct_b_gt_1_0 AND near_high_20_3pct AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07257211939724725,-15.0,-44.0
above_boll_upper20 AND near_high_20_5pct AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07288826615004072,-15.0,-44.0
boll_pct_b_gt_1_0 AND near_high_20_5pct AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07288826615004072,-15.0,-44.0
near_high_20_5pct AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
near_high_20_5pct AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_1_0 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_7 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_1_0 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_boll_upper20 AND ema20_up AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_1_0 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_1_0 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0 AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
boll_pct_b_gt_1_0 AND ema20_up AND near_high_20_5pct,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.0729034411941748,-15.0,-44.0
boll_pct_b_gt_1_0 AND ret10_gt_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND ret10_gt_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_1_0 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_7 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_1_0 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_boll_upper20 AND ema20_up AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_1_0 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_1_0 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0 AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
boll_pct_b_gt_1_0 AND ema20_up AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07297931641484524,-15.0,-44.0
boll_pct_b_gt_1_0,single,1,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20,single,1,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ma20 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
ema20_up AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
ema20_up AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_5 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_7 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_8 AND boll_pct_b_gt_1_0,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_8 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_1_0 AND above_boll_mid20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_1_0 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20,and2,2,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND above_ema20,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND above_ma20,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND boll_pct_b_gt_0_5,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND boll_pct_b_gt_0_7,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_ema20 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND above_ma20 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_1_0 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND above_ma20,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND boll_pct_b_gt_0_5,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND boll_pct_b_gt_0_7,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND boll_pct_b_gt_0_5,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND boll_pct_b_gt_0_7,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND boll_pct_b_gt_0_7,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_7 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_1_0 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND above_ma20 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_1_0 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_1_0 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0 AND ema20_up,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07299449145897932,-15.0,-44.0
above_ema20 AND ma30_up AND vol_ratio20_gt_1_5,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07491666371596364,-14.0,-44.0
ema20_up AND ma30_up AND vol_ratio20_gt_1_5,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07491666371596364,-14.0,-44.0
above_ma30 AND ma30_up AND vol_ratio20_gt_1_5,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.07597638763132736,-14.0,-44.0
above_ema60 AND money_ratio20_gt_1_5 AND vol_ratio20_gt_1_5,and3,3,0.8520710059171598,720,0.855621301775148,723,0.08473997561876243,-12.0,-46.0
ema30_up AND new_high_20 AND rps20_gt_70,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.08567577000703111,-14.0,-45.0
ma30_up AND new_high_20 AND rps20_gt_60,and3,3,0.8520710059171598,720,0.8532544378698225,721,0.09106796902267657,-13.0,-45.0
ret20_gt_0_05 AND rps20_gt_70 AND vol_ratio20_gt_1_0,and3,3,0.8520710059171598,720,0.855621301775148,723,0.11563636547576292,-12.0,-46.0
above_ema60 AND money_ratio20_gt_1_0 AND ret10_gt_0_05,and3,3,0.8520710059171598,720,0.855621301775148,723,0.1340816316207453,-11.0,-49.0
ma30_up AND money_ratio20_gt_1_0 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.14229385967130853,-11.0,-47.0
above_ema60 AND ret10_gt_0_05 AND rps20_gt_50,and3,3,0.8520710059171598,720,0.855621301775148,723,0.17620755413696995,-10.0,-50.0
ema60_up AND ma20_up AND ret10_gt_0_05,and3,3,0.8520710059171598,720,0.8615384615384616,728,0.18497367129842737,-10.0,-50.0
ema60_up AND ret10_gt_0_05 AND ret20_gt_0,and3,3,0.8520710059171598,720,0.8615384615384616,728,0.18497367129842737,-10.0,-50.0
ema60_up AND near_high_20_3pct AND ret20_gt_0_05,and3,3,0.8520710059171598,720,0.8568047337278106,724,0.18690596025150105,-11.0,-48.0
above_ema60 AND near_high_20_5pct AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.20244520544480585,-10.0,-49.0
above_boll_mid20 AND above_ema60 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.2140667600774939,-10.0,-49.0
above_ema60 AND above_ma20 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.2140667600774939,-10.0,-49.0
above_ema60 AND boll_pct_b_gt_0_5 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.2140667600774939,-10.0,-49.0
above_ema60 AND rsi14_gt_60,and2,2,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-50.0
above_ema20 AND above_ema60 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-50.0
above_ema30 AND above_ema60 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-50.0
above_ema60 AND above_ma30 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-49.0
above_ema60 AND ema20_up AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-50.0
above_ema60 AND ema30_up AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-50.0
above_ema60 AND rsi14_gt_50 AND rsi14_gt_60,and3,3,0.8520710059171598,720,0.855621301775148,723,0.21409711016576208,-10.0,-50.0
above_ma60 AND rps20_gt_70 AND rsi14_gt_50,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.2582666052920437,-8.0,-51.0
above_ma30 AND above_ma60 AND rps20_gt_70,and3,3,0.8520710059171598,720,0.8544378698224852,722,0.2610183466283581,-8.0,-51.0
above_ema30 AND above_ma60 AND ret20_gt_0_05,and3,3,0.8520710059171598,720,0.8532544378698225,721,0.2697667595716591,-7.0,-51.0
above_ma60 AND ema30_up AND ret20_gt_0_05,and3,3,0.8520710059171598,720,0.8532544378698225,721,0.2697667595716591,-7.0,-51.0
above_ma30 AND above_ma60 AND ret20_gt_0_05,and3,3,0.8520710059171598,720,0.8532544378698225,721,0.2714309560783639,-7.0,-51.0
above_ema60 AND above_ma60 AND ret20_gt_0_05,and3,3,0.8520710059171598,720,0.8532544378698225,721,0.2714941854289226,-7.0,-51.0
above_ema20 AND ma60_up AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8698224852071006,735,0.3026257884700015,-5.0,-55.0
ema20_up AND ma60_up AND ret10_gt_0,and3,3,0.8520710059171598,720,0.8698224852071006,735,0.3026257884700015,-5.0,-55.0
ma60_up AND near_high_20_5pct,and2,2,0.8520710059171598,720,0.8686390532544379,734,0.3383933674940438,-4.0,-54.5
ma20_up AND ret60_gt_0,and2,2,0.8520710059171598,720,0.8686390532544379,734,0.3622460076988057,-2.5,-56.0
ret20_gt_0 AND ret60_gt_0,and2,2,0.8520710059171598,720,0.8686390532544379,734,0.3622460076988057,-2.5,-57.0
above_ema30 AND new_high_20 AND vol_ratio20_gt_1_5,and3,3,0.850887573964497,719,0.8532544378698225,721,0.051789896455615526,-18.0,-43.0
ema30_up AND new_high_20 AND vol_ratio20_gt_1_5,and3,3,0.850887573964497,719,0.8532544378698225,721,0.051789896455615526,-18.0,-43.0
money_ratio20_gt_1_5 AND new_high_20 AND vol_ratio20_gt_1_5,and3,3,0.850887573964497,719,0.8532544378698225,721,0.05183289241399544,-18.0,-43.0
above_boll_upper20 AND money_ratio20_gt_1_0 AND ret10_gt_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06801454780897655,-15.0,-44.0
boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0 AND ret10_gt_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06801454780897655,-15.0,-44.0
money_ratio20_gt_1_0 AND boll_pct_b_gt_1_0,and2,2,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
money_ratio20_gt_1_0 AND above_boll_upper20,and2,2,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_mid20 AND above_boll_upper20 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_mid20 AND boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_upper20 AND above_ema20 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_upper20 AND above_ma20 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_5 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_0_7 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_upper20 AND boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_upper20 AND ema20_up AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_ema20 AND boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_ma20 AND boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
boll_pct_b_gt_0_5 AND boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
boll_pct_b_gt_0_7 AND boll_pct_b_gt_1_0 AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
boll_pct_b_gt_1_0 AND ema20_up AND money_ratio20_gt_1_0,and3,3,0.850887573964497,719,0.855621301775148,723,0.06802972285311062,-15.0,-44.0
above_boll_mid20 AND money_ratio20_gt_1_5 AND ret10_gt_0_05,and3,3,0.850887573964497,719,0.8532544378698225,721,0.0689225212829994,-15.0,-45.0
above_ma20 AND money_ratio20_gt_1_5 AND ret10_gt_0_05,and3,3,0.850887573964497,719,0.8532544378698225,721,0.0689225212829994,-15.0,-45.0
boll_pct_b_gt_0_5 AND money_ratio20_gt_1_5 AND ret10_gt_0_05,and3,3,0.850887573964497,719,0.8532544378698225,721,0.0689225212829994,-15.0,-45.0
above_boll_upper20 AND near_high_20_3pct AND rsi14_gt_50,and3,3,0.850887573964497,719,0.855621301775148,723,0.07252659426484499,-15.0,-44.0
boll_pct_b_gt_1_0 AND near_high_20_3pct AND rsi14_gt_50,and3,3,0.850887573964497,719,0.855621301775148,723,0.07252659426484499,-15.0,-44.0
above_boll_upper20 AND near_high_20_5pct AND rsi14_gt_50,and3,3,0.850887573964497,719,0.855621301775148,723,0.07285791606177254,-15.0,-44.0
boll_pct_b_gt_1_0 AND near_high_20_5pct AND rsi14_gt_50,and3,3,0.850887573964497,719,0.855621301775148,723,0.07285791606177254,-15.0,-44.0
above_boll_upper20 AND ret10_gt_0 AND rsi14_gt_50,and3,3,0.850887573964497,719,0.855621301775148,723,0.07292873293439829,-15.0,-44.0
