candidate_scope_id,family_id,split,market_regime_bucket,episode_denominator_n,bridge_denominator_n,experiment_a_cell_sample_status,computed_cell_sample_status,cell_sample_status,cell_sample_status_resolution,retention_source_status,experiment_a_source_caveat
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T7_gated,T7_board_relative_strength_break,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T7_gated,T7_board_relative_strength_break,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T7_gated,T7_board_relative_strength_break,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T7_gated,T7_board_relative_strength_break,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T7_gated,T7_board_relative_strength_break,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_selected_T4_T7_union,selected_T4_T7_union,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_selected_T4_T7_union,selected_T4_T7_union,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_selected_T4_T7_union,selected_T4_T7_union,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_selected_T4_T7_union,selected_T4_T7_union,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_selected_T4_T7_union,selected_T4_T7_union,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_selected_T4_T7_union,selected_T4_T7_union,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
