left_scope_id,right_scope_id,mapped_left_candidate_scope_id,mapped_right_candidate_scope_id,left_episode_count,right_episode_count,overlap_episode_count,left_overlap_rate,right_overlap_rate,jaccard_overlap,same_day_overlap_count,same_day_jaccard,same_episode_different_day_overlap_count,high_risk_overlap_pair
R2_near_high_volume_expansion__event_regime_gated,T5_volume_regime_shift__event_regime_gated,08_R2_event_regime_gated,,1901,2023,1756,0.9237243556023146,0.8680177953534355,0.8099630996309963,3038,0.1599284059802063,1363,False
R8_persistent_distance_above_ema__event_regime_gated,R6_market_breadth_thrust__event_regime_gated,08_R8_event_regime_gated,08_R6_event_regime_gated,1866,2200,1819,0.97481243301179,0.8268181818181818,0.8095238095238095,1798,0.0658559812467951,1635,False
R6_market_breadth_thrust__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,08_R6_event_regime_gated,08_R8_event_regime_gated,2200,1866,1819,0.8268181818181818,0.97481243301179,0.8095238095238095,1798,0.0658559812467951,1635,False
R1_relative_strength_breakout__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2244,1866,1831,0.8159536541889483,0.9812433011789924,0.8034225537516455,2718,0.0946510656080234,1698,False
R8_persistent_distance_above_ema__event_regime_gated,R1_relative_strength_breakout__all_variants,08_R8_event_regime_gated,,1866,2244,1831,0.9812433011789924,0.8159536541889483,0.8034225537516455,2718,0.0946510656080234,1698,False
R1_relative_strength_breakout__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2243,1866,1830,0.8158716005349977,0.9807073954983924,0.8029837648091268,2277,0.0823776274375022,1698,False
R8_persistent_distance_above_ema__event_regime_gated,R1_relative_strength_breakout__ungated,08_R8_event_regime_gated,,1866,2243,1830,0.9807073954983924,0.8158716005349977,0.8029837648091268,2277,0.0823776274375022,1698,False
R1_relative_strength_breakout__event_regime_gated,R2_near_high_volume_expansion__all_variants,08_R1_event_regime_gated,,2126,2012,1833,0.8621825023518345,0.9110337972166996,0.7952277657266811,1923,0.0816213921901528,1575,False
R2_near_high_volume_expansion__ungated,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,2012,2126,1833,0.9110337972166996,0.8621825023518345,0.7952277657266811,1818,0.0780693090565551,1575,False
R1_relative_strength_breakout__event_regime_gated,R2_near_high_volume_expansion__ungated,08_R1_event_regime_gated,,2126,2012,1833,0.8621825023518345,0.9110337972166996,0.7952277657266811,1818,0.0780693090565551,1575,False
R2_near_high_volume_expansion__all_variants,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,2012,2126,1833,0.9110337972166996,0.8621825023518345,0.7952277657266811,1923,0.0816213921901528,1575,False
R6_market_breadth_thrust__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,08_R6_event_regime_gated,08_R2_event_regime_gated,2200,1901,1816,0.8254545454545454,0.95528669121515,0.7947483588621445,1461,0.0601729818780889,1638,False
R2_near_high_volume_expansion__event_regime_gated,R6_market_breadth_thrust__event_regime_gated,08_R2_event_regime_gated,08_R6_event_regime_gated,1901,2200,1816,0.95528669121515,0.8254545454545454,0.7947483588621445,1461,0.0601729818780889,1638,False
R6_market_breadth_thrust__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2294,1866,1840,0.8020924149956408,0.9860664523043944,0.7931034482758621,1387,0.0443655439337235,1771,False
R8_persistent_distance_above_ema__event_regime_gated,R6_market_breadth_thrust__ungated,08_R8_event_regime_gated,,1866,2294,1840,0.9860664523043944,0.8020924149956408,0.7931034482758621,1387,0.0443655439337235,1771,False
R8_persistent_distance_above_ema__event_regime_gated,R6_market_breadth_thrust__all_variants,08_R8_event_regime_gated,,1866,2297,1840,0.9860664523043944,0.8010448410970832,0.7920792079207921,1828,0.0553252020217305,1768,False
R6_market_breadth_thrust__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2297,1866,1840,0.8010448410970832,0.9860664523043944,0.7920792079207921,1828,0.0553252020217305,1768,False
R6_market_breadth_thrust__event_regime_gated,T8_volatility_regime_contraction_break__event_regime_gated,08_R6_event_regime_gated,,2200,1893,1808,0.8218181818181818,0.9550977284733227,0.7912472647702407,1294,0.0492520838884025,1575,False
T8_volatility_regime_contraction_break__event_regime_gated,R6_market_breadth_thrust__event_regime_gated,,08_R6_event_regime_gated,1893,2200,1808,0.9550977284733227,0.8218181818181818,0.7912472647702407,1294,0.0492520838884025,1575,False
R1_relative_strength_breakout__event_regime_gated,T8_volatility_regime_contraction_break__ungated,08_R1_event_regime_gated,,2126,2015,1829,0.8603010348071496,0.9076923076923076,0.7910899653979239,1046,0.0392524767337136,1710,False
T8_volatility_regime_contraction_break__ungated,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,2015,2126,1829,0.9076923076923076,0.8603010348071496,0.7910899653979239,1046,0.0392524767337136,1710,False
R1_relative_strength_breakout__event_regime_gated,T8_volatility_regime_contraction_break__all_variants,08_R1_event_regime_gated,,2126,2018,1829,0.8603010348071496,0.9063429137760158,0.7900647948164147,1246,0.0456594232108175,1709,False
T8_volatility_regime_contraction_break__all_variants,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,2018,2126,1829,0.9063429137760158,0.8603010348071496,0.7900647948164147,1246,0.0456594232108175,1709,False
T5_volume_regime_shift__all_variants,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2237,1966,1854,0.8287885561019223,0.943031536113937,0.789272030651341,1388,0.0575098404806297,1643,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,T5_volume_regime_shift__all_variants,08_R7_event_regime_gated,,1966,2237,1854,0.943031536113937,0.8287885561019223,0.789272030651341,1388,0.0575098404806297,1643,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,T5_volume_regime_shift__ungated,08_R7_event_regime_gated,,1966,2232,1851,0.9415055951169888,0.8293010752688172,0.7886663826161057,1193,0.0505594168503136,1642,False
T5_volume_regime_shift__ungated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2232,1966,1851,0.8293010752688172,0.9415055951169888,0.7886663826161057,1193,0.0505594168503136,1642,False
all_new_candidate_union,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2425,1901,1901,0.7839175257731958,1.0,0.7839175257731958,9537,0.1052927927927927,1770,False
R2_near_high_volume_expansion__event_regime_gated,all_new_candidate_union,08_R2_event_regime_gated,,1901,2425,1901,1.0,0.7839175257731958,0.7839175257731958,9537,0.1052927927927927,1770,False
T5_volume_regime_shift__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2237,1901,1818,0.8126955744300403,0.9563387690689112,0.7836206896551724,3052,0.1373413734137341,1536,False
R2_near_high_volume_expansion__event_regime_gated,T5_volume_regime_shift__all_variants,08_R2_event_regime_gated,,1901,2237,1818,0.9563387690689112,0.8126955744300403,0.7836206896551724,3052,0.1373413734137341,1536,False
T5_volume_regime_shift__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2232,1901,1814,0.8127240143369175,0.9542346133613888,0.7822337214316516,2816,0.1296262198490149,1534,False
R2_near_high_volume_expansion__event_regime_gated,T5_volume_regime_shift__ungated,08_R2_event_regime_gated,,1901,2232,1814,0.9542346133613888,0.8127240143369175,0.7822337214316516,2816,0.1296262198490149,1534,False
R2_near_high_volume_expansion__event_regime_gated,R1_relative_strength_breakout__event_regime_gated,08_R2_event_regime_gated,08_R1_event_regime_gated,1901,2126,1767,0.929510783798001,0.8311382878645344,0.781858407079646,1913,0.0870059580661299,1477,False
R1_relative_strength_breakout__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,08_R1_event_regime_gated,08_R2_event_regime_gated,2126,1901,1767,0.8311382878645344,0.929510783798001,0.781858407079646,1913,0.0870059580661299,1477,False
R8_persistent_distance_above_ema__event_regime_gated,R2_near_high_volume_expansion__ungated,08_R8_event_regime_gated,,1866,2012,1699,0.9105037513397642,0.8444333996023857,0.7797154658100046,1275,0.0570138174663506,1527,False
R2_near_high_volume_expansion__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2012,1866,1699,0.8444333996023857,0.9105037513397642,0.7797154658100046,1361,0.0600750386228205,1527,False
R8_persistent_distance_above_ema__event_regime_gated,R2_near_high_volume_expansion__all_variants,08_R8_event_regime_gated,,1866,2012,1699,0.9105037513397642,0.8444333996023857,0.7797154658100046,1361,0.0600750386228205,1527,False
R2_near_high_volume_expansion__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2012,1866,1699,0.8444333996023857,0.9105037513397642,0.7797154658100046,1275,0.0570138174663506,1527,False
R2_near_high_volume_expansion__event_regime_gated,R6_market_breadth_thrust__all_variants,08_R2_event_regime_gated,,1901,2297,1838,0.9668595476065228,0.8001741401828472,0.7788135593220339,1502,0.0500533191149026,1732,False
R6_market_breadth_thrust__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2297,1901,1838,0.8001741401828472,0.9668595476065228,0.7788135593220339,1502,0.0500533191149026,1732,False
R2_near_high_volume_expansion__event_regime_gated,R6_market_breadth_thrust__ungated,08_R2_event_regime_gated,,1901,2294,1835,0.9652814308258812,0.7999128160418483,0.777542372881356,1245,0.0443913570562647,1730,False
R6_market_breadth_thrust__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2294,1901,1835,0.7999128160418483,0.9652814308258812,0.777542372881356,1245,0.0443913570562647,1730,False
R2_near_high_volume_expansion__event_regime_gated,R1_relative_strength_breakout__all_variants,08_R2_event_regime_gated,,1901,2244,1810,0.9521304576538664,0.8065953654188949,0.7751605995717344,1932,0.0739012355123742,1593,False
R1_relative_strength_breakout__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2244,1901,1810,0.8065953654188949,0.9521304576538664,0.7751605995717344,1932,0.0739012355123742,1593,False
R1_relative_strength_breakout__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2243,1901,1809,0.8065091395452519,0.9516044187269858,0.7747323340471092,1683,0.0676555716353111,1591,False
R2_near_high_volume_expansion__event_regime_gated,R1_relative_strength_breakout__ungated,08_R2_event_regime_gated,,1901,2243,1809,0.9516044187269858,0.8065091395452519,0.7747323340471092,1683,0.0676555716353111,1591,False
T5_volume_regime_shift__event_regime_gated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2023,1966,1739,0.8596144340088977,0.8845371312309257,0.7728888888888888,1388,0.0664273749700885,1451,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,T5_volume_regime_shift__event_regime_gated,08_R7_event_regime_gated,,1966,2023,1739,0.8845371312309257,0.8596144340088977,0.7728888888888888,1388,0.0664273749700885,1451,False
T8_volatility_regime_contraction_break__event_regime_gated,R1_relative_strength_breakout__event_regime_gated,,08_R1_event_regime_gated,1893,2126,1752,0.925515055467512,0.8240827845719662,0.7728275253639171,1234,0.0503837987914421,1563,False
R1_relative_strength_breakout__event_regime_gated,T8_volatility_regime_contraction_break__event_regime_gated,08_R1_event_regime_gated,,2126,1893,1752,0.8240827845719662,0.925515055467512,0.7728275253639171,1234,0.0503837987914421,1563,False
R2_near_high_volume_expansion__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,08_R2_event_regime_gated,08_R8_event_regime_gated,1901,1866,1639,0.8621778011572856,0.8783494105037514,0.7702067669172933,1354,0.0642345462308458,1441,False
R8_persistent_distance_above_ema__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,08_R8_event_regime_gated,08_R2_event_regime_gated,1866,1901,1639,0.8783494105037514,0.8621778011572856,0.7702067669172933,1354,0.0642345462308458,1441,False
R8_persistent_distance_above_ema__event_regime_gated,all_new_candidate_union,08_R8_event_regime_gated,,1866,2425,1866,1.0,0.7694845360824742,0.7694845360824742,12896,0.1423776717894365,1824,False
all_new_candidate_union,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2425,1866,1866,0.7694845360824742,1.0,0.7694845360824742,12896,0.1423776717894365,1824,False
R8_persistent_distance_above_ema__event_regime_gated,T6_stock_vs_market_CUSUM_break__all_variants,08_R8_event_regime_gated,,1866,2135,1736,0.930332261521972,0.8131147540983606,0.7664459161147903,2314,0.0914949982207109,1615,False
T6_stock_vs_market_CUSUM_break__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2135,1866,1736,0.8131147540983606,0.930332261521972,0.7664459161147903,2314,0.0914949982207109,1615,False
T6_stock_vs_market_CUSUM_break__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2135,1866,1736,0.8131147540983606,0.930332261521972,0.7664459161147903,1995,0.0816384989974219,1616,False
R8_persistent_distance_above_ema__event_regime_gated,T6_stock_vs_market_CUSUM_break__ungated,08_R8_event_regime_gated,,1866,2135,1736,0.930332261521972,0.8131147540983606,0.7664459161147903,1995,0.0816384989974219,1616,False
R8_persistent_distance_above_ema__event_regime_gated,R7_cross_sectional_momentum_rank_jump__all_variants,08_R8_event_regime_gated,,1866,2163,1748,0.9367631296891747,0.8081368469717984,0.766330556773345,995,0.0398238943366019,1679,False
R7_cross_sectional_momentum_rank_jump__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2163,1866,1748,0.8081368469717984,0.9367631296891747,0.766330556773345,995,0.0398238943366019,1679,False
R7_cross_sectional_momentum_rank_jump__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2161,1866,1746,0.8079592781119852,0.9356913183279744,0.7654537483559842,802,0.0333042647730576,1677,False
R8_persistent_distance_above_ema__event_regime_gated,R7_cross_sectional_momentum_rank_jump__ungated,08_R8_event_regime_gated,,1866,2161,1746,0.9356913183279744,0.8079592781119852,0.7654537483559842,802,0.0333042647730576,1677,False
R8_persistent_distance_above_ema__event_regime_gated,T5_volume_regime_shift__ungated,08_R8_event_regime_gated,,1866,2232,1772,0.94962486602358,0.7939068100358423,0.7618228718830611,1333,0.0501769178649401,1686,False
T5_volume_regime_shift__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2232,1866,1772,0.7939068100358423,0.94962486602358,0.7618228718830611,1333,0.0501769178649401,1686,False
T5_volume_regime_shift__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2237,1866,1772,0.7921323200715243,0.94962486602358,0.7601887601887601,1446,0.0531871850516791,1686,False
R8_persistent_distance_above_ema__event_regime_gated,T5_volume_regime_shift__all_variants,08_R8_event_regime_gated,,1866,2237,1772,0.94962486602358,0.7921323200715243,0.7601887601887601,1446,0.0531871850516791,1686,False
R2_near_high_volume_expansion__event_regime_gated,R8_persistent_distance_above_ema__ungated,08_R2_event_regime_gated,,1901,1918,1649,0.8674381904260915,0.8597497393117831,0.7599078341013825,1264,0.0570551593391712,1477,False
R2_near_high_volume_expansion__event_regime_gated,R8_persistent_distance_above_ema__all_variants,08_R2_event_regime_gated,,1901,1918,1649,0.8674381904260915,0.8597497393117831,0.7599078341013825,1375,0.0592595785027798,1476,False
R8_persistent_distance_above_ema__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1918,1901,1649,0.8597497393117831,0.8674381904260915,0.7599078341013825,1375,0.0592595785027798,1476,False
R8_persistent_distance_above_ema__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1918,1901,1649,0.8597497393117831,0.8674381904260915,0.7599078341013825,1264,0.0570551593391712,1477,False
T8_volatility_regime_contraction_break__ungated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2015,1966,1717,0.8521091811414392,0.8733468972533062,0.7583922261484098,492,0.0217458563535911,1618,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,T8_volatility_regime_contraction_break__ungated,08_R7_event_regime_gated,,1966,2015,1717,0.8733468972533062,0.8521091811414392,0.7583922261484098,492,0.0217458563535911,1618,False
T8_volatility_regime_contraction_break__all_variants,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2018,1966,1717,0.8508424182358771,0.8733468972533062,0.7573886193206881,656,0.0281520899493605,1617,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,T8_volatility_regime_contraction_break__all_variants,08_R7_event_regime_gated,,1966,2018,1717,0.8733468972533062,0.8508424182358771,0.7573886193206881,656,0.0281520899493605,1617,False
R8_persistent_distance_above_ema__event_regime_gated,T5_volume_regime_shift__event_regime_gated,08_R8_event_regime_gated,,1866,2023,1667,0.8933547695605574,0.8240237271379139,0.7502250225022502,1439,0.0600734741588043,1542,False
T5_volume_regime_shift__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2023,1866,1667,0.8240237271379139,0.8933547695605574,0.7502250225022502,1439,0.0600734741588043,1542,False
R8_persistent_distance_above_ema__event_regime_gated,T6_stock_vs_market_CUSUM_break__event_regime_gated,08_R8_event_regime_gated,,1866,1922,1619,0.867631296891747,0.8423517169614985,0.7464269248501614,2308,0.1080372606843608,1419,False
T6_stock_vs_market_CUSUM_break__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,1922,1866,1619,0.8423517169614985,0.867631296891747,0.7464269248501614,2308,0.1080372606843608,1419,False
R8_persistent_distance_above_ema__event_regime_gated,T8_volatility_regime_contraction_break__ungated,08_R8_event_regime_gated,,1866,2015,1658,0.8885316184351554,0.8228287841191066,0.7458389563652722,446,0.0172995616927194,1627,False
T8_volatility_regime_contraction_break__ungated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2015,1866,1658,0.8228287841191066,0.8885316184351554,0.7458389563652722,446,0.0172995616927194,1627,False
R8_persistent_distance_above_ema__event_regime_gated,T8_volatility_regime_contraction_break__all_variants,08_R8_event_regime_gated,,1866,2018,1658,0.8885316184351554,0.821605550049554,0.7448337825696316,518,0.0195103578154425,1627,False
T8_volatility_regime_contraction_break__all_variants,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,2018,1866,1658,0.821605550049554,0.8885316184351554,0.7448337825696316,518,0.0195103578154425,1627,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R8_persistent_distance_above_ema__all_variants,08_R7_event_regime_gated,,1966,1918,1657,0.8428280773143438,0.8639207507820647,0.7440502918724742,997,0.041838019303399,1569,False
R8_persistent_distance_above_ema__ungated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,1918,1966,1657,0.8639207507820647,0.8428280773143438,0.7440502918724742,841,0.0368439498817138,1569,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R8_persistent_distance_above_ema__ungated,08_R7_event_regime_gated,,1966,1918,1657,0.8428280773143438,0.8639207507820647,0.7440502918724742,841,0.0368439498817138,1569,False
R8_persistent_distance_above_ema__all_variants,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,1918,1966,1657,0.8639207507820647,0.8428280773143438,0.7440502918724742,997,0.041838019303399,1569,False
T8_volatility_regime_contraction_break__event_regime_gated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,1893,1966,1646,0.8695192815636555,0.8372329603255341,0.7437867148666968,651,0.0317591960191238,1490,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,T8_volatility_regime_contraction_break__event_regime_gated,08_R7_event_regime_gated,,1966,1893,1646,0.8372329603255341,0.8695192815636555,0.7437867148666968,651,0.0317591960191238,1490,False
R7_cross_sectional_momentum_rank_jump__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2163,1901,1732,0.8007397133610726,0.9110994213571804,0.7427101200686106,804,0.0368519961497914,1619,False
R2_near_high_volume_expansion__event_regime_gated,R7_cross_sectional_momentum_rank_jump__all_variants,08_R2_event_regime_gated,,1901,2163,1732,0.9110994213571804,0.8007397133610726,0.7427101200686106,804,0.0368519961497914,1619,False
R7_cross_sectional_momentum_rank_jump__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2161,1901,1730,0.8005552984729292,0.9100473435034192,0.741852487135506,690,0.0331189401939137,1617,False
R2_near_high_volume_expansion__event_regime_gated,R7_cross_sectional_momentum_rank_jump__ungated,08_R2_event_regime_gated,,1901,2161,1730,0.9100473435034192,0.8005552984729292,0.741852487135506,690,0.0331189401939137,1617,False
R8_persistent_distance_above_ema__event_regime_gated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,08_R8_event_regime_gated,08_R7_event_regime_gated,1866,1966,1632,0.8745980707395499,0.8301119023397762,0.7418181818181818,993,0.0457835769283968,1501,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,08_R7_event_regime_gated,08_R8_event_regime_gated,1966,1866,1632,0.8301119023397762,0.8745980707395499,0.7418181818181818,993,0.0457835769283968,1501,False
07_full_union,all_new_candidate_union,07_full_union,,1796,2425,1794,0.9988864142538976,0.7397938144329896,0.7391841779975278,0,0.0,1562,False
all_new_candidate_union,07_full_union,,07_full_union,2425,1796,1794,0.7397938144329896,0.9988864142538976,0.7391841779975278,0,0.0,1562,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R2_near_high_volume_expansion__all_variants,08_R7_event_regime_gated,,1966,2012,1682,0.8555442522889115,0.8359840954274353,0.7325783972125436,804,0.0399960202964879,1541,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R2_near_high_volume_expansion__ungated,08_R7_event_regime_gated,,1966,2012,1682,0.8555442522889115,0.8359840954274353,0.7325783972125436,763,0.0386035922084492,1541,False
R2_near_high_volume_expansion__all_variants,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2012,1966,1682,0.8359840954274353,0.8555442522889115,0.7325783972125436,804,0.0399960202964879,1541,False
R2_near_high_volume_expansion__ungated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,,08_R7_event_regime_gated,2012,1966,1682,0.8359840954274353,0.8555442522889115,0.7325783972125436,763,0.0386035922084492,1541,False
R8_persistent_distance_above_ema__event_regime_gated,T8_volatility_regime_contraction_break__event_regime_gated,08_R8_event_regime_gated,,1866,1893,1589,0.8515541264737406,0.8394083465398838,0.7322580645161291,509,0.0214315789473684,1535,False
T8_volatility_regime_contraction_break__event_regime_gated,R8_persistent_distance_above_ema__event_regime_gated,,08_R8_event_regime_gated,1893,1866,1589,0.8394083465398838,0.8515541264737406,0.7322580645161291,509,0.0214315789473684,1535,False
T6_stock_vs_market_CUSUM_break__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2135,1901,1705,0.7985948477751756,0.8968963703314046,0.7314457314457314,1466,0.0678483824686444,1506,False
T6_stock_vs_market_CUSUM_break__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2135,1901,1705,0.7985948477751756,0.8968963703314046,0.7314457314457314,1672,0.0740675112961814,1506,False
R2_near_high_volume_expansion__event_regime_gated,T6_stock_vs_market_CUSUM_break__all_variants,08_R2_event_regime_gated,,1901,2135,1705,0.8968963703314046,0.7985948477751756,0.7314457314457314,1672,0.0740675112961814,1506,False
R2_near_high_volume_expansion__event_regime_gated,T6_stock_vs_market_CUSUM_break__ungated,08_R2_event_regime_gated,,1901,2135,1705,0.8968963703314046,0.7985948477751756,0.7314457314457314,1466,0.0678483824686444,1506,False
07_full_union,R6_market_breadth_thrust__all_variants,07_full_union,,1796,2297,1727,0.9615812917594656,0.7518502394427514,0.7299239222316145,0,0.0,1495,False
R6_market_breadth_thrust__all_variants,07_full_union,,07_full_union,2297,1796,1727,0.7518502394427514,0.9615812917594656,0.7299239222316145,0,0.0,1495,False
all_new_candidate_union,07_e1_only,,07_E1_only,2425,1773,1771,0.7303092783505155,0.9988719684151156,0.7297074577667902,0,0.0,1538,False
07_e1_only,all_new_candidate_union,07_E1_only,,1773,2425,1771,0.9988719684151156,0.7303092783505155,0.7297074577667902,0,0.0,1538,False
07_full_union,R6_market_breadth_thrust__ungated,07_full_union,,1796,2294,1725,0.9604677060133632,0.7519616390584133,0.7293868921775899,0,0.0,1496,False
R6_market_breadth_thrust__ungated,07_full_union,,07_full_union,2294,1796,1725,0.7519616390584133,0.9604677060133632,0.7293868921775899,0,0.0,1496,False
07_full_union,T5_volume_regime_shift__all_variants,07_full_union,,1796,2237,1693,0.942650334075724,0.7568171658471167,0.7235042735042735,0,0.0,1298,False
T5_volume_regime_shift__all_variants,07_full_union,,07_full_union,2237,1796,1693,0.7568171658471167,0.942650334075724,0.7235042735042735,0,0.0,1298,False
R2_near_high_volume_expansion__event_regime_gated,T8_volatility_regime_contraction_break__all_variants,08_R2_event_regime_gated,,1901,2018,1645,0.8653340347185692,0.8151635282457879,0.7233948988566403,1554,0.0701421800947867,1502,False
T8_volatility_regime_contraction_break__all_variants,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2018,1901,1645,0.8151635282457879,0.8653340347185692,0.7233948988566403,1554,0.0701421800947867,1502,False
07_full_union,T5_volume_regime_shift__ungated,07_full_union,,1796,2232,1690,0.9409799554565702,0.757168458781362,0.7228400342172797,0,0.0,1298,False
T5_volume_regime_shift__ungated,07_full_union,,07_full_union,2232,1796,1690,0.757168458781362,0.9409799554565702,0.7228400342172797,0,0.0,1298,False
R2_near_high_volume_expansion__event_regime_gated,T8_volatility_regime_contraction_break__ungated,08_R2_event_regime_gated,,1901,2015,1642,0.8637559179379274,0.8148883374689826,0.7220756376429199,1419,0.0661569303930253,1499,False
T8_volatility_regime_contraction_break__ungated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,2015,1901,1642,0.8148883374689826,0.8637559179379274,0.7220756376429199,1419,0.0661569303930253,1499,False
07_e1_only,R6_market_breadth_thrust__all_variants,07_E1_only,,1773,2297,1705,0.9616469261139312,0.7422725293861558,0.7209302325581395,0,0.0,1474,False
R6_market_breadth_thrust__all_variants,07_e1_only,,07_E1_only,2297,1773,1705,0.7422725293861558,0.9616469261139312,0.7209302325581395,0,0.0,1474,False
R6_market_breadth_thrust__ungated,07_e1_only,,07_E1_only,2294,1773,1703,0.7423714036617263,0.9605188945290468,0.7203891708967851,0,0.0,1475,False
07_e1_only,R6_market_breadth_thrust__ungated,07_E1_only,,1773,2294,1703,0.9605188945290468,0.7423714036617263,0.7203891708967851,0,0.0,1475,False
R2_near_high_volume_expansion__event_regime_gated,R7_cross_sectional_momentum_rank_jump__event_regime_gated,08_R2_event_regime_gated,08_R7_event_regime_gated,1901,1966,1619,0.8516570226196739,0.823499491353001,0.7201957295373665,803,0.0433585313174946,1460,False
R7_cross_sectional_momentum_rank_jump__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,08_R7_event_regime_gated,08_R2_event_regime_gated,1966,1901,1619,0.823499491353001,0.8516570226196739,0.7201957295373665,803,0.0433585313174946,1460,False
R2_near_high_volume_expansion__event_regime_gated,T8_volatility_regime_contraction_break__event_regime_gated,08_R2_event_regime_gated,,1901,1893,1588,0.8353498158863756,0.8388800845219229,0.7198549410698096,1527,0.0788210395911836,1392,False
T8_volatility_regime_contraction_break__event_regime_gated,R2_near_high_volume_expansion__event_regime_gated,,08_R2_event_regime_gated,1893,1901,1588,0.8388800845219229,0.8353498158863756,0.7198549410698096,1527,0.0788210395911836,1392,False
