candidate_label_id,is_incumbent_baseline,candidate_label_status,denominator_id,split,raw_event_n,horizon_complete_10d_n,horizon_complete_20d_n,censored_n,non_executable_n,not_evaluable_n,not_evaluable_share,coverage_asymmetry_caveat,winner_120_complete_n,winner_120_incomplete_n,winner_120_incomplete_non_executable_n,winner_120_incomplete_censored_n,winner_120_complete_share,winner_120_completeness_caveat,positive_n,positive_rate,episode_winner_recall_retention,kill_wrong_rate,winner_injury_rate,old_target_jaccard,incumbent_delta_kill_wrong,incumbent_delta_winner_injury,selection_gate_status
vol_sigma20_1_5,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,5949,0.6445287107258938,0.6585106382978724,0.13384899949554396,0.4953329184816428,0.5477900111696187,0.010669640361128649,0.3111387678904791,diagnostic
vol_sigma20_1_5,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,3178,0.6629119732999583,0.6458527493010252,0.13782252989301447,0.4988610478359909,0.6109467455621301,0.017521778013315226,0.2984054669703873,diagnostic
vol_sigma20_1_5,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,944,0.6555555555555556,0.6372093023255814,0.048728813559322036,0.42990654205607476,0.43460350154479915,0.006583219689590233,0.32710280373831774,diagnostic
vol_sigma20_1_5,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,1827,0.6098130841121495,0.6816666666666666,0.17095890410958905,0.5016077170418006,0.49373695198329853,0.010428712651562533,0.3263665594855305,diagnostic
vol_sigma20_1_5,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,54,0.0017538161740824944,False,30731,59,53,6,0.9980837934394284,False,19916,0.6479698073919833,0.8435374149659864,0.13013561024610748,0.4897920604914934,0.5499808685670556,0.013910769794462902,0.3107750472589792,diagnostic
vol_sigma20_1_5,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,33,0.001987592603746311,False,16571,32,32,0,0.9980726374751551,False,10855,0.6550995775497888,0.8726061615320566,0.13274988484569322,0.4855121293800539,0.6062054580219016,0.0221788034362157,0.30154986522911054,fail
vol_sigma20_1_5,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,2989,0.6709315375982042,0.7524752475247525,0.043158246905319504,0.43288590604026844,0.455313617159571,0.0017789365604919186,0.31208053691275167,diagnostic
vol_sigma20_1_5,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,6072,0.6252703120173,0.8162983425414365,0.1683151994724695,0.5044466403162056,0.4937549407114625,0.012332293489563523,0.3241106719367589,diagnostic
vol_sigma20_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,814,0.43183023872679044,0.7383333333333333,0.10073710073710074,0.2827586206896552,0.519406392694064,0.016046546991172403,0.19310344827586207,diagnostic
vol_sigma20_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,357,0.473474801061008,0.717741935483871,0.12605042016806722,0.33088235294117646,0.5039164490861618,-0.0029818378964489023,0.21323529411764705,diagnostic
vol_sigma20_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,270,0.40601503759398494,0.7801047120418848,0.03333333333333333,0.11842105263157894,0.622895622895623,0.0032581453634085225,0.06578947368421052,diagnostic
vol_sigma20_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,187,0.4012875536480687,0.7090909090909091,0.1497326203208556,0.358974358974359,0.39285714285714285,0.029732620320855607,0.28205128205128205,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,4791,0.519068255687974,0.773936170212766,0.12570474002923365,0.3746110765401369,0.6348617041024689,0.002525380894818338,0.19041692594897328,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,2601,0.5425531914893617,0.7698042870456664,0.1303344867358708,0.38610478359908884,0.6965797494073823,0.010033734856171567,0.1856492027334852,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,759,0.5270833333333333,0.7488372093023256,0.043478260869565216,0.308411214953271,0.5184275184275184,0.0013326669998334137,0.20560747663551399,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,1431,0.47763684913217624,0.785,0.1609517144856543,0.36977491961414793,0.5808641975308642,0.00042152302762776817,0.19453376205787784,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,54,0.0017538161740824944,False,30731,59,53,6,0.9980837934394284,False,16219,0.5276874023945861,0.890702947845805,0.12095232221057177,0.37069943289224955,0.6336228356475079,0.004727481758927191,0.19168241965973537,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,33,0.001987592603746311,False,16571,32,32,0,0.9980726374751551,False,8898,0.5369945684972842,0.9208992506244796,0.12384805574286356,0.37129380053908356,0.6914280031821798,0.013276974333386038,0.18733153638814018,fail
vol_sigma20_2_0,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,2440,0.547699214365881,0.8118811881188119,0.04016393442622951,0.3288590604026846,0.5331807780320366,-0.0012153759185980773,0.20805369127516782,diagnostic
vol_sigma20_2_0,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,4881,0.5026258881680569,0.8604972375690608,0.1561025641025641,0.3759881422924901,0.574736062233747,0.00011965811965811146,0.19565217391304346,diagnostic
atr14_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,791,0.4196286472148541,0.7283333333333334,0.09987357774968394,0.27241379310344827,0.5327102803738317,0.01518302400375561,0.18275862068965515,diagnostic
atr14_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,342,0.4535809018567639,0.7096774193548387,0.12280701754385964,0.3088235294117647,0.5230352303523035,-0.006225240520656483,0.1911764705882353,diagnostic
atr14_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,274,0.4120300751879699,0.7486910994764397,0.032846715328467155,0.11842105263157894,0.6179401993355482,0.0027715273585423444,0.06578947368421052,diagnostic
atr14_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,175,0.37553648068669526,0.7212121212121212,0.16,0.358974358974359,0.41397849462365593,0.04000000000000001,0.28205128205128205,diagnostic
atr14_1_5,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,4612,0.49967497291440954,0.7813829787234042,0.12603036876355747,0.3615432482887368,0.6553574851447191,0.0028510096291421566,0.17734909769757315,diagnostic
atr14_1_5,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,2470,0.5152273675427618,0.7809878844361603,0.1311740890688259,0.3690205011389522,0.7210526315789474,0.01087333718912667,0.16856492027334855,diagnostic
atr14_1_5,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,732,0.5083333333333333,0.7581395348837209,0.040983606557377046,0.2803738317757009,0.5357142857142857,-0.0011619873123547564,0.1775700934579439,diagnostic
atr14_1_5,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,1410,0.4706275033377837,0.785,0.1612215909090909,0.364951768488746,0.5963360707517372,0.0006913994510643895,0.1897106109324759,diagnostic
atr14_1_5,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,15370,0.5000488011191724,0.8934240362811792,0.12093204894558708,0.3512287334593573,0.6616636841193788,0.004707208493942502,0.1722117202268431,diagnostic
atr14_1_5,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,8338,0.5031681853841048,0.9275603663613655,0.12245142720076757,0.34400269541778977,0.7227537437603994,0.011880345791290048,0.1600404312668464,fail
atr14_1_5,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,2272,0.5099887766554433,0.8250825082508251,0.03697183098591549,0.28187919463087246,0.5656401944894651,-0.004407479358912093,0.1610738255033557,diagnostic
atr14_1_5,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,4760,0.49016579137061067,0.856353591160221,0.15839293226756415,0.37203557312252966,0.5947699942737164,0.0024100262846581677,0.191699604743083,diagnostic
atr14_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,567,0.30079575596816976,0.8483333333333334,0.08641975308641975,0.16896551724137931,0.656891495601173,0.0017291993404914136,0.07931034482758621,diagnostic
atr14_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,248,0.32891246684350134,0.8185483870967742,0.12096774193548387,0.22058823529411764,0.6387959866220736,-0.008064516129032251,0.10294117647058823,diagnostic
atr14_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,192,0.2887218045112782,0.8795811518324608,0.015625,0.039473684210526314,0.7573221757322176,-0.01445018796992481,-0.013157894736842105,diagnostic
atr14_2_0,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,127,0.27253218884120173,0.8484848484848485,0.12598425196850394,0.20512820512820512,0.5277777777777778,0.00598425196850394,0.1282051282051282,diagnostic
atr14_2_0,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,3223,0.34918743228602384,0.8659574468085106,0.11300838248990996,0.2265090230242688,0.7712583085033234,-0.01017097664450535,0.042314872433105166,diagnostic
atr14_2_0,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,1746,0.3642052565707134,0.8760484622553588,0.11168384879725086,0.22209567198177677,0.8215447154471545,-0.008616903082448377,0.021640091116173127,diagnostic
atr14_2_0,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,507,0.35208333333333336,0.8604651162790697,0.03747534516765286,0.17757009345794392,0.6774716369529984,-0.0046702487020789454,0.07476635514018691,diagnostic
atr14_2_0,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,970,0.32376502002670227,0.8466666666666667,0.15495867768595042,0.24115755627009647,0.7200622083981337,-0.005571513772076098,0.06591639871382637,diagnostic
atr14_2_0,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,10884,0.3541009207144484,0.9287981859410431,0.10910929313356008,0.22438563327032135,0.7758324751115688,-0.007115547318084503,0.04536862003780717,diagnostic
atr14_2_0,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,5935,0.35815581437450966,0.958368026644463,0.10783487784330244,0.215633423180593,0.8268649498246887,-0.0027362035661750855,0.03167115902964962,pass
atr14_2_0,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,1578,0.3542087542087542,0.8745874587458746,0.034220532319391636,0.18120805369127516,0.6984367120524458,-0.0071587780254359495,0.06040268456375837,diagnostic
atr14_2_0,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,3371,0.34713211821645557,0.8964088397790055,0.14646464646464646,0.24357707509881424,0.713523544421248,-0.00951825951825952,0.06324110671936758,diagnostic
break_event_low,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,1067,0.5660477453580902,0.5583333333333333,0.1218369259606373,0.4482758620689655,0.39664310954063603,0.03714637221470897,0.3586206896551724,diagnostic
break_event_low,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,453,0.6007957559681698,0.5645161290322581,0.13245033112582782,0.4411764705882353,0.4025157232704403,0.0034180730613116994,0.32352941176470584,diagnostic
break_event_low,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,378,0.5684210526315789,0.5602094240837696,0.07407407407407407,0.3684210526315789,0.44390243902439025,0.04399888610414926,0.3157894736842105,diagnostic
break_event_low,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,236,0.5064377682403434,0.5393939393939394,0.17796610169491525,0.5384615384615384,0.30612244897959184,0.057966101694915256,0.4615384615384615,diagnostic
break_event_low,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,6434,0.6970747562296858,0.6196808510638298,0.14676616915422885,0.5874299937772246,0.5025922085616945,0.02358681001981354,0.403235843186061,diagnostic
break_event_low,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,3402,0.7096370463078848,0.608574091332712,0.15520282186948853,0.6013667425968109,0.5688888888888889,0.034902069989789286,0.4009111617312072,diagnostic
break_event_low,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,978,0.6791666666666667,0.5720930232558139,0.05623721881390593,0.514018691588785,0.4155972359328727,0.014091624944174125,0.41121495327102797,diagnostic
break_event_low,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,2054,0.6855807743658211,0.6516666666666666,0.17592592592592593,0.5803858520900321,0.4321796071094481,0.015395734467899408,0.405144694533762,diagnostic
break_event_low,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,21415,0.6967173113836744,0.8530612244897959,0.14489233499929935,0.5863894139886578,0.5066333139768616,0.02866749454765477,0.40737240075614367,diagnostic
break_event_low,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,11611,0.7006819141874359,0.8767693588676103,0.1498578933769701,0.5862533692722371,0.5663311236598739,0.03928681196749259,0.40229110512129374,fail
break_event_low,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,3122,0.7007856341189674,0.7326732673267327,0.0541319666880205,0.5671140939597316,0.4321140731556107,0.012752656343192913,0.4463087248322148,diagnostic
break_event_low,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,6682,0.6880856760374833,0.8439226519337016,0.17869982025164768,0.5894268774703557,0.43618553730913284,0.0227169142687417,0.40909090909090906,diagnostic
break_swing_low_20,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,187,0.09920424403183024,0.9866666666666667,0.06417112299465241,0.041379310344827586,0.8290258449304175,-0.02051943075127592,-0.04827586206896552,diagnostic
break_swing_low_20,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,80,0.10610079575596817,0.9798387096774194,0.1125,0.0661764705882353,0.8578199052132701,-0.016532258064516123,-0.051470588235294115,diagnostic
break_swing_low_20,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,65,0.09774436090225563,0.9947643979057592,0.015384615384615385,0.013157894736842105,0.8434343434343434,-0.014690572585309425,-0.039473684210526314,diagnostic
break_swing_low_20,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,42,0.09012875536480687,0.9878787878787879,0.047619047619047616,0.02564102564102564,0.7340425531914894,-0.07238095238095238,-0.05128205128205129,diagnostic
break_swing_low_20,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,741,0.08028169014084507,0.9920212765957447,0.08097165991902834,0.037336652146857496,0.8845505617977528,-0.04220769921538697,-0.14685749844430615,diagnostic
break_swing_low_20,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,426,0.08886107634543179,0.9953401677539608,0.107981220657277,0.05239179954441914,0.8928739971684757,-0.012319531222422242,-0.1480637813211845,diagnostic
break_swing_low_20,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,120,0.08333333333333333,0.9767441860465116,0.016666666666666666,0.018691588785046728,0.8733333333333333,-0.025478927203065136,-0.08411214953271028,diagnostic
break_swing_low_20,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,195,0.065086782376502,0.9916666666666667,0.06153846153846154,0.01929260450160772,0.8718466195761857,-0.09899172991956498,-0.15594855305466238,diagnostic
break_swing_low_20,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,2172,0.07066402056153821,0.9981859410430839,0.08110599078341015,0.0332703213610586,0.8861113464960596,-0.035118849668234434,-0.14574669187145559,diagnostic
break_swing_low_20,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,1250,0.07543298533582765,1.0,0.088,0.03706199460916442,0.9020909861542808,-0.022571081409477528,-0.14690026954177896,pass
break_swing_low_20,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,338,0.07586980920314254,0.9966996699669967,0.014792899408284023,0.016778523489932886,0.8894915254237288,-0.026586410936543563,-0.1040268456375839,diagnostic
break_swing_low_20,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,584,0.060137987848831224,0.994475138121547,0.10481099656357389,0.030138339920948616,0.8497536945812808,-0.0511719094193321,-0.15019762845849804,diagnostic
break_ema20,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,874,0.4636604774535809,0.715,0.11327231121281464,0.3413793103448276,0.4704641350210971,0.028581757466886307,0.2517241379310345,diagnostic
break_ema20,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,375,0.4973474801061008,0.7137096774193549,0.12266666666666666,0.3382352941176471,0.47890818858560796,-0.0063655913978494655,0.22058823529411767,diagnostic
break_ema20,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,290,0.43609022556390975,0.7539267015706806,0.05172413793103448,0.19736842105263158,0.5541795665634675,0.02164894996110967,0.14473684210526316,diagnostic
break_ema20,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,209,0.44849785407725323,0.6545454545454545,0.18181818181818182,0.48717948717948717,0.3333333333333333,0.06181818181818183,0.41025641025641024,diagnostic
break_ema20,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,3981,0.43131094257854824,0.8776595744680851,0.1221105527638191,0.30242688238954574,0.6532593619972261,-0.001068806370596212,0.11823273179838209,diagnostic
break_ema20,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,2132,0.44472256987901543,0.8881640260950606,0.12570356472795496,0.3052391799544419,0.7159295217547644,0.0054028128482557225,0.10478359908883825,diagnostic
break_ema20,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,633,0.4395833333333333,0.813953488372093,0.05055292259083728,0.29906542056074764,0.55420054200542,0.00840732872110548,0.19626168224299062,diagnostic
break_ema20,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,1216,0.40587449933244324,0.875,0.15308641975308643,0.2990353697749196,0.5870418848167539,-0.007443771704940094,0.12379421221864953,diagnostic
break_ema20,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,12849,0.41803038683020466,0.9424036281179138,0.12028026469443363,0.29206049149338376,0.6637237709378968,0.004055424242789055,0.11304347826086958,diagnostic
break_ema20,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,7152,0.43159736889747147,0.9567027477102414,0.12541946308724833,0.3022237196765499,0.7210024633179822,0.014848381677770806,0.11826145552560649,pass
break_ema20,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,1964,0.44085297418630753,0.8613861386138614,0.045824847250509164,0.30201342281879195,0.5935064935064935,0.004445536905681578,0.18120805369127518,diagnostic
break_ema20,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,3733,0.38440943260220367,0.9392265193370166,0.14963797264682221,0.2756916996047431,0.5875255623721881,-0.006344933336083769,0.09535573122529645,diagnostic
break_ema60,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,1480,0.7851458885941645,0.30833333333333335,0.14324324324324325,0.7310344827586207,0.301798800799467,0.058552689497314916,0.6413793103448276,diagnostic
break_ema60,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,622,0.8249336870026526,0.2782258064516129,0.1720257234726688,0.7867647058823529,0.3083067092651757,0.04299346540815269,0.6691176470588235,diagnostic
break_ema60,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,506,0.7609022556390977,0.3403141361256545,0.09288537549407115,0.618421052631579,0.3557692307692308,0.06281018752414634,0.5657894736842106,diagnostic
break_ema60,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,352,0.7553648068669528,0.3090909090909091,0.16477272727272727,0.7435897435897436,0.2112676056338028,0.04477272727272727,0.6666666666666667,diagnostic
break_ema60,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,2771,0.300216684723727,0.9106382978723404,0.10974729241877257,0.18917237087741132,0.6865671641791045,-0.013432066715642746,0.00497822028624767,diagnostic
break_ema60,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,1515,0.3160200250312891,0.9226467847157502,0.10825082508250825,0.1867881548974943,0.7243829468960359,-0.012049926797190996,-0.013667425968109326,diagnostic
break_ema60,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,543,0.3770833333333333,0.827906976744186,0.04419889502762431,0.22429906542056074,0.5805084745762712,0.002053301157892505,0.12149532710280374,diagnostic
break_ema60,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,713,0.23798397863818424,0.9116666666666666,0.16292134831460675,0.1864951768488746,0.6666666666666666,0.002391156856580229,0.0112540192926045,diagnostic
break_ema60,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,7806,0.253961024172821,0.9514739229024943,0.10087157139195078,0.1487712665406427,0.7362085568854038,-0.015353269059693794,-0.030245746691871467,diagnostic
break_ema60,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,4437,0.26775692474805385,0.9575353871773522,0.10299752084741942,0.1539757412398922,0.7736518448438978,-0.0075735605620581015,-0.029986522911051194,pass
break_ema60,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,1442,0.32368125701459033,0.9075907590759076,0.033287101248266296,0.1610738255033557,0.6632603406326034,-0.00809220909656129,0.04026845637583891,diagnostic
