frontier_arm_id,split,window_id,episode_id,instrument,episode_split,episode_low_date,episode_high_date,first_50pct_date,board_bucket,duration_bucket,low_to_high_sessions,mfe_120,nearest_event_before_window_date,nearest_event_before_window_gap_sessions,nearest_event_after_window_date,nearest_event_after_window_gap_sessions,nearest_same_family_event_date,nearest_same_family_event_gap_sessions,nearest_same_instrument_event_key,nearest_event_minus_low_sessions,nearest_event_before_window_key,nearest_event_before_window_gap_days,nearest_event_after_window_key,nearest_event_after_window_gap_days,same_instrument_event_n_in_arm_split,miss_reason,diagnostic_status
12A2_B3_primary,robustness,low_to_high,SH601868_20250905_0000,SH601868,robustness,2025-09-05,2026-03-12,2026-03-12,main_board,long,120,0.6033755274261603,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH601888_20250623_0007,SH601888,robustness,2025-06-23,2025-11-12,2025-11-12,main_board,long,96,0.5955631399317405,2025-03-14,66.0,,,2025-03-14,-66.0,39d54422e0382716124f281ff126aa4a440be7d7ccf8b8244bb58507fe858abf,-66.0,39d54422e0382716124f281ff126aa4a440be7d7ccf8b8244bb58507fe858abf,66.0,,,4,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SH601898_20250904_0004,SH601898,robustness,2025-09-04,2026-03-09,2026-03-09,main_board,long,118,0.7846441947565543,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH601919_20240329_0000,SH601919,robustness,2024-03-29,2024-06-06,2024-06-06,main_board,medium,44,0.7462340672074159,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH601958_20250228_0002,SH601958,robustness,2025-02-28,2025-08-22,2025-08-22,main_board,long,120,0.506763787721124,2024-09-24,101.0,,,2024-09-24,-101.0,f0c043ced5b66d5684c05bfaa293df9f82c43e37e1c6e75addf2d548150327bb,-101.0,f0c043ced5b66d5684c05bfaa293df9f82c43e37e1c6e75addf2d548150327bb,101.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SH601958_20251023_0003,SH601958,robustness,2025-10-23,2026-03-03,2026-03-03,main_board,long,85,0.984924623115578,2024-09-24,259.0,,,2024-09-24,-259.0,f0c043ced5b66d5684c05bfaa293df9f82c43e37e1c6e75addf2d548150327bb,-259.0,f0c043ced5b66d5684c05bfaa293df9f82c43e37e1c6e75addf2d548150327bb,259.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SH601991_20250926_0004,SH601991,robustness,2025-09-26,2026-03-13,2026-03-13,main_board,long,106,0.5121212121212122,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH603228_20250904_0000,SH603228,robustness,2025-09-04,2025-10-29,2025-10-29,main_board,fast,33,0.6300019712201854,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH603260_20250624_0007,SH603260,robustness,2025-06-24,2025-11-20,2025-11-20,main_board,long,101,0.5210822998872602,2025-02-11,90.0,,,2025-02-11,-90.0,4434d18f2f1eaf225cea8df87372a3b55e6b81bf63936d9be7e81152faf2cf19,-90.0,4434d18f2f1eaf225cea8df87372a3b55e6b81bf63936d9be7e81152faf2cf19,90.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SH603268_20250619_0000,SH603268,robustness,2025-06-19,2025-12-04,2025-12-04,main_board,long,114,1.2881401617250674,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH603568_20250815_0002,SH603568,robustness,2025-08-15,2026-01-26,2026-01-26,main_board,long,108,0.5385121790651746,2025-03-11,108.0,,,2025-03-11,-108.0,34d4bb8dc7c629f19e32b9aec6ff3b606e5ef7e0e52ecff04669a047b27f4144,-108.0,34d4bb8dc7c629f19e32b9aec6ff3b606e5ef7e0e52ecff04669a047b27f4144,108.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SH603893_20241127_0000,SH603893,robustness,2024-11-27,2025-02-07,2025-02-07,main_board,medium,45,1.5388938561757568,,,2025-06-25,93.0,2025-06-25,138.0,5960ff0bd79eadeaf86f604a8ad9227300aed368b458dd8f563806a165c9297a,138.0,,,5960ff0bd79eadeaf86f604a8ad9227300aed368b458dd8f563806a165c9297a,93.0,1,only_after_high,ok
12A2_B3_primary,robustness,low_to_high,SH605117_20250619_0000,SH605117,robustness,2025-06-19,2025-12-11,2025-12-11,main_board,long,119,0.9171461449942464,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SH605499_20250227_0003,SH605499,robustness,2025-02-27,2025-06-12,2025-06-12,main_board,medium,70,0.6375834617360041,2024-02-07,250.0,,,2024-02-07,-250.0,402206adc1c469e66d3a5d80302ec6347aaa80b264365221730318f9a294de3d,-250.0,402206adc1c469e66d3a5d80302ec6347aaa80b264365221730318f9a294de3d,250.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000002_20240426_0003,SZ000002,robustness,2024-04-26,2024-10-08,2024-10-08,main_board,long,106,0.6573643410852712,,,2025-07-10,185.0,2025-07-10,291.0,fb795e9548a1db1832712eea10824ce9b13ba7c35b6f8d5ae4bb0c4f72fdf075,291.0,,,fb795e9548a1db1832712eea10824ce9b13ba7c35b6f8d5ae4bb0c4f72fdf075,185.0,1,only_after_high,ok
12A2_B3_primary,robustness,low_to_high,SZ000039_20250923_0004,SZ000039,robustness,2025-09-23,2026-03-02,2026-03-02,main_board,long,100,0.8735332464146022,2025-07-02,59.0,,,2025-07-02,-59.0,dc2c44cb930c1b3e54bf9e2d900d634f64fa3a29e09a7dfbf17914741fa1eb22,-59.0,dc2c44cb930c1b3e54bf9e2d900d634f64fa3a29e09a7dfbf17914741fa1eb22,59.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000166_20240415_0003,SZ000166,robustness,2024-04-15,2024-10-09,2024-10-09,main_board,long,116,0.5047619047619047,2024-01-25,49.0,2025-02-12,83.0,2024-01-25,-49.0,d8fc60bd0e77beb9feaef37f75ec89113a094e7fb0f37fcbbd5d25960e0b300d,-49.0,d8fc60bd0e77beb9feaef37f75ec89113a094e7fb0f37fcbbd5d25960e0b300d,49.0,3bcecf5377d353e425762f9c1078d91101f73db82b349784bcc1cfcb29df6d54,83.0,4,unknown,ok
12A2_B3_primary,robustness,low_to_high,SZ000301_20251017_0001,SZ000301,robustness,2025-10-17,2026-03-04,2026-03-04,main_board,long,90,0.6333333333333333,2025-04-24,116.0,,,2025-04-24,-116.0,741bdee83e6627a8e169fe299b2d70fae69b64133451ed9021856763e48b37cb,-116.0,741bdee83e6627a8e169fe299b2d70fae69b64133451ed9021856763e48b37cb,116.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000338_20250929_0001,SZ000338,robustness,2025-09-29,2026-02-25,2026-02-25,main_board,long,93,1.2665165165165164,2024-12-23,188.0,,,2024-12-23,-188.0,14666a0e7793c304a8e4db4a64391c5eb7504938d159c517a023e53575fa8ab4,-188.0,14666a0e7793c304a8e4db4a64391c5eb7504938d159c517a023e53575fa8ab4,188.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000408_20251105_0006,SZ000408,robustness,2025-11-05,2026-01-26,2026-01-26,main_board,medium,56,0.831800766283525,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ000425_20250623_0002,SZ000425,robustness,2025-06-23,2025-10-14,2025-10-14,main_board,medium,75,0.6329284750337381,2024-09-19,180.0,,,2024-09-19,-180.0,f33b1f0e748ed095e76850602f80cf542ac73e9eb5b21418219d2e09a566dff8,-180.0,f33b1f0e748ed095e76850602f80cf542ac73e9eb5b21418219d2e09a566dff8,180.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000426_20251105_0000,SZ000426,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,1.760147601476015,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ000617_20250807_0005,SZ000617,robustness,2025-08-07,2025-09-01,2025-09-01,main_board,fast,17,0.6537059538274603,2024-07-31,247.0,,,2024-07-31,-247.0,41b38746bb092bbdac42a74279ad18147358eaac85c9d03c6a3400b856e0191a,-247.0,41b38746bb092bbdac42a74279ad18147358eaac85c9d03c6a3400b856e0191a,247.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000657_20251017_0000,SZ000657,robustness,2025-10-17,2026-03-03,2026-03-03,main_board,long,89,3.3865030674846626,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ000708_20250922_0000,SZ000708,robustness,2025-09-22,2026-02-27,2026-02-27,main_board,long,100,0.5004219409282702,2025-02-07,156.0,,,2025-02-07,-156.0,a04bf991d0826e843b2f87dae23bbb6970c1f4a8b8a7b6a1f4e699ccdf8c33f5,-156.0,a04bf991d0826e843b2f87dae23bbb6970c1f4a8b8a7b6a1f4e699ccdf8c33f5,156.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000728_20240415_0003,SZ000728,robustness,2024-04-15,2024-10-08,2024-10-08,main_board,long,115,0.5932773109243699,,,2025-02-07,81.0,2025-02-07,196.0,ba50d0ff23805792920086defbf8fc54c94153ee15c03375c756fce563841a06,196.0,,,ba50d0ff23805792920086defbf8fc54c94153ee15c03375c756fce563841a06,81.0,2,only_after_high,ok
12A2_B3_primary,robustness,low_to_high,SZ000776_20240415_0002,SZ000776,robustness,2024-04-15,2024-10-09,2024-10-09,main_board,long,116,0.5134680134680134,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ000877_20250623_0001,SZ000877,robustness,2025-06-23,2025-08-26,2025-08-26,main_board,medium,46,0.6696832579185521,2025-02-26,78.0,,,2025-02-26,-78.0,a542cc9ce31076832cdc32d459dc66c432256931f2122fbddcf2c7de136d9fc4,-78.0,a542cc9ce31076832cdc32d459dc66c432256931f2122fbddcf2c7de136d9fc4,78.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000960_20251105_0003,SZ000960,robustness,2025-11-05,2026-03-02,2026-03-02,main_board,medium,75,1.2772556390977443,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ000975_20250731_0007,SZ000975,robustness,2025-07-31,2026-01-27,2026-01-27,main_board,long,120,1.2193732193732196,2025-01-07,136.0,,,2025-01-07,-136.0,cea2b84ce5896c754a5a46631de60a915d22562a2687bc8f59388700b5156b77,-136.0,cea2b84ce5896c754a5a46631de60a915d22562a2687bc8f59388700b5156b77,136.0,,,5,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ000987_20250923_0004,SZ000987,robustness,2025-09-23,2026-01-26,2026-01-26,main_board,long,81,0.728813559322034,2025-05-12,95.0,,,2025-05-12,-95.0,d2e1d4ee6ed132fc5d6e71703723ac6ffaa4fac6a65f05776cd4d8bf5048690a,-95.0,d2e1d4ee6ed132fc5d6e71703723ac6ffaa4fac6a65f05776cd4d8bf5048690a,95.0,,,5,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002001_20240411_0003,SZ002001,robustness,2024-04-11,2024-10-08,2024-10-08,main_board,long,117,0.5525083612040136,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002001_20251022_0004,SZ002001,robustness,2025-10-22,2026-03-12,2026-03-12,main_board,long,93,0.7512304250559283,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002008_20251017_0000,SZ002008,robustness,2025-10-17,2026-04-16,2026-04-16,main_board,long,120,1.5174520069808026,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002064_20250623_0003,SZ002064,robustness,2025-06-23,2025-11-14,2025-11-14,main_board,long,98,0.6467817896389325,2025-01-17,100.0,,,2025-01-17,-100.0,136f5c0e4d11bf1db6e684900fea60896f4df9623727533107eeab7efe4df13e,-100.0,136f5c0e4d11bf1db6e684900fea60896f4df9623727533107eeab7efe4df13e,100.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002074_20250804_0001,SZ002074,robustness,2025-08-04,2025-09-12,2025-09-12,main_board,fast,29,0.7545774647887324,2025-02-06,122.0,,,2025-02-06,-122.0,0722684ef8e5d9635b055f36aaf585147a63ca020db75af0e0ac204e3c488084,-122.0,0722684ef8e5d9635b055f36aaf585147a63ca020db75af0e0ac204e3c488084,122.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002080_20251017_0005,SZ002080,robustness,2025-10-17,2026-02-26,2026-02-26,main_board,long,86,0.8400690846286702,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002129_20250623_0004,SZ002129,robustness,2025-06-23,2025-11-14,2025-11-14,main_board,long,98,0.620253164556962,2025-02-26,78.0,,,2025-02-26,-78.0,369f564a1c8a9b051364c6283439092a352d55c5fe750acb9dee21295ea6db4b,-78.0,369f564a1c8a9b051364c6283439092a352d55c5fe750acb9dee21295ea6db4b,78.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002179_20240415_0000,SZ002179,robustness,2024-04-15,2024-10-08,2024-10-08,main_board,long,115,0.5614035087719298,2024-03-05,27.0,2025-02-26,94.0,2024-03-05,-27.0,3c1553a932aa4ad4d65b82c569641800583345aa8721a45e91a3f00d411b4c28,-27.0,3c1553a932aa4ad4d65b82c569641800583345aa8721a45e91a3f00d411b4c28,27.0,a18441b074cd244dbba66593f19ecd93da302bd6b84c74bcc1f53563800aab5f,94.0,2,unknown,ok
12A2_B3_primary,robustness,low_to_high,SZ002195_20250623_0000,SZ002195,robustness,2025-06-23,2025-09-01,2025-09-01,main_board,medium,50,0.8178294573643412,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002195_20251017_0001,SZ002195,robustness,2025-10-17,2026-01-14,2026-01-14,main_board,medium,61,0.886981402002861,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002371_20240514_0000,SZ002371,robustness,2024-05-14,2024-11-08,2024-11-08,main_board,long,120,0.6529490488481025,2024-01-16,74.0,2025-02-06,57.0,2024-01-16,-74.0,641fd09f387b43e06f99fa76bbab97deb3064d197630ccf2e40c5b98eba366b1,-74.0,641fd09f387b43e06f99fa76bbab97deb3064d197630ccf2e40c5b98eba366b1,74.0,b0cc4b70f0b6194c36a2178ae1e3a79965722b9a276525a997c7dc5ad6ba0d1d,57.0,2,unknown,ok
12A2_B3_primary,robustness,low_to_high,SZ002371_20250613_0001,SZ002371,robustness,2025-06-13,2025-10-09,2025-10-09,main_board,medium,78,0.5981510223361901,2025-02-06,86.0,,,2025-02-06,-86.0,b0cc4b70f0b6194c36a2178ae1e3a79965722b9a276525a997c7dc5ad6ba0d1d,-86.0,b0cc4b70f0b6194c36a2178ae1e3a79965722b9a276525a997c7dc5ad6ba0d1d,86.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002384_20251017_0009,SZ002384,robustness,2025-10-17,2026-04-15,2026-04-15,main_board,long,119,1.559322033898305,2024-03-13,386.0,,,2024-03-13,-386.0,01f86564ff8923ea5c9339ceff8375ccb47d63d8da1fdfb727cffd19c77e5460,-386.0,01f86564ff8923ea5c9339ceff8375ccb47d63d8da1fdfb727cffd19c77e5460,386.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002414_20250904_0007,SZ002414,robustness,2025-09-04,2026-01-26,2026-01-26,main_board,long,94,0.7599243856332705,2025-04-29,88.0,,,2025-04-29,-88.0,f5695e1324b4e1d779d1ad630c9d65eee803ecef50cb7f87edf6a0eac7f5fc23,-88.0,f5695e1324b4e1d779d1ad630c9d65eee803ecef50cb7f87edf6a0eac7f5fc23,88.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002463_20250304_0002,SZ002463,robustness,2025-03-04,2025-08-26,2025-08-26,main_board,long,120,0.9264801561483408,2024-12-17,48.0,,,2024-12-17,-48.0,dc326eb68b29cdbca78d5798176e93e869f9a4ffa9dc295350b57b9c3d1362fb,-48.0,dc326eb68b29cdbca78d5798176e93e869f9a4ffa9dc295350b57b9c3d1362fb,48.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002493_20250923_0004,SZ002493,robustness,2025-09-23,2026-03-03,2026-03-03,main_board,long,101,0.7865786578657865,2025-05-06,99.0,,,2025-05-06,-99.0,be3b0ab4db96d35756cce58e9ff4d4b6956002553c95052d302240482ba09ebf,-99.0,be3b0ab4db96d35756cce58e9ff4d4b6956002553c95052d302240482ba09ebf,99.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002517_20250801_0001,SZ002517,robustness,2025-08-01,2025-09-18,2025-09-18,main_board,fast,34,0.7106001121704992,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002555_20251017_0006,SZ002555,robustness,2025-10-17,2026-01-13,2026-01-13,main_board,medium,60,0.6186121570736955,2025-02-06,170.0,,,2025-02-06,-170.0,f0602cfba6d8637905589465c43de29cb9f5cdde061428e78dc7e7b02e8fabe7,-170.0,f0602cfba6d8637905589465c43de29cb9f5cdde061428e78dc7e7b02e8fabe7,170.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002558_20250801_0001,SZ002558,robustness,2025-08-01,2026-01-20,2026-01-20,main_board,long,114,1.3116542994325622,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002595_20250804_0002,SZ002595,robustness,2025-08-04,2026-01-29,2026-01-29,main_board,long,120,0.6755248471963857,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002653_20250623_0003,SZ002653,robustness,2025-06-23,2025-08-13,2025-08-13,main_board,fast,37,0.5393924425784142,2025-02-21,81.0,2025-10-31,51.0,2025-02-21,-81.0,350ea0f23f60ebd5bd1e513fdcaf0c544611a4292721bb6db42687467ad03cb8,-81.0,350ea0f23f60ebd5bd1e513fdcaf0c544611a4292721bb6db42687467ad03cb8,81.0,37dc77ce14c642a94d47ca8d96db9a4e6445f43967ec271f7c2e6dc23a1110eb,51.0,3,unknown,ok
12A2_B3_primary,robustness,low_to_high,SZ002714_20250529_0000,SZ002714,robustness,2025-05-29,2025-09-15,2025-09-15,main_board,medium,76,0.5852459016393443,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002736_20240328_0002,SZ002736,robustness,2024-03-28,2024-10-09,2024-10-09,main_board,long,116,0.7477243172951884,2024-02-23,24.0,,,2024-02-23,-24.0,d695a4e1bb16421fa65ee41c42bbb8a42e382128a8cf56fd00da5566deae2656,-24.0,d695a4e1bb16421fa65ee41c42bbb8a42e382128a8cf56fd00da5566deae2656,24.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002812_20251023_0000,SZ002812,robustness,2025-10-23,2026-05-06,2026-05-06,main_board,long,117,1.242075664621677,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002821_20250623_0000,SZ002821,robustness,2025-06-23,2025-07-29,2025-07-29,main_board,fast,26,0.5520652980460055,2025-02-06,92.0,,,2025-02-06,-92.0,2d3b5a843922f1f0fa505b94fd69d169b65a0ac69736260e0bd13080fca2e7c2,-92.0,2d3b5a843922f1f0fa505b94fd69d169b65a0ac69736260e0bd13080fca2e7c2,92.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ002837_20251112_0000,SZ002837,robustness,2025-11-12,2026-04-20,2026-04-20,main_board,long,104,0.8886643766417457,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002851_20251015_0000,SZ002851,robustness,2025-10-15,2026-01-28,2026-01-28,main_board,medium,73,1.0721771217712175,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ002916_20240422_0001,SZ002916,robustness,2024-04-22,2024-07-16,2024-07-16,main_board,medium,57,0.6768261535841991,,,2024-12-17,103.0,2024-12-17,160.0,a0e875389d4176c101e2882e96ce95a7cb256ab8f1f1df424df88acd782e54c4,160.0,,,a0e875389d4176c101e2882e96ce95a7cb256ab8f1f1df424df88acd782e54c4,103.0,2,only_after_high,ok
12A2_B3_primary,robustness,low_to_high,SZ300017_20250904_0002,SZ300017,robustness,2025-09-04,2026-02-13,2026-02-13,chinext,long,108,1.258669165885661,2025-04-30,87.0,,,2025-04-30,-87.0,74a0e8f1c440f5f98747dc8d804d70f111360872f76ccd33ef5bc0da99368ae6,-87.0,74a0e8f1c440f5f98747dc8d804d70f111360872f76ccd33ef5bc0da99368ae6,87.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300037_20251020_0002,SZ300037,robustness,2025-10-20,2025-11-17,2025-11-17,chinext,fast,20,0.5386016852653155,2025-06-09,89.0,,,2025-06-09,-89.0,4e6ce909b140083fda76e8c3760ab0d7dea5c759930ac64af39ddfef9186c763,-89.0,4e6ce909b140083fda76e8c3760ab0d7dea5c759930ac64af39ddfef9186c763,89.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300251_20251017_0008,SZ300251,robustness,2025-10-17,2026-02-11,2026-02-11,chinext,long,81,0.8537350910232266,2025-06-12,85.0,,,2025-06-12,-85.0,1d00ea3dfec330a6aa34b11befdccf21d9825843513fb3e9390cacb551aec16a,-85.0,1d00ea3dfec330a6aa34b11befdccf21d9825843513fb3e9390cacb551aec16a,85.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300255_20250716_0002,SZ300255,robustness,2025-07-16,2025-11-03,2025-11-03,chinext,medium,72,0.8777166797590992,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ300274_20240419_0001,SZ300274,robustness,2024-04-19,2024-10-08,2024-10-08,chinext,long,111,0.8130475594493116,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ300308_20251015_0004,SZ300308,robustness,2025-10-15,2026-04-14,2026-04-14,chinext,long,120,1.333006535947712,2025-01-22,173.0,,,2025-01-22,-173.0,aa69d8311d6e7ccb208ec20e706c1ed0f8e40868be3fbfbaa4233f78345bb42b,-173.0,aa69d8311d6e7ccb208ec20e706c1ed0f8e40868be3fbfbaa4233f78345bb42b,173.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300346_20251114_0002,SZ300346,robustness,2025-11-14,2026-01-16,2026-01-16,chinext,medium,43,0.8017817371937639,2024-09-24,275.0,,,2024-09-24,-275.0,04cd715169c2ae6eb5bc82daa81c5596206116aa53d536e7b14d740c7ec4b999,-275.0,04cd715169c2ae6eb5bc82daa81c5596206116aa53d536e7b14d740c7ec4b999,275.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300383_20251023_0005,SZ300383,robustness,2025-10-23,2026-04-14,2026-04-14,chinext,long,114,0.5015698587127158,2024-04-26,360.0,,,2024-04-26,-360.0,e8678444476f59adada5b682ced0131db7c1d0a2f99ba1760efc2d6e71b4b1dd,-360.0,e8678444476f59adada5b682ced0131db7c1d0a2f99ba1760efc2d6e71b4b1dd,360.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300394_20250304_0003,SZ300394,robustness,2025-03-04,2025-08-26,2025-08-26,chinext,long,120,1.6732964372189554,2024-12-26,41.0,,,2024-12-26,-41.0,edd4f63c45a253d2813e188d2195bfe96b39ee18a84d453c7f5dc9db9f689119,-41.0,edd4f63c45a253d2813e188d2195bfe96b39ee18a84d453c7f5dc9db9f689119,41.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300394_20251017_0004,SZ300394,robustness,2025-10-17,2026-03-02,2026-03-02,chinext,long,88,1.660328317373461,2024-12-26,193.0,,,2024-12-26,-193.0,edd4f63c45a253d2813e188d2195bfe96b39ee18a84d453c7f5dc9db9f689119,-193.0,edd4f63c45a253d2813e188d2195bfe96b39ee18a84d453c7f5dc9db9f689119,193.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300395_20241125_0002,SZ300395,robustness,2024-11-25,2025-04-11,2025-04-11,chinext,long,91,0.5004077194889918,2024-07-18,85.0,,,2024-07-18,-85.0,1a391d75b214111b638fc3b6abe69e185d134da506d4425d36441bbf34a2ccfb,-85.0,1a391d75b214111b638fc3b6abe69e185d134da506d4425d36441bbf34a2ccfb,85.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300395_20250613_0003,SZ300395,robustness,2025-06-13,2025-08-29,2025-08-29,chinext,medium,55,1.555058823529412,2024-07-18,217.0,,,2024-07-18,-217.0,1a391d75b214111b638fc3b6abe69e185d134da506d4425d36441bbf34a2ccfb,-217.0,1a391d75b214111b638fc3b6abe69e185d134da506d4425d36441bbf34a2ccfb,217.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300395_20251015_0004,SZ300395,robustness,2025-10-15,2026-03-02,2026-03-02,chinext,long,90,0.9982352941176468,2024-07-18,299.0,,,2024-07-18,-299.0,1a391d75b214111b638fc3b6abe69e185d134da506d4425d36441bbf34a2ccfb,-299.0,1a391d75b214111b638fc3b6abe69e185d134da506d4425d36441bbf34a2ccfb,299.0,,,2,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300418_20251114_0004,SZ300418,robustness,2025-11-14,2026-01-13,2026-01-13,chinext,fast,40,0.8437340153452686,2024-09-26,273.0,,,2024-09-26,-273.0,bc058421c371cdbacba9185661293785251825511be2edb2f5da2091fe478e31,-273.0,bc058421c371cdbacba9185661293785251825511be2edb2f5da2091fe478e31,273.0,,,3,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300433_20251017_0003,SZ300433,robustness,2025-10-17,2026-01-12,2026-01-12,chinext,medium,59,0.602360752489856,2025-06-27,74.0,,,2025-06-27,-74.0,2b3bd85b2338679b11c9b9990efe508881fce448c3c04c7340f1ecd06e07d451,-74.0,2b3bd85b2338679b11c9b9990efe508881fce448c3c04c7340f1ecd06e07d451,74.0,,,1,timing_calendar_gap,ok
12A2_B3_primary,robustness,low_to_high,SZ300442_20240422_0002,SZ300442,robustness,2024-04-22,2024-10-08,2024-10-08,chinext,long,110,0.5540875309661437,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ300442_20241125_0003,SZ300442,robustness,2024-11-25,2025-02-24,2025-02-24,chinext,medium,58,1.4599800730654264,,,,,,,,,,,,,0,no_same_instrument_event,ok
12A2_B3_primary,robustness,low_to_high,SZ300442_20251023_0005,SZ300442,robustness,2025-10-23,2026-02-27,2026-02-27,chinext,medium,77,1.3707915273132665,,,,,,,,,,,,,0,no_same_instrument_event,ok
