frontier_arm_id,split,window_id,timing_population,matched_event_n,captured_episode_n,event_minus_low_trading_days_p10,event_minus_low_trading_days_p25,event_minus_low_trading_days_median,event_minus_low_trading_days_p75,event_minus_low_trading_days_p90,first_event_minus_low_trading_days_p10,first_event_minus_low_trading_days_p25,first_event_minus_low_trading_days_median,first_event_minus_low_trading_days_p75,first_event_minus_low_trading_days_p90,event_minus_low_calendar_days_median,timing_denominator_status
12A2_B4_primary,robustness,low_to_first_50pct,all_matched_events,9,6,40.6,49.0,57.0,79.0,114.0,,,,,,88.0,ok
12A2_B4_primary,robustness,low_to_first_50pct,captured_episode_first_event,6,6,31.0,47.5,52.0,73.0,79.0,31.0,47.5,52.0,73.0,79.0,82.0,ok
12A2_B5_primary,all,pre120_calendar_to_high,all_matched_events,973,398,-59.0,-34.0,10.0,60.0,90.80000000000007,,,,,,16.0,ok
12A2_B5_primary,all,pre120_calendar_to_high,captured_episode_first_event,392,398,-73.3,-58.0,-35.5,7.75,46.50000000000006,-73.3,-58.0,-35.5,7.75,46.50000000000006,-53.0,ok
12A2_B5_primary,all,low_to_high,all_matched_events,610,328,6.0,19.0,50.0,77.0,101.10000000000002,,,,,,73.5,ok
12A2_B5_primary,all,low_to_high,captured_episode_first_event,328,328,4.0,7.0,23.0,54.0,82.60000000000002,4.0,7.0,23.0,54.0,82.60000000000002,37.0,ok
12A2_B5_primary,all,low_to_first_50pct,all_matched_events,610,328,6.0,19.0,50.0,77.0,101.10000000000002,,,,,,73.5,ok
12A2_B5_primary,all,low_to_first_50pct,captured_episode_first_event,328,328,4.0,7.0,23.0,54.0,82.60000000000002,4.0,7.0,23.0,54.0,82.60000000000002,37.0,ok
12A2_B5_primary,train,pre120_calendar_to_high,all_matched_events,498,206,-59.5,-33.0,13.0,59.0,87.0,,,,,,21.0,ok
12A2_B5_primary,train,pre120_calendar_to_high,captured_episode_first_event,203,206,-71.5,-58.0,-32.0,10.5,50.5,-71.5,-58.0,-32.0,10.5,50.5,-49.5,ok
12A2_B5_primary,train,low_to_high,all_matched_events,318,173,6.0,23.0,50.0,76.75,100.0,,,,,,73.5,ok
12A2_B5_primary,train,low_to_high,captured_episode_first_event,173,173,4.0,8.0,28.0,55.0,83.60000000000002,4.0,8.0,28.0,55.0,83.60000000000002,42.0,ok
12A2_B5_primary,train,low_to_first_50pct,all_matched_events,318,173,6.0,23.0,50.0,76.75,100.0,,,,,,73.5,ok
12A2_B5_primary,train,low_to_first_50pct,captured_episode_first_event,173,173,4.0,8.0,28.0,55.0,83.60000000000002,4.0,8.0,28.0,55.0,83.60000000000002,42.0,ok
12A2_B5_primary,validation,pre120_calendar_to_high,all_matched_events,63,21,-61.8,-21.0,34.0,64.0,76.60000000000001,,,,,,51.0,ok
12A2_B5_primary,validation,pre120_calendar_to_high,captured_episode_first_event,21,21,-76.0,-64.0,-26.0,25.0,36.0,-76.0,-64.0,-26.0,25.0,36.0,-39.0,ok
12A2_B5_primary,validation,low_to_high,all_matched_events,46,19,10.0,31.0,53.0,70.75,82.5,,,,,,81.0,ok
12A2_B5_primary,validation,low_to_high,captured_episode_first_event,19,19,2.8,10.0,25.0,37.5,53.4,2.8,10.0,25.0,37.5,53.4,42.0,ok
12A2_B5_primary,validation,low_to_first_50pct,all_matched_events,46,19,10.0,31.0,53.0,70.75,82.5,,,,,,81.0,ok
12A2_B5_primary,validation,low_to_first_50pct,captured_episode_first_event,19,19,2.8,10.0,25.0,37.5,53.4,2.8,10.0,25.0,37.5,53.4,42.0,ok
12A2_B5_primary,robustness,pre120_calendar_to_high,all_matched_events,399,167,-58.0,-38.0,6.0,58.0,94.10000000000002,,,,,,11.0,ok
12A2_B5_primary,robustness,pre120_calendar_to_high,captured_episode_first_event,165,167,-73.0,-57.5,-39.0,4.0,39.80000000000001,-73.0,-57.5,-39.0,4.0,39.80000000000001,-60.0,ok
12A2_B5_primary,robustness,low_to_high,all_matched_events,236,128,6.0,13.0,46.0,82.25,109.0,,,,,,68.0,ok
12A2_B5_primary,robustness,low_to_high,captured_episode_first_event,128,128,4.0,6.0,15.5,44.0,73.3,4.0,6.0,15.5,44.0,73.3,23.0,ok
12A2_B5_primary,robustness,low_to_first_50pct,all_matched_events,236,128,6.0,13.0,46.0,82.25,109.0,,,,,,68.0,ok
12A2_B5_primary,robustness,low_to_first_50pct,captured_episode_first_event,128,128,4.0,6.0,15.5,44.0,73.3,4.0,6.0,15.5,44.0,73.3,23.0,ok
12A2_B6_primary,all,pre120_calendar_to_high,all_matched_events,218,177,-63.0,-35.0,19.0,49.5,81.5,,,,,,27.5,ok
12A2_B6_primary,all,pre120_calendar_to_high,captured_episode_first_event,173,177,-66.0,-43.0,12.0,38.0,77.4,-66.0,-43.0,12.0,38.0,77.4,17.0,ok
12A2_B6_primary,all,low_to_high,all_matched_events,134,119,16.0,21.0,43.5,73.5,90.7,,,,,,66.0,ok
12A2_B6_primary,all,low_to_high,captured_episode_first_event,119,119,15.0,20.0,38.0,70.5,87.0,15.0,20.0,38.0,70.5,87.0,61.0,ok
12A2_B6_primary,all,low_to_first_50pct,all_matched_events,134,119,16.0,21.0,43.5,73.5,90.7,,,,,,66.0,ok
12A2_B6_primary,all,low_to_first_50pct,captured_episode_first_event,119,119,15.0,20.0,38.0,70.5,87.0,15.0,20.0,38.0,70.5,87.0,61.0,ok
12A2_B6_primary,train,pre120_calendar_to_high,all_matched_events,123,96,-62.4,-33.0,20.0,48.0,81.2,,,,,,30.0,ok
12A2_B6_primary,train,pre120_calendar_to_high,captured_episode_first_event,92,96,-66.0,-50.25,13.5,42.0,76.0,-66.0,-50.25,13.5,42.0,76.0,23.0,ok
12A2_B6_primary,train,low_to_high,all_matched_events,81,72,17.0,22.0,41.0,72.0,91.0,,,,,,63.0,ok
12A2_B6_primary,train,low_to_high,captured_episode_first_event,72,72,16.1,20.75,39.5,70.25,89.69999999999999,16.1,20.75,39.5,70.25,89.69999999999999,60.0,ok
12A2_B6_primary,train,low_to_first_50pct,all_matched_events,81,72,17.0,22.0,41.0,72.0,91.0,,,,,,63.0,ok
12A2_B6_primary,train,low_to_first_50pct,captured_episode_first_event,72,72,16.1,20.75,39.5,70.25,89.69999999999999,16.1,20.75,39.5,70.25,89.69999999999999,60.0,ok
12A2_B6_primary,validation,pre120_calendar_to_high,all_matched_events,11,11,-23.0,0.5,44.0,58.0,78.0,,,,,,70.0,ok
12A2_B6_primary,validation,pre120_calendar_to_high,captured_episode_first_event,11,11,-23.0,0.5,44.0,58.0,78.0,-23.0,0.5,44.0,58.0,78.0,70.0,ok
12A2_B6_primary,validation,low_to_high,all_matched_events,8,8,18.6,38.25,53.0,66.75,78.9,,,,,,80.5,ok
12A2_B6_primary,validation,low_to_high,captured_episode_first_event,8,8,18.6,38.25,53.0,66.75,78.9,18.6,38.25,53.0,66.75,78.9,80.5,ok
12A2_B6_primary,validation,low_to_first_50pct,all_matched_events,8,8,18.6,38.25,53.0,66.75,78.9,,,,,,80.5,ok
12A2_B6_primary,validation,low_to_first_50pct,captured_episode_first_event,8,8,18.6,38.25,53.0,66.75,78.9,18.6,38.25,53.0,66.75,78.9,80.5,ok
12A2_B6_primary,robustness,pre120_calendar_to_high,all_matched_events,77,65,-61.599999999999994,-38.0,-11.0,35.0,80.60000000000001,,,,,,-23.0,ok
12A2_B6_primary,robustness,pre120_calendar_to_high,captured_episode_first_event,65,65,-64.0,-43.0,-20.0,21.0,64.80000000000001,-64.0,-43.0,-20.0,21.0,64.80000000000001,-34.0,ok
12A2_B6_primary,robustness,low_to_high,all_matched_events,39,34,15.0,20.0,36.0,70.5,89.60000000000002,,,,,,50.0,ok
12A2_B6_primary,robustness,low_to_high,captured_episode_first_event,34,34,15.0,20.0,24.0,60.0,85.8,15.0,20.0,24.0,60.0,85.8,34.0,ok
12A2_B6_primary,robustness,low_to_first_50pct,all_matched_events,39,34,15.0,20.0,36.0,70.5,89.60000000000002,,,,,,50.0,ok
12A2_B6_primary,robustness,low_to_first_50pct,captured_episode_first_event,34,34,15.0,20.0,24.0,60.0,85.8,15.0,20.0,24.0,60.0,85.8,34.0,ok
12A2_B8_primary,all,pre120_calendar_to_high,all_matched_events,292,230,-60.0,-35.0,21.0,50.0,91.0,,,,,,34.0,ok
12A2_B8_primary,all,pre120_calendar_to_high,captured_episode_first_event,223,230,-65.1,-43.75,16.0,38.0,66.1,-65.1,-43.75,16.0,38.0,66.1,22.5,ok
12A2_B8_primary,all,low_to_high,all_matched_events,189,160,17.0,23.0,40.0,71.0,103.20000000000002,,,,,,60.0,ok
12A2_B8_primary,all,low_to_high,captured_episode_first_event,160,160,17.0,21.0,36.0,59.0,91.1,17.0,21.0,36.0,59.0,91.1,54.0,ok
12A2_B8_primary,all,low_to_first_50pct,all_matched_events,189,160,17.0,23.0,40.0,71.0,103.20000000000002,,,,,,60.0,ok
12A2_B8_primary,all,low_to_first_50pct,captured_episode_first_event,160,160,17.0,21.0,36.0,59.0,91.1,17.0,21.0,36.0,59.0,91.1,54.0,ok
12A2_B8_primary,train,pre120_calendar_to_high,all_matched_events,181,143,-59.3,-32.25,22.5,44.25,82.0,,,,,,35.5,ok
12A2_B8_primary,train,pre120_calendar_to_high,captured_episode_first_event,138,143,-65.0,-42.0,16.0,37.0,59.0,-65.0,-42.0,16.0,37.0,59.0,22.0,ok
12A2_B8_primary,train,low_to_high,all_matched_events,119,103,18.0,24.5,38.0,62.5,91.2,,,,,,57.0,ok
12A2_B8_primary,train,low_to_high,captured_episode_first_event,103,103,16.400000000000002,23.0,36.0,51.5,85.6,16.400000000000002,23.0,36.0,51.5,85.6,54.0,ok
12A2_B8_primary,train,low_to_first_50pct,all_matched_events,119,103,18.0,24.5,38.0,62.5,91.2,,,,,,57.0,ok
12A2_B8_primary,train,low_to_first_50pct,captured_episode_first_event,103,103,16.400000000000002,23.0,36.0,51.5,85.6,16.400000000000002,23.0,36.0,51.5,85.6,54.0,ok
12A2_B8_primary,validation,pre120_calendar_to_high,all_matched_events,12,11,-52.6,-46.75,-10.5,19.0,31.900000000000006,,,,,,-19.0,ok
12A2_B8_primary,validation,pre120_calendar_to_high,captured_episode_first_event,11,11,-53.0,-47.5,-35.0,18.0,22.0,-53.0,-47.5,-35.0,18.0,22.0,-56.0,ok
12A2_B8_primary,validation,low_to_high,all_matched_events,6,6,16.0,18.0,20.0,30.25,68.0,,,,,,31.5,ok
12A2_B8_primary,validation,low_to_high,captured_episode_first_event,6,6,16.0,18.0,20.0,30.25,68.0,16.0,18.0,20.0,30.25,68.0,31.5,ok
12A2_B8_primary,validation,low_to_first_50pct,all_matched_events,6,6,16.0,18.0,20.0,30.25,68.0,,,,,,31.5,ok
12A2_B8_primary,validation,low_to_first_50pct,captured_episode_first_event,6,6,16.0,18.0,20.0,30.25,68.0,16.0,18.0,20.0,30.25,68.0,31.5,ok
12A2_B8_primary,robustness,pre120_calendar_to_high,all_matched_events,89,72,-61.0,-37.0,18.0,54.0,101.0,,,,,,31.0,ok
12A2_B8_primary,robustness,pre120_calendar_to_high,captured_episode_first_event,70,72,-69.19999999999999,-47.25,14.0,36.5,85.99999999999999,-69.19999999999999,-47.25,14.0,36.5,85.99999999999999,22.0,ok
12A2_B8_primary,robustness,low_to_high,all_matched_events,54,47,17.0,19.0,41.0,87.0,107.7,,,,,,60.5,ok
12A2_B8_primary,robustness,low_to_high,captured_episode_first_event,47,47,17.0,19.0,36.0,75.0,107.4,17.0,19.0,36.0,75.0,107.4,54.0,ok
12A2_B8_primary,robustness,low_to_first_50pct,all_matched_events,54,47,17.0,19.0,41.0,87.0,107.7,,,,,,60.5,ok
12A2_B8_primary,robustness,low_to_first_50pct,captured_episode_first_event,47,47,17.0,19.0,36.0,75.0,107.4,17.0,19.0,36.0,75.0,107.4,54.0,ok
12A2_multi_family_trigger_ge2,all,pre120_calendar_to_high,all_matched_events,707,360,-59.0,-33.0,16.0,49.0,78.30000000000007,,,,,,22.5,ok
12A2_multi_family_trigger_ge2,all,pre120_calendar_to_high,captured_episode_first_event,360,360,-67.0,-53.0,-26.0,15.0,37.200000000000045,-67.0,-53.0,-26.0,15.0,37.200000000000045,-38.5,ok
12A2_multi_family_trigger_ge2,all,low_to_high,all_matched_events,468,297,7.0,16.0,36.0,69.0,93.0,,,,,,56.0,ok
12A2_multi_family_trigger_ge2,all,low_to_high,captured_episode_first_event,297,297,5.0,11.0,20.0,40.0,68.40000000000003,5.0,11.0,20.0,40.0,68.40000000000003,30.0,ok
12A2_multi_family_trigger_ge2,all,low_to_first_50pct,all_matched_events,468,297,7.0,16.0,36.0,69.0,93.0,,,,,,56.0,ok
12A2_multi_family_trigger_ge2,all,low_to_first_50pct,captured_episode_first_event,297,297,5.0,11.0,20.0,40.0,68.40000000000003,5.0,11.0,20.0,40.0,68.40000000000003,30.0,ok
12A2_multi_family_trigger_ge2,train,pre120_calendar_to_high,all_matched_events,365,190,-58.8,-21.0,19.0,49.25,75.90000000000003,,,,,,28.0,ok
12A2_multi_family_trigger_ge2,train,pre120_calendar_to_high,captured_episode_first_event,190,190,-66.0,-52.0,1.0,19.0,44.0,-66.0,-52.0,1.0,19.0,44.0,1.0,ok
12A2_multi_family_trigger_ge2,train,low_to_high,all_matched_events,266,170,8.5,16.0,35.0,60.75,83.0,,,,,,55.0,ok
12A2_multi_family_trigger_ge2,train,low_to_high,captured_episode_first_event,170,170,5.0,12.0,20.0,39.75,63.29999999999998,5.0,12.0,20.0,39.75,63.29999999999998,30.0,ok
12A2_multi_family_trigger_ge2,train,low_to_first_50pct,all_matched_events,266,170,8.5,16.0,35.0,60.75,83.0,,,,,,55.0,ok
12A2_multi_family_trigger_ge2,train,low_to_first_50pct,captured_episode_first_event,170,170,5.0,12.0,20.0,39.75,63.29999999999998,5.0,12.0,20.0,39.75,63.29999999999998,30.0,ok
12A2_multi_family_trigger_ge2,validation,pre120_calendar_to_high,all_matched_events,42,21,-44.699999999999996,-25.0,11.0,46.25,77.0,,,,,,15.0,ok
12A2_multi_family_trigger_ge2,validation,pre120_calendar_to_high,captured_episode_first_event,21,21,-49.0,-36.0,-22.0,4.0,17.0,-49.0,-36.0,-22.0,4.0,17.0,-39.0,ok
12A2_multi_family_trigger_ge2,validation,low_to_high,all_matched_events,29,18,2.0,9.0,31.0,64.0,89.0,,,,,,50.0,ok
12A2_multi_family_trigger_ge2,validation,low_to_high,captured_episode_first_event,18,18,1.7000000000000002,4.0,13.5,34.75,55.900000000000006,1.7000000000000002,4.0,13.5,34.75,55.900000000000006,22.0,ok
12A2_multi_family_trigger_ge2,validation,low_to_first_50pct,all_matched_events,29,18,2.0,9.0,31.0,64.0,89.0,,,,,,50.0,ok
12A2_multi_family_trigger_ge2,validation,low_to_first_50pct,captured_episode_first_event,18,18,1.7000000000000002,4.0,13.5,34.75,55.900000000000006,1.7000000000000002,4.0,13.5,34.75,55.900000000000006,22.0,ok
12A2_multi_family_trigger_ge2,robustness,pre120_calendar_to_high,all_matched_events,291,149,-60.599999999999994,-43.0,7.0,49.0,87.0,,,,,,10.0,ok
12A2_multi_family_trigger_ge2,robustness,pre120_calendar_to_high,captured_episode_first_event,149,149,-68.0,-56.0,-37.0,10.0,34.20000000000002,-68.0,-56.0,-37.0,10.0,34.20000000000002,-56.0,ok
12A2_multi_family_trigger_ge2,robustness,low_to_high,all_matched_events,165,109,7.0,17.0,38.0,73.0,98.19999999999999,,,,,,56.0,ok
12A2_multi_family_trigger_ge2,robustness,low_to_high,captured_episode_first_event,109,109,6.0,10.0,20.0,43.0,71.4,6.0,10.0,20.0,43.0,71.4,32.0,ok
12A2_multi_family_trigger_ge2,robustness,low_to_first_50pct,all_matched_events,165,109,7.0,17.0,38.0,73.0,98.19999999999999,,,,,,56.0,ok
12A2_multi_family_trigger_ge2,robustness,low_to_first_50pct,captured_episode_first_event,109,109,6.0,10.0,20.0,43.0,71.4,6.0,10.0,20.0,43.0,71.4,32.0,ok
12A2_single_family_trigger,all,pre120_calendar_to_high,all_matched_events,1708,423,-61.0,-36.0,12.0,53.0,87.0,,,,,,18.0,ok
12A2_single_family_trigger,all,pre120_calendar_to_high,captured_episode_first_event,422,423,-77.0,-70.0,-51.0,-28.5,7.800000000000011,-77.0,-70.0,-51.0,-28.5,7.800000000000011,-79.0,ok
12A2_single_family_trigger,all,low_to_high,all_matched_events,1058,396,7.0,18.0,43.0,75.0,100.0,,,,,,67.0,ok
12A2_single_family_trigger,all,low_to_high,captured_episode_first_event,396,396,4.0,7.0,15.0,29.25,47.5,4.0,7.0,15.0,29.25,47.5,22.5,ok
12A2_single_family_trigger,all,low_to_first_50pct,all_matched_events,1058,396,7.0,18.0,43.0,75.0,100.0,,,,,,67.0,ok
12A2_single_family_trigger,all,low_to_first_50pct,captured_episode_first_event,396,396,4.0,7.0,15.0,29.25,47.5,4.0,7.0,15.0,29.25,47.5,22.5,ok
12A2_single_family_trigger,train,pre120_calendar_to_high,all_matched_events,918,222,-62.0,-35.0,15.0,53.0,84.0,,,,,,22.5,ok
12A2_single_family_trigger,train,pre120_calendar_to_high,captured_episode_first_event,221,222,-77.0,-70.0,-54.0,-27.25,9.0,-77.0,-70.0,-54.0,-27.25,9.0,-81.0,ok
12A2_single_family_trigger,train,low_to_high,all_matched_events,583,211,8.0,21.0,43.0,73.0,97.0,,,,,,67.0,ok
12A2_single_family_trigger,train,low_to_high,captured_episode_first_event,211,211,4.0,7.0,16.0,29.5,47.0,4.0,7.0,16.0,29.5,47.0,24.0,ok
12A2_single_family_trigger,train,low_to_first_50pct,all_matched_events,583,211,8.0,21.0,43.0,73.0,97.0,,,,,,67.0,ok
12A2_single_family_trigger,train,low_to_first_50pct,captured_episode_first_event,211,211,4.0,7.0,16.0,29.5,47.0,4.0,7.0,16.0,29.5,47.0,24.0,ok
12A2_single_family_trigger,validation,pre120_calendar_to_high,all_matched_events,90,21,-64.2,-33.5,23.5,53.0,74.10000000000001,,,,,,37.0,ok
12A2_single_family_trigger,validation,pre120_calendar_to_high,captured_episode_first_event,21,21,-78.0,-76.0,-49.0,-34.0,14.0,-78.0,-76.0,-49.0,-34.0,14.0,-69.0,ok
12A2_single_family_trigger,validation,low_to_high,all_matched_events,62,20,8.0,21.25,48.0,67.5,78.0,,,,,,73.5,ok
12A2_single_family_trigger,validation,low_to_high,captured_episode_first_event,20,20,2.0,5.75,14.5,32.25,41.2,2.0,5.75,14.5,32.25,41.2,21.0,ok
12A2_single_family_trigger,validation,low_to_first_50pct,all_matched_events,62,20,8.0,21.25,48.0,67.5,78.0,,,,,,73.5,ok
12A2_single_family_trigger,validation,low_to_first_50pct,captured_episode_first_event,20,20,2.0,5.75,14.5,32.25,41.2,2.0,5.75,14.5,32.25,41.2,21.0,ok
12A2_single_family_trigger,robustness,pre120_calendar_to_high,all_matched_events,663,179,-60.0,-37.0,6.0,47.0,93.0,,,,,,10.0,ok
12A2_single_family_trigger,robustness,pre120_calendar_to_high,captured_episode_first_event,179,179,-76.0,-69.5,-46.0,-30.0,4.0,-76.0,-69.5,-46.0,-30.0,4.0,-71.0,ok
12A2_single_family_trigger,robustness,low_to_high,all_matched_events,382,160,6.0,15.0,39.5,78.5,107.0,,,,,,58.5,ok
12A2_single_family_trigger,robustness,low_to_high,captured_episode_first_event,160,160,4.0,6.0,11.5,24.75,45.29999999999998,4.0,6.0,11.5,24.75,45.29999999999998,17.5,ok
12A2_single_family_trigger,robustness,low_to_first_50pct,all_matched_events,382,160,6.0,15.0,39.5,78.5,107.0,,,,,,58.5,ok
12A2_single_family_trigger,robustness,low_to_first_50pct,captured_episode_first_event,160,160,4.0,6.0,11.5,24.75,45.29999999999998,4.0,6.0,11.5,24.75,45.29999999999998,17.5,ok
12A2_B8_only_same_event_diagnostic,all,pre120_calendar_to_high,all_matched_events,323,248,-59.0,-32.25,21.0,50.0,87.0,,,,,,34.0,ok
12A2_B8_only_same_event_diagnostic,all,pre120_calendar_to_high,captured_episode_first_event,241,248,-64.3,-42.0,15.5,36.0,65.30000000000001,-64.3,-42.0,15.5,36.0,65.30000000000001,21.5,ok
12A2_B8_only_same_event_diagnostic,all,low_to_high,all_matched_events,210,176,17.0,22.0,39.5,70.75,100.1,,,,,,60.0,ok
12A2_B8_only_same_event_diagnostic,all,low_to_high,captured_episode_first_event,176,176,17.0,21.0,34.0,57.5,87.0,17.0,21.0,34.0,57.5,87.0,53.5,ok
12A2_B8_only_same_event_diagnostic,all,low_to_first_50pct,all_matched_events,210,176,17.0,22.0,39.5,70.75,100.1,,,,,,60.0,ok
12A2_B8_only_same_event_diagnostic,all,low_to_first_50pct,captured_episode_first_event,176,176,17.0,21.0,34.0,57.5,87.0,17.0,21.0,34.0,57.5,87.0,53.5,ok
12A2_B8_only_same_event_diagnostic,train,pre120_calendar_to_high,all_matched_events,196,151,-59.0,-29.5,23.0,45.5,82.0,,,,,,36.0,ok
12A2_B8_only_same_event_diagnostic,train,pre120_calendar_to_high,captured_episode_first_event,146,151,-65.0,-41.0,18.0,38.0,59.0,-65.0,-41.0,18.0,38.0,59.0,28.0,ok
12A2_B8_only_same_event_diagnostic,train,low_to_high,all_matched_events,132,111,18.0,24.0,38.0,65.25,87.0,,,,,,57.0,ok
12A2_B8_only_same_event_diagnostic,train,low_to_high,captured_episode_first_event,111,111,16.0,22.5,34.0,51.5,84.0,16.0,22.5,34.0,51.5,84.0,54.0,ok
12A2_B8_only_same_event_diagnostic,train,low_to_first_50pct,all_matched_events,132,111,18.0,24.0,38.0,65.25,87.0,,,,,,57.0,ok
12A2_B8_only_same_event_diagnostic,train,low_to_first_50pct,captured_episode_first_event,111,111,16.0,22.5,34.0,51.5,84.0,16.0,22.5,34.0,51.5,84.0,54.0,ok
12A2_B8_only_same_event_diagnostic,validation,pre120_calendar_to_high,all_matched_events,12,11,-52.6,-46.75,-10.5,19.0,31.900000000000006,,,,,,-19.0,ok
12A2_B8_only_same_event_diagnostic,validation,pre120_calendar_to_high,captured_episode_first_event,11,11,-53.0,-47.5,-35.0,18.0,22.0,-53.0,-47.5,-35.0,18.0,22.0,-56.0,ok
12A2_B8_only_same_event_diagnostic,validation,low_to_high,all_matched_events,6,6,16.0,18.0,20.0,30.25,68.0,,,,,,31.5,ok
12A2_B8_only_same_event_diagnostic,validation,low_to_high,captured_episode_first_event,6,6,16.0,18.0,20.0,30.25,68.0,16.0,18.0,20.0,30.25,68.0,31.5,ok
12A2_B8_only_same_event_diagnostic,validation,low_to_first_50pct,all_matched_events,6,6,16.0,18.0,20.0,30.25,68.0,,,,,,31.5,ok
12A2_B8_only_same_event_diagnostic,validation,low_to_first_50pct,captured_episode_first_event,6,6,16.0,18.0,20.0,30.25,68.0,16.0,18.0,20.0,30.25,68.0,31.5,ok
12A2_B8_only_same_event_diagnostic,robustness,pre120_calendar_to_high,all_matched_events,104,82,-59.5,-35.5,17.0,51.25,98.5,,,,,,28.0,ok
12A2_B8_only_same_event_diagnostic,robustness,pre120_calendar_to_high,captured_episode_first_event,80,82,-61.9,-44.5,-12.5,31.5,76.60000000000002,-61.9,-44.5,-12.5,31.5,76.60000000000002,-17.5,ok
12A2_B8_only_same_event_diagnostic,robustness,low_to_high,all_matched_events,61,54,17.0,19.0,38.0,77.0,107.0,,,,,,56.0,ok
12A2_B8_only_same_event_diagnostic,robustness,low_to_high,captured_episode_first_event,54,54,17.0,19.0,34.0,69.25,106.4,17.0,19.0,34.0,69.25,106.4,49.5,ok
12A2_B8_only_same_event_diagnostic,robustness,low_to_first_50pct,all_matched_events,61,54,17.0,19.0,38.0,77.0,107.0,,,,,,56.0,ok
12A2_B8_only_same_event_diagnostic,robustness,low_to_first_50pct,captured_episode_first_event,54,54,17.0,19.0,34.0,69.25,106.4,17.0,19.0,34.0,69.25,106.4,49.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,pre120_calendar_to_high,all_matched_events,494,326,-58.0,-32.0,20.0,50.0,87.0,,,,,,32.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,pre120_calendar_to_high,captured_episode_first_event,320,326,-65.0,-46.0,-13.0,32.0,59.0,-65.0,-46.0,-13.0,32.0,59.0,-19.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,low_to_high,all_matched_events,320,246,16.0,21.75,40.5,70.25,98.0,,,,,,62.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,low_to_high,captured_episode_first_event,246,246,15.0,20.0,33.0,55.0,87.0,15.0,20.0,33.0,55.0,87.0,51.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,low_to_first_50pct,all_matched_events,320,246,16.0,21.75,40.5,70.25,98.0,,,,,,62.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,low_to_first_50pct,captured_episode_first_event,246,246,15.0,20.0,33.0,55.0,87.0,15.0,20.0,33.0,55.0,87.0,51.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,pre120_calendar_to_high,all_matched_events,288,183,-58.5,-26.5,24.0,50.0,82.0,,,,,,37.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,pre120_calendar_to_high,captured_episode_first_event,179,183,-65.8,-45.5,12.0,35.0,58.60000000000002,-65.8,-45.5,12.0,35.0,58.60000000000002,16.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,low_to_high,all_matched_events,199,151,16.0,23.5,41.0,66.0,90.20000000000002,,,,,,63.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,low_to_high,captured_episode_first_event,151,151,15.0,21.0,34.0,50.0,82.0,15.0,21.0,34.0,50.0,82.0,53.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,low_to_first_50pct,all_matched_events,199,151,16.0,23.5,41.0,66.0,90.20000000000002,,,,,,63.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,low_to_first_50pct,captured_episode_first_event,151,151,15.0,21.0,34.0,50.0,82.0,15.0,21.0,34.0,50.0,82.0,53.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,pre120_calendar_to_high,all_matched_events,28,18,-50.2,-36.0,16.0,42.75,89.0,,,,,,25.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,pre120_calendar_to_high,captured_episode_first_event,18,18,-53.0,-45.0,-30.5,14.0,41.7,-53.0,-45.0,-30.5,14.0,41.7,-44.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,low_to_high,all_matched_events,16,12,16.0,21.0,40.0,80.0,96.0,,,,,,61.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,low_to_high,captured_episode_first_event,12,12,14.4,18.0,34.5,42.75,84.90000000000002,14.4,18.0,34.5,42.75,84.90000000000002,53.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,low_to_first_50pct,all_matched_events,16,12,16.0,21.0,40.0,80.0,96.0,,,,,,61.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,low_to_first_50pct,captured_episode_first_event,12,12,14.4,18.0,34.5,42.75,84.90000000000002,14.4,18.0,34.5,42.75,84.90000000000002,53.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,pre120_calendar_to_high,all_matched_events,167,121,-60.0,-40.0,16.0,38.0,91.0,,,,,,24.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,pre120_calendar_to_high,captured_episode_first_event,119,121,-64.0,-46.0,-20.0,20.0,55.0,-64.0,-46.0,-20.0,20.0,55.0,-32.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,low_to_high,all_matched_events,94,78,17.0,19.25,34.5,72.75,106.4,,,,,,52.5,ok
