split,seed_episode_id,instrument_id,step_signal_date,step_offset,added_family_set,added_family_count,step_status,included_in_primary_fresh_count
train,6ced6e15db2216e9,SH600332,2018-10-31,20,momentum_rps|oscillator|volatility_band,3,after_observable_failure,False
train,6ced6e15db2216e9,SH600332,2018-11-01,21,momentum_rps|oscillator,2,after_observable_failure,False
train,f0119f47ee4aaf27,SH600332,2018-12-03,1,oscillator|price_trend|pullback_drawdown|volatility_band,4,outside_primary_fresh_window,False
train,f0119f47ee4aaf27,SH600332,2018-12-04,2,price_trend|pullback_drawdown,2,outside_primary_fresh_window,False
train,f0119f47ee4aaf27,SH600332,2018-12-05,3,price_trend|pullback_drawdown,2,same_offset_multi_family_step,True
train,eb33df45eb3d509e,SH600332,2019-03-18,1,oscillator|price_trend|range_breakout|volatility_band,4,outside_primary_fresh_window,False
train,eb33df45eb3d509e,SH600332,2019-03-19,2,price_trend|pullback_drawdown,2,outside_primary_fresh_window,False
train,eb33df45eb3d509e,SH600332,2019-04-08,15,oscillator|price_trend|range_breakout|volatility_band,4,same_offset_multi_family_step,True
train,76d99f26cf5fc2ec,SH600332,2019-06-21,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
train,76d99f26cf5fc2ec,SH600332,2019-06-25,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,76d99f26cf5fc2ec,SH600332,2019-07-01,7,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,674fd948d637d8b6,SH600332,2019-12-31,11,momentum_rps|price_trend|volatility_band,3,same_offset_multi_family_step,True
train,224d3e2438d4dc66,SH600332,2020-04-15,13,range_breakout|volume_money,2,after_observable_failure,False
train,224d3e2438d4dc66,SH600332,2020-05-13,30,range_breakout|volume_money,2,after_observable_failure,False
train,1be26fef623a756f,SH600332,2020-06-04,3,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,same_offset_multi_family_step,True
train,f46dd510da553bcd,SH600332,2020-10-16,3,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,same_offset_multi_family_step,True
validation,93ca7f1ace8b53d0,SH600332,2023-02-28,6,oscillator|volume_money,2,same_offset_multi_family_step,True
validation,93ca7f1ace8b53d0,SH600332,2023-03-02,8,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
validation,8078087e67522209,SH600332,2023-09-27,7,oscillator|volume_money,2,same_offset_multi_family_step,True
train,62f4d539daf7fd71,SH600340,2017-11-15,15,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,62f4d539daf7fd71,SH600340,2017-11-17,17,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
train,05ce1436f5d25dfa,SH600340,2018-01-02,17,price_trend|pullback_drawdown|range_breakout|volume_money,4,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-03,18,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-04,19,momentum_rps|price_trend|pullback_drawdown,3,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-05,20,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-08,21,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-09,22,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-10,23,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-11,24,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-12,25,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-15,26,momentum_rps|pullback_drawdown|range_breakout,3,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-16,27,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,after_observable_failure,False
train,05ce1436f5d25dfa,SH600340,2018-01-17,28,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,4f5527f27e1143da,SH600340,2018-02-01,7,momentum_rps|oscillator,2,after_observable_failure,False
train,339131ca710c9c7c,SH600340,2018-05-21,9,momentum_rps|oscillator|range_breakout,3,same_offset_multi_family_step,True
train,03f3d7631196a861,SH600340,2018-07-10,12,momentum_rps|price_trend|volatility_band|volume_money,4,after_observable_failure,False
train,03f3d7631196a861,SH600340,2018-07-11,13,momentum_rps|price_trend|pullback_drawdown,3,after_observable_failure,False
train,03f3d7631196a861,SH600340,2018-07-12,14,momentum_rps|price_trend|pullback_drawdown,3,after_observable_failure,False
train,03f3d7631196a861,SH600340,2018-07-13,15,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,ced79df13cf86ee4,SH600340,2018-08-29,2,momentum_rps|oscillator|price_trend|pullback_drawdown,4,outside_primary_fresh_window,False
train,ced79df13cf86ee4,SH600340,2018-08-30,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,2015b78487077b76,SH600340,2018-10-30,2,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,outside_primary_fresh_window,False
train,2015b78487077b76,SH600340,2018-10-31,3,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,same_offset_multi_family_step,True
train,2015b78487077b76,SH600340,2018-11-19,16,oscillator|volume_money,2,same_offset_multi_family_step,True
train,5a2280ef5c497657,SH600340,2019-01-16,25,oscillator|volume_money,2,after_observable_failure,False
train,58d9f8ff85984b93,SH600340,2019-01-29,2,momentum_rps|price_trend|range_breakout,3,outside_primary_fresh_window,False
train,58d9f8ff85984b93,SH600340,2019-01-30,3,momentum_rps|oscillator|pullback_drawdown|range_breakout,4,same_offset_multi_family_step,True
train,e77259c118d81c34,SH600340,2019-03-21,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,e77259c118d81c34,SH600340,2019-04-01,10,range_breakout|volatility_band|volume_money,3,after_observable_failure,False
train,e77259c118d81c34,SH600340,2019-04-09,15,oscillator|range_breakout|volatility_band|volume_money,4,after_observable_failure,False
train,e77259c118d81c34,SH600340,2019-04-10,16,oscillator|range_breakout|volatility_band,3,after_observable_failure,False
train,443a97f32389aaa3,SH600340,2019-06-11,17,oscillator|range_breakout|volume_money,3,after_observable_failure,False
train,443a97f32389aaa3,SH600340,2019-06-20,24,range_breakout|volume_money,2,after_observable_failure,False
train,443a97f32389aaa3,SH600340,2019-06-21,25,oscillator|range_breakout,2,after_observable_failure,False
train,443a97f32389aaa3,SH600340,2019-06-24,26,oscillator|range_breakout,2,after_observable_failure,False
train,443a97f32389aaa3,SH600340,2019-06-26,28,oscillator|pullback_drawdown|range_breakout,3,after_observable_failure,False
train,443a97f32389aaa3,SH600340,2019-06-27,29,oscillator|pullback_drawdown|range_breakout|volatility_band,4,after_observable_failure,False
train,5f72f2af95aa4dbf,SH600340,2019-10-14,3,oscillator|pullback_drawdown,2,same_offset_multi_family_step,True
train,7411ebaac13dae66,SH600340,2019-12-17,16,oscillator|volatility_band,2,after_observable_failure,False
train,2d81956702b3e4ea,SH600340,2020-03-04,12,oscillator|price_trend|volatility_band|volume_money,4,after_observable_failure,False
train,2d81956702b3e4ea,SH600340,2020-03-05,13,momentum_rps|oscillator|price_trend|volatility_band,4,after_observable_failure,False
train,1d1120055a33b478,SH600340,2020-04-28,1,oscillator|pullback_drawdown|volatility_band,3,outside_primary_fresh_window,False
train,1d1120055a33b478,SH600340,2020-04-29,2,pullback_drawdown|volatility_band,2,outside_primary_fresh_window,False
train,66d110f7f229fccf,SH600340,2020-11-18,1,oscillator|volatility_band,2,outside_primary_fresh_window,False
train,a8de42360b4ffa74,SH600346,2018-05-02,12,oscillator|range_breakout,2,after_observable_failure,False
train,a8de42360b4ffa74,SH600346,2018-05-03,13,oscillator|price_trend|range_breakout|volume_money,4,after_observable_failure,False
train,a8de42360b4ffa74,SH600346,2018-05-04,14,momentum_rps|price_trend|range_breakout,3,after_observable_failure,False
train,a8de42360b4ffa74,SH600346,2018-05-07,15,momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,6,after_observable_failure,False
train,a8de42360b4ffa74,SH600346,2018-05-11,19,momentum_rps|range_breakout,2,after_observable_failure,False
train,a8de42360b4ffa74,SH600346,2018-05-18,24,momentum_rps|oscillator|price_trend|range_breakout|volume_money,5,after_observable_failure,False
train,a8de42360b4ffa74,SH600346,2018-05-21,25,momentum_rps|oscillator|price_trend|range_breakout,4,after_observable_failure,False
train,16227a7a3a9f7c82,SH600346,2018-07-12,7,momentum_rps|price_trend,2,after_observable_failure,False
train,16227a7a3a9f7c82,SH600346,2018-07-13,8,momentum_rps|volatility_band,2,after_observable_failure,False
train,16227a7a3a9f7c82,SH600346,2018-07-24,15,momentum_rps|oscillator|price_trend|volatility_band|volume_money,5,after_observable_failure,False
train,3494cefd96bca1e8,SH600346,2018-08-28,5,range_breakout|volume_money,2,same_offset_multi_family_step,True
train,20d60b21c2e67213,SH600346,2018-11-05,1,pullback_drawdown|volatility_band,2,outside_primary_fresh_window,False
train,20d60b21c2e67213,SH600346,2018-11-07,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,ec1a21d069cd9459,SH600346,2019-02-12,2,oscillator|price_trend|range_breakout|volatility_band,4,outside_primary_fresh_window,False
train,ec1a21d069cd9459,SH600346,2019-02-13,3,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,5,same_offset_multi_family_step,True
train,4795c23f98641828,SH600346,2019-06-19,24,range_breakout|volume_money,2,after_observable_failure,False
train,4795c23f98641828,SH600346,2019-06-21,26,pullback_drawdown|range_breakout,2,after_observable_failure,False
train,53461036d2a88050,SH600346,2019-07-01,1,oscillator|volume_money,2,outside_primary_fresh_window,False
train,53461036d2a88050,SH600346,2019-07-02,2,oscillator|pullback_drawdown|volume_money,3,outside_primary_fresh_window,False
train,53461036d2a88050,SH600346,2019-07-30,22,price_trend|pullback_drawdown|volatility_band,3,after_observable_failure,False
train,53461036d2a88050,SH600346,2019-07-31,23,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,53461036d2a88050,SH600346,2019-08-01,24,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,cb55cd4c081bb88c,SH600346,2019-10-15,1,oscillator|pullback_drawdown|volatility_band,3,outside_primary_fresh_window,False
train,cb55cd4c081bb88c,SH600346,2019-10-16,2,oscillator|pullback_drawdown|volatility_band,3,outside_primary_fresh_window,False
train,461b5f20909c4068,SH600346,2019-12-30,16,momentum_rps|volatility_band,2,same_offset_multi_family_step,True
train,cb5d9013f01a297c,SH600346,2020-04-16,7,momentum_rps|oscillator|price_trend,3,same_offset_multi_family_step,True
train,b4e44ade16cdc5cf,SH600346,2020-06-01,1,pullback_drawdown|volume_money,2,outside_primary_fresh_window,False
train,b4e44ade16cdc5cf,SH600346,2020-06-02,2,pullback_drawdown|volatility_band,2,outside_primary_fresh_window,False
train,b4e44ade16cdc5cf,SH600346,2020-06-03,3,oscillator|pullback_drawdown|volatility_band|volume_money,4,same_offset_multi_family_step,True
train,fa6f1b99f67d1e2c,SH600346,2020-08-05,12,oscillator|pullback_drawdown,2,after_observable_failure,False
train,fa6f1b99f67d1e2c,SH600346,2020-08-06,13,oscillator|pullback_drawdown,2,after_observable_failure,False
train,fa6f1b99f67d1e2c,SH600346,2020-08-31,30,oscillator|pullback_drawdown,2,after_observable_failure,False
train,83d5f56095e8c2c6,SH600346,2020-09-02,1,momentum_rps|range_breakout,2,outside_primary_fresh_window,False
train,83d5f56095e8c2c6,SH600346,2020-09-18,13,momentum_rps|oscillator|range_breakout|volume_money,4,after_observable_failure,False
train,83d5f56095e8c2c6,SH600346,2020-09-21,14,momentum_rps|oscillator|range_breakout,3,after_observable_failure,False
train,83d5f56095e8c2c6,SH600346,2020-10-13,24,momentum_rps|oscillator|range_breakout|volatility_band,4,after_observable_failure,False
train,83d5f56095e8c2c6,SH600346,2020-10-14,25,momentum_rps|oscillator|range_breakout|volatility_band,4,after_observable_failure,False
train,3b67342bae674fb1,SH600346,2020-11-04,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
train,3b67342bae674fb1,SH600346,2020-11-09,4,oscillator|volatility_band|volume_money,3,same_offset_multi_family_step,True
train,216cd3624e141c72,SH600346,2020-12-24,1,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
train,216cd3624e141c72,SH600346,2020-12-25,2,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
train,216cd3624e141c72,SH600346,2020-12-28,3,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
train,216cd3624e141c72,SH600346,2021-01-05,8,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,8ebddd67df79bbd0,SH600346,2021-04-20,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
train,8ebddd67df79bbd0,SH600346,2021-06-02,29,price_trend|volatility_band,2,after_observable_failure,False
train,906be093aee9676d,SH600346,2021-07-06,6,range_breakout|volatility_band,2,same_offset_multi_family_step,True
train,701ffb709f9ff72f,SH600346,2021-09-08,1,oscillator|range_breakout,2,outside_primary_fresh_window,False
train,701ffb709f9ff72f,SH600346,2021-09-09,2,oscillator|price_trend|range_breakout,3,outside_primary_fresh_window,False
train,701ffb709f9ff72f,SH600346,2021-09-13,4,momentum_rps|oscillator|price_trend|range_breakout,4,same_offset_multi_family_step,True
train,2874c9372fa6d494,SH600346,2021-12-13,16,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,after_observable_failure,False
train,2874c9372fa6d494,SH600346,2021-12-14,17,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,2874c9372fa6d494,SH600346,2021-12-15,18,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,2874c9372fa6d494,SH600346,2021-12-16,19,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,2874c9372fa6d494,SH600346,2021-12-30,29,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
train,2874c9372fa6d494,SH600346,2021-12-31,30,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,0adcb7ae0b3bb417,SH600346,2022-01-06,2,oscillator|price_trend|volatility_band|volume_money,4,outside_primary_fresh_window,False
validation,0adcb7ae0b3bb417,SH600346,2022-01-12,6,price_trend|volatility_band,2,same_offset_multi_family_step,True
validation,7c9bcb55101a4919,SH600346,2022-04-07,14,range_breakout|volume_money,2,after_observable_failure,False
validation,7c9bcb55101a4919,SH600346,2022-04-08,15,oscillator|range_breakout|volume_money,3,after_observable_failure,False
validation,7c9bcb55101a4919,SH600346,2022-04-11,16,oscillator|range_breakout|volatility_band|volume_money,4,after_observable_failure,False
validation,3659554eb7edf78d,SH600346,2022-05-06,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
validation,3659554eb7edf78d,SH600346,2022-05-09,2,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
validation,13050c2f580cdd20,SH600346,2022-08-10,2,momentum_rps|price_trend|range_breakout|volume_money,4,outside_primary_fresh_window,False
validation,13050c2f580cdd20,SH600346,2022-08-11,3,momentum_rps|pullback_drawdown|range_breakout,3,same_offset_multi_family_step,True
validation,f2243949d2a4c220,SH600346,2022-11-11,4,volatility_band|volume_money,2,same_offset_multi_family_step,True
validation,7e22e1841a3939ab,SH600346,2023-01-16,5,price_trend|pullback_drawdown|volatility_band|volume_money,4,same_offset_multi_family_step,True
validation,e4c6b93ee21fc30b,SH600346,2023-07-12,1,oscillator|volume_money,2,outside_primary_fresh_window,False
validation,e4c6b93ee21fc30b,SH600346,2023-07-31,14,oscillator|volatility_band,2,same_offset_multi_family_step,True
validation,ef6b2e9f34f18027,SH600346,2023-09-05,2,oscillator|volatility_band,2,outside_primary_fresh_window,False
validation,ef6b2e9f34f18027,SH600346,2023-09-06,3,momentum_rps|pullback_drawdown|volatility_band,3,same_offset_multi_family_step,True
validation,602bc3ce38bf3980,SH600346,2024-01-26,19,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
validation,602bc3ce38bf3980,SH600346,2024-02-20,30,pullback_drawdown|volatility_band,2,after_observable_failure,False
robustness,bc59a077759652f3,SH600346,2024-03-29,27,price_trend|volatility_band,2,same_offset_multi_family_step,True
robustness,40d84616e34cfd0a,SH600346,2024-04-15,5,oscillator|price_trend|volume_money,3,same_offset_multi_family_step,True
robustness,f264435f7e13b873,SH600346,2024-07-12,12,oscillator|volatility_band,2,after_observable_failure,False
robustness,3be84923fe42afcc,SH600346,2024-09-24,24,price_trend|volatility_band|volume_money,3,after_observable_failure,False
robustness,3be84923fe42afcc,SH600346,2024-09-25,25,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
robustness,3be84923fe42afcc,SH600346,2024-09-26,26,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
robustness,3be84923fe42afcc,SH600346,2024-09-27,27,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
robustness,3be84923fe42afcc,SH600346,2024-10-08,29,oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,5,after_observable_failure,False
robustness,3ef1821063231607,SH600346,2024-11-07,1,momentum_rps|oscillator|pullback_drawdown,3,outside_primary_fresh_window,False
robustness,3ef1821063231607,SH600346,2024-11-08,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
robustness,3ef1821063231607,SH600346,2024-11-11,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
robustness,20b358d341480681,SH600346,2025-02-10,1,oscillator|volatility_band|volume_money,3,outside_primary_fresh_window,False
robustness,20b358d341480681,SH600346,2025-02-11,2,oscillator|volatility_band,2,outside_primary_fresh_window,False
robustness,20b358d341480681,SH600346,2025-02-27,14,volatility_band|volume_money,2,same_offset_multi_family_step,True
robustness,20b358d341480681,SH600346,2025-03-04,17,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
robustness,0c80f545b8d4d3e3,SH600346,2025-07-21,12,momentum_rps|price_trend|volatility_band|volume_money,4,same_offset_multi_family_step,True
robustness,513f3ecefee45ca5,SH600346,2025-08-21,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
robustness,29e59385616ef26d,SH600346,2025-11-06,19,price_trend|volume_money,2,after_observable_failure,False
robustness,29e59385616ef26d,SH600346,2025-11-07,20,price_trend|volume_money,2,after_observable_failure,False
robustness,9da2387ba4826f6b,SH600346,2025-12-22,13,oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,5,after_observable_failure,False
robustness,9da2387ba4826f6b,SH600346,2025-12-24,15,price_trend|pullback_drawdown|range_breakout|volatility_band,4,after_observable_failure,False
robustness,9da2387ba4826f6b,SH600346,2025-12-25,16,price_trend|pullback_drawdown|range_breakout|volatility_band,4,after_observable_failure,False
robustness,9da2387ba4826f6b,SH600346,2025-12-26,17,price_trend|pullback_drawdown|range_breakout|volatility_band,4,after_observable_failure,False
robustness,9da2387ba4826f6b,SH600346,2025-12-30,19,price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,5,after_observable_failure,False
robustness,9da2387ba4826f6b,SH600346,2025-12-31,20,price_trend|pullback_drawdown|range_breakout|volatility_band,4,after_observable_failure,False
robustness,718238c2cfb40c97,SH600350,2025-07-16,3,momentum_rps|pullback_drawdown|range_breakout,3,same_offset_multi_family_step,True
train,a5e2553843fb395f,SH600352,2019-06-27,30,price_trend|pullback_drawdown|range_breakout,3,after_observable_failure,False
train,af673f7687629fca,SH600352,2020-08-05,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
train,98ba9de413eeafa6,SH600352,2021-02-09,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
train,98ba9de413eeafa6,SH600352,2021-02-10,2,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
train,98ba9de413eeafa6,SH600352,2021-02-18,3,oscillator|pullback_drawdown,2,same_offset_multi_family_step,True
train,62d6751de0edd0a0,SH600362,2017-11-24,29,momentum_rps|volatility_band,2,after_observable_failure,False
train,069eef7ccb61f61c,SH600362,2017-11-29,1,oscillator|price_trend|pullback_drawdown|volume_money,4,outside_primary_fresh_window,False
train,069eef7ccb61f61c,SH600362,2017-11-30,2,oscillator|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
train,069eef7ccb61f61c,SH600362,2017-12-26,20,oscillator|price_trend,2,same_offset_multi_family_step,True
train,09ae1e8d0b8d83be,SH600362,2018-01-31,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
train,09ae1e8d0b8d83be,SH600362,2018-02-02,4,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
train,09ae1e8d0b8d83be,SH600362,2018-02-05,5,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,after_observable_failure,False
train,09ae1e8d0b8d83be,SH600362,2018-02-06,6,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,24c4dbf9ccd1828c,SH600362,2018-07-24,1,oscillator|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
train,24c4dbf9ccd1828c,SH600362,2018-07-25,2,price_trend|pullback_drawdown,2,outside_primary_fresh_window,False
train,0ffc6dd341d3226a,SH600362,2019-02-25,1,oscillator|price_trend|volume_money,3,outside_primary_fresh_window,False
train,0ffc6dd341d3226a,SH600362,2019-02-26,2,momentum_rps|oscillator|price_trend|volume_money,4,outside_primary_fresh_window,False
train,0ffc6dd341d3226a,SH600362,2019-03-06,8,price_trend|volume_money,2,same_offset_multi_family_step,True
train,4cf98d013603b8c7,SH600362,2019-05-21,22,momentum_rps|price_trend|range_breakout,3,after_observable_failure,False
train,26af5101c01d5775,SH600362,2019-06-12,1,momentum_rps|oscillator|pullback_drawdown,3,outside_primary_fresh_window,False
train,26af5101c01d5775,SH600362,2019-06-25,10,price_trend|volatility_band,2,same_offset_multi_family_step,True
train,13b3cb74534032de,SH600362,2019-12-10,25,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
train,0838212deb67d727,SH600362,2019-12-27,3,momentum_rps|oscillator,2,same_offset_multi_family_step,True
train,c5596fd72c97cf1c,SH600362,2020-09-01,1,momentum_rps|price_trend|range_breakout,3,outside_primary_fresh_window,False
train,c5596fd72c97cf1c,SH600362,2020-09-02,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
train,c5596fd72c97cf1c,SH600362,2020-09-03,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,c5596fd72c97cf1c,SH600362,2020-09-18,14,price_trend|range_breakout,2,after_observable_failure,False
train,c5596fd72c97cf1c,SH600362,2020-09-21,15,oscillator|price_trend|range_breakout,3,after_observable_failure,False
train,8ecb7baa6c49f483,SH600362,2020-11-03,9,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,same_offset_multi_family_step,True
train,667e21119d57bd1b,SH600362,2021-01-06,12,pullback_drawdown|volume_money,2,after_observable_failure,False
train,667e21119d57bd1b,SH600362,2021-01-07,13,oscillator|pullback_drawdown|volume_money,3,after_observable_failure,False
train,667e21119d57bd1b,SH600362,2021-01-08,14,oscillator|pullback_drawdown|volume_money,3,after_observable_failure,False
train,78b27b66d4707c51,SH600362,2021-02-18,2,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,outside_primary_fresh_window,False
train,78b27b66d4707c51,SH600362,2021-02-19,3,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
train,230b7a8d9c6c9c60,SH600362,2021-07-06,1,momentum_rps|price_trend|range_breakout,3,outside_primary_fresh_window,False
train,230b7a8d9c6c9c60,SH600362,2021-07-09,4,momentum_rps|price_trend|range_breakout,3,same_offset_multi_family_step,True
train,230b7a8d9c6c9c60,SH600362,2021-07-12,5,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,c45d38632aced5ab,SH600362,2021-08-27,1,momentum_rps|range_breakout|volatility_band,3,outside_primary_fresh_window,False
train,c45d38632aced5ab,SH600362,2021-08-30,2,momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,6,outside_primary_fresh_window,False
train,c45d38632aced5ab,SH600362,2021-08-31,3,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,same_offset_multi_family_step,True
train,c45d38632aced5ab,SH600362,2021-09-09,10,oscillator|volume_money,2,same_offset_multi_family_step,True
train,c6532298769af365,SH600362,2021-11-19,23,range_breakout|volume_money,2,after_observable_failure,False
validation,57856f753df81257,SH600362,2022-02-10,16,momentum_rps|price_trend|volatility_band,3,after_observable_failure,False
validation,57856f753df81257,SH600362,2022-02-11,17,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,57856f753df81257,SH600362,2022-02-14,18,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,34765859a8cb0c50,SH600362,2022-09-09,2,momentum_rps|oscillator|price_trend|range_breakout|volatility_band,5,outside_primary_fresh_window,False
validation,34765859a8cb0c50,SH600362,2022-09-13,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
validation,d431eb8f0ecb2267,SH600362,2022-11-07,3,price_trend|pullback_drawdown|volatility_band|volume_money,4,same_offset_multi_family_step,True
validation,3ad3866a9c6800a4,SH600362,2023-01-09,7,oscillator|price_trend|range_breakout|volume_money,4,same_offset_multi_family_step,True
validation,504d8fc96b9e1e65,SH600362,2023-04-11,3,oscillator|volume_money,2,same_offset_multi_family_step,True
validation,504d8fc96b9e1e65,SH600362,2023-04-12,4,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
validation,adbf8d33416ef9ff,SH600362,2023-06-16,6,oscillator|volume_money,2,same_offset_multi_family_step,True
validation,8f5aadef56f0f3ba,SH600362,2023-07-31,4,oscillator|pullback_drawdown,2,same_offset_multi_family_step,True
validation,8f5aadef56f0f3ba,SH600362,2023-09-04,29,momentum_rps|price_trend,2,same_offset_multi_family_step,True
validation,9b4b78b601676823,SH600362,2023-12-27,17,oscillator|range_breakout,2,after_observable_failure,False
validation,9b4b78b601676823,SH600362,2023-12-28,18,oscillator|range_breakout|volatility_band,3,after_observable_failure,False
validation,9b4b78b601676823,SH600362,2023-12-29,19,range_breakout|volatility_band,2,after_observable_failure,False
validation,9b4b78b601676823,SH600362,2024-01-02,20,pullback_drawdown|range_breakout|volatility_band,3,after_observable_failure,False
validation,9b4b78b601676823,SH600362,2024-01-03,21,momentum_rps|pullback_drawdown|range_breakout,3,after_observable_failure,False
validation,9b4b78b601676823,SH600362,2024-01-09,25,range_breakout|volatility_band,2,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-01-26,1,price_trend|range_breakout,2,outside_primary_fresh_window,False
robustness,e69619f3ecefb757,SH600362,2024-02-19,11,price_trend|range_breakout,2,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-02-20,12,oscillator|range_breakout,2,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-02-22,14,price_trend|range_breakout,2,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-02-23,15,momentum_rps|price_trend|range_breakout,3,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-03-07,24,oscillator|price_trend|range_breakout,3,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-03-08,25,momentum_rps|oscillator|price_trend|range_breakout,4,after_observable_failure,False
robustness,e69619f3ecefb757,SH600362,2024-03-15,30,momentum_rps|oscillator|price_trend|range_breakout,4,after_observable_failure,False
