instrument,qfq_row_n,upstream_15a_price_path_status,upstream_15b_price_path_status,qfq_price_source_status,required_labelable_step_n,max_step_end_pos,step_bounds_out_of_qfq_n,price_path_status,blocking_reason
SH600256,2268,pass,pass,pass,63,2215,0,pass,
SH600258,2281,pass,pass,pass,272,1037,0,pass,
SH600266,2281,pass,pass,pass,561,1596,0,pass,
SH600271,2276,pass,pass,pass,79,404,0,pass,
SH600295,2280,pass,pass,pass,462,1146,0,pass,
SH600307,2281,pass,pass,pass,424,1147,0,pass,
SH600320,2281,pass,pass,pass,758,1992,0,pass,
SH600329,2280,pass,pass,pass,558,2093,0,pass,
SH600332,2233,pass,pass,pass,45,292,0,pass,
SH600348,2281,pass,pass,pass,443,1108,0,pass,
SH600369,2281,pass,pass,pass,22,554,0,pass,
SH600372,2258,pass,pass,pass,629,2166,0,pass,
SH600373,2278,pass,pass,pass,664,1538,0,pass,
SH600376,2281,pass,pass,pass,832,2117,0,pass,
SH600378,2144,pass,pass,pass,176,2141,0,pass,
SH600383,2281,pass,pass,pass,290,848,0,pass,
SH600398,2276,pass,pass,pass,27,1949,0,pass,
SH600438,2271,pass,pass,pass,126,2145,0,pass,
SH600456,2281,pass,pass,pass,114,1193,0,pass,
SH600507,2281,pass,pass,pass,460,1141,0,pass,
SH600517,2270,pass,pass,pass,100,1144,0,pass,
SH600518,2246,pass,pass,pass,277,1131,0,pass,
SH600546,2235,pass,pass,pass,501,1686,0,pass,
SH600578,2281,pass,pass,pass,896,2270,0,pass,
SH600582,2281,pass,pass,pass,767,1732,0,pass,
SH600601,2277,pass,pass,pass,85,2263,0,pass,
SH600606,2276,pass,pass,pass,343,1896,0,pass,
SH600643,2206,pass,pass,pass,3,444,0,pass,
SH600648,2271,pass,pass,pass,12,538,0,pass,
SH600649,2223,pass,pass,pass,9,471,0,pass,
SH600657,2158,pass,pass,pass,382,1152,0,pass,
SH600663,2271,pass,pass,pass,303,1102,0,pass,
SH600682,2131,pass,pass,pass,182,717,0,pass,
SH600688,2281,pass,pass,pass,405,2221,0,pass,
SH600718,2271,pass,pass,pass,9,529,0,pass,
SH600729,2247,pass,pass,pass,525,1504,0,pass,
SH600737,2281,pass,pass,pass,953,2090,0,pass,
SH600741,2281,pass,pass,pass,349,930,0,pass,
SH600745,2095,pass,pass,pass,63,1937,0,pass,
SH600748,2280,pass,pass,pass,16,561,0,pass,
SH600764,2150,pass,pass,pass,84,761,0,pass,
SH600771,2281,pass,pass,pass,439,1100,0,pass,
SH600801,2279,pass,pass,pass,71,390,0,pass,
SH600820,2281,pass,pass,pass,904,2072,0,pass,
SH600839,2281,pass,pass,pass,722,1645,0,pass,
SH600845,2279,pass,pass,pass,74,1568,0,pass,
SH600848,2204,pass,pass,pass,321,2074,0,pass,
SH600863,2273,pass,pass,pass,256,1148,0,pass,
SH600867,2269,pass,pass,pass,86,846,0,pass,
SH600873,2281,pass,pass,pass,541,1298,0,pass,
SH600882,2265,pass,pass,pass,46,1058,0,pass,
SH600901,2000,pass,pass,pass,194,1975,0,pass,
SH600917,2276,pass,pass,pass,395,1029,0,pass,
SH600959,2179,pass,pass,pass,14,437,0,pass,
SH600967,2281,pass,pass,pass,15,2091,0,pass,
SH600984,2271,pass,pass,pass,30,864,0,pass,
SH600998,2281,pass,pass,pass,136,870,0,pass,
SH601000,2279,pass,pass,pass,763,1723,0,pass,
SH601003,2207,pass,pass,pass,874,2011,0,pass,
SH601005,2080,pass,pass,pass,455,940,0,pass,
SH601012,2275,pass,pass,pass,136,2138,0,pass,
SH601018,2281,pass,pass,pass,16,553,0,pass,
SH601019,2065,pass,pass,pass,647,1322,0,pass,
SH601059,786,pass,pass,pass,178,624,0,pass,
SH601068,1874,pass,pass,pass,41,182,0,pass,
SH601111,2280,pass,pass,pass,17,548,0,pass,
SH601127,2266,pass,pass,pass,56,1314,0,pass,
SH601162,1839,pass,pass,pass,129,1656,0,pass,
SH601179,2281,pass,pass,pass,149,799,0,pass,
SH601198,2261,pass,pass,pass,24,559,0,pass,
SH601225,2281,pass,pass,pass,134,2232,0,pass,
SH601318,2281,pass,pass,pass,320,947,0,pass,
SH601333,2281,pass,pass,pass,421,1562,0,pass,
SH601375,2281,pass,pass,pass,240,974,0,pass,
SH601567,2281,pass,pass,pass,100,2227,0,pass,
SH601606,1893,pass,pass,pass,9,1718,0,pass,
SH601696,1517,pass,pass,pass,14,90,0,pass,
SH601699,2281,pass,pass,pass,54,2130,0,pass,
SH601718,2281,pass,pass,pass,746,2088,0,pass,
SH601727,2150,pass,pass,pass,50,1995,0,pass,
SH601801,2268,pass,pass,pass,539,1547,0,pass,
SH601828,2020,pass,pass,pass,179,840,0,pass,
SH601865,1767,pass,pass,pass,7,1381,0,pass,
SH601901,2271,pass,pass,pass,374,965,0,pass,
SH601908,2281,pass,pass,pass,71,1138,0,pass,
SH601919,2231,pass,pass,pass,172,2024,0,pass,
SH601933,2275,pass,pass,pass,23,788,0,pass,
SH601952,2195,pass,pass,pass,325,794,0,pass,
SH601998,2281,pass,pass,pass,157,2064,0,pass,
SH603043,2166,pass,pass,pass,187,758,0,pass,
SH603087,1435,pass,pass,pass,16,130,0,pass,
SH603103,2094,pass,pass,pass,1011,2023,0,pass,
SH603119,683,pass,pass,pass,3,519,0,pass,
SH603127,2123,pass,pass,pass,45,991,0,pass,
SH603179,2233,pass,pass,pass,33,2146,0,pass,
SH603233,2142,pass,pass,pass,54,1297,0,pass,
SH603298,2281,pass,pass,pass,244,2213,0,pass,
SH603328,2280,pass,pass,pass,1033,2251,0,pass,
SH603379,1735,pass,pass,pass,831,1673,0,pass,
SH603489,1587,pass,pass,pass,157,470,0,pass,
SH603515,2281,pass,pass,pass,134,1006,0,pass,
SH603516,2014,pass,pass,pass,24,1924,0,pass,
SH603529,1201,pass,pass,pass,54,909,0,pass,
SH603596,1961,pass,pass,pass,125,1663,0,pass,
SH603688,2281,pass,pass,pass,276,2274,0,pass,
SH603728,2199,pass,pass,pass,110,1888,0,pass,
SH603806,2281,pass,pass,pass,128,2211,0,pass,
SH603833,2220,pass,pass,pass,107,1843,0,pass,
SH603858,2281,pass,pass,pass,178,854,0,pass,
SH603881,2258,pass,pass,pass,715,2189,0,pass,
SH603888,2279,pass,pass,pass,501,1519,0,pass,
SH603920,2204,pass,pass,pass,42,2126,0,pass,
SH603983,1658,pass,pass,pass,50,193,0,pass,
SH605111,1370,pass,pass,pass,50,276,0,pass,
SZ000002,2276,pass,pass,pass,57,1876,0,pass,
SZ000028,2281,pass,pass,pass,531,1536,0,pass,
SZ000032,2132,pass,pass,pass,48,1372,0,pass,
SZ000035,2061,pass,pass,pass,816,2008,0,pass,
SZ000069,2281,pass,pass,pass,196,1032,0,pass,
SZ000089,2281,pass,pass,pass,208,871,0,pass,
SZ000157,2281,pass,pass,pass,15,1000,0,pass,
SZ000166,2264,pass,pass,pass,326,1124,0,pass,
SZ000301,2110,pass,pass,pass,240,2050,0,pass,
SZ000426,2232,pass,pass,pass,542,2150,0,pass,
SZ000501,2281,pass,pass,pass,315,868,0,pass,
SZ000563,2256,pass,pass,pass,136,502,0,pass,
SZ000564,2114,pass,pass,pass,314,1762,0,pass,
SZ000581,2281,pass,pass,pass,531,1985,0,pass,
SZ000661,2272,pass,pass,pass,127,2118,0,pass,
SZ000672,2274,pass,pass,pass,50,861,0,pass,
SZ000681,2281,pass,pass,pass,850,2193,0,pass,
SZ000683,2281,pass,pass,pass,232,2222,0,pass,
SZ000685,2281,pass,pass,pass,966,2123,0,pass,
SZ000686,2281,pass,pass,pass,311,853,0,pass,
SZ000708,2275,pass,pass,pass,175,2213,0,pass,
SZ000709,2281,pass,pass,pass,203,1141,0,pass,
SZ000717,2280,pass,pass,pass,326,1140,0,pass,
SZ000728,2275,pass,pass,pass,299,907,0,pass,
SZ000750,2262,pass,pass,pass,292,843,0,pass,
SZ000762,2281,pass,pass,pass,12,1134,0,pass,
SZ000776,2281,pass,pass,pass,489,1195,0,pass,
SZ000778,2281,pass,pass,pass,769,2217,0,pass,
SZ000813,2279,pass,pass,pass,155,550,0,pass,
SZ000826,2256,pass,pass,pass,14,525,0,pass,
SZ000831,2280,pass,pass,pass,209,1009,0,pass,
SZ000877,2268,pass,pass,pass,37,2087,0,pass,
SZ000930,2142,pass,pass,pass,349,1046,0,pass,
SZ000963,2281,pass,pass,pass,182,2095,0,pass,
SZ000966,2270,pass,pass,pass,3,1058,0,pass,
SZ000970,2275,pass,pass,pass,555,1325,0,pass,
SZ000981,2120,pass,pass,pass,24,2031,0,pass,
SZ000983,2271,pass,pass,pass,455,1130,0,pass,
SZ000997,2281,pass,pass,pass,767,1991,0,pass,
SZ001979,2265,pass,pass,pass,73,1866,0,pass,
SZ002015,2162,pass,pass,pass,484,2148,0,pass,
SZ002024,2262,pass,pass,pass,22,853,0,pass,
SZ002025,2161,pass,pass,pass,178,1091,0,pass,
SZ002038,2281,pass,pass,pass,45,340,0,pass,
SZ002044,2276,pass,pass,pass,206,1000,0,pass,
SZ002049,2155,pass,pass,pass,190,2010,0,pass,
SZ002081,2281,pass,pass,pass,20,875,0,pass,
SZ002092,2260,pass,pass,pass,71,1134,0,pass,
SZ002110,2181,pass,pass,pass,252,1042,0,pass,
SZ002124,2267,pass,pass,pass,141,869,0,pass,
SZ002126,2281,pass,pass,pass,149,2273,0,pass,
SZ002129,2044,pass,pass,pass,99,1974,0,pass,
SZ002130,2258,pass,pass,pass,95,2095,0,pass,
SZ002142,2275,pass,pass,pass,447,2252,0,pass,
SZ002145,2281,pass,pass,pass,33,1116,0,pass,
SZ002153,2268,pass,pass,pass,271,2183,0,pass,
SZ002179,2281,pass,pass,pass,58,1882,0,pass,
SZ002180,2253,pass,pass,pass,56,1853,0,pass,
SZ002191,2281,pass,pass,pass,252,1221,0,pass,
SZ002192,2269,pass,pass,pass,20,1125,0,pass,
SZ002195,2281,pass,pass,pass,136,2190,0,pass,
SZ002216,2281,pass,pass,pass,37,885,0,pass,
SZ002217,2238,pass,pass,pass,82,732,0,pass,
SZ002230,2281,pass,pass,pass,218,2195,0,pass,
SZ002233,2281,pass,pass,pass,323,875,0,pass,
SZ002240,2275,pass,pass,pass,427,2254,0,pass,
SZ002243,2270,pass,pass,pass,55,845,0,pass,
SZ002250,2281,pass,pass,pass,87,888,0,pass,
SZ002252,1966,pass,pass,pass,135,551,0,pass,
SZ002265,2270,pass,pass,pass,9,2067,0,pass,
SZ002271,2281,pass,pass,pass,244,2218,0,pass,
SZ002302,2281,pass,pass,pass,12,537,0,pass,
SZ002326,2276,pass,pass,pass,16,1165,0,pass,
SZ002340,2276,pass,pass,pass,165,2194,0,pass,
SZ002351,2281,pass,pass,pass,424,1538,0,pass,
SZ002352,2278,pass,pass,pass,149,2047,0,pass,
SZ002385,2276,pass,pass,pass,45,1177,0,pass,
SZ002399,2172,pass,pass,pass,108,762,0,pass,
SZ002402,2267,pass,pass,pass,9,2107,0,pass,
SZ002415,2279,pass,pass,pass,88,1520,0,pass,
SZ002419,2281,pass,pass,pass,42,341,0,pass,
SZ002422,2281,pass,pass,pass,188,2103,0,pass,
SZ002440,2274,pass,pass,pass,1019,2211,0,pass,
SZ002458,2258,pass,pass,pass,62,661,0,pass,
SZ002459,2209,pass,pass,pass,71,2073,0,pass,
SZ002468,2281,pass,pass,pass,57,624,0,pass,
SZ002472,2281,pass,pass,pass,77,2119,0,pass,
SZ002481,2281,pass,pass,pass,42,852,0,pass,
SZ002500,2276,pass,pass,pass,175,849,0,pass,
SZ002563,2281,pass,pass,pass,283,1059,0,pass,
SZ002568,2281,pass,pass,pass,96,1521,0,pass,
SZ002583,2281,pass,pass,pass,609,1899,0,pass,
SZ002585,2281,pass,pass,pass,58,1202,0,pass,
SZ002626,2276,pass,pass,pass,60,1054,0,pass,
SZ002673,2275,pass,pass,pass,105,972,0,pass,
SZ002714,2281,pass,pass,pass,76,2114,0,pass,
SZ002737,2281,pass,pass,pass,569,1427,0,pass,
SZ002739,1948,pass,pass,pass,170,674,0,pass,
SZ002745,2199,pass,pass,pass,178,772,0,pass,
SZ002773,2281,pass,pass,pass,24,2091,0,pass,
SZ002821,2281,pass,pass,pass,264,2267,0,pass,
SZ002841,2269,pass,pass,pass,66,1023,0,pass,
SZ002865,2208,pass,pass,pass,27,1347,0,pass,
SZ002920,2041,pass,pass,pass,275,1879,0,pass,
SZ002926,2013,pass,pass,pass,178,586,0,pass,
SZ002945,1783,pass,pass,pass,20,100,0,pass,
SZ002966,1652,pass,pass,pass,165,1430,0,pass,
SZ002985,1473,pass,pass,pass,112,310,0,pass,
SZ003035,1296,pass,pass,pass,455,1242,0,pass,
SZ300002,2281,pass,pass,pass,45,2122,0,pass,
SZ300004,2206,pass,pass,pass,974,2122,0,pass,
SZ300015,2268,pass,pass,pass,63,1868,0,pass,
SZ300027,2280,pass,pass,pass,194,886,0,pass,
SZ300033,2281,pass,pass,pass,108,2189,0,pass,
SZ300070,2272,pass,pass,pass,146,1896,0,pass,
SZ300094,2281,pass,pass,pass,359,1224,0,pass,
SZ300096,2271,pass,pass,pass,16,535,0,pass,
SZ300098,2255,pass,pass,pass,600,1896,0,pass,
SZ300145,2178,pass,pass,pass,741,1990,0,pass,
SZ300146,2161,pass,pass,pass,103,945,0,pass,
SZ300168,2229,pass,pass,pass,63,834,0,pass,
SZ300170,2281,pass,pass,pass,104,2192,0,pass,
SZ300176,2263,pass,pass,pass,148,523,0,pass,
SZ300198,2064,pass,pass,pass,178,670,0,pass,
SZ300204,2281,pass,pass,pass,11,2095,0,pass,
SZ300212,2204,pass,pass,pass,62,1805,0,pass,
SZ300225,2143,pass,pass,pass,337,907,0,pass,
SZ300226,2281,pass,pass,pass,365,1523,0,pass,
SZ300229,2203,pass,pass,pass,7,1441,0,pass,
SZ300230,2281,pass,pass,pass,124,763,0,pass,
SZ300251,2281,pass,pass,pass,95,2210,0,pass,
SZ300252,2219,pass,pass,pass,821,2129,0,pass,
SZ300266,2096,pass,pass,pass,106,718,0,pass,
SZ300288,2281,pass,pass,pass,539,1562,0,pass,
SZ300307,2256,pass,pass,pass,866,1963,0,pass,
SZ300324,2152,pass,pass,pass,638,1972,0,pass,
SZ300359,2252,pass,pass,pass,188,867,0,pass,
SZ300365,2281,pass,pass,pass,6,532,0,pass,
SZ300374,2269,pass,pass,pass,855,1895,0,pass,
SZ300383,2178,pass,pass,pass,187,2145,0,pass,
SZ300384,2189,pass,pass,pass,240,1036,0,pass,
SZ300393,2276,pass,pass,pass,173,1094,0,pass,
SZ300394,2269,pass,pass,pass,270,2197,0,pass,
SZ300441,2206,pass,pass,pass,76,775,0,pass,
SZ300448,2278,pass,pass,pass,42,743,0,pass,
SZ300497,2281,pass,pass,pass,214,1226,0,pass,
SZ300510,2069,pass,pass,pass,315,908,0,pass,
SZ300523,2196,pass,pass,pass,114,656,0,pass,
SZ300568,2281,pass,pass,pass,214,2154,0,pass,
SZ300571,2276,pass,pass,pass,835,2267,0,pass,
SZ300572,2276,pass,pass,pass,100,870,0,pass,
SZ300581,2281,pass,pass,pass,66,1099,0,pass,
SZ300595,2271,pass,pass,pass,55,1871,0,pass,
SZ300612,2084,pass,pass,pass,281,675,0,pass,
SZ300616,2241,pass,pass,pass,160,1047,0,pass,
SZ300624,2015,pass,pass,pass,232,1925,0,pass,
SZ300660,2173,pass,pass,pass,62,2004,0,pass,
SZ300662,2131,pass,pass,pass,22,743,0,pass,
SZ300683,2078,pass,pass,pass,240,570,0,pass,
SZ300688,2113,pass,pass,pass,657,1407,0,pass,
SZ300694,1849,pass,pass,pass,22,122,0,pass,
SZ300696,2126,pass,pass,pass,58,1026,0,pass,
SZ300702,2106,pass,pass,pass,85,980,0,pass,
SZ300718,2077,pass,pass,pass,23,1882,0,pass,
SZ300722,2071,pass,pass,pass,575,1864,0,pass,
SZ300723,2069,pass,pass,pass,20,1860,0,pass,
SZ300726,2066,pass,pass,pass,439,2060,0,pass,
SZ300738,2024,pass,pass,pass,113,2012,0,pass,
SZ300747,1923,pass,pass,pass,481,1919,0,pass,
SZ300768,1728,pass,pass,pass,127,367,0,pass,
SZ300771,1722,pass,pass,pass,33,197,0,pass,
SZ300773,1719,pass,pass,pass,55,200,0,pass,
SZ300775,1704,pass,pass,pass,219,1631,0,pass,
SZ300779,1703,pass,pass,pass,16,1489,0,pass,
SZ300783,1667,pass,pass,pass,87,430,0,pass,
SZ300803,1582,pass,pass,pass,104,1416,0,pass,
SZ300805,1579,pass,pass,pass,56,220,0,pass,
SZ300811,1552,pass,pass,pass,76,1547,0,pass,
SZ300815,1535,pass,pass,pass,522,1345,0,pass,
SZ300860,1395,pass,pass,pass,131,340,0,pass,
SZ300972,1238,pass,pass,pass,89,1158,0,pass,
SZ301029,1173,pass,pass,pass,175,1007,0,pass,
SZ301035,1170,pass,pass,pass,258,1149,0,pass,
SZ301039,1182,pass,pass,pass,134,499,0,pass,
SZ301165,852,pass,pass,pass,63,839,0,pass,
SZ301200,1030,pass,pass,pass,76,998,0,pass,
SZ301219,1017,pass,pass,pass,473,998,0,pass,
SZ301236,1019,pass,pass,pass,172,405,0,pass,
SZ301275,296,pass,pass,pass,71,207,0,pass,
SZ301297,813,pass,pass,pass,63,801,0,pass,
SZ301363,880,pass,pass,pass,373,784,0,pass,
SZ301606,444,pass,pass,pass,95,386,0,pass,
