code,name,instrument,exchange,base_date,price_date,close,shares_date,total_shares,shares_source,market_cap
000301,东方盛虹,SZ000301,SZ,2025-12-31,2025-12-31,10.89,2025-12-10,6611230317.0,stock_zh_a_gbjg_em,71996298152.13
603228,景旺电子,SH603228,SH,2025-12-31,2025-12-31,73.09,2025-12-31,984812493.0,stock_zh_a_gbjg_em,71979945113.37001
002920,德赛西威,SZ002920,SZ,2025-12-31,2025-12-31,120.3,2025-12-31,596842634.0,stock_zh_a_gbjg_em,71800168870.2
002074,国轩高科,SZ002074,SZ,2025-12-31,2025-12-31,39.11,2025-12-31,1814113804.0,stock_zh_a_gbjg_em,70949990874.44
600196,复星医药,SH600196,SH,2025-12-31,2025-12-31,26.49,2025-05-30,2670429325.0,stock_zh_a_gbjg_em,70739672819.25
601018,宁波港,SH601018,SH,2025-12-31,2025-12-31,3.63,2025-09-29,19454388399.0,stock_zh_a_gbjg_em,70619429888.37
000768,中航西飞,SZ000768,SZ,2025-12-31,2025-12-31,25.38,2025-12-31,2781149071.0,stock_zh_a_gbjg_em,70585563421.98
601061,中信金属,SH601061,SH,2025-12-31,2025-12-31,14.4,2023-12-31,4900000000.0,stock_zh_a_gbjg_em,70560000000.0
600703,三安光电,SH600703,SH,2025-12-31,2025-12-31,14.13,2023-07-13,4989018727.0,stock_zh_a_gbjg_em,70494834612.51001
000938,紫光股份,SZ000938,SZ,2025-12-31,2025-12-31,24.6,2025-12-31,2860079874.0,stock_zh_a_gbjg_em,70357964900.40001
600879,航天电子,SH600879,SH,2025-12-31,2025-12-31,21.32,2025-02-11,3299299334.0,stock_zh_a_gbjg_em,70341061800.88
000596,古井贡酒,SZ000596,SZ,2025-12-31,2025-12-31,132.6,2022-01-24,528600000.0,stock_zh_a_gbjg_em,70092360000.0
000963,华东医药,SZ000963,SZ,2025-12-31,2025-12-31,39.45,2025-12-31,1754021048.0,stock_zh_a_gbjg_em,69196130343.6
001965,招商公路,SZ001965,SZ,2025-12-31,2025-12-31,10.08,2025-10-30,6795094992.0,stock_zh_a_gbjg_em,68494557519.36
600176,中国巨石,SH600176,SH,2025-12-31,2025-12-31,17.1,2021-05-21,4003136728.0,stock_zh_a_gbjg_em,68453638048.8
601231,环旭电子,SH601231,SH,2025-12-31,2025-12-31,30.0,2025-12-31,2279344030.0,stock_zh_a_gbjg_em,68380320900.0
601838,成都银行,SH601838,SH,2025-12-31,2025-12-31,16.12,2025-02-05,4238435356.0,stock_zh_a_gbjg_em,68323577938.72
600895,张江高科,SH600895,SH,2025-12-31,2025-12-31,43.9,2008-10-24,1548689550.0,stock_zh_a_gbjg_em,67987471245.0
600674,川投能源,SH600674,SH,2025-12-31,2025-12-31,13.9,2024-01-31,4874606828.0,stock_zh_a_gbjg_em,67757034909.200005
002595,豪迈科技,SZ002595,SZ,2025-12-31,2025-12-31,84.51,2025-12-31,800000000.0,stock_zh_a_gbjg_em,67608000000.00001
000975,山金国际,SZ000975,SZ,2025-12-31,2025-12-31,24.33,2025-04-28,2776722265.0,stock_zh_a_gbjg_em,67557652707.45
600673,东阳光,SH600673,SH,2025-12-31,2025-12-31,22.43,2025-05-29,3009555059.0,stock_zh_a_gbjg_em,67504319973.37
601808,中海油服,SH601808,SH,2025-12-31,2025-12-31,14.04,2014-04-14,4771592000.0,stock_zh_a_gbjg_em,66993151679.99999
002049,紫光国微,SZ002049,SZ,2025-12-31,2025-12-29,78.81,2025-12-31,849624657.0,stock_zh_a_gbjg_em,66958919218.17
600426,华鲁恒升,SH600426,SH,2025-12-31,2025-12-31,31.43,2025-09-23,2123219998.0,stock_zh_a_gbjg_em,66732804537.14
600023,浙能电力,SH600023,SH,2025-12-31,2025-12-31,4.95,2022-09-01,13408732749.0,stock_zh_a_gbjg_em,66373227107.55
601607,上海医药,SH601607,SH,2025-12-31,2025-12-31,17.86,2025-04-08,3708361809.0,stock_zh_a_gbjg_em,66231341908.74
601168,西部矿业,SH601168,SH,2025-12-31,2025-12-31,27.64,2010-07-12,2383000000.0,stock_zh_a_gbjg_em,65866120000.0
600584,长电科技,SH600584,SH,2025-12-31,2025-12-31,36.78,2024-04-28,1789414570.0,stock_zh_a_gbjg_em,65814667884.6
600549,厦门钨业,SH600549,SH,2025-12-31,2025-12-31,41.06,2025-06-13,1587585826.0,stock_zh_a_gbjg_em,65186274015.560005
600372,中航机载,SH600372,SH,2025-12-31,2025-12-31,13.42,2025-01-20,4838896630.0,stock_zh_a_gbjg_em,64937992774.6
601991,大唐发电,SH601991,SH,2025-12-31,2025-12-31,3.49,2021-03-24,18506710504.0,stock_zh_a_gbjg_em,64588419658.96001
600803,新奥股份,SH600803,SH,2025-12-31,2025-12-31,20.76,2025-12-30,3097087607.0,stock_zh_a_gbjg_em,64295538721.32001
601901,方正证券,SH601901,SH,2025-12-31,2025-12-31,7.8,2017-08-08,8232101395.0,stock_zh_a_gbjg_em,64210390881.0
601377,兴业证券,SH601377,SH,2025-12-31,2025-12-31,7.42,2022-08-25,8635987294.0,stock_zh_a_gbjg_em,64079025721.479996
600026,中远海能,SH600026,SH,2025-12-31,2025-12-31,11.68,2025-10-22,5465220839.0,stock_zh_a_gbjg_em,63833779399.52
000426,兴业银锡,SZ000426,SZ,2025-12-31,2025-12-31,35.6,2024-12-31,1775635739.0,stock_zh_a_gbjg_em,63212632308.4
000657,中钨高新,SZ000657,SZ,2025-12-31,2025-12-31,27.71,2025-12-31,2278604400.0,stock_zh_a_gbjg_em,63140127924.0
600741,华域汽车,SH600741,SH,2025-12-31,2025-12-31,20.0,2019-01-14,3152723984.0,stock_zh_a_gbjg_em,63054479680.0
002414,高德红外,SZ002414,SZ,2025-12-31,2025-12-31,14.67,2024-06-30,4270736108.0,stock_zh_a_gbjg_em,62651698704.36
002128,电投能源,SZ002128,SZ,2025-12-31,2025-12-31,27.91,2024-10-11,2241573493.0,stock_zh_a_gbjg_em,62562316189.63
603260,合盛硅业,SH603260,SH,2025-12-31,2025-12-31,52.7,2024-07-25,1182206941.0,stock_zh_a_gbjg_em,62302305790.700005
002236,大华股份,SZ002236,SZ,2025-12-31,2025-12-31,18.94,2025-12-31,3286755574.0,stock_zh_a_gbjg_em,62251150571.560005
600522,中天科技,SH600522,SH,2025-12-31,2025-12-31,18.12,2021-12-16,3412949652.0,stock_zh_a_gbjg_em,61842647694.240005
600219,南山铝业,SH600219,SH,2025-12-31,2025-12-31,5.38,2025-12-18,11483701559.0,stock_zh_a_gbjg_em,61782314387.42
000933,神火股份,SZ000933,SZ,2025-12-31,2025-12-31,27.47,2025-12-31,2249004399.0,stock_zh_a_gbjg_em,61780150840.53
600236,桂冠电力,SH600236,SH,2025-12-31,2025-12-31,7.83,2019-07-10,7882377802.0,stock_zh_a_gbjg_em,61719018189.66
601618,中国中冶,SH601618,SH,2025-12-31,2025-12-31,2.97,2018-01-08,20723619170.0,stock_zh_a_gbjg_em,61549148934.9
600377,宁沪高速,SH600377,SH,2025-12-31,2025-12-31,12.11,2021-01-29,5037747500.0,stock_zh_a_gbjg_em,61007122225.0
600487,亨通光电,SH600487,SH,2025-12-31,2025-12-31,24.73,2024-12-20,2466734657.0,stock_zh_a_gbjg_em,61002348067.61
002080,中材科技,SZ002080,SZ,2025-12-31,2025-12-31,36.34,2019-05-23,1678123584.0,stock_zh_a_gbjg_em,60983011042.560005
600096,云天化,SH600096,SH,2025-12-31,2025-12-31,33.41,2025-06-11,1822990731.0,stock_zh_a_gbjg_em,60906120322.70999
600515,海南机场,SH600515,SH,2025-12-31,2025-12-31,5.33,2021-12-22,11425309602.0,stock_zh_a_gbjg_em,60896900178.66
601877,正泰电器,SH601877,SH,2025-12-31,2025-12-31,27.89,2023-09-21,2148968976.0,stock_zh_a_gbjg_em,59934744740.64
002648,卫星化学,SZ002648,SZ,2025-12-31,2025-12-31,17.68,2024-12-20,3368645690.0,stock_zh_a_gbjg_em,59557655799.2
600845,宝信软件,SH600845,SH,2025-12-31,2025-12-31,20.71,2025-12-29,2870778802.0,stock_zh_a_gbjg_em,59453828989.420006
600988,赤峰黄金,SH600988,SH,2025-12-31,2025-12-31,31.24,2025-09-10,1900411178.0,stock_zh_a_gbjg_em,59368845200.71999
603659,璞泰来,SH603659,SH,2025-12-31,2025-12-31,27.34,2025-08-28,2136399076.0,stock_zh_a_gbjg_em,58409150737.84
601021,春秋航空,SH601021,SH,2025-12-31,2025-12-31,59.5,2025-01-27,978333423.0,stock_zh_a_gbjg_em,58210838668.5
601456,国联民生,SH601456,SH,2025-12-31,2025-12-31,10.17,2025-09-10,5680592806.0,stock_zh_a_gbjg_em,57771628837.02
600027,华电国际,SH600027,SH,2025-12-31,2025-12-31,4.96,2025-12-31,11611774184.0,stock_zh_a_gbjg_em,57594399952.64
002653,海思科,SZ002653,SZ,2025-12-31,2025-12-31,51.32,2025-12-31,1119917970.0,stock_zh_a_gbjg_em,57474190220.4
601059,信达证券,SH601059,SH,2025-12-31,2025-12-31,17.71,2024-02-01,3243000000.0,stock_zh_a_gbjg_em,57433530000.0
002156,通富微电,SZ002156,SZ,2025-12-31,2025-12-31,37.7,2024-12-31,1517596912.0,stock_zh_a_gbjg_em,57213403582.4
600292,电投水电,SH600292,SH,2025-12-31,2025-12-31,13.05,2025-12-31,4380206201.0,stock_zh_a_gbjg_em,57161690923.05
600570,恒生电子,SH600570,SH,2025-12-31,2025-12-31,30.15,2025-10-22,1894130907.0,stock_zh_a_gbjg_em,57108046846.049995
000559,万向钱潮,SZ000559,SZ,2025-12-31,2025-12-31,17.2,2025-12-31,3315358444.0,stock_zh_a_gbjg_em,57024165236.799995
603392,万泰生物,SH603392,SH,2025-12-31,2025-12-31,44.94,2025-12-17,1264392804.0,stock_zh_a_gbjg_em,56821812611.759995
002738,中矿资源,SZ002738,SZ,2025-12-31,2025-12-31,78.55,2025-12-31,721491877.0,stock_zh_a_gbjg_em,56673186938.35
600021,上海电力,SH600021,SH,2025-12-31,2025-12-31,20.02,2025-12-31,2821234945.0,stock_zh_a_gbjg_em,56481123598.9
002281,光迅科技,SZ002281,SZ,2025-12-31,2025-12-31,69.95,2025-12-31,806675752.0,stock_zh_a_gbjg_em,56426968852.4
600233,圆通速递,SH600233,SH,2025-12-31,2025-12-31,16.42,2025-12-31,3422574671.0,stock_zh_a_gbjg_em,56198676097.82001
002812,恩捷股份,SZ002812,SZ,2025-12-31,2025-12-31,56.64,2025-10-30,982220137.0,stock_zh_a_gbjg_em,55632948559.68
000002,万 科Ａ,SZ000002,SZ,2025-12-31,2025-12-31,4.65,2025-12-31,11930709471.0,stock_zh_a_gbjg_em,55477799040.15
002294,信立泰,SZ002294,SZ,2025-12-31,2025-12-31,49.55,2023-12-31,1114816535.0,stock_zh_a_gbjg_em,55239159309.25
002064,华峰化学,SZ002064,SZ,2025-12-31,2025-12-31,11.0,2025-12-31,4962543897.0,stock_zh_a_gbjg_em,54587982867.0
000039,中集集团,SZ000039,SZ,2025-12-31,2025-12-31,10.09,2023-06-30,5392520385.0,stock_zh_a_gbjg_em,54410530684.65
601298,青岛港,SH601298,SH,2025-12-31,2025-12-31,8.34,2022-01-21,6491100000.0,stock_zh_a_gbjg_em,54135774000.0
601058,赛轮轮胎,SH601058,SH,2025-12-31,2025-12-31,16.18,2024-02-22,3288100259.0,stock_zh_a_gbjg_em,53201462190.62
000547,航天发展,SZ000547,SZ,2025-12-31,2025-12-31,33.01,2025-12-22,1598468269.0,stock_zh_a_gbjg_em,52765437559.689995
001309,德明利,SZ001309,SZ,2025-12-31,2025-12-31,231.89,2025-12-30,226845658.0,stock_zh_a_gbjg_em,52603239633.619995
002555,三七互娱,SZ002555,SZ,2025-12-31,2025-12-31,23.6,2025-12-31,2212237681.0,stock_zh_a_gbjg_em,52208809271.600006
600143,金发科技,SH600143,SH,2025-12-31,2025-12-31,19.54,2025-12-30,2634826028.0,stock_zh_a_gbjg_em,51484500587.119995
600918,中泰证券,SH600918,SH,2025-12-31,2025-12-31,6.5,2025-12-31,7918340996.0,stock_zh_a_gbjg_em,51469216474.0
601136,首创证券,SH601136,SH,2025-12-31,2025-12-31,18.79,2025-12-22,2733333800.0,stock_zh_a_gbjg_em,51359342102.0
600801,华新建材,SH600801,SH,2025-12-31,2025-12-31,24.54,2025-12-31,2078995649.0,stock_zh_a_gbjg_em,51018553226.46
601958,金钼股份,SH601958,SH,2025-12-31,2025-12-31,15.58,2013-05-20,3226604400.0,stock_zh_a_gbjg_em,50270496552.0
600601,方正科技,SH600601,SH,2025-12-31,2025-12-31,11.72,2025-08-05,4273742887.0,stock_zh_a_gbjg_em,50088266635.64
